"ple0008","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Zufriedenstellend","1992","Realschule","Westdeutschland","414","0.284170636633525","0.262545731008777","0.305795542258273"
"Zufriedenstellend","1992","Realschule","Ostdeutschland","281","0.199851875503284","0.17911843921406","0.220585311792508"
"Zufriedenstellend","1992","(Fach-)Abitur","Westdeutschland","155","0.199109060481429","0.171066893955981","0.227151227006877"
"Zufriedenstellend","1992","(Fach-)Abitur","Ostdeutschland","22","","",""
"Zufriedenstellend","1992","AkademikerIn","Westdeutschland","171","0.245345037664429","0.214279619611937","0.27641045571692"
"Zufriedenstellend","1992","AkademikerIn","Ostdeutschland","223","0.272043899030534","0.243178019640042","0.300909778421027"
"Weniger gut","1992","(noch) kein Abschluss","Westdeutschland","139","0.129248540625709","0.106016264409595","0.152480816841823"
"Weniger gut","1992","(noch) kein Abschluss","Ostdeutschland","4","","",""
"Weniger gut","1992","Hauptschule","Westdeutschland","698","0.153600621717451","0.143716528717107","0.163484714717795"
"Weniger gut","1992","Hauptschule","Ostdeutschland","193","0.151625180125394","0.132931150087513","0.170319210163276"
"Weniger gut","1992","Realschule","Westdeutschland","129","0.0951947249324676","0.0811231123505568","0.109266337514378"
"Weniger gut","1992","Realschule","Ostdeutschland","68","0.0528530870574705","0.0412526105192531","0.0644535635956879"
"Weniger gut","1992","(Fach-)Abitur","Westdeutschland","61","0.0868730578928562","0.0670948246105739","0.106651291175139"
"Weniger gut","1992","(Fach-)Abitur","Ostdeutschland","8","","",""
"Weniger gut","1992","AkademikerIn","Westdeutschland","49","0.0752158912032685","0.0561749097901028","0.0942568726164341"
"Weniger gut","1992","AkademikerIn","Ostdeutschland","57","0.0711391308728101","0.0544650342643232","0.0878132274812969"
"Schlecht","1992","(noch) kein Abschluss","Westdeutschland","48","0.0665082862044133","0.0492528896244136","0.083763682784413"
"Schlecht","1992","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","1992","Hauptschule","Westdeutschland","250","0.0610461622094568","0.0544831385133301","0.0676091859055836"
"Schlecht","1992","Hauptschule","Ostdeutschland","78","0.0696759326905764","0.0564055969750012","0.0829462684061515"
"Schlecht","1992","Realschule","Westdeutschland","38","0.0266010958708402","0.018885756094279","0.0343164356474015"
"Schlecht","1992","Realschule","Ostdeutschland","13","","",""
"Schlecht","1992","(Fach-)Abitur","Westdeutschland","19","","",""
"Schlecht","1992","(Fach-)Abitur","Ostdeutschland","1","","",""
"Schlecht","1992","AkademikerIn","Westdeutschland","20","","",""
"Schlecht","1992","AkademikerIn","Ostdeutschland","18","","",""
"Sehr gut","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Sehr gut","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sehr gut","1993","Hauptschule","Westdeutschland","","","",""
"Sehr gut","1993","Hauptschule","Ostdeutschland","","","",""
"Sehr gut","1993","Realschule","Westdeutschland","","","",""
"Sehr gut","1993","Realschule","Ostdeutschland","","","",""
"Sehr gut","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Sehr gut","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Sehr gut","1993","AkademikerIn","Westdeutschland","","","",""
"Sehr gut","1993","AkademikerIn","Ostdeutschland","","","",""
"Gut","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Gut","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Gut","1993","Hauptschule","Westdeutschland","","","",""
"Gut","1993","Hauptschule","Ostdeutschland","","","",""
"Gut","1993","Realschule","Westdeutschland","","","",""
"Gut","1993","Realschule","Ostdeutschland","","","",""
"Gut","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Gut","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Gut","1993","AkademikerIn","Westdeutschland","","","",""
"Gut","1993","AkademikerIn","Ostdeutschland","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Zufriedenstellend","1993","Hauptschule","Westdeutschland","","","",""
"Zufriedenstellend","1993","Hauptschule","Ostdeutschland","","","",""
"Zufriedenstellend","1993","Realschule","Westdeutschland","","","",""
"Zufriedenstellend","1993","Realschule","Ostdeutschland","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Zufriedenstellend","1993","AkademikerIn","Westdeutschland","","","",""
"Zufriedenstellend","1993","AkademikerIn","Ostdeutschland","","","",""
"Weniger gut","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Weniger gut","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weniger gut","1993","Hauptschule","Westdeutschland","","","",""
"Weniger gut","1993","Hauptschule","Ostdeutschland","","","",""
"Weniger gut","1993","Realschule","Westdeutschland","","","",""
"Weniger gut","1993","Realschule","Ostdeutschland","","","",""
"Weniger gut","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Weniger gut","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Weniger gut","1993","AkademikerIn","Westdeutschland","","","",""
"Weniger gut","1993","AkademikerIn","Ostdeutschland","","","",""
"Schlecht","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Schlecht","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","1993","Hauptschule","Westdeutschland","","","",""
"Schlecht","1993","Hauptschule","Ostdeutschland","","","",""
"Schlecht","1993","Realschule","Westdeutschland","","","",""
"Schlecht","1993","Realschule","Ostdeutschland","","","",""
"Schlecht","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Schlecht","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Schlecht","1993","AkademikerIn","Westdeutschland","","","",""
"Schlecht","1993","AkademikerIn","Ostdeutschland","","","",""
"Sehr gut","1994","(noch) kein Abschluss","Westdeutschland","109","0.178189528288521","0.15071078422135","0.205668272355692"
"Sehr gut","1994","(noch) kein Abschluss","Ostdeutschland","22","","",""
"Sehr gut","1994","Hauptschule","Westdeutschland","422","0.067134055046642","0.060063291058024","0.07420481903526"
"Sehr gut","1994","Hauptschule","Ostdeutschland","61","0.0476624728449642","0.0359818393123281","0.0593431063776003"
"Sehr gut","1994","Realschule","Westdeutschland","226","0.106448130667449","0.0916564078862378","0.12123985344866"
"Sehr gut","1994","Realschule","Ostdeutschland","159","0.111551239074905","0.0949053070436705","0.12819717110614"
"Sehr gut","1994","(Fach-)Abitur","Westdeutschland","119","0.124531808689225","0.101404369720861","0.147659247657589"
"Sehr gut","1994","(Fach-)Abitur","Ostdeutschland","22","","",""
"Sehr gut","1994","AkademikerIn","Westdeutschland","89","0.104601122315256","0.0832738018722567","0.125928442758255"
"Sehr gut","1994","AkademikerIn","Ostdeutschland","61","0.064467965757099","0.0480353855053685","0.0809005460088294"
"Gut","1994","(noch) kein Abschluss","Westdeutschland","277","0.412339123695091","0.376991468034742","0.447686779355439"
"Gut","1994","(noch) kein Abschluss","Ostdeutschland","53","0.511271930889738","0.413298637429468","0.609245224350008"
"Gut","1994","Hauptschule","Westdeutschland","1763","0.324397806256263","0.311170550177203","0.337625062335323"
"Gut","1994","Hauptschule","Ostdeutschland","369","0.26647712675235","0.242237860840652","0.290716392664048"
"Gut","1994","Realschule","Westdeutschland","734","0.413086158683125","0.389470647383313","0.436701669982938"
"Gut","1994","Realschule","Ostdeutschland","670","0.476310167598689","0.449902093991733","0.502718241205644"
"Gut","1994","(Fach-)Abitur","Westdeutschland","379","0.485243148609233","0.450236705648379","0.520249591570088"
"Gut","1994","(Fach-)Abitur","Ostdeutschland","80","0.543268342816196","0.46015967813593","0.626377007496461"
"Gut","1994","AkademikerIn","Westdeutschland","393","0.489967654574707","0.45513052095428","0.524804788195135"
"Gut","1994","AkademikerIn","Ostdeutschland","375","0.416170815229596","0.383188346589899","0.449153283869293"
"Zufriedenstellend","1994","(noch) kein Abschluss","Westdeutschland","183","0.230381313452905","0.200144822974458","0.260617803931352"
"Zufriedenstellend","1994","(noch) kein Abschluss","Ostdeutschland","22","","",""
"Zufriedenstellend","1994","Hauptschule","Westdeutschland","1589","0.36183626697334","0.348259155350031","0.375413378596648"
"Zufriedenstellend","1994","Hauptschule","Ostdeutschland","554","0.440078078366749","0.412862894837355","0.467293261896142"
"Zufriedenstellend","1994","Realschule","Westdeutschland","503","0.325162340780152","0.302695622928039","0.347629058632266"
"Zufriedenstellend","1994","Realschule","Ostdeutschland","414","0.311563320864998","0.287074950370136","0.33605169135986"
"Zufriedenstellend","1994","(Fach-)Abitur","Westdeutschland","184","0.249518820441616","0.219208622879163","0.279829018004069"
"Zufriedenstellend","1994","(Fach-)Abitur","Ostdeutschland","26","","",""
"Zufriedenstellend","1994","AkademikerIn","Westdeutschland","216","0.278738455803612","0.247491718026809","0.309985193580415"
"Zufriedenstellend","1994","AkademikerIn","Ostdeutschland","296","0.364045753877981","0.331850239524836","0.396241268231127"
"Weniger gut","1994","(noch) kein Abschluss","Westdeutschland","132","0.119070497963692","0.09581409108836","0.142326904839024"
"Weniger gut","1994","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Weniger gut","1994","Hauptschule","Westdeutschland","808","0.185017503202238","0.17404600767427","0.195988998730207"
"Weniger gut","1994","Hauptschule","Ostdeutschland","212","0.16858661652649","0.148060692504558","0.189112540548421"
"Weniger gut","1994","Realschule","Westdeutschland","179","0.137013669812585","0.120521653220268","0.153505686404903"
"Weniger gut","1994","Realschule","Ostdeutschland","118","0.091452382535777","0.0762109396243076","0.106693825447246"
"Weniger gut","1994","(Fach-)Abitur","Westdeutschland","81","0.114944748981549","0.0926040390579257","0.137285458905173"
"Weniger gut","1994","(Fach-)Abitur","Ostdeutschland","5","","",""
"Weniger gut","1994","AkademikerIn","Westdeutschland","74","0.0996313255276559","0.0787591368599854","0.120503514195326"
"Weniger gut","1994","AkademikerIn","Ostdeutschland","109","0.134744002430894","0.111896881628934","0.157591123232854"
"Schlecht","1994","(noch) kein Abschluss","Westdeutschland","44","0.0600195365997915","0.0429635955112681","0.0770754776883149"
"Schlecht","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","1994","Hauptschule","Westdeutschland","230","0.0616143685215169","0.0548205028268213","0.0684082342162124"
"Schlecht","1994","Hauptschule","Ostdeutschland","82","0.0771957055094475","0.0625626830921358","0.0918287279267593"
"Schlecht","1994","Realschule","Westdeutschland","28","","",""
"Schlecht","1994","Realschule","Ostdeutschland","13","","",""
"Schlecht","1994","(Fach-)Abitur","Westdeutschland","20","","",""
"Schlecht","1994","(Fach-)Abitur","Ostdeutschland","5","","",""
"Schlecht","1994","AkademikerIn","Westdeutschland","19","","",""
"Schlecht","1994","AkademikerIn","Ostdeutschland","17","","",""
"Sehr gut","1995","(noch) kein Abschluss","Westdeutschland","97","0.173418048538178","0.146571310925762","0.200264786150595"
"Sehr gut","1995","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Sehr gut","1995","Hauptschule","Westdeutschland","412","0.0629194856783112","0.0561116673605606","0.0697273039960618"
"Sehr gut","1995","Hauptschule","Ostdeutschland","45","0.0282600027442766","0.018953519791895","0.0375664856966582"
"Sehr gut","1995","Realschule","Westdeutschland","212","0.0932189508586172","0.0796782191430188","0.106759682574216"
"Sehr gut","1995","Realschule","Ostdeutschland","130","0.0902584855995551","0.0749158941788551","0.105601077020255"
"Sehr gut","1995","(Fach-)Abitur","Westdeutschland","130","0.135069034597427","0.112837277566481","0.157300791628373"
"Sehr gut","1995","(Fach-)Abitur","Ostdeutschland","26","","",""
"Sehr gut","1995","AkademikerIn","Westdeutschland","114","0.0995862592378703","0.0802049018562479","0.118967616619493"
"Sehr gut","1995","AkademikerIn","Ostdeutschland","56","0.0686105504062101","0.0514232096313526","0.0857978911810676"
"Gut","1995","(noch) kein Abschluss","Westdeutschland","279","0.402092607572696","0.367324470787038","0.436860744358354"
"Gut","1995","(noch) kein Abschluss","Ostdeutschland","62","0.590764132074071","0.49970301263826","0.681825251509883"
"Gut","1995","Hauptschule","Westdeutschland","1801","0.321764580861625","0.308667145234637","0.334862016488613"
"Gut","1995","Hauptschule","Ostdeutschland","352","0.279384535314508","0.254185877015394","0.304583193613621"
"Gut","1995","Realschule","Westdeutschland","812","0.429594695849185","0.406539965694446","0.452649426003924"
"Gut","1995","Realschule","Ostdeutschland","649","0.487258769929216","0.460496395377498","0.514021144480934"
"Gut","1995","(Fach-)Abitur","Westdeutschland","470","0.527082146863857","0.494608043061602","0.559556250666112"
"Gut","1995","(Fach-)Abitur","Ostdeutschland","77","0.503114515811043","0.423629022173379","0.582600009448707"
"Gut","1995","AkademikerIn","Westdeutschland","440","0.469197322332022","0.436896934408598","0.501497710255447"
"Gut","1995","AkademikerIn","Ostdeutschland","350","0.38767398089253","0.354547731811008","0.420800229974052"
"Zufriedenstellend","1995","(noch) kein Abschluss","Westdeutschland","220","0.247809856331914","0.21719554327862","0.278424169385207"
"Zufriedenstellend","1995","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Zufriedenstellend","1995","Hauptschule","Westdeutschland","1619","0.366533785647033","0.353024087168411","0.380043484125656"
"Zufriedenstellend","1995","Hauptschule","Ostdeutschland","504","0.411908162939716","0.384267578488432","0.439548747391"
"Zufriedenstellend","1995","Realschule","Westdeutschland","516","0.325313149379606","0.303493852951071","0.347132445808141"
"Zufriedenstellend","1995","Realschule","Ostdeutschland","430","0.320815844907706","0.295822903591385","0.345808786224026"
"Zufriedenstellend","1995","(Fach-)Abitur","Westdeutschland","213","0.234452457522135","0.206896300882701","0.26200861416157"
"Zufriedenstellend","1995","(Fach-)Abitur","Ostdeutschland","39","0.231776191323825","0.164694409566691","0.298857973080959"
"Zufriedenstellend","1995","AkademikerIn","Westdeutschland","274","0.322808217652508","0.292546640829094","0.353069794475923"
"Zufriedenstellend","1995","AkademikerIn","Ostdeutschland","310","0.396758001204063","0.363495399833031","0.430020602575094"
"Weniger gut","1995","(noch) kein Abschluss","Westdeutschland","132","0.142892516552045","0.118076972693541","0.167708060410548"
"Weniger gut","1995","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Weniger gut","1995","Hauptschule","Westdeutschland","812","0.1902159540915","0.179212348899057","0.201219559283943"
"Weniger gut","1995","Hauptschule","Ostdeutschland","244","0.203198633230745","0.180601160380789","0.225796106080701"
"Weniger gut","1995","Realschule","Westdeutschland","192","0.119639571558173","0.104524629331457","0.13475451378489"
"Weniger gut","1995","Realschule","Ostdeutschland","116","0.0879039979622582","0.0727432620858634","0.103064733838653"
"Weniger gut","1995","(Fach-)Abitur","Westdeutschland","75","0.0849716084987445","0.0668348624821146","0.103108354515374"
"Weniger gut","1995","(Fach-)Abitur","Ostdeutschland","7","","",""
"Weniger gut","1995","AkademikerIn","Westdeutschland","75","0.0949184921408968","0.0759478214924242","0.113889162789369"
"Weniger gut","1995","AkademikerIn","Ostdeutschland","93","0.1224439601854","0.100156853464687","0.144731066906113"
"Schlecht","1995","(noch) kein Abschluss","Westdeutschland","36","0.0337869710051674","0.02097510210468","0.0465988399056548"
"Schlecht","1995","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Schlecht","1995","Hauptschule","Westdeutschland","243","0.0585661937215309","0.0519828684094024","0.0651495190336594"
"Schlecht","1995","Hauptschule","Ostdeutschland","73","0.0772486657707547","0.0622548461689672","0.0922424853725423"
"Schlecht","1995","Realschule","Westdeutschland","39","0.0322336323544185","0.0240078219154684","0.0404594427933685"
"Schlecht","1995","Realschule","Ostdeutschland","15","","",""
"Schlecht","1995","(Fach-)Abitur","Westdeutschland","20","","",""
"Schlecht","1995","(Fach-)Abitur","Ostdeutschland","3","","",""
"Schlecht","1995","AkademikerIn","Westdeutschland","14","","",""
"Schlecht","1995","AkademikerIn","Ostdeutschland","22","","",""
"Sehr gut","1996","(noch) kein Abschluss","Westdeutschland","103","0.183109317829913","0.154917950794578","0.211300684865249"
"Sehr gut","1996","(noch) kein Abschluss","Ostdeutschland","30","0.230468592371089","0.153831654086235","0.307105530655943"
"Sehr gut","1996","Hauptschule","Westdeutschland","387","0.0600533090736828","0.0532904054803039","0.0668162126670617"
"Sehr gut","1996","Hauptschule","Ostdeutschland","36","0.0210745394277541","0.0129069531876649","0.0292421256678433"
"Sehr gut","1996","Realschule","Westdeutschland","228","0.100828775747921","0.0868251641318778","0.114832387363965"
"Sehr gut","1996","Realschule","Ostdeutschland","117","0.0836079909308929","0.0687654107908109","0.0984505710709749"
"Sehr gut","1996","(Fach-)Abitur","Westdeutschland","152","0.162967318632453","0.138368706053965","0.187565931210941"
"Sehr gut","1996","(Fach-)Abitur","Ostdeutschland","17","","",""
"Sehr gut","1996","AkademikerIn","Westdeutschland","110","0.108644981937254","0.0885689705464739","0.128720993328034"
"Sehr gut","1996","AkademikerIn","Ostdeutschland","49","0.0528826105305791","0.0377391385350561","0.0680260825261022"
"Gut","1996","(noch) kein Abschluss","Westdeutschland","247","0.3571453910932","0.322218667413475","0.392072114772924"
"Gut","1996","(noch) kein Abschluss","Ostdeutschland","58","0.497887833805185","0.406899601926826","0.588876065683544"
"Gut","1996","Hauptschule","Westdeutschland","1647","0.305261315079485","0.292152611596289","0.318370018562681"
"Gut","1996","Hauptschule","Ostdeutschland","313","0.253539103606463","0.228801030024956","0.27827717718797"
"Gut","1996","Realschule","Westdeutschland","827","0.432747150886024","0.40970452006217","0.455789781709878"
"Gut","1996","Realschule","Ostdeutschland","635","0.472641644767178","0.445870695563546","0.49941259397081"
"Gut","1996","(Fach-)Abitur","Westdeutschland","426","0.486367814567429","0.453079050295115","0.519656578839743"
"Gut","1996","(Fach-)Abitur","Ostdeutschland","96","0.582991898238197","0.507298536312603","0.65868526016379"
"Gut","1996","AkademikerIn","Westdeutschland","462","0.499187006610872","0.466930549067797","0.531443464153947"
"Gut","1996","AkademikerIn","Ostdeutschland","372","0.42110525927495","0.387696353985206","0.454514164564694"
"Zufriedenstellend","1996","(noch) kein Abschluss","Westdeutschland","213","0.262615881199875","0.230539429161531","0.294692333238218"
"Zufriedenstellend","1996","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Zufriedenstellend","1996","Hauptschule","Westdeutschland","1714","0.393415395765535","0.379509963923448","0.407320827607621"
"Zufriedenstellend","1996","Hauptschule","Ostdeutschland","563","0.478066593558808","0.449661801348144","0.506471385769472"
"Zufriedenstellend","1996","Realschule","Westdeutschland","510","0.324628098183373","0.302851443816392","0.346404752550353"
"Zufriedenstellend","1996","Realschule","Ostdeutschland","451","0.339708757524789","0.314312717549722","0.365104797499857"
"Zufriedenstellend","1996","(Fach-)Abitur","Westdeutschland","201","0.237374458032919","0.209036939875073","0.265711976190764"
"Zufriedenstellend","1996","(Fach-)Abitur","Ostdeutschland","38","0.255910168086021","0.188920049775591","0.322900286396451"
"Zufriedenstellend","1996","AkademikerIn","Westdeutschland","247","0.275258942650075","0.246444555186412","0.304073330113738"
"Zufriedenstellend","1996","AkademikerIn","Ostdeutschland","305","0.377806367449617","0.344999517798936","0.410613217100297"
"Weniger gut","1996","(noch) kein Abschluss","Westdeutschland","119","0.131133610562151","0.106529229153286","0.155737991971015"
"Weniger gut","1996","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Weniger gut","1996","Hauptschule","Westdeutschland","772","0.184917977385595","0.173866932627499","0.195969022143692"
"Weniger gut","1996","Hauptschule","Ostdeutschland","208","0.17921474691263","0.157405457544287","0.201024036280973"
"Weniger gut","1996","Realschule","Westdeutschland","172","0.115459061610845","0.100596297300925","0.130321825920765"
"Weniger gut","1996","Realschule","Ostdeutschland","115","0.0889941767544984","0.0737260332417375","0.104262320267259"
"Weniger gut","1996","(Fach-)Abitur","Westdeutschland","67","0.0904675090200821","0.0713626177603574","0.109572400279807"
"Weniger gut","1996","(Fach-)Abitur","Ostdeutschland","8","","",""
"Weniger gut","1996","AkademikerIn","Westdeutschland","85","0.092940278513168","0.0742090109958173","0.111671546030519"
"Weniger gut","1996","AkademikerIn","Ostdeutschland","98","0.128529357180013","0.105883192601868","0.151175521758157"
"Schlecht","1996","(noch) kein Abschluss","Westdeutschland","41","0.0659957993148615","0.0478985944089746","0.0840930042207484"
"Schlecht","1996","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Schlecht","1996","Hauptschule","Westdeutschland","221","0.0563520026957018","0.0497879387657522","0.0629160666256515"
"Schlecht","1996","Hauptschule","Ostdeutschland","68","0.0681050164943448","0.0537794135829633","0.0824306194057262"
"Schlecht","1996","Realschule","Westdeutschland","39","0.0263369135718369","0.0188893640065425","0.0337844631371313"
"Schlecht","1996","Realschule","Ostdeutschland","18","","",""
"Schlecht","1996","(Fach-)Abitur","Westdeutschland","20","","",""
"Schlecht","1996","(Fach-)Abitur","Ostdeutschland","4","","",""
"Schlecht","1996","AkademikerIn","Westdeutschland","19","","",""
"Schlecht","1996","AkademikerIn","Ostdeutschland","15","","",""
"Sehr gut","1997","(noch) kein Abschluss","Westdeutschland","101","0.188920043507303","0.159963255410218","0.217876831604388"
"Sehr gut","1997","(noch) kein Abschluss","Ostdeutschland","31","0.246562296895641","0.172471643803978","0.320652949987305"
"Sehr gut","1997","Hauptschule","Westdeutschland","346","0.0604701112259955","0.053591796434813","0.0673484260171779"
"Sehr gut","1997","Hauptschule","Ostdeutschland","39","0.0294385281460887","0.0196691090491932","0.0392079472429842"
"Sehr gut","1997","Realschule","Westdeutschland","193","0.089558389579285","0.0762856247456534","0.102831154412917"
"Sehr gut","1997","Realschule","Ostdeutschland","114","0.095369371331281","0.0793841664559479","0.111354576206614"
"Sehr gut","1997","(Fach-)Abitur","Westdeutschland","128","0.152884417508274","0.128662801680194","0.177106033336353"
"Sehr gut","1997","(Fach-)Abitur","Ostdeutschland","16","","",""
"Sehr gut","1997","AkademikerIn","Westdeutschland","98","0.104842036320823","0.085131807482551","0.124552265159095"
"Sehr gut","1997","AkademikerIn","Ostdeutschland","45","0.0486433326194314","0.0340696701870687","0.0632169950517941"
"Gut","1997","(noch) kein Abschluss","Westdeutschland","263","0.381221506132023","0.345293274921778","0.417149737342269"
"Gut","1997","(noch) kein Abschluss","Ostdeutschland","71","0.531917776660539","0.446142971311123","0.617692582009955"
"Gut","1997","Hauptschule","Westdeutschland","1701","0.308898052674073","0.295564833834381","0.322231271513765"
"Gut","1997","Hauptschule","Ostdeutschland","314","0.266273362602524","0.240726935115384","0.291819790089664"
"Gut","1997","Realschule","Westdeutschland","858","0.445944101344846","0.422839460814561","0.469048741875131"
"Gut","1997","Realschule","Ostdeutschland","647","0.473710217378818","0.446536631761138","0.500883802996499"
"Gut","1997","(Fach-)Abitur","Westdeutschland","425","0.484070886355685","0.450435248769256","0.517706523942115"
"Gut","1997","(Fach-)Abitur","Ostdeutschland","105","0.577095635839723","0.502833299411781","0.651357972267665"
"Gut","1997","AkademikerIn","Westdeutschland","486","0.501288662756786","0.469119284683648","0.533458040829924"
"Gut","1997","AkademikerIn","Ostdeutschland","381","0.416288439368871","0.382893421160488","0.449683457577255"
"Zufriedenstellend","1997","(noch) kein Abschluss","Westdeutschland","194","0.249277906443463","0.217277092272484","0.281278720614441"
"Zufriedenstellend","1997","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Zufriedenstellend","1997","Hauptschule","Westdeutschland","1607","0.388180268053866","0.374117046096243","0.40224349001149"
"Zufriedenstellend","1997","Hauptschule","Ostdeutschland","520","0.45305753222095","0.424287081125918","0.481827983315982"
"Zufriedenstellend","1997","Realschule","Westdeutschland","526","0.326011009810449","0.304222639525354","0.347799380095545"
"Zufriedenstellend","1997","Realschule","Ostdeutschland","412","0.328219999854717","0.302665101462268","0.353774898247165"
"Zufriedenstellend","1997","(Fach-)Abitur","Westdeutschland","210","0.266330277966518","0.236578650026737","0.296081905906298"
"Zufriedenstellend","1997","(Fach-)Abitur","Ostdeutschland","35","0.205034734754846","0.144345532709903","0.265723936799788"
"Zufriedenstellend","1997","AkademikerIn","Westdeutschland","262","0.291046787561939","0.261821129731089","0.320272445392789"
"Zufriedenstellend","1997","AkademikerIn","Ostdeutschland","296","0.373808188840145","0.34103162216671","0.406584755513581"
"Weniger gut","1997","(noch) kein Abschluss","Westdeutschland","106","0.141339508360723","0.115569054723802","0.167109961997645"
"Weniger gut","1997","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Weniger gut","1997","Hauptschule","Westdeutschland","737","0.182949161296412","0.171792195152167","0.194106127440658"
"Weniger gut","1997","Hauptschule","Ostdeutschland","201","0.173015018083773","0.151153018409686","0.19487701775786"
"Weniger gut","1997","Realschule","Westdeutschland","164","0.10652779761848","0.0921876305992545","0.120867964637706"
"Weniger gut","1997","Realschule","Ostdeutschland","99","0.0813721769022285","0.0664927615255369","0.09625159227892"
"Weniger gut","1997","(Fach-)Abitur","Westdeutschland","71","0.0841847552808149","0.0654964110054022","0.102873099556228"
"Weniger gut","1997","(Fach-)Abitur","Ostdeutschland","9","","",""
"Weniger gut","1997","AkademikerIn","Westdeutschland","71","0.09072710736951","0.0722476269049251","0.109206587834095"
