year,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Good,0.38110,7709,19288,0.37424,0.38795
2008,Satisfactory,0.33795,6387,19288,0.33127,0.34462
2008,Poor,0.15111,2773,19288,0.14605,0.15616
2008,Bad,0.04188,727,19288,0.03905,0.04471
2009,Very good,0.08212,1452,17976,0.07811,0.08614
2009,Good,0.37174,7046,17976,0.36468,0.37881
2009,Satisfactory,0.35516,6237,17976,0.34816,0.36216
2009,Poor,0.14875,2550,17976,0.14355,0.15395
2009,Bad,0.04222,691,17976,0.03928,0.04516
2010,Very good,0.09360,2799,23945,0.08991,0.09729
2010,Good,0.37170,9805,23945,0.36558,0.37783
2010,Satisfactory,0.33718,7401,23945,0.33119,0.34317
2010,Poor,0.15232,3112,23945,0.14776,0.15687
2010,Bad,0.04521,828,23945,0.04258,0.04784
2011,Very good,0.09963,3089,28345,0.09615,0.10312
2011,Good,0.37780,11557,28345,0.37215,0.38344
2011,Satisfactory,0.32708,8819,28345,0.32162,0.33254
2011,Poor,0.15223,3843,28345,0.14805,0.15642
2011,Bad,0.04326,1037,28345,0.04089,0.04563
2012,Very good,0.09806,2825,27609,0.09455,0.10157
2012,Good,0.38229,11419,27609,0.37656,0.38803
2012,Satisfactory,0.33623,8794,27609,0.33066,0.34180
2012,Poor,0.14417,3617,27609,0.14002,0.14831
2012,Bad,0.03924,954,27609,0.03695,0.04153
2013,Very good,0.10379,3726,30602,0.10037,0.10721
2013,Good,0.37164,12275,30602,0.36622,0.37705
2013,Satisfactory,0.33171,9391,30602,0.32644,0.33699
2013,Poor,0.14932,4121,30602,0.14533,0.15332
2013,Bad,0.04354,1089,30602,0.04125,0.04582
2014,Very good,0.09866,2762,27055,0.09510,0.10221
2014,Good,0.37359,10898,27055,0.36783,0.37936
2014,Satisfactory,0.33149,8625,27055,0.32588,0.33710
2014,Poor,0.15658,3831,27055,0.15225,0.16091
2014,Bad,0.03968,939,27055,0.03735,0.04200
2015,Very good,0.09980,2995,26752,0.09620,0.10339
2015,Good,0.37595,10765,26752,0.37015,0.38176
2015,Satisfactory,0.32934,8405,26752,0.32371,0.33497
2015,Poor,0.15326,3704,26752,0.14894,0.15757
2015,Bad,0.04166,883,26752,0.03926,0.04405
2016,Very good,0.09412,3659,27236,0.09065,0.09759
2016,Good,0.38253,10641,27236,0.37676,0.38830
2016,Satisfactory,0.32813,8217,27236,0.32256,0.33371
2016,Poor,0.15456,3748,27236,0.15026,0.15885
2016,Bad,0.04066,971,27236,0.03832,0.04301
2017,Very good,0.09949,4308,30486,0.09613,0.10285
2017,Good,0.37644,11973,30486,0.37100,0.38188
2017,Satisfactory,0.33396,9212,30486,0.32866,0.33925
2017,Poor,0.15306,4025,30486,0.14902,0.15710
2017,Bad,0.03705,968,30486,0.03493,0.03917
2018,Very good,0.10317,4291,29193,0.09968,0.10666
2018,Good,0.37880,11291,29193,0.37323,0.38436
2018,Satisfactory,0.33393,8863,29193,0.32852,0.33934
2018,Poor,0.14652,3783,29193,0.14246,0.15057
2018,Bad,0.03759,965,29193,0.03540,0.03977
2019,Very good,0.10161,4179,29061,0.09814,0.10508
2019,Good,0.39012,11744,29061,0.38451,0.39573
2019,Satisfactory,0.32426,8585,29061,0.31888,0.32964
2019,Poor,0.14854,3669,29061,0.14445,0.15263
2019,Bad,0.03547,884,29061,0.03334,0.03760
2020,Very good,0.11048,4973,29372,0.10689,0.11406
2020,Good,0.38435,12039,29372,0.37879,0.38991
2020,Satisfactory,0.32605,8092,29372,0.32069,0.33141
2020,Poor,0.14412,3445,29372,0.14011,0.14814
2020,Bad,0.03500,823,29372,0.03290,0.03710
2021,Very good,0.12314,3079,19563,0.11853,0.12774
2021,Good,0.37306,7803,19563,0.36628,0.37984
2021,Satisfactory,0.31430,5468,19563,0.30780,0.32081
2021,Poor,0.14950,2532,19563,0.14450,0.15449
2021,Bad,0.04000,681,19563,0.03726,0.04275
2022,Very good,0.11246,4167,27922,0.10876,0.11617
2022,Good,0.37222,11266,27922,0.36655,0.37789
2022,Satisfactory,0.31742,8039,27922,0.31196,0.32288
2022,Poor,0.15347,3548,27922,0.14924,0.15770
2022,Bad,0.04443,902,27922,0.04201,0.04684
