year,pgisced97,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Second Stage of Tertiary Education,Good,0.47463,867,1737,0.45114,0.49812
1997,Second Stage of Tertiary Education,Satisfactory,0.31699,558,1737,0.29511,0.33888
1997,Second Stage of Tertiary Education,Poor,0.10388,169,1737,0.08952,0.11823
1998,No answer / don't know,Very good,0.13833,86,575,0.11009,0.16658
1998,No answer / don't know,Good,0.42209,270,575,0.38168,0.46249
1998,No answer / don't know,Satisfactory,0.25508,144,575,0.21942,0.29074
1998,No answer / don't know,Poor,0.12706,75,575,0.09981,0.15430
1998,Pre-primary Level,Very good,0.38902,117,316,0.33518,0.44286
1998,Pre-primary Level,Good,0.44788,164,316,0.39297,0.50280
1998,Pre-primary Level,Satisfactory,0.11110,35,316,0.07640,0.14581
1998,Primary Level,Good,0.33060,159,425,0.28583,0.37538
1998,Primary Level,Satisfactory,0.32521,141,425,0.28062,0.36980
1998,Primary Level,Poor,0.18602,90,425,0.14898,0.22306
1998,Primary Level,Bad,0.09496,35,425,0.06706,0.12287
1998,Lower Secondary Level,Very good,0.08579,268,2532,0.07488,0.09671
1998,Lower Secondary Level,Good,0.30988,907,2532,0.29187,0.32790
1998,Lower Secondary Level,Satisfactory,0.35882,833,2532,0.34014,0.37751
1998,Lower Secondary Level,Poor,0.17529,387,2532,0.16048,0.19011
1998,Lower Secondary Level,Bad,0.07020,137,2532,0.06025,0.08016
1998,Upper Secondary Level,Very good,0.08450,651,7010,0.07799,0.09101
1998,Upper Secondary Level,Good,0.40039,3012,7010,0.38891,0.41186
1998,Upper Secondary Level,Satisfactory,0.33778,2267,7010,0.32671,0.34885
1998,Upper Secondary Level,Poor,0.13779,846,7010,0.12972,0.14586
1998,Upper Secondary Level,Bad,0.03955,234,7010,0.03499,0.04411
1998,Post-secondary Non-tertiary Level,Very good,0.10547,55,497,0.07844,0.13251
1998,Post-secondary Non-tertiary Level,Good,0.55006,282,497,0.50628,0.59384
1998,Post-secondary Non-tertiary Level,Satisfactory,0.25176,119,497,0.21357,0.28996
1998,Post-secondary Non-tertiary Level,Poor,0.07558,41,497,0.05232,0.09884
1998,First Stage of Tertiary Education,Very good,0.10752,82,795,0.08597,0.12907
1998,First Stage of Tertiary Education,Good,0.38968,347,795,0.35576,0.42360
1998,First Stage of Tertiary Education,Satisfactory,0.34219,273,795,0.30919,0.37519
1998,First Stage of Tertiary Education,Poor,0.12261,93,795,0.09980,0.14542
1998,Second Stage of Tertiary Education,Very good,0.11481,195,1963,0.10071,0.12892
1998,Second Stage of Tertiary Education,Good,0.46753,956,1963,0.44545,0.48960
1998,Second Stage of Tertiary Education,Satisfactory,0.28635,580,1963,0.26635,0.30635
1998,Second Stage of Tertiary Education,Poor,0.10406,185,1963,0.09055,0.11757
1998,Second Stage of Tertiary Education,Bad,0.02725,47,1963,0.02005,0.03445
1999,No answer / don't know,Very good,0.17780,53,252,0.13050,0.22510
1999,No answer / don't know,Good,0.45503,129,252,0.39342,0.51663
1999,No answer / don't know,Satisfactory,0.26484,70,252,0.21026,0.31943
1999,Pre-primary Level,Very good,0.33373,95,302,0.28045,0.38700
1999,Pre-primary Level,Good,0.47694,161,302,0.42052,0.53337
1999,Pre-primary Level,Satisfactory,0.14573,46,302,0.10587,0.18559
1999,Primary Level,Good,0.32569,145,398,0.27959,0.37179
1999,Primary Level,Satisfactory,0.33959,138,398,0.29300,0.38617
1999,Primary Level,Poor,0.19906,79,398,0.15978,0.23833
1999,Primary Level,Bad,0.08015,36,398,0.05344,0.10686
1999,Lower Secondary Level,Very good,0.08007,239,2431,0.06928,0.09086
1999,Lower Secondary Level,Good,0.29487,848,2431,0.27674,0.31300
1999,Lower Secondary Level,Satisfactory,0.36385,812,2431,0.34472,0.38298
1999,Lower Secondary Level,Poor,0.18875,405,2431,0.17319,0.20431
1999,Lower Secondary Level,Bad,0.07246,127,2431,0.06216,0.08277
1999,Upper Secondary Level,Very good,0.07557,560,6919,0.06934,0.08179
1999,Upper Secondary Level,Good,0.39236,2909,6919,0.38085,0.40387
1999,Upper Secondary Level,Satisfactory,0.34905,2349,6919,0.33782,0.36028
1999,Upper Secondary Level,Poor,0.14296,870,6919,0.13472,0.15121
1999,Upper Secondary Level,Bad,0.04006,231,6919,0.03544,0.04468
1999,Post-secondary Non-tertiary Level,Very good,0.15825,70,493,0.12600,0.19050
1999,Post-secondary Non-tertiary Level,Good,0.48106,251,493,0.43691,0.52521
1999,Post-secondary Non-tertiary Level,Satisfactory,0.24829,131,493,0.21011,0.28646
1999,Post-secondary Non-tertiary Level,Poor,0.09416,41,493,0.06835,0.11997
1999,First Stage of Tertiary Education,Very good,0.08775,67,790,0.06801,0.10749
1999,First Stage of Tertiary Education,Good,0.40016,340,790,0.36598,0.43435
1999,First Stage of Tertiary Education,Satisfactory,0.33674,288,790,0.30376,0.36972
1999,First Stage of Tertiary Education,Poor,0.14066,95,790,0.11640,0.16492
1999,Second Stage of Tertiary Education,Very good,0.09758,188,1954,0.08442,0.11074
1999,Second Stage of Tertiary Education,Good,0.45863,904,1954,0.43653,0.48073
1999,Second Stage of Tertiary Education,Satisfactory,0.31421,626,1954,0.29363,0.33480
1999,Second Stage of Tertiary Education,Poor,0.09606,181,1954,0.08299,0.10913
1999,Second Stage of Tertiary Education,Bad,0.03351,55,1954,0.02553,0.04150
2000,Pre-primary Level,Very good,0.37959,187,475,0.33590,0.42328
2000,Pre-primary Level,Good,0.45417,219,475,0.40935,0.49899
2000,Pre-primary Level,Satisfactory,0.12967,69,475,0.09942,0.15991
2000,Primary Level,Good,0.31386,129,383,0.26732,0.36039
2000,Primary Level,Satisfactory,0.33097,134,383,0.28378,0.37816
2000,Primary Level,Poor,0.20919,89,383,0.16840,0.24998
2000,Primary Level,Bad,0.09126,31,383,0.06238,0.12013
2000,Lower Secondary Level,Very good,0.09078,348,3547,0.08132,0.10023
2000,Lower Secondary Level,Good,0.29180,1169,3547,0.27684,0.30676
2000,Lower Secondary Level,Satisfactory,0.35724,1192,3547,0.34147,0.37301
2000,Lower Secondary Level,Poor,0.18986,615,3547,0.17695,0.20277
2000,Lower Secondary Level,Bad,0.07032,223,3547,0.06191,0.07874
2000,Upper Secondary Level,Very good,0.10011,1283,12777,0.09491,0.10532
2000,Upper Secondary Level,Good,0.37895,5129,12777,0.37054,0.38736
2000,Upper Secondary Level,Satisfactory,0.35097,4338,12777,0.34270,0.35925
2000,Upper Secondary Level,Poor,0.13122,1589,12777,0.12537,0.13708
2000,Upper Secondary Level,Bad,0.03874,438,12777,0.03540,0.04209
2000,Post-secondary Non-tertiary Level,Very good,0.14462,160,1095,0.12378,0.16546
2000,Post-secondary Non-tertiary Level,Good,0.45471,530,1095,0.42520,0.48422
2000,Post-secondary Non-tertiary Level,Satisfactory,0.25828,282,1095,0.23234,0.28421
2000,Post-secondary Non-tertiary Level,Poor,0.12083,123,1095,0.10152,0.14015
2000,First Stage of Tertiary Education,Very good,0.09121,185,1882,0.07820,0.10422
2000,First Stage of Tertiary Education,Good,0.39862,785,1882,0.37649,0.42075
2000,First Stage of Tertiary Education,Satisfactory,0.35650,651,1882,0.33486,0.37815
2000,First Stage of Tertiary Education,Poor,0.12017,206,1882,0.10547,0.13486
2000,First Stage of Tertiary Education,Bad,0.03350,55,1882,0.02537,0.04163
2000,Second Stage of Tertiary Education,Very good,0.13491,489,3812,0.12407,0.14576
2000,Second Stage of Tertiary Education,Good,0.44765,1780,3812,0.43186,0.46344
2000,Second Stage of Tertiary Education,Satisfactory,0.30479,1131,3812,0.29017,0.31940
2000,Second Stage of Tertiary Education,Poor,0.09116,340,3812,0.08202,0.10030
2000,Second Stage of Tertiary Education,Bad,0.02149,72,3812,0.01688,0.02609
2001,No answer / don't know,Good,0.43988,53,53,0.30497,0.57480
2001,Pre-primary Level,Very good,0.40661,217,517,0.36423,0.44899
2001,Pre-primary Level,Good,0.43828,235,517,0.39546,0.48109
2001,Pre-primary Level,Satisfactory,0.11579,65,517,0.08818,0.14340
2001,Primary Level,Good,0.26182,86,271,0.20938,0.31426
2001,Primary Level,Satisfactory,0.31044,101,271,0.25525,0.36563
2001,Primary Level,Poor,0.29186,84,271,0.23763,0.34609
2001,Lower Secondary Level,Very good,0.09863,338,3077,0.08810,0.10917
2001,Lower Secondary Level,Good,0.29395,1007,3077,0.27785,0.31005
2001,Lower Secondary Level,Satisfactory,0.36152,1055,3077,0.34454,0.37850
2001,Lower Secondary Level,Poor,0.18492,515,3077,0.17120,0.19864
2001,Lower Secondary Level,Bad,0.06098,162,3077,0.05252,0.06943
2001,Upper Secondary Level,Very good,0.09455,1114,11564,0.08922,0.09988
2001,Upper Secondary Level,Good,0.38262,4642,11564,0.37376,0.39148
2001,Upper Secondary Level,Satisfactory,0.34505,3898,11564,0.33639,0.35372
2001,Upper Secondary Level,Poor,0.13624,1478,11564,0.12998,0.14249
2001,Upper Secondary Level,Bad,0.04154,432,11564,0.03790,0.04518
2001,Post-secondary Non-tertiary Level,Very good,0.14218,144,1044,0.12099,0.16338
2001,Post-secondary Non-tertiary Level,Good,0.41788,478,1044,0.38795,0.44781
2001,Post-secondary Non-tertiary Level,Satisfactory,0.31021,320,1044,0.28213,0.33828
2001,Post-secondary Non-tertiary Level,Poor,0.10741,102,1044,0.08862,0.12620
2001,First Stage of Tertiary Education,Very good,0.08440,156,1673,0.07107,0.09772
2001,First Stage of Tertiary Education,Good,0.38247,679,1673,0.35918,0.40577
2001,First Stage of Tertiary Education,Satisfactory,0.36322,589,1673,0.34017,0.38628
2001,First Stage of Tertiary Education,Poor,0.13176,194,1673,0.11555,0.14797
2001,First Stage of Tertiary Education,Bad,0.03815,55,1673,0.02897,0.04733
2001,Second Stage of Tertiary Education,Very good,0.12897,401,3543,0.11793,0.14001
2001,Second Stage of Tertiary Education,Good,0.43783,1620,3543,0.42149,0.45417
2001,Second Stage of Tertiary Education,Satisfactory,0.30090,1093,3543,0.28579,0.31600
2001,Second Stage of Tertiary Education,Poor,0.10655,348,3543,0.09639,0.11671
2001,Second Stage of Tertiary Education,Bad,0.02576,81,3543,0.02054,0.03097
2002,No answer / don't know,Very good,0.19961,42,165,0.13843,0.26078
2002,No answer / don't know,Good,0.42518,81,165,0.34951,0.50084
2002,No answer / don't know,Satisfactory,0.22266,42,165,0.15899,0.28633
2002,Pre-primary Level,Very good,0.38563,226,595,0.34649,0.42478
2002,Pre-primary Level,Good,0.44012,288,595,0.40020,0.48004
2002,Pre-primary Level,Satisfactory,0.14790,81,595,0.11935,0.17645
2002,Primary Level,Good,0.24505,73,244,0.19097,0.29913
2002,Primary Level,Satisfactory,0.36747,96,244,0.30685,0.42809
2002,Primary Level,Poor,0.23869,75,244,0.18509,0.29229
2002,Lower Secondary Level,Very good,0.08203,266,2884,0.07201,0.09205
2002,Lower Secondary Level,Good,0.30380,964,2884,0.28701,0.32059
2002,Lower Secondary Level,Satisfactory,0.36041,967,2884,0.34289,0.37794
2002,Lower Secondary Level,Poor,0.18720,517,2884,0.17296,0.20144
2002,Lower Secondary Level,Bad,0.06656,170,2884,0.05746,0.07566
2002,Upper Secondary Level,Very good,0.08156,1024,11564,0.07657,0.08654
2002,Upper Secondary Level,Good,0.37540,4605,11564,0.36657,0.38422
2002,Upper Secondary Level,Satisfactory,0.35999,3998,11564,0.35124,0.36874
2002,Upper Secondary Level,Poor,0.13996,1517,11564,0.13364,0.14628
2002,Upper Secondary Level,Bad,0.04310,420,11564,0.03940,0.04681
2002,Post-secondary Non-tertiary Level,Very good,0.14000,153,1140,0.11985,0.16016
2002,Post-secondary Non-tertiary Level,Good,0.42445,541,1140,0.39575,0.45315
2002,Post-secondary Non-tertiary Level,Satisfactory,0.29085,337,1140,0.26448,0.31723
2002,Post-secondary Non-tertiary Level,Poor,0.12102,109,1140,0.10208,0.13996
2002,First Stage of Tertiary Education,Very good,0.06575,133,1742,0.05411,0.07739
2002,First Stage of Tertiary Education,Good,0.39541,739,1742,0.37244,0.41838
2002,First Stage of Tertiary Education,Satisfactory,0.35813,599,1742,0.33561,0.38065
2002,First Stage of Tertiary Education,Poor,0.14471,221,1742,0.12818,0.16123
2002,First Stage of Tertiary Education,Bad,0.03600,50,1742,0.02725,0.04476
2002,Second Stage of Tertiary Education,Very good,0.09601,483,4550,0.08745,0.10457
2002,Second Stage of Tertiary Education,Good,0.45227,2171,4550,0.43780,0.46673
2002,Second Stage of Tertiary Education,Satisfactory,0.32634,1407,4550,0.31271,0.33997
2002,Second Stage of Tertiary Education,Poor,0.10266,418,4550,0.09384,0.11148
2002,Second Stage of Tertiary Education,Bad,0.02273,71,4550,0.01840,0.02706
2003,No answer / don't know,Very good,0.28173,69,226,0.22296,0.34051
2003,No answer / don't know,Good,0.42696,104,226,0.36232,0.49159
2003,No answer / don't know,Satisfactory,0.23766,53,226,0.18204,0.29327
2003,Pre-primary Level,Very good,0.36265,214,594,0.32395,0.40134
2003,Pre-primary Level,Good,0.50093,293,594,0.46069,0.54117
2003,Pre-primary Level,Satisfactory,0.11386,87,594,0.08829,0.13943
2003,Primary Level,Good,0.21146,67,229,0.15845,0.26446
2003,Primary Level,Satisfactory,0.35237,95,229,0.29036,0.41437
2003,Primary Level,Poor,0.24967,67,229,0.19349,0.30586
2003,Lower Secondary Level,Very good,0.08488,247,2732,0.07443,0.09534
2003,Lower Secondary Level,Good,0.30981,924,2732,0.29247,0.32715
2003,Lower Secondary Level,Satisfactory,0.33548,898,2732,0.31777,0.35318
2003,Lower Secondary Level,Poor,0.20316,500,2732,0.18807,0.21825
2003,Lower Secondary Level,Bad,0.06667,163,2732,0.05732,0.07603
2003,Upper Secondary Level,Very good,0.07803,935,11088,0.07304,0.08302
2003,Upper Secondary Level,Good,0.39062,4542,11088,0.38154,0.39970
2003,Upper Secondary Level,Satisfactory,0.34503,3713,11088,0.33618,0.35387
2003,Upper Secondary Level,Poor,0.14162,1489,11088,0.13513,0.14811
2003,Upper Secondary Level,Bad,0.04470,409,11088,0.04086,0.04855
2003,Post-secondary Non-tertiary Level,Very good,0.11355,137,1135,0.09508,0.13202
2003,Post-secondary Non-tertiary Level,Good,0.46810,564,1135,0.43906,0.49714
2003,Post-secondary Non-tertiary Level,Satisfactory,0.28849,311,1135,0.26212,0.31486
2003,Post-secondary Non-tertiary Level,Poor,0.11659,123,1135,0.09791,0.13527
2003,First Stage of Tertiary Education,Very good,0.07205,132,1684,0.05969,0.08440
2003,First Stage of Tertiary Education,Good,0.39163,700,1684,0.36831,0.41495
2003,First Stage of Tertiary Education,Satisfactory,0.36751,610,1684,0.34448,0.39055
2003,First Stage of Tertiary Education,Poor,0.12517,183,1684,0.10936,0.14098
2003,First Stage of Tertiary Education,Bad,0.04364,59,1684,0.03388,0.05340
2003,Second Stage of Tertiary Education,Very good,0.10488,496,4346,0.09577,0.11399
2003,Second Stage of Tertiary Education,Good,0.45711,2077,4346,0.44230,0.47193
2003,Second Stage of Tertiary Education,Satisfactory,0.29931,1252,4346,0.28569,0.31292
2003,Second Stage of Tertiary Education,Poor,0.11216,438,4346,0.10277,0.12154
2003,Second Stage of Tertiary Education,Bad,0.02654,83,4346,0.02176,0.03132
2004,No answer / don't know,Very good,0.25993,68,240,0.20432,0.31553
2004,No answer / don't know,Good,0.43881,120,240,0.37589,0.50172
2004,No answer / don't know,Satisfactory,0.19195,52,240,0.14202,0.24188
2004,Pre-primary Level,Very good,0.34423,220,621,0.30683,0.38163
