"ple0008","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Zufriedenstellend","1992","Bremen","direkter Migrationshintergrund","2","","",""
"Zufriedenstellend","1992","Bremen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Nordrhein-Westfalen","kein Migrationshintergrund","510","0.308630326193024","0.287122788432986","0.330137863953061"
"Zufriedenstellend","1992","Nordrhein-Westfalen","direkter Migrationshintergrund","176","0.313290264546776","0.277157075943133","0.349423453150418"
"Zufriedenstellend","1992","Nordrhein-Westfalen","indirekter Migrationshintergrund","8","","",""
"Zufriedenstellend","1992","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Hessen","kein Migrationshintergrund","173","0.299912095447488","0.262875359456287","0.336948831438688"
"Zufriedenstellend","1992","Hessen","direkter Migrationshintergrund","69","0.176857968934147","0.134922236111545","0.21879370175675"
"Zufriedenstellend","1992","Hessen","indirekter Migrationshintergrund","1","","",""
"Zufriedenstellend","1992","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","178","0.346600841736544","0.3061241581021","0.387077525370988"
"Zufriedenstellend","1992","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","29","","",""
"Zufriedenstellend","1992","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","1","","",""
"Zufriedenstellend","1992","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Baden-Württemberg","kein Migrationshintergrund","299","0.316286908224963","0.287304965014465","0.345268851435461"
"Zufriedenstellend","1992","Baden-Württemberg","direkter Migrationshintergrund","174","0.262565360290224","0.22932076572534","0.295809954855107"
"Zufriedenstellend","1992","Baden-Württemberg","indirekter Migrationshintergrund","14","","",""
"Zufriedenstellend","1992","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Bayern","kein Migrationshintergrund","358","0.316940219250942","0.290810034457737","0.343070404044147"
"Zufriedenstellend","1992","Bayern","direkter Migrationshintergrund","103","0.284465824831038","0.237796544199349","0.331135105462726"
"Zufriedenstellend","1992","Bayern","indirekter Migrationshintergrund","13","","",""
"Zufriedenstellend","1992","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Saarland","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Saarland","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Saarland","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Berlin","kein Migrationshintergrund","132","0.298791217247203","0.257541107536056","0.34004132695835"
"Zufriedenstellend","1992","Berlin","direkter Migrationshintergrund","21","","",""
"Zufriedenstellend","1992","Berlin","indirekter Migrationshintergrund","2","","",""
"Zufriedenstellend","1992","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Brandenburg","kein Migrationshintergrund","191","0.329439268393023","0.292968535330915","0.36591000145513"
"Zufriedenstellend","1992","Brandenburg","direkter Migrationshintergrund","6","","",""
"Zufriedenstellend","1992","Brandenburg","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Mecklenburg-Vorpommern","kein Migrationshintergrund","103","0.276719653321364","0.232932245168133","0.320507061474595"
"Zufriedenstellend","1992","Mecklenburg-Vorpommern","direkter Migrationshintergrund","4","","",""
"Zufriedenstellend","1992","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Sachsen","kein Migrationshintergrund","332","0.328012243569982","0.300467311781083","0.355557175358882"
"Zufriedenstellend","1992","Sachsen","direkter Migrationshintergrund","16","","",""
"Zufriedenstellend","1992","Sachsen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Sachsen-Anhalt","kein Migrationshintergrund","192","0.274991848814676","0.242755510706857","0.307228186922495"
"Zufriedenstellend","1992","Sachsen-Anhalt","direkter Migrationshintergrund","16","","",""
"Zufriedenstellend","1992","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1992","Thüringen","kein Migrationshintergrund","160","0.264969608620634","0.231146782175071","0.298792435066197"
"Zufriedenstellend","1992","Thüringen","direkter Migrationshintergrund","10","","",""
"Zufriedenstellend","1992","Thüringen","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1992","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Schleswig-Holstein","kein Migrationshintergrund","34","0.148216390339179","0.10288439398754","0.193548386690818"
"Weniger gut","1992","Schleswig-Holstein","direkter Migrationshintergrund","7","","",""
"Weniger gut","1992","Schleswig-Holstein","indirekter Migrationshintergrund","1","","",""
"Weniger gut","1992","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Hamburg","kein Migrationshintergrund","12","","",""
"Weniger gut","1992","Hamburg","direkter Migrationshintergrund","7","","",""
"Weniger gut","1992","Hamburg","indirekter Migrationshintergrund","1","","",""
"Weniger gut","1992","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Niedersachsen","kein Migrationshintergrund","90","0.127073670557726","0.103980089378299","0.150167251737153"
"Weniger gut","1992","Niedersachsen","direkter Migrationshintergrund","23","","",""
"Weniger gut","1992","Niedersachsen","indirekter Migrationshintergrund","1","","",""
"Weniger gut","1992","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Bremen","kein Migrationshintergrund","10","","",""
"Weniger gut","1992","Bremen","direkter Migrationshintergrund","","","",""
"Weniger gut","1992","Bremen","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Nordrhein-Westfalen","kein Migrationshintergrund","204","0.124811834031777","0.109423385617351","0.140200282446202"
"Weniger gut","1992","Nordrhein-Westfalen","direkter Migrationshintergrund","77","0.108125002129721","0.0839335858232451","0.132316418436196"
"Weniger gut","1992","Nordrhein-Westfalen","indirekter Migrationshintergrund","8","","",""
"Weniger gut","1992","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Hessen","kein Migrationshintergrund","64","0.129956509282614","0.102777793771367","0.15713522479386"
"Weniger gut","1992","Hessen","direkter Migrationshintergrund","41","0.169765244135207","0.128502379299152","0.211028108971261"
"Weniger gut","1992","Hessen","indirekter Migrationshintergrund","3","","",""
"Weniger gut","1992","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","69","0.13715845017052","0.107898226598747","0.166418673742293"
"Weniger gut","1992","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","11","","",""
"Weniger gut","1992","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Baden-Württemberg","kein Migrationshintergrund","100","0.112294079751675","0.0926168963459184","0.131971263157431"
"Weniger gut","1992","Baden-Württemberg","direkter Migrationshintergrund","112","0.18799225561102","0.158474004434233","0.217510506787807"
"Weniger gut","1992","Baden-Württemberg","indirekter Migrationshintergrund","5","","",""
"Weniger gut","1992","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Bayern","kein Migrationshintergrund","113","0.109950776357236","0.0923824411267949","0.127519111587676"
"Weniger gut","1992","Bayern","direkter Migrationshintergrund","40","0.108184842765762","0.0760540456031154","0.140315639928409"
"Weniger gut","1992","Bayern","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Saarland","kein Migrationshintergrund","","","",""
"Weniger gut","1992","Saarland","direkter Migrationshintergrund","","","",""
"Weniger gut","1992","Saarland","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Berlin","kein Migrationshintergrund","57","0.144941012479303","0.113215313142233","0.176666711816374"
"Weniger gut","1992","Berlin","direkter Migrationshintergrund","26","","",""
"Weniger gut","1992","Berlin","indirekter Migrationshintergrund","2","","",""
"Weniger gut","1992","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Brandenburg","kein Migrationshintergrund","46","0.0793024166696523","0.0583352636657336","0.100269569673571"
"Weniger gut","1992","Brandenburg","direkter Migrationshintergrund","3","","",""
"Weniger gut","1992","Brandenburg","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Mecklenburg-Vorpommern","kein Migrationshintergrund","26","","",""
"Weniger gut","1992","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Weniger gut","1992","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Sachsen","kein Migrationshintergrund","91","0.103158857007514","0.0853134270425578","0.12100428697247"
"Weniger gut","1992","Sachsen","direkter Migrationshintergrund","5","","",""
"Weniger gut","1992","Sachsen","indirekter Migrationshintergrund","1","","",""
"Weniger gut","1992","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Sachsen-Anhalt","kein Migrationshintergrund","73","0.11463171271322","0.0916316659639853","0.137631759462455"
"Weniger gut","1992","Sachsen-Anhalt","direkter Migrationshintergrund","1","","",""
"Weniger gut","1992","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Thüringen","kein Migrationshintergrund","60","0.114137833062629","0.0897677446032751","0.138507921521983"
"Weniger gut","1992","Thüringen","direkter Migrationshintergrund","3","","",""
"Weniger gut","1992","Thüringen","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Schleswig-Holstein","kein Migrationshintergrund","7","","",""
"Schlecht","1992","Schleswig-Holstein","direkter Migrationshintergrund","1","","",""
"Schlecht","1992","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Hamburg","kein Migrationshintergrund","8","","",""
"Schlecht","1992","Hamburg","direkter Migrationshintergrund","2","","",""
"Schlecht","1992","Hamburg","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Niedersachsen","kein Migrationshintergrund","31","0.0471862786390297","0.032483935089224","0.0618886221888354"
"Schlecht","1992","Niedersachsen","direkter Migrationshintergrund","10","","",""
"Schlecht","1992","Niedersachsen","indirekter Migrationshintergrund","1","","",""
"Schlecht","1992","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Bremen","kein Migrationshintergrund","5","","",""
"Schlecht","1992","Bremen","direkter Migrationshintergrund","2","","",""
"Schlecht","1992","Bremen","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Nordrhein-Westfalen","kein Migrationshintergrund","51","0.0346460429423459","0.0261310098037554","0.0431610760809363"
"Schlecht","1992","Nordrhein-Westfalen","direkter Migrationshintergrund","29","","",""
"Schlecht","1992","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Hessen","kein Migrationshintergrund","26","","",""
"Schlecht","1992","Hessen","direkter Migrationshintergrund","20","","",""
"Schlecht","1992","Hessen","indirekter Migrationshintergrund","1","","",""
"Schlecht","1992","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","25","","",""
"Schlecht","1992","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","4","","",""
"Schlecht","1992","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Baden-Württemberg","kein Migrationshintergrund","46","0.05575137216719","0.0414518703645442","0.0700508739698358"
"Schlecht","1992","Baden-Württemberg","direkter Migrationshintergrund","20","","",""
"Schlecht","1992","Baden-Württemberg","indirekter Migrationshintergrund","2","","",""
"Schlecht","1992","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Bayern","kein Migrationshintergrund","55","0.0544136441444916","0.0416748314668786","0.0671524568221046"
"Schlecht","1992","Bayern","direkter Migrationshintergrund","15","","",""
"Schlecht","1992","Bayern","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Saarland","kein Migrationshintergrund","","","",""
"Schlecht","1992","Saarland","direkter Migrationshintergrund","","","",""
"Schlecht","1992","Saarland","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Berlin","kein Migrationshintergrund","16","","",""
"Schlecht","1992","Berlin","direkter Migrationshintergrund","6","","",""
"Schlecht","1992","Berlin","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Brandenburg","kein Migrationshintergrund","19","","",""
"Schlecht","1992","Brandenburg","direkter Migrationshintergrund","","","",""
"Schlecht","1992","Brandenburg","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Mecklenburg-Vorpommern","kein Migrationshintergrund","12","","",""
