"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1987","(noch) kein Abschluss","Westdeutschland","6.77","6.5","998","6.61","6.93"
"1987","AkademikerIn","Ostdeutschland","","","","",""
"1987","AkademikerIn","Westdeutschland","7.16","7.5","741","7.01","7.31"
"1987","Hauptschule","Ostdeutschland","","","","",""
"1987","Hauptschule","Westdeutschland","6.39","6.5","6007","6.33","6.45"
"1987","Realschule","Ostdeutschland","","","","",""
"1987","Realschule","Westdeutschland","7.07","7.5","1758","6.97","7.17"
"1988","(Fach-)Abitur","Ostdeutschland","","","","",""
"1988","(Fach-)Abitur","Westdeutschland","7.14","7.5","737","6.99","7.29"
"1988","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1988","(noch) kein Abschluss","Westdeutschland","6.92","7.5","902","6.75","7.09"
"1988","AkademikerIn","Ostdeutschland","","","","",""
"1988","AkademikerIn","Westdeutschland","7.05","7.5","701","6.89","7.21"
"1988","Hauptschule","Ostdeutschland","","","","",""
"1988","Hauptschule","Westdeutschland","6.28","6.5","5736","6.22","6.34"
"1988","Realschule","Ostdeutschland","","","","",""
"1988","Realschule","Westdeutschland","6.93","6.5","1696","6.83","7.03"
"1989","(Fach-)Abitur","Ostdeutschland","","","","",""
"1989","(Fach-)Abitur","Westdeutschland","7.14","7.5","752","6.99","7.29"
"1989","(noch) kein Abschluss","Ostdeutschland","","","","",""
"1989","(noch) kein Abschluss","Westdeutschland","6.86","7.5","880","6.68","7.04"
"1989","AkademikerIn","Ostdeutschland","","","","",""
"1989","AkademikerIn","Westdeutschland","6.96","7.5","698","6.8","7.12"
"1989","Hauptschule","Ostdeutschland","","","","",""
"1989","Hauptschule","Westdeutschland","6.22","6.5","5480","6.15","6.29"
"1989","Realschule","Ostdeutschland","","","","",""
"1989","Realschule","Westdeutschland","6.99","7.5","1648","6.88","7.1"
"1990","(Fach-)Abitur","Ostdeutschland","7.59","7.5","129","7.2","7.98"
"1990","(Fach-)Abitur","Westdeutschland","7.1","7.5","746","6.95","7.25"
"1990","(noch) kein Abschluss","Ostdeutschland","7.7","7.5","45","7.07","8.33"
"1990","(noch) kein Abschluss","Westdeutschland","6.86","6.5","842","6.69","7.03"
"1990","AkademikerIn","Ostdeutschland","6.8","6.5","991","6.65","6.95"
"1990","AkademikerIn","Westdeutschland","7.03","7.5","698","6.87","7.19"
"1990","Hauptschule","Ostdeutschland","5.93","5.5","1666","5.8","6.06"
"1990","Hauptschule","Westdeutschland","6.27","6.5","5339","6.21","6.33"
"1990","Realschule","Ostdeutschland","7.34","7.5","1565","7.22","7.46"
"1990","Realschule","Westdeutschland","6.99","6.5","1625","6.89","7.09"
"1991","(Fach-)Abitur","Ostdeutschland","7.19","7.5","116","6.76","7.62"
"1991","(Fach-)Abitur","Westdeutschland","7.11","7.5","772","6.96","7.26"
"1991","(noch) kein Abschluss","Ostdeutschland","7.84","7.5","54","7.31","8.37"
"1991","(noch) kein Abschluss","Westdeutschland","6.92","7.5","823","6.75","7.09"
"1991","AkademikerIn","Ostdeutschland","6.78","6.5","953","6.64","6.92"
"1991","AkademikerIn","Westdeutschland","6.98","7.5","724","6.83","7.13"
"1991","Hauptschule","Ostdeutschland","5.68","4.5","1493","5.56","5.8"
"1991","Hauptschule","Westdeutschland","6.28","6.5","5249","6.22","6.34"
"1991","Realschule","Ostdeutschland","7.41","7.5","1492","7.3","7.52"
"1991","Realschule","Westdeutschland","6.89","6.5","1650","6.78","7"
"1992","(Fach-)Abitur","Ostdeutschland","7.04","7.5","116","6.66","7.42"
"1992","(Fach-)Abitur","Westdeutschland","7.27","7.5","781","7.12","7.42"
"1992","(noch) kein Abschluss","Ostdeutschland","7.51","7.5","68","6.99","8.03"
"1992","(noch) kein Abschluss","Westdeutschland","6.87","7.5","795","6.69","7.05"
"1992","AkademikerIn","Ostdeutschland","6.82","6.5","912","6.68","6.96"
"1992","AkademikerIn","Westdeutschland","7.1","7.5","738","6.95","7.25"
"1992","Hauptschule","Ostdeutschland","5.75","5.5","1411","5.63","5.87"
"1992","Hauptschule","Westdeutschland","6.35","6.5","5109","6.28","6.42"
"1992","Realschule","Ostdeutschland","7.22","7.5","1424","7.11","7.33"
"1992","Realschule","Westdeutschland","7.03","7.5","1669","6.93","7.13"
"1993","(Fach-)Abitur","Ostdeutschland","7.3","7.5","123","6.92","7.68"
"1993","(Fach-)Abitur","Westdeutschland","7.1","7.5","785","6.95","7.25"
"1993","(noch) kein Abschluss","Ostdeutschland","7.56","7.5","80","7.09","8.03"
"1993","(noch) kein Abschluss","Westdeutschland","6.82","6.5","762","6.64","7"
"1993","AkademikerIn","Ostdeutschland","6.59","6.5","869","6.45","6.73"
"1993","AkademikerIn","Westdeutschland","6.85","6.5","762","6.7","7"
"1993","Hauptschule","Ostdeutschland","5.65","4.5","1329","5.52","5.78"
"1993","Hauptschule","Westdeutschland","6.24","6.5","5008","6.17","6.31"
"1993","Realschule","Ostdeutschland","7.1","7.5","1394","6.99","7.21"
"1993","Realschule","Westdeutschland","6.87","6.5","1695","6.77","6.97"
"1994","(Fach-)Abitur","Ostdeutschland","7.13","7.5","137","6.8","7.46"
"1994","(Fach-)Abitur","Westdeutschland","6.95","6.5","781","6.8","7.1"
"1994","(noch) kein Abschluss","Ostdeutschland","7.79","7.5","99","7.42","8.16"
"1994","(noch) kein Abschluss","Westdeutschland","6.89","7.5","740","6.71","7.07"
"1994","AkademikerIn","Ostdeutschland","6.47","6.5","857","6.33","6.61"
"1994","AkademikerIn","Westdeutschland","6.85","6.5","795","6.7","7"
"1994","Hauptschule","Ostdeutschland","5.54","4.5","1274","5.41","5.67"
"1994","Hauptschule","Westdeutschland","6.12","5.5","4816","6.05","6.19"
"1994","Realschule","Ostdeutschland","6.8","6.5","1371","6.69","6.91"
"1994","Realschule","Westdeutschland","6.84","6.5","1671","6.74","6.94"
"1995","(Fach-)Abitur","Ostdeutschland","7.48","7.5","152","7.18","7.78"
"1995","(Fach-)Abitur","Westdeutschland","7.14","7.5","907","7","7.28"
"1995","(noch) kein Abschluss","Ostdeutschland","7.8","7.5","112","7.47","8.13"
"1995","(noch) kein Abschluss","Westdeutschland","6.95","7.5","762","6.77","7.13"
"1995","AkademikerIn","Ostdeutschland","6.42","6.5","833","6.28","6.56"
"1995","AkademikerIn","Westdeutschland","6.89","6.5","918","6.75","7.03"
"1995","Hauptschule","Ostdeutschland","5.65","4.5","1217","5.52","5.78"
"1995","Hauptschule","Westdeutschland","6.18","5.5","4885","6.11","6.25"
"1995","Realschule","Ostdeutschland","6.82","6.5","1332","6.71","6.93"
"1995","Realschule","Westdeutschland","6.76","6.5","1767","6.66","6.86"
"1996","(Fach-)Abitur","Ostdeutschland","7.07","7.5","163","6.8","7.34"
"1996","(Fach-)Abitur","Westdeutschland","7.16","7.5","866","7.02","7.3"
"1996","(noch) kein Abschluss","Ostdeutschland","7.42","7.5","116","7.06","7.78"
"1996","(noch) kein Abschluss","Westdeutschland","6.88","6.5","723","6.7","7.06"
"1996","AkademikerIn","Ostdeutschland","6.36","6.5","839","6.22","6.5"
"1996","AkademikerIn","Westdeutschland","6.92","6.5","925","6.79","7.05"
"1996","Hauptschule","Ostdeutschland","5.63","4.5","1189","5.51","5.75"
"1996","Hauptschule","Westdeutschland","6.1","5.5","4749","6.03","6.17"
"1996","Realschule","Ostdeutschland","6.83","6.5","1334","6.72","6.94"
"1996","Realschule","Westdeutschland","6.8","6.5","1779","6.7","6.9"
"1997","(Fach-)Abitur","Ostdeutschland","7.09","7.5","170","6.79","7.39"
"1997","(Fach-)Abitur","Westdeutschland","7.07","7.5","845","6.93","7.21"
"1997","(noch) kein Abschluss","Ostdeutschland","7.57","7.5","130","7.24","7.9"
"1997","(noch) kein Abschluss","Westdeutschland","6.83","6.5","702","6.65","7.01"
"1997","AkademikerIn","Ostdeutschland","6.21","6.5","836","6.07","6.35"
"1997","AkademikerIn","Westdeutschland","6.91","6.5","929","6.79","7.03"
"1997","Hauptschule","Ostdeutschland","5.58","4.5","1150","5.45","5.71"
"1997","Hauptschule","Westdeutschland","6.15","6.5","4606","6.08","6.22"
"1997","Realschule","Ostdeutschland","6.64","6.5","1292","6.53","6.75"
"1997","Realschule","Westdeutschland","6.75","6.5","1779","6.65","6.85"
"1998","(Fach-)Abitur","Ostdeutschland","6.9","7.5","169","6.6","7.2"
"1998","(Fach-)Abitur","Westdeutschland","7.2","7.5","971","7.07","7.33"
"1998","(noch) kein Abschluss","Ostdeutschland","7.55","7.5","130","7.23","7.87"
"1998","(noch) kein Abschluss","Westdeutschland","6.83","6.5","689","6.64","7.02"
"1998","AkademikerIn","Ostdeutschland","6.27","6.5","865","6.14","6.4"
"1998","AkademikerIn","Westdeutschland","7.07","7.5","1097","6.95","7.19"
"1998","Hauptschule","Ostdeutschland","5.66","5.5","1180","5.54","5.78"
"1998","Hauptschule","Westdeutschland","6.24","6.5","4992","6.18","6.3"
"1998","Realschule","Ostdeutschland","6.74","6.5","1399","6.63","6.85"
"1998","Realschule","Westdeutschland","6.9","6.5","1990","6.81","6.99"
"1999","(Fach-)Abitur","Ostdeutschland","6.96","6.5","190","6.69","7.23"
"1999","(Fach-)Abitur","Westdeutschland","7.19","7.5","942","7.06","7.32"
"1999","(noch) kein Abschluss","Ostdeutschland","7.25","7.5","125","6.89","7.61"
"1999","(noch) kein Abschluss","Westdeutschland","6.87","6.5","663","6.68","7.06"
"1999","AkademikerIn","Ostdeutschland","6.12","6.5","857","5.98","6.26"
"1999","AkademikerIn","Westdeutschland","7.09","7.5","1098","6.97","7.21"
"1999","Hauptschule","Ostdeutschland","5.58","4.5","1152","5.45","5.71"
"1999","Hauptschule","Westdeutschland","6.16","6.5","4850","6.09","6.23"
"1999","Realschule","Ostdeutschland","6.73","6.5","1395","6.62","6.84"
"1999","Realschule","Westdeutschland","6.84","6.5","1981","6.75","6.93"
"2000","(Fach-)Abitur","Ostdeutschland","7.1","7.5","354","6.88","7.32"
"2000","(Fach-)Abitur","Westdeutschland","7.26","7.5","1990","7.17","7.35"
"2000","(noch) kein Abschluss","Ostdeutschland","7.92","7.5","162","7.62","8.22"
"2000","(noch) kein Abschluss","Westdeutschland","6.98","7.5","753","6.8","7.16"
"2000","AkademikerIn","Ostdeutschland","6.49","6.5","1285","6.38","6.6"
"2000","AkademikerIn","Westdeutschland","7.21","7.5","2525","7.13","7.29"
"2000","Hauptschule","Ostdeutschland","5.54","4.5","1776","5.43","5.65"
"2000","Hauptschule","Westdeutschland","6.39","6.5","8887","6.34","6.44"
"2000","Realschule","Ostdeutschland","6.89","6.5","2257","6.8","6.98"
"2000","Realschule","Westdeutschland","7.1","7.5","4025","7.04","7.16"
"2001","(Fach-)Abitur","Ostdeutschland","6.94","6.5","349","6.72","7.16"
"2001","(Fach-)Abitur","Westdeutschland","7.14","7.5","1863","7.05","7.23"
"2001","(noch) kein Abschluss","Ostdeutschland","7.94","7.5","174","7.65","8.23"
"2001","(noch) kein Abschluss","Westdeutschland","7.27","7.5","694","7.09","7.45"
"2001","AkademikerIn","Ostdeutschland","6.34","6.5","1216","6.22","6.46"
"2001","AkademikerIn","Westdeutschland","7.17","7.5","2325","7.09","7.25"
"2001","Hauptschule","Ostdeutschland","5.71","5.5","1596","5.6","5.82"
"2001","Hauptschule","Westdeutschland","6.4","6.5","7760","6.35","6.45"
"2001","Realschule","Ostdeutschland","6.81","6.5","2060","6.72","6.9"
"2001","Realschule","Westdeutschland","7.09","7.5","3697","7.02","7.16"
"2002","(Fach-)Abitur","Ostdeutschland","7.31","7.5","355","7.11","7.51"
"2002","(Fach-)Abitur","Westdeutschland","7.09","7.5","2095","7","7.18"
"2002","(noch) kein Abschluss","Ostdeutschland","7.92","7.5","172","7.67","8.17"
"2002","(noch) kein Abschluss","Westdeutschland","7.02","7.5","734","6.85","7.19"
"2002","AkademikerIn","Ostdeutschland","6.29","6.5","1320","6.18","6.4"
"2002","AkademikerIn","Westdeutschland","7.08","7.5","3227","7.01","7.15"
"2002","Hauptschule","Ostdeutschland","5.52","4.5","1500","5.41","5.63"
"2002","Hauptschule","Westdeutschland","6.27","6.5","7396","6.22","6.32"
"2002","Realschule","Ostdeutschland","6.72","6.5","2021","6.63","6.81"
"2002","Realschule","Westdeutschland","6.94","6.5","3962","6.88","7"
"2003","(Fach-)Abitur","Ostdeutschland","7.17","7.5","369","6.97","7.37"
"2003","(Fach-)Abitur","Westdeutschland","7.09","7.5","2038","7","7.18"
"2003","(noch) kein Abschluss","Ostdeutschland","7.59","7.5","183","7.35","7.83"
"2003","(noch) kein Abschluss","Westdeutschland","7.09","7.5","710","6.92","7.26"
"2003","AkademikerIn","Ostdeutschland","6.26","6.5","1290","6.15","6.37"
"2003","AkademikerIn","Westdeutschland","7.07","7.5","3059","7","7.14"
"2003","Hauptschule","Ostdeutschland","5.59","5.5","1438","5.48","5.7"
"2003","Hauptschule","Westdeutschland","6.28","6.5","7002","6.23","6.33"
"2003","Realschule","Ostdeutschland","6.62","6.5","1998","6.53","6.71"
"2003","Realschule","Westdeutschland","6.88","6.5","3779","6.81","6.95"
"2004","(Fach-)Abitur","Ostdeutschland","6.99","7.5","391","6.79","7.19"
"2004","(Fach-)Abitur","Westdeutschland","6.97","7.5","2001","6.88","7.06"
"2004","(noch) kein Abschluss","Ostdeutschland","7.63","7.5","184","7.34","7.92"
"2004","(noch) kein Abschluss","Westdeutschland","7.01","7.5","722","6.84","7.18"
"2004","AkademikerIn","Ostdeutschland","6.05","6.5","1272","5.93","6.17"
"2004","AkademikerIn","Westdeutschland","6.92","6.5","3008","6.85","6.99"
"2004","Hauptschule","Ostdeutschland","5.31","4.5","1367","5.19","5.43"
"2004","Hauptschule","Westdeutschland","6.16","6.5","6679","6.1","6.22"
"2004","Realschule","Ostdeutschland","6.46","6.5","1918","6.37","6.55"
"2004","Realschule","Westdeutschland","6.74","6.5","3677","6.67","6.81"
"2005","(Fach-)Abitur","Ostdeutschland","7.15","7.5","394","6.95","7.35"
"2005","(Fach-)Abitur","Westdeutschland","6.92","6.5","1897","6.83","7.01"
"2005","(noch) kein Abschluss","Ostdeutschland","7.63","7.5","167","7.33","7.93"
"2005","(noch) kein Abschluss","Westdeutschland","7","7.5","734","6.82","7.18"
"2005","AkademikerIn","Ostdeutschland","6.2","6.5","1249","6.08","6.32"
"2005","AkademikerIn","Westdeutschland","6.9","6.5","2903","6.83","6.97"
"2005","Hauptschule","Ostdeutschland","5.55","5.5","1283","5.43","5.67"
"2005","Hauptschule","Westdeutschland","6.19","6.5","6263","6.13","6.25"
"2005","Realschule","Ostdeutschland","6.48","6.5","1841","6.38","6.58"
"2005","Realschule","Westdeutschland","6.77","6.5","3532","6.7","6.84"
"2006","(Fach-)Abitur","Ostdeutschland","6.8","6.5","411","6.6","7"
"2006","(Fach-)Abitur","Westdeutschland","6.94","6.5","2036","6.85","7.03"
"2006","(noch) kein Abschluss","Ostdeutschland","7.22","7.5","98","6.83","7.61"
"2006","(noch) kein Abschluss","Westdeutschland","6.79","6.5","553","6.59","6.99"
"2006","AkademikerIn","Ostdeutschland","6.25","6.5","1330","6.14","6.36"
"2006","AkademikerIn","Westdeutschland","6.91","6.5","3237","6.84","6.98"
"2006","Hauptschule","Ostdeutschland","5.51","4.5","1383","5.39","5.63"
"2006","Hauptschule","Westdeutschland","6.19","6.5","6698","6.13","6.25"
"2006","Realschule","Ostdeutschland","6.55","6.5","1949","6.46","6.64"
"2006","Realschule","Westdeutschland","6.83","6.5","3795","6.76","6.9"
"2007","(Fach-)Abitur","Ostdeutschland","6.89","7.5","392","6.69","7.09"
"2007","(Fach-)Abitur","Westdeutschland","6.93","6.5","1960","6.84","7.02"
"2007","(noch) kein Abschluss","Ostdeutschland","7.28","7.5","102","6.89","7.67"
"2007","(noch) kein Abschluss","Westdeutschland","6.58","6.5","454","6.36","6.8"
"2007","AkademikerIn","Ostdeutschland","6.26","6.5","1295","6.15","6.37"
"2007","AkademikerIn","Westdeutschland","6.9","6.5","3086","6.83","6.97"
"2007","Hauptschule","Ostdeutschland","5.6","5.5","1268","5.48","5.72"
"2007","Hauptschule","Westdeutschland","6.13","5.5","6056","6.07","6.19"
"2007","Realschule","Ostdeutschland","6.49","6.5","1832","6.39","6.59"
"2007","Realschule","Westdeutschland","6.78","6.5","3562","6.71","6.85"
"2008","(Fach-)Abitur","Ostdeutschland","6.9","7.5","364","6.7","7.1"
"2008","(Fach-)Abitur","Westdeutschland","6.89","6.5","1806","6.8","6.98"
"2008","(noch) kein Abschluss","Ostdeutschland","7.25","7.5","100","6.85","7.65"
"2008","(noch) kein Abschluss","Westdeutschland","6.74","6.5","443","6.52","6.96"
"2008","AkademikerIn","Ostdeutschland","6.43","6.5","1238","6.32","6.54"
"2008","AkademikerIn","Westdeutschland","6.91","6.5","2949","6.84","6.98"
"2008","Hauptschule","Ostdeutschland","5.59","5.5","1192","5.46","5.72"
"2008","Hauptschule","Westdeutschland","6.08","5.5","5612","6.02","6.14"
"2008","Realschule","Ostdeutschland","6.43","6.5","1748","6.33","6.53"
"2008","Realschule","Westdeutschland","6.69","6.5","3364","6.62","6.76"
"2009","(Fach-)Abitur","Ostdeutschland","7.12","7.5","345","6.92","7.32"
"2009","(Fach-)Abitur","Westdeutschland","6.86","6.5","1655","6.76","6.96"
"2009","(noch) kein Abschluss","Ostdeutschland","7.4","7.5","71","6.92","7.88"
"2009","(noch) kein Abschluss","Westdeutschland","6.56","6.5","410","6.32","6.8"
"2009","AkademikerIn","Ostdeutschland","6.31","6.5","1204","6.19","6.43"
"2009","AkademikerIn","Westdeutschland","6.9","6.5","2825","6.83","6.97"
"2009","Hauptschule","Ostdeutschland","5.44","4.5","1117","5.31","5.57"
"2009","Hauptschule","Westdeutschland","6.01","5.5","5085","5.95","6.07"
"2009","Realschule","Ostdeutschland","6.3","6.5","1666","6.2","6.4"
"2009","Realschule","Westdeutschland","6.57","6.5","3140","6.49","6.65"
"2010","(Fach-)Abitur","Ostdeutschland","6.78","6.5","498","6.6","6.96"
"2010","(Fach-)Abitur","Westdeutschland","6.96","6.5","2559","6.88","7.04"
"2010","(noch) kein Abschluss","Ostdeutschland","7.41","7.5","84","6.94","7.88"
"2010","(noch) kein Abschluss","Westdeutschland","6.91","7.5","688","6.73","7.09"
"2010","AkademikerIn","Ostdeutschland","6.27","6.5","1394","6.16","6.38"
"2010","AkademikerIn","Westdeutschland","6.99","6.5","3974","6.93","7.05"
"2010","Hauptschule","Ostdeutschland","5.49","4.5","1181","5.35","5.63"
"2010","Hauptschule","Westdeutschland","6.05","5.5","6305","5.99","6.11"
"2010","Realschule","Ostdeutschland","6.33","6.5","2200","6.24","6.42"
"2010","Realschule","Westdeutschland","6.67","6.5","4578","6.61","6.73"
"2011","(Fach-)Abitur","Ostdeutschland","7.18","7.5","533","7.01","7.35"
"2011","(Fach-)Abitur","Westdeutschland","7.06","7.5","2761","6.98","7.14"
"2011","(noch) kein Abschluss","Ostdeutschland","7.36","7.5","88","6.89","7.83"
"2011","(noch) kein Abschluss","Westdeutschland","6.83","7.5","715","6.66","7"
"2011","AkademikerIn","Ostdeutschland","6.19","6.5","1464","6.08","6.3"
"2011","AkademikerIn","Westdeutschland","7.02","6.5","4290","6.96","7.08"
"2011","Hauptschule","Ostdeutschland","5.6","4.5","1236","5.47","5.73"
"2011","Hauptschule","Westdeutschland","6.06","5.5","6686","6","6.12"
"2011","Realschule","Ostdeutschland","6.3","6.5","2318","6.21","6.39"
"2011","Realschule","Westdeutschland","6.62","6.5","4944","6.56","6.68"
"2012","(Fach-)Abitur","Ostdeutschland","7.02","7.5","534","6.85","7.19"
"2012","(Fach-)Abitur","Westdeutschland","7.07","6.5","2845","7","7.14"
"2012","(noch) kein Abschluss","Ostdeutschland","6.95","7.5","100","6.5","7.4"
"2012","(noch) kein Abschluss","Westdeutschland","6.78","6.5","741","6.61","6.95"
"2012","AkademikerIn","Ostdeutschland","6.36","6.5","1490","6.25","6.47"
"2012","AkademikerIn","Westdeutschland","7.11","7.5","4427","7.05","7.17"
"2012","Hauptschule","Ostdeutschland","5.59","4.5","1325","5.46","5.72"
"2012","Hauptschule","Westdeutschland","6.15","6.5","6892","6.1","6.2"
"2012","Realschule","Ostdeutschland","6.33","6.5","2379","6.24","6.42"
"2012","Realschule","Westdeutschland","6.76","6.5","5073","6.7","6.82"
"2013","(Fach-)Abitur","Ostdeutschland","7.1","6.5","569","6.94","7.26"
"2013","(Fach-)Abitur","Westdeutschland","7.15","7.5","3890","7.08","7.22"
"2013","(noch) kein Abschluss","Ostdeutschland","6.76","6.5","141","6.36","7.16"
"2013","(noch) kein Abschluss","Westdeutschland","6.86","7.5","1169","6.72","7"
"2013","AkademikerIn","Ostdeutschland","6.37","6.5","1552","6.27","6.47"
"2013","AkademikerIn","Westdeutschland","7.1","7.5","5304","7.05","7.15"
"2013","Hauptschule","Ostdeutschland","5.68","4.5","1371","5.55","5.81"
"2013","Hauptschule","Westdeutschland","6.16","5.5","8046","6.11","6.21"
"2013","Realschule","Ostdeutschland","6.32","6.5","2352","6.23","6.41"
"2013","Realschule","Westdeutschland","6.73","6.5","5431","6.67","6.79"
"2014","(Fach-)Abitur","Ostdeutschland","7.2","7.5","522","7.03","7.37"
"2014","(Fach-)Abitur","Westdeutschland","7.2","7.5","3421","7.13","7.27"
"2014","(noch) kein Abschluss","Ostdeutschland","6.8","7.5","111","6.35","7.25"
"2014","(noch) kein Abschluss","Westdeutschland","6.73","6.5","889","6.57","6.89"
"2014","AkademikerIn","Ostdeutschland","6.54","6.5","1439","6.43","6.65"
"2014","AkademikerIn","Westdeutschland","7.03","6.5","4780","6.97","7.09"
"2014","Hauptschule","Ostdeutschland","5.73","4.5","1255","5.6","5.86"
"2014","Hauptschule","Westdeutschland","6.14","5.5","6944","6.09","6.19"
"2014","Realschule","Ostdeutschland","6.29","6.5","2110","6.2","6.38"
"2014","Realschule","Westdeutschland","6.65","6.5","4765","6.59","6.71"
"2015","(Fach-)Abitur","Ostdeutschland","7.09","6.5","480","6.91","7.27"
"2015","(Fach-)Abitur","Westdeutschland","7.14","7.5","3166","7.07","7.21"
"2015","(noch) kein Abschluss","Ostdeutschland","6.7","5.5","109","6.26","7.14"
"2015","(noch) kein Abschluss","Westdeutschland","6.58","6.5","706","6.4","6.76"
"2015","AkademikerIn","Ostdeutschland","6.58","6.5","1364","6.47","6.69"
"2015","AkademikerIn","Westdeutschland","7.02","6.5","4500","6.96","7.08"
"2015","Hauptschule","Ostdeutschland","5.56","4.5","1162","5.43","5.69"
"2015","Hauptschule","Westdeutschland","6.12","5.5","6197","6.06","6.18"
"2015","Realschule","Ostdeutschland","6.26","6.5","1998","6.17","6.35"
"2015","Realschule","Westdeutschland","6.74","6.5","4491","6.68","6.8"
"2016","(Fach-)Abitur","Ostdeutschland","7.13","6.5","575","6.96","7.3"
"2016","(Fach-)Abitur","Westdeutschland","7.11","7.5","3597","7.04","7.18"
"2016","(noch) kein Abschluss","Ostdeutschland","6.39","5.5","288","6.1","6.68"
"2016","(noch) kein Abschluss","Westdeutschland","6.97","6.5","1578","6.84","7.1"
"2016","AkademikerIn","Ostdeutschland","6.59","6.5","1434","6.48","6.7"
"2016","AkademikerIn","Westdeutschland","7.01","6.5","5021","6.96","7.06"
"2016","Hauptschule","Ostdeutschland","5.63","5.5","1169","5.49","5.77"
"2016","Hauptschule","Westdeutschland","6.17","6.5","6401","6.11","6.23"
"2016","Realschule","Ostdeutschland","6.22","6.5","1893","6.12","6.32"
"2016","Realschule","Westdeutschland","6.66","6.5","4129","6.6","6.72"
"2017","(Fach-)Abitur","Ostdeutschland","6.96","6.5","689","6.81","7.11"
"2017","(Fach-)Abitur","Westdeutschland","6.98","6.5","4104","6.92","7.04"
"2017","(noch) kein Abschluss","Ostdeutschland","6.85","6.5","352","6.61","7.09"
"2017","(noch) kein Abschluss","Westdeutschland","6.7","6.5","2017","6.59","6.81"
"2017","AkademikerIn","Ostdeutschland","6.55","6.5","1529","6.44","6.66"
"2017","AkademikerIn","Westdeutschland","7.09","6.5","5699","7.04","7.14"
"2017","Hauptschule","Ostdeutschland","5.59","5.5","1223","5.45","5.73"
"2017","Hauptschule","Westdeutschland","6.13","6.5","6776","6.07","6.19"
"2017","Realschule","Ostdeutschland","6.27","6.5","2194","6.18","6.36"
"2017","Realschule","Westdeutschland","6.55","6.5","4722","6.49","6.61"
"2018","(Fach-)Abitur","Ostdeutschland","7.04","6.5","667","6.88","7.2"
"2018","(Fach-)Abitur","Westdeutschland","6.87","6.5","3957","6.8","6.94"
"2018","(noch) kein Abschluss","Ostdeutschland","6.63","6.5","310","6.35","6.91"
"2018","(noch) kein Abschluss","Westdeutschland","6.62","6.5","1885","6.5","6.74"
"2018","AkademikerIn","Ostdeutschland","6.63","6.5","1485","6.52","6.74"
"2018","AkademikerIn","Westdeutschland","6.93","6.5","5467","6.88","6.98"
"2018","Hauptschule","Ostdeutschland","5.55","4.5","1184","5.41","5.69"
"2018","Hauptschule","Westdeutschland","6.15","5.5","6364","6.09","6.21"
"2018","Realschule","Ostdeutschland","6.24","6.5","2167","6.15","6.33"
"2018","Realschule","Westdeutschland","6.55","6.5","4499","6.49","6.61"
"2019","(Fach-)Abitur","Ostdeutschland","6.96","6.5","670","6.81","7.11"
"2019","(Fach-)Abitur","Westdeutschland","6.98","6.5","4001","6.92","7.04"
