"plh0181","year","sex","n","percent","lower_confidence","upper_confidence"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2006","weiblich","2019","0.16699774534548","0.160178619981332","0.173816870709629"
"Ganz und gar zufrieden","2006","maennlich","1326","0.128583485377469","0.122169230353147","0.134997740401791"
"Ganz und gar zufrieden","2006","weiblich","1661","0.149695695167883","0.143172774044599","0.156218616291167"
"Ganz und gar unzufrieden","2007","maennlich","","","",""
"Ganz und gar unzufrieden","2007","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2007","weiblich","","","",""
"Ganz und gar zufrieden","2007","maennlich","","","",""
"Ganz und gar zufrieden","2007","weiblich","","","",""
"Ganz und gar unzufrieden","2008","maennlich","","","",""
"Ganz und gar unzufrieden","2008","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2008","weiblich","","","",""
"Ganz und gar zufrieden","2008","maennlich","","","",""
"Ganz und gar zufrieden","2008","weiblich","","","",""
"Ganz und gar unzufrieden","2009","maennlich","","","",""
"Ganz und gar unzufrieden","2009","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2009","weiblich","","","",""
"Ganz und gar zufrieden","2009","maennlich","","","",""
"Ganz und gar zufrieden","2009","weiblich","","","",""
"Ganz und gar unzufrieden","2010","maennlich","","","",""
"Ganz und gar unzufrieden","2010","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2010","weiblich","","","",""
"Ganz und gar zufrieden","2010","maennlich","","","",""
"Ganz und gar zufrieden","2010","weiblich","","","",""
"Ganz und gar unzufrieden","2011","maennlich","46","0.00364537713738165","0.00254997449982844","0.00474077977493486"
"Ganz und gar unzufrieden","2011","weiblich","68","0.00571993452782918","0.00447785036422978","0.00696201869142858"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","44","0.00485469692502611","0.00359135796520415","0.00611803588484807"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","66","0.00494348215357797","0.00378832388973024","0.00609864041742571"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","97","0.0111121113949004","0.00920679369647628","0.0130174290933245"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","166","0.0146962290939291","0.0127142952274288","0.0166781629604294"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","181","0.019091639847251","0.0166043212673524","0.0215789584271496"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","242","0.0222667850954291","0.0198365959712629","0.0246969742195953"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","247","0.0298501614324825","0.0267571015408163","0.0329432213241488"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","288","0.024214969230844","0.0216832230348241","0.0267467154268638"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","796","0.0743293388086069","0.0695616932205551","0.0790969843966588"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","971","0.0804623263413127","0.0759822833088633","0.0849423693737621"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","948","0.0898726502763766","0.0846743610844146","0.0950709394683386"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","901","0.0735726239486077","0.0692726587338225","0.0778725891633928"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","1939","0.173573937079349","0.166689953286218","0.180457920872479"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","1957","0.142979857262532","0.137214395795746","0.148745318729317"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","3314","0.276330472420343","0.268202539475346","0.28445840536534"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","3916","0.27574931132919","0.268388887777778","0.283109734880603"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","maennlich","2258","0.175408923211942","0.168496334208094","0.182321512215789"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2011","weiblich","2975","0.19164397668882","0.185161364282569","0.198126589095071"
"Ganz und gar zufrieden","2011","maennlich","1758","0.141930691466342","0.135587688376412","0.148273694556272"
"Ganz und gar zufrieden","2011","weiblich","2611","0.163750504327928","0.157655691300389","0.169845317355468"
"Ganz und gar unzufrieden","2012","maennlich","","","",""
"Ganz und gar unzufrieden","2012","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","42","0.0119529887897015","0.00868228649777448","0.0152236910816285"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","35","0.0123566877547313","0.00833461427659754","0.016378761232865"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","41","0.00954609063270222","0.00661962204570424","0.0124725592197002"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","45","0.0126516932481589","0.0085824990176551","0.0167208874786627"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","67","0.0183712385332309","0.0143296061358582","0.0224128709306035"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","168","0.0519145131695219","0.0438371977471996","0.0599918285918442"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","191","0.0469462203957588","0.0405801274447635","0.0533123133467541"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","166","0.0567732138755099","0.0483480432838114","0.0651983844672084"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","233","0.0562628889939443","0.0493278247948467","0.0631979531930419"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","432","0.145101342784835","0.132278275129021","0.15792441044065"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","489","0.112018904772491","0.102526822892597","0.121510986652384"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","822","0.289419939650326","0.272909082002766","0.305930797297885"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","1146","0.26191193999934","0.248679324498488","0.275144555500192"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","maennlich","649","0.21138858667881","0.196523371603861","0.226253801753759"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2012","weiblich","1036","0.241396293763195","0.22851715762691","0.254275429899479"
"Ganz und gar zufrieden","2012","maennlich","543","0.20577833953243","0.191059634794132","0.220497044270728"
"Ganz und gar zufrieden","2012","weiblich","969","0.23558327571979","0.222811500307447","0.248355051132133"
"Ganz und gar unzufrieden","2013","maennlich","","","",""
"Ganz und gar unzufrieden","2013","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","45","0.0149748530368602","0.010465808239429","0.0194838978342913"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","47","0.0132271356913181","0.00969461570012669","0.0167596556825096"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","42","0.016469706066159","0.011744547343092","0.0211948647892261"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","67","0.0172096114097393","0.0131883796203713","0.0212308431991072"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","140","0.0429316013188404","0.0354060271769242","0.0504571754607565"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","151","0.0386846308240394","0.0327218987424694","0.0446473629056095"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","154","0.059250091019039","0.0504849035320541","0.0680152785060238"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","179","0.0411705988330084","0.0350272187119894","0.0473139789540274"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","429","0.14889200624109","0.13567577489183","0.162108237590349"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","488","0.116686901781544","0.106760050526211","0.126613753036877"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","804","0.288251176442345","0.271434950655224","0.305067402229465"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","1118","0.281843664656905","0.267932715561997","0.295754613751813"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","maennlich","645","0.229310800623504","0.213703366937498","0.24491823430951"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2013","weiblich","1094","0.276947747081481","0.263111226770569","0.290784267392393"
"Ganz und gar zufrieden","2013","maennlich","491","0.186158059901302","0.171707304098055","0.20060881570455"
"Ganz und gar zufrieden","2013","weiblich","812","0.195863976557496","0.18359282930635","0.208135123808642"
"Ganz und gar unzufrieden","2014","maennlich","","","",""
"Ganz und gar unzufrieden","2014","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2014","weiblich","","","",""
"Ganz und gar zufrieden","2014","maennlich","","","",""
"Ganz und gar zufrieden","2014","weiblich","","","",""
"Ganz und gar unzufrieden","2015","maennlich","","","",""
"Ganz und gar unzufrieden","2015","weiblich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","maennlich","","","",""
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2015","weiblich","","","",""
"Ganz und gar zufrieden","2015","maennlich","","","",""
"Ganz und gar zufrieden","2015","weiblich","","","",""
"Ganz und gar unzufrieden","2016","maennlich","38","0.00275977332191624","0.00178162761659071","0.00373791902724177"
"Ganz und gar unzufrieden","2016","weiblich","55","0.00337930398264805","0.00238590130553575","0.00437270665976034"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","41","0.00378052889648305","0.00263627935818725","0.00492477843477885"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","62","0.00404790895301695","0.0029610296046251","0.0051347883014088"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","124","0.0137538004570516","0.0115822447093104","0.0159253562047929"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","140","0.0103972647508907","0.00866091687515544","0.012133612626626"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","196","0.0190815887332748","0.0165307050216929","0.0216324724448568"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","233","0.0182834504080649","0.0159901081141928","0.020576792701937"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","265","0.0225540169214511","0.0197856395794813","0.025322394263421"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","265","0.0220887114149602","0.0195728792485568","0.0246045435813635"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","756","0.0681459018407927","0.0634473850474357","0.0728444186341497"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","842","0.0713179440349131","0.0669126015277388","0.0757232865420875"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","897","0.089877213157589","0.0845445795565564","0.0952098467586216"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","968","0.0744268037971008","0.0699340066088821","0.0789196009853196"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","1890","0.172399759364344","0.165356955663153","0.179442563065535"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","1911","0.15378618629968","0.147611065412135","0.159961307187225"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","3262","0.293336093555417","0.284847100877839","0.301825086232994"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","3788","0.28797477831502","0.280223529814648","0.295726026815392"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","maennlich","2160","0.198279594253805","0.190845681983324","0.205713506524286"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2016","weiblich","2836","0.199949691584967","0.193103236506828","0.206796146663106"
"Ganz und gar zufrieden","2016","maennlich","1421","0.116031729497876","0.110060363743947","0.122003095251805"
"Ganz und gar zufrieden","2016","weiblich","2010","0.154347956458739","0.148163621009376","0.160532291908102"
