year,quintil_oecd,sampreg,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1997,1st Quintile,West,Satisfactory,0.33390246537907,480,12711,0.33360007196873837,0.3342048587894016
1997,1st Quintile,West,Poor,0.19384701291732775,263,12711,0.19359353981092947,0.19410048602372604
1997,1st Quintile,West,Bad,0.06505063248985926,87,12711,0.06489250280522003,0.06520876217449849
1997,1st Quintile,East,Very good,0.0737389333684232,57,12711,0.07344576574788338,0.07403210098896303
1997,1st Quintile,East,Good,0.3738306453160884,300,12711,0.3732879148187503,0.3743733758134265
1997,1st Quintile,East,Satisfactory,0.34788899723523126,260,12711,0.3473547011621334,0.3484232933083291
1997,1st Quintile,East,Poor,0.1325480594307938,96,12711,0.13216768591569747,0.13292843294589016
1997,1st Quintile,East,Bad,0.07199336464946327,47,12711,0.07170341496006782,0.0722833143388587
1997,2nd Quintile,West,Very good,0.07626310575877755,172,12711,0.07609252277403598,0.07643368874351912
1997,2nd Quintile,West,Good,0.3433654474335448,747,12711,0.34306027557576385,0.34367061929132575
1997,2nd Quintile,West,Satisfactory,0.3656569634133466,569,12711,0.3653474329961936,0.36596649383049956
1997,2nd Quintile,West,Poor,0.14945969428066228,233,12711,0.14923054747121117,0.14968884109011338
1997,2nd Quintile,West,Bad,0.06525478911366876,76,12711,0.06509605979940386,0.06541351842793366
1997,2nd Quintile,East,Very good,0.053536397239878096,66,12711,0.05330024809370578,0.05377254638605041
1997,2nd Quintile,East,Good,0.36120383462428307,395,12711,0.3606999081483826,0.36170776110018354
1997,2nd Quintile,East,Satisfactory,0.3922759421269597,350,12711,0.3917637193318538,0.39278816492206564
1997,2nd Quintile,East,Poor,0.14557128315711096,126,12711,0.14520129687397626,0.14594126944024566
1997,2nd Quintile,East,Bad,0.047412542851768165,36,12711,0.04718959211923698,0.04763549358429935
1997,3rd Quintile,West,Very good,0.09012808218423271,153,12711,0.08995399200855593,0.09030217235990949
1997,3rd Quintile,West,Good,0.35525964805853055,724,12711,0.35496869733966047,0.35555059877740064
1997,3rd Quintile,West,Satisfactory,0.36131197492322303,571,12711,0.36101993674369065,0.3616040131027554
1997,3rd Quintile,West,Poor,0.15490320411603062,238,12711,0.1546832472637309,0.15512316096833034
1997,3rd Quintile,West,Bad,0.03839709071798302,60,12711,0.038280275045839265,0.03851390639012678
1997,3rd Quintile,East,Very good,0.06996795439593599,59,12711,0.06965860361674103,0.07027730517513095
1997,3rd Quintile,East,Good,0.40811511733310335,342,12711,0.4075190948612984,0.4087111398049083
1997,3rd Quintile,East,Satisfactory,0.41339306234737694,313,12711,0.41279587876635954,0.41399024592839434
1997,3rd Quintile,East,Poor,0.10852386592358383,80,12711,0.1081466672491342,0.10890106459803346
1997,4th Quintile,West,Very good,0.09187312446392362,208,12711,0.0917078320949107,0.09203841683293655
1997,4th Quintile,West,Good,0.415426427193897,847,12711,0.4151444253513155,0.4157084290364785
1997,4th Quintile,West,Satisfactory,0.33110402912147263,604,12711,0.330834722631535,0.33137333561141025
1997,4th Quintile,West,Poor,0.1305562770447471,240,12711,0.13036347798415648,0.1307490761053377
1997,4th Quintile,West,Bad,0.03104014217595953,57,12711,0.030940899140243155,0.031139385211675908
1997,4th Quintile,East,Very good,0.06894997447233932,41,12711,0.06861549687203843,0.06928445207264021
1997,4th Quintile,East,Good,0.4384048384176993,323,12711,0.43774980595497787,0.4390598708804207
1997,4th Quintile,East,Satisfactory,0.3519054064135364,237,12711,0.3512749636784283,0.3525358491486445
1997,4th Quintile,East,Poor,0.14073978069642507,85,12711,0.14028070504024323,0.1411988563526069
1997,5th Quintile,West,Very good,0.09583606227996233,219,12711,0.09567776236934739,0.09599436219057728
1997,5th Quintile,West,Good,0.43736625260772377,949,12711,0.43709948805402377,0.4376330171614238
1997,5th Quintile,West,Satisfactory,0.3331257764581922,638,12711,0.33287231105810355,0.33337924185828083
1997,5th Quintile,West,Poor,0.10907745478705536,205,12711,0.10890981385346543,0.10924509572064528
1997,5th Quintile,West,Bad,0.024594453867066338,49,12711,0.02451116176926956,0.024677745964863114
1997,5th Quintile,East,Good,0.525505221988035,182,12711,0.5245488460298602,0.5264615979462097
1997,5th Quintile,East,Satisfactory,0.47449477801196516,138,12711,0.47353840205379033,0.47545115397014
1998,1st Quintile,West,Very good,0.10344679384472948,193,12250,0.10323660897239888,0.10365697871706007
1998,1st Quintile,West,Good,0.34798576947573484,648,12250,0.3476570206704748,0.34831451828099486
1998,1st Quintile,West,Satisfactory,0.3176403463307995,490,12250,0.3173190325116,0.31796166014999905
1998,1st Quintile,West,Poor,0.14933088254110077,243,12250,0.14908489673226816,0.1495768683499334
1998,1st Quintile,West,Bad,0.08159620780763537,92,12250,0.08140727528400706,0.08178514033126368
1998,1st Quintile,East,Very good,0.07763996323662913,60,12250,0.07730743124171587,0.07797249523154239
1998,1st Quintile,East,Good,0.39658014457218355,277,12250,0.3959722674204914,0.3971880217238757
1998,1st Quintile,East,Satisfactory,0.3378092196366062,211,12250,0.3372215031789435,0.3383969360942689
1998,1st Quintile,East,Poor,0.12894396454234633,84,12250,0.12852751336436316,0.1293604157203295
1998,1st Quintile,East,Bad,0.05902670801223486,36,12250,0.05873385245605789,0.05931956356841184
1998,2nd Quintile,West,Very good,0.08150175734896321,169,12250,0.08130968705382866,0.08169382764409777
1998,2nd Quintile,West,Good,0.3756447154174089,718,12250,0.3753047442472688,0.375984686587549
1998,2nd Quintile,West,Satisfactory,0.31194341431766853,495,12250,0.3116181866078369,0.31226864202750015
1998,2nd Quintile,West,Poor,0.17077990471702065,250,12250,0.17051573024698335,0.17104407918705794
1998,2nd Quintile,West,Bad,0.06013020819893875,74,12250,0.059963323026545806,0.0602970933713317
1998,2nd Quintile,East,Very good,0.07827479515915173,72,12250,0.0779668336392508,0.07858275667905265
1998,2nd Quintile,East,Good,0.34399096852620814,318,12250,0.34344632395126024,0.34453561310115605
1998,2nd Quintile,East,Satisfactory,0.38563216600444605,322,12250,0.3850740999411119,0.3861902320677802
1998,2nd Quintile,East,Poor,0.14723041661047465,113,12250,0.14682416099791068,0.1476366722230386
1998,2nd Quintile,East,Bad,0.04487165369971936,33,12250,0.044634296911082116,0.04510901048835661
1998,3rd Quintile,West,Very good,0.08082935033404302,153,12250,0.0806439195346757,0.08101478113341035
1998,3rd Quintile,West,Good,0.3617292054996327,696,12250,0.36140232160333624,0.3620560893959292
1998,3rd Quintile,West,Satisfactory,0.3668174793827959,527,12250,0.36648961916572237,0.36714533959986945
1998,3rd Quintile,West,Poor,0.14345471959056613,195,12250,0.1432162506425066,0.14369318853862567
1998,3rd Quintile,West,Bad,0.04716924519296214,63,12250,0.047025021504298076,0.0473134688816262
1998,3rd Quintile,East,Very good,0.051537644838468094,48,12250,0.05128533973991837,0.05178994993701782
1998,3rd Quintile,East,Good,0.39442033960698836,390,12250,0.39386261605465345,0.39497806315932327
1998,3rd Quintile,East,Satisfactory,0.38639929201796486,337,12250,0.3858436247942186,0.38695495924171114
1998,3rd Quintile,East,Poor,0.12325658664481974,99,12250,0.12288144522504596,0.12363172806459352
1998,3rd Quintile,East,Bad,0.04438613689175905,33,12250,0.04415110944190936,0.04462116434160874
1998,4th Quintile,West,Very good,0.10280806779987633,211,12250,0.10261659489491981,0.10299954070483286
1998,4th Quintile,West,Good,0.4188290570906287,838,12250,0.4185180134000157,0.41914010078124164
1998,4th Quintile,West,Satisfactory,0.31786968180112624,582,12250,0.31757611341999464,0.31816325018225783
1998,4th Quintile,West,Poor,0.1297852063364562,214,12250,0.1295733327222659,0.12999707995064652
1998,4th Quintile,West,Bad,0.030707986971912474,52,12250,0.030599218246613498,0.03081675569721145
1998,4th Quintile,East,Very good,0.06647946702371092,45,12250,0.06613481152884837,0.06682412251857348
1998,4th Quintile,East,Good,0.42353160218672137,308,12250,0.4228479894154686,0.42421521495797415
1998,4th Quintile,East,Satisfactory,0.3808184417603789,240,12250,0.38014663016226,0.38149025335849773
1998,4th Quintile,East,Poor,0.12917048902918887,81,12250,0.12870647861710238,0.12963449944127536
1998,5th Quintile,West,Very good,0.09387110191465944,197,12250,0.09369504900564977,0.09404715482366911
1998,5th Quintile,West,Good,0.4281595009494035,860,12250,0.4278608096963939,0.42845819220241316
1998,5th Quintile,West,Satisfactory,0.33027215353556566,585,12250,0.32998825221375605,0.33055605485737527
1998,5th Quintile,West,Poor,0.12903541771919821,201,12250,0.1288330519880336,0.12923778345036283
1998,5th Quintile,West,Bad,0.01866182588117306,31,12250,0.01858013592365654,0.018743515838689582
1998,5th Quintile,East,Good,0.5618304021042761,214,12250,0.56089553382959,0.5627652703789623
1998,5th Quintile,East,Satisfactory,0.3323729871285126,113,12250,0.33148540920089364,0.33326056505613155
1998,5th Quintile,East,Poor,0.10579661076721124,39,12250,0.10521707436986798,0.1063761471645545
1999,1st Quintile,West,Very good,0.11040173897085451,204,13619,0.11019951120793994,0.11060396673376907
1999,1st Quintile,West,Good,0.33602131624293863,645,13619,0.33571651527573004,0.3363261172101472
1999,1st Quintile,West,Satisfactory,0.3130798717404418,534,13619,0.3127806200911186,0.3133791233897649
1999,1st Quintile,West,Poor,0.16413920125205056,263,13619,0.16390018414006516,0.16437821836403596
1999,1st Quintile,West,Bad,0.07635787179371455,102,13619,0.0761865018586035,0.0765292417288256
1999,1st Quintile,East,Very good,0.0631756561440632,57,13619,0.0629032194132656,0.0634480928748608
1999,1st Quintile,East,Good,0.41136801570988357,345,13619,0.41081695571359644,0.4119190757061707
1999,1st Quintile,East,Satisfactory,0.33754807446688523,270,13619,0.3370185248031132,0.3380776241306573
1999,1st Quintile,East,Poor,0.1437972222389979,124,13619,0.1434042831260526,0.1441901613519432
1999,1st Quintile,East,Bad,0.04411103144017005,33,13619,0.04388107846809812,0.04434098441224198
1999,2nd Quintile,West,Very good,0.07765230238435473,189,13619,0.07748251070883444,0.07782209405987503
1999,2nd Quintile,West,Good,0.3826318046493534,791,13619,0.3823234471246908,0.38294016217401605
1999,2nd Quintile,West,Satisfactory,0.3341046505765557,573,13619,0.3338053992096622,0.3344039019434492
1999,2nd Quintile,West,Poor,0.15047410499544409,233,13619,0.15024726946225472,0.15070094052863345
