"m11126","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Schlecht","1994","35-65","Westdeutschland","185","0.0393574397226152","0.0336559828947539","0.0450588965504765"
"Schlecht","1994","35-65","Ostdeutschland","64","0.0344135768352004","0.0266226533876221","0.0422045002827787"
"Schlecht","1994","66 +","Westdeutschland","124","0.118565857455969","0.099347862428209","0.13778385248373"
"Schlecht","1994","66 +","Ostdeutschland","47","0.122317583628271","0.0901276782292655","0.154507489027276"
"Sehr gut","1995","17-34","Westdeutschland","721","0.181620838456245","0.169181564653061","0.19406011225943"
"Sehr gut","1995","17-34","Ostdeutschland","188","0.144351163294358","0.124670579686613","0.164031746902103"
"Sehr gut","1995","35-65","Westdeutschland","264","0.049808444357204","0.0436269575833306","0.0559899311310774"
"Sehr gut","1995","35-65","Ostdeutschland","94","0.043162258643469","0.0343758093319917","0.0519487079549464"
"Sehr gut","1995","66 +","Westdeutschland","32","0.0312700875901564","0.0210450146959822","0.0414951604843306"
"Sehr gut","1995","66 +","Ostdeutschland","4","","",""
"Gut","1995","17-34","Westdeutschland","1928","0.525876308081197","0.50976530653423","0.541987309628164"
"Gut","1995","17-34","Ostdeutschland","673","0.562502049444491","0.534722185608971","0.59028191328001"
"Gut","1995","35-65","Westdeutschland","1822","0.380019811586905","0.36622779098547","0.393811832188341"
"Gut","1995","35-65","Ostdeutschland","747","0.343273837788237","0.322745457258634","0.363802218317839"
"Gut","1995","66 +","Westdeutschland","208","0.178687776372163","0.156181581532264","0.201193971212062"
"Gut","1995","66 +","Ostdeutschland","81","0.212406856962223","0.172424324916868","0.252389389007577"
"Zufriedenstellend","1995","17-34","Westdeutschland","765","0.218986602882344","0.205643005699632","0.232330200065056"
"Zufriedenstellend","1995","17-34","Ostdeutschland","296","0.234589827962919","0.210860701557877","0.258318954367961"
"Zufriedenstellend","1995","35-65","Westdeutschland","1693","0.371039485346567","0.357313054465387","0.384765916227748"
"Zufriedenstellend","1995","35-65","Ostdeutschland","842","0.426240986818964","0.4048596653751","0.447622308262828"
"Zufriedenstellend","1995","66 +","Westdeutschland","451","0.41033532325528","0.381437008480369","0.439233638030191"
"Zufriedenstellend","1995","66 +","Ostdeutschland","173","0.410580758981245","0.362491673786341","0.458669844176149"
"Weniger gut","1995","17-34","Westdeutschland","232","0.0632172989466836","0.0553654432920493","0.0710691546013178"
"Weniger gut","1995","17-34","Ostdeutschland","63","0.0544677043068049","0.0417593953133619","0.0671760133002479"
"Weniger gut","1995","35-65","Westdeutschland","785","0.160681860247174","0.150247096939864","0.171116623554484"
"Weniger gut","1995","35-65","Ostdeutschland","313","0.156511658763337","0.140802422656791","0.172220894869883"
"Weniger gut","1995","66 +","Westdeutschland","302","0.272520313686921","0.24636196139782","0.298678665976023"
"Weniger gut","1995","66 +","Ostdeutschland","94","0.229108543758601","0.188026473295498","0.270190614221704"
"Schlecht","1995","17-34","Westdeutschland","44","0.01029895163353","0.00704145907415381","0.0135564441929061"
"Schlecht","1995","17-34","Ostdeutschland","5","","",""
"Schlecht","1995","35-65","Westdeutschland","194","0.0384503984621493","0.0329868834507758","0.0439139134735228"
"Schlecht","1995","35-65","Ostdeutschland","59","0.030811257985994","0.0233398737197825","0.0382826422522054"
"Schlecht","1995","66 +","Westdeutschland","120","0.107186499095479","0.089012482241072","0.125360515949887"
"Schlecht","1995","66 +","Ostdeutschland","50","0.137163801954155","0.103534411161576","0.170793192746733"
"Sehr gut","1996","17-34","Westdeutschland","702","0.180343359544345","0.167713772492073","0.192972946596617"
"Sehr gut","1996","17-34","Ostdeutschland","171","0.130328132897556","0.111208083598391","0.14944818219672"
"Sehr gut","1996","35-65","Westdeutschland","305","0.0634384693653158","0.05643629769818","0.0704406410324517"
"Sehr gut","1996","35-65","Ostdeutschland","77","0.0318254919200941","0.0242691287197886","0.0393818551203996"
"Sehr gut","1996","66 +","Westdeutschland","29","","",""
"Sehr gut","1996","66 +","Ostdeutschland","4","","",""
"Gut","1996","17-34","Westdeutschland","1864","0.534095651155057","0.517709347631148","0.550481954678967"
"Gut","1996","17-34","Ostdeutschland","649","0.552282557407827","0.524041894880037","0.580523219935616"
"Gut","1996","35-65","Westdeutschland","1687","0.361192757474804","0.347393914241164","0.374991600708444"
"Gut","1996","35-65","Ostdeutschland","775","0.360578904847462","0.339908828647836","0.381248981047087"
"Gut","1996","66 +","Westdeutschland","193","0.167397149536324","0.145581667896565","0.189212631176083"
"Gut","1996","66 +","Ostdeutschland","68","0.16550394888867","0.12983450103685","0.201173396740491"
"Zufriedenstellend","1996","17-34","Westdeutschland","755","0.218802900798333","0.205221957352582","0.232383844244084"
"Zufriedenstellend","1996","17-34","Ostdeutschland","292","0.251848086964906","0.227195844314053","0.276500329615759"
"Zufriedenstellend","1996","35-65","Westdeutschland","1717","0.378300860585845","0.364369387313458","0.392232333858232"
"Zufriedenstellend","1996","35-65","Ostdeutschland","892","0.444232848770525","0.422843369504104","0.465622328036946"
"Zufriedenstellend","1996","66 +","Westdeutschland","491","0.436577960428832","0.407596541190802","0.465559379666862"
"Zufriedenstellend","1996","66 +","Ostdeutschland","205","0.478300024958338","0.430355317476523","0.526244732440152"
"Weniger gut","1996","17-34","Westdeutschland","204","0.0583267649242137","0.0506282465622603","0.0660252832861672"
"Weniger gut","1996","17-34","Ostdeutschland","71","0.0607692543033369","0.0472011143617242","0.0743373942449496"
"Weniger gut","1996","35-65","Westdeutschland","756","0.157061880697103","0.146609349027528","0.167514412366677"
"Weniger gut","1996","35-65","Ostdeutschland","273","0.133996249926695","0.119332175763352","0.148660324090038"
"Weniger gut","1996","66 +","Westdeutschland","290","0.262989493686293","0.237263161757693","0.288715825614893"
"Weniger gut","1996","66 +","Ostdeutschland","97","0.237496947917939","0.196652796912963","0.278341098922916"
"Schlecht","1996","17-34","Westdeutschland","35","0.00843132357805121","0.00542779084015155","0.0114348563159509"
"Schlecht","1996","17-34","Ostdeutschland","8","","",""
"Schlecht","1996","35-65","Westdeutschland","190","0.0400060318769323","0.0343763320532979","0.0456357317005667"
"Schlecht","1996","35-65","Ostdeutschland","56","0.029366504535225","0.0220987172957798","0.0366342917746702"
"Schlecht","1996","66 +","Westdeutschland","122","0.108248805939496","0.0900934303922409","0.126404181486751"
"Schlecht","1996","66 +","Ostdeutschland","43","0.109789948120249","0.0797839829798918","0.139795913260607"
"Sehr gut","1997","17-34","Westdeutschland","642","0.188143014698391","0.175077030153648","0.201208999243133"
"Sehr gut","1997","17-34","Ostdeutschland","171","0.153241076507655","0.132547331704801","0.173934821310509"
"Sehr gut","1997","35-65","Westdeutschland","256","0.0562945765859118","0.0496345881001117","0.0629545650717118"
"Sehr gut","1997","35-65","Ostdeutschland","76","0.035255095929335","0.0272364057061817","0.0432737861524883"
"Sehr gut","1997","66 +","Westdeutschland","23","","",""
"Sehr gut","1997","66 +","Ostdeutschland","4","","",""
"Gut","1997","17-34","Westdeutschland","1915","0.551997850515762","0.535372643297313","0.568623057734212"
"Gut","1997","17-34","Ostdeutschland","676","0.561415021857934","0.53290874546559","0.589921298250278"
"Gut","1997","35-65","Westdeutschland","1793","0.374452924728704","0.360468307402627","0.388437542054782"
"Gut","1997","35-65","Ostdeutschland","788","0.367736256513005","0.346770834740809","0.388701678285201"
"Gut","1997","66 +","Westdeutschland","180","0.148810931548512","0.128160187439198","0.169461675657826"
"Gut","1997","66 +","Ostdeutschland","78","0.179261604023487","0.143216234907132","0.215306973139841"
"Zufriedenstellend","1997","17-34","Westdeutschland","677","0.204331582643769","0.190851513051555","0.217811652235983"
"Zufriedenstellend","1997","17-34","Ostdeutschland","263","0.24085015598865","0.216285605551913","0.265414706425386"
"Zufriedenstellend","1997","35-65","Westdeutschland","1651","0.375023424377788","0.361034541244271","0.389012307511305"
"Zufriedenstellend","1997","35-65","Ostdeutschland","828","0.415971888774549","0.394541250491191","0.437402527057908"
"Zufriedenstellend","1997","66 +","Westdeutschland","534","0.467482695838049","0.438532273675856","0.496433118000242"
"Zufriedenstellend","1997","66 +","Ostdeutschland","207","0.47533184917674","0.428402528155187","0.522261170198293"
"Weniger gut","1997","17-34","Westdeutschland","165","0.0457235651247927","0.0387401884591581","0.0527069417904272"
"Weniger gut","1997","17-34","Ostdeutschland","43","0.0371933999910583","0.0263222854764996","0.048064514505617"
"Weniger gut","1997","35-65","Westdeutschland","727","0.158911794527063","0.148347978921823","0.169475610132303"
"Weniger gut","1997","35-65","Ostdeutschland","267","0.136840691699014","0.121897638287636","0.151783745110391"
"Weniger gut","1997","66 +","Westdeutschland","287","0.250548162698193","0.225404835657827","0.275691489738558"
"Weniger gut","1997","66 +","Ostdeutschland","106","0.234531429736632","0.19471450906905","0.274348350404214"
"Schlecht","1997","17-34","Westdeutschland","38","0.00980398701728548","0.00651001219455167","0.0130979618400193"
"Schlecht","1997","17-34","Ostdeutschland","11","","",""
"Schlecht","1997","35-65","Westdeutschland","174","0.0353172797805331","0.0299838344602056","0.0406507251008607"
"Schlecht","1997","35-65","Ostdeutschland","73","0.044196067084097","0.0352596700063589","0.053132464161835"
"Schlecht","1997","66 +","Westdeutschland","117","0.110471864175892","0.0922827748890084","0.128660953462775"
"Schlecht","1997","66 +","Ostdeutschland","40","0.0993175076273136","0.0712113013567852","0.127423713897842"
"Sehr gut","1998","17-34","Westdeutschland","736","0.206046373308347","0.192917731042406","0.219175015574289"
"Sehr gut","1998","17-34","Ostdeutschland","207","0.174228488613537","0.152829956218907","0.195627021008167"
"Sehr gut","1998","35-65","Westdeutschland","389","0.0755858630500614","0.0684847989117482","0.0826869271883746"
"Sehr gut","1998","35-65","Ostdeutschland","91","0.0445819227105514","0.0359183710656359","0.0532454743554668"
"Sehr gut","1998","66 +","Westdeutschland","43","0.0327824236894439","0.0233738997668136","0.0421909476120742"
"Sehr gut","1998","66 +","Ostdeutschland","8","","",""
"Gut","1998","17-34","Westdeutschland","2022","0.544398959330782","0.528233399260293","0.56056451940127"
"Gut","1998","17-34","Ostdeutschland","703","0.574192905018075","0.546297683554102","0.602088126482048"
"Gut","1998","35-65","Westdeutschland","2165","0.400516745348302","0.38735332574304","0.413680164953564"
"Gut","1998","35-65","Ostdeutschland","873","0.385175905901697","0.364747953378884","0.405603858424509"
"Gut","1998","66 +","Westdeutschland","261","0.183425573740718","0.162976826614665","0.20387432086677"
"Gut","1998","66 +","Ostdeutschland","73","0.159261311750779","0.126319719985835","0.192202903515724"
"Zufriedenstellend","1998","17-34","Westdeutschland","673","0.19321493425619","0.180399331716041","0.206030536796339"
"Zufriedenstellend","1998","17-34","Ostdeutschland","239","0.206037669345385","0.183220187207416","0.228855151483354"
"Zufriedenstellend","1998","35-65","Westdeutschland","1821","0.343518494631918","0.330761271030934","0.356275718232902"
"Zufriedenstellend","1998","35-65","Ostdeutschland","847","0.393391695057896","0.372885427775005","0.413897962340787"
"Zufriedenstellend","1998","66 +","Westdeutschland","575","0.412545518508845","0.386534226682906","0.438556810334783"
"Zufriedenstellend","1998","66 +","Ostdeutschland","237","0.506671808052922","0.461663751806654","0.55167986429919"
"Weniger gut","1998","17-34","Westdeutschland","181","0.0472452152139993","0.0403585456696936","0.0541318847583049"
"Weniger gut","1998","17-34","Ostdeutschland","53","0.0422816345923018","0.0309291937335685","0.0536340754510351"
"Weniger gut","1998","35-65","Westdeutschland","760","0.144577162058024","0.135129809425966","0.154024514690082"
"Weniger gut","1998","35-65","Ostdeutschland","287","0.13599169425523","0.12160254905194","0.150380839458519"
"Weniger gut","1998","66 +","Westdeutschland","344","0.252536590887335","0.229580602338235","0.275492579436436"
"Weniger gut","1998","66 +","Ostdeutschland","104","0.21427493039668","0.177336375028765","0.251213485764595"
"Schlecht","1998","17-34","Westdeutschland","34","0.00909451789068135","0.00601313465652371","0.012175901124839"
"Schlecht","1998","17-34","Ostdeutschland","5","","",""
"Schlecht","1998","35-65","Westdeutschland","188","0.0358017349116947","0.0308105338261797","0.0407929359972096"
"Schlecht","1998","35-65","Ostdeutschland","82","0.0408587820746261","0.0325487283782806","0.0491688357709716"
"Schlecht","1998","66 +","Westdeutschland","153","0.118709893173659","0.101619904354921","0.135799881992397"
"Schlecht","1998","66 +","Ostdeutschland","52","0.102926680754587","0.0755716709973601","0.130281690511815"
"Sehr gut","1999","17-34","Westdeutschland","672","0.2054345916686","0.19188412193228","0.21898506140492"
"Sehr gut","1999","17-34","Ostdeutschland","168","0.138481111532471","0.118697876268582","0.15826434679636"
"Sehr gut","1999","35-65","Westdeutschland","348","0.06768003045365","0.0608128367536376","0.0745472241536624"
"Sehr gut","1999","35-65","Ostdeutschland","74","0.0361676078265342","0.0282330085664396","0.0441022070866287"
"Sehr gut","1999","66 +","Westdeutschland","27","","",""
"Sehr gut","1999","66 +","Ostdeutschland","8","","",""
"Gut","1999","17-34","Westdeutschland","1846","0.528261822508161","0.511519031271467","0.545004613744855"
"Gut","1999","17-34","Ostdeutschland","662","0.574746739196992","0.546430750669661","0.603062727724323"
"Gut","1999","35-65","Westdeutschland","2063","0.396267855612701","0.382896264015505","0.409639447209896"
"Gut","1999","35-65","Ostdeutschland","799","0.375789196166791","0.355206506233213","0.396371886100369"
"Gut","1999","66 +","Westdeutschland","243","0.177009144949589","0.156332806877562","0.197685483021616"
"Gut","1999","66 +","Ostdeutschland","74","0.16220813751587","0.129298055877751","0.195118219153989"
"Zufriedenstellend","1999","17-34","Westdeutschland","695","0.206687836634104","0.193106820868668","0.220268852399541"
"Zufriedenstellend","1999","17-34","Ostdeutschland","278","0.235844907672024","0.211529942546085","0.260159872797963"
"Zufriedenstellend","1999","35-65","Westdeutschland","1807","0.356323052364257","0.343230555775817","0.369415548952697"
"Zufriedenstellend","1999","35-65","Ostdeutschland","881","0.402880746824094","0.382036647205592","0.423724846442595"
"Zufriedenstellend","1999","66 +","Westdeutschland","569","0.421571412214027","0.394820492460637","0.448322331967417"
"Zufriedenstellend","1999","66 +","Ostdeutschland","230","0.482950559876847","0.438339561269525","0.527561558484168"
"Weniger gut","1999","17-34","Westdeutschland","172","0.0502543842173402","0.0429270945004442","0.0575816739342362"
"Weniger gut","1999","17-34","Ostdeutschland","56","0.0455210151233475","0.0335822667735917","0.0574597634731033"
"Weniger gut","1999","35-65","Westdeutschland","746","0.148471335721602","0.138750860998516","0.158191810444687"
"Weniger gut","1999","35-65","Ostdeutschland","299","0.147259064647848","0.132199447865074","0.162318681430622"
"Weniger gut","1999","66 +","Westdeutschland","319","0.251752759073446","0.22824084698456","0.275264671162333"
"Weniger gut","1999","66 +","Ostdeutschland","116","0.222293080454064","0.185174143883682","0.259412017024446"
"Schlecht","1999","17-34","Westdeutschland","30","0.00936136497179504","0.00613153279755924","0.0125911971460308"
"Schlecht","1999","17-34","Ostdeutschland","7","","",""
"Schlecht","1999","35-65","Westdeutschland","176","0.0312577258477905","0.0265005484544033","0.0360149032411777"
"Schlecht","1999","35-65","Ostdeutschland","74","0.0379033845347327","0.0297879330609756","0.0460188360084899"
"Schlecht","1999","66 +","Westdeutschland","151","0.126325890551629","0.108328929159058","0.144322851944199"
"Schlecht","1999","66 +","Ostdeutschland","54","0.116242852879867","0.0876291428676119","0.144856562892122"
"Sehr gut","2000","17-34","Westdeutschland","1255","0.246946915407114","0.235426967906436","0.258466862907792"
"Sehr gut","2000","17-34","Ostdeutschland","303","0.194044743068512","0.175077847087223","0.213011639049801"
"Sehr gut","2000","35-65","Westdeutschland","870","0.0845465498250704","0.0791278485808107","0.08996525106933"
"Sehr gut","2000","35-65","Ostdeutschland","166","0.0548695276469132","0.0470927839263038","0.0626462713675225"
"Sehr gut","2000","66 +","Westdeutschland","69","0.0251036887833001","0.0192213334330701","0.0309860441335301"
"Sehr gut","2000","66 +","Ostdeutschland","10","","",""
"Gut","2000","17-34","Westdeutschland","2790","0.501965372145313","0.488608568230636","0.515322176059991"
"Gut","2000","17-34","Ostdeutschland","944","0.541332491042917","0.517433977401011","0.565231004684824"
"Gut","2000","35-65","Westdeutschland","4091","0.398195643204704","0.388660986843887","0.407730299565521"
"Gut","2000","35-65","Ostdeutschland","1276","0.383164826212018","0.36656270133137","0.399766951092665"
"Gut","2000","66 +","Westdeutschland","501","0.176239751958931","0.161912739996068","0.190566763921794"
"Gut","2000","66 +","Ostdeutschland","150","0.171641476157467","0.146671603291478","0.196611349023456"
"Zufriedenstellend","2000","17-34","Westdeutschland","1023","0.194067962238409","0.183503143891092","0.204632780585726"
"Zufriedenstellend","2000","17-34","Ostdeutschland","326","0.201198966228779","0.181971500893532","0.220426431564026"
"Zufriedenstellend","2000","35-65","Westdeutschland","3533","0.354662128227044","0.345343969293186","0.363980287160903"
"Zufriedenstellend","2000","35-65","Ostdeutschland","1275","0.385611057238936","0.368989078271742","0.40223303620613"
"Zufriedenstellend","2000","66 +","Westdeutschland","1226","0.453545535425738","0.434826187808468","0.472264883043008"
"Zufriedenstellend","2000","66 +","Ostdeutschland","424","0.483343277958792","0.450251132732487","0.516435423185096"
"Weniger gut","2000","17-34","Westdeutschland","272","0.0492515661439911","0.0434708887510894","0.0550322435368928"
"Weniger gut","2000","17-34","Ostdeutschland","89","0.0589901818383769","0.0476902245938034","0.0702901390829504"
"Weniger gut","2000","35-65","Westdeutschland","1305","0.128988376580212","0.122459831711747","0.135516921448677"
"Weniger gut","2000","35-65","Ostdeutschland","461","0.139532447107985","0.127699548363864","0.151365345852106"
"Weniger gut","2000","66 +","Westdeutschland","660","0.247126108645248","0.23090712240133","0.263345094889166"
"Weniger gut","2000","66 +","Ostdeutschland","201","0.227992682196743","0.200210445929252","0.255774918464235"
"Schlecht","2000","17-34","Westdeutschland","43","0.00776818406517195","0.00542286340584011","0.0101135047245038"
"Schlecht","2000","17-34","Ostdeutschland","8","","",""
"Schlecht","2000","35-65","Westdeutschland","327","0.0336073021629696","0.0300971756095082","0.0371174287164309"
"Schlecht","2000","35-65","Ostdeutschland","116","0.036822141794148","0.0303909114939549","0.0432533720943411"
"Schlecht","2000","66 +","Westdeutschland","261","0.0979849151867828","0.0868062542770707","0.109163576096495"
"Schlecht","2000","66 +","Ostdeutschland","91","0.10541316296795","0.0850776696626804","0.12574865627322"
"Sehr gut","2001","17-34","Westdeutschland","1173","0.257834551720872","0.245335150729706","0.270333952712037"
"Sehr gut","2001","17-34","Ostdeutschland","276","0.173674475527674","0.154679882370512","0.192669068684835"
"Sehr gut","2001","35-65","Westdeutschland","774","0.0859975854052508","0.0802683775082049","0.0917267933022968"
"Sehr gut","2001","35-65","Ostdeutschland","122","0.0416338366774078","0.034556394484775","0.0487112788700406"
"Sehr gut","2001","66 +","Westdeutschland","62","0.0249014648554911","0.0188628890750752","0.0309400406359071"
"Sehr gut","2001","66 +","Ostdeutschland","12","","",""
"Gut","2001","17-34","Westdeutschland","2358","0.492907089047758","0.478621617553958","0.507192560541558"
"Gut","2001","17-34","Ostdeutschland","871","0.565573495691467","0.540719907661606","0.590427083721328"
"Gut","2001","35-65","Westdeutschland","3777","0.40140416894429","0.391387217585908","0.411421120302672"
"Gut","2001","35-65","Ostdeutschland","1174","0.380627729113765","0.363424361536245","0.397831096691284"
"Gut","2001","66 +","Westdeutschland","481","0.178546204258359","0.163705151728948","0.193387256787771"
"Gut","2001","66 +","Ostdeutschland","139","0.157886483540127","0.133228006896918","0.182544960183337"
"Zufriedenstellend","2001","17-34","Westdeutschland","893","0.190518563224672","0.17929733558194","0.201739790867403"
"Zufriedenstellend","2001","17-34","Ostdeutschland","303","0.208199136166589","0.187841194709463","0.228557077623715"
"Zufriedenstellend","2001","35-65","Westdeutschland","3171","0.344830291257699","0.335117201745394","0.354543380770004"
"Zufriedenstellend","2001","35-65","Ostdeutschland","1194","0.384876502258245","0.367636820878797","0.402116183637693"
"Zufriedenstellend","2001","66 +","Westdeutschland","1161","0.456072121281521","0.436770879850035","0.475373362713008"
"Zufriedenstellend","2001","66 +","Ostdeutschland","416","0.493972221816102","0.460162087924119","0.527782355708085"
"Weniger gut","2001","17-34","Westdeutschland","245","0.052278992201396","0.045918772256227","0.0586392121465651"
"Weniger gut","2001","17-34","Ostdeutschland","68","0.044149460402908","0.0338492971360753","0.0544496236697407"
"Weniger gut","2001","35-65","Westdeutschland","1184","0.132347273079092","0.125422456917856","0.139272089240327"
"Weniger gut","2001","35-65","Ostdeutschland","447","0.153878740053553","0.14109396790675","0.166663512200355"
"Weniger gut","2001","66 +","Westdeutschland","621","0.249708078792849","0.232934364063744","0.266481793521954"
"Weniger gut","2001","66 +","Ostdeutschland","194","0.235142839563185","0.206463807098113","0.263821872028257"
