,Unnamed: 0,year,regtyp,sampreg,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
56,56,1995,Rural regions,East,Good,0.40429,1037,13243,0.38952,0.42004
57,57,1995,Rural regions,East,Satisfactory,0.36119,873,13243,0.34337,0.37465
58,58,1995,Rural regions,East,Poor,0.13194,303,13243,0.12229,0.13919
59,59,1995,Rural regions,East,Bad,0.03845,73,13243,0.0327,0.04298
60,60,1996,Urban regions,West,Very good,0.09045,808,13021,0.08548,0.09591
61,61,1996,Urban regions,West,Good,0.37306,2896,13021,0.36224,0.38556
62,62,1996,Urban regions,West,Satisfactory,0.34333,2305,13021,0.33477,0.35482
63,63,1996,Urban regions,West,Poor,0.14916,982,13021,0.14215,0.15707
64,64,1996,Urban regions,West,Bad,0.044,275,13021,0.04038,0.04862
65,65,1996,Urban regions,East,Very good,0.06232,91,13021,0.05496,0.07074
66,66,1996,Urban regions,East,Good,0.36197,493,13021,0.34346,0.38237
67,67,1996,Urban regions,East,Satisfactory,0.39402,459,13021,0.37388,0.4143
68,68,1996,Urban regions,East,Poor,0.14571,163,13021,0.13226,0.16107
69,69,1996,Urban regions,East,Bad,0.03598,32,13021,0.03006,0.04138
70,70,1996,Rural regions,West,Very good,0.0906,228,13021,0.08185,0.09969
71,71,1996,Rural regions,West,Good,0.38104,848,13021,0.36042,0.40009
72,72,1996,Rural regions,West,Satisfactory,0.33957,658,13021,0.32108,0.36058
73,73,1996,Rural regions,West,Poor,0.14557,268,13021,0.1349,0.15744
74,74,1996,Rural regions,West,Bad,0.04322,72,13021,0.03666,0.04926
75,75,1996,Rural regions,East,Very good,0.05374,161,13021,0.04824,0.05863
76,76,1996,Rural regions,East,Good,0.39417,999,13021,0.37901,0.40943
77,77,1996,Rural regions,East,Satisfactory,0.39364,930,13021,0.37783,0.40895
78,78,1996,Rural regions,East,Poor,0.12219,278,13021,0.11317,0.13087
79,79,1996,Rural regions,East,Bad,0.03628,75,13021,0.03132,0.04094
80,80,1997,Urban regions,West,Very good,0.0856,701,12809,0.08109,0.09102
81,81,1997,Urban regions,West,Good,0.38703,3051,12809,0.37373,0.40094
82,82,1997,Urban regions,West,Satisfactory,0.33946,2199,12809,0.32882,0.34977
83,83,1997,Urban regions,West,Poor,0.14437,936,12809,0.13789,0.15014
84,84,1997,Urban regions,West,Bad,0.04354,263,12809,0.03919,0.04863
85,85,1997,Urban regions,East,Very good,0.07675,94,12809,0.06749,0.08643
86,86,1997,Urban regions,East,Good,0.39299,530,12809,0.3708,0.41512
87,87,1997,Urban regions,East,Satisfactory,0.35559,405,12809,0.33076,0.37171
88,88,1997,Urban regions,East,Poor,0.13075,142,12809,0.11882,0.14253
89,89,1997,Urban regions,East,Bad,0.04392,37,12809,0.0377,0.05029
90,90,1997,Rural regions,West,Very good,0.09519,220,12809,0.0854,0.10524
91,91,1997,Rural regions,West,Good,0.36297,836,12809,0.34087,0.3804
92,92,1997,Rural regions,West,Satisfactory,0.35868,663,12809,0.33681,0.37687
93,93,1997,Rural regions,West,Poor,0.14352,243,12809,0.13221,0.15756
94,94,1997,Rural regions,West,Bad,0.03963,66,12809,0.03208,0.04678
95,95,1997,Rural regions,East,Very good,0.05974,157,12809,0.05419,0.06601
96,96,1997,Rural regions,East,Good,0.38975,1012,12809,0.37203,0.40622
97,97,1997,Rural regions,East,Satisfactory,0.38554,893,12809,0.36986,0.40026
98,98,1997,Rural regions,East,Poor,0.12211,274,12809,0.11294,0.13058
99,99,1997,Rural regions,East,Bad,0.04287,87,12809,0.03853,0.04781
100,100,1998,Urban regions,West,Very good,0.10313,887,14206,0.09824,0.10823
101,101,1998,Urban regions,West,Good,0.40089,3446,14206,0.39241,0.40966
102,102,1998,Urban regions,West,Satisfactory,0.31433,2368,14206,0.30641,0.32316
103,103,1998,Urban regions,West,Poor,0.13609,997,14206,0.12868,0.14119
104,104,1998,Urban regions,West,Bad,0.04556,298,14206,0.04206,0.04882
105,105,1998,Urban regions,East,Very good,0.08983,119,14206,0.08147,0.09888
106,106,1998,Urban regions,East,Good,0.39858,535,14206,0.37673,0.42116
107,107,1998,Urban regions,East,Satisfactory,0.33565,404,14206,0.31777,0.35285
108,108,1998,Urban regions,East,Poor,0.13536,154,14206,0.12355,0.14787
109,109,1998,Urban regions,East,Bad,0.04057,43,14206,0.03427,0.04693
110,110,1998,Rural regions,West,Very good,0.10738,281,14206,0.09903,0.11622
111,111,1998,Rural regions,West,Good,0.39198,1002,14206,0.37578,0.41074
112,112,1998,Rural regions,West,Satisfactory,0.31521,701,14206,0.29948,0.33107
113,113,1998,Rural regions,West,Poor,0.14487,288,14206,0.13459,0.15627
114,114,1998,Rural regions,West,Bad,0.04056,77,14206,0.03508,0.0454
115,115,1998,Rural regions,East,Very good,0.06968,187,14206,0.06295,0.07729
116,116,1998,Rural regions,East,Good,0.39819,1114,14206,0.38398,0.41618
117,117,1998,Rural regions,East,Satisfactory,0.37295,919,14206,0.35845,0.38677
118,118,1998,Rural regions,East,Poor,0.11745,290,14206,0.10867,0.12533
119,119,1998,Rural regions,East,Bad,0.04173,96,14206,0.03757,0.04675
120,120,1999,Urban regions,West,Very good,0.09978,818,13644,0.09438,0.10546
121,121,1999,Urban regions,West,Good,0.38697,3187,13644,0.37649,0.39685
122,122,1999,Urban regions,West,Satisfactory,0.32451,2355,13644,0.31563,0.33352
123,123,1999,Urban regions,West,Poor,0.14583,978,13644,0.13914,0.15194
124,124,1999,Urban regions,West,Bad,0.04292,280,13644,0.03887,0.04662
125,125,1999,Urban regions,East,Very good,0.06884,95,13644,0.06201,0.07785
126,126,1999,Urban regions,East,Good,0.38792,503,13644,0.36534,0.41193
127,127,1999,Urban regions,East,Satisfactory,0.35778,436,13644,0.33692,0.3757
128,128,1999,Urban regions,East,Poor,0.14365,159,13644,0.12962,0.15633
129,129,1999,Urban regions,East,Bad,0.0418,43,13644,0.03572,0.04833
130,130,1999,Rural regions,West,Very good,0.08563,229,13644,0.0789,0.09303
131,131,1999,Rural regions,West,Good,0.39656,965,13644,0.37848,0.41819
132,132,1999,Rural regions,West,Satisfactory,0.34125,716,13644,0.32536,0.35623
133,133,1999,Rural regions,West,Poor,0.12912,259,13644,0.1175,0.1399
134,134,1999,Rural regions,West,Bad,0.04745,77,13644,0.04117,0.0551
135,135,1999,Rural regions,East,Very good,0.05676,155,13644,0.05075,0.06268
136,136,1999,Rural regions,East,Good,0.39143,1032,13644,0.37612,0.41018
137,137,1999,Rural regions,East,Satisfactory,0.37904,953,13644,0.36489,0.39641
138,138,1999,Rural regions,East,Poor,0.12801,312,13644,0.11959,0.13868
139,139,1999,Rural regions,East,Bad,0.04477,92,13644,0.03979,0.04969
140,140,2000,Urban regions,West,Very good,0.11685,1682,24066,0.1134,0.11974
141,141,2000,Urban regions,West,Good,0.38327,5593,24066,0.37702,0.38884
142,142,2000,Urban regions,West,Satisfactory,0.32877,4352,24066,0.32311,0.33436
143,143,2000,Urban regions,West,Poor,0.13054,1713,24066,0.12674,0.13454
144,144,2000,Urban regions,West,Bad,0.04056,492,24066,0.03885,0.04211
145,145,2000,Urban regions,East,Very good,0.09485,171,24066,0.08701,0.10294
146,146,2000,Urban regions,East,Good,0.3827,754,24066,0.3681,0.39758
147,147,2000,Urban regions,East,Satisfactory,0.35137,635,24066,0.33718,0.36363
148,148,2000,Urban regions,East,Poor,0.13359,227,24066,0.12666,0.14045
149,149,2000,Urban regions,East,Bad,0.03748,62,24066,0.03308,0.04217
150,150,2000,Rural regions,West,Very good,0.11386,512,24066,0.10905,0.11915
151,151,2000,Rural regions,West,Good,0.38017,1789,24066,0.37201,0.38993
152,152,2000,Rural regions,West,Satisfactory,0.33927,1430,24066,0.32819,0.34907
153,153,2000,Rural regions,West,Poor,0.13163,524,24066,0.12557,0.13762
154,154,2000,Rural regions,West,Bad,0.03506,139,24066,0.03104,0.03839
155,155,2000,Rural regions,East,Very good,0.07577,308,24066,0.07165,0.08071
156,156,2000,Rural regions,East,Good,0.3787,1616,24066,0.36949,0.38795
157,157,2000,Rural regions,East,Satisfactory,0.36146,1390,24066,0.35256,0.37009
158,158,2000,Rural regions,East,Poor,0.13883,524,24066,0.13285,0.14442
159,159,2000,Rural regions,East,Bad,0.04523,153,24066,0.04163,0.04853
160,160,2001,Urban regions,West,Very good,0.1154,1515,21890,0.11139,0.11937
161,161,2001,Urban regions,West,Good,0.3866,5097,21890,0.38084,0.39235
162,162,2001,Urban regions,West,Satisfactory,0.32333,3920,21890,0.31745,0.32885
163,163,2001,Urban regions,West,Poor,0.13387,1556,21890,0.13012,0.13805
164,164,2001,Urban regions,West,Bad,0.04081,446,21890,0.0385,0.0433
165,165,2001,Urban regions,East,Very good,0.07838,144,21890,0.07126,0.08814
166,166,2001,Urban regions,East,Good,0.38171,691,21890,0.36478,0.40079
167,167,2001,Urban regions,East,Satisfactory,0.36396,627,21890,0.34886,0.37966
168,168,2001,Urban regions,East,Poor,0.13315,220,21890,0.12368,0.14187
169,169,2001,Urban regions,East,Bad,0.0428,64,21890,0.03855,0.04777
170,170,2001,Rural regions,West,Very good,0.12616,494,21890,0.11939,0.13207
171,171,2001,Rural regions,West,Good,0.36044,1519,21890,0.34857,0.36998
172,172,2001,Rural regions,West,Satisfactory,0.34056,1305,21890,0.32929,0.35186
173,173,2001,Rural regions,West,Poor,0.13959,494,21890,0.1327,0.1471
174,174,2001,Rural regions,West,Bad,0.03325,116,21890,0.02989,0.03677
175,175,2001,Rural regions,East,Very good,0.06532,266,21890,0.05973,0.0704
176,176,2001,Rural regions,East,Good,0.37924,1493,21890,0.37025,0.38946
177,177,2001,Rural regions,East,Satisfactory,0.36297,1286,21890,0.35074,0.37467
178,178,2001,Rural regions,East,Poor,0.14841,489,21890,0.14026,0.15494
179,179,2001,Rural regions,East,Bad,0.04406,148,21890,0.04083,0.04792
180,180,2002,Urban regions,West,Very good,0.09437,1490,22984,0.09045,0.0986
181,181,2002,Urban regions,West,Good,0.38313,5579,22984,0.37453,0.3917
182,182,2002,Urban regions,West,Satisfactory,0.33889,4270,22984,0.33146,0.34528
183,183,2002,Urban regions,West,Poor,0.13914,1676,22984,0.13445,0.14195
184,184,2002,Urban regions,West,Bad,0.04448,462,22984,0.04186,0.04683
185,185,2002,Urban regions,East,Very good,0.08012,148,22984,0.0694,0.09048
186,186,2002,Urban regions,East,Good,0.39129,735,22984,0.36865,0.41458
187,187,2002,Urban regions,East,Satisfactory,0.35974,611,22984,0.34494,0.37756
188,188,2002,Urban regions,East,Poor,0.13939,230,22984,0.12751,0.1516
189,189,2002,Urban regions,East,Bad,0.02946,43,22984,0.02498,0.03502
190,190,2002,Rural regions,West,Very good,0.10535,428,22984,0.09767,0.11143
191,191,2002,Rural regions,West,Good,0.37609,1680,22984,0.36194,0.3889
192,192,2002,Rural regions,West,Satisfactory,0.35452,1372,22984,0.34117,0.36924
193,193,2002,Rural regions,West,Poor,0.13267,497,22984,0.12549,0.13958
194,194,2002,Rural regions,West,Bad,0.03138,111,22984,0.02803,0.03482
195,195,2002,Rural regions,East,Very good,0.07108,280,22984,0.06536,0.07798
196,196,2002,Rural regions,East,Good,0.37382,1468,22984,0.36045,0.38831
197,197,2002,Rural regions,East,Satisfactory,0.35949,1274,22984,0.34778,0.37356
198,198,2002,Rural regions,East,Poor,0.14874,486,22984,0.14033,0.15694
199,199,2002,Rural regions,East,Bad,0.04687,144,22984,0.04272,0.05011
200,200,2003,Urban regions,West,Very good,0.09985,1468,22127,0.09597,0.10365
201,201,2003,Urban regions,West,Good,0.39378,5435,22127,0.38504,0.40236
202,202,2003,Urban regions,West,Satisfactory,0.31896,3938,22127,0.31136,0.3262
203,203,2003,Urban regions,West,Poor,0.14435,1671,22127,0.13951,0.15007
204,204,2003,Urban regions,West,Bad,0.04306,439,22127,0.04081,0.04547
205,205,2003,Urban regions,East,Very good,0.07331,142,22127,0.06334,0.08347
206,206,2003,Urban regions,East,Good,0.40886,744,22127,0.38431,0.43289
207,207,2003,Urban regions,East,Satisfactory,0.33354,578,22127,0.31258,0.35349
208,208,2003,Urban regions,East,Poor,0.13934,237,22127,0.12882,0.15308
209,209,2003,Urban regions,East,Bad,0.04494,56,22127,0.03745,0.05079
210,210,2003,Rural regions,West,Very good,0.09278,384,22127,0.08412,0.10125
211,211,2003,Rural regions,West,Good,0.39861,1617,22127,0.38321,0.41364
212,212,2003,Rural regions,West,Satisfactory,0.34211,1278,22127,0.33089,0.35314
213,213,2003,Rural regions,West,Poor,0.13104,446,22127,0.12323,0.13911
214,214,2003,Rural regions,West,Bad,0.03547,122,22127,0.03103,0.03991
215,215,2003,Rural regions,East,Very good,0.06423,249,22127,0.05744,0.07141
216,216,2003,Rural regions,East,Good,0.38166,1475,22127,0.36867,0.39653
217,217,2003,Rural regions,East,Satisfactory,0.35955,1225,22127,0.34517,0.37273
218,218,2003,Rural regions,East,Poor,0.1404,477,22127,0.13325,0.14794
219,219,2003,Rural regions,East,Bad,0.05416,146,22127,0.04858,0.05992
220,220,2004,Urban regions,West,Very good,0.10382,1409,21571,0.0997,0.10803
221,221,2004,Urban regions,West,Good,0.37913,5254,21571,0.3709,0.38751
222,222,2004,Urban regions,West,Satisfactory,0.31144,3758,21571,0.3049,0.32031
223,223,2004,Urban regions,West,Poor,0.15474,1654,21571,0.14918,0.15978
224,224,2004,Urban regions,West,Bad,0.05086,493,21571,0.04808,0.0547
225,225,2004,Urban regions,East,Very good,0.08308,148,21571,0.07214,0.09333
226,226,2004,Urban regions,East,Good,0.38518,712,21571,0.36152,0.40911
227,227,2004,Urban regions,East,Satisfactory,0.32946,591,21571,0.31068,0.34922
228,228,2004,Urban regions,East,Poor,0.15884,246,21571,0.147,0.17511
229,229,2004,Urban regions,East,Bad,0.04344,59,21571,0.03673,0.05083
230,230,2004,Rural regions,West,Very good,0.1075,414,21571,0.09876,0.11683
231,231,2004,Rural regions,West,Good,0.38503,1556,21571,0.36733,0.40172
232,232,2004,Rural regions,West,Satisfactory,0.33549,1245,21571,0.32028,0.34829
233,233,2004,Rural regions,West,Poor,0.13825,466,21571,0.12891,0.14717
234,234,2004,Rural regions,West,Bad,0.03373,113,21571,0.02938,0.03803
235,235,2004,Rural regions,East,Very good,0.05942,226,21571,0.05211,0.06807
236,236,2004,Rural regions,East,Good,0.37882,1430,21571,0.36482,0.39551
237,237,2004,Rural regions,East,Satisfactory,0.35408,1191,21571,0.33791,0.36842
238,238,2004,Rural regions,East,Poor,0.1573,466,21571,0.14928,0.16614
239,239,2004,Rural regions,East,Bad,0.05039,140,21571,0.04574,0.05485
240,240,2005,Urban regions,West,Very good,0.09004,1185,20628,0.086,0.09562
241,241,2005,Urban regions,West,Good,0.37383,4876,20628,0.36467,0.38367
242,242,2005,Urban regions,West,Satisfactory,0.33465,3845,20628,0.32673,0.34174
243,243,2005,Urban regions,West,Poor,0.15425,1652,20628,0.14867,0.15946
244,244,2005,Urban regions,West,Bad,0.04723,457,20628,0.04445,0.05048
245,245,2005,Urban regions,East,Very good,0.06552,138,20628,0.05628,0.07641
246,246,2005,Urban regions,East,Good,0.40159,691,20628,0.37501,0.42831
247,247,2005,Urban regions,East,Satisfactory,0.33109,576,20628,0.31401,0.34816
248,248,2005,Urban regions,East,Poor,0.15378,232,20628,0.13909,0.16784
249,249,2005,Urban regions,East,Bad,0.04802,64,20628,0.04072,0.05654
250,250,2005,Rural regions,West,Very good,0.1013,375,20628,0.09234,0.1108
251,251,2005,Rural regions,West,Good,0.38446,1439,20628,0.36851,0.40245
252,252,2005,Rural regions,West,Satisfactory,0.33392,1186,20628,0.32132,0.34937
253,253,2005,Rural regions,West,Poor,0.14422,474,20628,0.1344,0.15358
254,254,2005,Rural regions,West,Bad,0.0361,128,20628,0.03264,0.04039
255,255,2005,Rural regions,East,Very good,0.07259,247,20628,0.06408,0.08124
256,256,2005,Rural regions,East,Good,0.36917,1299,20628,0.35039,0.38848
257,257,2005,Rural regions,East,Satisfactory,0.34636,1157,20628,0.33016,0.35887
258,258,2005,Rural regions,East,Poor,0.16342,476,20628,0.1527,0.17547
259,259,2005,Rural regions,East,Bad,0.04845,131,20628,0.04357,0.05355
260,260,2006,Urban regions,West,Very good,0.09812,1297,22235,0.09353,0.10314
261,261,2006,Urban regions,West,Good,0.37905,5205,22235,0.3714,0.38725
262,262,2006,Urban regions,West,Satisfactory,0.3355,4148,22235,0.32846,0.34449
263,263,2006,Urban regions,West,Poor,0.14149,1687,22235,0.13686,0.14587
264,264,2006,Urban regions,West,Bad,0.04584,496,22235,0.04327,0.04857
265,265,2006,Urban regions,East,Very good,0.07687,128,22235,0.06614,0.08955
266,266,2006,Urban regions,East,Good,0.38817,740,22235,0.36491,0.41435
267,267,2006,Urban regions,East,Satisfactory,0.32494,580,22235,0.30276,0.34613
268,268,2006,Urban regions,East,Poor,0.15158,248,22235,0.13661,0.16493
269,269,2006,Urban regions,East,Bad,0.05844,74,22235,0.04869,0.06722
270,270,2006,Rural regions,West,Very good,0.09234,395,22235,0.08542,0.09943
271,271,2006,Rural regions,West,Good,0.38092,1582,22235,0.36783,0.39654
272,272,2006,Rural regions,West,Satisfactory,0.33818,1374,22235,0.3245,0.35156
273,273,2006,Rural regions,West,Poor,0.13993,527,22235,0.13109,0.14764
274,274,2006,Rural regions,West,Bad,0.04863,167,22235,0.04337,0.05364
275,275,2006,Rural regions,East,Very good,0.08655,294,22235,0.07809,0.09737
276,276,2006,Rural regions,East,Good,0.3715,1445,22235,0.35525,0.38991
277,277,2006,Rural regions,East,Satisfactory,0.33618,1202,22235,0.32248,0.3499
278,278,2006,Rural regions,East,Poor,0.15198,489,22235,0.1425,0.16221
279,279,2006,Rural regions,East,Bad,0.05378,157,22235,0.04799,0.05935
280,280,2007,Urban regions,West,Very good,0.08996,1117,20798,0.08506,0.09556
281,281,2007,Urban regions,West,Good,0.38094,4926,20798,0.3723,0.38816
282,282,2007,Urban regions,West,Satisfactory,0.33598,3801,20798,0.32668,0.34427
283,283,2007,Urban regions,West,Poor,0.14931,1643,20798,0.14448,0.15581
284,284,2007,Urban regions,West,Bad,0.04381,449,20798,0.04133,0.04635
285,285,2007,Urban regions,East,Very good,0.07811,136,20798,0.06808,0.09014
286,286,2007,Urban regions,East,Good,0.40894,691,20798,0.3822,0.43924
287,287,2007,Urban regions,East,Satisfactory,0.33124,582,20798,0.31092,0.35498
288,288,2007,Urban regions,East,Poor,0.12561,211,20798,0.11556,0.13978
289,289,2007,Urban regions,East,Bad,0.05611,69,20798,0.04382,0.06931
290,290,2007,Rural regions,West,Very good,0.08991,371,20798,0.08319,0.09771
291,291,2007,Rural regions,West,Good,0.3742,1468,20798,0.3581,0.38926
292,292,2007,Rural regions,West,Satisfactory,0.35331,1298,20798,0.33984,0.37035
293,293,2007,Rural regions,West,Poor,0.14785,520,20798,0.13958,0.15522
294,294,2007,Rural regions,West,Bad,0.03473,130,20798,0.03138,0.03867
295,295,2007,Rural regions,East,Very good,0.07773,249,20798,0.06912,0.089
296,296,2007,Rural regions,East,Good,0.38304,1346,20798,0.36468,0.40091
297,297,2007,Rural regions,East,Satisfactory,0.33546,1188,20798,0.32061,0.35205
298,298,2007,Rural regions,East,Poor,0.16115,473,20798,0.14893,0.17285
299,299,2007,Rural regions,East,Bad,0.04262,130,20798,0.03795,0.04706
300,300,2008,Urban regions,West,Very good,0.09485,1103,19542,0.0896,0.10006
301,301,2008,Urban regions,West,Good,0.38117,4532,19542,0.37165,0.39011
302,302,2008,Urban regions,West,Satisfactory,0.33137,3538,19542,0.323,0.33973
303,303,2008,Urban regions,West,Poor,0.15083,1605,19542,0.14564,0.15632
304,304,2008,Urban regions,West,Bad,0.04178,411,19542,0.03867,0.0448
305,305,2008,Urban regions,East,Very good,0.09196,137,19542,0.07721,0.10619
306,306,2008,Urban regions,East,Good,0.4036,651,19542,0.3767,0.43202
307,307,2008,Urban regions,East,Satisfactory,0.30803,548,19542,0.28439,0.3287
308,308,2008,Urban regions,East,Poor,0.15564,239,19542,0.14172,0.16692
309,309,2008,Urban regions,East,Bad,0.04077,52,19542,0.03114,0.05367
310,310,2008,Rural regions,West,Very good,0.09337,322,19542,0.08483,0.10358
311,311,2008,Rural regions,West,Good,0.38327,1405,19542,0.36807,0.40181
312,312,2008,Rural regions,West,Satisfactory,0.34529,1205,19542,0.33141,0.35789
313,313,2008,Rural regions,West,Poor,0.13886,484,19542,0.1291,0.14952
314,314,2008,Rural regions,West,Bad,0.03921,134,19542,0.03488,0.04341
315,315,2008,Rural regions,East,Very good,0.07749,233,19542,0.06816,0.089
316,316,2008,Rural regions,East,Good,0.37643,1247,19542,0.35643,0.39408
317,317,2008,Rural regions,East,Satisfactory,0.34744,1114,19542,0.33028,0.36655
318,318,2008,Rural regions,East,Poor,0.1554,450,19542,0.14275,0.16828
319,319,2008,Rural regions,East,Bad,0.04323,132,19542,0.03767,0.04922
320,320,2009,Urban regions,West,Very good,0.09427,974,18212,0.08876,0.10003
321,321,2009,Urban regions,West,Good,0.36853,4077,18212,0.35941,0.3793
322,322,2009,Urban regions,West,Satisfactory,0.34918,3415,18212,0.33957,0.3592
323,323,2009,Urban regions,West,Poor,0.14757,1430,18212,0.14131,0.15466
324,324,2009,Urban regions,West,Bad,0.04046,388,18212,0.03748,0.04358
325,325,2009,Urban regions,East,Very good,0.06096,107,18212,0.05136,0.07076
326,326,2009,Urban regions,East,Good,0.41908,635,18212,0.38571,0.45592
327,327,2009,Urban regions,East,Satisfactory,0.30728,504,18212,0.28357,0.33238
328,328,2009,Urban regions,East,Poor,0.15803,227,18212,0.14002,0.18106
329,329,2009,Urban regions,East,Bad,0.05465,65,18212,0.04236,0.07192
330,330,2009,Rural regions,West,Very good,0.0825,297,18212,0.07308,0.09289
331,331,2009,Rural regions,West,Good,0.37529,1281,18212,0.355,0.39474
332,332,2009,Rural regions,West,Satisfactory,0.3659,1226,18212,0.34624,0.38225
333,333,2009,Rural regions,West,Poor,0.13437,440,18212,0.12432,0.14332
334,334,2009,Rural regions,West,Bad,0.04194,121,18212,0.0355,0.04746
335,335,2009,Rural regions,East,Very good,0.06928,182,18212,0.05948,0.08071
336,336,2009,Rural regions,East,Good,0.36198,1153,18212,0.34022,0.38227
337,337,2009,Rural regions,East,Satisfactory,0.36829,1117,18212,0.34854,0.38845
338,338,2009,Rural regions,East,Poor,0.15958,456,18212,0.14658,0.17137
339,339,2009,Rural regions,East,Bad,0.04087,117,18212,0.03581,0.04766
340,340,2010,Urban regions,West,Very good,0.10504,1837,24306,0.09825,0.11198
341,341,2010,Urban regions,West,Good,0.37019,5673,24306,0.36018,0.38056
342,342,2010,Urban regions,West,Satisfactory,0.32824,4159,24306,0.31856,0.33921
343,343,2010,Urban regions,West,Poor,0.1516,1813,24306,0.14518,0.15982
344,344,2010,Urban regions,West,Bad,0.04493,454,24306,0.04164,0.04883
345,345,2010,Urban regions,East,Very good,0.09991,223,24306,0.0831,0.12064
346,346,2010,Urban regions,East,Good,0.3839,776,24306,0.34941,0.4169
347,347,2010,Urban regions,East,Satisfactory,0.31003,560,24306,0.28172,0.33682
348,348,2010,Urban regions,East,Poor,0.15905,265,24306,0.14608,0.17632
349,349,2010,Urban regions,East,Bad,0.04711,80,24306,0.03956,0.05588
