"m11126","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gut","1996","Hauptschule","1 Einkommensschwächstes Quintil","754","0.283170113573564","0.264789417745943","0.301550809401186"
"Gut","1996","Hauptschule","2","581","0.281124267787901","0.260566801203877","0.301681734371925"
"Gut","1996","Hauptschule","3","345","0.306945950191205","0.278171699608952","0.335720200773457"
"Gut","1996","Hauptschule","4","210","0.347832356755555","0.309498249120368","0.386166464390741"
"Gut","1996","Hauptschule","5 Einkommensstärkstes Quintil","70","0.382670830170599","0.315974170204263","0.449367490136935"
"Gut","1996","Realschule","1 Einkommensschwächstes Quintil","476","0.455848548285623","0.424808661444612","0.486888435126634"
"Gut","1996","Realschule","2","406","0.422980982924582","0.390882620290872","0.455079345558292"
"Gut","1996","Realschule","3","299","0.483301803812401","0.443678091059129","0.522925516565673"
"Gut","1996","Realschule","4","183","0.420908372506328","0.372034980391492","0.469781764621164"
"Gut","1996","Realschule","5 Einkommensstärkstes Quintil","98","0.42739413251532","0.360485736544803","0.494302528485836"
"Gut","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","163","0.501046805513423","0.447344240839649","0.554749370187197"
"Gut","1996","(Fach-)Abitur","2","153","0.495557392065811","0.437510560180352","0.55360422395127"
"Gut","1996","(Fach-)Abitur","3","109","0.496206401415969","0.428743600669537","0.563669202162401"
"Gut","1996","(Fach-)Abitur","4","63","0.484345077325601","0.398437109866162","0.570253044785041"
"Gut","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","34","0.484565720294226","0.367491287046708","0.601640153541743"
"Gut","1996","AkademikerIn","1 Einkommensschwächstes Quintil","126","0.412283552560865","0.356111665987101","0.468455439134628"
"Gut","1996","AkademikerIn","2","206","0.425196159760596","0.38045408008273","0.469938239438463"
"Gut","1996","AkademikerIn","3","161","0.430103198176089","0.378960776763559","0.481245619588619"
"Gut","1996","AkademikerIn","4","171","0.525060101917564","0.471505265853814","0.578614937981314"
"Gut","1996","AkademikerIn","5 Einkommensstärkstes Quintil","170","0.5574556894561","0.501622189049254","0.613289189862946"
"Zufriedenstellend","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","125","0.292350072369095","0.248536490771009","0.336163653967181"
"Zufriedenstellend","1996","(noch) kein Abschluss","2","74","0.238067295034216","0.185793241623101","0.29034134844533"
"Zufriedenstellend","1996","(noch) kein Abschluss","3","18","","",""
"Zufriedenstellend","1996","(noch) kein Abschluss","4","11","","",""
"Zufriedenstellend","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"Zufriedenstellend","1996","Hauptschule","1 Einkommensschwächstes Quintil","842","0.389526409937658","0.369631953251586","0.40942086662373"
"Zufriedenstellend","1996","Hauptschule","2","744","0.420506551664156","0.397932778257034","0.443080325071278"
"Zufriedenstellend","1996","Hauptschule","3","407","0.437637106844456","0.40668751599108","0.468586697697832"
"Zufriedenstellend","1996","Hauptschule","4","201","0.362342701977091","0.323654889788494","0.401030514165688"
"Zufriedenstellend","1996","Hauptschule","5 Einkommensstärkstes Quintil","83","0.41280819331881","0.345247024382733","0.480369362254888"
"Zufriedenstellend","1996","Realschule","1 Einkommensschwächstes Quintil","300","0.309137313202496","0.280335387359397","0.337939239045594"
"Zufriedenstellend","1996","Realschule","2","310","0.345440437987165","0.314545411743915","0.376335464230415"
"Zufriedenstellend","1996","Realschule","3","174","0.321907481002906","0.284861807291261","0.358953154714551"
"Zufriedenstellend","1996","Realschule","4","120","0.353529113029864","0.306203948205953","0.400854277853775"
"Zufriedenstellend","1996","Realschule","5 Einkommensstärkstes Quintil","57","0.310496306207072","0.247916392319211","0.373076220094933"
"Zufriedenstellend","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","69","0.189185731932229","0.147119767017643","0.231251696846815"
"Zufriedenstellend","1996","(Fach-)Abitur","2","72","0.27139646637401","0.219769882117384","0.323023050630635"
"Zufriedenstellend","1996","(Fach-)Abitur","3","48","0.211470980393335","0.156372313254488","0.266569647532181"
"Zufriedenstellend","1996","(Fach-)Abitur","4","34","0.318937497435901","0.238820864131201","0.399054130740601"
"Zufriedenstellend","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","16","","",""
"Zufriedenstellend","1996","AkademikerIn","1 Einkommensschwächstes Quintil","105","0.328405827300485","0.274814320256453","0.381997334344517"
"Zufriedenstellend","1996","AkademikerIn","2","164","0.365599017700646","0.32201310916671","0.409184926234582"
"Zufriedenstellend","1996","AkademikerIn","3","122","0.357516189031332","0.308008142407135","0.407024235655529"
"Zufriedenstellend","1996","AkademikerIn","4","90","0.251476262604376","0.204947002671288","0.298005522537465"
"Zufriedenstellend","1996","AkademikerIn","5 Einkommensstärkstes Quintil","71","0.243476908129285","0.195232022335079","0.291721793923491"
"Weniger gut","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","75","0.164669669116044","0.128943713664203","0.200395624567885"
"Weniger gut","1996","(noch) kein Abschluss","2","28","","",""
"Weniger gut","1996","(noch) kein Abschluss","3","9","","",""
"Weniger gut","1996","(noch) kein Abschluss","4","11","","",""
"Weniger gut","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Weniger gut","1996","Hauptschule","1 Einkommensschwächstes Quintil","411","0.202170719665567","0.185785800515365","0.218555638815769"
"Weniger gut","1996","Hauptschule","2","295","0.184055205468064","0.166333808533432","0.201776602402696"
"Weniger gut","1996","Hauptschule","3","150","0.168064329462477","0.144736616594144","0.191392042330811"
"Weniger gut","1996","Hauptschule","4","101","0.17579695713186","0.145160148211343","0.206433766052376"
"Weniger gut","1996","Hauptschule","5 Einkommensstärkstes Quintil","23","","",""
"Weniger gut","1996","Realschule","1 Einkommensschwächstes Quintil","87","0.0992616721552586","0.0806262146072252","0.117897129703292"
"Weniger gut","1996","Realschule","2","87","0.125896810195383","0.10434339422162","0.147450226169147"
"Weniger gut","1996","Realschule","3","52","0.0749397354137101","0.0540627120684457","0.0958167587589745"
"Weniger gut","1996","Realschule","4","35","0.115178800636892","0.0835764714136716","0.146781129860112"
"Weniger gut","1996","Realschule","5 Einkommensstärkstes Quintil","26","","",""
"Weniger gut","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","33","0.104565506441498","0.0717002438274854","0.137430769055511"
"Weniger gut","1996","(Fach-)Abitur","2","17","","",""
"Weniger gut","1996","(Fach-)Abitur","3","13","","",""
"Weniger gut","1996","(Fach-)Abitur","4","6","","",""
"Weniger gut","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","6","","",""
"Weniger gut","1996","AkademikerIn","1 Einkommensschwächstes Quintil","24","","",""
"Weniger gut","1996","AkademikerIn","2","52","0.104699851392582","0.0769909676450097","0.132408735140153"
"Weniger gut","1996","AkademikerIn","3","37","0.100588889454117","0.0695181941971588","0.131659584711076"
"Weniger gut","1996","AkademikerIn","4","38","0.120676968427309","0.0857419257885584","0.155612011066059"
"Weniger gut","1996","AkademikerIn","5 Einkommensstärkstes Quintil","32","0.102908394188678","0.0687533307441824","0.137063457633173"
"Schlecht","1996","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","24","","",""
"Schlecht","1996","(noch) kein Abschluss","2","11","","",""
"Schlecht","1996","(noch) kein Abschluss","3","2","","",""
"Schlecht","1996","(noch) kein Abschluss","4","4","","",""
"Schlecht","1996","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Schlecht","1996","Hauptschule","1 Einkommensschwächstes Quintil","138","0.0768183562791512","0.0659539430900102","0.0876827694682922"
"Schlecht","1996","Hauptschule","2","94","0.0630161351424068","0.051904308662611","0.0741279616222026"
"Schlecht","1996","Hauptschule","3","29","","",""
"Schlecht","1996","Hauptschule","4","23","","",""
"Schlecht","1996","Hauptschule","5 Einkommensstärkstes Quintil","5","","",""
"Schlecht","1996","Realschule","1 Einkommensschwächstes Quintil","14","","",""
"Schlecht","1996","Realschule","2","12","","",""
"Schlecht","1996","Realschule","3","15","","",""
"Schlecht","1996","Realschule","4","11","","",""
"Schlecht","1996","Realschule","5 Einkommensstärkstes Quintil","5","","",""
"Schlecht","1996","(Fach-)Abitur","1 Einkommensschwächstes Quintil","12","","",""
"Schlecht","1996","(Fach-)Abitur","2","6","","",""
"Schlecht","1996","(Fach-)Abitur","3","3","","",""
"Schlecht","1996","(Fach-)Abitur","4","1","","",""
"Schlecht","1996","(Fach-)Abitur","5 Einkommensstärkstes Quintil","2","","",""
"Schlecht","1996","AkademikerIn","1 Einkommensschwächstes Quintil","15","","",""
"Schlecht","1996","AkademikerIn","2","9","","",""
"Schlecht","1996","AkademikerIn","3","5","","",""
"Schlecht","1996","AkademikerIn","4","2","","",""
"Schlecht","1996","AkademikerIn","5 Einkommensstärkstes Quintil","3","","",""
"Sehr gut","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","56","0.151139422473003","0.116760906529256","0.185517938416751"
"Sehr gut","1997","(noch) kein Abschluss","2","33","0.194724540788471","0.142751486968418","0.246697594608523"
"Sehr gut","1997","(noch) kein Abschluss","3","24","","",""
"Sehr gut","1997","(noch) kein Abschluss","4","13","","",""
"Sehr gut","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","6","","",""
"Sehr gut","1997","Hauptschule","1 Einkommensschwächstes Quintil","129","0.0569045838239484","0.0470688264100928","0.0667403412378039"
"Sehr gut","1997","Hauptschule","2","117","0.0493919178980234","0.0394614449063188","0.0593223908897281"
"Sehr gut","1997","Hauptschule","3","79","0.0637544136044724","0.0488340468645273","0.0786747803444176"
"Sehr gut","1997","Hauptschule","4","48","0.0635634811251994","0.0434818229941893","0.0836451392562094"
"Sehr gut","1997","Hauptschule","5 Einkommensstärkstes Quintil","12","","",""
"Sehr gut","1997","Realschule","1 Einkommensschwächstes Quintil","95","0.0946185995205518","0.0759377644278283","0.113299434613275"
"Sehr gut","1997","Realschule","2","94","0.0788222047058755","0.0616782502484313","0.0959661591633198"
"Sehr gut","1997","Realschule","3","59","0.116126454319153","0.0897560242664749","0.142496884371831"
"Sehr gut","1997","Realschule","4","42","0.0844594895868373","0.0577055925284616","0.111213386645213"
"Sehr gut","1997","Realschule","5 Einkommensstärkstes Quintil","17","","",""
"Sehr gut","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","38","0.127692880724279","0.0907780128957797","0.164607748552779"
"Sehr gut","1997","(Fach-)Abitur","2","26","","",""
"Sehr gut","1997","(Fach-)Abitur","3","40","0.196124376790113","0.143049489693365","0.249199263886861"
"Sehr gut","1997","(Fach-)Abitur","4","25","","",""
"Sehr gut","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","15","","",""
"Sehr gut","1997","AkademikerIn","1 Einkommensschwächstes Quintil","15","","",""
"Sehr gut","1997","AkademikerIn","2","32","0.0862997845312165","0.0596655099404683","0.112934059121965"
"Sehr gut","1997","AkademikerIn","3","28","","",""
"Sehr gut","1997","AkademikerIn","4","33","0.0934248200061303","0.0634036552855475","0.123445984726713"
"Sehr gut","1997","AkademikerIn","5 Einkommensstärkstes Quintil","35","0.12058285724043","0.0840369775542359","0.157128736926625"
"Gut","1997","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","161","0.399117897579989","0.352114927729304","0.446120867430673"
"Gut","1997","(noch) kein Abschluss","2","84","0.396721149382826","0.332511930535537","0.460930368230115"
"Gut","1997","(noch) kein Abschluss","3","53","0.37873926997866","0.289695654498051","0.467782885459269"
"Gut","1997","(noch) kein Abschluss","4","24","","",""
"Gut","1997","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","12","","",""
"Gut","1997","Hauptschule","1 Einkommensschwächstes Quintil","749","0.286246079587737","0.267054956400599","0.305437202774875"
"Gut","1997","Hauptschule","2","589","0.282793574891837","0.262154126173745","0.30343302360993"
"Gut","1997","Hauptschule","3","375","0.322782148637972","0.294229366505381","0.351334930770563"
"Gut","1997","Hauptschule","4","214","0.332509509465785","0.293731890568303","0.371287128363266"
"Gut","1997","Hauptschule","5 Einkommensstärkstes Quintil","88","0.433931986595341","0.366252100256771","0.501611872933911"
"Gut","1997","Realschule","1 Einkommensschwächstes Quintil","453","0.44548923175468","0.413766845982744","0.477211617526615"
"Gut","1997","Realschule","2","459","0.440176410787279","0.408593368311677","0.471759453262881"
"Gut","1997","Realschule","3","286","0.483834302856283","0.442700443477632","0.524968162234934"
"Gut","1997","Realschule","4","202","0.45062679069933","0.402756475728164","0.498497105670497"
"Gut","1997","Realschule","5 Einkommensstärkstes Quintil","105","0.464795069317196","0.395844021338282","0.53374611729611"
"Gut","1997","(Fach-)Abitur","1 Einkommensschwächstes Quintil","157","0.496600614090664","0.441298308995096","0.551902919186232"
"Gut","1997","(Fach-)Abitur","2","149","0.508303567949129","0.448891626205835","0.567715509692423"
"Gut","1997","(Fach-)Abitur","3","118","0.521271071906641","0.454497361564033","0.588044782249249"
"Gut","1997","(Fach-)Abitur","4","77","0.467968247712537","0.387030962627978","0.548905532797096"
"Gut","1997","(Fach-)Abitur","5 Einkommensstärkstes Quintil","29","","",""
"Gut","1997","AkademikerIn","1 Einkommensschwächstes Quintil","157","0.506790063217761","0.450955556045678","0.562624570389844"
