year,migback,sex,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,male,Poor,0.09566,546,5187,0.08765,0.10366
1999,No migration background,male,Bad,0.03119,169,5187,0.02646,0.03592
1999,No migration background,female,Very good,0.07000,471,5658,0.06335,0.07664
1999,No migration background,female,Good,0.29873,2222,5658,0.28680,0.31065
1999,No migration background,female,Satisfactory,0.29476,1942,5658,0.28288,0.30665
1999,No migration background,female,Poor,0.13769,794,5658,0.12871,0.14667
1999,No migration background,female,Bad,0.04525,229,5658,0.03983,0.05067
1999,Direct migration background,male,Very good,0.10508,125,1104,0.08699,0.12318
1999,Direct migration background,male,Good,0.38406,464,1104,0.35536,0.41276
1999,Direct migration background,male,Satisfactory,0.27618,315,1104,0.24979,0.30257
1999,Direct migration background,male,Poor,0.13664,155,1104,0.11637,0.15691
1999,Direct migration background,male,Bad,0.03869,45,1104,0.02731,0.05007
1999,Direct migration background,female,Very good,0.07486,85,1093,0.05925,0.09047
1999,Direct migration background,female,Good,0.36285,438,1093,0.33433,0.39137
1999,Direct migration background,female,Satisfactory,0.31233,345,1093,0.28484,0.33982
1999,Direct migration background,female,Poor,0.16644,182,1093,0.14434,0.18853
1999,Direct migration background,female,Bad,0.03608,43,1093,0.02502,0.04714
1999,Indirect migration background,male,Very good,0.13545,100,291,0.09607,0.17484
1999,Indirect migration background,male,Good,0.17620,140,291,0.13235,0.22005
1999,Indirect migration background,male,Satisfactory,0.08384,51,291,0.05194,0.11574
1999,Indirect migration background,female,Very good,0.08326,69,274,0.05049,0.11604
1999,Indirect migration background,female,Good,0.18438,145,274,0.13838,0.23038
1999,Indirect migration background,female,Satisfactory,0.08632,60,274,0.05300,0.11963
2000,No migration background,male,Very good,0.09164,1024,9537,0.08585,0.09743
2000,No migration background,male,Good,0.33965,4054,9537,0.33014,0.34915
2000,No migration background,male,Satisfactory,0.27497,3090,9537,0.26601,0.28393
2000,No migration background,male,Poor,0.09713,1074,9537,0.09118,0.10307
2000,No migration background,male,Bad,0.02828,295,9537,0.02495,0.03160
2000,No migration background,female,Very good,0.08262,1052,10410,0.07733,0.08791
2000,No migration background,female,Good,0.30101,4006,10410,0.29220,0.30982
2000,No migration background,female,Satisfactory,0.30178,3531,10410,0.29296,0.31060
2000,No migration background,female,Poor,0.12715,1411,10410,0.12075,0.13356
2000,No migration background,female,Bad,0.03975,410,10410,0.03600,0.04351
2000,Direct migration background,male,Very good,0.13089,215,1621,0.11446,0.14731
2000,Direct migration background,male,Good,0.35733,652,1621,0.33400,0.38067
2000,Direct migration background,male,Satisfactory,0.28408,492,1621,0.26211,0.30604
2000,Direct migration background,male,Poor,0.10990,198,1621,0.09467,0.12513
2000,Direct migration background,male,Bad,0.03455,64,1621,0.02566,0.04345
2000,Direct migration background,female,Very good,0.09209,161,1681,0.07826,0.10592
2000,Direct migration background,female,Good,0.34218,652,1681,0.31950,0.36487
2000,Direct migration background,female,Satisfactory,0.30096,538,1681,0.27903,0.32290
2000,Direct migration background,female,Poor,0.14187,262,1681,0.12519,0.15856
2000,Direct migration background,female,Bad,0.04153,68,1681,0.03199,0.05107
2000,Indirect migration background,male,Very good,0.11327,129,382,0.08145,0.14510
2000,Indirect migration background,male,Good,0.17660,184,382,0.13831,0.21489
2000,Indirect migration background,male,Satisfactory,0.08444,69,382,0.05652,0.11236
2000,Indirect migration background,female,Very good,0.08676,92,383,0.05853,0.11498
2000,Indirect migration background,female,Good,0.18831,204,383,0.14911,0.22752
2000,Indirect migration background,female,Satisfactory,0.09066,87,383,0.06186,0.11945
2001,No migration background,male,Very good,0.09371,951,8706,0.08759,0.09983
2001,No migration background,male,Good,0.33072,3602,8706,0.32083,0.34060
2001,No migration background,male,Satisfactory,0.28154,2882,8706,0.27209,0.29099
2001,No migration background,male,Poor,0.10018,981,8706,0.09388,0.10649
2001,No migration background,male,Bad,0.02843,290,8706,0.02494,0.03192
2001,No migration background,female,Very good,0.07826,932,9509,0.07286,0.08366
2001,No migration background,female,Good,0.30691,3682,9509,0.29764,0.31618
2001,No migration background,female,Satisfactory,0.29837,3211,9509,0.28918,0.30757
2001,No migration background,female,Poor,0.13207,1322,9509,0.12527,0.13888
2001,No migration background,female,Bad,0.04023,362,9509,0.03628,0.04418
2001,Direct migration background,male,Very good,0.13844,192,1428,0.12052,0.15636
2001,Direct migration background,male,Good,0.38143,584,1428,0.35622,0.40663
2001,Direct migration background,male,Satisfactory,0.25250,397,1428,0.22996,0.27504
2001,Direct migration background,male,Poor,0.13312,201,1428,0.11550,0.15075
2001,Direct migration background,male,Bad,0.03306,54,1428,0.02378,0.04233
2001,Direct migration background,female,Very good,0.09946,150,1483,0.08422,0.11470
2001,Direct migration background,female,Good,0.34025,564,1483,0.31613,0.36438
2001,Direct migration background,female,Satisfactory,0.29710,492,1483,0.27384,0.32037
2001,Direct migration background,female,Poor,0.14901,218,1483,0.13088,0.16714
2001,Direct migration background,female,Bad,0.04140,59,1483,0.03126,0.05154
2001,Indirect migration background,male,Very good,0.11181,112,357,0.07907,0.14454
2001,Indirect migration background,male,Good,0.18129,183,357,0.14127,0.22131
2001,Indirect migration background,male,Satisfactory,0.07757,62,357,0.04978,0.10535
2001,Indirect migration background,female,Very good,0.07786,82,361,0.05018,0.10554
2001,Indirect migration background,female,Good,0.17120,185,361,0.13229,0.21011
2001,Indirect migration background,female,Satisfactory,0.10276,94,361,0.07139,0.13413
2002,No migration background,male,Very good,0.08111,962,9386,0.07559,0.08664
2002,No migration background,male,Good,0.33825,4034,9386,0.32868,0.34782
2002,No migration background,male,Satisfactory,0.28639,3085,9386,0.27725,0.29554
2002,No migration background,male,Poor,0.09962,1011,9386,0.09356,0.10568
2002,No migration background,male,Bad,0.03088,294,9386,0.02738,0.03438
2002,No migration background,female,Very good,0.06953,943,10038,0.06456,0.07451
2002,No migration background,female,Good,0.30644,3988,10038,0.29742,0.31546
2002,No migration background,female,Satisfactory,0.30771,3406,10038,0.29868,0.31674
2002,No migration background,female,Poor,0.13296,1357,10038,0.12631,0.13960
2002,No migration background,female,Bad,0.03905,344,10038,0.03526,0.04284
2002,Direct migration background,male,Very good,0.10721,151,1359,0.09076,0.12367
2002,Direct migration background,male,Good,0.36701,541,1359,0.34137,0.39264
2002,Direct migration background,male,Satisfactory,0.28889,407,1359,0.26478,0.31300
2002,Direct migration background,male,Poor,0.14206,203,1359,0.12349,0.16063
2002,Direct migration background,male,Bad,0.03912,57,1359,0.02881,0.04944
2002,Direct migration background,female,Very good,0.07683,116,1434,0.06304,0.09062
2002,Direct migration background,female,Good,0.32682,529,1434,0.30253,0.35110
2002,Direct migration background,female,Satisfactory,0.32360,462,1434,0.29937,0.34782
2002,Direct migration background,female,Poor,0.16649,269,1434,0.14720,0.18578
2002,Direct migration background,female,Bad,0.04965,58,1434,0.03840,0.06090
2002,Indirect migration background,male,Very good,0.08040,95,342,0.05154,0.10926
2002,Indirect migration background,male,Good,0.17657,180,342,0.13610,0.21704
2002,Indirect migration background,male,Satisfactory,0.09464,67,342,0.06357,0.12571
2002,Indirect migration background,female,Very good,0.06208,79,369,0.03742,0.08673
2002,Indirect migration background,female,Good,0.17570,190,369,0.13681,0.21458
2002,Indirect migration background,female,Satisfactory,0.11552,100,369,0.08286,0.14818
2003,No migration background,male,Very good,0.08042,944,9026,0.07481,0.08603
2003,No migration background,male,Good,0.35003,3900,9026,0.34019,0.35987
2003,No migration background,male,Satisfactory,0.27737,2890,9026,0.26814,0.28661
2003,No migration background,male,Poor,0.10092,1012,9026,0.09470,0.10713
2003,No migration background,male,Bad,0.03114,280,9026,0.02756,0.03472
2003,No migration background,female,Very good,0.06446,849,9712,0.05958,0.06934
2003,No migration background,female,Good,0.32283,3992,9712,0.31353,0.33213
2003,No migration background,female,Satisfactory,0.29034,3160,9712,0.28132,0.29937
2003,No migration background,female,Poor,0.13685,1356,9712,0.13001,0.14368
2003,No migration background,female,Bad,0.04162,355,9712,0.03765,0.04559
2003,Direct migration background,male,Very good,0.13524,156,1264,0.11638,0.15410
2003,Direct migration background,male,Good,0.35431,506,1264,0.32794,0.38069
2003,Direct migration background,male,Satisfactory,0.29267,370,1264,0.26757,0.31776
2003,Direct migration background,male,Poor,0.12484,175,1264,0.10661,0.14307
2003,Direct migration background,male,Bad,0.04346,57,1264,0.03222,0.05471
2003,Direct migration background,female,Very good,0.08027,121,1351,0.06578,0.09477
2003,Direct migration background,female,Good,0.32582,492,1351,0.30082,0.35082
2003,Direct migration background,female,Satisfactory,0.31453,446,1351,0.28976,0.33930
2003,Direct migration background,female,Poor,0.16918,232,1351,0.14918,0.18918
2003,Direct migration background,female,Bad,0.05204,60,1351,0.04019,0.06389
2003,Indirect migration background,male,Very good,0.08947,95,343,0.05922,0.11973
2003,Indirect migration background,male,Good,0.18798,183,343,0.14657,0.22938
2003,Indirect migration background,male,Satisfactory,0.07856,65,343,0.05005,0.10708
2003,Indirect migration background,female,Very good,0.07143,78,402,0.04622,0.09663
2003,Indirect migration background,female,Good,0.19451,198,402,0.15577,0.23325
2003,Indirect migration background,female,Satisfactory,0.09270,88,402,0.06431,0.12108
2003,Indirect migration background,female,Poor,0.04426,38,402,0.02413,0.06438
2004,No migration background,male,Very good,0.08452,907,8767,0.07869,0.09034
2004,No migration background,male,Good,0.33704,3740,8767,0.32714,0.34693
2004,No migration background,male,Satisfactory,0.27556,2809,8767,0.26621,0.28492
2004,No migration background,male,Poor,0.10786,993,8767,0.10137,0.11435
2004,No migration background,male,Bad,0.03747,318,8767,0.03349,0.04144
2004,No migration background,female,Very good,0.06882,833,9474,0.06373,0.07392
2004,No migration background,female,Good,0.30814,3837,9474,0.29884,0.31744
2004,No migration background,female,Satisfactory,0.28673,3044,9474,0.27762,0.29583
2004,No migration background,female,Poor,0.14899,1401,9474,0.14182,0.15616
2004,No migration background,female,Bad,0.04390,359,9474,0.03977,0.04802
2004,Direct migration background,male,Very good,0.13086,149,1216,0.11190,0.14982
2004,Direct migration background,male,Good,0.36345,484,1216,0.33640,0.39049
2004,Direct migration background,male,Satisfactory,0.27015,358,1216,0.24518,0.29512
2004,Direct migration background,male,Poor,0.15965,176,1216,0.13905,0.18025
2004,Direct migration background,male,Bad,0.04049,49,1216,0.02941,0.05157
2004,Direct migration background,female,Very good,0.09055,122,1317,0.07504,0.10605
2004,Direct migration background,female,Good,0.33632,486,1317,0.31080,0.36185
2004,Direct migration background,female,Satisfactory,0.29090,419,1317,0.26637,0.31544
2004,Direct migration background,female,Poor,0.17908,222,1317,0.15837,0.19980
2004,Direct migration background,female,Bad,0.05511,68,1317,0.04278,0.06744
2004,Indirect migration background,male,Very good,0.10659,106,369,0.07506,0.13812
2004,Indirect migration background,male,Good,0.20408,195,369,0.16291,0.24526
2004,Indirect migration background,male,Satisfactory,0.09166,68,369,0.06218,0.12114
2004,Indirect migration background,female,Very good,0.08329,80,377,0.05536,0.11121
2004,Indirect migration background,female,Good,0.20130,210,377,0.16077,0.24183
2004,Indirect migration background,female,Satisfactory,0.10188,87,377,0.07130,0.13245
2005,No migration background,male,Very good,0.07503,781,8353,0.06938,0.08068
2005,No migration background,male,Good,0.32978,3385,8353,0.31970,0.33987
2005,No migration background,male,Satisfactory,0.28873,2862,8353,0.27901,0.29845
2005,No migration background,male,Poor,0.11531,1031,8353,0.10846,0.12216
2005,No migration background,male,Bad,0.03463,294,8353,0.03071,0.03855
2005,No migration background,female,Very good,0.06913,794,9092,0.06391,0.07434
2005,No migration background,female,Good,0.31133,3629,9092,0.30181,0.32085
2005,No migration background,female,Satisfactory,0.28885,2943,9092,0.27953,0.29817
2005,No migration background,female,Poor,0.14657,1378,9092,0.13930,0.15384
2005,No migration background,female,Bad,0.04184,348,9092,0.03772,0.04596
2005,Direct migration background,male,Very good,0.09735,109,1112,0.07992,0.11478
2005,Direct migration background,male,Good,0.34723,420,1112,0.31924,0.37523
2005,Direct migration background,male,Satisfactory,0.28798,333,1112,0.26136,0.31461
2005,Direct migration background,male,Poor,0.17199,190,1112,0.14980,0.19418
2005,Direct migration background,male,Bad,0.05473,60,1112,0.04136,0.06811
2005,Direct migration background,female,Very good,0.07060,95,1248,0.05639,0.08482
2005,Direct migration background,female,Good,0.32624,456,1248,0.30022,0.35226
2005,Direct migration background,female,Satisfactory,0.35722,438,1248,0.33062,0.38381
2005,Direct migration background,female,Poor,0.15222,189,1248,0.13228,0.17216
2005,Direct migration background,female,Bad,0.05272,70,1248,0.04032,0.06512
2005,Indirect migration background,male,Very good,0.09492,92,381,0.06545,0.12439
2005,Indirect migration background,male,Good,0.21187,205,381,0.17078,0.25295
2005,Indirect migration background,male,Satisfactory,0.11258,84,381,0.08080,0.14435
2005,Indirect migration background,female,Very good,0.06996,74,419,0.04551,0.09442
2005,Indirect migration background,female,Good,0.23714,210,419,0.19637,0.27792
2005,Indirect migration background,female,Satisfactory,0.11798,104,419,0.08705,0.14890
2005,Indirect migration background,female,Poor,0.04427,31,419,0.02455,0.06399
2006,No migration background,male,Very good,0.08125,877,9099,0.07564,0.08686
2006,No migration background,male,Good,0.34114,3804,9099,0.33139,0.35088
2006,No migration background,male,Satisfactory,0.28564,3008,9099,0.27636,0.29492
2006,No migration background,male,Poor,0.10301,1074,9099,0.09676,0.10925
2006,No migration background,male,Bad,0.03758,336,9099,0.03367,0.04148
2006,No migration background,female,Very good,0.07133,844,9901,0.06626,0.07640
2006,No migration background,female,Good,0.30568,3864,9901,0.29660,0.31475
2006,No migration background,female,Satisfactory,0.30113,3339,9901,0.29209,0.31017
2006,No migration background,female,Poor,0.13987,1436,9901,0.13303,0.14670
2006,No migration background,female,Bad,0.04602,418,9901,0.04189,0.05015
2006,Direct migration background,male,Very good,0.11272,122,1107,0.09408,0.13136
2006,Direct migration background,male,Good,0.35352,417,1107,0.32535,0.38170
2006,Direct migration background,male,Satisfactory,0.30259,359,1107,0.27552,0.32966
2006,Direct migration background,male,Poor,0.14295,151,1107,0.12232,0.16358
2006,Direct migration background,male,Bad,0.05422,58,1107,0.04087,0.06757
2006,Direct migration background,female,Very good,0.08375,109,1277,0.06855,0.09895
2006,Direct migration background,female,Good,0.33066,450,1277,0.30485,0.35647
2006,Direct migration background,female,Satisfactory,0.31392,419,1277,0.28846,0.33939
2006,Direct migration background,female,Poor,0.18327,228,1277,0.16204,0.20450
2006,Direct migration background,female,Bad,0.04962,71,1277,0.03771,0.06154
2006,Indirect migration background,male,Very good,0.10109,87,378,0.07066,0.13152
2006,Indirect migration background,male,Good,0.24477,212,378,0.20137,0.28817
2006,Indirect migration background,male,Satisfactory,0.10516,79,378,0.07419,0.13613
2006,Indirect migration background,female,Very good,0.06730,75,439,0.04384,0.09076
2006,Indirect migration background,female,Good,0.22806,225,439,0.18877,0.26736
2006,Indirect migration background,female,Satisfactory,0.12446,100,439,0.09354,0.15537
2006,Indirect migration background,female,Poor,0.04684,39,439,0.02705,0.06662
2007,No migration background,male,Very good,0.07396,775,8542,0.06841,0.07951
2007,No migration background,male,Good,0.34321,3566,8542,0.33314,0.35328
2007,No migration background,male,Satisfactory,0.28631,2804,8542,0.27672,0.29590
2007,No migration background,male,Poor,0.11364,1094,8542,0.10691,0.12037
2007,No migration background,male,Bad,0.03309,303,8542,0.02929,0.03688
2007,No migration background,female,Very good,0.06801,772,9291,0.06289,0.07313
2007,No migration background,female,Good,0.31217,3630,9291,0.30275,0.32159
2007,No migration background,female,Satisfactory,0.30552,3174,9291,0.29616,0.31489
2007,No migration background,female,Poor,0.14280,1364,9291,0.13568,0.14991
2007,No migration background,female,Bad,0.03895,351,9291,0.03501,0.04288
2007,Direct migration background,male,Very good,0.09459,86,984,0.07629,0.11288
2007,Direct migration background,male,Good,0.36058,392,984,0.33056,0.39059
2007,Direct migration background,male,Satisfactory,0.30872,304,984,0.27984,0.33760
2007,Direct migration background,male,Poor,0.16040,153,984,0.13746,0.18334
2007,Direct migration background,male,Bad,0.05015,49,984,0.03651,0.06380
2007,Direct migration background,female,Very good,0.06920,80,1147,0.05451,0.08389
2007,Direct migration background,female,Good,0.32932,432,1147,0.30211,0.35653
2007,Direct migration background,female,Satisfactory,0.34404,393,1147,0.31653,0.37154
2007,Direct migration background,female,Poor,0.16809,181,1147,0.14644,0.18974
2007,Direct migration background,female,Bad,0.05934,61,1147,0.04566,0.07302
2007,Indirect migration background,male,Very good,0.09668,83,372,0.06661,0.12675
2007,Indirect migration background,male,Good,0.25417,204,372,0.20987,0.29848
2007,Indirect migration background,male,Satisfactory,0.11299,85,372,0.08078,0.14521
