,Unnamed: 0,year,age_gr,sex,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
33,33,1992,66 and older,female,Poor,0.28202,233,13202,0.26394,0.29915
34,34,1992,66 and older,female,Bad,0.12146,97,13202,0.11089,0.13287
35,35,1994,17-29 y.,male,Very good,0.23086,405,12763,0.21347,0.25224
36,36,1994,17-29 y.,male,Good,0.51907,856,12763,0.4946,0.53839
37,37,1994,17-29 y.,male,Satisfactory,0.2021,302,12763,0.18561,0.21902
38,38,1994,17-29 y.,male,Poor,0.04797,68,12763,0.04054,0.05596
39,39,1994,17-29 y.,female,Very good,0.18673,342,12763,0.17089,0.20542
40,40,1994,17-29 y.,female,Good,0.52552,877,12763,0.49655,0.55295
41,41,1994,17-29 y.,female,Satisfactory,0.22099,347,12763,0.20298,0.24095
42,42,1994,17-29 y.,female,Poor,0.06677,111,12763,0.05869,0.07639
43,43,1994,30-45 y.,male,Very good,0.11134,225,12763,0.09748,0.12442
44,44,1994,30-45 y.,male,Good,0.50838,1028,12763,0.48578,0.53444
45,45,1994,30-45 y.,male,Satisfactory,0.28766,571,12763,0.27188,0.30398
46,46,1994,30-45 y.,male,Poor,0.09262,175,12763,0.08414,0.1054
47,47,1994,30-45 y.,female,Very good,0.08972,193,12763,0.08079,0.09956
48,48,1994,30-45 y.,female,Good,0.45792,961,12763,0.4357,0.48009
49,49,1994,30-45 y.,female,Satisfactory,0.3178,660,12763,0.29919,0.33598
50,50,1994,30-45 y.,female,Poor,0.11264,258,12763,0.10209,0.12365
51,51,1994,30-45 y.,female,Bad,0.02192,41,12763,0.01755,0.0282
52,52,1994,46-65 y.,male,Very good,0.04636,87,12763,0.0404,0.05291
53,53,1994,46-65 y.,male,Good,0.34448,670,12763,0.32608,0.36401
54,54,1994,46-65 y.,male,Satisfactory,0.39273,776,12763,0.3749,0.4123
55,55,1994,46-65 y.,male,Poor,0.16827,331,12763,0.15655,0.18076
56,56,1994,46-65 y.,male,Bad,0.04816,102,12763,0.04134,0.05721
57,57,1994,46-65 y.,female,Very good,0.03779,65,12763,0.03067,0.0449
58,58,1994,46-65 y.,female,Good,0.27805,549,12763,0.26316,0.29286
59,59,1994,46-65 y.,female,Satisfactory,0.42114,783,12763,0.40244,0.44145
60,60,1994,46-65 y.,female,Poor,0.21769,428,12763,0.20353,0.22869
61,61,1994,46-65 y.,female,Bad,0.04533,90,12763,0.03787,0.05307
62,62,1994,66 and older,male,Good,0.21506,121,12763,0.19584,0.23364
63,63,1994,66 and older,male,Satisfactory,0.45432,247,12763,0.42402,0.4899
64,64,1994,66 and older,male,Poor,0.23356,129,12763,0.21246,0.25558
65,65,1994,66 and older,male,Bad,0.09706,57,12763,0.08387,0.11178
66,66,1994,66 and older,female,Good,0.16621,160,12763,0.15242,0.17729
67,67,1994,66 and older,female,Satisfactory,0.40952,384,12763,0.38854,0.43055
68,68,1994,66 and older,female,Poor,0.28903,250,12763,0.26853,0.31166
69,69,1994,66 and older,female,Bad,0.13524,114,12763,0.12488,0.14855
70,70,1995,17-29 y.,male,Very good,0.22487,390,13154,0.20581,0.24315
71,71,1995,17-29 y.,male,Good,0.54511,871,13154,0.51606,0.57124
72,72,1995,17-29 y.,male,Satisfactory,0.17829,279,13154,0.16207,0.1984
73,73,1995,17-29 y.,male,Poor,0.05174,79,13154,0.04344,0.05929
74,74,1995,17-29 y.,female,Very good,0.1738,314,13154,0.16019,0.19018
75,75,1995,17-29 y.,female,Good,0.55222,917,13154,0.526,0.58075
76,76,1995,17-29 y.,female,Satisfactory,0.2072,355,13154,0.19109,0.22431
77,77,1995,17-29 y.,female,Poor,0.06677,105,13154,0.05523,0.07772
78,78,1995,30-45 y.,male,Very good,0.10551,239,13154,0.09711,0.11567
79,79,1995,30-45 y.,male,Good,0.48979,1067,13154,0.46667,0.51283
80,80,1995,30-45 y.,male,Satisfactory,0.32498,663,13154,0.30806,0.34309
81,81,1995,30-45 y.,male,Poor,0.07971,161,13154,0.07011,0.09086
82,82,1995,30-45 y.,female,Very good,0.08116,205,13154,0.07399,0.08911
83,83,1995,30-45 y.,female,Good,0.47374,1072,13154,0.45419,0.49424
84,84,1995,30-45 y.,female,Satisfactory,0.32087,701,13154,0.30229,0.33843
85,85,1995,30-45 y.,female,Poor,0.1045,254,13154,0.09414,0.11573
86,86,1995,30-45 y.,female,Bad,0.01974,49,13154,0.0148,0.02482
87,87,1995,46-65 y.,male,Very good,0.03593,71,13154,0.02972,0.04244
88,88,1995,46-65 y.,male,Good,0.34333,695,13154,0.32573,0.36005
89,89,1995,46-65 y.,male,Satisfactory,0.40548,802,13154,0.38243,0.42712
90,90,1995,46-65 y.,male,Poor,0.1639,352,13154,0.14805,0.17645
91,91,1995,46-65 y.,male,Bad,0.05136,101,13154,0.04101,0.06115
92,92,1995,46-65 y.,female,Very good,0.02842,48,13154,0.02291,0.03408
93,93,1995,46-65 y.,female,Good,0.2882,548,13154,0.26976,0.30331
94,94,1995,46-65 y.,female,Satisfactory,0.40869,796,13154,0.38922,0.42872
95,95,1995,46-65 y.,female,Poor,0.22585,442,13154,0.21114,0.24082
96,96,1995,46-65 y.,female,Bad,0.04884,99,13154,0.04264,0.05596
97,97,1995,66 and older,male,Good,0.22226,130,13154,0.20332,0.24065
98,98,1995,66 and older,male,Satisfactory,0.43706,245,13154,0.40624,0.4645
99,99,1995,66 and older,male,Poor,0.25039,142,13154,0.22552,0.27317
100,100,1995,66 and older,male,Bad,0.09029,54,13154,0.07983,0.10252
101,101,1995,66 and older,female,Good,0.17079,159,13154,0.15605,0.18464
102,102,1995,66 and older,female,Satisfactory,0.41311,379,13154,0.38835,0.44
103,103,1995,66 and older,female,Poor,0.28519,254,13154,0.26811,0.30053
104,104,1995,66 and older,female,Bad,0.1309,116,13154,0.11648,0.1459
105,105,1996,17-29 y.,male,Very good,0.20922,357,12962,0.19066,0.23119
106,106,1996,17-29 y.,male,Good,0.54732,814,12962,0.52233,0.57464
107,107,1996,17-29 y.,male,Satisfactory,0.19344,279,12962,0.17457,0.20979
108,108,1996,17-29 y.,male,Poor,0.05002,74,12962,0.04204,0.05772
109,109,1996,17-29 y.,female,Very good,0.17577,309,12962,0.16075,0.19248
110,110,1996,17-29 y.,female,Good,0.53614,859,12962,0.50663,0.56521
111,111,1996,17-29 y.,female,Satisfactory,0.23259,360,12962,0.21836,0.2533
112,112,1996,17-29 y.,female,Poor,0.0555,83,12962,0.04855,0.06478
113,113,1996,30-45 y.,male,Very good,0.09055,215,12962,0.08217,0.09981
114,114,1996,30-45 y.,male,Good,0.52119,1115,12962,0.49621,0.54676
115,115,1996,30-45 y.,male,Satisfactory,0.29563,659,12962,0.27631,0.31222
116,116,1996,30-45 y.,male,Poor,0.07899,155,12962,0.0696,0.09039
117,117,1996,30-45 y.,male,Bad,0.01365,32,12962,0.0101,0.01835
118,118,1996,30-45 y.,female,Very good,0.12114,230,12962,0.10848,0.13645
119,119,1996,30-45 y.,female,Good,0.44585,1022,12962,0.42385,0.46787
120,120,1996,30-45 y.,female,Satisfactory,0.31764,714,12962,0.29877,0.33505
121,121,1996,30-45 y.,female,Poor,0.09516,243,12962,0.08507,0.10588
122,122,1996,30-45 y.,female,Bad,0.0202,40,12962,0.01622,0.02399
123,123,1996,46-65 y.,male,Very good,0.0396,77,12962,0.03382,0.04442
124,124,1996,46-65 y.,male,Good,0.32145,630,12962,0.30324,0.34001
125,125,1996,46-65 y.,male,Satisfactory,0.41322,821,12962,0.39077,0.43359
126,126,1996,46-65 y.,male,Poor,0.17747,343,12962,0.16408,0.19231
127,127,1996,46-65 y.,male,Bad,0.04826,99,12962,0.04055,0.05652
128,128,1996,46-65 y.,female,Very good,0.03352,67,12962,0.02921,0.03815
129,129,1996,46-65 y.,female,Good,0.28257,535,12962,0.26489,0.30068
130,130,1996,46-65 y.,female,Satisfactory,0.43744,823,12962,0.41626,0.45939
131,131,1996,46-65 y.,female,Poor,0.19803,406,12962,0.18562,0.21374
132,132,1996,46-65 y.,female,Bad,0.04844,92,12962,0.0399,0.05761
133,133,1996,66 and older,male,Good,0.18492,111,12962,0.16846,0.20624
134,134,1996,66 and older,male,Satisfactory,0.53128,300,12962,0.49625,0.56675
135,135,1996,66 and older,male,Poor,0.17262,112,12962,0.1572,0.19245
136,136,1996,66 and older,male,Bad,0.11118,63,12962,0.09826,0.12377
137,137,1996,66 and older,female,Good,0.1623,150,12962,0.14677,0.17561
138,138,1996,66 and older,female,Satisfactory,0.40707,396,12962,0.38213,0.42812
139,139,1996,66 and older,female,Poor,0.3198,275,12962,0.29979,0.34165
140,140,1996,66 and older,female,Bad,0.11083,102,12962,0.09843,0.12254
141,141,1997,17-29 y.,male,Very good,0.2385,356,12697,0.21602,0.25974
142,142,1997,17-29 y.,male,Good,0.55659,826,12697,0.52821,0.59189
143,143,1997,17-29 y.,male,Satisfactory,0.17086,237,12697,0.15406,0.19213
144,144,1997,17-29 y.,male,Poor,0.03405,52,12697,0.02709,0.04072
145,145,1997,17-29 y.,female,Very good,0.18998,278,12697,0.17137,0.21299
146,146,1997,17-29 y.,female,Good,0.56268,873,12697,0.53109,0.59405
147,147,1997,17-29 y.,female,Satisfactory,0.20572,302,12697,0.19232,0.22163
148,148,1997,17-29 y.,female,Poor,0.04162,69,12697,0.03605,0.048
149,149,1997,30-45 y.,male,Very good,0.10127,220,12697,0.09063,0.11086
150,150,1997,30-45 y.,male,Good,0.51484,1142,12697,0.48906,0.53468
151,151,1997,30-45 y.,male,Satisfactory,0.30367,605,12697,0.28554,0.32422
152,152,1997,30-45 y.,male,Poor,0.08022,158,12697,0.06898,0.08935
153,153,1997,30-45 y.,female,Very good,0.09534,173,12697,0.08278,0.10892
154,154,1997,30-45 y.,female,Good,0.48538,1100,12697,0.46399,0.50978
155,155,1997,30-45 y.,female,Satisfactory,0.31429,697,12697,0.29271,0.33385
156,156,1997,30-45 y.,female,Poor,0.10499,214,12697,0.0948,0.11737
157,157,1997,46-65 y.,male,Very good,0.03287,63,12697,0.02765,0.03911
158,158,1997,46-65 y.,male,Good,0.34765,682,12697,0.32795,0.3674
159,159,1997,46-65 y.,male,Satisfactory,0.4001,761,12697,0.38064,0.42555
160,160,1997,46-65 y.,male,Poor,0.16475,324,12697,0.15012,0.17984
161,161,1997,46-65 y.,male,Bad,0.05462,95,12697,0.04377,0.06536
162,162,1997,46-65 y.,female,Very good,0.03458,55,12697,0.02868,0.04096
163,163,1997,46-65 y.,female,Good,0.28374,549,12697,0.2657,0.30156
164,164,1997,46-65 y.,female,Satisfactory,0.42898,817,12697,0.40596,0.44853
165,165,1997,46-65 y.,female,Poor,0.19997,385,12697,0.18494,0.21354
166,166,1997,46-65 y.,female,Bad,0.05273,115,12697,0.04571,0.0596
167,167,1997,66 and older,male,Good,0.18847,123,12697,0.17149,0.20591
168,168,1997,66 and older,male,Satisfactory,0.51863,316,12697,0.48377,0.55626
169,169,1997,66 and older,male,Poor,0.19667,129,12697,0.17649,0.21897
170,170,1997,66 and older,male,Bad,0.09623,54,12697,0.08101,0.1113
171,171,1997,66 and older,female,Good,0.1382,135,12697,0.12543,0.15348
172,172,1997,66 and older,female,Satisfactory,0.45396,425,12697,0.42533,0.47679
173,173,1997,66 and older,female,Poor,0.28798,264,12697,0.26794,0.30882
174,174,1997,66 and older,female,Bad,0.11986,103,12697,0.10748,0.13595
175,175,1998,17-29 y.,male,Very good,0.2562,404,14139,0.23789,0.27343
176,176,1998,17-29 y.,male,Good,0.54771,859,14139,0.52261,0.57388
177,177,1998,17-29 y.,male,Satisfactory,0.15953,233,14139,0.14468,0.17374
178,178,1998,17-29 y.,male,Poor,0.03657,60,14139,0.03063,0.04298
179,179,1998,17-29 y.,female,Very good,0.23321,349,14139,0.21372,0.25124
180,180,1998,17-29 y.,female,Good,0.53357,859,14139,0.50331,0.56202
181,181,1998,17-29 y.,female,Satisfactory,0.18862,307,14139,0.17322,0.20188
182,182,1998,17-29 y.,female,Poor,0.0446,70,14139,0.03699,0.05301
183,183,1998,30-45 y.,male,Very good,0.12433,274,14139,0.11359,0.13368
184,184,1998,30-45 y.,male,Good,0.52542,1271,14139,0.50398,0.54873
185,185,1998,30-45 y.,male,Satisfactory,0.27277,642,14139,0.25736,0.29014
186,186,1998,30-45 y.,male,Poor,0.06651,155,14139,0.0575,0.07525
187,187,1998,30-45 y.,male,Bad,0.01098,32,14139,0.00887,0.01367
188,188,1998,30-45 y.,female,Very good,0.09898,217,14139,0.09161,0.10977
189,189,1998,30-45 y.,female,Good,0.51681,1294,14139,0.49557,0.53756
190,190,1998,30-45 y.,female,Satisfactory,0.28551,690,14139,0.26921,0.3023
191,191,1998,30-45 y.,female,Poor,0.07905,199,14139,0.07037,0.08759
192,192,1998,30-45 y.,female,Bad,0.01965,48,14139,0.01503,0.02448
193,193,1998,46-65 y.,male,Very good,0.04664,96,14139,0.04167,0.05193
194,194,1998,46-65 y.,male,Good,0.36522,800,14139,0.35044,0.38414
195,195,1998,46-65 y.,male,Satisfactory,0.37345,830,14139,0.35569,0.38659
196,196,1998,46-65 y.,male,Poor,0.16834,358,14139,0.15526,0.18125
197,197,1998,46-65 y.,male,Bad,0.04635,99,14139,0.0391,0.05384
198,198,1998,46-65 y.,female,Very good,0.0453,83,14139,0.03911,0.05236
199,199,1998,46-65 y.,female,Good,0.30659,680,14139,0.28926,0.32188
200,200,1998,46-65 y.,female,Satisfactory,0.39962,878,14139,0.38301,0.41754
201,201,1998,46-65 y.,female,Poor,0.19559,439,14139,0.18245,0.21068
202,202,1998,46-65 y.,female,Bad,0.05291,114,14139,0.04688,0.06027
203,203,1998,66 and older,male,Good,0.20821,148,14139,0.19353,0.22174
204,204,1998,66 and older,male,Satisfactory,0.45716,343,14139,0.43066,0.48537
205,205,1998,66 and older,male,Poor,0.23861,173,14139,0.21689,0.25792
206,206,1998,66 and older,male,Bad,0.09602,70,14139,0.0845,0.10912
207,207,1998,66 and older,female,Good,0.16975,186,14139,0.15723,0.18388
208,208,1998,66 and older,female,Satisfactory,0.43374,469,14139,0.41319,0.45798
209,209,1998,66 and older,female,Poor,0.26234,275,14139,0.24615,0.2799
210,210,1998,66 and older,female,Bad,0.13417,135,14139,0.12283,0.14427
211,211,1999,17-29 y.,male,Very good,0.24877,341,13594,0.22737,0.2735
212,212,1999,17-29 y.,male,Good,0.52128,764,13594,0.49438,0.55439
213,213,1999,17-29 y.,male,Satisfactory,0.19871,286,13594,0.18207,0.21749
214,214,1999,17-29 y.,male,Poor,0.03124,50,13594,0.02487,0.04012
215,215,1999,17-29 y.,female,Very good,0.21126,295,13594,0.19643,0.23173
216,216,1999,17-29 y.,female,Good,0.53527,841,13594,0.50196,0.56145
217,217,1999,17-29 y.,female,Satisfactory,0.19336,295,13594,0.17526,0.21086
218,218,1999,17-29 y.,female,Poor,0.06011,82,13594,0.04862,0.07104
219,219,1999,30-45 y.,male,Very good,0.09637,235,13594,0.08748,0.10682
220,220,1999,30-45 y.,male,Good,0.54549,1241,13594,0.51734,0.56812
221,221,1999,30-45 y.,male,Satisfactory,0.27235,657,13594,0.25646,0.28692
222,222,1999,30-45 y.,male,Poor,0.07076,160,13594,0.06258,0.0797
223,223,1999,30-45 y.,male,Bad,0.01503,36,13594,0.0113,0.01905
224,224,1999,30-45 y.,female,Very good,0.10677,236,13594,0.09691,0.1174
225,225,1999,30-45 y.,female,Good,0.50241,1188,13594,0.47982,0.52526
226,226,1999,30-45 y.,female,Satisfactory,0.28366,700,13594,0.26957,0.30185
227,227,1999,30-45 y.,female,Poor,0.0951,225,13594,0.08432,0.10522
228,228,1999,30-45 y.,female,Bad,0.01206,33,13594,0.00907,0.0148
229,229,1999,46-65 y.,male,Very good,0.04255,83,13594,0.03756,0.04821
230,230,1999,46-65 y.,male,Good,0.33697,712,13594,0.31978,0.35327
231,231,1999,46-65 y.,male,Satisfactory,0.41606,846,13594,0.39643,0.44079
232,232,1999,46-65 y.,male,Poor,0.16063,331,13594,0.14833,0.17305
233,233,1999,46-65 y.,male,Bad,0.04379,100,13594,0.03668,0.05129
234,234,1999,46-65 y.,female,Very good,0.04411,72,13594,0.03724,0.05054
235,235,1999,46-65 y.,female,Good,0.29909,624,13594,0.28224,0.31328
236,236,1999,46-65 y.,female,Satisfactory,0.40615,877,13594,0.3884,0.42659
237,237,1999,46-65 y.,female,Poor,0.20496,425,13594,0.19321,0.21858
238,238,1999,46-65 y.,female,Bad,0.04568,103,13594,0.03926,0.0522
239,239,1999,66 and older,male,Good,0.23604,165,13594,0.21929,0.25368
240,240,1999,66 and older,male,Satisfactory,0.43268,324,13594,0.41104,0.45342
241,241,1999,66 and older,male,Poor,0.22358,170,13594,0.20574,0.24228
242,242,1999,66 and older,male,Bad,0.1077,75,13594,0.09599,0.12216
243,243,1999,66 and older,female,Good,0.14012,152,13594,0.1295,0.15393
244,244,1999,66 and older,female,Satisfactory,0.44924,475,13594,0.42574,0.47331
245,245,1999,66 and older,female,Poor,0.27046,265,13594,0.25391,0.29101
246,246,1999,66 and older,female,Bad,0.14017,130,13594,0.12852,0.15236
247,247,2000,17-29 y.,male,Very good,0.28879,613,24037,0.27599,0.3031
248,248,2000,17-29 y.,male,Good,0.51201,1169,24037,0.49069,0.53193
249,249,2000,17-29 y.,male,Satisfactory,0.16061,336,24037,0.15041,0.1708
250,250,2000,17-29 y.,male,Poor,0.03859,84,24037,0.03453,0.04349
251,251,2000,17-29 y.,female,Very good,0.2496,543,24037,0.23635,0.26406
252,252,2000,17-29 y.,female,Good,0.49959,1206,24037,0.48171,0.51262
253,253,2000,17-29 y.,female,Satisfactory,0.19527,457,24037,0.18463,0.20634
254,254,2000,17-29 y.,female,Poor,0.05554,127,24037,0.05038,0.06149
255,255,2000,30-45 y.,male,Very good,0.13442,503,24037,0.12766,0.14074
256,256,2000,30-45 y.,male,Good,0.51671,2093,24037,0.50445,0.53061
257,257,2000,30-45 y.,male,Satisfactory,0.26455,1061,24037,0.25534,0.27451
258,258,2000,30-45 y.,male,Poor,0.07053,277,24037,0.0657,0.07609
259,259,2000,30-45 y.,male,Bad,0.01379,52,24037,0.01186,0.01578
260,260,2000,30-45 y.,female,Very good,0.13177,526,24037,0.12656,0.13775
261,261,2000,30-45 y.,female,Good,0.47882,2069,24037,0.4662,0.49013
262,262,2000,30-45 y.,female,Satisfactory,0.29366,1183,24037,0.28395,0.30379
263,263,2000,30-45 y.,female,Poor,0.08145,337,24037,0.07644,0.08835
264,264,2000,30-45 y.,female,Bad,0.0143,54,24037,0.0125,0.01655
265,265,2000,46-65 y.,male,Very good,0.05743,207,24037,0.05386,0.06038
266,266,2000,46-65 y.,male,Good,0.3469,1310,24037,0.33693,0.35701
267,267,2000,46-65 y.,male,Satisfactory,0.39626,1530,24037,0.38489,0.40782
268,268,2000,46-65 y.,male,Poor,0.15518,605,24037,0.14941,0.16252
269,269,2000,46-65 y.,male,Bad,0.04423,171,24037,0.04025,0.04911
270,270,2000,46-65 y.,female,Very good,0.05524,202,24037,0.05217,0.05869
271,271,2000,46-65 y.,female,Good,0.32261,1254,24037,0.31389,0.33215
272,272,2000,46-65 y.,female,Satisfactory,0.40507,1590,24037,0.39357,0.4149
273,273,2000,46-65 y.,female,Poor,0.16982,697,24037,0.1616,0.17617
274,274,2000,46-65 y.,female,Bad,0.04726,188,24037,0.04398,0.05128
275,275,2000,66 and older,male,Very good,0.02817,45,24037,0.02515,0.03111
276,276,2000,66 and older,male,Good,0.1992,318,24037,0.18992,0.2092
277,277,2000,66 and older,male,Satisfactory,0.48244,724,24037,0.46734,0.49925
278,278,2000,66 and older,male,Poor,0.20681,320,24037,0.19731,0.21645
279,279,2000,66 and older,male,Bad,0.08339,126,24037,0.07754,0.08923
280,280,2000,66 and older,female,Very good,0.01854,34,24037,0.01552,0.02284
281,281,2000,66 and older,female,Good,0.15964,333,24037,0.15253,0.16618
282,282,2000,66 and older,female,Satisfactory,0.44452,926,24037,0.43288,0.45819
283,283,2000,66 and older,female,Poor,0.26722,541,24037,0.25534,0.27778
284,284,2000,66 and older,female,Bad,0.11008,226,24037,0.10403,0.1168
285,285,2001,17-29 y.,male,Very good,0.31202,583,21866,0.29526,0.32743
286,286,2001,17-29 y.,male,Good,0.49388,1011,21866,0.47064,0.5124
287,287,2001,17-29 y.,male,Satisfactory,0.15598,300,21866,0.1429,0.16804
288,288,2001,17-29 y.,male,Poor,0.03813,70,21866,0.03168,0.0451
289,289,2001,17-29 y.,female,Very good,0.24076,506,21866,0.22641,0.2538
290,290,2001,17-29 y.,female,Good,0.50338,1058,21866,0.48197,0.5227
291,291,2001,17-29 y.,female,Satisfactory,0.19062,409,21866,0.17661,0.20387
292,292,2001,17-29 y.,female,Poor,0.06523,130,21866,0.05733,0.07453
293,293,2001,30-45 y.,male,Very good,0.13369,446,21866,0.12441,0.14113
294,294,2001,30-45 y.,male,Good,0.50246,1819,21866,0.48667,0.51996
295,295,2001,30-45 y.,male,Satisfactory,0.27947,969,21866,0.2675,0.29096
296,296,2001,30-45 y.,male,Poor,0.0696,248,21866,0.06463,0.07494
297,297,2001,30-45 y.,male,Bad,0.01479,56,21866,0.0122,0.01785
298,298,2001,30-45 y.,female,Very good,0.12303,444,21866,0.1168,0.12936
299,299,2001,30-45 y.,female,Good,0.49472,1903,21866,0.48101,0.51126
300,300,2001,30-45 y.,female,Satisfactory,0.28537,1089,21866,0.27333,0.29661
301,301,2001,30-45 y.,female,Poor,0.0801,296,21866,0.07396,0.0865
302,302,2001,30-45 y.,female,Bad,0.01677,51,21866,0.01357,0.02041
303,303,2001,46-65 y.,male,Very good,0.05759,183,21866,0.05352,0.06233
304,304,2001,46-65 y.,male,Good,0.34941,1228,21866,0.33598,0.35916
305,305,2001,46-65 y.,male,Satisfactory,0.37756,1361,21866,0.36657,0.39019
306,306,2001,46-65 y.,male,Poor,0.16739,578,21866,0.15871,0.17582
307,307,2001,46-65 y.,male,Bad,0.04804,166,21866,0.04217,0.0538
308,308,2001,46-65 y.,female,Very good,0.05835,183,21866,0.05384,0.06321
309,309,2001,46-65 y.,female,Good,0.32761,1161,21866,0.31524,0.33903
310,310,2001,46-65 y.,female,Satisfactory,0.39355,1433,21866,0.38212,0.40621
311,311,2001,46-65 y.,female,Poor,0.17336,622,21866,0.1639,0.18104
312,312,2001,46-65 y.,female,Bad,0.04713,165,21866,0.0429,0.05181
313,313,2001,66 and older,male,Very good,0.02949,43,21866,0.02605,0.03254
314,314,2001,66 and older,male,Good,0.20749,311,21866,0.19788,0.21592
315,315,2001,66 and older,male,Satisfactory,0.48356,711,21866,0.46637,0.49705
316,316,2001,66 and older,male,Poor,0.20695,296,21866,0.19566,0.21886
317,317,2001,66 and older,male,Bad,0.07251,115,21866,0.06685,0.07872
318,318,2001,66 and older,female,Very good,0.01877,31,21866,0.01521,0.02252
319,319,2001,66 and older,female,Good,0.15219,309,21866,0.14392,0.15994
320,320,2001,66 and older,female,Satisfactory,0.45026,866,21866,0.43301,0.47018
321,321,2001,66 and older,female,Poor,0.27357,519,21866,0.26257,0.28284
322,322,2001,66 and older,female,Bad,0.10521,197,21866,0.09944,0.11234
323,323,2002,17-29 y.,male,Very good,0.2845,561,22957,0.26806,0.30632
324,324,2002,17-29 y.,male,Good,0.50347,1054,22957,0.47685,0.53291
325,325,2002,17-29 y.,male,Satisfactory,0.17883,314,22957,0.1611,0.1984
326,326,2002,17-29 y.,male,Poor,0.0332,67,22957,0.02667,0.04002
327,327,2002,17-29 y.,female,Very good,0.21575,476,22957,0.19846,0.23009
328,328,2002,17-29 y.,female,Good,0.53126,1115,22957,0.50476,0.55886
329,329,2002,17-29 y.,female,Satisfactory,0.20268,413,22957,0.18982,0.21893
330,330,2002,17-29 y.,female,Poor,0.0503,103,22957,0.04322,0.05743
331,331,2002,30-45 y.,male,Very good,0.11088,400,22957,0.10311,0.12029
332,332,2002,30-45 y.,male,Good,0.51371,1865,22957,0.49539,0.53298
333,333,2002,30-45 y.,male,Satisfactory,0.29105,992,22957,0.27608,0.30297
334,334,2002,30-45 y.,male,Poor,0.07155,256,22957,0.06555,0.07816
335,335,2002,30-45 y.,male,Bad,0.01282,48,22957,0.01026,0.0157
336,336,2002,30-45 y.,female,Very good,0.10737,432,22957,0.09869,0.11493
337,337,2002,30-45 y.,female,Good,0.47834,1938,22957,0.46102,0.49442
338,338,2002,30-45 y.,female,Satisfactory,0.30479,1100,22957,0.29308,0.31886
339,339,2002,30-45 y.,female,Poor,0.09279,339,22957,0.08504,0.1
340,340,2002,30-45 y.,female,Bad,0.01671,57,22957,0.01405,0.01976
341,341,2002,46-65 y.,male,Very good,0.04365,204,22957,0.03945,0.04862
342,342,2002,46-65 y.,male,Good,0.35005,1479,22957,0.33487,0.3654
343,343,2002,46-65 y.,male,Satisfactory,0.38779,1503,22957,0.37486,0.40224
344,344,2002,46-65 y.,male,Poor,0.1662,572,22957,0.15791,0.17779
345,345,2002,46-65 y.,male,Bad,0.05231,166,22957,0.04721,0.05687
