,Unnamed: 0,year,migback,pgisced97,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
24,24,1992,Direct migration background,Primary Level,Very good,0.11777,46,12571,0.09098,0.14985
25,25,1992,Direct migration background,Primary Level,Good,0.33039,163,12571,0.29663,0.37067
26,26,1992,Direct migration background,Primary Level,Satisfactory,0.33592,159,12571,0.30092,0.36997
27,27,1992,Direct migration background,Primary Level,Poor,0.21592,115,12571,0.19047,0.23797
28,28,1992,Direct migration background,Lower Secondary Level,Very good,0.12519,123,12571,0.10401,0.14948
29,29,1992,Direct migration background,Lower Secondary Level,Good,0.37101,339,12571,0.3369,0.40971
30,30,1992,Direct migration background,Lower Secondary Level,Satisfactory,0.26427,208,12571,0.23064,0.30935
31,31,1992,Direct migration background,Lower Secondary Level,Poor,0.19566,113,12571,0.15822,0.23273
32,32,1992,Direct migration background,Lower Secondary Level,Bad,0.04387,36,12571,0.03349,0.05434
33,33,1992,Direct migration background,Upper Secondary Level,Very good,0.1224,133,12571,0.10542,0.14362
34,34,1992,Direct migration background,Upper Secondary Level,Good,0.40676,343,12571,0.36472,0.44821
35,35,1992,Direct migration background,Upper Secondary Level,Satisfactory,0.3121,236,12571,0.27636,0.35067
36,36,1992,Direct migration background,Upper Secondary Level,Poor,0.11576,99,12571,0.09581,0.13488
37,37,1992,Direct migration background,Upper Secondary Level,Bad,0.04299,34,12571,0.02936,0.05893
38,38,1992,Direct migration background,Post-secondary Non-tertiary Level,Good,1.0,41,12571,0.68618,1.4477
39,39,1992,Direct migration background,Second Stage of Tertiary Education,Good,1.0,64,12571,0.80063,1.21968
40,40,1992,Indirect migration background,Lower Secondary Level,Very good,0.49201,76,12571,0.41044,0.61027
41,41,1992,Indirect migration background,Lower Secondary Level,Good,0.50799,69,12571,0.42424,0.59814
42,42,1992,Indirect migration background,Upper Secondary Level,Very good,0.42036,46,12571,0.33655,0.5564
43,43,1992,Indirect migration background,Upper Secondary Level,Good,0.57964,46,12571,0.41856,0.79275
44,44,1994,No migration background,Pre-primary Level,Very good,0.37266,49,12102,0.30669,0.44113
45,45,1994,No migration background,Pre-primary Level,Good,0.62734,86,12102,0.55229,0.69801
46,46,1994,No migration background,Lower Secondary Level,Very good,0.06583,117,12102,0.05742,0.07562
47,47,1994,No migration background,Lower Secondary Level,Good,0.27336,500,12102,0.259,0.28986
48,48,1994,No migration background,Lower Secondary Level,Satisfactory,0.38863,594,12102,0.37082,0.40607
49,49,1994,No migration background,Lower Secondary Level,Poor,0.19891,289,12102,0.18658,0.21007
50,50,1994,No migration background,Lower Secondary Level,Bad,0.07328,101,12102,0.06643,0.08153
51,51,1994,No migration background,Upper Secondary Level,Very good,0.07819,509,12102,0.07325,0.08273
52,52,1994,No migration background,Upper Secondary Level,Good,0.38535,2295,12102,0.37495,0.39476
53,53,1994,No migration background,Upper Secondary Level,Satisfactory,0.34965,1890,12102,0.3394,0.35956
54,54,1994,No migration background,Upper Secondary Level,Poor,0.14548,713,12102,0.13966,0.15218
55,55,1994,No migration background,Upper Secondary Level,Bad,0.04133,180,12102,0.03796,0.0447
56,56,1994,No migration background,Post-secondary Non-tertiary Level,Very good,0.15097,37,12102,0.12026,0.18081
57,57,1994,No migration background,Post-secondary Non-tertiary Level,Good,0.58626,157,12102,0.51942,0.64697
58,58,1994,No migration background,Post-secondary Non-tertiary Level,Satisfactory,0.26278,65,12102,0.21959,0.31031
59,59,1994,No migration background,First Stage of Tertiary Education,Very good,0.05945,48,12102,0.05252,0.07129
60,60,1994,No migration background,First Stage of Tertiary Education,Good,0.38709,276,12102,0.35714,0.42032
61,61,1994,No migration background,First Stage of Tertiary Education,Satisfactory,0.36553,231,12102,0.33533,0.39837
62,62,1994,No migration background,First Stage of Tertiary Education,Poor,0.18792,102,12102,0.16715,0.20574
63,63,1994,No migration background,Second Stage of Tertiary Education,Very good,0.08973,139,12102,0.07793,0.09872
64,64,1994,No migration background,Second Stage of Tertiary Education,Good,0.48011,705,12102,0.45152,0.50386
65,65,1994,No migration background,Second Stage of Tertiary Education,Satisfactory,0.31488,474,12102,0.29651,0.33458
66,66,1994,No migration background,Second Stage of Tertiary Education,Poor,0.11528,169,12102,0.10596,0.12802
67,67,1994,Direct migration background,Primary Level,Very good,0.06989,35,12102,0.05272,0.09448
68,68,1994,Direct migration background,Primary Level,Good,0.37431,157,12102,0.32908,0.43339
69,69,1994,Direct migration background,Primary Level,Satisfactory,0.29465,138,12102,0.25154,0.34908
70,70,1994,Direct migration background,Primary Level,Poor,0.17868,103,12102,0.16067,0.19934
71,71,1994,Direct migration background,Primary Level,Bad,0.08246,32,12102,0.06848,0.0994
72,72,1994,Direct migration background,Lower Secondary Level,Very good,0.10587,80,12102,0.08646,0.1288
73,73,1994,Direct migration background,Lower Secondary Level,Good,0.34571,288,12102,0.31373,0.37697
74,74,1994,Direct migration background,Lower Secondary Level,Satisfactory,0.2524,174,12102,0.21955,0.28987
75,75,1994,Direct migration background,Lower Secondary Level,Poor,0.22308,130,12102,0.17613,0.27546
76,76,1994,Direct migration background,Lower Secondary Level,Bad,0.07294,34,12102,0.05111,0.09184
77,77,1994,Direct migration background,Upper Secondary Level,Very good,0.08822,96,12102,0.07133,0.10786
78,78,1994,Direct migration background,Upper Secondary Level,Good,0.38101,332,12102,0.33783,0.42735
79,79,1994,Direct migration background,Upper Secondary Level,Satisfactory,0.3647,240,12102,0.32476,0.40042
80,80,1994,Direct migration background,Upper Secondary Level,Poor,0.16607,119,12102,0.14207,0.19656
81,81,1994,Direct migration background,Post-secondary Non-tertiary Level,Good,1.0,39,12102,0.76108,1.26331
82,82,1994,Direct migration background,Second Stage of Tertiary Education,Good,0.57494,59,12102,0.45485,0.72728
83,83,1994,Direct migration background,Second Stage of Tertiary Education,Satisfactory,0.42506,38,12102,0.31686,0.52992
84,84,1994,Indirect migration background,Lower Secondary Level,Very good,0.41167,56,12102,0.31091,0.5449
85,85,1994,Indirect migration background,Lower Secondary Level,Good,0.40203,82,12102,0.34483,0.4709
86,86,1994,Indirect migration background,Lower Secondary Level,Satisfactory,0.1863,31,12102,0.13369,0.25481
87,87,1994,Indirect migration background,Upper Secondary Level,Very good,0.40876,54,12102,0.35258,0.45713
88,88,1994,Indirect migration background,Upper Secondary Level,Good,0.59124,59,12102,0.44924,0.77219
89,89,1995,No migration background,Pre-primary Level,Very good,0.3075,51,12480,0.24944,0.3596
90,90,1995,No migration background,Pre-primary Level,Good,0.53839,101,12480,0.47416,0.59786
91,91,1995,No migration background,Pre-primary Level,Satisfactory,0.15411,33,12480,0.11973,0.19247
92,92,1995,No migration background,Lower Secondary Level,Very good,0.05924,121,12480,0.05246,0.0682
93,93,1995,No migration background,Lower Secondary Level,Good,0.27793,481,12480,0.2633,0.29171
94,94,1995,No migration background,Lower Secondary Level,Satisfactory,0.3621,537,12480,0.3436,0.38096
95,95,1995,No migration background,Lower Secondary Level,Poor,0.2261,310,12480,0.21144,0.24179
96,96,1995,No migration background,Lower Secondary Level,Bad,0.07463,94,12480,0.06519,0.08461
97,97,1995,No migration background,Upper Secondary Level,Very good,0.06432,427,12480,0.06059,0.06823
98,98,1995,No migration background,Upper Secondary Level,Good,0.38821,2298,12480,0.37853,0.39936
99,99,1995,No migration background,Upper Secondary Level,Satisfactory,0.35779,1910,12480,0.34558,0.36931
100,100,1995,No migration background,Upper Secondary Level,Poor,0.1481,725,12480,0.14037,0.15651
101,101,1995,No migration background,Upper Secondary Level,Bad,0.04158,182,12480,0.03848,0.04547
102,102,1995,No migration background,Post-secondary Non-tertiary Level,Very good,0.14834,41,12480,0.12178,0.17721
103,103,1995,No migration background,Post-secondary Non-tertiary Level,Good,0.56571,154,12480,0.49759,0.63443
104,104,1995,No migration background,Post-secondary Non-tertiary Level,Satisfactory,0.28595,81,12480,0.2392,0.33462
105,105,1995,No migration background,First Stage of Tertiary Education,Very good,0.07731,54,12480,0.0648,0.09435
106,106,1995,No migration background,First Stage of Tertiary Education,Good,0.40356,289,12480,0.36659,0.43593
107,107,1995,No migration background,First Stage of Tertiary Education,Satisfactory,0.38027,242,12480,0.34462,0.4117
108,108,1995,No migration background,First Stage of Tertiary Education,Poor,0.13886,83,12480,0.12071,0.16028
109,109,1995,No migration background,Second Stage of Tertiary Education,Very good,0.08021,136,12480,0.07195,0.08864
110,110,1995,No migration background,Second Stage of Tertiary Education,Good,0.44859,708,12480,0.42398,0.47269
111,111,1995,No migration background,Second Stage of Tertiary Education,Satisfactory,0.35006,518,12480,0.32984,0.37457
112,112,1995,No migration background,Second Stage of Tertiary Education,Poor,0.10298,150,12480,0.09213,0.11479
113,113,1995,No migration background,Second Stage of Tertiary Education,Bad,0.01816,33,12480,0.0142,0.02261
114,114,1995,Direct migration background,Primary Level,Good,0.36991,145,12480,0.31479,0.43297
115,115,1995,Direct migration background,Primary Level,Satisfactory,0.36889,159,12480,0.32442,0.40733
116,116,1995,Direct migration background,Primary Level,Poor,0.2612,103,12480,0.22284,0.29866
117,117,1995,Direct migration background,Lower Secondary Level,Very good,0.10844,86,12480,0.09301,0.12669
118,118,1995,Direct migration background,Lower Secondary Level,Good,0.32821,307,12480,0.29321,0.37079
119,119,1995,Direct migration background,Lower Secondary Level,Satisfactory,0.28471,200,12480,0.24206,0.33106
120,120,1995,Direct migration background,Lower Secondary Level,Poor,0.19065,133,12480,0.16127,0.22286
121,121,1995,Direct migration background,Lower Secondary Level,Bad,0.08799,50,12480,0.06103,0.12176
122,122,1995,Direct migration background,Upper Secondary Level,Very good,0.11621,119,12480,0.09785,0.13386
123,123,1995,Direct migration background,Upper Secondary Level,Good,0.39198,426,12480,0.35942,0.431
124,124,1995,Direct migration background,Upper Secondary Level,Satisfactory,0.30575,264,12480,0.27735,0.33304
125,125,1995,Direct migration background,Upper Secondary Level,Poor,0.13843,135,12480,0.11841,0.15649
126,126,1995,Direct migration background,Upper Secondary Level,Bad,0.04764,41,12480,0.03504,0.06224
127,127,1995,Direct migration background,Post-secondary Non-tertiary Level,Good,0.69553,79,12480,0.5692,0.80895
128,128,1995,Direct migration background,Post-secondary Non-tertiary Level,Satisfactory,0.30447,40,12480,0.25377,0.37075
129,129,1995,Direct migration background,Second Stage of Tertiary Education,Good,0.56379,78,12480,0.4642,0.66614
130,130,1995,Direct migration background,Second Stage of Tertiary Education,Satisfactory,0.43621,62,12480,0.35303,0.5315
131,131,1995,Indirect migration background,Lower Secondary Level,Very good,0.41081,51,12480,0.29397,0.58834
132,132,1995,Indirect migration background,Lower Secondary Level,Good,0.58919,79,12480,0.47267,0.71118
133,133,1995,Indirect migration background,Upper Secondary Level,Very good,0.27189,50,12480,0.21621,0.33838
134,134,1995,Indirect migration background,Upper Secondary Level,Good,0.47623,83,12480,0.38596,0.59613
135,135,1995,Indirect migration background,Upper Secondary Level,Satisfactory,0.25188,31,12480,0.18016,0.35806
136,136,1996,No migration background,Pre-primary Level,Very good,0.33624,63,12318,0.28402,0.396
137,137,1996,No migration background,Pre-primary Level,Good,0.50083,101,12318,0.44205,0.5519
138,138,1996,No migration background,Pre-primary Level,Satisfactory,0.16293,36,12318,0.13652,0.18989
139,139,1996,No migration background,Lower Secondary Level,Very good,0.04461,87,12318,0.03906,0.05105
140,140,1996,No migration background,Lower Secondary Level,Good,0.28794,477,12318,0.26994,0.30598
141,141,1996,No migration background,Lower Secondary Level,Satisfactory,0.38191,559,12318,0.36306,0.40522
142,142,1996,No migration background,Lower Secondary Level,Poor,0.2193,280,12318,0.2059,0.23273
143,143,1996,No migration background,Lower Secondary Level,Bad,0.06625,82,12318,0.05769,0.07426
144,144,1996,No migration background,Upper Secondary Level,Very good,0.07185,447,12318,0.06711,0.07745
145,145,1996,No migration background,Upper Secondary Level,Good,0.36846,2171,12318,0.35631,0.37996
146,146,1996,No migration background,Upper Secondary Level,Satisfactory,0.38043,1987,12318,0.36871,0.39343
147,147,1996,No migration background,Upper Secondary Level,Poor,0.14183,694,12318,0.13304,0.15063
148,148,1996,No migration background,Upper Secondary Level,Bad,0.03743,166,12318,0.0331,0.04143
149,149,1996,No migration background,Post-secondary Non-tertiary Level,Very good,0.14253,38,12318,0.11197,0.17824
150,150,1996,No migration background,Post-secondary Non-tertiary Level,Good,0.61334,174,12318,0.54454,0.67752
151,151,1996,No migration background,Post-secondary Non-tertiary Level,Satisfactory,0.24412,72,12318,0.19908,0.27956
152,152,1996,No migration background,First Stage of Tertiary Education,Very good,0.09117,73,12318,0.07992,0.10518
153,153,1996,No migration background,First Stage of Tertiary Education,Good,0.38134,274,12318,0.34735,0.40914
154,154,1996,No migration background,First Stage of Tertiary Education,Satisfactory,0.38203,238,12318,0.34495,0.4219
155,155,1996,No migration background,First Stage of Tertiary Education,Poor,0.14545,75,12318,0.12146,0.16339
156,156,1996,No migration background,Second Stage of Tertiary Education,Very good,0.08661,134,12318,0.07664,0.0984
157,157,1996,No migration background,Second Stage of Tertiary Education,Good,0.4874,743,12318,0.46121,0.51516
158,158,1996,No migration background,Second Stage of Tertiary Education,Satisfactory,0.31362,488,12318,0.29574,0.33412
159,159,1996,No migration background,Second Stage of Tertiary Education,Poor,0.11236,170,12318,0.10269,0.12264
160,160,1996,Direct migration background,Primary Level,Good,0.3015,118,12318,0.26108,0.34704
161,161,1996,Direct migration background,Primary Level,Satisfactory,0.39257,153,12318,0.35417,0.43749
162,162,1996,Direct migration background,Primary Level,Poor,0.19851,86,12318,0.16708,0.23409
163,163,1996,Direct migration background,Primary Level,Bad,0.10742,33,12318,0.07126,0.14523
164,164,1996,Direct migration background,Lower Secondary Level,Very good,0.09327,74,12318,0.07323,0.11281
165,165,1996,Direct migration background,Lower Secondary Level,Good,0.29122,251,12318,0.26214,0.32458
166,166,1996,Direct migration background,Lower Secondary Level,Satisfactory,0.34264,222,12318,0.29605,0.38739
167,167,1996,Direct migration background,Lower Secondary Level,Poor,0.1738,126,12318,0.13913,0.21228
168,168,1996,Direct migration background,Lower Secondary Level,Bad,0.09907,51,12318,0.07347,0.1289
169,169,1996,Direct migration background,Upper Secondary Level,Very good,0.1051,108,12318,0.08886,0.12357
170,170,1996,Direct migration background,Upper Secondary Level,Good,0.36795,380,12318,0.33045,0.40518
171,171,1996,Direct migration background,Upper Secondary Level,Satisfactory,0.33808,284,12318,0.30078,0.38213
172,172,1996,Direct migration background,Upper Secondary Level,Poor,0.13665,120,12318,0.11943,0.15755
173,173,1996,Direct migration background,Upper Secondary Level,Bad,0.05222,39,12318,0.03662,0.06923
174,174,1996,Direct migration background,Post-secondary Non-tertiary Level,Good,0.58034,66,12318,0.46282,0.7366
175,175,1996,Direct migration background,Post-secondary Non-tertiary Level,Satisfactory,0.41966,47,12318,0.33536,0.51962
176,176,1996,Direct migration background,First Stage of Tertiary Education,Good,1.0,32,12318,0.69132,1.33065
177,177,1996,Direct migration background,Second Stage of Tertiary Education,Good,0.59003,82,12318,0.50755,0.70527
178,178,1996,Direct migration background,Second Stage of Tertiary Education,Satisfactory,0.40997,62,12318,0.33006,0.49653
179,179,1996,Indirect migration background,Lower Secondary Level,Very good,0.30585,48,12318,0.22709,0.40587
180,180,1996,Indirect migration background,Lower Secondary Level,Good,0.39549,80,12318,0.33389,0.46282
181,181,1996,Indirect migration background,Lower Secondary Level,Satisfactory,0.29866,36,12318,0.21987,0.39685
182,182,1996,Indirect migration background,Upper Secondary Level,Very good,0.2977,58,12318,0.22131,0.37171
183,183,1996,Indirect migration background,Upper Secondary Level,Good,0.42823,86,12318,0.35407,0.52958
184,184,1996,Indirect migration background,Upper Secondary Level,Satisfactory,0.27407,47,12318,0.20659,0.35209
185,185,1997,No migration background,Pre-primary Level,Very good,0.35367,70,12037,0.29609,0.41339
186,186,1997,No migration background,Pre-primary Level,Good,0.47593,105,12037,0.42121,0.54389
187,187,1997,No migration background,Pre-primary Level,Satisfactory,0.1704,35,12037,0.14409,0.20324
188,188,1997,No migration background,Lower Secondary Level,Very good,0.04587,80,12037,0.03916,0.05366
189,189,1997,No migration background,Lower Secondary Level,Good,0.26399,456,12037,0.24666,0.28094
190,190,1997,No migration background,Lower Secondary Level,Satisfactory,0.40121,550,12037,0.37909,0.42454
191,191,1997,No migration background,Lower Secondary Level,Poor,0.22235,273,12037,0.20679,0.23624
192,192,1997,No migration background,Lower Secondary Level,Bad,0.06657,77,12037,0.05726,0.0751
193,193,1997,No migration background,Upper Secondary Level,Very good,0.06938,404,12037,0.06434,0.07436
194,194,1997,No migration background,Upper Secondary Level,Good,0.38182,2267,12037,0.36957,0.39436
195,195,1997,No migration background,Upper Secondary Level,Satisfactory,0.37077,1879,12037,0.3576,0.38268
196,196,1997,No migration background,Upper Secondary Level,Poor,0.13327,636,12037,0.12637,0.13918
197,197,1997,No migration background,Upper Secondary Level,Bad,0.04477,198,12037,0.04077,0.04912
198,198,1997,No migration background,Post-secondary Non-tertiary Level,Very good,0.15092,37,12037,0.11699,0.18533
199,199,1997,No migration background,Post-secondary Non-tertiary Level,Good,0.55228,164,12037,0.48663,0.62926
200,200,1997,No migration background,Post-secondary Non-tertiary Level,Satisfactory,0.29681,86,12037,0.25785,0.34311
201,201,1997,No migration background,First Stage of Tertiary Education,Very good,0.07262,53,12037,0.05909,0.08731
202,202,1997,No migration background,First Stage of Tertiary Education,Good,0.40583,290,12037,0.37767,0.4428
203,203,1997,No migration background,First Stage of Tertiary Education,Satisfactory,0.39711,247,12037,0.36391,0.42801
204,204,1997,No migration background,First Stage of Tertiary Education,Poor,0.12444,77,12037,0.10929,0.13876
205,205,1997,No migration background,Second Stage of Tertiary Education,Very good,0.08832,128,12037,0.07814,0.10068
206,206,1997,No migration background,Second Stage of Tertiary Education,Good,0.47788,758,12037,0.45093,0.50743
207,207,1997,No migration background,Second Stage of Tertiary Education,Satisfactory,0.32577,503,12037,0.30758,0.34769
208,208,1997,No migration background,Second Stage of Tertiary Education,Poor,0.10802,152,12037,0.09718,0.12112
209,209,1997,Direct migration background,Primary Level,Good,0.34227,130,12037,0.28962,0.41178
210,210,1997,Direct migration background,Primary Level,Satisfactory,0.36065,136,12037,0.30568,0.40568
211,211,1997,Direct migration background,Primary Level,Poor,0.22521,80,12037,0.19262,0.26215
212,212,1997,Direct migration background,Primary Level,Bad,0.07187,31,12037,0.06175,0.08357
213,213,1997,Direct migration background,Lower Secondary Level,Very good,0.07834,64,12037,0.0646,0.09411
214,214,1997,Direct migration background,Lower Secondary Level,Good,0.32425,260,12037,0.28419,0.37053
215,215,1997,Direct migration background,Lower Secondary Level,Satisfactory,0.32827,211,12037,0.28861,0.36433
216,216,1997,Direct migration background,Lower Secondary Level,Poor,0.19135,116,12037,0.15369,0.24014
217,217,1997,Direct migration background,Lower Secondary Level,Bad,0.0778,39,12037,0.05084,0.11163
218,218,1997,Direct migration background,Upper Secondary Level,Very good,0.12969,94,12037,0.10761,0.15867
219,219,1997,Direct migration background,Upper Secondary Level,Good,0.36076,386,12037,0.32515,0.39062
220,220,1997,Direct migration background,Upper Secondary Level,Satisfactory,0.30472,253,12037,0.27528,0.33659
221,221,1997,Direct migration background,Upper Secondary Level,Poor,0.15333,125,12037,0.12976,0.17741
222,222,1997,Direct migration background,Upper Secondary Level,Bad,0.0515,37,12037,0.03713,0.07214
223,223,1997,Direct migration background,Post-secondary Non-tertiary Level,Good,0.60664,60,12037,0.50385,0.74342
224,224,1997,Direct migration background,Post-secondary Non-tertiary Level,Satisfactory,0.39336,39,12037,0.30402,0.49966
225,225,1997,Direct migration background,Second Stage of Tertiary Education,Good,0.61623,96,12037,0.50171,0.72277
226,226,1997,Direct migration background,Second Stage of Tertiary Education,Satisfactory,0.38377,52,12037,0.31019,0.46995
227,227,1997,Indirect migration background,Lower Secondary Level,Very good,0.37848,51,12037,0.26311,0.50545
228,228,1997,Indirect migration background,Lower Secondary Level,Good,0.62152,98,12037,0.52793,0.73284
229,229,1997,Indirect migration background,Upper Secondary Level,Very good,0.2982,48,12037,0.22816,0.38924
230,230,1997,Indirect migration background,Upper Secondary Level,Good,0.7018,106,12037,0.57653,0.84454
231,231,1998,No migration background,Pre-primary Level,Very good,0.44388,76,13093,0.3799,0.51659
232,232,1998,No migration background,Pre-primary Level,Good,0.55612,122,13093,0.49458,0.61895
233,233,1998,No migration background,Lower Secondary Level,Very good,0.06456,136,13093,0.05808,0.07226
234,234,1998,No migration background,Lower Secondary Level,Good,0.29595,566,13093,0.28069,0.31184
235,235,1998,No migration background,Lower Secondary Level,Satisfactory,0.37529,602,13093,0.3577,0.39138
236,236,1998,No migration background,Lower Secondary Level,Poor,0.18722,277,13093,0.17327,0.20074
237,237,1998,No migration background,Lower Secondary Level,Bad,0.07698,102,13093,0.06779,0.08664
238,238,1998,No migration background,Upper Secondary Level,Very good,0.0806,522,13093,0.07663,0.08475
239,239,1998,No migration background,Upper Secondary Level,Good,0.39766,2539,13093,0.38772,0.40917
240,240,1998,No migration background,Upper Secondary Level,Satisfactory,0.34148,1975,13093,0.33146,0.34995
241,241,1998,No migration background,Upper Secondary Level,Poor,0.13928,722,13093,0.13305,0.1468
242,242,1998,No migration background,Upper Secondary Level,Bad,0.04098,205,13093,0.03738,0.04441
243,243,1998,No migration background,Post-secondary Non-tertiary Level,Very good,0.12332,43,13093,0.10418,0.14671
244,244,1998,No migration background,Post-secondary Non-tertiary Level,Good,0.59536,200,13093,0.52552,0.65068
245,245,1998,No migration background,Post-secondary Non-tertiary Level,Satisfactory,0.28132,85,13093,0.24462,0.32699
246,246,1998,No migration background,First Stage of Tertiary Education,Very good,0.10667,72,13093,0.09398,0.12193
247,247,1998,No migration background,First Stage of Tertiary Education,Good,0.41547,321,13093,0.38145,0.4494
248,248,1998,No migration background,First Stage of Tertiary Education,Satisfactory,0.36033,256,13093,0.32596,0.39094
249,249,1998,No migration background,First Stage of Tertiary Education,Poor,0.11754,80,13093,0.09828,0.13491
250,250,1998,No migration background,Second Stage of Tertiary Education,Very good,0.11361,171,13093,0.10291,0.12371
251,251,1998,No migration background,Second Stage of Tertiary Education,Good,0.46466,851,13093,0.43889,0.48965
252,252,1998,No migration background,Second Stage of Tertiary Education,Satisfactory,0.28984,521,13093,0.27366,0.30337
253,253,1998,No migration background,Second Stage of Tertiary Education,Poor,0.10311,163,13093,0.09274,0.11666
254,254,1998,No migration background,Second Stage of Tertiary Education,Bad,0.02877,43,13093,0.02335,0.03458
255,255,1998,Direct migration background,Primary Level,Good,0.4019,129,13093,0.34889,0.45802
256,256,1998,Direct migration background,Primary Level,Satisfactory,0.35286,118,13093,0.30802,0.40441
257,257,1998,Direct migration background,Primary Level,Poor,0.24524,82,13093,0.20539,0.28439
258,258,1998,Direct migration background,Lower Secondary Level,Very good,0.11428,66,13093,0.09181,0.13407
259,259,1998,Direct migration background,Lower Secondary Level,Good,0.338,255,13093,0.3021,0.37465
260,260,1998,Direct migration background,Lower Secondary Level,Satisfactory,0.33262,200,13093,0.29265,0.37211
261,261,1998,Direct migration background,Lower Secondary Level,Poor,0.15805,100,13093,0.13131,0.18933
262,262,1998,Direct migration background,Lower Secondary Level,Bad,0.05704,33,13093,0.04098,0.07644
263,263,1998,Direct migration background,Upper Secondary Level,Very good,0.09037,75,13093,0.06852,0.11514
264,264,1998,Direct migration background,Upper Secondary Level,Good,0.43621,374,13093,0.40244,0.47366
265,265,1998,Direct migration background,Upper Secondary Level,Satisfactory,0.33536,257,13093,0.30406,0.37361
266,266,1998,Direct migration background,Upper Secondary Level,Poor,0.13806,106,13093,0.11573,0.15896
267,267,1998,Direct migration background,Post-secondary Non-tertiary Level,Good,0.70174,71,13093,0.58411,0.83675
268,268,1998,Direct migration background,Post-secondary Non-tertiary Level,Satisfactory,0.29826,31,13093,0.20454,0.40738
269,269,1998,Direct migration background,Second Stage of Tertiary Education,Good,0.63967,91,13093,0.53405,0.74073
270,270,1998,Direct migration background,Second Stage of Tertiary Education,Satisfactory,0.36033,54,13093,0.30336,0.45625
271,271,1998,Indirect migration background,Pre-primary Level,Very good,1.0,31,13093,0.79038,1.22066
272,272,1998,Indirect migration background,Lower Secondary Level,Very good,0.34479,66,13093,0.26619,0.46332
273,273,1998,Indirect migration background,Lower Secondary Level,Good,0.4564,86,13093,0.35279,0.55686
274,274,1998,Indirect migration background,Lower Secondary Level,Satisfactory,0.19881,31,13093,0.13916,0.25708
275,275,1998,Indirect migration background,Upper Secondary Level,Very good,0.27652,54,13093,0.20218,0.37406
276,276,1998,Indirect migration background,Upper Secondary Level,Good,0.4659,99,13093,0.38788,0.56013
277,277,1998,Indirect migration background,Upper Secondary Level,Satisfactory,0.25758,34,13093,0.17055,0.35963
278,278,1999,No migration background,Pre-primary Level,Very good,0.30787,59,12829,0.267,0.35914
279,279,1999,No migration background,Pre-primary Level,Good,0.54691,126,12829,0.47934,0.62851
280,280,1999,No migration background,Pre-primary Level,Satisfactory,0.14522,35,12829,0.1208,0.1704
281,281,1999,No migration background,Lower Secondary Level,Very good,0.0641,122,12829,0.05627,0.07098
282,282,1999,No migration background,Lower Secondary Level,Good,0.28545,540,12829,0.26963,0.30119
283,283,1999,No migration background,Lower Secondary Level,Satisfactory,0.37584,586,12829,0.35929,0.39611
284,284,1999,No migration background,Lower Secondary Level,Poor,0.19466,290,12829,0.18096,0.20873
285,285,1999,No migration background,Lower Secondary Level,Bad,0.07994,97,12829,0.07175,0.08887
