,Unnamed: 0,year,migback,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
50,50,1996,Direct migration background,Bad,0.06237,135,13017,0.05358,0.07376
51,51,1996,Indirect migration background,Very good,0.26959,153,13017,0.22877,0.31595
52,52,1996,Indirect migration background,Good,0.39995,241,13017,0.35154,0.44815
53,53,1996,Indirect migration background,Satisfactory,0.25081,114,13017,0.20074,0.29344
54,54,1996,Indirect migration background,Poor,0.07965,31,13017,0.05075,0.11659
55,55,1997,No migration background,Very good,0.07573,797,12805,0.07249,0.07929
56,56,1997,No migration background,Good,0.38268,4118,12805,0.37369,0.39298
57,57,1997,No migration background,Satisfactory,0.36012,3342,12805,0.35187,0.36893
58,58,1997,No migration background,Poor,0.13872,1184,12805,0.13358,0.14411
59,59,1997,No migration background,Bad,0.04275,335,12805,0.04009,0.04633
60,60,1997,Direct migration background,Very good,0.10243,221,12805,0.08802,0.12033
61,61,1997,Direct migration background,Good,0.37093,1023,12805,0.35177,0.39363
62,62,1997,Direct migration background,Satisfactory,0.31349,733,12805,0.29218,0.33724
63,63,1997,Direct migration background,Poor,0.16444,378,12805,0.14823,0.17964
64,64,1997,Direct migration background,Bad,0.04871,113,12805,0.04056,0.06282
65,65,1997,Indirect migration background,Very good,0.25806,154,12805,0.21909,0.30221
66,66,1997,Indirect migration background,Good,0.48783,289,12805,0.43325,0.53494
67,67,1997,Indirect migration background,Satisfactory,0.19316,85,12805,0.14382,0.24724
68,68,1997,Indirect migration background,Poor,0.06094,33,12805,0.03957,0.08577
69,69,1998,No migration background,Very good,0.09241,1086,14201,0.08882,0.09644
70,70,1998,No migration background,Good,0.39683,4803,14201,0.38901,0.40486
71,71,1998,No migration background,Satisfactory,0.33079,3592,14201,0.32411,0.33759
72,72,1998,No migration background,Poor,0.13524,1331,14201,0.13001,0.14105
73,73,1998,No migration background,Bad,0.04473,408,14201,0.04236,0.04787
74,74,1998,Direct migration background,Very good,0.10146,211,14201,0.08803,0.11411
75,75,1998,Direct migration background,Good,0.40259,1017,14201,0.38097,0.42317
76,76,1998,Direct migration background,Satisfactory,0.30283,707,14201,0.28331,0.32251
77,77,1998,Direct migration background,Poor,0.14767,356,14201,0.13515,0.16218
78,78,1998,Direct migration background,Bad,0.04546,101,14201,0.03837,0.05471
79,79,1998,Indirect migration background,Very good,0.2907,177,14201,0.24703,0.33982
80,80,1998,Indirect migration background,Good,0.44367,277,14201,0.38834,0.48692
81,81,1998,Indirect migration background,Satisfactory,0.19198,93,14201,0.15423,0.22455
82,82,1998,Indirect migration background,Poor,0.07365,42,14201,0.05307,0.0981
83,83,1999,No migration background,Very good,0.08279,918,13638,0.07936,0.0864
84,84,1999,No migration background,Good,0.38649,4500,13638,0.37826,0.39627
85,85,1999,No migration background,Satisfactory,0.34494,3689,13638,0.33814,0.35218
86,86,1999,No migration background,Poor,0.13993,1340,13638,0.13456,0.1451
87,87,1999,No migration background,Bad,0.04585,398,13638,0.04319,0.04852
88,88,1999,Direct migration background,Very good,0.09523,210,13638,0.08446,0.10799
89,89,1999,Direct migration background,Good,0.39467,902,13638,0.36962,0.42052
90,90,1999,Direct migration background,Satisfactory,0.31062,660,13638,0.2906,0.33068
91,91,1999,Direct migration background,Poor,0.15997,337,13638,0.14305,0.17571
92,92,1999,Direct migration background,Bad,0.03952,88,13638,0.03216,0.047
93,93,1999,Indirect migration background,Very good,0.27285,169,13638,0.22903,0.31899
94,94,1999,Indirect migration background,Good,0.4533,285,13638,0.39862,0.5042
95,95,1999,Indirect migration background,Satisfactory,0.21196,111,13638,0.17252,0.2507
96,96,1999,Indirect migration background,Poor,0.06189,31,13638,0.04094,0.08318
97,97,2000,No migration background,Very good,0.1033,2076,24057,0.10135,0.10543
98,98,2000,No migration background,Good,0.37978,8061,24057,0.37566,0.38445
99,99,2000,No migration background,Satisfactory,0.34279,6621,24057,0.33884,0.34713
100,100,2000,No migration background,Poor,0.13357,2485,24057,0.13077,0.13618
101,101,2000,No migration background,Bad,0.04055,705,24057,0.03917,0.04196
102,102,2000,Direct migration background,Very good,0.12115,376,24057,0.11306,0.12851
103,103,2000,Direct migration background,Good,0.38095,1304,24057,0.36418,0.39637
104,104,2000,Direct migration background,Satisfactory,0.3189,1030,24057,0.30609,0.33192
105,105,2000,Direct migration background,Poor,0.13747,460,24057,0.12857,0.14505
106,106,2000,Direct migration background,Bad,0.04153,132,24057,0.03696,0.04493
107,107,2000,Indirect migration background,Very good,0.25494,221,24057,0.22967,0.28274
108,108,2000,Indirect migration background,Good,0.46479,387,24057,0.43121,0.50124
109,109,2000,Indirect migration background,Satisfactory,0.22247,156,24057,0.1946,0.24686
110,110,2000,Indirect migration background,Poor,0.05781,43,24057,0.04655,0.06678
111,111,2001,No migration background,Very good,0.10148,1882,21881,0.0989,0.1042
112,112,2001,No migration background,Good,0.37681,7285,21881,0.37221,0.38256
113,113,2001,No migration background,Satisfactory,0.3432,6093,21881,0.33874,0.34865
114,114,2001,No migration background,Poor,0.13777,2303,21881,0.13396,0.14118
115,115,2001,No migration background,Bad,0.04076,652,21881,0.03897,0.04294
116,116,2001,Direct migration background,Very good,0.12707,342,21881,0.11772,0.13697
117,117,2001,Direct migration background,Good,0.38635,1148,21881,0.37001,0.40407
118,118,2001,Direct migration background,Satisfactory,0.29513,889,21881,0.27943,0.30949
119,119,2001,Direct migration background,Poor,0.15144,419,21881,0.14162,0.16177
120,120,2001,Direct migration background,Bad,0.04001,113,21881,0.03513,0.04582
121,121,2001,Indirect migration background,Very good,0.25266,195,21881,0.22457,0.28234
122,122,2001,Indirect migration background,Good,0.468,367,21881,0.43476,0.51044
123,123,2001,Indirect migration background,Satisfactory,0.23964,156,21881,0.20731,0.27179
124,124,2001,Indirect migration background,Poor,0.03969,37,21881,0.0297,0.055
125,125,2002,No migration background,Very good,0.08887,1905,22977,0.08595,0.09261
126,126,2002,No migration background,Good,0.38056,8022,22977,0.37393,0.3875
127,127,2002,No migration background,Satisfactory,0.35133,6492,22977,0.34531,0.35674
128,128,2002,No migration background,Poor,0.13781,2368,22977,0.13438,0.14118
129,129,2002,No migration background,Bad,0.04142,638,22977,0.03972,0.04361
130,130,2002,Direct migration background,Very good,0.09705,267,22977,0.08872,0.10751
131,131,2002,Direct migration background,Good,0.36694,1070,22977,0.3492,0.38305
132,132,2002,Direct migration background,Satisfactory,0.325,869,22977,0.30825,0.34248
133,133,2002,Direct migration background,Poor,0.16382,472,22977,0.15354,0.17356
134,134,2002,Direct migration background,Bad,0.04719,115,22977,0.04091,0.05285
135,135,2002,Indirect migration background,Very good,0.18879,174,22977,0.1691,0.20924
136,136,2002,Indirect migration background,Good,0.4683,370,22977,0.42435,0.50867
137,137,2002,Indirect migration background,Satisfactory,0.27791,166,22977,0.24107,0.31896
138,138,2002,Indirect migration background,Poor,0.065,49,22977,0.04731,0.08269
139,139,2003,No migration background,Very good,0.08525,1794,22116,0.08164,0.08896
140,140,2003,No migration background,Good,0.39636,7893,22116,0.38983,0.40376
141,141,2003,No migration background,Satisfactory,0.33479,6050,22116,0.32836,0.34158
142,142,2003,No migration background,Poor,0.14058,2368,22116,0.13683,0.14427
143,143,2003,No migration background,Bad,0.04301,635,22116,0.04122,0.04482
144,144,2003,Direct migration background,Very good,0.11308,277,22116,0.10469,0.12324
145,145,2003,Direct migration background,Good,0.35902,998,22116,0.33938,0.37292
146,146,2003,Direct migration background,Satisfactory,0.32123,816,22116,0.30268,0.34139
147,147,2003,Direct migration background,Poor,0.15607,407,22116,0.14519,0.16566
148,148,2003,Direct migration background,Bad,0.0506,117,22116,0.04427,0.05748
149,149,2003,Indirect migration background,Very good,0.20448,172,22116,0.18127,0.22813
150,150,2003,Indirect migration background,Good,0.48713,380,22116,0.43956,0.52945
151,151,2003,Indirect migration background,Satisfactory,0.21874,153,22116,0.18889,0.25014
152,152,2003,Indirect migration background,Poor,0.08965,56,22116,0.06668,0.1097
153,153,2004,No migration background,Very good,0.09006,1740,21560,0.087,0.09371
154,154,2004,No migration background,Good,0.37945,7580,21560,0.37277,0.38616
155,155,2004,No migration background,Satisfactory,0.33093,5852,21560,0.32442,0.33676
156,156,2004,No migration background,Poor,0.15161,2394,21560,0.14788,0.15605
157,157,2004,No migration background,Bad,0.04796,677,21560,0.0457,0.05053
158,158,2004,Direct migration background,Very good,0.11487,271,21560,0.10206,0.12516
159,159,2004,Direct migration background,Good,0.36475,970,21560,0.34752,0.38394
160,160,2004,Direct migration background,Satisfactory,0.29314,777,21560,0.27768,0.30869
161,161,2004,Direct migration background,Poor,0.17709,398,21560,0.16505,0.18872
162,162,2004,Direct migration background,Bad,0.05015,117,21560,0.04312,0.05704
163,163,2004,Indirect migration background,Very good,0.22469,186,21560,0.19609,0.25227
164,164,2004,Indirect migration background,Good,0.47635,402,21560,0.42244,0.51364
165,165,2004,Indirect migration background,Satisfactory,0.23018,156,21560,0.19354,0.26632
166,166,2004,Indirect migration background,Poor,0.06879,40,21560,0.05214,0.09053
167,167,2005,No migration background,Very good,0.0848,1576,20620,0.08086,0.08863
168,168,2005,No migration background,Good,0.37647,7013,20620,0.36955,0.38476
169,169,2005,No migration background,Satisfactory,0.33948,5808,20620,0.33358,0.34604
170,170,2005,No migration background,Poor,0.15423,2409,20620,0.14952,0.1592
171,171,2005,No migration background,Bad,0.04502,642,20620,0.04296,0.04734
172,172,2005,Direct migration background,Very good,0.087,204,20620,0.07759,0.09638
173,173,2005,Direct migration background,Good,0.35064,876,20620,0.3316,0.37374
174,174,2005,Direct migration background,Satisfactory,0.33788,771,20620,0.31926,0.35679
175,175,2005,Direct migration background,Poor,0.16853,379,20620,0.15648,0.18271
176,176,2005,Direct migration background,Bad,0.05596,130,20620,0.04899,0.06464
177,177,2005,Indirect migration background,Very good,0.17764,165,20620,0.15318,0.20545
178,178,2005,Indirect migration background,Good,0.48904,416,20620,0.44491,0.53656
179,179,2005,Indirect migration background,Satisfactory,0.24931,185,20620,0.2192,0.28198
180,180,2005,Indirect migration background,Poor,0.08402,46,20620,0.06507,0.10707
181,181,2006,No migration background,Very good,0.08911,1722,22224,0.0853,0.09298
182,182,2006,No migration background,Good,0.37717,7668,22224,0.37039,0.38326
183,183,2006,No migration background,Satisfactory,0.34267,6347,22224,0.33608,0.34896
184,184,2006,No migration background,Poor,0.14216,2511,22224,0.13834,0.1463
185,185,2006,No migration background,Bad,0.04889,754,22224,0.04671,0.05158
186,186,2006,Direct migration background,Very good,0.10113,231,22224,0.09033,0.11097
187,187,2006,Direct migration background,Good,0.35449,867,22224,0.33468,0.37317
188,188,2006,Direct migration background,Satisfactory,0.32019,778,22224,0.30143,0.33506
189,189,2006,Direct migration background,Poor,0.17044,379,22224,0.16007,0.18153
190,190,2006,Direct migration background,Bad,0.05375,129,22224,0.04722,0.05937
191,191,2006,Indirect migration background,Very good,0.17647,161,22224,0.15453,0.20141
192,192,2006,Indirect migration background,Good,0.50265,437,22224,0.46167,0.54621
193,193,2006,Indirect migration background,Satisfactory,0.24292,179,22224,0.21341,0.27422
194,194,2006,Indirect migration background,Poor,0.07795,61,22224,0.06029,0.09827
195,195,2007,No migration background,Very good,0.08267,1546,20784,0.0787,0.08615
196,196,2007,No migration background,Good,0.38128,7199,20784,0.3734,0.38973
197,197,2007,No migration background,Satisfactory,0.34456,5978,20784,0.33753,0.35274
198,198,2007,No migration background,Poor,0.14951,2458,20784,0.14522,0.1541
199,199,2007,No migration background,Bad,0.04198,654,20784,0.03969,0.04452
200,200,2007,Direct migration background,Very good,0.08352,166,20784,0.07275,0.09404
201,201,2007,Direct migration background,Good,0.35395,824,20784,0.33578,0.37365
202,202,2007,Direct migration background,Satisfactory,0.33669,697,20784,0.31572,0.35657
203,203,2007,Direct migration background,Poor,0.16928,334,20784,0.1573,0.18211
204,204,2007,Direct migration background,Bad,0.05657,110,20784,0.05002,0.06397
205,205,2007,Indirect migration background,Very good,0.19482,161,20784,0.16941,0.22604
206,206,2007,Indirect migration background,Good,0.47581,408,20784,0.43424,0.51999
207,207,2007,Indirect migration background,Satisfactory,0.24748,194,20784,0.21593,0.28096
208,208,2007,Indirect migration background,Poor,0.08189,55,20784,0.06452,0.10039
209,209,2008,No migration background,Very good,0.08414,1451,19530,0.07993,0.08771
210,210,2008,No migration background,Good,0.38353,6742,19530,0.3746,0.39315
211,211,2008,No migration background,Satisfactory,0.34281,5620,19530,0.33438,0.35066
212,212,2008,No migration background,Poor,0.14875,2391,19530,0.14393,0.15371
213,213,2008,No migration background,Bad,0.04077,611,19530,0.03856,0.04304
214,214,2008,Direct migration background,Very good,0.09246,161,19530,0.08098,0.10375
215,215,2008,Direct migration background,Good,0.34601,701,19530,0.32351,0.36562
216,216,2008,Direct migration background,Satisfactory,0.31888,607,19530,0.29883,0.34003
217,217,2008,Direct migration background,Poor,0.1861,332,19530,0.17154,0.20183
218,218,2008,Direct migration background,Bad,0.05655,106,19530,0.04884,0.06478
219,219,2008,Indirect migration background,Very good,0.23059,183,19530,0.19815,0.2663
220,220,2008,Indirect migration background,Good,0.46376,392,19530,0.42324,0.50527
221,221,2008,Indirect migration background,Satisfactory,0.24058,178,19530,0.21396,0.27636
222,222,2008,Indirect migration background,Poor,0.06507,55,19530,0.05027,0.08044
223,223,2009,No migration background,Very good,0.07866,1282,18206,0.07412,0.08339
224,224,2009,No migration background,Good,0.36996,6169,18206,0.36159,0.37901
225,225,2009,No migration background,Satisfactory,0.36369,5555,18206,0.35394,0.37434
226,226,2009,No migration background,Poor,0.14509,2202,18206,0.13984,0.15004
227,227,2009,No migration background,Bad,0.0426,592,18206,0.04003,0.0452
228,228,2009,Direct migration background,Very good,0.09018,136,18206,0.07583,0.10793
229,229,2009,Direct migration background,Good,0.34593,596,18206,0.31887,0.37119
230,230,2009,Direct migration background,Satisfactory,0.32125,547,18206,0.30027,0.34282
231,231,2009,Direct migration background,Poor,0.19191,293,18206,0.17514,0.2114
232,232,2009,Direct migration background,Bad,0.05073,93,18206,0.04345,0.05743
233,233,2009,Indirect migration background,Very good,0.20754,142,18206,0.17249,0.23686
234,234,2009,Indirect migration background,Good,0.47689,381,18206,0.42322,0.53083
235,235,2009,Indirect migration background,Satisfactory,0.24222,160,18206,0.19722,0.28674
236,236,2009,Indirect migration background,Poor,0.07335,58,18206,0.0558,0.09666
237,237,2010,No migration background,Very good,0.09026,2299,24292,0.08465,0.09498
238,238,2010,No migration background,Good,0.3685,8178,24292,0.35946,0.37824
239,239,2010,No migration background,Satisfactory,0.34492,6345,24292,0.33417,0.35439
240,240,2010,No migration background,Poor,0.15287,2657,24292,0.14676,0.15828
241,241,2010,No migration background,Bad,0.04345,691,24292,0.04057,0.04692
242,242,2010,Direct migration background,Very good,0.10457,421,24292,0.08704,0.11871
243,243,2010,Direct migration background,Good,0.37412,1214,24292,0.34486,0.3997
244,244,2010,Direct migration background,Satisfactory,0.2978,825,24292,0.27338,0.32371
245,245,2010,Direct migration background,Poor,0.16137,374,24292,0.14265,0.1807
246,246,2010,Direct migration background,Bad,0.06214,124,24292,0.05212,0.07198
247,247,2010,Indirect migration background,Very good,0.22197,255,24292,0.18364,0.26835
248,248,2010,Indirect migration background,Good,0.41628,536,24292,0.3695,0.46913
249,249,2010,Indirect migration background,Satisfactory,0.27566,280,24292,0.23534,0.32821
250,250,2010,Indirect migration background,Poor,0.08609,93,24292,0.06113,0.11133
251,251,2011,No migration background,Very good,0.09747,2592,28846,0.09274,0.10168
252,252,2011,No migration background,Good,0.37436,9827,28846,0.36757,0.38366
253,253,2011,No migration background,Satisfactory,0.33313,7637,28846,0.32571,0.34106
254,254,2011,No migration background,Poor,0.15155,3258,28846,0.1454,0.15696
255,255,2011,No migration background,Bad,0.0435,878,28846,0.04061,0.04633
256,256,2011,Direct migration background,Very good,0.11394,448,28846,0.10133,0.12902
257,257,2011,Direct migration background,Good,0.37149,1315,28846,0.34735,0.40182
258,258,2011,Direct migration background,Satisfactory,0.29799,938,28846,0.27737,0.31741
259,259,2011,Direct migration background,Poor,0.16948,477,28846,0.15558,0.18905
260,260,2011,Direct migration background,Bad,0.04709,141,28846,0.03864,0.05521
261,261,2011,Indirect migration background,Very good,0.19715,268,28846,0.1646,0.2246
262,262,2011,Indirect migration background,Good,0.48153,649,28846,0.43722,0.5309
263,263,2011,Indirect migration background,Satisfactory,0.2431,302,28846,0.20533,0.28707
264,264,2011,Indirect migration background,Poor,0.07822,116,28846,0.06105,0.09433
265,265,2012,No migration background,Very good,0.0948,2410,28118,0.08991,0.09989
266,266,2012,No migration background,Good,0.37847,9763,28118,0.3704,0.38631
267,267,2012,No migration background,Satisfactory,0.34462,7643,28118,0.33738,0.35195
268,268,2012,No migration background,Poor,0.14209,3056,28118,0.13824,0.14727
269,269,2012,No migration background,Bad,0.04002,803,28118,0.03781,0.04314
270,270,2012,Direct migration background,Very good,0.10581,381,28118,0.09457,0.11953
271,271,2012,Direct migration background,Good,0.38789,1288,28118,0.36478,0.41041
272,272,2012,Direct migration background,Satisfactory,0.30365,899,28118,0.28454,0.32446
273,273,2012,Direct migration background,Poor,0.1638,453,28118,0.14844,0.17713
274,274,2012,Direct migration background,Bad,0.03885,131,28118,0.03127,0.04463
275,275,2012,Indirect migration background,Very good,0.2294,268,28118,0.19963,0.26203
276,276,2012,Indirect migration background,Good,0.45654,600,28118,0.40139,0.51071
277,277,2012,Indirect migration background,Satisfactory,0.22245,304,28118,0.19295,0.25147
278,278,2012,Indirect migration background,Poor,0.09162,119,28118,0.06961,0.11653
279,279,2013,No migration background,Very good,0.09115,2287,31155,0.08665,0.09529
280,280,2013,No migration background,Good,0.3681,8945,31155,0.35887,0.37756
281,281,2013,No migration background,Satisfactory,0.34417,7321,31155,0.33707,0.35082
282,282,2013,No migration background,Poor,0.15217,3132,31155,0.14673,0.15696
283,283,2013,No migration background,Bad,0.04441,800,31155,0.04126,0.04705
284,284,2013,Direct migration background,Very good,0.15788,1141,31155,0.14669,0.17193
285,285,2013,Direct migration background,Good,0.36947,2598,31155,0.34936,0.39041
286,286,2013,Direct migration background,Satisfactory,0.27414,1660,31155,0.25577,0.29329
287,287,2013,Direct migration background,Poor,0.15275,856,31155,0.13831,0.1677
288,288,2013,Direct migration background,Bad,0.04575,255,31155,0.04001,0.05349
289,289,2013,Indirect migration background,Very good,0.25345,559,31155,0.23111,0.27782
290,290,2013,Indirect migration background,Good,0.44337,943,31155,0.41103,0.48035
291,291,2013,Indirect migration background,Satisfactory,0.22273,469,31155,0.20019,0.24577
292,292,2013,Indirect migration background,Poor,0.06666,153,31155,0.05494,0.08139
293,293,2013,Indirect migration background,Bad,0.01379,36,31155,0.01045,0.01797
294,294,2014,No migration background,Very good,0.09065,1923,27627,0.08613,0.0956
295,295,2014,No migration background,Good,0.36849,8149,27627,0.36005,0.37882
296,296,2014,No migration background,Satisfactory,0.34004,6748,27627,0.33081,0.34941
297,297,2014,No migration background,Poor,0.16123,2983,27627,0.15592,0.16728
298,298,2014,No migration background,Bad,0.03959,702,27627,0.0366,0.04256
299,299,2014,Direct migration background,Very good,0.12576,696,27627,0.11385,0.14029
300,300,2014,Direct migration background,Good,0.38101,2134,27627,0.35443,0.40759
301,301,2014,Direct migration background,Satisfactory,0.29658,1514,27627,0.27796,0.31825
302,302,2014,Direct migration background,Poor,0.15004,722,27627,0.13729,0.16156
303,303,2014,Direct migration background,Bad,0.04661,205,27627,0.03969,0.05286
304,304,2014,Indirect migration background,Very good,0.23469,421,27627,0.20735,0.26303
305,305,2014,Indirect migration background,Good,0.43744,834,27627,0.403,0.47837
306,306,2014,Indirect migration background,Satisfactory,0.23991,426,27627,0.21015,0.27454
307,307,2014,Indirect migration background,Poor,0.07148,136,27627,0.05742,0.08716
308,308,2014,Indirect migration background,Bad,0.01648,34,27627,0.01135,0.02181
309,309,2015,No migration background,Very good,0.08916,1773,27281,0.08451,0.09503
310,310,2015,No migration background,Good,0.36937,7686,27281,0.36057,0.37894
311,311,2015,No migration background,Satisfactory,0.3414,6580,27281,0.33324,0.34936
312,312,2015,No migration background,Poor,0.15863,2828,27281,0.15303,0.16466
313,313,2015,No migration background,Bad,0.04144,662,27281,0.03849,0.04478
314,314,2015,Direct migration background,Very good,0.15074,1092,27281,0.13696,0.16525
315,315,2015,Direct migration background,Good,0.38513,2543,27281,0.36525,0.40468
316,316,2015,Direct migration background,Satisfactory,0.27572,1482,27281,0.25671,0.29267
317,317,2015,Direct migration background,Poor,0.13834,727,27281,0.12613,0.15047
318,318,2015,Direct migration background,Bad,0.05007,199,27281,0.04156,0.06
319,319,2015,Indirect migration background,Very good,0.20619,363,27281,0.18723,0.22989
320,320,2015,Indirect migration background,Good,0.46877,787,27281,0.4293,0.50267
321,321,2015,Indirect migration background,Satisfactory,0.24084,397,27281,0.21437,0.27353
322,322,2015,Indirect migration background,Poor,0.0842,162,27281,0.06857,0.10061
323,323,2016,No migration background,Very good,0.08285,1638,27729,0.07855,0.0882
324,324,2016,No migration background,Good,0.37776,7129,27729,0.36763,0.38783
325,325,2016,No migration background,Satisfactory,0.3397,6146,27729,0.33156,0.34761
326,326,2016,No migration background,Poor,0.15883,2619,27729,0.15315,0.16469
327,327,2016,No migration background,Bad,0.04087,638,27729,0.03761,0.04394
328,328,2016,Direct migration background,Very good,0.13352,1893,27729,0.12116,0.14798
329,329,2016,Direct migration background,Good,0.3899,3058,27729,0.36536,0.41097
330,330,2016,Direct migration background,Satisfactory,0.27562,1722,27729,0.25357,0.29715
331,331,2016,Direct migration background,Poor,0.15568,998,27729,0.14156,0.17203
332,332,2016,Direct migration background,Bad,0.04527,305,27729,0.03637,0.05476
333,333,2016,Indirect migration background,Very good,0.20245,328,27729,0.17995,0.23325
334,334,2016,Indirect migration background,Good,0.45843,703,27729,0.41356,0.50106
335,335,2016,Indirect migration background,Satisfactory,0.26189,404,27729,0.22951,0.29211
336,336,2016,Indirect migration background,Poor,0.07722,148,27729,0.06212,0.09607
337,337,2017,No migration background,Very good,0.09128,2068,31072,0.08709,0.09551
338,338,2017,No migration background,Good,0.37075,8063,31072,0.36166,0.37893
339,339,2017,No migration background,Satisfactory,0.34442,6847,31072,0.33636,0.35157
340,340,2017,No migration background,Poor,0.15533,2838,31072,0.15004,0.16049
341,341,2017,No migration background,Bad,0.03823,671,31072,0.0351,0.04085
342,342,2017,Direct migration background,Very good,0.12807,2143,31072,0.11396,0.13984
343,343,2017,Direct migration background,Good,0.3827,3409,31072,0.35401,0.41132
344,344,2017,Direct migration background,Satisfactory,0.29576,1985,31072,0.27281,0.3187
345,345,2017,Direct migration background,Poor,0.1552,1043,31072,0.13783,0.17358
346,346,2017,Direct migration background,Bad,0.03827,273,31072,0.03118,0.04694
347,347,2017,Indirect migration background,Very good,0.21481,376,31072,0.19188,0.23945
348,348,2017,Indirect migration background,Good,0.45161,753,31072,0.41237,0.49924
349,349,2017,Indirect migration background,Satisfactory,0.23876,436,31072,0.2092,0.26802
350,350,2017,Indirect migration background,Poor,0.09482,167,31072,0.08062,0.11336
351,351,2018,No migration background,Very good,0.09155,2010,29749,0.08705,0.09644
352,352,2018,No migration background,Good,0.37642,7845,29749,0.36804,0.38753
353,353,2018,No migration background,Satisfactory,0.34462,6551,29749,0.33614,0.35283
354,354,2018,No migration background,Poor,0.15004,2733,29749,0.14533,0.15563
355,355,2018,No migration background,Bad,0.03737,636,29749,0.03478,0.04076
356,356,2018,Direct migration background,Very good,0.13853,2132,29749,0.12491,0.15307
357,357,2018,Direct migration background,Good,0.37169,2943,29749,0.34656,0.39697
358,358,2018,Direct migration background,Satisfactory,0.30226,1960,29749,0.27784,0.33087
359,359,2018,Direct migration background,Poor,0.14688,924,29749,0.13199,0.16321
360,360,2018,Direct migration background,Bad,0.04064,285,29749,0.03302,0.049
361,361,2018,Indirect migration background,Very good,0.22912,412,29749,0.2046,0.25678
