"m11126","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Zufriedenstellend","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Zufriedenstellend","1993","Hauptschule","Westdeutschland","","","",""
"Zufriedenstellend","1993","Hauptschule","Ostdeutschland","","","",""
"Zufriedenstellend","1993","Realschule","Westdeutschland","","","",""
"Zufriedenstellend","1993","Realschule","Ostdeutschland","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Zufriedenstellend","1993","AkademikerIn","Westdeutschland","","","",""
"Zufriedenstellend","1993","AkademikerIn","Ostdeutschland","","","",""
"Weniger gut","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Weniger gut","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Weniger gut","1993","Hauptschule","Westdeutschland","","","",""
"Weniger gut","1993","Hauptschule","Ostdeutschland","","","",""
"Weniger gut","1993","Realschule","Westdeutschland","","","",""
"Weniger gut","1993","Realschule","Ostdeutschland","","","",""
"Weniger gut","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Weniger gut","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Weniger gut","1993","AkademikerIn","Westdeutschland","","","",""
"Weniger gut","1993","AkademikerIn","Ostdeutschland","","","",""
"Schlecht","1993","(noch) kein Abschluss","Westdeutschland","","","",""
"Schlecht","1993","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","1993","Hauptschule","Westdeutschland","","","",""
"Schlecht","1993","Hauptschule","Ostdeutschland","","","",""
"Schlecht","1993","Realschule","Westdeutschland","","","",""
"Schlecht","1993","Realschule","Ostdeutschland","","","",""
"Schlecht","1993","(Fach-)Abitur","Westdeutschland","","","",""
"Schlecht","1993","(Fach-)Abitur","Ostdeutschland","","","",""
"Schlecht","1993","AkademikerIn","Westdeutschland","","","",""
"Schlecht","1993","AkademikerIn","Ostdeutschland","","","",""
"Sehr gut","1994","(noch) kein Abschluss","Westdeutschland","109","","",""
"Sehr gut","1994","(noch) kein Abschluss","Ostdeutschland","22","","",""
"Sehr gut","1994","Hauptschule","Westdeutschland","422","0.067134055046642","0.060063291058024","0.07420481903526"
"Sehr gut","1994","Hauptschule","Ostdeutschland","61","0.0476624728449642","0.0359818393123281","0.0593431063776003"
"Sehr gut","1994","Realschule","Westdeutschland","226","","",""
"Sehr gut","1994","Realschule","Ostdeutschland","159","","",""
"Sehr gut","1994","(Fach-)Abitur","Westdeutschland","119","","",""
"Sehr gut","1994","(Fach-)Abitur","Ostdeutschland","22","","",""
"Sehr gut","1994","AkademikerIn","Westdeutschland","89","0.104601122315256","0.0832738018722567","0.125928442758255"
"Sehr gut","1994","AkademikerIn","Ostdeutschland","61","0.064467965757099","0.0480353855053685","0.0809005460088294"
"Gut","1994","(noch) kein Abschluss","Westdeutschland","277","","",""
"Gut","1994","(noch) kein Abschluss","Ostdeutschland","53","0.511271930889738","0.413298637429468","0.609245224350008"
"Gut","1994","Hauptschule","Westdeutschland","1763","","",""
"Gut","1994","Hauptschule","Ostdeutschland","369","0.26647712675235","0.242237860840652","0.290716392664048"
"Gut","1994","Realschule","Westdeutschland","734","0.413086158683125","0.389470647383313","0.436701669982938"
"Gut","1994","Realschule","Ostdeutschland","670","0.476310167598689","0.449902093991733","0.502718241205644"
"Gut","1994","(Fach-)Abitur","Westdeutschland","379","0.485243148609233","0.450236705648379","0.520249591570088"
"Gut","1994","(Fach-)Abitur","Ostdeutschland","80","0.543268342816196","0.46015967813593","0.626377007496461"
"Gut","1994","AkademikerIn","Westdeutschland","393","0.489967654574707","0.45513052095428","0.524804788195135"
"Gut","1994","AkademikerIn","Ostdeutschland","375","0.416170815229596","0.383188346589899","0.449153283869293"
"Zufriedenstellend","1994","(noch) kein Abschluss","Westdeutschland","183","","",""
"Zufriedenstellend","1994","(noch) kein Abschluss","Ostdeutschland","22","","",""
"Zufriedenstellend","1994","Hauptschule","Westdeutschland","1589","","",""
"Zufriedenstellend","1994","Hauptschule","Ostdeutschland","554","0.440078078366749","0.412862894837355","0.467293261896142"
"Zufriedenstellend","1994","Realschule","Westdeutschland","503","0.325162340780152","0.302695622928039","0.347629058632266"
"Zufriedenstellend","1994","Realschule","Ostdeutschland","414","0.311563320864998","0.287074950370136","0.33605169135986"
"Zufriedenstellend","1994","(Fach-)Abitur","Westdeutschland","184","","",""
"Zufriedenstellend","1994","(Fach-)Abitur","Ostdeutschland","26","","",""
"Zufriedenstellend","1994","AkademikerIn","Westdeutschland","216","","",""
"Zufriedenstellend","1994","AkademikerIn","Ostdeutschland","296","","",""
"Weniger gut","1994","(noch) kein Abschluss","Westdeutschland","132","","",""
"Weniger gut","1994","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Weniger gut","1994","Hauptschule","Westdeutschland","808","0.185017503202238","0.17404600767427","0.195988998730207"
"Weniger gut","1994","Hauptschule","Ostdeutschland","212","","",""
"Weniger gut","1994","Realschule","Westdeutschland","179","","",""
"Weniger gut","1994","Realschule","Ostdeutschland","118","","",""
"Weniger gut","1994","(Fach-)Abitur","Westdeutschland","81","0.114944748981549","0.0926040390579257","0.137285458905173"
"Weniger gut","1994","(Fach-)Abitur","Ostdeutschland","5","0.0493667903170418","0.0132231006576324","0.0855104799764511"
"Weniger gut","1994","AkademikerIn","Westdeutschland","74","0.0996313255276559","0.0787591368599854","0.120503514195326"
"Weniger gut","1994","AkademikerIn","Ostdeutschland","109","","",""
"Schlecht","1994","(noch) kein Abschluss","Westdeutschland","44","0.0600195365997915","0.0429635955112681","0.0770754776883149"
"Schlecht","1994","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","1994","Hauptschule","Westdeutschland","230","","",""
"Schlecht","1994","Hauptschule","Ostdeutschland","82","0.0771957055094475","0.0625626830921358","0.0918287279267593"
"Schlecht","1994","Realschule","Westdeutschland","28","","",""
"Schlecht","1994","Realschule","Ostdeutschland","13","","",""
"Schlecht","1994","(Fach-)Abitur","Westdeutschland","20","","",""
"Schlecht","1994","(Fach-)Abitur","Ostdeutschland","5","0.0390377148020538","0.00672273320596167","0.0713526963981459"
"Schlecht","1994","AkademikerIn","Westdeutschland","19","","",""
"Schlecht","1994","AkademikerIn","Ostdeutschland","17","","",""
"Sehr gut","1995","(noch) kein Abschluss","Westdeutschland","97","0.173418048538178","0.146571310925762","0.200264786150595"
"Sehr gut","1995","(noch) kein Abschluss","Ostdeutschland","25","","",""
"Sehr gut","1995","Hauptschule","Westdeutschland","412","0.0629194856783112","0.0561116673605606","0.0697273039960618"
"Sehr gut","1995","Hauptschule","Ostdeutschland","45","0.0282600027442766","0.018953519791895","0.0375664856966582"
"Sehr gut","1995","Realschule","Westdeutschland","212","","",""
"Sehr gut","1995","Realschule","Ostdeutschland","130","","",""
"Sehr gut","1995","(Fach-)Abitur","Westdeutschland","130","","",""
"Sehr gut","1995","(Fach-)Abitur","Ostdeutschland","26","","",""
"Sehr gut","1995","AkademikerIn","Westdeutschland","114","","",""
"Sehr gut","1995","AkademikerIn","Ostdeutschland","56","0.0686105504062101","0.0514232096313526","0.0857978911810676"
"Gut","1995","(noch) kein Abschluss","Westdeutschland","279","","",""
"Gut","1995","(noch) kein Abschluss","Ostdeutschland","62","0.590764132074071","0.49970301263826","0.681825251509883"
"Gut","1995","Hauptschule","Westdeutschland","1801","","",""
"Gut","1995","Hauptschule","Ostdeutschland","352","0.279384535314508","0.254185877015394","0.304583193613621"
"Gut","1995","Realschule","Westdeutschland","812","0.429594695849185","0.406539965694446","0.452649426003924"
"Gut","1995","Realschule","Ostdeutschland","649","0.487258769929216","0.460496395377498","0.514021144480934"
"Gut","1995","(Fach-)Abitur","Westdeutschland","470","0.527082146863857","0.494608043061602","0.559556250666112"
"Gut","1995","(Fach-)Abitur","Ostdeutschland","77","0.503114515811043","0.423629022173379","0.582600009448707"
"Gut","1995","AkademikerIn","Westdeutschland","440","0.469197322332022","0.436896934408598","0.501497710255447"
"Gut","1995","AkademikerIn","Ostdeutschland","350","0.38767398089253","0.354547731811008","0.420800229974052"
"Zufriedenstellend","1995","(noch) kein Abschluss","Westdeutschland","220","","",""
"Zufriedenstellend","1995","(noch) kein Abschluss","Ostdeutschland","17","","",""
"Zufriedenstellend","1995","Hauptschule","Westdeutschland","1619","","",""
"Zufriedenstellend","1995","Hauptschule","Ostdeutschland","504","0.411908162939716","0.384267578488432","0.439548747391"
"Zufriedenstellend","1995","Realschule","Westdeutschland","516","0.325313149379606","0.303493852951071","0.347132445808141"
"Zufriedenstellend","1995","Realschule","Ostdeutschland","430","0.320815844907706","0.295822903591385","0.345808786224026"
"Zufriedenstellend","1995","(Fach-)Abitur","Westdeutschland","213","","",""
"Zufriedenstellend","1995","(Fach-)Abitur","Ostdeutschland","39","0.231776191323825","0.164694409566691","0.298857973080959"
"Zufriedenstellend","1995","AkademikerIn","Westdeutschland","274","","",""
"Zufriedenstellend","1995","AkademikerIn","Ostdeutschland","310","0.396758001204063","0.363495399833031","0.430020602575094"
"Weniger gut","1995","(noch) kein Abschluss","Westdeutschland","132","","",""
"Weniger gut","1995","(noch) kein Abschluss","Ostdeutschland","7","0.0760052739366726","0.0269262756398921","0.125084272233453"
"Weniger gut","1995","Hauptschule","Westdeutschland","812","0.1902159540915","0.179212348899057","0.201219559283943"
"Weniger gut","1995","Hauptschule","Ostdeutschland","244","","",""
"Weniger gut","1995","Realschule","Westdeutschland","192","","",""
"Weniger gut","1995","Realschule","Ostdeutschland","116","","",""
"Weniger gut","1995","(Fach-)Abitur","Westdeutschland","75","0.0849716084987445","0.0668348624821146","0.103108354515374"
"Weniger gut","1995","(Fach-)Abitur","Ostdeutschland","7","0.0409081732923118","0.00941898719516387","0.0723973593894597"
"Weniger gut","1995","AkademikerIn","Westdeutschland","75","0.0949184921408968","0.0759478214924242","0.113889162789369"
"Weniger gut","1995","AkademikerIn","Ostdeutschland","93","0.1224439601854","0.100156853464687","0.144731066906113"
"Schlecht","1995","(noch) kein Abschluss","Westdeutschland","36","0.0337869710051674","0.02097510210468","0.0465988399056548"
"Schlecht","1995","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Schlecht","1995","Hauptschule","Westdeutschland","243","","",""
"Schlecht","1995","Hauptschule","Ostdeutschland","73","0.0772486657707547","0.0622548461689672","0.0922424853725423"
"Schlecht","1995","Realschule","Westdeutschland","39","0.0322336323544185","0.0240078219154684","0.0404594427933685"
"Schlecht","1995","Realschule","Ostdeutschland","15","","",""
"Schlecht","1995","(Fach-)Abitur","Westdeutschland","20","","",""
"Schlecht","1995","(Fach-)Abitur","Ostdeutschland","3","","",""
"Schlecht","1995","AkademikerIn","Westdeutschland","14","","",""
"Schlecht","1995","AkademikerIn","Ostdeutschland","22","","",""
"Sehr gut","1996","(noch) kein Abschluss","Westdeutschland","103","","",""
"Sehr gut","1996","(noch) kein Abschluss","Ostdeutschland","30","0.230468592371089","0.153831654086235","0.307105530655943"
"Sehr gut","1996","Hauptschule","Westdeutschland","387","0.0600533090736828","0.0532904054803039","0.0668162126670617"
"Sehr gut","1996","Hauptschule","Ostdeutschland","36","0.0210745394277541","0.0129069531876649","0.0292421256678433"
"Sehr gut","1996","Realschule","Westdeutschland","228","","",""
"Sehr gut","1996","Realschule","Ostdeutschland","117","","",""
"Sehr gut","1996","(Fach-)Abitur","Westdeutschland","152","","",""
"Sehr gut","1996","(Fach-)Abitur","Ostdeutschland","17","","",""
"Sehr gut","1996","AkademikerIn","Westdeutschland","110","","",""
"Sehr gut","1996","AkademikerIn","Ostdeutschland","49","0.0528826105305791","0.0377391385350561","0.0680260825261022"
"Gut","1996","(noch) kein Abschluss","Westdeutschland","247","","",""
"Gut","1996","(noch) kein Abschluss","Ostdeutschland","58","0.497887833805185","0.406899601926826","0.588876065683544"
"Gut","1996","Hauptschule","Westdeutschland","1647","","",""
"Gut","1996","Hauptschule","Ostdeutschland","313","0.253539103606463","0.228801030024956","0.27827717718797"
"Gut","1996","Realschule","Westdeutschland","827","0.432747150886024","0.40970452006217","0.455789781709878"
"Gut","1996","Realschule","Ostdeutschland","635","0.472641644767178","0.445870695563546","0.49941259397081"
"Gut","1996","(Fach-)Abitur","Westdeutschland","426","0.486367814567429","0.453079050295115","0.519656578839743"
"Gut","1996","(Fach-)Abitur","Ostdeutschland","96","0.582991898238197","0.507298536312603","0.65868526016379"
"Gut","1996","AkademikerIn","Westdeutschland","462","0.499187006610872","0.466930549067797","0.531443464153947"
"Gut","1996","AkademikerIn","Ostdeutschland","372","0.42110525927495","0.387696353985206","0.454514164564694"
"Zufriedenstellend","1996","(noch) kein Abschluss","Westdeutschland","213","","",""
"Zufriedenstellend","1996","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Zufriedenstellend","1996","Hauptschule","Westdeutschland","1714","","",""
"Zufriedenstellend","1996","Hauptschule","Ostdeutschland","563","0.478066593558808","0.449661801348144","0.506471385769472"
"Zufriedenstellend","1996","Realschule","Westdeutschland","510","0.324628098183373","0.302851443816392","0.346404752550353"
"Zufriedenstellend","1996","Realschule","Ostdeutschland","451","0.339708757524789","0.314312717549722","0.365104797499857"
"Zufriedenstellend","1996","(Fach-)Abitur","Westdeutschland","201","","",""
"Zufriedenstellend","1996","(Fach-)Abitur","Ostdeutschland","38","0.255910168086021","0.188920049775591","0.322900286396451"
"Zufriedenstellend","1996","AkademikerIn","Westdeutschland","247","","",""
"Zufriedenstellend","1996","AkademikerIn","Ostdeutschland","305","0.377806367449617","0.344999517798936","0.410613217100297"
"Weniger gut","1996","(noch) kein Abschluss","Westdeutschland","119","","",""
"Weniger gut","1996","(noch) kein Abschluss","Ostdeutschland","6","0.0744226549845816","0.026661146605581","0.122184163363582"
"Weniger gut","1996","Hauptschule","Westdeutschland","772","0.184917977385595","0.173866932627499","0.195969022143692"
"Weniger gut","1996","Hauptschule","Ostdeutschland","208","","",""
"Weniger gut","1996","Realschule","Westdeutschland","172","","",""
"Weniger gut","1996","Realschule","Ostdeutschland","115","","",""
"Weniger gut","1996","(Fach-)Abitur","Westdeutschland","67","0.0904675090200821","0.0713626177603574","0.109572400279807"
"Weniger gut","1996","(Fach-)Abitur","Ostdeutschland","8","0.0525977945930683","0.0183284931385489","0.0868670960475878"
"Weniger gut","1996","AkademikerIn","Westdeutschland","85","0.092940278513168","0.0742090109958173","0.111671546030519"
"Weniger gut","1996","AkademikerIn","Ostdeutschland","98","0.128529357180013","0.105883192601868","0.151175521758157"
"Schlecht","1996","(noch) kein Abschluss","Westdeutschland","41","0.0659957993148615","0.0478985944089746","0.0840930042207484"
"Schlecht","1996","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Schlecht","1996","Hauptschule","Westdeutschland","221","","",""
"Schlecht","1996","Hauptschule","Ostdeutschland","68","0.0681050164943448","0.0537794135829633","0.0824306194057262"
"Schlecht","1996","Realschule","Westdeutschland","39","0.0263369135718369","0.0188893640065425","0.0337844631371313"
"Schlecht","1996","Realschule","Ostdeutschland","18","","",""
"Schlecht","1996","(Fach-)Abitur","Westdeutschland","20","","",""
"Schlecht","1996","(Fach-)Abitur","Ostdeutschland","4","0.0220361944861748","-0.000500176231885911","0.0445725652042354"
"Schlecht","1996","AkademikerIn","Westdeutschland","19","","",""
"Schlecht","1996","AkademikerIn","Ostdeutschland","15","","",""
"Sehr gut","1997","(noch) kein Abschluss","Westdeutschland","101","","",""
"Sehr gut","1997","(noch) kein Abschluss","Ostdeutschland","31","0.246562296895641","0.172471643803978","0.320652949987305"
"Sehr gut","1997","Hauptschule","Westdeutschland","346","0.0604701112259955","0.053591796434813","0.0673484260171779"
"Sehr gut","1997","Hauptschule","Ostdeutschland","39","0.0294385281460887","0.0196691090491932","0.0392079472429842"
"Sehr gut","1997","Realschule","Westdeutschland","193","","",""
"Sehr gut","1997","Realschule","Ostdeutschland","114","","",""
"Sehr gut","1997","(Fach-)Abitur","Westdeutschland","128","","",""
"Sehr gut","1997","(Fach-)Abitur","Ostdeutschland","16","","",""
"Sehr gut","1997","AkademikerIn","Westdeutschland","98","0.104842036320823","0.085131807482551","0.124552265159095"
"Sehr gut","1997","AkademikerIn","Ostdeutschland","45","0.0486433326194314","0.0340696701870687","0.0632169950517941"
"Gut","1997","(noch) kein Abschluss","Westdeutschland","263","","",""
"Gut","1997","(noch) kein Abschluss","Ostdeutschland","71","0.531917776660539","0.446142971311123","0.617692582009955"
"Gut","1997","Hauptschule","Westdeutschland","1701","","",""
"Gut","1997","Hauptschule","Ostdeutschland","314","0.266273362602524","0.240726935115384","0.291819790089664"
"Gut","1997","Realschule","Westdeutschland","858","0.445944101344846","0.422839460814561","0.469048741875131"
"Gut","1997","Realschule","Ostdeutschland","647","0.473710217378818","0.446536631761138","0.500883802996499"
"Gut","1997","(Fach-)Abitur","Westdeutschland","425","0.484070886355685","0.450435248769256","0.517706523942115"
"Gut","1997","(Fach-)Abitur","Ostdeutschland","105","","",""
"Gut","1997","AkademikerIn","Westdeutschland","486","0.501288662756786","0.469119284683648","0.533458040829924"
"Gut","1997","AkademikerIn","Ostdeutschland","381","0.416288439368871","0.382893421160488","0.449683457577255"
"Zufriedenstellend","1997","(noch) kein Abschluss","Westdeutschland","194","","",""
"Zufriedenstellend","1997","(noch) kein Abschluss","Ostdeutschland","21","","",""
"Zufriedenstellend","1997","Hauptschule","Westdeutschland","1607","","",""
"Zufriedenstellend","1997","Hauptschule","Ostdeutschland","520","0.45305753222095","0.424287081125918","0.481827983315982"
"Zufriedenstellend","1997","Realschule","Westdeutschland","526","0.326011009810449","0.304222639525354","0.347799380095545"
"Zufriedenstellend","1997","Realschule","Ostdeutschland","412","0.328219999854717","0.302665101462268","0.353774898247165"
"Zufriedenstellend","1997","(Fach-)Abitur","Westdeutschland","210","","",""
"Zufriedenstellend","1997","(Fach-)Abitur","Ostdeutschland","35","0.205034734754846","0.144345532709903","0.265723936799788"
"Zufriedenstellend","1997","AkademikerIn","Westdeutschland","262","","",""
"Zufriedenstellend","1997","AkademikerIn","Ostdeutschland","296","","",""
"Weniger gut","1997","(noch) kein Abschluss","Westdeutschland","106","","",""
"Weniger gut","1997","(noch) kein Abschluss","Ostdeutschland","7","0.0346748745194878","0.00322487312696275","0.0661248759120128"
"Weniger gut","1997","Hauptschule","Westdeutschland","737","0.182949161296412","0.171792195152167","0.194106127440658"
"Weniger gut","1997","Hauptschule","Ostdeutschland","201","","",""
"Weniger gut","1997","Realschule","Westdeutschland","164","","",""
"Weniger gut","1997","Realschule","Ostdeutschland","99","0.0813721769022285","0.0664927615255369","0.09625159227892"
"Weniger gut","1997","(Fach-)Abitur","Westdeutschland","71","0.0841847552808149","0.0654964110054022","0.102873099556228"
"Weniger gut","1997","(Fach-)Abitur","Ostdeutschland","9","0.0808383809304857","0.0398624928987767","0.121814268962195"
"Weniger gut","1997","AkademikerIn","Westdeutschland","71","0.09072710736951","0.0722476269049251","0.109206587834095"
"Weniger gut","1997","AkademikerIn","Ostdeutschland","98","0.132565836150826","0.109592745242731","0.155538927058922"
"Schlecht","1997","(noch) kein Abschluss","Westdeutschland","38","0.0392410355564876","0.0248776444071455","0.0536044267058298"
"Schlecht","1997","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schlecht","1997","Hauptschule","Westdeutschland","222","","",""
"Schlecht","1997","Hauptschule","Ostdeutschland","76","0.0782155589466642","0.0626966768325453","0.093734441060783"
"Schlecht","1997","Realschule","Westdeutschland","37","0.0319587016469397","0.0237830247626358","0.0401343785312436"
"Schlecht","1997","Realschule","Ostdeutschland","25","","",""
"Schlecht","1997","(Fach-)Abitur","Westdeutschland","14","","",""
"Schlecht","1997","(Fach-)Abitur","Ostdeutschland","5","0.0232438309534999","0.000593707894944395","0.0458939540120554"
"Schlecht","1997","AkademikerIn","Westdeutschland","11","","",""
"Schlecht","1997","AkademikerIn","Ostdeutschland","17","","",""
"Sehr gut","1998","(noch) kein Abschluss","Westdeutschland","104","","",""
"Sehr gut","1998","(noch) kein Abschluss","Ostdeutschland","37","0.313045472095222","0.233634565959422","0.392456378231021"
"Sehr gut","1998","Hauptschule","Westdeutschland","428","0.0731279898818513","0.0659102426844379","0.0803457370792647"
"Sehr gut","1998","Hauptschule","Ostdeutschland","55","0.0419871720899181","0.0305438779270484","0.0534304662527877"
"Sehr gut","1998","Realschule","Westdeutschland","239","","",""
"Sehr gut","1998","Realschule","Ostdeutschland","140","","",""
"Sehr gut","1998","(Fach-)Abitur","Westdeutschland","151","","",""
"Sehr gut","1998","(Fach-)Abitur","Ostdeutschland","18","","",""
"Sehr gut","1998","AkademikerIn","Westdeutschland","157","","",""
"Sehr gut","1998","AkademikerIn","Ostdeutschland","38","0.0503616610729719","0.0358131894510256","0.0649101326949182"
"Gut","1998","(noch) kein Abschluss","Westdeutschland","272","","",""
"Gut","1998","(noch) kein Abschluss","Ostdeutschland","71","0.468596041187938","0.383143665034002","0.554048417341874"
"Gut","1998","Hauptschule","Westdeutschland","1864","","",""
"Gut","1998","Hauptschule","Ostdeutschland","322","0.259596756354845","0.23458231118221","0.28461120152748"
"Gut","1998","Realschule","Westdeutschland","967","0.454437854229803","0.432572184266026","0.47630352419358"
"Gut","1998","Realschule","Ostdeutschland","705","0.499805263388552","0.47361414494442","0.525996381832684"
"Gut","1998","(Fach-)Abitur","Westdeutschland","517","0.508147140705785","0.47678284603158","0.539511435379991"
"Gut","1998","(Fach-)Abitur","Ostdeutschland","101","","",""
"Gut","1998","AkademikerIn","Westdeutschland","552","0.48696121121178","0.457356330417259","0.5165660920063"
"Gut","1998","AkademikerIn","Ostdeutschland","404","0.42427317427019","0.391394125233713","0.457152223306667"
"Zufriedenstellend","1998","(noch) kein Abschluss","Westdeutschland","170","","",""
"Zufriedenstellend","1998","(noch) kein Abschluss","Ostdeutschland","16","","",""
"Zufriedenstellend","1998","Hauptschule","Westdeutschland","1703","","",""
