year,bula_h,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Berlin,Good,0.31091,197,530,0.27146,0.35035
1994,Berlin,Satisfactory,0.35679,179,530,0.31597,0.39762
1994,Berlin,Poor,0.19128,102,530,0.15777,0.22480
1994,Brandenburg,Very good,0.08386,57,588,0.06144,0.10629
1994,Brandenburg,Good,0.33747,225,588,0.29922,0.37572
1994,Brandenburg,Satisfactory,0.40723,232,588,0.36748,0.44697
1994,Brandenburg,Poor,0.14207,74,588,0.11383,0.17032
1994,Mecklenburg-Western Pomerania,Very good,0.08185,34,400,0.05495,0.10875
1994,Mecklenburg-Western Pomerania,Good,0.43034,180,400,0.38176,0.47893
1994,Mecklenburg-Western Pomerania,Satisfactory,0.33665,137,400,0.29028,0.38302
1994,Mecklenburg-Western Pomerania,Poor,0.10908,49,400,0.07849,0.13966
1994,Saxony,Very good,0.06944,94,1127,0.05459,0.08429
1994,Saxony,Good,0.38944,472,1127,0.36096,0.41792
1994,Saxony,Satisfactory,0.37546,400,1127,0.34718,0.40375
1994,Saxony,Poor,0.12290,123,1127,0.10372,0.14208
1994,Saxony,Bad,0.04275,38,1127,0.03094,0.05457
1994,Saxony-Anhalt,Very good,0.08433,62,682,0.06346,0.10521
1994,Saxony-Anhalt,Good,0.40005,304,682,0.36325,0.43684
1994,Saxony-Anhalt,Satisfactory,0.34041,221,682,0.30482,0.37600
1994,Saxony-Anhalt,Poor,0.13873,95,682,0.11277,0.16469
1994,Thuringa,Very good,0.08486,53,642,0.06329,0.10643
1994,Thuringa,Good,0.37870,273,642,0.34115,0.41625
1994,Thuringa,Satisfactory,0.38003,248,642,0.34245,0.41760
1994,Thuringa,Poor,0.11015,68,642,0.08592,0.13439
1995,Schleswig-Holstein,Good,0.39042,118,257,0.33066,0.45018
1995,Schleswig-Holstein,Satisfactory,0.35240,92,257,0.29388,0.41092
1995,Schleswig-Holstein,Poor,0.16395,47,257,0.11860,0.20931
1995,Hamburg,Good,0.37882,55,89,0.27747,0.48017
1995,Hamburg,Satisfactory,0.26940,34,89,0.17670,0.36209
1995,Lower Saxony,Very good,0.07293,99,1040,0.05711,0.08874
1995,Lower Saxony,Good,0.39946,434,1040,0.36968,0.42924
1995,Lower Saxony,Satisfactory,0.32621,328,1040,0.29770,0.35471
1995,Lower Saxony,Poor,0.15746,135,1040,0.13531,0.17961
1995,Lower Saxony,Bad,0.04395,44,1040,0.03148,0.05641
1995,Bremen,Satisfactory,0.30618,33,33,0.14648,0.46587
1995,North Rhine-Westphalia,Very good,0.08775,284,2574,0.07682,0.09868
1995,North Rhine-Westphalia,Good,0.38581,1083,2574,0.36700,0.40461
1995,North Rhine-Westphalia,Satisfactory,0.34149,774,2574,0.32317,0.35981
1995,North Rhine-Westphalia,Poor,0.14258,342,2574,0.12907,0.15609
1995,North Rhine-Westphalia,Bad,0.04238,91,2574,0.03460,0.05016
1995,Hesse,Very good,0.08271,89,941,0.06510,0.10032
1995,Hesse,Good,0.41153,415,941,0.38007,0.44299
1995,Hesse,Satisfactory,0.32363,272,941,0.29372,0.35354
1995,Hesse,Poor,0.15011,132,941,0.12727,0.17294
1995,Hesse,Bad,0.03202,33,941,0.02077,0.04328
1995,"Rhineland-Palatinate, Saarland",Very good,0.09710,77,686,0.07493,0.11928
1995,"Rhineland-Palatinate, Saarland",Good,0.37318,289,686,0.33696,0.40940
1995,"Rhineland-Palatinate, Saarland",Satisfactory,0.34140,227,686,0.30589,0.37691
1995,"Rhineland-Palatinate, Saarland",Poor,0.15529,93,686,0.12817,0.18241
1995,Baden-Wuerttemberg,Very good,0.07746,193,1786,0.06506,0.08986
1995,Baden-Wuerttemberg,Good,0.37545,729,1786,0.35298,0.39791
1995,Baden-Wuerttemberg,Satisfactory,0.36177,560,1786,0.33948,0.38406
1995,Baden-Wuerttemberg,Poor,0.14338,241,1786,0.12712,0.15964
1995,Baden-Wuerttemberg,Bad,0.04194,63,1786,0.03265,0.05124
1995,Bavaria,Very good,0.10693,209,1684,0.09216,0.12169
1995,Bavaria,Good,0.38100,687,1684,0.35780,0.40420
1995,Bavaria,Satisfactory,0.31404,499,1684,0.29186,0.33621
1995,Bavaria,Poor,0.15657,228,1684,0.13921,0.17393
1995,Bavaria,Bad,0.04147,61,1684,0.03194,0.05099
1995,Berlin,Very good,0.07373,44,539,0.05165,0.09582
1995,Berlin,Good,0.38660,218,539,0.34545,0.42775
1995,Berlin,Satisfactory,0.29973,174,539,0.26102,0.33845
1995,Berlin,Poor,0.18729,103,539,0.15432,0.22025
1995,Brandenburg,Very good,0.07073,51,570,0.04966,0.09179
1995,Brandenburg,Good,0.40402,246,570,0.36370,0.44434
1995,Brandenburg,Satisfactory,0.35003,202,570,0.31084,0.38922
1995,Brandenburg,Poor,0.13198,71,570,0.10417,0.15979
1995,Mecklenburg-Western Pomerania,Very good,0.09589,39,407,0.06725,0.12453
1995,Mecklenburg-Western Pomerania,Good,0.41053,186,407,0.36268,0.45838
1995,Mecklenburg-Western Pomerania,Satisfactory,0.34851,130,407,0.30216,0.39486
1995,Mecklenburg-Western Pomerania,Poor,0.12033,52,407,0.08868,0.15198
1995,Saxony,Very good,0.06179,81,1094,0.04752,0.07607
1995,Saxony,Good,0.38080,440,1094,0.35201,0.40959
1995,Saxony,Satisfactory,0.37761,405,1094,0.34887,0.40635
1995,Saxony,Poor,0.14180,137,1094,0.12112,0.16248
1995,Saxony,Bad,0.03800,31,1094,0.02666,0.04933
1995,Saxony-Anhalt,Very good,0.04853,44,658,0.03210,0.06496
1995,Saxony-Anhalt,Good,0.37937,280,658,0.34226,0.41647
1995,Saxony-Anhalt,Satisfactory,0.36456,234,658,0.32776,0.40136
1995,Saxony-Anhalt,Poor,0.15354,100,658,0.12598,0.18111
1995,Thuringa,Very good,0.07420,53,632,0.05375,0.09465
1995,Thuringa,Good,0.36247,249,632,0.32496,0.39998
1995,Thuringa,Satisfactory,0.39242,256,632,0.35432,0.43052
1995,Thuringa,Poor,0.12817,74,632,0.10209,0.15425
1996,Schleswig-Holstein,Good,0.45127,120,244,0.38870,0.51384
1996,Schleswig-Holstein,Satisfactory,0.30109,88,244,0.24341,0.35877
1996,Schleswig-Holstein,Poor,0.11144,36,244,0.07188,0.15101
1996,Hamburg,Good,0.41574,53,53,0.28178,0.54970
1996,Lower Saxony,Very good,0.08777,98,1038,0.07055,0.10500
1996,Lower Saxony,Good,0.37030,422,1038,0.34091,0.39969
1996,Lower Saxony,Satisfactory,0.35442,346,1038,0.32531,0.38353
1996,Lower Saxony,Poor,0.13867,134,1038,0.11764,0.15971
1996,Lower Saxony,Bad,0.04883,38,1038,0.03571,0.06195
1996,Bremen,Satisfactory,0.33239,31,31,0.16382,0.50096
1996,North Rhine-Westphalia,Very good,0.09195,287,2551,0.08073,0.10316
1996,North Rhine-Westphalia,Good,0.37063,1008,2551,0.35188,0.38937
1996,North Rhine-Westphalia,Satisfactory,0.35293,837,2551,0.33438,0.37148
1996,North Rhine-Westphalia,Poor,0.13930,318,2551,0.12586,0.15274
1996,North Rhine-Westphalia,Bad,0.04519,101,2551,0.03713,0.05326
1996,Hesse,Very good,0.09063,117,907,0.07193,0.10932
1996,Hesse,Good,0.38622,363,907,0.35451,0.41792
1996,Hesse,Satisfactory,0.32781,270,907,0.29724,0.35838
1996,Hesse,Poor,0.14249,116,907,0.11973,0.16525
1996,Hesse,Bad,0.05286,41,907,0.03829,0.06743
1996,"Rhineland-Palatinate, Saarland",Very good,0.10143,83,667,0.07850,0.12436
1996,"Rhineland-Palatinate, Saarland",Good,0.37013,282,667,0.33346,0.40680
1996,"Rhineland-Palatinate, Saarland",Satisfactory,0.36719,220,667,0.33058,0.40380
1996,"Rhineland-Palatinate, Saarland",Poor,0.13244,82,667,0.10669,0.15818
1996,Baden-Wuerttemberg,Very good,0.08200,172,1699,0.06895,0.09505
1996,Baden-Wuerttemberg,Good,0.37145,685,1699,0.34847,0.39443
1996,Baden-Wuerttemberg,Satisfactory,0.36445,551,1699,0.34156,0.38734
1996,Baden-Wuerttemberg,Poor,0.14970,237,1699,0.13273,0.16667
1996,Baden-Wuerttemberg,Bad,0.03240,54,1699,0.02398,0.04082
1996,Bavaria,Very good,0.09550,191,1653,0.08132,0.10967
1996,Bavaria,Good,0.37671,684,1653,0.35334,0.40008
1996,Bavaria,Satisfactory,0.32233,496,1653,0.29979,0.34486
1996,Bavaria,Poor,0.16276,232,1653,0.14496,0.18056
1996,Bavaria,Bad,0.04271,50,1653,0.03296,0.05246
1996,Berlin,Very good,0.08274,56,520,0.05904,0.10644
1996,Berlin,Good,0.32933,177,520,0.28890,0.36976
1996,Berlin,Satisfactory,0.38630,196,520,0.34441,0.42819
1996,Berlin,Poor,0.16872,91,520,0.13650,0.20094
1996,Brandenburg,Very good,0.05879,42,576,0.03956,0.07802
1996,Brandenburg,Good,0.39439,246,576,0.35445,0.43434
1996,Brandenburg,Satisfactory,0.35135,209,576,0.31233,0.39037
1996,Brandenburg,Poor,0.14682,79,576,0.11789,0.17575
1996,Mecklenburg-Western Pomerania,Good,0.37754,164,361,0.32746,0.42762
1996,Mecklenburg-Western Pomerania,Satisfactory,0.40834,146,361,0.35757,0.45912
1996,Mecklenburg-Western Pomerania,Poor,0.12089,51,361,0.08721,0.15456
1996,Saxony,Very good,0.04954,73,1107,0.03676,0.06233
1996,Saxony,Good,0.40252,468,1107,0.37362,0.43143
1996,Saxony,Satisfactory,0.37843,410,1107,0.34984,0.40701
1996,Saxony,Poor,0.13133,125,1107,0.11143,0.15124
1996,Saxony,Bad,0.03817,31,1107,0.02688,0.04947
1996,Saxony-Anhalt,Very good,0.04275,37,651,0.02720,0.05831
1996,Saxony-Anhalt,Good,0.36932,267,651,0.33222,0.40642
1996,Saxony-Anhalt,Satisfactory,0.40202,254,651,0.36433,0.43972
1996,Saxony-Anhalt,Poor,0.14648,93,651,0.11930,0.17366
1996,Thuringa,Very good,0.05797,43,641,0.03986,0.07607
1996,Thuringa,Good,0.38343,269,641,0.34576,0.42110
1996,Thuringa,Satisfactory,0.42641,272,641,0.38809,0.46472
1996,Thuringa,Poor,0.09459,57,641,0.07191,0.11726
1997,Schleswig-Holstein,Good,0.41984,116,211,0.35309,0.48659
1997,Schleswig-Holstein,Satisfactory,0.37061,95,211,0.30529,0.43594
1997,Hamburg,Good,0.30784,42,75,0.20267,0.41301
1997,Hamburg,Satisfactory,0.25840,33,75,0.15866,0.35814
1997,Lower Saxony,Very good,0.08354,106,1032,0.06665,0.10043
1997,Lower Saxony,Good,0.37784,434,1032,0.34824,0.40743
1997,Lower Saxony,Satisfactory,0.35946,340,1032,0.33017,0.38875
1997,Lower Saxony,Poor,0.12540,111,1032,0.10519,0.14562
1997,Lower Saxony,Bad,0.05376,41,1032,0.03999,0.06753
1997,Bremen,Good,0.32813,32,32,0.16284,0.49342
1997,North Rhine-Westphalia,Very good,0.07651,238,2504,0.06609,0.08692
1997,North Rhine-Westphalia,Good,0.38797,1041,2504,0.36888,0.40706
1997,North Rhine-Westphalia,Satisfactory,0.34003,804,2504,0.32147,0.35859
1997,North Rhine-Westphalia,Poor,0.14722,327,2504,0.13334,0.16110
1997,North Rhine-Westphalia,Bad,0.04827,94,2504,0.03987,0.05667
1997,Hesse,Very good,0.11544,97,816,0.09350,0.13738
1997,Hesse,Good,0.39046,366,816,0.35696,0.42395
1997,Hesse,Satisfactory,0.33449,250,816,0.30209,0.36688
1997,Hesse,Poor,0.12750,103,816,0.10460,0.15040
1997,"Rhineland-Palatinate, Saarland",Very good,0.08474,62,696,0.06404,0.10545
1997,"Rhineland-Palatinate, Saarland",Good,0.40111,325,696,0.36467,0.43755
1997,"Rhineland-Palatinate, Saarland",Satisfactory,0.32687,204,696,0.29200,0.36175
1997,"Rhineland-Palatinate, Saarland",Poor,0.16565,105,696,0.13801,0.19329
1997,Baden-Wuerttemberg,Very good,0.09446,173,1704,0.08057,0.10835
1997,Baden-Wuerttemberg,Good,0.37681,754,1704,0.35380,0.39983
1997,Baden-Wuerttemberg,Satisfactory,0.34422,488,1704,0.32166,0.36679
1997,Baden-Wuerttemberg,Poor,0.15158,228,1704,0.13455,0.16861
1997,Baden-Wuerttemberg,Bad,0.03293,61,1704,0.02445,0.04140
1997,Bavaria,Very good,0.08942,162,1622,0.07553,0.10331
1997,Bavaria,Good,0.37147,685,1622,0.34794,0.39499
1997,Bavaria,Satisfactory,0.34807,514,1622,0.32488,0.37126
1997,Bavaria,Poor,0.15240,210,1622,0.13490,0.16989
1997,Bavaria,Bad,0.03865,51,1622,0.02927,0.04803
1997,Berlin,Very good,0.08283,54,488,0.05835,0.10731
1997,Berlin,Good,0.36301,185,488,0.32030,0.40572
1997,Berlin,Satisfactory,0.37950,183,488,0.33640,0.42259
1997,Berlin,Poor,0.13297,66,488,0.10281,0.16313
1997,Brandenburg,Very good,0.06428,39,568,0.04409,0.08447
1997,Brandenburg,Good,0.35945,231,568,0.31995,0.39894
1997,Brandenburg,Satisfactory,0.39939,233,568,0.35907,0.43970
1997,Brandenburg,Poor,0.12234,65,568,0.09537,0.14931
1997,Mecklenburg-Western Pomerania,Very good,0.08609,34,378,0.05778,0.11441
1997,Mecklenburg-Western Pomerania,Good,0.39506,167,378,0.34572,0.44441
1997,Mecklenburg-Western Pomerania,Satisfactory,0.37140,133,378,0.32262,0.42017
1997,Mecklenburg-Western Pomerania,Poor,0.10964,44,378,0.07810,0.14118
1997,Saxony,Very good,0.06051,73,1056,0.04612,0.07490
1997,Saxony,Good,0.41271,488,1056,0.38300,0.44241
1997,Saxony,Satisfactory,0.36288,376,1056,0.33387,0.39190
1997,Saxony,Poor,0.12661,119,1056,0.10654,0.14667
1997,Saxony-Anhalt,Very good,0.03787,32,636,0.02302,0.05272
1997,Saxony-Anhalt,Good,0.37301,269,636,0.33540,0.41063
1997,Saxony-Anhalt,Satisfactory,0.40564,247,636,0.36745,0.44383
1997,Saxony-Anhalt,Poor,0.13713,88,636,0.11037,0.16388
1997,Thuringa,Very good,0.07291,47,643,0.05280,0.09302
1997,Thuringa,Good,0.40910,294,643,0.37106,0.44713
1997,Thuringa,Satisfactory,0.35245,230,643,0.31550,0.38941
1997,Thuringa,Poor,0.12526,72,643,0.09965,0.15086
1998,Schleswig-Holstein,Very good,0.10589,45,339,0.07309,0.13870
1998,Schleswig-Holstein,Good,0.46683,165,339,0.41365,0.52002
1998,Schleswig-Holstein,Satisfactory,0.28565,93,339,0.23749,0.33381
1998,Schleswig-Holstein,Poor,0.11514,36,339,0.08111,0.14917
1998,Hamburg,Good,0.42210,72,112,0.33022,0.51398
1998,Hamburg,Satisfactory,0.23812,40,112,0.15888,0.31736
1998,Lower Saxony,Very good,0.12225,152,1194,0.10366,0.14084
1998,Lower Saxony,Good,0.37916,488,1194,0.35163,0.40669
1998,Lower Saxony,Satisfactory,0.30804,368,1194,0.28184,0.33424
1998,Lower Saxony,Poor,0.14062,143,1194,0.12089,0.16035
1998,Lower Saxony,Bad,0.04993,43,1194,0.03757,0.06228
1998,Bremen,Good,0.33401,36,72,0.22430,0.44371
1998,Bremen,Satisfactory,0.34202,36,72,0.23168,0.45237
1998,North Rhine-Westphalia,Very good,0.09203,295,2831,0.08138,0.10268
1998,North Rhine-Westphalia,Good,0.40437,1212,2831,0.38629,0.42245
1998,North Rhine-Westphalia,Satisfactory,0.32182,865,2831,0.30460,0.33903
1998,North Rhine-Westphalia,Poor,0.14303,358,2831,0.13013,0.15593
1998,North Rhine-Westphalia,Bad,0.03876,101,2831,0.03165,0.04588
1998,Hesse,Very good,0.11407,108,942,0.09376,0.13438
1998,Hesse,Good,0.37302,375,942,0.34212,0.40392
1998,Hesse,Satisfactory,0.34759,306,942,0.31717,0.37802
1998,Hesse,Poor,0.12951,120,942,0.10806,0.15096
1998,Hesse,Bad,0.03581,33,942,0.02394,0.04768
1998,"Rhineland-Palatinate, Saarland",Very good,0.08240,70,775,0.06303,0.10177
1998,"Rhineland-Palatinate, Saarland",Good,0.41439,357,775,0.37969,0.44910
1998,"Rhineland-Palatinate, Saarland",Satisfactory,0.29933,228,775,0.26707,0.33159
1998,"Rhineland-Palatinate, Saarland",Poor,0.15501,120,775,0.12951,0.18051
1998,Baden-Wuerttemberg,Very good,0.10683,206,1813,0.09260,0.12105
1998,Baden-Wuerttemberg,Good,0.39012,800,1813,0.36766,0.41258
1998,Baden-Wuerttemberg,Satisfactory,0.32981,519,1813,0.30816,0.35146
1998,Baden-Wuerttemberg,Poor,0.12926,220,1813,0.11381,0.14470
1998,Baden-Wuerttemberg,Bad,0.04398,68,1813,0.03454,0.05343
1998,Bavaria,Very good,0.12268,242,1866,0.10779,0.13757
1998,Bavaria,Good,0.39895,813,1866,0.37673,0.42117
1998,Bavaria,Satisfactory,0.30126,532,1866,0.28044,0.32208
1998,Bavaria,Poor,0.13312,212,1866,0.11770,0.14854
1998,Bavaria,Bad,0.04399,67,1866,0.03468,0.05330
1998,Berlin,Very good,0.08895,52,515,0.06434,0.11356
1998,Berlin,Good,0.42111,226,515,0.37843,0.46380
1998,Berlin,Satisfactory,0.31383,161,515,0.27372,0.35395
1998,Berlin,Poor,0.15033,76,515,0.11943,0.18122
1998,Brandenburg,Very good,0.06576,39,595,0.04583,0.08569
1998,Brandenburg,Good,0.39340,260,595,0.35412,0.43269
1998,Brandenburg,Satisfactory,0.39554,232,595,0.35621,0.43486
1998,Brandenburg,Poor,0.10325,64,595,0.07878,0.12772
1998,Mecklenburg-Western Pomerania,Good,0.41366,183,370,0.36341,0.46391
1998,Mecklenburg-Western Pomerania,Satisfactory,0.35958,137,370,0.31062,0.40854
1998,Mecklenburg-Western Pomerania,Poor,0.11902,50,370,0.08598,0.15206
1998,Saxony,Very good,0.08491,106,1178,0.06899,0.10084
1998,Saxony,Good,0.41704,532,1178,0.38887,0.44521
1998,Saxony,Satisfactory,0.33652,382,1178,0.30952,0.36351
1998,Saxony,Poor,0.12693,127,1178,0.10791,0.14595
1998,Saxony,Bad,0.03460,31,1178,0.02416,0.04505
1998,Saxony-Anhalt,Very good,0.06957,50,690,0.05057,0.08856
1998,Saxony-Anhalt,Good,0.36753,276,690,0.33153,0.40353
1998,Saxony-Anhalt,Satisfactory,0.35400,228,690,0.31829,0.38971
1998,Saxony-Anhalt,Poor,0.16359,104,690,0.13597,0.19121
1998,Saxony-Anhalt,Bad,0.04531,32,690,0.02978,0.06085
1998,Thuringa,Very good,0.06986,56,730,0.05136,0.08837
1998,Thuringa,Good,0.37365,302,730,0.33853,0.40877
1998,Thuringa,Satisfactory,0.39109,265,730,0.35567,0.42652
1998,Thuringa,Poor,0.10636,73,730,0.08398,0.12874
1998,Thuringa,Bad,0.05904,34,730,0.04193,0.07615
1999,Schleswig-Holstein,Very good,0.12082,44,289,0.08318,0.15846
1999,Schleswig-Holstein,Good,0.44938,148,289,0.39193,0.50683
1999,Schleswig-Holstein,Satisfactory,0.29207,97,289,0.23956,0.34459
1999,Hamburg,Good,0.40398,56,92,0.30316,0.50480
1999,Hamburg,Satisfactory,0.28177,36,92,0.18934,0.37420
1999,Lower Saxony,Very good,0.09259,113,1164,0.07593,0.10925
1999,Lower Saxony,Good,0.41254,508,1164,0.38425,0.44084
1999,Lower Saxony,Satisfactory,0.32137,374,1164,0.29453,0.34821
1999,Lower Saxony,Poor,0.13415,134,1164,0.11456,0.15373
1999,Lower Saxony,Bad,0.03936,35,1164,0.02818,0.05053
1999,Bremen,Good,0.33562,34,34,0.17451,0.49673
1999,North Rhine-Westphalia,Very good,0.08127,255,2692,0.07095,0.09159
1999,North Rhine-Westphalia,Good,0.39119,1107,2692,0.37275,0.40962
1999,North Rhine-Westphalia,Satisfactory,0.34467,888,2692,0.32672,0.36263
1999,North Rhine-Westphalia,Poor,0.14131,341,2692,0.12815,0.15447
1999,North Rhine-Westphalia,Bad,0.04156,101,2692,0.03402,0.04910
1999,Hesse,Very good,0.08399,82,861,0.06545,0.10253
1999,Hesse,Good,0.39630,389,861,0.36360,0.42899
1999,Hesse,Satisfactory,0.34081,275,861,0.30913,0.37249
1999,Hesse,Poor,0.14247,115,861,0.11911,0.16583
1999,"Rhineland-Palatinate, Saarland",Very good,0.09175,60,746,0.07102,0.11248
1999,"Rhineland-Palatinate, Saarland",Good,0.38220,315,746,0.34731,0.41710
1999,"Rhineland-Palatinate, Saarland",Satisfactory,0.36824,272,746,0.33360,0.40288
1999,"Rhineland-Palatinate, Saarland",Poor,0.12447,99,746,0.10076,0.14817
1999,Baden-Wuerttemberg,Very good,0.09912,191,1725,0.08502,0.11323
1999,Baden-Wuerttemberg,Good,0.38346,753,1725,0.36051,0.40641
