,Unnamed: 0,year,quintil_oecd,sex,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
30,30,1992,4th Quintile,male,Very good,0.15884,261,13240,0.14431,0.17335
31,31,1992,4th Quintile,male,Good,0.42571,569,13240,0.40545,0.45104
32,32,1992,4th Quintile,male,Satisfactory,0.29808,370,13240,0.27863,0.32095
33,33,1992,4th Quintile,male,Poor,0.08807,116,13240,0.07787,0.09789
34,34,1992,4th Quintile,male,Bad,0.0293,33,13240,0.02273,0.03614
35,35,1992,4th Quintile,female,Very good,0.14326,188,13240,0.13034,0.15513
36,36,1992,4th Quintile,female,Good,0.38416,525,13240,0.36235,0.40487
37,37,1992,4th Quintile,female,Satisfactory,0.2982,366,13240,0.27814,0.31755
38,38,1992,4th Quintile,female,Poor,0.12361,143,13240,0.10908,0.1357
39,39,1992,4th Quintile,female,Bad,0.05077,58,13240,0.04094,0.06075
40,40,1992,5th Quintile,male,Very good,0.15733,221,13240,0.14432,0.16933
41,41,1992,5th Quintile,male,Good,0.47458,570,13240,0.45103,0.50163
42,42,1992,5th Quintile,male,Satisfactory,0.27821,338,13240,0.26382,0.29231
43,43,1992,5th Quintile,male,Poor,0.08989,102,13240,0.08137,0.09723
44,44,1992,5th Quintile,female,Very good,0.12715,156,13240,0.11722,0.14066
45,45,1992,5th Quintile,female,Good,0.42694,472,13240,0.40441,0.44945
46,46,1992,5th Quintile,female,Satisfactory,0.32052,336,13240,0.30065,0.34075
47,47,1992,5th Quintile,female,Poor,0.12538,132,13240,0.11385,0.1379
48,48,1994,1st Quintile,male,Very good,0.10982,131,12795,0.09211,0.12715
49,49,1994,1st Quintile,male,Good,0.33289,408,12795,0.30623,0.35963
50,50,1994,1st Quintile,male,Satisfactory,0.32162,298,12795,0.29054,0.34851
51,51,1994,1st Quintile,male,Poor,0.1569,154,12795,0.13912,0.1765
52,52,1994,1st Quintile,male,Bad,0.07877,72,12795,0.06422,0.09009
53,53,1994,1st Quintile,female,Very good,0.05504,120,12795,0.04666,0.06319
54,54,1994,1st Quintile,female,Good,0.27779,487,12795,0.25853,0.29655
55,55,1994,1st Quintile,female,Satisfactory,0.34256,451,12795,0.32054,0.3652
56,56,1994,1st Quintile,female,Poor,0.22625,283,12795,0.20501,0.24979
57,57,1994,1st Quintile,female,Bad,0.09835,104,12795,0.08635,0.11259
58,58,1994,2nd Quintile,male,Very good,0.0984,140,12795,0.08631,0.11204
59,59,1994,2nd Quintile,male,Good,0.39066,535,12795,0.36464,0.41517
60,60,1994,2nd Quintile,male,Satisfactory,0.3455,414,12795,0.32393,0.36814
61,61,1994,2nd Quintile,male,Poor,0.12786,137,12795,0.11251,0.14678
62,62,1994,2nd Quintile,male,Bad,0.03757,35,12795,0.03094,0.04292
63,63,1994,2nd Quintile,female,Very good,0.06942,123,12795,0.05832,0.08041
64,64,1994,2nd Quintile,female,Good,0.3418,557,12795,0.3173,0.36245
65,65,1994,2nd Quintile,female,Satisfactory,0.36218,478,12795,0.33801,0.3863
66,66,1994,2nd Quintile,female,Poor,0.17132,221,12795,0.15129,0.18992
67,67,1994,2nd Quintile,female,Bad,0.05527,55,12795,0.0461,0.06257
68,68,1994,3rd Quintile,male,Very good,0.11165,174,12795,0.09847,0.12646
69,69,1994,3rd Quintile,male,Good,0.41106,563,12795,0.38822,0.43555
70,70,1994,3rd Quintile,male,Satisfactory,0.32196,407,12795,0.30217,0.34531
71,71,1994,3rd Quintile,male,Poor,0.11543,138,12795,0.10336,0.1274
72,72,1994,3rd Quintile,male,Bad,0.03991,49,12795,0.02973,0.05062
73,73,1994,3rd Quintile,female,Very good,0.08183,128,12795,0.07201,0.09153
74,74,1994,3rd Quintile,female,Good,0.37662,567,12795,0.35495,0.4004
75,75,1994,3rd Quintile,female,Satisfactory,0.3405,438,12795,0.31785,0.3638
76,76,1994,3rd Quintile,female,Poor,0.16325,199,12795,0.14743,0.17742
77,77,1994,3rd Quintile,female,Bad,0.0378,38,12795,0.02794,0.04968
78,78,1994,4th Quintile,male,Very good,0.10514,148,12795,0.09163,0.11865
79,79,1994,4th Quintile,male,Good,0.44844,573,12795,0.41858,0.47246
80,80,1994,4th Quintile,male,Satisfactory,0.31706,389,12795,0.29537,0.33639
81,81,1994,4th Quintile,male,Poor,0.12936,144,12795,0.11687,0.1471
82,82,1994,4th Quintile,female,Very good,0.07622,117,12795,0.06619,0.09066
83,83,1994,4th Quintile,female,Good,0.37997,491,12795,0.35228,0.40448
84,84,1994,4th Quintile,female,Satisfactory,0.35781,435,12795,0.33645,0.38155
85,85,1994,4th Quintile,female,Poor,0.1508,180,12795,0.13568,0.16724
86,86,1994,4th Quintile,female,Bad,0.0352,36,12795,0.02901,0.04253
87,87,1994,5th Quintile,male,Very good,0.09062,131,12795,0.08088,0.10045
88,88,1994,5th Quintile,male,Good,0.46348,594,12795,0.44076,0.4871
89,89,1994,5th Quintile,male,Satisfactory,0.3297,388,12795,0.3099,0.34772
90,90,1994,5th Quintile,male,Poor,0.11619,130,12795,0.10476,0.13059
91,91,1994,5th Quintile,female,Very good,0.10189,127,12795,0.09142,0.11464
92,92,1994,5th Quintile,female,Good,0.37555,444,12795,0.35029,0.39633
93,93,1994,5th Quintile,female,Satisfactory,0.34386,371,12795,0.32184,0.36819
94,94,1994,5th Quintile,female,Poor,0.15207,162,12795,0.13779,0.16411
95,95,1994,5th Quintile,female,Bad,0.02663,31,12795,0.02081,0.03252
96,96,1995,1st Quintile,male,Very good,0.1168,146,13187,0.09894,0.13343
97,97,1995,1st Quintile,male,Good,0.36058,445,13187,0.336,0.3897
98,98,1995,1st Quintile,male,Satisfactory,0.31749,313,13187,0.29215,0.34733
99,99,1995,1st Quintile,male,Poor,0.15595,152,13187,0.13722,0.1771
100,100,1995,1st Quintile,male,Bad,0.04918,51,13187,0.03797,0.06234
101,101,1995,1st Quintile,female,Very good,0.08271,148,13187,0.07153,0.0938
102,102,1995,1st Quintile,female,Good,0.31008,493,13187,0.29015,0.33143
103,103,1995,1st Quintile,female,Satisfactory,0.32921,442,13187,0.30371,0.35184
104,104,1995,1st Quintile,female,Poor,0.19954,261,13187,0.18151,0.22173
105,105,1995,1st Quintile,female,Bad,0.07846,86,13187,0.06477,0.09491
106,106,1995,2nd Quintile,male,Very good,0.08222,150,13187,0.07216,0.09183
107,107,1995,2nd Quintile,male,Good,0.39689,566,13187,0.36795,0.4212
108,108,1995,2nd Quintile,male,Satisfactory,0.3268,395,13187,0.30205,0.35325
109,109,1995,2nd Quintile,male,Poor,0.14556,173,13187,0.13103,0.16254
110,110,1995,2nd Quintile,male,Bad,0.04853,51,13187,0.03759,0.05973
111,111,1995,2nd Quintile,female,Very good,0.07045,121,13187,0.06002,0.08328
112,112,1995,2nd Quintile,female,Good,0.31546,568,13187,0.29355,0.33799
113,113,1995,2nd Quintile,female,Satisfactory,0.34584,507,13187,0.32441,0.37039
114,114,1995,2nd Quintile,female,Poor,0.1915,249,13187,0.17415,0.21138
115,115,1995,2nd Quintile,female,Bad,0.07674,80,13187,0.06823,0.08823
116,116,1995,3rd Quintile,male,Very good,0.09415,140,13187,0.0824,0.1079
117,117,1995,3rd Quintile,male,Good,0.40394,555,13187,0.37634,0.43361
118,118,1995,3rd Quintile,male,Satisfactory,0.35064,457,13187,0.33079,0.37106
119,119,1995,3rd Quintile,male,Poor,0.12001,141,13187,0.10175,0.13863
120,120,1995,3rd Quintile,male,Bad,0.03125,33,13187,0.02451,0.03843
121,121,1995,3rd Quintile,female,Very good,0.08145,125,13187,0.07025,0.09379
122,122,1995,3rd Quintile,female,Good,0.34379,544,13187,0.3222,0.36654
123,123,1995,3rd Quintile,female,Satisfactory,0.37466,466,13187,0.35215,0.40132
124,124,1995,3rd Quintile,female,Poor,0.16611,203,13187,0.14702,0.1829
125,125,1995,3rd Quintile,female,Bad,0.03401,45,13187,0.02563,0.04414
126,126,1995,4th Quintile,male,Very good,0.09198,145,13187,0.07915,0.10847
127,127,1995,4th Quintile,male,Good,0.43941,618,13187,0.41296,0.46589
128,128,1995,4th Quintile,male,Satisfactory,0.33818,414,13187,0.31615,0.3595
129,129,1995,4th Quintile,male,Poor,0.13044,148,13187,0.11587,0.14458
130,130,1995,4th Quintile,female,Very good,0.06254,108,13187,0.05521,0.0706
131,131,1995,4th Quintile,female,Good,0.40061,546,13187,0.37641,0.42637
132,132,1995,4th Quintile,female,Satisfactory,0.34405,439,13187,0.32004,0.36551
133,133,1995,4th Quintile,female,Poor,0.15958,183,13187,0.14235,0.17832
134,134,1995,4th Quintile,female,Bad,0.03322,34,13187,0.02741,0.03913
135,135,1995,5th Quintile,male,Very good,0.09786,131,13187,0.0867,0.11038
136,136,1995,5th Quintile,male,Good,0.45991,579,13187,0.43452,0.48728
137,137,1995,5th Quintile,male,Satisfactory,0.34965,410,13187,0.32802,0.36984
138,138,1995,5th Quintile,male,Poor,0.09258,120,13187,0.08226,0.1023
139,139,1995,5th Quintile,female,Very good,0.05563,89,13187,0.04958,0.06142
140,140,1995,5th Quintile,female,Good,0.43699,544,13187,0.40939,0.46407
141,141,1995,5th Quintile,female,Satisfactory,0.32955,377,13187,0.30687,0.35392
142,142,1995,5th Quintile,female,Poor,0.14628,157,13187,0.12692,0.1633
143,143,1995,5th Quintile,female,Bad,0.03155,39,13187,0.02655,0.03864
144,144,1996,1st Quintile,male,Very good,0.09387,125,12964,0.07938,0.10811
145,145,1996,1st Quintile,male,Good,0.37172,431,12964,0.34007,0.40632
146,146,1996,1st Quintile,male,Satisfactory,0.31325,330,12964,0.28688,0.34096
147,147,1996,1st Quintile,male,Poor,0.15305,155,12964,0.13294,0.17621
148,148,1996,1st Quintile,male,Bad,0.06811,62,12964,0.05281,0.08709
149,149,1996,1st Quintile,female,Very good,0.07002,121,12964,0.06108,0.08379
150,150,1996,1st Quintile,female,Good,0.30621,506,12964,0.27919,0.33597
151,151,1996,1st Quintile,female,Satisfactory,0.34862,479,12964,0.3232,0.37035
152,152,1996,1st Quintile,female,Poor,0.1906,245,12964,0.16933,0.21247
153,153,1996,1st Quintile,female,Bad,0.08455,83,12964,0.07242,0.09749
154,154,1996,2nd Quintile,male,Very good,0.08137,137,12964,0.06897,0.09463
155,155,1996,2nd Quintile,male,Good,0.38066,517,12964,0.3592,0.40747
156,156,1996,2nd Quintile,male,Satisfactory,0.38161,442,12964,0.35517,0.41196
157,157,1996,2nd Quintile,male,Poor,0.10792,131,12964,0.09493,0.11891
158,158,1996,2nd Quintile,male,Bad,0.04843,45,12964,0.03757,0.06119
159,159,1996,2nd Quintile,female,Very good,0.06483,133,12964,0.05581,0.07602
160,160,1996,2nd Quintile,female,Good,0.32016,521,12964,0.29389,0.34117
161,161,1996,2nd Quintile,female,Satisfactory,0.36532,512,12964,0.33765,0.39322
162,162,1996,2nd Quintile,female,Poor,0.20508,240,12964,0.18304,0.22642
163,163,1996,2nd Quintile,female,Bad,0.04461,53,12964,0.03677,0.0567
164,164,1996,3rd Quintile,male,Very good,0.08739,135,12964,0.07573,0.10028
165,165,1996,3rd Quintile,male,Good,0.3867,538,12964,0.36324,0.41045
166,166,1996,3rd Quintile,male,Satisfactory,0.37086,446,12964,0.34506,0.39988
167,167,1996,3rd Quintile,male,Poor,0.12248,137,12964,0.10893,0.13746
168,168,1996,3rd Quintile,male,Bad,0.03257,37,12964,0.02429,0.04042
169,169,1996,3rd Quintile,female,Very good,0.0784,112,12964,0.06674,0.09232
170,170,1996,3rd Quintile,female,Good,0.34368,522,12964,0.32047,0.37227
171,171,1996,3rd Quintile,female,Satisfactory,0.37171,483,12964,0.34811,0.39354
172,172,1996,3rd Quintile,female,Poor,0.16131,187,12964,0.14485,0.17896
173,173,1996,3rd Quintile,female,Bad,0.0449,50,12964,0.03638,0.0553
174,174,1996,4th Quintile,male,Very good,0.08495,133,12964,0.07528,0.09676
175,175,1996,4th Quintile,male,Good,0.42444,594,12964,0.39804,0.44952
176,176,1996,4th Quintile,male,Satisfactory,0.36043,472,12964,0.33727,0.38347
177,177,1996,4th Quintile,male,Poor,0.10346,131,12964,0.08892,0.11604
178,178,1996,4th Quintile,male,Bad,0.02672,34,12964,0.02125,0.03275
179,179,1996,4th Quintile,female,Very good,0.0933,131,12964,0.08122,0.10463
180,180,1996,4th Quintile,female,Good,0.37147,541,12964,0.34703,0.39551
181,181,1996,4th Quintile,female,Satisfactory,0.35928,451,12964,0.33478,0.38686
182,182,1996,4th Quintile,female,Poor,0.14158,181,12964,0.12636,0.15547
183,183,1996,4th Quintile,female,Bad,0.03437,38,12964,0.02844,0.04076
184,184,1996,5th Quintile,male,Very good,0.08882,132,12964,0.07879,0.09643
185,185,1996,5th Quintile,male,Good,0.47209,590,12964,0.4525,0.50345
186,186,1996,5th Quintile,male,Satisfactory,0.31931,368,12964,0.29691,0.34263
187,187,1996,5th Quintile,male,Poor,0.11978,130,12964,0.10449,0.13479
188,188,1996,5th Quintile,female,Very good,0.10577,129,12964,0.09261,0.11895
189,189,1996,5th Quintile,female,Good,0.40054,474,12964,0.37574,0.42999
190,190,1996,5th Quintile,female,Satisfactory,0.3501,368,12964,0.32486,0.37643
191,191,1996,5th Quintile,female,Poor,0.14359,152,12964,0.128,0.15892
192,192,1997,1st Quintile,male,Very good,0.10682,126,12756,0.08725,0.12415
193,193,1997,1st Quintile,male,Good,0.37597,415,12756,0.34329,0.4047
194,194,1997,1st Quintile,male,Satisfactory,0.31133,302,12756,0.28341,0.33983
195,195,1997,1st Quintile,male,Poor,0.15017,135,12756,0.12932,0.17809
196,196,1997,1st Quintile,male,Bad,0.05571,49,12756,0.03987,0.07167
197,197,1997,1st Quintile,female,Very good,0.05932,100,12756,0.04956,0.07216
198,198,1997,1st Quintile,female,Good,0.31311,505,12756,0.29111,0.33857
199,199,1997,1st Quintile,female,Satisfactory,0.35507,438,12756,0.32753,0.37513
200,200,1997,1st Quintile,female,Poor,0.19822,224,12756,0.17749,0.21687
201,201,1997,1st Quintile,female,Bad,0.07428,85,12756,0.06062,0.08799
202,202,1997,2nd Quintile,male,Very good,0.08312,136,12756,0.07206,0.09683
203,203,1997,2nd Quintile,male,Good,0.38023,582,12756,0.35735,0.40793
204,204,1997,2nd Quintile,male,Satisfactory,0.37108,410,12756,0.34045,0.40123
205,205,1997,2nd Quintile,male,Poor,0.11304,131,12756,0.09738,0.12954
206,206,1997,2nd Quintile,male,Bad,0.05253,49,12756,0.04321,0.06344
207,207,1997,2nd Quintile,female,Very good,0.05913,102,12756,0.04725,0.07162
208,208,1997,2nd Quintile,female,Good,0.32146,560,12756,0.3015,0.34493
209,209,1997,2nd Quintile,female,Satisfactory,0.37446,509,12756,0.35267,0.40012
210,210,1997,2nd Quintile,female,Poor,0.17798,228,12756,0.15845,0.19514
211,211,1997,2nd Quintile,female,Bad,0.06696,63,12756,0.05582,0.07953
212,212,1997,3rd Quintile,male,Very good,0.09296,119,12756,0.07887,0.10608
213,213,1997,3rd Quintile,male,Good,0.39179,546,12756,0.36721,0.41751
214,214,1997,3rd Quintile,male,Satisfactory,0.35346,404,12756,0.32793,0.38003
215,215,1997,3rd Quintile,male,Poor,0.12788,142,12756,0.11129,0.1466
216,216,1997,3rd Quintile,male,Bad,0.03392,34,12756,0.02652,0.04273
217,217,1997,3rd Quintile,female,Very good,0.07862,93,12756,0.0644,0.09244
218,218,1997,3rd Quintile,female,Good,0.33726,520,12756,0.31629,0.36225
219,219,1997,3rd Quintile,female,Satisfactory,0.38428,480,12756,0.35625,0.41602
220,220,1997,3rd Quintile,female,Poor,0.16031,176,12756,0.14337,0.1775
221,221,1997,3rd Quintile,female,Bad,0.03954,44,12756,0.03251,0.04705
222,222,1997,4th Quintile,male,Very good,0.0825,131,12756,0.07336,0.09216
223,223,1997,4th Quintile,male,Good,0.42551,602,12756,0.39852,0.45152
224,224,1997,4th Quintile,male,Satisfactory,0.34711,432,12756,0.32215,0.37525
225,225,1997,4th Quintile,male,Poor,0.11742,152,12756,0.10414,0.12878
226,226,1997,4th Quintile,male,Bad,0.02745,31,12756,0.01891,0.03702
227,227,1997,4th Quintile,female,Very good,0.09344,118,12756,0.08138,0.10764
228,228,1997,4th Quintile,female,Good,0.40772,568,12756,0.38174,0.43698
229,229,1997,4th Quintile,female,Satisfactory,0.31727,409,12756,0.29465,0.3417
230,230,1997,4th Quintile,female,Poor,0.14649,173,12756,0.13254,0.16384
231,231,1997,4th Quintile,female,Bad,0.03508,45,12756,0.02971,0.04181
232,232,1997,5th Quintile,male,Very good,0.10221,141,12756,0.09019,0.11613
233,233,1997,5th Quintile,male,Good,0.48381,628,12756,0.45851,0.51472
234,234,1997,5th Quintile,male,Satisfactory,0.32565,371,12756,0.30594,0.34843
235,235,1997,5th Quintile,male,Poor,0.08833,103,12756,0.07703,0.10292
236,236,1997,5th Quintile,female,Very good,0.08912,106,12756,0.07653,0.1037
237,237,1997,5th Quintile,female,Good,0.40752,503,12756,0.3817,0.4337
238,238,1997,5th Quintile,female,Satisfactory,0.37169,405,12756,0.34481,0.39183
239,239,1997,5th Quintile,female,Poor,0.13167,131,12756,0.11393,0.149
240,240,1998,1st Quintile,male,Very good,0.11613,142,12240,0.10122,0.13051
241,241,1998,1st Quintile,male,Good,0.38268,427,12240,0.35479,0.41482
242,242,1998,1st Quintile,male,Satisfactory,0.32561,293,12240,0.29948,0.351
243,243,1998,1st Quintile,male,Poor,0.1173,124,12240,0.10226,0.13154
244,244,1998,1st Quintile,male,Bad,0.05828,48,12240,0.0441,0.07538
245,245,1998,1st Quintile,female,Very good,0.08363,111,12240,0.07095,0.09413
246,246,1998,1st Quintile,female,Good,0.34244,498,12240,0.31837,0.36767
247,247,1998,1st Quintile,female,Satisfactory,0.32005,408,12240,0.2989,0.34594
248,248,1998,1st Quintile,female,Poor,0.16444,203,12240,0.14554,0.18262
249,249,1998,1st Quintile,female,Bad,0.08944,80,12240,0.07632,0.10434
250,250,1998,2nd Quintile,male,Very good,0.08417,125,12240,0.0763,0.09247
251,251,1998,2nd Quintile,male,Good,0.4047,516,12240,0.37825,0.43518
252,252,1998,2nd Quintile,male,Satisfactory,0.33247,381,12240,0.31133,0.35755
253,253,1998,2nd Quintile,male,Poor,0.13641,142,12240,0.11758,0.15155
254,254,1998,2nd Quintile,male,Bad,0.04225,46,12240,0.03621,0.04809
255,255,1998,2nd Quintile,female,Very good,0.07767,116,12240,0.06663,0.09024
256,256,1998,2nd Quintile,female,Good,0.33563,520,12240,0.31367,0.35965
257,257,1998,2nd Quintile,female,Satisfactory,0.33167,436,12240,0.30901,0.35531
258,258,1998,2nd Quintile,female,Poor,0.18764,221,12240,0.17263,0.20374
259,259,1998,2nd Quintile,female,Bad,0.06739,61,12240,0.05552,0.07876
260,260,1998,3rd Quintile,male,Very good,0.08811,114,12240,0.07361,0.10244
261,261,1998,3rd Quintile,male,Good,0.38769,542,12240,0.36179,0.40973
262,262,1998,3rd Quintile,male,Satisfactory,0.35699,391,12240,0.33005,0.38463
263,263,1998,3rd Quintile,male,Poor,0.12785,128,12240,0.10949,0.14599
264,264,1998,3rd Quintile,male,Bad,0.03936,42,12240,0.03073,0.04982
265,265,1998,3rd Quintile,female,Very good,0.05916,87,12240,0.0478,0.07152
266,266,1998,3rd Quintile,female,Good,0.35404,544,12240,0.33334,0.37723
267,267,1998,3rd Quintile,female,Satisfactory,0.38594,473,12240,0.3612,0.41254
268,268,1998,3rd Quintile,female,Poor,0.1478,166,12240,0.13063,0.16341
269,269,1998,3rd Quintile,female,Bad,0.05306,54,12240,0.04453,0.06243
270,270,1998,4th Quintile,male,Very good,0.09334,132,12240,0.08299,0.10534
271,271,1998,4th Quintile,male,Good,0.4506,596,12240,0.42599,0.47788
272,272,1998,4th Quintile,male,Satisfactory,0.3264,414,12240,0.30756,0.35338
273,273,1998,4th Quintile,male,Poor,0.12966,150,12240,0.11435,0.14502
274,274,1998,4th Quintile,female,Very good,0.10099,124,12240,0.08378,0.11502
275,275,1998,4th Quintile,female,Good,0.3919,550,12240,0.36703,0.41789
276,276,1998,4th Quintile,female,Satisfactory,0.33472,408,12240,0.30772,0.36384
277,277,1998,4th Quintile,female,Poor,0.13113,145,12240,0.11488,0.14714
278,278,1998,4th Quintile,female,Bad,0.04125,44,12240,0.03181,0.05101
279,279,1998,5th Quintile,male,Very good,0.10295,118,12240,0.08941,0.11466
280,280,1998,5th Quintile,male,Good,0.48131,580,12240,0.45195,0.51113
281,281,1998,5th Quintile,male,Satisfactory,0.30694,350,12240,0.2872,0.33195
282,282,1998,5th Quintile,male,Poor,0.1088,103,12240,0.09641,0.12452
283,283,1998,5th Quintile,female,Very good,0.08267,108,12240,0.07154,0.09225
284,284,1998,5th Quintile,female,Good,0.4044,494,12240,0.37823,0.42793
285,285,1998,5th Quintile,female,Satisfactory,0.36338,348,12240,0.3371,0.39192
286,286,1998,5th Quintile,female,Poor,0.14955,137,12240,0.13188,0.16681
287,287,1999,1st Quintile,male,Very good,0.12221,137,13615,0.10663,0.13453
288,288,1999,1st Quintile,male,Good,0.39217,456,13615,0.36268,0.41364
289,289,1999,1st Quintile,male,Satisfactory,0.30322,334,13615,0.28062,0.32663
290,290,1999,1st Quintile,male,Poor,0.133,149,13615,0.11827,0.15103
291,291,1999,1st Quintile,male,Bad,0.0494,54,13615,0.04076,0.05925
292,292,1999,1st Quintile,female,Very good,0.08097,124,13615,0.07044,0.09104
293,293,1999,1st Quintile,female,Good,0.32681,534,13615,0.30105,0.34481
294,294,1999,1st Quintile,female,Satisfactory,0.33113,470,13615,0.31125,0.35278
295,295,1999,1st Quintile,female,Poor,0.17859,238,13615,0.16358,0.19454
296,296,1999,1st Quintile,female,Bad,0.08249,81,13615,0.07228,0.09405
297,297,1999,2nd Quintile,male,Very good,0.07347,130,13615,0.06452,0.08471
298,298,1999,2nd Quintile,male,Good,0.41057,594,13615,0.3858,0.433
299,299,1999,2nd Quintile,male,Satisfactory,0.35102,465,13615,0.32892,0.37437
300,300,1999,2nd Quintile,male,Poor,0.12455,151,13615,0.11029,0.13855
301,301,1999,2nd Quintile,male,Bad,0.0404,44,13615,0.03166,0.05093
302,302,1999,2nd Quintile,female,Very good,0.06643,114,13615,0.05658,0.0773
303,303,1999,2nd Quintile,female,Good,0.3477,592,13615,0.32494,0.36932
304,304,1999,2nd Quintile,female,Satisfactory,0.34872,499,13615,0.32619,0.3736
305,305,1999,2nd Quintile,female,Poor,0.16596,206,13615,0.14608,0.18551
306,306,1999,2nd Quintile,female,Bad,0.0712,75,13615,0.05968,0.08312
307,307,1999,3rd Quintile,male,Very good,0.06405,100,13615,0.0529,0.07737
308,308,1999,3rd Quintile,male,Good,0.41382,587,13615,0.39088,0.44117
309,309,1999,3rd Quintile,male,Satisfactory,0.36642,480,13615,0.34155,0.39121
310,310,1999,3rd Quintile,male,Poor,0.11021,139,13615,0.09691,0.12576
311,311,1999,3rd Quintile,male,Bad,0.04551,50,13615,0.03674,0.05427
312,312,1999,3rd Quintile,female,Very good,0.09058,121,13615,0.07937,0.10367
313,313,1999,3rd Quintile,female,Good,0.35517,587,13615,0.33208,0.37672
314,314,1999,3rd Quintile,female,Satisfactory,0.34625,499,13615,0.32322,0.367
315,315,1999,3rd Quintile,female,Poor,0.17573,208,13615,0.15949,0.19258
316,316,1999,3rd Quintile,female,Bad,0.03228,45,13615,0.02628,0.03873
317,317,1999,4th Quintile,male,Very good,0.11758,167,13615,0.10388,0.13296
318,318,1999,4th Quintile,male,Good,0.3888,577,13615,0.36417,0.40946
319,319,1999,4th Quintile,male,Satisfactory,0.32988,437,13615,0.30237,0.3541
320,320,1999,4th Quintile,male,Poor,0.1363,159,13615,0.12119,0.15048
321,321,1999,4th Quintile,male,Bad,0.02745,39,13615,0.02089,0.03309
322,322,1999,4th Quintile,female,Very good,0.08725,128,13615,0.07606,0.10197
323,323,1999,4th Quintile,female,Good,0.38564,576,13615,0.3615,0.40529
324,324,1999,4th Quintile,female,Satisfactory,0.33719,466,13615,0.31364,0.35825
325,325,1999,4th Quintile,female,Poor,0.15512,184,13615,0.14111,0.17209
326,326,1999,4th Quintile,female,Bad,0.0348,43,13615,0.02887,0.03997
327,327,1999,5th Quintile,male,Very good,0.09791,138,13615,0.08823,0.10873
328,328,1999,5th Quintile,male,Good,0.49896,668,13615,0.46841,0.52633
329,329,1999,5th Quintile,male,Satisfactory,0.31263,397,13615,0.29252,0.33324
330,330,1999,5th Quintile,male,Poor,0.0905,113,13615,0.07769,0.10129
331,331,1999,5th Quintile,female,Very good,0.10289,138,13615,0.09248,0.11761
332,332,1999,5th Quintile,female,Good,0.38286,516,13615,0.36035,0.4105
333,333,1999,5th Quintile,female,Satisfactory,0.34782,413,13615,0.32557,0.36799
334,334,1999,5th Quintile,female,Poor,0.1362,161,13615,0.12415,0.14939
335,335,1999,5th Quintile,female,Bad,0.03023,32,13615,0.0225,0.03815
336,336,2000,1st Quintile,male,Very good,0.10302,125,13229,0.08773,0.11991
337,337,2000,1st Quintile,male,Good,0.37524,448,13229,0.34854,0.40264
338,338,2000,1st Quintile,male,Satisfactory,0.3177,335,13229,0.29632,0.34058
339,339,2000,1st Quintile,male,Poor,0.15577,162,13229,0.14193,0.17347
