"m11126","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Weniger gut","1992","(noch) kein Abschluss","kein Migrationshintergrund","14","","",""
"Weniger gut","1992","(noch) kein Abschluss","direkter Migrationshintergrund","127","0.19965129408579","0.167286341784358","0.232016246387223"
"Weniger gut","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Weniger gut","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Hauptschule","kein Migrationshintergrund","702","0.154327569047751","0.144271744810942","0.16438339328456"
"Weniger gut","1992","Hauptschule","direkter Migrationshintergrund","177","0.151341076682536","0.13245324944755","0.170228903917523"
"Weniger gut","1992","Hauptschule","indirekter Migrationshintergrund","12","","",""
"Weniger gut","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","Realschule","kein Migrationshintergrund","180","0.0812424807043479","0.0712331435675316","0.0912518178411642"
"Weniger gut","1992","Realschule","direkter Migrationshintergrund","14","","",""
"Weniger gut","1992","Realschule","indirekter Migrationshintergrund","3","","",""
"Weniger gut","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","(Fach-)Abitur","kein Migrationshintergrund","47","0.0879113122294549","0.0661593463775236","0.109663278081386"
"Weniger gut","1992","(Fach-)Abitur","direkter Migrationshintergrund","18","","",""
"Weniger gut","1992","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Weniger gut","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1992","AkademikerIn","kein Migrationshintergrund","96","0.0710424571526747","0.0581150263927507","0.0839698879125987"
"Weniger gut","1992","AkademikerIn","direkter Migrationshintergrund","10","","",""
"Weniger gut","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Weniger gut","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Schlecht","1992","(noch) kein Abschluss","direkter Migrationshintergrund","37","0.0740774940270479","0.0528729106336161","0.0952820774204798"
"Schlecht","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Schlecht","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Hauptschule","kein Migrationshintergrund","265","0.0647432473081021","0.0578937689897169","0.0715927256264873"
"Schlecht","1992","Hauptschule","direkter Migrationshintergrund","62","0.0480510556971184","0.0367792032228587","0.0593229081713781"
"Schlecht","1992","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Schlecht","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","Realschule","kein Migrationshintergrund","48","0.0219201275216962","0.0165557173738203","0.027284537669572"
"Schlecht","1992","Realschule","direkter Migrationshintergrund","2","","",""
"Schlecht","1992","Realschule","indirekter Migrationshintergrund","1","","",""
"Schlecht","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","(Fach-)Abitur","kein Migrationshintergrund","10","","",""
"Schlecht","1992","(Fach-)Abitur","direkter Migrationshintergrund","10","","",""
"Schlecht","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1992","AkademikerIn","kein Migrationshintergrund","34","0.0310048385038332","0.0222825420853546","0.0397271349223118"
"Schlecht","1992","AkademikerIn","direkter Migrationshintergrund","4","","",""
"Schlecht","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Schlecht","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr gut","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","Realschule","kein Migrationshintergrund","","","",""
"Sehr gut","1993","Realschule","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr gut","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr gut","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr gut","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr gut","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Gut","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Gut","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Gut","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Gut","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Gut","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Gut","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","Realschule","kein Migrationshintergrund","","","",""
"Gut","1993","Realschule","direkter Migrationshintergrund","","","",""
"Gut","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Gut","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Gut","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Gut","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Gut","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Gut","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Gut","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Gut","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","Realschule","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Realschule","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Zufriedenstellend","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Weniger gut","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Weniger gut","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Weniger gut","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Weniger gut","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Weniger gut","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Weniger gut","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1993","Realschule","kein Migrationshintergrund","","","",""
"Weniger gut","1993","Realschule","direkter Migrationshintergrund","","","",""
"Weniger gut","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Weniger gut","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Weniger gut","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Weniger gut","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Weniger gut","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Weniger gut","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Weniger gut","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Weniger gut","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Schlecht","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Schlecht","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Schlecht","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Schlecht","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Schlecht","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Schlecht","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1993","Realschule","kein Migrationshintergrund","","","",""
"Schlecht","1993","Realschule","direkter Migrationshintergrund","","","",""
"Schlecht","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Schlecht","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Schlecht","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Schlecht","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Schlecht","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Schlecht","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Schlecht","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Schlecht","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1994","(noch) kein Abschluss","kein Migrationshintergrund","57","0.232949345039136","0.179358338996473","0.2865403510818"
"Sehr gut","1994","(noch) kein Abschluss","direkter Migrationshintergrund","44","0.0938649148253056","0.0690593597966573","0.118670469853954"
"Sehr gut","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.352981924727396","0.244825605371261","0.461138244083531"
"Sehr gut","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1994","Hauptschule","kein Migrationshintergrund","272","0.0552251717919483","0.0486485514574362","0.0618017921264605"
"Sehr gut","1994","Hauptschule","direkter Migrationshintergrund","150","0.098183474187811","0.0817533399810979","0.114613608394524"
"Sehr gut","1994","Hauptschule","indirekter Migrationshintergrund","61","0.328190521120767","0.262454087959526","0.393926954282009"
"Sehr gut","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1994","Realschule","kein Migrationshintergrund","337","0.106378568886746","0.0949481789958344","0.117808958777657"
"Sehr gut","1994","Realschule","direkter Migrationshintergrund","10","","",""
"Sehr gut","1994","Realschule","indirekter Migrationshintergrund","38","0.303939104421106","0.218372655391318","0.389505553450894"
"Sehr gut","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1994","(Fach-)Abitur","kein Migrationshintergrund","98","0.12535285809255","0.100483871054721","0.150221845130379"
"Sehr gut","1994","(Fach-)Abitur","direkter Migrationshintergrund","26","","",""
"Sehr gut","1994","(Fach-)Abitur","indirekter Migrationshintergrund","17","","",""
"Sehr gut","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr gut","1994","AkademikerIn","kein Migrationshintergrund","139","0.0874644728903164","0.0732478634377238","0.101681082342909"
"Sehr gut","1994","AkademikerIn","direkter Migrationshintergrund","7","","",""
"Sehr gut","1994","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Sehr gut","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1994","(noch) kein Abschluss","kein Migrationshintergrund","115","0.472949563935533","0.409652634348963","0.536246493522104"
"Gut","1994","(noch) kein Abschluss","direkter Migrationshintergrund","183","0.366848998681755","0.325857089252611","0.407840908110899"
"Gut","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","32","0.429613688063307","0.317581953067124","0.541645423059491"
"Gut","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1994","Hauptschule","kein Migrationshintergrund","1537","0.30868234430069","0.295381941445131","0.321982747156249"
"Gut","1994","Hauptschule","direkter Migrationshintergrund","508","0.35562345876909","0.329191589360659","0.382055328177521"
"Gut","1994","Hauptschule","indirekter Migrationshintergrund","87","0.396005976017684","0.327538038436791","0.464473913598577"
"Gut","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1994","Realschule","kein Migrationshintergrund","1297","0.433895063963895","0.415521305180507","0.452268822747282"
"Gut","1994","Realschule","direkter Migrationshintergrund","58","0.392183324762975","0.310724260844238","0.473642388681712"
"Gut","1994","Realschule","indirekter Migrationshintergrund","49","0.417781410865443","0.326031808341644","0.509531013389243"
"Gut","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1994","(Fach-)Abitur","kein Migrationshintergrund","361","0.507221587922128","0.469672513464471","0.544770662379785"
"Gut","1994","(Fach-)Abitur","direkter Migrationshintergrund","84","0.432518361673534","0.36244133636409","0.502595386982977"
"Gut","1994","(Fach-)Abitur","indirekter Migrationshintergrund","14","","",""
"Gut","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gut","1994","AkademikerIn","kein Migrationshintergrund","705","0.468389621665489","0.443279104470088","0.493500138860889"
"Gut","1994","AkademikerIn","direkter Migrationshintergrund","59","0.443627973003709","0.355829363069579","0.531426582937839"
"Gut","1994","AkademikerIn","indirekter Migrationshintergrund","4","","",""
"Gut","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1994","(noch) kein Abschluss","kein Migrationshintergrund","46","0.199473358362998","0.148811690276513","0.250135026449484"
"Zufriedenstellend","1994","(noch) kein Abschluss","direkter Migrationshintergrund","151","0.284416310510851","0.246044852971824","0.322787768049879"
"Zufriedenstellend","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","8","","",""
"Zufriedenstellend","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1994","Hauptschule","kein Migrationshintergrund","1772","0.387706715706497","0.373678530654948","0.401734900758046"
"Zufriedenstellend","1994","Hauptschule","direkter Migrationshintergrund","340","0.295954105549282","0.270749756344563","0.321158454754001"
"Zufriedenstellend","1994","Hauptschule","indirekter Migrationshintergrund","31","0.183821867006362","0.129595423816251","0.238048310196472"
"Zufriedenstellend","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1994","Realschule","kein Migrationshintergrund","849","0.319391555015068","0.302106627363387","0.336676482666748"
"Zufriedenstellend","1994","Realschule","direkter Migrationshintergrund","49","0.411063974142473","0.32897263943273","0.493155308852217"
"Zufriedenstellend","1994","Realschule","indirekter Migrationshintergrund","19","","",""
"Zufriedenstellend","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1994","(Fach-)Abitur","kein Migrationshintergrund","150","0.237248293305238","0.205298527612279","0.269198058998197"
"Zufriedenstellend","1994","(Fach-)Abitur","direkter Migrationshintergrund","47","0.275679648053649","0.212472648674939","0.338886647432358"
"Zufriedenstellend","1994","(Fach-)Abitur","indirekter Migrationshintergrund","13","","",""
"Zufriedenstellend","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zufriedenstellend","1994","AkademikerIn","kein Migrationshintergrund","474","0.307230495379366","0.284014792218348","0.330446198540384"
"Zufriedenstellend","1994","AkademikerIn","direkter Migrationshintergrund","38","0.32805234412596","0.245079719212356","0.411024969039563"
"Zufriedenstellend","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Zufriedenstellend","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1994","(noch) kein Abschluss","kein Migrationshintergrund","12","","",""
"Weniger gut","1994","(noch) kein Abschluss","direkter Migrationshintergrund","119","0.186855415017756","0.153701290697561","0.220009539337951"
"Weniger gut","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Weniger gut","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1994","Hauptschule","kein Migrationshintergrund","796","0.182230779362121","0.17111611576037","0.193345442963872"
"Weniger gut","1994","Hauptschule","direkter Migrationshintergrund","209","0.1954824594493","0.173585466712409","0.217379452186191"
"Weniger gut","1994","Hauptschule","indirekter Migrationshintergrund","15","","",""
"Weniger gut","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1994","Realschule","kein Migrationshintergrund","273","0.124003893894568","0.11178516766584","0.136222620123296"
"Weniger gut","1994","Realschule","direkter Migrationshintergrund","20","","",""
"Weniger gut","1994","Realschule","indirekter Migrationshintergrund","4","","",""
"Weniger gut","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1994","(Fach-)Abitur","kein Migrationshintergrund","56","0.104002441461135","0.0810753103019595","0.12692957262031"
"Weniger gut","1994","(Fach-)Abitur","direkter Migrationshintergrund","26","","",""
"Weniger gut","1994","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Weniger gut","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weniger gut","1994","AkademikerIn","kein Migrationshintergrund","169","0.112480131624795","0.0965806761575137","0.128379587092076"
"Weniger gut","1994","AkademikerIn","direkter Migrationshintergrund","13","","",""
"Weniger gut","1994","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Weniger gut","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1994","(noch) kein Abschluss","kein Migrationshintergrund","9","","",""
"Schlecht","1994","(noch) kein Abschluss","direkter Migrationshintergrund","34","0.0680143609643321","0.0465999688029357","0.0894287531257286"
"Schlecht","1994","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Schlecht","1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1994","Hauptschule","kein Migrationshintergrund","257","0.0661549888387432","0.0589986848894481","0.0733112927880384"
"Schlecht","1994","Hauptschule","direkter Migrationshintergrund","53","0.054756502044517","0.0421946834873904","0.0673183206016436"
"Schlecht","1994","Hauptschule","indirekter Migrationshintergrund","2","","",""
"Schlecht","1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1994","Realschule","kein Migrationshintergrund","39","0.016330918239724","0.0116321178326761","0.0210297186467719"
"Schlecht","1994","Realschule","direkter Migrationshintergrund","1","","",""
"Schlecht","1994","Realschule","indirekter Migrationshintergrund","1","","",""
"Schlecht","1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1994","(Fach-)Abitur","kein Migrationshintergrund","16","","",""
"Schlecht","1994","(Fach-)Abitur","direkter Migrationshintergrund","9","","",""
"Schlecht","1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Schlecht","1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Schlecht","1994","AkademikerIn","kein Migrationshintergrund","30","0.0244352784400342","0.016665797776144","0.0322047591039244"
"Schlecht","1994","AkademikerIn","direkter Migrationshintergrund","6","","",""
"Schlecht","1994","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Schlecht","1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
