year,pgisced97,quintil_oecd,m11126,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Lower Secondary Level,5th Quintile,Satisfactory,0.36449,105,259,0.30576,0.42322
1992,Lower Secondary Level,5th Quintile,Poor,0.16595,47,259,0.12055,0.21134
1992,Upper Secondary Level,1st Quintile,Very good,0.13085,201,1385,0.11308,0.14861
1992,Upper Secondary Level,1st Quintile,Good,0.35272,551,1385,0.32755,0.37790
1992,Upper Secondary Level,1st Quintile,Satisfactory,0.30122,402,1385,0.27704,0.32539
1992,Upper Secondary Level,1st Quintile,Poor,0.13478,163,1385,0.11679,0.15277
1992,Upper Secondary Level,1st Quintile,Bad,0.08044,68,1385,0.06611,0.09476
1992,Upper Secondary Level,2nd Quintile,Very good,0.12615,223,1439,0.10899,0.14331
1992,Upper Secondary Level,2nd Quintile,Good,0.39100,638,1439,0.36577,0.41622
1992,Upper Secondary Level,2nd Quintile,Satisfactory,0.32874,413,1439,0.30446,0.35302
1992,Upper Secondary Level,2nd Quintile,Poor,0.11233,121,1439,0.09601,0.12865
1992,Upper Secondary Level,2nd Quintile,Bad,0.04178,44,1439,0.03144,0.05212
1992,Upper Secondary Level,3rd Quintile,Very good,0.12541,181,1323,0.10756,0.14327
1992,Upper Secondary Level,3rd Quintile,Good,0.40547,563,1323,0.37900,0.43193
1992,Upper Secondary Level,3rd Quintile,Satisfactory,0.30890,390,1323,0.28399,0.33380
1992,Upper Secondary Level,3rd Quintile,Poor,0.11665,137,1323,0.09934,0.13395
1992,Upper Secondary Level,3rd Quintile,Bad,0.04358,52,1323,0.03257,0.05458
1992,Upper Secondary Level,4th Quintile,Very good,0.14549,230,1369,0.12681,0.16418
1992,Upper Secondary Level,4th Quintile,Good,0.41912,592,1369,0.39298,0.44527
1992,Upper Secondary Level,4th Quintile,Satisfactory,0.28749,368,1369,0.26350,0.31147
1992,Upper Secondary Level,4th Quintile,Poor,0.11227,138,1369,0.09554,0.12900
1992,Upper Secondary Level,4th Quintile,Bad,0.03562,41,1369,0.02580,0.04544
1992,Upper Secondary Level,5th Quintile,Very good,0.13496,187,1172,0.11539,0.15453
1992,Upper Secondary Level,5th Quintile,Good,0.45346,538,1172,0.42495,0.48197
1992,Upper Secondary Level,5th Quintile,Satisfactory,0.28186,328,1172,0.25609,0.30762
1992,Upper Secondary Level,5th Quintile,Poor,0.11134,119,1172,0.09333,0.12936
1992,Post-secondary Non-tertiary Level,1st Quintile,Good,0.58019,35,35,0.41430,0.74608
1992,Post-secondary Non-tertiary Level,2nd Quintile,Good,0.52579,32,32,0.35001,0.70157
1992,Post-secondary Non-tertiary Level,3rd Quintile,Good,0.46793,31,31,0.28938,0.64648
1992,Post-secondary Non-tertiary Level,4th Quintile,Good,0.48659,39,39,0.32767,0.64551
1992,Post-secondary Non-tertiary Level,5th Quintile,Good,0.46137,44,44,0.31237,0.61038
1992,First Stage of Tertiary Education,1st Quintile,Satisfactory,0.40999,33,33,0.23958,0.58041
1992,First Stage of Tertiary Education,2nd Quintile,Good,0.38887,66,111,0.29777,0.47998
1992,First Stage of Tertiary Education,2nd Quintile,Satisfactory,0.31017,45,111,0.22373,0.39662
1992,First Stage of Tertiary Education,3rd Quintile,Good,0.37034,67,123,0.28465,0.45603
1992,First Stage of Tertiary Education,3rd Quintile,Satisfactory,0.37904,56,123,0.29295,0.46513
1992,First Stage of Tertiary Education,4th Quintile,Good,0.42670,68,105,0.33164,0.52176
1992,First Stage of Tertiary Education,4th Quintile,Satisfactory,0.26619,37,105,0.18124,0.35113
1992,First Stage of Tertiary Education,5th Quintile,Very good,0.13431,31,193,0.08607,0.18254
1992,First Stage of Tertiary Education,5th Quintile,Good,0.41595,90,193,0.34623,0.48567
1992,First Stage of Tertiary Education,5th Quintile,Satisfactory,0.33378,72,193,0.26708,0.40048
1992,Second Stage of Tertiary Education,1st Quintile,Good,0.37123,102,174,0.29924,0.44323
1992,Second Stage of Tertiary Education,1st Quintile,Satisfactory,0.30659,72,174,0.23788,0.37529
1992,Second Stage of Tertiary Education,2nd Quintile,Very good,0.20238,60,291,0.15614,0.24862
1992,Second Stage of Tertiary Education,2nd Quintile,Good,0.51381,171,291,0.45629,0.57134
1992,Second Stage of Tertiary Education,2nd Quintile,Satisfactory,0.20362,60,291,0.15727,0.24996
1992,Second Stage of Tertiary Education,3rd Quintile,Very good,0.16321,55,308,0.12187,0.20456
1992,Second Stage of Tertiary Education,3rd Quintile,Good,0.54509,187,308,0.48939,0.60080
1992,Second Stage of Tertiary Education,3rd Quintile,Satisfactory,0.21759,66,308,0.17143,0.26374
1992,Second Stage of Tertiary Education,4th Quintile,Very good,0.19185,53,259,0.14380,0.23990
1992,Second Stage of Tertiary Education,4th Quintile,Good,0.44576,135,259,0.38511,0.50641
1992,Second Stage of Tertiary Education,4th Quintile,Satisfactory,0.26025,71,259,0.20671,0.31379
1992,Second Stage of Tertiary Education,5th Quintile,Very good,0.16536,90,482,0.13215,0.19856
1992,Second Stage of Tertiary Education,5th Quintile,Good,0.46314,229,482,0.41857,0.50770
1992,Second Stage of Tertiary Education,5th Quintile,Satisfactory,0.26908,125,482,0.22945,0.30872
1992,Second Stage of Tertiary Education,5th Quintile,Poor,0.08263,38,482,0.05803,0.10724
1994,Pre-primary Level,3rd Quintile,Good,0.48896,33,33,0.31576,0.66216
1994,Primary Level,1st Quintile,Good,0.34069,69,175,0.27027,0.41111
1994,Primary Level,1st Quintile,Satisfactory,0.31688,57,175,0.24775,0.38601
1994,Primary Level,1st Quintile,Poor,0.16539,49,175,0.11019,0.22060
1994,Primary Level,2nd Quintile,Good,0.29496,45,84,0.19686,0.39307
1994,Primary Level,2nd Quintile,Satisfactory,0.30728,39,84,0.20802,0.40653
1994,Primary Level,3rd Quintile,Good,0.39279,39,75,0.28152,0.50406
1994,Primary Level,3rd Quintile,Satisfactory,0.32016,36,75,0.21386,0.42646
1994,Lower Secondary Level,1st Quintile,Very good,0.05232,64,723,0.03608,0.06857
1994,Lower Secondary Level,1st Quintile,Good,0.23623,231,723,0.20525,0.26721
1994,Lower Secondary Level,1st Quintile,Satisfactory,0.34351,215,723,0.30887,0.37815
1994,Lower Secondary Level,1st Quintile,Poor,0.23844,143,723,0.20736,0.26953
1994,Lower Secondary Level,1st Quintile,Bad,0.12950,70,723,0.10500,0.15399
1994,Lower Secondary Level,2nd Quintile,Very good,0.09367,59,555,0.06940,0.11793
1994,Lower Secondary Level,2nd Quintile,Good,0.31797,236,555,0.27919,0.35675
1994,Lower Secondary Level,2nd Quintile,Satisfactory,0.37456,176,555,0.33425,0.41486
1994,Lower Secondary Level,2nd Quintile,Poor,0.18221,84,555,0.15007,0.21436
1994,Lower Secondary Level,3rd Quintile,Very good,0.10964,65,508,0.08245,0.13684
1994,Lower Secondary Level,3rd Quintile,Good,0.31711,185,508,0.27660,0.35761
1994,Lower Secondary Level,3rd Quintile,Satisfactory,0.32829,166,508,0.28741,0.36916
1994,Lower Secondary Level,3rd Quintile,Poor,0.19311,92,508,0.15875,0.22747
1994,Lower Secondary Level,4th Quintile,Very good,0.07974,37,391,0.05285,0.10663
1994,Lower Secondary Level,4th Quintile,Good,0.33378,144,391,0.28698,0.38058
1994,Lower Secondary Level,4th Quintile,Satisfactory,0.35979,146,391,0.31216,0.40743
1994,Lower Secondary Level,4th Quintile,Poor,0.17078,64,391,0.13344,0.20813
1994,Lower Secondary Level,5th Quintile,Good,0.24685,74,215,0.18908,0.30462
1994,Lower Secondary Level,5th Quintile,Satisfactory,0.43392,95,215,0.36752,0.50032
1994,Lower Secondary Level,5th Quintile,Poor,0.16895,46,215,0.11875,0.21915
1994,Upper Secondary Level,1st Quintile,Very good,0.07602,118,1200,0.06102,0.09102
1994,Upper Secondary Level,1st Quintile,Good,0.32205,458,1200,0.29560,0.34850
1994,Upper Secondary Level,1st Quintile,Satisfactory,0.33880,371,1200,0.31201,0.36559
1994,Upper Secondary Level,1st Quintile,Poor,0.18887,187,1200,0.16672,0.21103
1994,Upper Secondary Level,1st Quintile,Bad,0.07426,66,1200,0.05942,0.08910
1994,Upper Secondary Level,2nd Quintile,Very good,0.06883,118,1408,0.05560,0.08205
1994,Upper Secondary Level,2nd Quintile,Good,0.39397,573,1408,0.36844,0.41951
1994,Upper Secondary Level,2nd Quintile,Satisfactory,0.35474,491,1408,0.32974,0.37974
1994,Upper Secondary Level,2nd Quintile,Poor,0.13715,180,1408,0.11917,0.15512
1994,Upper Secondary Level,2nd Quintile,Bad,0.04532,46,1408,0.03445,0.05619
1994,Upper Secondary Level,3rd Quintile,Very good,0.08489,146,1372,0.07014,0.09964
1994,Upper Secondary Level,3rd Quintile,Good,0.38526,566,1372,0.35950,0.41102
1994,Upper Secondary Level,3rd Quintile,Satisfactory,0.35866,461,1372,0.33327,0.38405
1994,Upper Secondary Level,3rd Quintile,Poor,0.13063,156,1372,0.11279,0.14847
1994,Upper Secondary Level,3rd Quintile,Bad,0.04057,43,1372,0.03012,0.05101
1994,Upper Secondary Level,4th Quintile,Very good,0.08956,151,1369,0.07442,0.10469
1994,Upper Secondary Level,4th Quintile,Good,0.40179,567,1369,0.37581,0.42777
1994,Upper Secondary Level,4th Quintile,Satisfactory,0.32670,435,1369,0.30185,0.35156
1994,Upper Secondary Level,4th Quintile,Poor,0.15069,182,1369,0.13174,0.16965
1994,Upper Secondary Level,4th Quintile,Bad,0.03125,34,1369,0.02203,0.04047
1994,Upper Secondary Level,5th Quintile,Very good,0.08186,126,1186,0.06625,0.09747
1994,Upper Secondary Level,5th Quintile,Good,0.40404,521,1186,0.37610,0.43198
1994,Upper Secondary Level,5th Quintile,Satisfactory,0.36607,401,1186,0.33864,0.39350
1994,Upper Secondary Level,5th Quintile,Poor,0.13215,138,1186,0.11287,0.15143
1994,Post-secondary Non-tertiary Level,1st Quintile,Good,0.44190,34,34,0.27246,0.61134
1994,Post-secondary Non-tertiary Level,3rd Quintile,Good,0.59575,46,46,0.45236,0.73914
1994,Post-secondary Non-tertiary Level,4th Quintile,Good,0.55801,53,84,0.45116,0.66485
1994,Post-secondary Non-tertiary Level,4th Quintile,Satisfactory,0.33722,31,84,0.23551,0.43893
1994,Post-secondary Non-tertiary Level,5th Quintile,Good,0.45242,40,40,0.29621,0.60864
1994,First Stage of Tertiary Education,1st Quintile,Good,0.33358,32,32,0.16760,0.49956
1994,First Stage of Tertiary Education,2nd Quintile,Good,0.34873,58,102,0.25579,0.44168
1994,First Stage of Tertiary Education,2nd Quintile,Satisfactory,0.33771,44,102,0.24547,0.42994
1994,First Stage of Tertiary Education,3rd Quintile,Good,0.37695,68,124,0.29131,0.46260
1994,First Stage of Tertiary Education,3rd Quintile,Satisfactory,0.37482,56,124,0.28927,0.46037
1994,First Stage of Tertiary Education,4th Quintile,Good,0.37857,65,123,0.29250,0.46464
1994,First Stage of Tertiary Education,4th Quintile,Satisfactory,0.38360,58,123,0.29731,0.46988
1994,First Stage of Tertiary Education,5th Quintile,Good,0.41085,81,178,0.33837,0.48334
1994,First Stage of Tertiary Education,5th Quintile,Satisfactory,0.29182,63,178,0.22485,0.35880
1994,First Stage of Tertiary Education,5th Quintile,Poor,0.17849,34,178,0.12208,0.23491
1994,Second Stage of Tertiary Education,1st Quintile,Good,0.30779,40,80,0.20600,0.40957
1994,Second Stage of Tertiary Education,1st Quintile,Satisfactory,0.37978,40,80,0.27276,0.48681
1994,Second Stage of Tertiary Education,2nd Quintile,Good,0.40952,110,193,0.33996,0.47908
1994,Second Stage of Tertiary Education,2nd Quintile,Satisfactory,0.31521,83,193,0.24949,0.38093
1994,Second Stage of Tertiary Education,3rd Quintile,Very good,0.10516,36,339,0.07245,0.13786
1994,Second Stage of Tertiary Education,3rd Quintile,Good,0.42962,156,339,0.37685,0.48240
1994,Second Stage of Tertiary Education,3rd Quintile,Satisfactory,0.29453,106,339,0.24594,0.34313
1994,Second Stage of Tertiary Education,3rd Quintile,Poor,0.13573,41,339,0.09921,0.17224
1994,Second Stage of Tertiary Education,4th Quintile,Good,0.47809,181,336,0.42460,0.53158
1994,Second Stage of Tertiary Education,4th Quintile,Satisfactory,0.34767,119,336,0.29667,0.39867
1994,Second Stage of Tertiary Education,4th Quintile,Poor,0.10021,36,336,0.06805,0.13236
1994,Second Stage of Tertiary Education,5th Quintile,Very good,0.09134,57,559,0.06743,0.11524
1994,Second Stage of Tertiary Education,5th Quintile,Good,0.51376,281,559,0.47229,0.55523
1994,Second Stage of Tertiary Education,5th Quintile,Satisfactory,0.27793,164,559,0.24076,0.31510
1994,Second Stage of Tertiary Education,5th Quintile,Poor,0.09870,57,559,0.07395,0.12345
1995,No answer / don't know,1st Quintile,Good,0.47083,38,38,0.30999,0.63166
1995,No answer / don't know,2nd Quintile,Good,0.49169,34,34,0.32111,0.66226
1995,Pre-primary Level,2nd Quintile,Good,0.46196,31,31,0.28356,0.64037
1995,Pre-primary Level,3rd Quintile,Good,0.55286,39,39,0.39477,0.71095
1995,Primary Level,1st Quintile,Good,0.35094,65,175,0.28002,0.42185
1995,Primary Level,1st Quintile,Satisfactory,0.31029,65,175,0.24155,0.37903
1995,Primary Level,1st Quintile,Poor,0.24087,45,175,0.17733,0.30441
1995,Primary Level,2nd Quintile,Good,0.26647,49,144,0.19401,0.33894
1995,Primary Level,2nd Quintile,Satisfactory,0.34141,55,144,0.26369,0.41913
1995,Primary Level,2nd Quintile,Poor,0.27390,40,144,0.20081,0.34699
1995,Lower Secondary Level,1st Quintile,Very good,0.07414,77,714,0.05491,0.09337
1995,Lower Secondary Level,1st Quintile,Good,0.26148,237,714,0.22922,0.29373
1995,Lower Secondary Level,1st Quintile,Satisfactory,0.31717,198,714,0.28301,0.35133
1995,Lower Secondary Level,1st Quintile,Poor,0.21563,130,714,0.18544,0.24582
1995,Lower Secondary Level,1st Quintile,Bad,0.13158,72,714,0.10677,0.15639
1995,Lower Secondary Level,2nd Quintile,Very good,0.08000,67,593,0.05814,0.10185
1995,Lower Secondary Level,2nd Quintile,Good,0.27239,209,593,0.23653,0.30826
1995,Lower Secondary Level,2nd Quintile,Satisfactory,0.32155,163,593,0.28392,0.35917
1995,Lower Secondary Level,2nd Quintile,Poor,0.23563,119,593,0.20144,0.26982
1995,Lower Secondary Level,2nd Quintile,Bad,0.09043,35,593,0.06733,0.11354
1995,Lower Secondary Level,3rd Quintile,Very good,0.06945,48,494,0.04701,0.09190
1995,Lower Secondary Level,3rd Quintile,Good,0.32132,184,494,0.28009,0.36254
1995,Lower Secondary Level,3rd Quintile,Satisfactory,0.38416,183,494,0.34123,0.42710
1995,Lower Secondary Level,3rd Quintile,Poor,0.18206,79,494,0.14800,0.21613
1995,Lower Secondary Level,4th Quintile,Very good,0.08973,46,401,0.06172,0.11773
1995,Lower Secondary Level,4th Quintile,Good,0.31966,145,401,0.27395,0.36536
1995,Lower Secondary Level,4th Quintile,Satisfactory,0.37326,143,401,0.32586,0.42066
1995,Lower Secondary Level,4th Quintile,Poor,0.19463,67,401,0.15583,0.23343
1995,Lower Secondary Level,5th Quintile,Good,0.31864,92,224,0.25748,0.37979
1995,Lower Secondary Level,5th Quintile,Satisfactory,0.31462,73,224,0.25367,0.37557
1995,Lower Secondary Level,5th Quintile,Poor,0.26066,59,224,0.20304,0.31828
1995,Upper Secondary Level,1st Quintile,Very good,0.09590,129,1175,0.07906,0.11274
1995,Upper Secondary Level,1st Quintile,Good,0.34857,456,1175,0.32131,0.37582
1995,Upper Secondary Level,1st Quintile,Satisfactory,0.34505,370,1175,0.31785,0.37224
1995,Upper Secondary Level,1st Quintile,Poor,0.16998,178,1175,0.14850,0.19147
1995,Upper Secondary Level,1st Quintile,Bad,0.04050,42,1175,0.02923,0.05178
1995,Upper Secondary Level,2nd Quintile,Very good,0.05869,120,1516,0.04685,0.07052
1995,Upper Secondary Level,2nd Quintile,Good,0.36503,605,1516,0.34078,0.38927
1995,Upper Secondary Level,2nd Quintile,Satisfactory,0.35053,503,1516,0.32651,0.37456
1995,Upper Secondary Level,2nd Quintile,Poor,0.16047,214,1516,0.14199,0.17895
1995,Upper Secondary Level,2nd Quintile,Bad,0.06528,74,1516,0.05284,0.07772
1995,Upper Secondary Level,3rd Quintile,Very good,0.07499,128,1424,0.06131,0.08868
1995,Upper Secondary Level,3rd Quintile,Good,0.37449,584,1424,0.34934,0.39964
1995,Upper Secondary Level,3rd Quintile,Satisfactory,0.37372,493,1424,0.34858,0.39886
1995,Upper Secondary Level,3rd Quintile,Poor,0.13825,174,1424,0.12032,0.15619
1995,Upper Secondary Level,3rd Quintile,Bad,0.03855,45,1424,0.02854,0.04855
1995,Upper Secondary Level,4th Quintile,Very good,0.06475,119,1421,0.05195,0.07754
1995,Upper Secondary Level,4th Quintile,Good,0.40917,627,1421,0.38359,0.43474
1995,Upper Secondary Level,4th Quintile,Satisfactory,0.34452,467,1421,0.31980,0.36923
1995,Upper Secondary Level,4th Quintile,Poor,0.14647,173,1421,0.12808,0.16486
1995,Upper Secondary Level,4th Quintile,Bad,0.03511,35,1421,0.02553,0.04468
1995,Upper Secondary Level,5th Quintile,Very good,0.06982,100,1142,0.05503,0.08460
1995,Upper Secondary Level,5th Quintile,Good,0.43886,534,1142,0.41006,0.46765
1995,Upper Secondary Level,5th Quintile,Satisfactory,0.34152,373,1142,0.31400,0.36903
1995,Upper Secondary Level,5th Quintile,Poor,0.12109,135,1142,0.10216,0.14002
1995,Post-secondary Non-tertiary Level,1st Quintile,Good,0.52349,44,44,0.37421,0.67277
1995,Post-secondary Non-tertiary Level,2nd Quintile,Good,0.49713,46,46,0.35104,0.64322
1995,Post-secondary Non-tertiary Level,3rd Quintile,Good,0.44079,49,49,0.30034,0.58125
1995,Post-secondary Non-tertiary Level,4th Quintile,Good,0.59996,55,55,0.46929,0.73063
1995,Post-secondary Non-tertiary Level,5th Quintile,Good,0.51659,44,44,0.36722,0.66595
1995,First Stage of Tertiary Education,2nd Quintile,Good,0.28026,48,102,0.19267,0.36785
1995,First Stage of Tertiary Education,2nd Quintile,Satisfactory,0.46016,54,102,0.36296,0.55737
1995,First Stage of Tertiary Education,3rd Quintile,Good,0.35183,63,129,0.26910,0.43456
1995,First Stage of Tertiary Education,3rd Quintile,Satisfactory,0.38647,66,129,0.30211,0.47082
1995,First Stage of Tertiary Education,4th Quintile,Good,0.45299,87,142,0.37083,0.53516
1995,First Stage of Tertiary Education,4th Quintile,Satisfactory,0.30125,55,142,0.22552,0.37698
1995,First Stage of Tertiary Education,5th Quintile,Good,0.45911,90,158,0.38116,0.53706
1995,First Stage of Tertiary Education,5th Quintile,Satisfactory,0.33456,68,158,0.26075,0.40836
1995,Second Stage of Tertiary Education,1st Quintile,Good,0.33894,48,96,0.24375,0.43413
1995,Second Stage of Tertiary Education,1st Quintile,Satisfactory,0.35236,48,96,0.25630,0.44843
1995,Second Stage of Tertiary Education,2nd Quintile,Good,0.39471,113,200,0.32680,0.46262
1995,Second Stage of Tertiary Education,2nd Quintile,Satisfactory,0.35339,87,200,0.28697,0.41980
1995,Second Stage of Tertiary Education,3rd Quintile,Good,0.39820,127,282,0.34096,0.45544
1995,Second Stage of Tertiary Education,3rd Quintile,Satisfactory,0.37876,119,282,0.32204,0.43548
1995,Second Stage of Tertiary Education,3rd Quintile,Poor,0.12555,36,282,0.08681,0.16429
1995,Second Stage of Tertiary Education,4th Quintile,Very good,0.07306,32,394,0.04733,0.09879
1995,Second Stage of Tertiary Education,4th Quintile,Good,0.45748,190,394,0.40823,0.50674
1995,Second Stage of Tertiary Education,4th Quintile,Satisfactory,0.33113,124,394,0.28460,0.37766
1995,Second Stage of Tertiary Education,4th Quintile,Poor,0.12312,48,394,0.09064,0.15561
1995,Second Stage of Tertiary Education,5th Quintile,Very good,0.08097,58,619,0.05947,0.10248
1995,Second Stage of Tertiary Education,5th Quintile,Good,0.48674,312,619,0.44734,0.52615
1995,Second Stage of Tertiary Education,5th Quintile,Satisfactory,0.33920,206,619,0.30188,0.37653
1995,Second Stage of Tertiary Education,5th Quintile,Poor,0.07498,43,619,0.05421,0.09574
1996,No answer / don't know,1st Quintile,Good,0.40711,35,35,0.24197,0.57225
1996,No answer / don't know,2nd Quintile,Good,0.57652,38,38,0.41730,0.73573
1996,Primary Level,1st Quintile,Good,0.27274,53,163,0.20415,0.34132
1996,Primary Level,1st Quintile,Satisfactory,0.37659,65,163,0.30197,0.45120
1996,Primary Level,1st Quintile,Poor,0.19090,45,163,0.13038,0.25142
1996,Primary Level,2nd Quintile,Good,0.31633,40,82,0.21505,0.41760
1996,Primary Level,2nd Quintile,Satisfactory,0.31764,42,82,0.21625,0.41903
1996,Primary Level,3rd Quintile,Satisfactory,0.40542,35,35,0.24038,0.57045
1996,Lower Secondary Level,1st Quintile,Very good,0.05444,65,755,0.03825,0.07064
1996,Lower Secondary Level,1st Quintile,Good,0.27870,254,755,0.24670,0.31070
1996,Lower Secondary Level,1st Quintile,Satisfactory,0.34634,239,755,0.31238,0.38030
1996,Lower Secondary Level,1st Quintile,Poor,0.21969,139,755,0.19014,0.24924
1996,Lower Secondary Level,1st Quintile,Bad,0.10083,58,755,0.07934,0.12232
1996,Lower Secondary Level,2nd Quintile,Very good,0.04745,42,505,0.02889,0.06601
1996,Lower Secondary Level,2nd Quintile,Good,0.27029,182,505,0.23152,0.30907
1996,Lower Secondary Level,2nd Quintile,Satisfactory,0.37582,178,505,0.33353,0.41810
1996,Lower Secondary Level,2nd Quintile,Poor,0.24940,103,505,0.21163,0.28718
1996,Lower Secondary Level,3rd Quintile,Very good,0.05644,41,453,0.03516,0.07771
1996,Lower Secondary Level,3rd Quintile,Good,0.31752,167,453,0.27460,0.36043
1996,Lower Secondary Level,3rd Quintile,Satisfactory,0.37045,170,453,0.32593,0.41498
1996,Lower Secondary Level,3rd Quintile,Poor,0.19111,75,453,0.15487,0.22736
1996,Lower Secondary Level,4th Quintile,Very good,0.09524,37,380,0.06569,0.12480
1996,Lower Secondary Level,4th Quintile,Good,0.32666,138,380,0.27944,0.37388
1996,Lower Secondary Level,4th Quintile,Satisfactory,0.40041,154,380,0.35108,0.44974
1996,Lower Secondary Level,4th Quintile,Poor,0.13694,51,380,0.10233,0.17156
1996,Lower Secondary Level,5th Quintile,Good,0.25549,66,186,0.19264,0.31834
1996,Lower Secondary Level,5th Quintile,Satisfactory,0.39668,76,186,0.32618,0.46717
1996,Lower Secondary Level,5th Quintile,Poor,0.20667,44,186,0.14832,0.26502
1996,Upper Secondary Level,1st Quintile,Very good,0.08270,110,1185,0.06701,0.09839
1996,Upper Secondary Level,1st Quintile,Good,0.34249,450,1185,0.31546,0.36952
1996,Upper Secondary Level,1st Quintile,Satisfactory,0.35136,397,1185,0.32417,0.37856
1996,Upper Secondary Level,1st Quintile,Poor,0.16539,173,1185,0.14423,0.18656
1996,Upper Secondary Level,1st Quintile,Bad,0.05805,55,1185,0.04473,0.07137
1996,Upper Secondary Level,2nd Quintile,Very good,0.07127,133,1424,0.05791,0.08464
1996,Upper Secondary Level,2nd Quintile,Good,0.34174,536,1424,0.31709,0.36638
1996,Upper Secondary Level,2nd Quintile,Satisfactory,0.39434,523,1424,0.36895,0.41973
1996,Upper Secondary Level,2nd Quintile,Poor,0.14478,180,1424,0.12649,0.16306
1996,Upper Secondary Level,2nd Quintile,Bad,0.04787,52,1424,0.03678,0.05897
1996,Upper Secondary Level,3rd Quintile,Very good,0.06572,119,1424,0.05285,0.07860
1996,Upper Secondary Level,3rd Quintile,Good,0.36696,574,1424,0.34192,0.39200
1996,Upper Secondary Level,3rd Quintile,Satisfactory,0.39737,525,1424,0.37194,0.42280
1996,Upper Secondary Level,3rd Quintile,Poor,0.13090,164,1424,0.11337,0.14842
1996,Upper Secondary Level,3rd Quintile,Bad,0.03905,42,1424,0.02899,0.04912
1996,Upper Secondary Level,4th Quintile,Very good,0.07906,127,1425,0.06505,0.09308
1996,Upper Secondary Level,4th Quintile,Good,0.38725,597,1425,0.36194,0.41255
1996,Upper Secondary Level,4th Quintile,Satisfactory,0.37368,486,1425,0.34855,0.39881
1996,Upper Secondary Level,4th Quintile,Poor,0.12903,178,1425,0.11162,0.14644
1996,Upper Secondary Level,4th Quintile,Bad,0.03098,37,1425,0.02198,0.03998
1996,Upper Secondary Level,5th Quintile,Very good,0.09206,124,1123,0.07515,0.10898
1996,Upper Secondary Level,5th Quintile,Good,0.40031,480,1123,0.37164,0.42898
1996,Upper Secondary Level,5th Quintile,Satisfactory,0.35030,387,1123,0.32239,0.37822
1996,Upper Secondary Level,5th Quintile,Poor,0.13661,132,1123,0.11651,0.15671
1996,Post-secondary Non-tertiary Level,1st Quintile,Good,0.60280,52,52,0.46851,0.73710
1996,Post-secondary Non-tertiary Level,2nd Quintile,Good,0.53091,44,44,0.38175,0.68008
1996,Post-secondary Non-tertiary Level,3rd Quintile,Good,0.51535,47,47,0.37093,0.65978
1996,Post-secondary Non-tertiary Level,4th Quintile,Good,0.46359,53,89,0.35940,0.56778
1996,Post-secondary Non-tertiary Level,4th Quintile,Satisfactory,0.32723,36,89,0.22920,0.42527
1996,Post-secondary Non-tertiary Level,5th Quintile,Good,0.51636,47,47,0.37194,0.66078
1996,First Stage of Tertiary Education,1st Quintile,Good,0.32235,31,31,0.15510,0.48959
1996,First Stage of Tertiary Education,2nd Quintile,Good,0.31218,47,93,0.21749,0.40687
