,Unnamed: 0,year,pgisced97,regtyp,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
35,35,1992,First Stage of Tertiary Education,Urban regions,Poor,0.14003,52,12677,0.12433,0.15466
36,36,1992,First Stage of Tertiary Education,Rural regions,Very good,0.11549,34,12677,0.09274,0.13393
37,37,1992,First Stage of Tertiary Education,Rural regions,Good,0.457,131,12677,0.39971,0.5162
38,38,1992,First Stage of Tertiary Education,Rural regions,Satisfactory,0.42752,101,12677,0.37793,0.47942
39,39,1992,Second Stage of Tertiary Education,Urban regions,Very good,0.17578,175,12677,0.16076,0.19277
40,40,1992,Second Stage of Tertiary Education,Urban regions,Good,0.48602,497,12677,0.45456,0.51625
41,41,1992,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.25968,229,12677,0.24048,0.28038
42,42,1992,Second Stage of Tertiary Education,Urban regions,Poor,0.07851,68,12677,0.06787,0.09042
43,43,1992,Second Stage of Tertiary Education,Rural regions,Very good,0.16497,99,12677,0.14295,0.19331
44,44,1992,Second Stage of Tertiary Education,Rural regions,Good,0.48655,317,12677,0.45024,0.52604
45,45,1992,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.27605,161,12677,0.2523,0.30427
46,46,1992,Second Stage of Tertiary Education,Rural regions,Poor,0.07242,37,12677,0.05695,0.09015
47,47,1994,Pre-primary Level,Urban regions,Very good,0.38184,56,12311,0.3042,0.45991
48,48,1994,Pre-primary Level,Urban regions,Good,0.61816,88,12311,0.55435,0.68927
49,49,1994,Primary Level,Urban regions,Very good,0.08135,35,12311,0.05959,0.11071
50,50,1994,Primary Level,Urban regions,Good,0.35168,155,12311,0.30865,0.39518
51,51,1994,Primary Level,Urban regions,Satisfactory,0.31264,139,12311,0.26263,0.37417
52,52,1994,Primary Level,Urban regions,Poor,0.15937,99,12311,0.14008,0.1807
53,53,1994,Primary Level,Urban regions,Bad,0.09495,36,12311,0.07673,0.12315
54,54,1994,Primary Level,Rural regions,Good,1.0,34,12311,0.71009,1.27259
55,55,1994,Lower Secondary Level,Urban regions,Very good,0.08299,176,12311,0.07358,0.09266
56,56,1994,Lower Secondary Level,Urban regions,Good,0.28262,597,12311,0.26474,0.30235
57,57,1994,Lower Secondary Level,Urban regions,Satisfactory,0.35697,549,12311,0.33573,0.37976
58,58,1994,Lower Secondary Level,Urban regions,Poor,0.20876,319,12311,0.19217,0.2295
59,59,1994,Lower Secondary Level,Urban regions,Bad,0.06866,88,12311,0.05969,0.07667
60,60,1994,Lower Secondary Level,Rural regions,Very good,0.08395,77,12311,0.06371,0.10648
61,61,1994,Lower Secondary Level,Rural regions,Good,0.30095,273,12311,0.27229,0.33163
62,62,1994,Lower Secondary Level,Rural regions,Satisfactory,0.36428,250,12311,0.33744,0.39676
63,63,1994,Lower Secondary Level,Rural regions,Poor,0.17543,110,12311,0.1505,0.1992
64,64,1994,Lower Secondary Level,Rural regions,Bad,0.0754,49,12311,0.06273,0.0892
65,65,1994,Upper Secondary Level,Urban regions,Very good,0.08008,421,12311,0.0751,0.0857
66,66,1994,Upper Secondary Level,Urban regions,Good,0.38372,1687,12311,0.37064,0.39668
67,67,1994,Upper Secondary Level,Urban regions,Satisfactory,0.34134,1310,12311,0.33084,0.35285
68,68,1994,Upper Secondary Level,Urban regions,Poor,0.15332,570,12311,0.14581,0.16122
69,69,1994,Upper Secondary Level,Urban regions,Bad,0.04154,136,12311,0.03719,0.04635
70,70,1994,Upper Secondary Level,Rural regions,Very good,0.08182,238,12311,0.07479,0.08842
71,71,1994,Upper Secondary Level,Rural regions,Good,0.38389,999,12311,0.36499,0.39926
72,72,1994,Upper Secondary Level,Rural regions,Satisfactory,0.36403,848,12311,0.34669,0.38089
73,73,1994,Upper Secondary Level,Rural regions,Poor,0.13357,275,12311,0.12021,0.14532
74,74,1994,Upper Secondary Level,Rural regions,Bad,0.03669,72,12311,0.03112,0.04319
75,75,1994,Post-secondary Non-tertiary Level,Urban regions,Very good,0.12987,36,12311,0.10251,0.16222
76,76,1994,Post-secondary Non-tertiary Level,Urban regions,Good,0.57292,144,12311,0.5043,0.64154
77,77,1994,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.29721,70,12311,0.24114,0.35718
78,78,1994,Post-secondary Non-tertiary Level,Rural regions,Good,1.0,56,12311,0.84114,1.17342
79,79,1994,First Stage of Tertiary Education,Urban regions,Very good,0.06926,38,12311,0.05503,0.08384
80,80,1994,First Stage of Tertiary Education,Urban regions,Good,0.3712,180,12311,0.3199,0.41511
81,81,1994,First Stage of Tertiary Education,Urban regions,Satisfactory,0.35479,152,12311,0.32517,0.39384
82,82,1994,First Stage of Tertiary Education,Urban regions,Poor,0.20475,75,12311,0.17581,0.23045
83,83,1994,First Stage of Tertiary Education,Rural regions,Good,0.4662,124,12311,0.40504,0.52892
84,84,1994,First Stage of Tertiary Education,Rural regions,Satisfactory,0.38411,100,12311,0.32144,0.44689
85,85,1994,First Stage of Tertiary Education,Rural regions,Poor,0.1497,37,12311,0.12514,0.18329
86,86,1994,Second Stage of Tertiary Education,Urban regions,Very good,0.09544,107,12311,0.08262,0.10822
87,87,1994,Second Stage of Tertiary Education,Urban regions,Good,0.48717,483,12311,0.45234,0.515
88,88,1994,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.29895,304,12311,0.27499,0.32816
89,89,1994,Second Stage of Tertiary Education,Urban regions,Poor,0.11844,116,12311,0.10431,0.13753
90,90,1994,Second Stage of Tertiary Education,Rural regions,Very good,0.08821,43,12311,0.06454,0.11613
91,91,1994,Second Stage of Tertiary Education,Rural regions,Good,0.45153,285,12311,0.41197,0.48804
92,92,1994,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.35539,208,12311,0.32405,0.38845
93,93,1994,Second Stage of Tertiary Education,Rural regions,Poor,0.10486,67,12311,0.09043,0.12069
94,94,1995,Pre-primary Level,Urban regions,Very good,0.2699,58,12719,0.22111,0.31633
95,95,1995,Pre-primary Level,Urban regions,Good,0.56675,98,12719,0.49983,0.62597
96,96,1995,Pre-primary Level,Urban regions,Satisfactory,0.16334,31,12719,0.12764,0.2037
97,97,1995,Pre-primary Level,Rural regions,Good,1.0,45,12719,0.82048,1.25119
98,98,1995,Primary Level,Urban regions,Good,0.364,142,12719,0.30877,0.43183
99,99,1995,Primary Level,Urban regions,Satisfactory,0.36506,151,12719,0.29824,0.42836
100,100,1995,Primary Level,Urban regions,Poor,0.27093,103,12719,0.22902,0.32411
101,101,1995,Primary Level,Rural regions,Good,1.0,33,12719,0.71758,1.33455
102,102,1995,Lower Secondary Level,Urban regions,Very good,0.07534,180,12719,0.0666,0.08538
103,103,1995,Lower Secondary Level,Urban regions,Good,0.28808,600,12719,0.26895,0.3054
104,104,1995,Lower Secondary Level,Urban regions,Satisfactory,0.34546,513,12719,0.32487,0.36541
105,105,1995,Lower Secondary Level,Urban regions,Poor,0.22118,334,12719,0.20482,0.23903
106,106,1995,Lower Secondary Level,Urban regions,Bad,0.06994,97,12719,0.05912,0.08114
107,107,1995,Lower Secondary Level,Rural regions,Very good,0.07763,78,12719,0.06413,0.09196
108,108,1995,Lower Secondary Level,Rural regions,Good,0.30218,267,12719,0.27571,0.32888
109,109,1995,Lower Secondary Level,Rural regions,Satisfactory,0.33277,247,12719,0.3071,0.3593
110,110,1995,Lower Secondary Level,Rural regions,Poor,0.19992,120,12719,0.17542,0.22391
111,111,1995,Lower Secondary Level,Rural regions,Bad,0.0875,50,12719,0.07029,0.10978
112,112,1995,Upper Secondary Level,Urban regions,Very good,0.07251,394,12719,0.06762,0.07722
113,113,1995,Upper Secondary Level,Urban regions,Good,0.38857,1757,12719,0.37585,0.40331
114,114,1995,Upper Secondary Level,Urban regions,Satisfactory,0.34543,1349,12719,0.33447,0.3607
115,115,1995,Upper Secondary Level,Urban regions,Poor,0.14604,552,12719,0.13779,0.15583
116,116,1995,Upper Secondary Level,Urban regions,Bad,0.04745,161,12719,0.04266,0.05325
117,117,1995,Upper Secondary Level,Rural regions,Very good,0.0704,202,12719,0.06379,0.07696
118,118,1995,Upper Secondary Level,Rural regions,Good,0.3899,1050,12719,0.3745,0.40615
119,119,1995,Upper Secondary Level,Rural regions,Satisfactory,0.36168,856,12719,0.34629,0.379
120,120,1995,Upper Secondary Level,Rural regions,Poor,0.14796,324,12719,0.13671,0.16157
121,121,1995,Upper Secondary Level,Rural regions,Bad,0.03007,63,12719,0.02628,0.03496
122,122,1995,Post-secondary Non-tertiary Level,Urban regions,Very good,0.13303,44,12719,0.10828,0.16385
123,123,1995,Post-secondary Non-tertiary Level,Urban regions,Good,0.54164,180,12719,0.48634,0.60591
124,124,1995,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.25295,91,12719,0.2095,0.29552
125,125,1995,Post-secondary Non-tertiary Level,Urban regions,Poor,0.07239,31,12719,0.05727,0.0918
126,126,1995,Post-secondary Non-tertiary Level,Rural regions,Good,0.65008,58,12719,0.50927,0.76042
127,127,1995,Post-secondary Non-tertiary Level,Rural regions,Satisfactory,0.34992,33,12719,0.26459,0.45875
128,128,1995,First Stage of Tertiary Education,Urban regions,Very good,0.09143,42,12719,0.07365,0.1139
129,129,1995,First Stage of Tertiary Education,Urban regions,Good,0.38505,181,12719,0.34011,0.429
130,130,1995,First Stage of Tertiary Education,Urban regions,Satisfactory,0.39509,168,12719,0.34687,0.43582
131,131,1995,First Stage of Tertiary Education,Urban regions,Poor,0.12843,47,12719,0.1063,0.1494
132,132,1995,First Stage of Tertiary Education,Rural regions,Good,0.48026,135,12719,0.42292,0.56007
133,133,1995,First Stage of Tertiary Education,Rural regions,Satisfactory,0.36595,99,12719,0.30513,0.42345
134,134,1995,First Stage of Tertiary Education,Rural regions,Poor,0.15379,43,12719,0.12974,0.17799
135,135,1995,Second Stage of Tertiary Education,Urban regions,Very good,0.08593,108,12719,0.07605,0.09715
136,136,1995,Second Stage of Tertiary Education,Urban regions,Good,0.45948,514,12719,0.42989,0.4887
137,137,1995,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.34553,346,12719,0.32126,0.37188
138,138,1995,Second Stage of Tertiary Education,Urban regions,Poor,0.10907,112,12719,0.09779,0.12244
139,139,1995,Second Stage of Tertiary Education,Rural regions,Very good,0.10478,62,12719,0.08512,0.1279
140,140,1995,Second Stage of Tertiary Education,Rural regions,Good,0.4315,276,12719,0.38932,0.47331
141,141,1995,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.3673,238,12719,0.34505,0.3914
142,142,1995,Second Stage of Tertiary Education,Rural regions,Poor,0.09642,56,12719,0.08073,0.11384
143,143,1996,Pre-primary Level,Urban regions,Very good,0.38592,61,12414,0.3262,0.4528
144,144,1996,Pre-primary Level,Urban regions,Good,0.61408,95,12414,0.5396,0.68795
145,145,1996,Pre-primary Level,Rural regions,Very good,0.51129,35,12414,0.37008,0.6727
146,146,1996,Pre-primary Level,Rural regions,Good,0.48871,38,12414,0.3844,0.60239
147,147,1996,Primary Level,Urban regions,Good,0.3305,120,12414,0.27728,0.39201
148,148,1996,Primary Level,Urban regions,Satisfactory,0.401,145,12414,0.33538,0.46227
149,149,1996,Primary Level,Urban regions,Poor,0.1663,80,12414,0.13615,0.20154
150,150,1996,Primary Level,Urban regions,Bad,0.1022,33,12414,0.06905,0.1418
151,151,1996,Lower Secondary Level,Urban regions,Very good,0.07107,162,12414,0.06207,0.0793
152,152,1996,Lower Secondary Level,Urban regions,Good,0.28451,556,12414,0.26523,0.3061
153,153,1996,Lower Secondary Level,Urban regions,Satisfactory,0.36755,544,12414,0.34236,0.3909
154,154,1996,Lower Secondary Level,Urban regions,Poor,0.20896,289,12414,0.18854,0.22477
155,155,1996,Lower Secondary Level,Urban regions,Bad,0.06791,91,12414,0.05785,0.07866
156,156,1996,Lower Secondary Level,Rural regions,Very good,0.04228,47,12414,0.03206,0.0533
157,157,1996,Lower Secondary Level,Rural regions,Good,0.30679,252,12414,0.27838,0.33712
158,158,1996,Lower Secondary Level,Rural regions,Satisfactory,0.37921,273,12414,0.34794,0.41047
159,159,1996,Lower Secondary Level,Rural regions,Poor,0.19607,123,12414,0.17372,0.22855
160,160,1996,Lower Secondary Level,Rural regions,Bad,0.07565,44,12414,0.05905,0.09094
161,161,1996,Upper Secondary Level,Urban regions,Very good,0.07825,406,12414,0.07244,0.08325
162,162,1996,Upper Secondary Level,Urban regions,Good,0.36279,1635,12414,0.35017,0.376
163,163,1996,Upper Secondary Level,Urban regions,Satisfactory,0.36979,1407,12414,0.35516,0.38372
164,164,1996,Upper Secondary Level,Urban regions,Poor,0.149,545,12414,0.13914,0.15698
165,165,1996,Upper Secondary Level,Urban regions,Bad,0.04018,131,12414,0.0347,0.0454
166,166,1996,Upper Secondary Level,Rural regions,Very good,0.07713,207,12414,0.06991,0.08459
167,167,1996,Upper Secondary Level,Rural regions,Good,0.38077,1002,12414,0.3646,0.39935
168,168,1996,Upper Secondary Level,Rural regions,Satisfactory,0.38365,911,12414,0.3661,0.40213
169,169,1996,Upper Secondary Level,Rural regions,Poor,0.12363,284,12414,0.11332,0.13478
170,170,1996,Upper Secondary Level,Rural regions,Bad,0.03482,74,12414,0.02887,0.0419
171,171,1996,Post-secondary Non-tertiary Level,Urban regions,Very good,0.1507,44,12414,0.11257,0.19111
172,172,1996,Post-secondary Non-tertiary Level,Urban regions,Good,0.55481,174,12414,0.48863,0.62338
173,173,1996,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.29449,99,12414,0.2511,0.34284
174,174,1996,Post-secondary Non-tertiary Level,Rural regions,Good,1.0,69,12414,0.84348,1.17996
175,175,1996,First Stage of Tertiary Education,Urban regions,Very good,0.09912,52,12414,0.08315,0.119
176,176,1996,First Stage of Tertiary Education,Urban regions,Good,0.36162,184,12414,0.32355,0.40555
177,177,1996,First Stage of Tertiary Education,Urban regions,Satisfactory,0.39534,166,12414,0.36342,0.43908
178,178,1996,First Stage of Tertiary Education,Urban regions,Poor,0.14393,49,12414,0.11995,0.17294
179,179,1996,First Stage of Tertiary Education,Rural regions,Good,0.47089,130,12414,0.41056,0.52294
180,180,1996,First Stage of Tertiary Education,Rural regions,Satisfactory,0.34865,93,12414,0.29478,0.42094
181,181,1996,First Stage of Tertiary Education,Rural regions,Poor,0.18046,36,12414,0.13697,0.22775
182,182,1996,Second Stage of Tertiary Education,Urban regions,Very good,0.1,115,12414,0.08886,0.11647
183,183,1996,Second Stage of Tertiary Education,Urban regions,Good,0.49896,536,12414,0.46975,0.5311
184,184,1996,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.29491,323,12414,0.27113,0.31942
185,185,1996,Second Stage of Tertiary Education,Urban regions,Poor,0.10613,118,12414,0.09421,0.11966
186,186,1996,Second Stage of Tertiary Education,Rural regions,Very good,0.07754,44,12414,0.05912,0.09762
187,187,1996,Second Stage of Tertiary Education,Rural regions,Good,0.45382,298,12414,0.41747,0.49751
188,188,1996,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.36149,229,12414,0.33199,0.39368
189,189,1996,Second Stage of Tertiary Education,Rural regions,Poor,0.10714,65,12414,0.092,0.12535
190,190,1997,Pre-primary Level,Urban regions,Very good,0.42853,75,12266,0.3495,0.52306
191,191,1997,Pre-primary Level,Urban regions,Good,0.57147,93,12266,0.50032,0.64604
192,192,1997,Pre-primary Level,Rural regions,Very good,0.42678,32,12266,0.35309,0.50462
193,193,1997,Pre-primary Level,Rural regions,Good,0.57322,56,12266,0.46825,0.66904
194,194,1997,Primary Level,Urban regions,Good,0.38576,132,12266,0.32587,0.45873
195,195,1997,Primary Level,Urban regions,Satisfactory,0.34118,130,12266,0.28484,0.40805
196,196,1997,Primary Level,Urban regions,Poor,0.19242,76,12266,0.16421,0.22929
197,197,1997,Primary Level,Urban regions,Bad,0.08065,31,12266,0.06136,0.1045
198,198,1997,Lower Secondary Level,Urban regions,Very good,0.06455,144,12266,0.05618,0.07348
199,199,1997,Lower Secondary Level,Urban regions,Good,0.27925,566,12266,0.25686,0.29647
200,200,1997,Lower Secondary Level,Urban regions,Satisfactory,0.37264,530,12266,0.35256,0.39505
201,201,1997,Lower Secondary Level,Urban regions,Poor,0.21983,294,12266,0.20051,0.23921
202,202,1997,Lower Secondary Level,Urban regions,Bad,0.06373,76,12266,0.05316,0.07514
203,203,1997,Lower Secondary Level,Rural regions,Very good,0.05661,51,12266,0.04157,0.07611
204,204,1997,Lower Secondary Level,Rural regions,Good,0.29466,248,12266,0.2629,0.31772
205,205,1997,Lower Secondary Level,Rural regions,Satisfactory,0.38854,260,12266,0.35398,0.42416
206,206,1997,Lower Secondary Level,Rural regions,Poor,0.18888,111,12266,0.16444,0.21518
207,207,1997,Lower Secondary Level,Rural regions,Bad,0.0713,41,12266,0.05721,0.09139
208,208,1997,Upper Secondary Level,Urban regions,Very good,0.07839,349,12266,0.0714,0.08582
209,209,1997,Upper Secondary Level,Urban regions,Good,0.38408,1762,12266,0.3723,0.39748
210,210,1997,Upper Secondary Level,Urban regions,Satisfactory,0.35294,1293,12266,0.33807,0.36718
211,211,1997,Upper Secondary Level,Urban regions,Poor,0.13819,495,12266,0.12987,0.14738
212,212,1997,Upper Secondary Level,Urban regions,Bad,0.04639,152,12266,0.04071,0.05258
213,213,1997,Upper Secondary Level,Rural regions,Very good,0.07682,197,12266,0.06942,0.08585
214,214,1997,Upper Secondary Level,Rural regions,Good,0.37559,996,12266,0.3578,0.3905
215,215,1997,Upper Secondary Level,Rural regions,Satisfactory,0.37963,868,12266,0.35878,0.39941
216,216,1997,Upper Secondary Level,Rural regions,Poor,0.12605,275,12266,0.11486,0.13907
217,217,1997,Upper Secondary Level,Rural regions,Bad,0.0419,86,12266,0.03542,0.04941
218,218,1997,Post-secondary Non-tertiary Level,Urban regions,Very good,0.13256,32,12266,0.09726,0.16836
219,219,1997,Post-secondary Non-tertiary Level,Urban regions,Good,0.5507,172,12266,0.47645,0.62351
220,220,1997,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.31674,94,12266,0.28144,0.35327
221,221,1997,Post-secondary Non-tertiary Level,Rural regions,Good,0.65773,61,12266,0.54177,0.78438
222,222,1997,Post-secondary Non-tertiary Level,Rural regions,Satisfactory,0.34227,32,12266,0.238,0.46722
223,223,1997,First Stage of Tertiary Education,Urban regions,Very good,0.0833,45,12266,0.06525,0.10904
224,224,1997,First Stage of Tertiary Education,Urban regions,Good,0.40245,194,12266,0.35253,0.44799
225,225,1997,First Stage of Tertiary Education,Urban regions,Satisfactory,0.3866,157,12266,0.35017,0.4261
226,226,1997,First Stage of Tertiary Education,Urban regions,Poor,0.12766,55,12266,0.11012,0.14233
227,227,1997,First Stage of Tertiary Education,Rural regions,Good,0.40593,124,12266,0.36241,0.44426
228,228,1997,First Stage of Tertiary Education,Rural regions,Satisfactory,0.44554,111,12266,0.38368,0.51721
229,229,1997,First Stage of Tertiary Education,Rural regions,Poor,0.14854,33,12266,0.11464,0.18611
230,230,1997,Second Stage of Tertiary Education,Urban regions,Very good,0.09089,99,12266,0.07907,0.10492
231,231,1997,Second Stage of Tertiary Education,Urban regions,Good,0.50754,565,12266,0.47341,0.54725
232,232,1997,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.29937,321,12266,0.27469,0.32251
233,233,1997,Second Stage of Tertiary Education,Urban regions,Poor,0.1022,104,12266,0.0887,0.11736
234,234,1997,Second Stage of Tertiary Education,Rural regions,Very good,0.08359,44,12266,0.06529,0.10731
235,235,1997,Second Stage of Tertiary Education,Rural regions,Good,0.42515,302,12266,0.38881,0.4632
236,236,1997,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.37733,237,12266,0.34643,0.4123
237,237,1997,Second Stage of Tertiary Education,Rural regions,Poor,0.11393,65,12266,0.09525,0.13887
238,238,1998,Pre-primary Level,Urban regions,Very good,0.47715,80,13278,0.40677,0.54475
239,239,1998,Pre-primary Level,Urban regions,Good,0.52285,104,13278,0.4684,0.58283
240,240,1998,Pre-primary Level,Rural regions,Very good,0.43539,37,13278,0.3581,0.51105
241,241,1998,Pre-primary Level,Rural regions,Good,0.56461,60,13278,0.44864,0.65285
242,242,1998,Primary Level,Urban regions,Good,0.39765,132,13278,0.34909,0.44898
243,243,1998,Primary Level,Urban regions,Satisfactory,0.38664,119,13278,0.33335,0.44457
244,244,1998,Primary Level,Urban regions,Poor,0.21571,75,13278,0.18269,0.25383
245,245,1998,Lower Secondary Level,Urban regions,Very good,0.09146,195,13278,0.08178,0.09954
246,246,1998,Lower Secondary Level,Urban regions,Good,0.30801,627,13278,0.28513,0.32441
247,247,1998,Lower Secondary Level,Urban regions,Satisfactory,0.35096,559,13278,0.32991,0.3696
248,248,1998,Lower Secondary Level,Urban regions,Poor,0.17754,280,13278,0.16521,0.19221
249,249,1998,Lower Secondary Level,Urban regions,Bad,0.07203,94,13278,0.06174,0.08324
250,250,1998,Lower Secondary Level,Rural regions,Very good,0.07218,73,13278,0.06125,0.08424
251,251,1998,Lower Secondary Level,Rural regions,Good,0.31454,280,13278,0.28934,0.34093
252,252,1998,Lower Secondary Level,Rural regions,Satisfactory,0.37757,274,13278,0.3446,0.40723
253,253,1998,Lower Secondary Level,Rural regions,Poor,0.16995,107,13278,0.14577,0.19902
254,254,1998,Lower Secondary Level,Rural regions,Bad,0.06577,43,13278,0.05443,0.07547
255,255,1998,Upper Secondary Level,Urban regions,Very good,0.08517,420,13278,0.08033,0.09061
256,256,1998,Upper Secondary Level,Urban regions,Good,0.39811,1884,13278,0.38623,0.41038
257,257,1998,Upper Secondary Level,Urban regions,Satisfactory,0.33799,1386,13278,0.32827,0.34961
258,258,1998,Upper Secondary Level,Urban regions,Poor,0.1393,531,13278,0.13128,0.14659
259,259,1998,Upper Secondary Level,Urban regions,Bad,0.03943,145,13278,0.03502,0.04408
260,260,1998,Upper Secondary Level,Rural regions,Very good,0.08338,231,13278,0.07618,0.09156
261,261,1998,Upper Secondary Level,Rural regions,Good,0.40509,1128,13278,0.3884,0.42219
262,262,1998,Upper Secondary Level,Rural regions,Satisfactory,0.33698,880,13278,0.32334,0.3516
263,263,1998,Upper Secondary Level,Rural regions,Poor,0.13475,315,13278,0.1249,0.14466
264,264,1998,Upper Secondary Level,Rural regions,Bad,0.03981,89,13278,0.03465,0.04665
265,265,1998,Post-secondary Non-tertiary Level,Urban regions,Very good,0.09656,36,13278,0.07618,0.11565
266,266,1998,Post-secondary Non-tertiary Level,Urban regions,Good,0.56679,216,13278,0.51232,0.62665
267,267,1998,Post-secondary Non-tertiary Level,Urban regions,Satisfactory,0.26006,92,13278,0.22219,0.29804
268,268,1998,Post-secondary Non-tertiary Level,Urban regions,Poor,0.07659,32,13278,0.05886,0.10281
269,269,1998,Post-secondary Non-tertiary Level,Rural regions,Good,1.0,66,13278,0.83213,1.17746
270,270,1998,First Stage of Tertiary Education,Urban regions,Very good,0.12398,58,13278,0.10313,0.14205
271,271,1998,First Stage of Tertiary Education,Urban regions,Good,0.41979,216,13278,0.38076,0.45709
272,272,1998,First Stage of Tertiary Education,Urban regions,Satisfactory,0.34587,168,13278,0.31429,0.38115
273,273,1998,First Stage of Tertiary Education,Urban regions,Poor,0.11036,51,13278,0.09062,0.13056
274,274,1998,First Stage of Tertiary Education,Rural regions,Good,0.40935,131,13278,0.37252,0.455
275,275,1998,First Stage of Tertiary Education,Rural regions,Satisfactory,0.41395,106,13278,0.35511,0.4706
276,276,1998,First Stage of Tertiary Education,Rural regions,Poor,0.1767,42,13278,0.14454,0.21205
277,277,1998,Second Stage of Tertiary Education,Urban regions,Very good,0.13051,150,13278,0.11737,0.14262
278,278,1998,Second Stage of Tertiary Education,Urban regions,Good,0.49272,614,13278,0.46463,0.52974
279,279,1998,Second Stage of Tertiary Education,Urban regions,Satisfactory,0.2669,333,13278,0.24766,0.29151
280,280,1998,Second Stage of Tertiary Education,Urban regions,Poor,0.10988,117,13278,0.09552,0.12237
281,281,1998,Second Stage of Tertiary Education,Rural regions,Very good,0.0895,45,13278,0.07243,0.10591
282,282,1998,Second Stage of Tertiary Education,Rural regions,Good,0.45335,342,13278,0.41569,0.4852
283,283,1998,Second Stage of Tertiary Education,Rural regions,Satisfactory,0.35675,247,13278,0.33222,0.38613
284,284,1998,Second Stage of Tertiary Education,Rural regions,Poor,0.10039,68,13278,0.08212,0.12075
