,Unnamed: 0,year,age_gr,quintil_oecd,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
59,59,1992,66 and older,1st Quintile,Good,0.1225,65,12951,0.10825,0.13673
60,60,1992,66 and older,1st Quintile,Satisfactory,0.42365,230,12951,0.3952,0.45208
61,61,1992,66 and older,1st Quintile,Poor,0.27407,127,12951,0.2483,0.30075
62,62,1992,66 and older,1st Quintile,Bad,0.17978,76,12951,0.16313,0.19718
63,63,1992,66 and older,2nd Quintile,Good,0.15471,48,12951,0.13408,0.17229
64,64,1992,66 and older,2nd Quintile,Satisfactory,0.45982,133,12951,0.42296,0.49635
65,65,1992,66 and older,2nd Quintile,Poor,0.2713,74,12951,0.25183,0.29693
66,66,1992,66 and older,2nd Quintile,Bad,0.11416,37,12951,0.09942,0.13331
67,67,1992,66 and older,3rd Quintile,Good,0.24367,45,12951,0.21209,0.26598
68,68,1992,66 and older,3rd Quintile,Satisfactory,0.47125,97,12951,0.43031,0.51292
69,69,1992,66 and older,3rd Quintile,Poor,0.28508,60,12951,0.25027,0.31894
70,70,1992,66 and older,4th Quintile,Good,0.27233,53,12951,0.24378,0.30724
71,71,1992,66 and older,4th Quintile,Satisfactory,0.53401,105,12951,0.49049,0.57318
72,72,1992,66 and older,4th Quintile,Poor,0.19366,36,12951,0.16734,0.21979
73,73,1992,66 and older,5th Quintile,Good,0.3555,58,12951,0.32345,0.39241
74,74,1992,66 and older,5th Quintile,Satisfactory,0.36274,66,12951,0.31777,0.40292
75,75,1992,66 and older,5th Quintile,Poor,0.28176,43,12951,0.24804,0.32476
76,76,1994,17-29 y.,1st Quintile,Very good,0.21606,159,12478,0.18832,0.24348
77,77,1994,17-29 y.,1st Quintile,Good,0.48084,342,12478,0.44826,0.52208
78,78,1994,17-29 y.,1st Quintile,Satisfactory,0.2238,122,12478,0.19837,0.25281
79,79,1994,17-29 y.,1st Quintile,Poor,0.07929,54,12478,0.0613,0.10129
80,80,1994,17-29 y.,2nd Quintile,Very good,0.21495,155,12478,0.18767,0.25067
81,81,1994,17-29 y.,2nd Quintile,Good,0.51776,366,12478,0.4711,0.55941
82,82,1994,17-29 y.,2nd Quintile,Satisfactory,0.21575,136,12478,0.1851,0.25013
83,83,1994,17-29 y.,2nd Quintile,Poor,0.05153,35,12478,0.03944,0.0636
84,84,1994,17-29 y.,3rd Quintile,Very good,0.20541,161,12478,0.18254,0.22999
85,85,1994,17-29 y.,3rd Quintile,Good,0.55509,386,12478,0.51452,0.59321
86,86,1994,17-29 y.,3rd Quintile,Satisfactory,0.17645,129,12478,0.15014,0.20169
87,87,1994,17-29 y.,3rd Quintile,Poor,0.06306,35,12478,0.04674,0.08378
88,88,1994,17-29 y.,4th Quintile,Very good,0.19754,153,12478,0.17032,0.22218
89,89,1994,17-29 y.,4th Quintile,Good,0.53141,374,12478,0.49811,0.57422
90,90,1994,17-29 y.,4th Quintile,Satisfactory,0.21898,156,12478,0.19751,0.23695
91,91,1994,17-29 y.,4th Quintile,Poor,0.05208,33,12478,0.04279,0.06475
92,92,1994,17-29 y.,5th Quintile,Very good,0.22437,118,12478,0.19384,0.24567
93,93,1994,17-29 y.,5th Quintile,Good,0.54043,262,12478,0.49642,0.58122
94,94,1994,17-29 y.,5th Quintile,Satisfactory,0.23519,106,12478,0.20448,0.26551
95,95,1994,30-45 y.,1st Quintile,Very good,0.0902,68,12478,0.07218,0.11088
96,96,1994,30-45 y.,1st Quintile,Good,0.42802,318,12478,0.38263,0.4655
97,97,1994,30-45 y.,1st Quintile,Satisfactory,0.33984,216,12478,0.29702,0.3791
98,98,1994,30-45 y.,1st Quintile,Poor,0.14193,92,12478,0.11787,0.16407
99,99,1994,30-45 y.,2nd Quintile,Very good,0.09137,81,12478,0.07841,0.10383
100,100,1994,30-45 y.,2nd Quintile,Good,0.47546,453,12478,0.44068,0.50875
101,101,1994,30-45 y.,2nd Quintile,Satisfactory,0.32393,290,12478,0.29484,0.35482
102,102,1994,30-45 y.,2nd Quintile,Poor,0.10924,103,12478,0.09194,0.12843
103,103,1994,30-45 y.,3rd Quintile,Very good,0.10514,102,12478,0.09153,0.12058
104,104,1994,30-45 y.,3rd Quintile,Good,0.48937,441,12478,0.45728,0.52341
105,105,1994,30-45 y.,3rd Quintile,Satisfactory,0.29983,282,12478,0.28017,0.32366
106,106,1994,30-45 y.,3rd Quintile,Poor,0.10566,99,12478,0.09381,0.12212
107,107,1994,30-45 y.,4th Quintile,Very good,0.09545,80,12478,0.08083,0.11168
108,108,1994,30-45 y.,4th Quintile,Good,0.50431,374,12478,0.47147,0.54523
109,109,1994,30-45 y.,4th Quintile,Satisfactory,0.30517,234,12478,0.2765,0.33098
110,110,1994,30-45 y.,4th Quintile,Poor,0.09507,76,12478,0.07927,0.1133
111,111,1994,30-45 y.,5th Quintile,Very good,0.12076,87,12478,0.10184,0.14231
112,112,1994,30-45 y.,5th Quintile,Good,0.52469,403,12478,0.48466,0.55782
113,113,1994,30-45 y.,5th Quintile,Satisfactory,0.2746,209,12478,0.24895,0.30145
114,114,1994,30-45 y.,5th Quintile,Poor,0.07995,63,12478,0.06528,0.09567
115,115,1994,46-65 y.,1st Quintile,Good,0.21542,170,12478,0.19787,0.2394
116,116,1994,46-65 y.,1st Quintile,Satisfactory,0.42503,263,12478,0.39271,0.45991
117,117,1994,46-65 y.,1st Quintile,Poor,0.26272,177,12478,0.23233,0.2944
118,118,1994,46-65 y.,1st Quintile,Bad,0.09683,67,12478,0.07608,0.11845
119,119,1994,46-65 y.,2nd Quintile,Good,0.32841,206,12478,0.30109,0.354
120,120,1994,46-65 y.,2nd Quintile,Satisfactory,0.46869,290,12478,0.43851,0.50631
121,121,1994,46-65 y.,2nd Quintile,Poor,0.20291,125,12478,0.17672,0.22816
122,122,1994,46-65 y.,3rd Quintile,Very good,0.05011,32,12478,0.03668,0.06225
123,123,1994,46-65 y.,3rd Quintile,Good,0.32725,257,12478,0.29788,0.35412
124,124,1994,46-65 y.,3rd Quintile,Satisfactory,0.39581,301,12478,0.36081,0.42609
125,125,1994,46-65 y.,3rd Quintile,Poor,0.17587,136,12478,0.15884,0.19531
126,126,1994,46-65 y.,3rd Quintile,Bad,0.05096,40,12478,0.03713,0.06368
127,127,1994,46-65 y.,4th Quintile,Good,0.33404,259,12478,0.30816,0.35847
128,128,1994,46-65 y.,4th Quintile,Satisfactory,0.44225,344,12478,0.41544,0.47484
129,129,1994,46-65 y.,4th Quintile,Poor,0.22371,171,12478,0.20007,0.25086
130,130,1994,46-65 y.,5th Quintile,Very good,0.05077,47,12478,0.0435,0.05662
131,131,1994,46-65 y.,5th Quintile,Good,0.37694,327,12478,0.34978,0.4021
132,132,1994,46-65 y.,5th Quintile,Satisfactory,0.40822,360,12478,0.38138,0.43347
133,133,1994,46-65 y.,5th Quintile,Poor,0.16407,148,12478,0.15083,0.17994
134,134,1994,66 and older,1st Quintile,Good,0.15605,65,12478,0.13448,0.17494
135,135,1994,66 and older,1st Quintile,Satisfactory,0.35327,148,12478,0.32768,0.38065
136,136,1994,66 and older,1st Quintile,Poor,0.293,114,12478,0.25668,0.32801
137,137,1994,66 and older,1st Quintile,Bad,0.19768,72,12478,0.17883,0.21861
138,138,1994,66 and older,2nd Quintile,Good,0.17583,67,12478,0.15509,0.19477
139,139,1994,66 and older,2nd Quintile,Satisfactory,0.45041,176,12478,0.41799,0.48149
140,140,1994,66 and older,2nd Quintile,Poor,0.26226,95,12478,0.23085,0.28972
141,141,1994,66 and older,2nd Quintile,Bad,0.11151,42,12478,0.09475,0.12786
142,142,1994,66 and older,3rd Quintile,Good,0.19051,46,12478,0.16427,0.22021
143,143,1994,66 and older,3rd Quintile,Satisfactory,0.54214,133,12478,0.49898,0.58408
144,144,1994,66 and older,3rd Quintile,Poor,0.26735,67,12478,0.23818,0.29835
145,145,1994,66 and older,4th Quintile,Good,0.27054,57,12478,0.23734,0.29956
146,146,1994,66 and older,4th Quintile,Satisfactory,0.47634,90,12478,0.41346,0.53788
147,147,1994,66 and older,4th Quintile,Poor,0.25313,44,12478,0.2206,0.28812
148,148,1994,66 and older,5th Quintile,Good,0.21843,46,12478,0.19381,0.2485
149,149,1994,66 and older,5th Quintile,Satisfactory,0.45772,84,12478,0.41359,0.50943
150,150,1994,66 and older,5th Quintile,Poor,0.32385,59,12478,0.28421,0.37194
151,151,1995,17-29 y.,1st Quintile,Very good,0.23488,182,12922,0.20443,0.26858
152,152,1995,17-29 y.,1st Quintile,Good,0.5139,386,12922,0.47247,0.55604
153,153,1995,17-29 y.,1st Quintile,Satisfactory,0.19616,136,12922,0.17047,0.22303
154,154,1995,17-29 y.,1st Quintile,Poor,0.05507,39,12922,0.03918,0.07832
155,155,1995,17-29 y.,2nd Quintile,Very good,0.18715,147,12922,0.16116,0.21288
156,156,1995,17-29 y.,2nd Quintile,Good,0.53167,376,12922,0.4946,0.57856
157,157,1995,17-29 y.,2nd Quintile,Satisfactory,0.18919,141,12922,0.16594,0.21341
158,158,1995,17-29 y.,2nd Quintile,Poor,0.09199,46,12922,0.07108,0.11794
159,159,1995,17-29 y.,3rd Quintile,Very good,0.20282,143,12922,0.18194,0.22799
160,160,1995,17-29 y.,3rd Quintile,Good,0.53644,374,12922,0.49441,0.57954
161,161,1995,17-29 y.,3rd Quintile,Satisfactory,0.20556,136,12922,0.17991,0.23464
162,162,1995,17-29 y.,3rd Quintile,Poor,0.05517,37,12922,0.04511,0.06675
163,163,1995,17-29 y.,4th Quintile,Very good,0.18275,135,12922,0.15493,0.2099
164,164,1995,17-29 y.,4th Quintile,Good,0.58389,383,12922,0.54473,0.62966
165,165,1995,17-29 y.,4th Quintile,Satisfactory,0.18033,124,12922,0.16078,0.20653
166,166,1995,17-29 y.,4th Quintile,Poor,0.05303,37,12922,0.0421,0.06319
167,167,1995,17-29 y.,5th Quintile,Very good,0.19311,97,12922,0.17132,0.21466
168,168,1995,17-29 y.,5th Quintile,Good,0.61017,269,12922,0.5692,0.66335
169,169,1995,17-29 y.,5th Quintile,Satisfactory,0.19672,97,12922,0.17809,0.21997
170,170,1995,30-45 y.,1st Quintile,Very good,0.11046,97,12922,0.09734,0.12913
171,171,1995,30-45 y.,1st Quintile,Good,0.42456,350,12922,0.38601,0.45926
172,172,1995,30-45 y.,1st Quintile,Satisfactory,0.32991,255,12922,0.29772,0.35821
173,173,1995,30-45 y.,1st Quintile,Poor,0.13508,110,12922,0.11422,0.16264
174,174,1995,30-45 y.,2nd Quintile,Very good,0.08765,95,12922,0.07501,0.10297
175,175,1995,30-45 y.,2nd Quintile,Good,0.47503,487,12922,0.44782,0.50793
176,176,1995,30-45 y.,2nd Quintile,Satisfactory,0.34574,314,12922,0.31634,0.37495
177,177,1995,30-45 y.,2nd Quintile,Poor,0.09159,99,12922,0.07743,0.10546
178,178,1995,30-45 y.,3rd Quintile,Very good,0.09248,88,12922,0.0746,0.11048
179,179,1995,30-45 y.,3rd Quintile,Good,0.44006,434,12922,0.40257,0.47715
180,180,1995,30-45 y.,3rd Quintile,Satisfactory,0.35969,327,12922,0.32787,0.38681
181,181,1995,30-45 y.,3rd Quintile,Poor,0.10777,90,12922,0.08787,0.13244
182,182,1995,30-45 y.,4th Quintile,Very good,0.08946,84,12922,0.08068,0.09883
183,183,1995,30-45 y.,4th Quintile,Good,0.52736,430,12922,0.48957,0.57345
184,184,1995,30-45 y.,4th Quintile,Satisfactory,0.3035,247,12922,0.28508,0.32626
185,185,1995,30-45 y.,4th Quintile,Poor,0.07968,64,12922,0.06544,0.09478
186,186,1995,30-45 y.,5th Quintile,Very good,0.09423,80,12922,0.07968,0.10673
187,187,1995,30-45 y.,5th Quintile,Good,0.5471,438,12922,0.50852,0.58331
188,188,1995,30-45 y.,5th Quintile,Satisfactory,0.29718,221,12922,0.26688,0.3257
189,189,1995,30-45 y.,5th Quintile,Poor,0.06149,51,12922,0.05162,0.07302
190,190,1995,46-65 y.,1st Quintile,Good,0.21489,152,12922,0.19074,0.24291
191,191,1995,46-65 y.,1st Quintile,Satisfactory,0.42848,249,12922,0.38584,0.47207
192,192,1995,46-65 y.,1st Quintile,Poor,0.26686,172,12922,0.23623,0.30238
193,193,1995,46-65 y.,1st Quintile,Bad,0.08977,61,12922,0.06819,0.11102
194,194,1995,46-65 y.,2nd Quintile,Good,0.27853,200,12922,0.25607,0.30484
195,195,1995,46-65 y.,2nd Quintile,Satisfactory,0.41957,295,12922,0.38569,0.45665
196,196,1995,46-65 y.,2nd Quintile,Poor,0.22163,158,12922,0.20137,0.2509
197,197,1995,46-65 y.,2nd Quintile,Bad,0.08026,46,12922,0.06162,0.10644
198,198,1995,46-65 y.,3rd Quintile,Good,0.33064,222,12922,0.30525,0.36917
199,199,1995,46-65 y.,3rd Quintile,Satisfactory,0.45857,313,12922,0.4246,0.49194
200,200,1995,46-65 y.,3rd Quintile,Poor,0.21079,151,12922,0.18715,0.23416
201,201,1995,46-65 y.,4th Quintile,Good,0.34046,300,12922,0.31029,0.36466
202,202,1995,46-65 y.,4th Quintile,Satisfactory,0.41886,361,12922,0.39596,0.44721
203,203,1995,46-65 y.,4th Quintile,Poor,0.20059,163,12922,0.17674,0.22795
204,204,1995,46-65 y.,4th Quintile,Bad,0.04009,31,12922,0.02997,0.05147
205,205,1995,46-65 y.,5th Quintile,Very good,0.0337,32,12922,0.02774,0.03902
206,206,1995,46-65 y.,5th Quintile,Good,0.38933,368,12922,0.36815,0.41749
207,207,1995,46-65 y.,5th Quintile,Satisfactory,0.39276,380,12922,0.36654,0.41804
208,208,1995,46-65 y.,5th Quintile,Poor,0.15016,150,12922,0.13338,0.16539
209,209,1995,46-65 y.,5th Quintile,Bad,0.03406,36,12922,0.02682,0.04096
210,210,1995,66 and older,1st Quintile,Good,0.16858,50,12922,0.14751,0.19754
211,211,1995,66 and older,1st Quintile,Satisfactory,0.37482,115,12922,0.34278,0.41546
212,212,1995,66 and older,1st Quintile,Poor,0.30491,92,12922,0.27172,0.34137
213,213,1995,66 and older,1st Quintile,Bad,0.15169,38,12922,0.13064,0.17601
214,214,1995,66 and older,2nd Quintile,Good,0.16767,71,12922,0.14968,0.18578
215,215,1995,66 and older,2nd Quintile,Satisfactory,0.38845,152,12922,0.35838,0.42624
216,216,1995,66 and older,2nd Quintile,Poor,0.29577,119,12922,0.26805,0.32544
217,217,1995,66 and older,2nd Quintile,Bad,0.14811,56,12922,0.12961,0.16698
218,218,1995,66 and older,3rd Quintile,Good,0.21818,69,12922,0.19547,0.24393
219,219,1995,66 and older,3rd Quintile,Satisfactory,0.46508,147,12922,0.42344,0.50378
220,220,1995,66 and older,3rd Quintile,Poor,0.22687,66,12922,0.19998,0.25325
221,221,1995,66 and older,3rd Quintile,Bad,0.08988,34,12922,0.07349,0.11195
222,222,1995,66 and older,4th Quintile,Good,0.21791,51,12922,0.19108,0.24684
223,223,1995,66 and older,4th Quintile,Satisfactory,0.49328,121,12922,0.43744,0.5414
224,224,1995,66 and older,4th Quintile,Poor,0.28881,67,12922,0.25514,0.32483
225,225,1995,66 and older,5th Quintile,Good,0.22668,48,12922,0.20041,0.25433
226,226,1995,66 and older,5th Quintile,Satisfactory,0.49338,89,12922,0.43917,0.5477
227,227,1995,66 and older,5th Quintile,Poor,0.27994,51,12922,0.23371,0.33609
228,228,1996,17-29 y.,1st Quintile,Very good,0.18796,157,12714,0.15964,0.21179
229,229,1996,17-29 y.,1st Quintile,Good,0.53803,395,12714,0.49492,0.58305
230,230,1996,17-29 y.,1st Quintile,Satisfactory,0.2193,158,12714,0.19314,0.247
231,231,1996,17-29 y.,1st Quintile,Poor,0.0547,42,12714,0.04168,0.06827
232,232,1996,17-29 y.,2nd Quintile,Very good,0.18303,155,12714,0.15908,0.2114
233,233,1996,17-29 y.,2nd Quintile,Good,0.53211,355,12714,0.47927,0.58137
234,234,1996,17-29 y.,2nd Quintile,Satisfactory,0.23028,137,12714,0.19652,0.26706
235,235,1996,17-29 y.,2nd Quintile,Poor,0.05458,38,12714,0.04138,0.06791
236,236,1996,17-29 y.,3rd Quintile,Very good,0.17241,120,12714,0.14911,0.20084
237,237,1996,17-29 y.,3rd Quintile,Good,0.55392,315,12714,0.5001,0.61324
238,238,1996,17-29 y.,3rd Quintile,Satisfactory,0.20575,126,12714,0.18146,0.22763
239,239,1996,17-29 y.,3rd Quintile,Poor,0.06792,34,12714,0.05362,0.0813
240,240,1996,17-29 y.,4th Quintile,Very good,0.20526,127,12714,0.17602,0.23413
241,241,1996,17-29 y.,4th Quintile,Good,0.55799,363,12714,0.52215,0.60188
242,242,1996,17-29 y.,4th Quintile,Satisfactory,0.23676,144,12714,0.20811,0.26851
243,243,1996,17-29 y.,5th Quintile,Very good,0.23995,107,12714,0.21455,0.27273
244,244,1996,17-29 y.,5th Quintile,Good,0.57774,244,12714,0.53236,0.64541
245,245,1996,17-29 y.,5th Quintile,Satisfactory,0.18231,74,12714,0.15989,0.21488
246,246,1996,30-45 y.,1st Quintile,Very good,0.09172,70,12714,0.07593,0.11192
247,247,1996,30-45 y.,1st Quintile,Good,0.43846,368,12714,0.39526,0.47842
248,248,1996,30-45 y.,1st Quintile,Satisfactory,0.31522,262,12714,0.28991,0.34367
249,249,1996,30-45 y.,1st Quintile,Poor,0.11025,96,12714,0.08954,0.1341
250,250,1996,30-45 y.,1st Quintile,Bad,0.04434,32,12714,0.03427,0.054
251,251,1996,30-45 y.,2nd Quintile,Very good,0.08871,91,12714,0.07594,0.10305
252,252,1996,30-45 y.,2nd Quintile,Good,0.47393,467,12714,0.43845,0.50923
253,253,1996,30-45 y.,2nd Quintile,Satisfactory,0.34198,345,12714,0.31624,0.36444
254,254,1996,30-45 y.,2nd Quintile,Poor,0.09538,92,12714,0.07896,0.11508
255,255,1996,30-45 y.,3rd Quintile,Very good,0.11391,92,12714,0.09789,0.12972
256,256,1996,30-45 y.,3rd Quintile,Good,0.45653,444,12714,0.4267,0.48862
257,257,1996,30-45 y.,3rd Quintile,Satisfactory,0.33658,306,12714,0.30452,0.36489
258,258,1996,30-45 y.,3rd Quintile,Poor,0.09297,74,12714,0.07859,0.10888
259,259,1996,30-45 y.,4th Quintile,Very good,0.10645,87,12714,0.0912,0.12283
260,260,1996,30-45 y.,4th Quintile,Good,0.52343,444,12714,0.48907,0.56669
261,261,1996,30-45 y.,4th Quintile,Satisfactory,0.29542,266,12714,0.27001,0.32278
262,262,1996,30-45 y.,4th Quintile,Poor,0.0747,76,12714,0.06556,0.08906
263,263,1996,30-45 y.,5th Quintile,Very good,0.12754,105,12714,0.11004,0.14746
264,264,1996,30-45 y.,5th Quintile,Good,0.53899,414,12714,0.50103,0.57779
265,265,1996,30-45 y.,5th Quintile,Satisfactory,0.26256,194,12714,0.23586,0.29117
266,266,1996,30-45 y.,5th Quintile,Poor,0.07092,60,12714,0.05938,0.08108
267,267,1996,46-65 y.,1st Quintile,Good,0.21324,132,12714,0.18495,0.24395
268,268,1996,46-65 y.,1st Quintile,Satisfactory,0.43817,260,12714,0.39797,0.48371
269,269,1996,46-65 y.,1st Quintile,Poor,0.25052,162,12714,0.21652,0.28842
270,270,1996,46-65 y.,1st Quintile,Bad,0.09807,54,12714,0.0715,0.12728
271,271,1996,46-65 y.,2nd Quintile,Good,0.25574,154,12714,0.22621,0.28454
272,272,1996,46-65 y.,2nd Quintile,Satisfactory,0.48255,305,12714,0.44849,0.52424
273,273,1996,46-65 y.,2nd Quintile,Poor,0.1985,127,12714,0.17327,0.22724
274,274,1996,46-65 y.,2nd Quintile,Bad,0.06321,44,12714,0.04821,0.07632
275,275,1996,46-65 y.,3rd Quintile,Good,0.2932,243,12714,0.26466,0.32305
276,276,1996,46-65 y.,3rd Quintile,Satisfactory,0.46031,333,12714,0.42242,0.49957
277,277,1996,46-65 y.,3rd Quintile,Poor,0.2004,148,12714,0.18062,0.22262
278,278,1996,46-65 y.,3rd Quintile,Bad,0.04609,35,12714,0.03302,0.0598
279,279,1996,46-65 y.,4th Quintile,Very good,0.04778,43,12714,0.04033,0.05752
280,280,1996,46-65 y.,4th Quintile,Good,0.32367,273,12714,0.29809,0.35174
281,281,1996,46-65 y.,4th Quintile,Satisfactory,0.44992,371,12714,0.41762,0.4807
282,282,1996,46-65 y.,4th Quintile,Poor,0.17864,155,12714,0.15541,0.20005
283,283,1996,46-65 y.,5th Quintile,Very good,0.04217,41,12714,0.03557,0.04801
284,284,1996,46-65 y.,5th Quintile,Good,0.39229,363,12714,0.36819,0.41912
285,285,1996,46-65 y.,5th Quintile,Satisfactory,0.39693,375,12714,0.36851,0.42691
286,286,1996,46-65 y.,5th Quintile,Poor,0.16861,156,12714,0.15407,0.18712
287,287,1996,66 and older,1st Quintile,Good,0.13212,42,12714,0.11275,0.15423
288,288,1996,66 and older,1st Quintile,Satisfactory,0.38098,129,12714,0.34826,0.42221
289,289,1996,66 and older,1st Quintile,Poor,0.30789,100,12714,0.28148,0.33495
290,290,1996,66 and older,1st Quintile,Bad,0.17901,54,12714,0.1554,0.20373
291,291,1996,66 and older,2nd Quintile,Good,0.1487,62,12714,0.12919,0.16937
292,292,1996,66 and older,2nd Quintile,Satisfactory,0.44129,167,12714,0.4117,0.48285
293,293,1996,66 and older,2nd Quintile,Poor,0.30588,114,12714,0.27484,0.33492
294,294,1996,66 and older,2nd Quintile,Bad,0.10413,38,12714,0.08998,0.12293
295,295,1996,66 and older,3rd Quintile,Good,0.18652,58,12714,0.15969,0.21286
296,296,1996,66 and older,3rd Quintile,Satisfactory,0.49547,164,12714,0.44799,0.53807
297,297,1996,66 and older,3rd Quintile,Poor,0.22169,68,12714,0.19121,0.25771
298,298,1996,66 and older,3rd Quintile,Bad,0.09632,31,12714,0.07933,0.11273
299,299,1996,66 and older,4th Quintile,Good,0.22213,55,12714,0.19476,0.25404
300,300,1996,66 and older,4th Quintile,Satisfactory,0.55191,142,12714,0.4958,0.5997
301,301,1996,66 and older,4th Quintile,Poor,0.22597,56,12714,0.19249,0.26402
302,302,1996,66 and older,5th Quintile,Good,0.21894,43,12714,0.18765,0.24698
303,303,1996,66 and older,5th Quintile,Satisfactory,0.50942,93,12714,0.453,0.56516
304,304,1996,66 and older,5th Quintile,Poor,0.27164,48,12714,0.23624,0.30971
