,Unnamed: 0,year,pgisced97,sex,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
170,170,1996,Lower Secondary Level,female,Poor,0.23001,304,12492,0.21341,0.24668
171,171,1996,Lower Secondary Level,female,Bad,0.0742,98,12492,0.06459,0.08369
172,172,1996,Upper Secondary Level,male,Very good,0.07327,312,12492,0.06707,0.08022
173,173,1996,Upper Secondary Level,male,Good,0.38962,1377,12492,0.37306,0.4034
174,174,1996,Upper Secondary Level,male,Satisfactory,0.37271,1160,12492,0.35617,0.38932
175,175,1996,Upper Secondary Level,male,Poor,0.12712,370,12492,0.11743,0.13746
176,176,1996,Upper Secondary Level,male,Bad,0.03727,106,12492,0.03118,0.04249
177,177,1996,Upper Secondary Level,female,Very good,0.08264,301,12492,0.0743,0.09007
178,178,1996,Upper Secondary Level,female,Good,0.347,1260,12492,0.33394,0.3642
179,179,1996,Upper Secondary Level,female,Satisfactory,0.37592,1158,12492,0.36131,0.39329
180,180,1996,Upper Secondary Level,female,Poor,0.15481,459,12492,0.14424,0.16559
181,181,1996,Upper Secondary Level,female,Bad,0.03963,99,12492,0.03464,0.04444
182,182,1996,Post-secondary Non-tertiary Level,male,Very good,0.1346,32,12492,0.09562,0.18258
183,183,1996,Post-secondary Non-tertiary Level,male,Good,0.61169,121,12492,0.53526,0.67722
184,184,1996,Post-secondary Non-tertiary Level,male,Satisfactory,0.25371,62,12492,0.20239,0.31118
185,185,1996,Post-secondary Non-tertiary Level,female,Good,0.65081,122,12492,0.55772,0.76077
186,186,1996,Post-secondary Non-tertiary Level,female,Satisfactory,0.34919,61,12492,0.28038,0.41512
187,187,1996,First Stage of Tertiary Education,male,Very good,0.07838,42,12492,0.06382,0.09491
188,188,1996,First Stage of Tertiary Education,male,Good,0.38732,194,12492,0.34593,0.43612
189,189,1996,First Stage of Tertiary Education,male,Satisfactory,0.39229,177,12492,0.35712,0.435
190,190,1996,First Stage of Tertiary Education,male,Poor,0.14201,46,12492,0.11337,0.17492
191,191,1996,First Stage of Tertiary Education,female,Very good,0.10826,36,12492,0.08493,0.13653
192,192,1996,First Stage of Tertiary Education,female,Good,0.38865,120,12492,0.33554,0.44658
193,193,1996,First Stage of Tertiary Education,female,Satisfactory,0.33536,82,12492,0.2928,0.38833
194,194,1996,First Stage of Tertiary Education,female,Poor,0.16773,39,12492,0.13374,0.20868
195,195,1996,Second Stage of Tertiary Education,male,Very good,0.07882,73,12492,0.06543,0.09108
196,196,1996,Second Stage of Tertiary Education,male,Good,0.50012,466,12492,0.46384,0.53003
197,197,1996,Second Stage of Tertiary Education,male,Satisfactory,0.32941,320,12492,0.29951,0.35722
198,198,1996,Second Stage of Tertiary Education,male,Poor,0.09165,86,12492,0.08143,0.10163
199,199,1996,Second Stage of Tertiary Education,female,Very good,0.11509,86,12492,0.09692,0.13908
200,200,1996,Second Stage of Tertiary Education,female,Good,0.46486,368,12492,0.42836,0.51026
201,201,1996,Second Stage of Tertiary Education,female,Satisfactory,0.29185,232,12492,0.26796,0.32623
202,202,1996,Second Stage of Tertiary Education,female,Poor,0.1282,97,12492,0.11087,0.14871
203,203,1997,Pre-primary Level,male,Very good,0.39949,53,12257,0.30733,0.51502
204,204,1997,Pre-primary Level,male,Good,0.60051,81,12257,0.50355,0.70793
205,205,1997,Pre-primary Level,female,Very good,0.46091,54,12257,0.38522,0.5291
206,206,1997,Pre-primary Level,female,Good,0.53909,68,12257,0.45355,0.60804
207,207,1997,Primary Level,male,Good,0.39533,64,12257,0.31764,0.4846
208,208,1997,Primary Level,male,Satisfactory,0.33744,60,12257,0.26644,0.4223
209,209,1997,Primary Level,male,Poor,0.26723,43,12257,0.18388,0.37797
210,210,1997,Primary Level,female,Good,0.41227,95,12257,0.33058,0.51682
211,211,1997,Primary Level,female,Satisfactory,0.35763,93,12257,0.28554,0.41897
212,212,1997,Primary Level,female,Poor,0.2301,49,12257,0.18534,0.28345
213,213,1997,Lower Secondary Level,male,Very good,0.113,114,12257,0.09521,0.13084
214,214,1997,Lower Secondary Level,male,Good,0.37098,350,12257,0.33678,0.40724
215,215,1997,Lower Secondary Level,male,Satisfactory,0.32678,230,12257,0.29471,0.36624
216,216,1997,Lower Secondary Level,male,Poor,0.14378,100,12257,0.11991,0.16864
217,217,1997,Lower Secondary Level,male,Bad,0.04546,32,12257,0.03309,0.05851
218,218,1997,Lower Secondary Level,female,Very good,0.04168,81,12257,0.03407,0.05066
219,219,1997,Lower Secondary Level,female,Good,0.249,464,12257,0.2276,0.26856
220,220,1997,Lower Secondary Level,female,Satisfactory,0.39787,560,12257,0.37627,0.42373
221,221,1997,Lower Secondary Level,female,Poor,0.23713,305,12257,0.21732,0.25516
222,222,1997,Lower Secondary Level,female,Bad,0.07432,85,12257,0.06233,0.08427
223,223,1997,Upper Secondary Level,male,Very good,0.07892,303,12257,0.07155,0.08531
224,224,1997,Upper Secondary Level,male,Good,0.39378,1410,12257,0.3769,0.40972
225,225,1997,Upper Secondary Level,male,Satisfactory,0.35924,1052,12257,0.34372,0.37845
226,226,1997,Upper Secondary Level,male,Poor,0.1225,354,12257,0.11423,0.13273
227,227,1997,Upper Secondary Level,male,Bad,0.04555,117,12257,0.03966,0.05084
228,228,1997,Upper Secondary Level,female,Very good,0.07677,243,12257,0.06878,0.08506
229,229,1997,Upper Secondary Level,female,Good,0.36891,1349,12257,0.35485,0.38333
230,230,1997,Upper Secondary Level,female,Satisfactory,0.36384,1109,12257,0.34837,0.37888
231,231,1997,Upper Secondary Level,female,Poor,0.14621,416,12257,0.13658,0.15599
232,232,1997,Upper Secondary Level,female,Bad,0.04427,121,12257,0.04008,0.05028
233,233,1997,Post-secondary Non-tertiary Level,male,Good,0.61175,118,12257,0.53838,0.70403
234,234,1997,Post-secondary Non-tertiary Level,male,Satisfactory,0.38825,70,12257,0.33103,0.45162
235,235,1997,Post-secondary Non-tertiary Level,female,Good,0.67377,115,12257,0.57593,0.78959
236,236,1997,Post-secondary Non-tertiary Level,female,Satisfactory,0.32623,56,12257,0.26236,0.39166
237,237,1997,First Stage of Tertiary Education,male,Very good,0.06766,32,12257,0.04996,0.08693
238,238,1997,First Stage of Tertiary Education,male,Good,0.39163,197,12257,0.34795,0.44428
239,239,1997,First Stage of Tertiary Education,male,Satisfactory,0.41015,175,12257,0.36849,0.46085
240,240,1997,First Stage of Tertiary Education,male,Poor,0.13055,56,12257,0.11497,0.15134
241,241,1997,First Stage of Tertiary Education,female,Good,0.43951,121,12257,0.37323,0.49822
242,242,1997,First Stage of Tertiary Education,female,Satisfactory,0.41436,93,12257,0.34929,0.47434
243,243,1997,First Stage of Tertiary Education,female,Poor,0.14614,32,12257,0.11659,0.17957
244,244,1997,Second Stage of Tertiary Education,male,Very good,0.09367,85,12257,0.07879,0.10895
245,245,1997,Second Stage of Tertiary Education,male,Good,0.50255,487,12257,0.46735,0.54156
246,246,1997,Second Stage of Tertiary Education,male,Satisfactory,0.31544,297,12257,0.29426,0.33876
247,247,1997,Second Stage of Tertiary Education,male,Poor,0.08833,82,12257,0.07545,0.10076
248,248,1997,Second Stage of Tertiary Education,female,Very good,0.08148,58,12257,0.06452,0.0996
249,249,1997,Second Stage of Tertiary Education,female,Good,0.45467,380,12257,0.41788,0.49368
250,250,1997,Second Stage of Tertiary Education,female,Satisfactory,0.33278,261,12257,0.2999,0.36428
251,251,1997,Second Stage of Tertiary Education,female,Poor,0.13107,87,12257,0.11127,0.15616
252,252,1998,Pre-primary Level,male,Very good,0.45827,58,13356,0.38335,0.54142
253,253,1998,Pre-primary Level,male,Good,0.54173,85,13356,0.45871,0.64345
254,254,1998,Pre-primary Level,female,Very good,0.47149,59,13356,0.39451,0.55866
255,255,1998,Pre-primary Level,female,Good,0.52851,79,13356,0.4761,0.59743
256,256,1998,Primary Level,male,Good,0.36891,65,13356,0.30975,0.42471
257,257,1998,Primary Level,male,Satisfactory,0.42842,56,13356,0.33082,0.54201
258,258,1998,Primary Level,male,Poor,0.20267,39,13356,0.16848,0.25088
259,259,1998,Primary Level,female,Good,0.40974,94,13356,0.33804,0.48316
260,260,1998,Primary Level,female,Satisfactory,0.3556,85,13356,0.30203,0.41018
261,261,1998,Primary Level,female,Poor,0.23466,51,13356,0.18666,0.27958
262,262,1998,Lower Secondary Level,male,Very good,0.14421,145,13356,0.12568,0.16067
263,263,1998,Lower Secondary Level,male,Good,0.40437,410,13356,0.37571,0.43655
264,264,1998,Lower Secondary Level,male,Satisfactory,0.28619,231,13356,0.26098,0.31087
265,265,1998,Lower Secondary Level,male,Poor,0.12415,100,13356,0.10858,0.14248
266,266,1998,Lower Secondary Level,male,Bad,0.04107,33,13356,0.03036,0.05493
267,267,1998,Lower Secondary Level,female,Very good,0.05926,123,13356,0.05189,0.0684
268,268,1998,Lower Secondary Level,female,Good,0.26707,497,13356,0.25202,0.28307
269,269,1998,Lower Secondary Level,female,Satisfactory,0.39176,602,13356,0.37543,0.41283
270,270,1998,Lower Secondary Level,female,Poor,0.19852,287,13356,0.18444,0.21407
271,271,1998,Lower Secondary Level,female,Bad,0.0834,104,13356,0.07535,0.09179
272,272,1998,Upper Secondary Level,male,Very good,0.0843,349,13356,0.07741,0.09097
273,273,1998,Upper Secondary Level,male,Good,0.41813,1537,13356,0.40459,0.43422
274,274,1998,Upper Secondary Level,male,Satisfactory,0.33547,1137,13356,0.32333,0.34918
275,275,1998,Upper Secondary Level,male,Poor,0.12628,379,13356,0.11562,0.13575
276,276,1998,Upper Secondary Level,male,Bad,0.03581,110,13356,0.03103,0.04038
277,277,1998,Upper Secondary Level,female,Very good,0.08485,302,13356,0.0783,0.0923
278,278,1998,Upper Secondary Level,female,Good,0.38221,1475,13356,0.36735,0.39591
279,279,1998,Upper Secondary Level,female,Satisfactory,0.3399,1129,13356,0.3255,0.35263
280,280,1998,Upper Secondary Level,female,Poor,0.14962,467,13356,0.14017,0.15911
281,281,1998,Upper Secondary Level,female,Bad,0.04341,124,13356,0.03745,0.05007
282,282,1998,Post-secondary Non-tertiary Level,male,Very good,0.14605,31,13356,0.12156,0.17372
283,283,1998,Post-secondary Non-tertiary Level,male,Good,0.62099,128,13356,0.54773,0.70054
284,284,1998,Post-secondary Non-tertiary Level,male,Satisfactory,0.23296,51,13356,0.18763,0.30157
285,285,1998,Post-secondary Non-tertiary Level,female,Good,0.65149,154,13356,0.58641,0.73794
286,286,1998,Post-secondary Non-tertiary Level,female,Satisfactory,0.34851,68,13356,0.28555,0.40535
287,287,1998,First Stage of Tertiary Education,male,Very good,0.10256,44,13356,0.08551,0.12118
288,288,1998,First Stage of Tertiary Education,male,Good,0.39228,199,13356,0.35295,0.43394
289,289,1998,First Stage of Tertiary Education,male,Satisfactory,0.38035,182,13356,0.34248,0.41492
290,290,1998,First Stage of Tertiary Education,male,Poor,0.12482,58,13356,0.1079,0.14415
291,291,1998,First Stage of Tertiary Education,female,Very good,0.12479,38,13356,0.103,0.15395
292,292,1998,First Stage of Tertiary Education,female,Good,0.42228,148,13356,0.36715,0.46299
293,293,1998,First Stage of Tertiary Education,female,Satisfactory,0.3219,92,13356,0.27596,0.37443
294,294,1998,First Stage of Tertiary Education,female,Poor,0.13102,35,13356,0.09899,0.16247
295,295,1998,Second Stage of Tertiary Education,male,Very good,0.12482,112,13356,0.11179,0.1387
296,296,1998,Second Stage of Tertiary Education,male,Good,0.4822,528,13356,0.45215,0.51537
297,297,1998,Second Stage of Tertiary Education,male,Satisfactory,0.29397,316,13356,0.27381,0.31657
298,298,1998,Second Stage of Tertiary Education,male,Poor,0.09901,98,13356,0.08392,0.11419
299,299,1998,Second Stage of Tertiary Education,female,Very good,0.10809,83,13356,0.09213,0.12605
300,300,1998,Second Stage of Tertiary Education,female,Good,0.47851,428,13356,0.43965,0.51714
301,301,1998,Second Stage of Tertiary Education,female,Satisfactory,0.29487,264,13356,0.26658,0.31809
302,302,1998,Second Stage of Tertiary Education,female,Poor,0.11853,87,13356,0.10145,0.13471
303,303,1999,Pre-primary Level,male,Very good,0.43611,51,13084,0.36054,0.51498
304,304,1999,Pre-primary Level,male,Good,0.56389,80,13084,0.48961,0.67355
305,305,1999,Pre-primary Level,female,Very good,0.38613,44,13084,0.31216,0.45167
306,306,1999,Pre-primary Level,female,Good,0.61387,81,13084,0.50717,0.73546
307,307,1999,Primary Level,male,Good,0.31856,52,13084,0.27152,0.36507
308,308,1999,Primary Level,male,Satisfactory,0.38566,56,13084,0.30075,0.46018
309,309,1999,Primary Level,male,Poor,0.29577,36,13084,0.20364,0.37049
310,310,1999,Primary Level,female,Good,0.41596,93,13084,0.3459,0.50816
311,311,1999,Primary Level,female,Satisfactory,0.39809,82,13084,0.33136,0.47782
