,Unnamed: 0,year,age_gr,migback,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
132,132,1996,46-65 y.,Direct migration background,Poor,0.18208,211,12821,0.16035,0.20695
133,133,1996,46-65 y.,Direct migration background,Bad,0.08031,81,12821,0.06211,0.10193
134,134,1996,66 and older,No migration background,Good,0.17306,219,12821,0.16282,0.18451
135,135,1996,66 and older,No migration background,Satisfactory,0.45651,597,12821,0.43564,0.47852
136,136,1996,66 and older,No migration background,Poor,0.26866,335,12821,0.25319,0.28368
137,137,1996,66 and older,No migration background,Bad,0.10176,130,12821,0.09323,0.11124
138,138,1996,66 and older,Direct migration background,Good,0.14865,40,12821,0.12359,0.17088
139,139,1996,66 and older,Direct migration background,Satisfactory,0.44446,97,12821,0.38377,0.51963
140,140,1996,66 and older,Direct migration background,Poor,0.21661,50,12821,0.17266,0.27304
141,141,1996,66 and older,Direct migration background,Bad,0.19027,35,12821,0.15364,0.22294
142,142,1997,17-29 y.,No migration background,Very good,0.18607,378,12589,0.17295,0.19977
143,143,1997,17-29 y.,No migration background,Good,0.57437,1178,12589,0.54846,0.60232
144,144,1997,17-29 y.,No migration background,Satisfactory,0.2043,415,12589,0.19069,0.21949
145,145,1997,17-29 y.,No migration background,Poor,0.03526,78,12589,0.03048,0.03964
146,146,1997,17-29 y.,Direct migration background,Very good,0.32023,113,12589,0.26399,0.3967
147,147,1997,17-29 y.,Direct migration background,Good,0.54442,279,12589,0.49655,0.59755
148,148,1997,17-29 y.,Direct migration background,Satisfactory,0.13535,63,12589,0.10743,0.16718
149,149,1997,17-29 y.,Indirect migration background,Very good,0.32425,143,12589,0.27919,0.37518
150,150,1997,17-29 y.,Indirect migration background,Good,0.52444,242,12589,0.47477,0.59385
151,151,1997,17-29 y.,Indirect migration background,Satisfactory,0.15132,61,12589,0.11378,0.20383
152,152,1997,30-45 y.,No migration background,Very good,0.0967,305,12589,0.08713,0.1058
153,153,1997,30-45 y.,No migration background,Good,0.50001,1786,12589,0.48369,0.51494
154,154,1997,30-45 y.,No migration background,Satisfactory,0.30704,1054,12589,0.29435,0.32369
155,155,1997,30-45 y.,No migration background,Poor,0.08616,286,12589,0.0794,0.09523
156,156,1997,30-45 y.,No migration background,Bad,0.01009,41,12589,0.00848,0.01178
157,157,1997,30-45 y.,Direct migration background,Very good,0.10146,78,12589,0.07595,0.12395
158,158,1997,30-45 y.,Direct migration background,Good,0.46811,419,12589,0.4244,0.51772
159,159,1997,30-45 y.,Direct migration background,Satisfactory,0.30036,231,12589,0.26443,0.34167
160,160,1997,30-45 y.,Direct migration background,Poor,0.13007,82,12589,0.10926,0.15785
161,161,1997,30-45 y.,Indirect migration background,Good,1.0,37,12589,0.63425,1.41777
162,162,1997,46-65 y.,No migration background,Very good,0.03349,93,12589,0.02943,0.03744
163,163,1997,46-65 y.,No migration background,Good,0.31628,936,12589,0.30262,0.33415
164,164,1997,46-65 y.,No migration background,Satisfactory,0.4207,1231,12589,0.40127,0.43548
165,165,1997,46-65 y.,No migration background,Poor,0.17667,493,12589,0.16614,0.18815
166,166,1997,46-65 y.,No migration background,Bad,0.05286,140,12589,0.04681,0.05865
167,167,1997,46-65 y.,Direct migration background,Good,0.32124,287,12589,0.28197,0.35983
168,168,1997,46-65 y.,Direct migration background,Satisfactory,0.39756,343,12589,0.35854,0.43947
169,169,1997,46-65 y.,Direct migration background,Poor,0.22036,214,12589,0.192,0.24889
170,170,1997,46-65 y.,Direct migration background,Bad,0.06084,70,12589,0.04822,0.07842
171,171,1997,66 and older,No migration background,Good,0.15512,218,12589,0.14566,0.16568
172,172,1997,66 and older,No migration background,Satisfactory,0.48804,642,12589,0.47003,0.50963
173,173,1997,66 and older,No migration background,Poor,0.2514,327,12589,0.233,0.26596
174,174,1997,66 and older,No migration background,Bad,0.10545,128,12589,0.09722,0.11616
175,175,1997,66 and older,Direct migration background,Good,0.20505,38,12589,0.17104,0.2422
176,176,1997,66 and older,Direct migration background,Satisfactory,0.47837,96,12589,0.40798,0.55499
177,177,1997,66 and older,Direct migration background,Poor,0.31658,64,12589,0.25691,0.38373
178,178,1998,17-29 y.,No migration background,Very good,0.21904,480,14042,0.20636,0.23488
179,179,1998,17-29 y.,No migration background,Good,0.55789,1249,14042,0.53642,0.57994
180,180,1998,17-29 y.,No migration background,Satisfactory,0.1824,415,14042,0.1716,0.19321
181,181,1998,17-29 y.,No migration background,Poor,0.04066,87,14042,0.03476,0.04794
182,182,1998,17-29 y.,Direct migration background,Very good,0.32599,109,14042,0.26593,0.38047
183,183,1998,17-29 y.,Direct migration background,Good,0.53816,248,14042,0.48336,0.59562
184,184,1998,17-29 y.,Direct migration background,Satisfactory,0.13585,58,14042,0.11465,0.15567
185,185,1998,17-29 y.,Indirect migration background,Very good,0.35674,164,14042,0.30683,0.40592
186,186,1998,17-29 y.,Indirect migration background,Good,0.47239,221,14042,0.40893,0.52349
187,187,1998,17-29 y.,Indirect migration background,Satisfactory,0.17087,67,14042,0.14055,0.21427
188,188,1998,30-45 y.,No migration background,Very good,0.11609,416,14042,0.10948,0.12317
189,189,1998,30-45 y.,No migration background,Good,0.51863,2081,14042,0.50037,0.53503
190,190,1998,30-45 y.,No migration background,Satisfactory,0.27846,1106,14042,0.26577,0.29021
191,191,1998,30-45 y.,No migration background,Poor,0.0712,278,14042,0.06508,0.07656
192,192,1998,30-45 y.,No migration background,Bad,0.01563,67,14042,0.01323,0.01814
193,193,1998,30-45 y.,Direct migration background,Very good,0.08547,63,14042,0.06319,0.10942
194,194,1998,30-45 y.,Direct migration background,Good,0.54186,434,14042,0.49539,0.58406
195,195,1998,30-45 y.,Direct migration background,Satisfactory,0.29169,210,14042,0.26202,0.33573
196,196,1998,30-45 y.,Direct migration background,Poor,0.08097,67,14042,0.06909,0.10147
197,197,1998,30-45 y.,Indirect migration background,Good,1.0,50,14042,0.75163,1.39676
198,198,1998,46-65 y.,No migration background,Very good,0.04481,143,14042,0.04172,0.04912
199,199,1998,46-65 y.,No migration background,Good,0.3386,1188,14042,0.32718,0.35077
200,200,1998,46-65 y.,No migration background,Satisfactory,0.38831,1353,14042,0.37578,0.39986
201,201,1998,46-65 y.,No migration background,Poor,0.1801,596,14042,0.17237,0.19042
202,202,1998,46-65 y.,No migration background,Bad,0.04818,153,14042,0.04309,0.05367
203,203,1998,46-65 y.,Direct migration background,Very good,0.05021,35,14042,0.03531,0.06501
204,204,1998,46-65 y.,Direct migration background,Good,0.32593,287,14042,0.29238,0.36725
205,205,1998,46-65 y.,Direct migration background,Satisfactory,0.37826,348,14042,0.3442,0.41686
206,206,1998,46-65 y.,Direct migration background,Poor,0.18738,196,14042,0.16892,0.21423
207,207,1998,46-65 y.,Direct migration background,Bad,0.05822,60,14042,0.04565,0.07288
208,208,1998,66 and older,No migration background,Very good,0.03066,47,14042,0.02757,0.03523
209,209,1998,66 and older,No migration background,Good,0.17642,285,14042,0.16661,0.18703
210,210,1998,66 and older,No migration background,Satisfactory,0.43945,718,14042,0.42254,0.45849
211,211,1998,66 and older,No migration background,Poor,0.23782,370,14042,0.22611,0.25009
212,212,1998,66 and older,No migration background,Bad,0.11566,177,14042,0.10656,0.12353
213,213,1998,66 and older,Direct migration background,Good,0.23998,48,14042,0.20694,0.27449
214,214,1998,66 and older,Direct migration background,Satisfactory,0.39203,91,14042,0.32897,0.46278
215,215,1998,66 and older,Direct migration background,Poor,0.36798,77,14042,0.31397,0.43276
216,216,1999,17-29 y.,No migration background,Very good,0.20298,387,13455,0.18893,0.21632
217,217,1999,17-29 y.,No migration background,Good,0.54287,1176,13455,0.51925,0.5666
218,218,1999,17-29 y.,No migration background,Satisfactory,0.20417,443,13455,0.18793,0.21996
219,219,1999,17-29 y.,No migration background,Poor,0.04998,103,13455,0.04118,0.05902
220,220,1999,17-29 y.,Direct migration background,Very good,0.33068,96,13455,0.27967,0.39916
221,221,1999,17-29 y.,Direct migration background,Good,0.50302,196,13455,0.45065,0.56842
222,222,1999,17-29 y.,Direct migration background,Satisfactory,0.1663,60,13455,0.13591,0.20297
223,223,1999,17-29 y.,Indirect migration background,Very good,0.32272,153,13455,0.28205,0.35871
224,224,1999,17-29 y.,Indirect migration background,Good,0.49145,233,13455,0.43901,0.54263
225,225,1999,17-29 y.,Indirect migration background,Satisfactory,0.18583,78,13455,0.15422,0.22312
226,226,1999,30-45 y.,No migration background,Very good,0.10628,385,13455,0.09926,0.11351
227,227,1999,30-45 y.,No migration background,Good,0.52151,1991,13455,0.50417,0.53922
228,228,1999,30-45 y.,No migration background,Satisfactory,0.28032,1147,13455,0.26905,0.29103
229,229,1999,30-45 y.,No migration background,Poor,0.07732,291,13455,0.07095,0.08402
230,230,1999,30-45 y.,No migration background,Bad,0.01456,58,13455,0.01206,0.01718
231,231,1999,30-45 y.,Direct migration background,Very good,0.07406,72,13455,0.06088,0.09082
232,232,1999,30-45 y.,Direct migration background,Good,0.55509,392,13455,0.50918,0.61003
233,233,1999,30-45 y.,Direct migration background,Satisfactory,0.25798,183,13455,0.22837,0.29449
234,234,1999,30-45 y.,Direct migration background,Poor,0.11288,84,13455,0.0928,0.13295
235,235,1999,30-45 y.,Indirect migration background,Good,1.0,46,13455,0.64062,1.36582
236,236,1999,46-65 y.,No migration background,Very good,0.04297,120,13455,0.03891,0.04757
237,237,1999,46-65 y.,No migration background,Good,0.31754,1066,13455,0.30568,0.32868
238,238,1999,46-65 y.,No migration background,Satisfactory,0.41499,1395,13455,0.40079,0.42764
239,239,1999,46-65 y.,No migration background,Poor,0.1805,584,13455,0.17047,0.19149
240,240,1999,46-65 y.,No migration background,Bad,0.04399,147,13455,0.03896,0.04926
241,241,1999,46-65 y.,Direct migration background,Very good,0.0434,34,13455,0.03172,0.05763
242,242,1999,46-65 y.,Direct migration background,Good,0.32599,266,13455,0.29163,0.37247
243,243,1999,46-65 y.,Direct migration background,Satisfactory,0.39047,323,13455,0.36022,0.42786
244,244,1999,46-65 y.,Direct migration background,Poor,0.19291,167,13455,0.17397,0.22126
245,245,1999,46-65 y.,Direct migration background,Bad,0.04722,53,13455,0.03936,0.05452
246,246,1999,66 and older,No migration background,Good,0.17606,267,13455,0.16644,0.18567
247,247,1999,66 and older,No migration background,Satisfactory,0.4505,704,13455,0.43416,0.46966
248,248,1999,66 and older,No migration background,Poor,0.24496,362,13455,0.23049,0.25849
249,249,1999,66 and older,No migration background,Bad,0.12848,180,13455,0.11939,0.1374
250,250,1999,66 and older,Direct migration background,Good,0.21543,48,13455,0.17823,0.25116
251,251,1999,66 and older,Direct migration background,Satisfactory,0.44,94,13455,0.3901,0.49281
252,252,1999,66 and older,Direct migration background,Poor,0.34457,71,13455,0.29614,0.40493
253,253,2000,17-29 y.,No migration background,Very good,0.25895,796,23882,0.24858,0.26739
254,254,2000,17-29 y.,No migration background,Good,0.51112,1773,23882,0.49837,0.52569
255,255,2000,17-29 y.,No migration background,Satisfactory,0.18174,605,23882,0.17403,0.19103
256,256,2000,17-29 y.,No migration background,Poor,0.04818,164,23882,0.0442,0.05242
257,257,2000,17-29 y.,Direct migration background,Very good,0.32464,170,23882,0.29508,0.35935
258,258,2000,17-29 y.,Direct migration background,Good,0.52016,306,23882,0.48253,0.56457
259,259,2000,17-29 y.,Direct migration background,Satisfactory,0.1552,88,23882,0.13384,0.17944
260,260,2000,17-29 y.,Indirect migration background,Very good,0.30187,190,23882,0.27279,0.32883
261,261,2000,17-29 y.,Indirect migration background,Good,0.5039,296,23882,0.46668,0.54754
262,262,2000,17-29 y.,Indirect migration background,Satisfactory,0.19423,100,23882,0.16759,0.21979
263,263,2000,30-45 y.,No migration background,Very good,0.13356,855,23882,0.12808,0.13832
264,264,2000,30-45 y.,No migration background,Good,0.50099,3491,23882,0.49256,0.51144
265,265,2000,30-45 y.,No migration background,Satisfactory,0.27607,1882,23882,0.26797,0.28327
266,266,2000,30-45 y.,No migration background,Poor,0.07549,508,23882,0.07108,0.07931
267,267,2000,30-45 y.,No migration background,Bad,0.01389,83,23882,0.01226,0.01549
268,268,2000,30-45 y.,Direct migration background,Very good,0.12957,147,23882,0.11844,0.14032
269,269,2000,30-45 y.,Direct migration background,Good,0.48634,587,23882,0.45266,0.51557
270,270,2000,30-45 y.,Direct migration background,Satisfactory,0.30322,325,23882,0.27876,0.32758
271,271,2000,30-45 y.,Direct migration background,Poor,0.08087,95,23882,0.07151,0.08923
272,272,2000,30-45 y.,Indirect migration background,Good,0.66332,84,23882,0.55693,0.77631
273,273,2000,30-45 y.,Indirect migration background,Satisfactory,0.33668,37,23882,0.22842,0.45551
274,274,2000,46-65 y.,No migration background,Very good,0.05553,349,23882,0.05329,0.05743
275,275,2000,46-65 y.,No migration background,Good,0.34011,2208,23882,0.33363,0.34783
276,276,2000,46-65 y.,No migration background,Satisfactory,0.40141,2644,23882,0.39386,0.40967
277,277,2000,46-65 y.,No migration background,Poor,0.15912,1054,23882,0.15453,0.16447
278,278,2000,46-65 y.,No migration background,Bad,0.04383,290,23882,0.04109,0.04687
279,279,2000,46-65 y.,Direct migration background,Very good,0.05958,57,23882,0.05165,0.06685
280,280,2000,46-65 y.,Direct migration background,Good,0.30566,351,23882,0.28118,0.32907
281,281,2000,46-65 y.,Direct migration background,Satisfactory,0.39463,466,23882,0.36755,0.42087
282,282,2000,46-65 y.,Direct migration background,Poor,0.1847,242,23882,0.17029,0.2017
283,283,2000,46-65 y.,Direct migration background,Bad,0.05543,65,23882,0.04674,0.06394
284,284,2000,66 and older,No migration background,Very good,0.02294,76,23882,0.02085,0.02538
285,285,2000,66 and older,No migration background,Good,0.17411,589,23882,0.16854,0.18052
286,286,2000,66 and older,No migration background,Satisfactory,0.46539,1490,23882,0.45555,0.47576
287,287,2000,66 and older,No migration background,Poor,0.23983,759,23882,0.23257,0.24873
288,288,2000,66 and older,No migration background,Bad,0.09772,307,23882,0.0931,0.10251
289,289,2000,66 and older,Direct migration background,Good,0.19045,60,23882,0.15755,0.2186
290,290,2000,66 and older,Direct migration background,Satisfactory,0.40789,151,23882,0.37602,0.43888
291,291,2000,66 and older,Direct migration background,Poor,0.28084,98,23882,0.25208,0.30996
292,292,2000,66 and older,Direct migration background,Bad,0.12082,44,23882,0.09977,0.14767
293,293,2001,17-29 y.,No migration background,Very good,0.26208,766,21716,0.25007,0.27433
294,294,2001,17-29 y.,No migration background,Good,0.50148,1550,21716,0.48623,0.51508
295,295,2001,17-29 y.,No migration background,Satisfactory,0.18147,555,21716,0.1706,0.19044
296,296,2001,17-29 y.,No migration background,Poor,0.05497,159,21716,0.04923,0.06163
297,297,2001,17-29 y.,Direct migration background,Very good,0.35883,157,21716,0.32311,0.39513
298,298,2001,17-29 y.,Direct migration background,Good,0.50203,245,21716,0.45745,0.55161
299,299,2001,17-29 y.,Direct migration background,Satisfactory,0.13914,69,21716,0.11405,0.16222
300,300,2001,17-29 y.,Indirect migration background,Very good,0.30555,166,21716,0.274,0.33986
301,301,2001,17-29 y.,Indirect migration background,Good,0.52156,274,21716,0.47262,0.57429
302,302,2001,17-29 y.,Indirect migration background,Satisfactory,0.17289,85,21716,0.14664,0.20238
303,303,2001,30-45 y.,No migration background,Very good,0.12766,736,21716,0.12227,0.13304
304,304,2001,30-45 y.,No migration background,Good,0.49992,3111,21716,0.48937,0.51144
305,305,2001,30-45 y.,No migration background,Satisfactory,0.28075,1717,21716,0.27118,0.28878
306,306,2001,30-45 y.,No migration background,Poor,0.07711,463,21716,0.07236,0.08215
307,307,2001,30-45 y.,No migration background,Bad,0.01456,86,21716,0.01271,0.01703
308,308,2001,30-45 y.,Direct migration background,Very good,0.13076,127,21716,0.11603,0.14676
309,309,2001,30-45 y.,Direct migration background,Good,0.50941,527,21716,0.47295,0.54478
310,310,2001,30-45 y.,Direct migration background,Satisfactory,0.29141,295,21716,0.26406,0.31889
311,311,2001,30-45 y.,Direct migration background,Poor,0.06842,70,21716,0.05958,0.07762
312,312,2001,30-45 y.,Indirect migration background,Good,0.57367,84,21716,0.47088,0.68562
