,Unnamed: 0,year,regtyp,sex,m11126,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
157,157,2000,Rural regions,female,Satisfactory,0.35727,1489,24066,0.34755,0.36826
158,158,2000,Rural regions,female,Poor,0.15095,597,24066,0.14421,0.1575
159,159,2000,Rural regions,female,Bad,0.0426,153,24066,0.03929,0.04664
160,160,2001,Urban regions,male,Very good,0.12626,864,21890,0.12073,0.13275
161,161,2001,Urban regions,male,Good,0.40519,2843,21890,0.39633,0.41455
162,162,2001,Urban regions,male,Satisfactory,0.31901,2122,21890,0.31107,0.32693
163,163,2001,Urban regions,male,Poor,0.11358,743,21890,0.10876,0.11787
164,164,2001,Urban regions,male,Bad,0.03597,235,21890,0.03319,0.03929
165,165,2001,Urban regions,female,Very good,0.09878,795,21890,0.09497,0.10324
166,166,2001,Urban regions,female,Good,0.36846,2945,21890,0.36059,0.37606
167,167,2001,Urban regions,female,Satisfactory,0.33451,2425,21890,0.32671,0.34388
168,168,2001,Urban regions,female,Poor,0.1526,1033,21890,0.14561,0.15897
169,169,2001,Urban regions,female,Bad,0.04565,275,21890,0.04268,0.04858
170,170,2001,Rural regions,male,Very good,0.1126,391,21890,0.10627,0.12047
171,171,2001,Rural regions,male,Good,0.38821,1526,21890,0.37622,0.40082
172,172,2001,Rural regions,male,Satisfactory,0.33697,1219,21890,0.32559,0.34822
173,173,2001,Rural regions,male,Poor,0.1333,449,21890,0.1255,0.14053
174,174,2001,Rural regions,male,Bad,0.02893,113,21890,0.02613,0.03239
175,175,2001,Rural regions,female,Very good,0.09147,369,21890,0.08513,0.09716
176,176,2001,Rural regions,female,Good,0.34838,1486,21890,0.33741,0.36037
177,177,2001,Rural regions,female,Satisfactory,0.36164,1372,21890,0.34875,0.37443
178,178,2001,Rural regions,female,Poor,0.15259,534,21890,0.1443,0.16011
179,179,2001,Rural regions,female,Bad,0.04591,151,21890,0.04171,0.05015
180,180,2002,Urban regions,male,Very good,0.10506,844,22984,0.09946,0.11149
181,181,2002,Urban regions,male,Good,0.40926,3172,22984,0.39751,0.42124
182,182,2002,Urban regions,male,Satisfactory,0.32836,2299,22984,0.31717,0.33851
183,183,2002,Urban regions,male,Poor,0.12047,803,22984,0.11555,0.12707
184,184,2002,Urban regions,male,Bad,0.03686,222,22984,0.03428,0.03947
185,185,2002,Urban regions,female,Very good,0.08183,794,22984,0.07676,0.08719
186,186,2002,Urban regions,female,Good,0.36008,3142,22984,0.35012,0.37206
187,187,2002,Urban regions,female,Satisfactory,0.35244,2582,22984,0.34507,0.36277
188,188,2002,Urban regions,female,Poor,0.15668,1103,22984,0.15057,0.16436
189,189,2002,Urban regions,female,Bad,0.04897,283,22984,0.04624,0.05335
190,190,2002,Rural regions,male,Very good,0.09663,364,22984,0.08891,0.10461
191,191,2002,Rural regions,male,Good,0.39349,1583,22984,0.37818,0.40783
192,192,2002,Rural regions,male,Satisfactory,0.34962,1260,22984,0.33579,0.3653
193,193,2002,Rural regions,male,Poor,0.12457,433,22984,0.11772,0.13184
194,194,2002,Rural regions,male,Bad,0.03569,129,22984,0.03187,0.03964
195,195,2002,Rural regions,female,Very good,0.08702,344,22984,0.07992,0.09423
196,196,2002,Rural regions,female,Good,0.35778,1565,22984,0.34563,0.37049
197,197,2002,Rural regions,female,Satisfactory,0.36304,1386,22984,0.3498,0.37603
198,198,2002,Rural regions,female,Poor,0.15285,550,22984,0.14348,0.16047
199,199,2002,Rural regions,female,Bad,0.03931,126,22984,0.03514,0.04352
200,200,2003,Urban regions,male,Very good,0.11112,857,22127,0.10383,0.11664
201,201,2003,Urban regions,male,Good,0.42329,3091,22127,0.41155,0.43653
202,202,2003,Urban regions,male,Satisfactory,0.30643,2082,22127,0.2964,0.31631
203,203,2003,Urban regions,male,Poor,0.12194,818,22127,0.11572,0.12842
204,204,2003,Urban regions,male,Bad,0.03722,212,22127,0.03424,0.04053
205,205,2003,Urban regions,female,Very good,0.08461,753,22127,0.07961,0.08935
206,206,2003,Urban regions,female,Good,0.36862,3088,22127,0.35956,0.3805
207,207,2003,Urban regions,female,Satisfactory,0.33332,2434,22127,0.32267,0.34413
208,208,2003,Urban regions,female,Poor,0.16457,1090,22127,0.15843,0.17141
209,209,2003,Urban regions,female,Bad,0.04888,283,22127,0.04561,0.05249
210,210,2003,Rural regions,male,Very good,0.09457,338,22127,0.08585,0.1042
211,211,2003,Rural regions,male,Good,0.39149,1498,22127,0.3742,0.40929
212,212,2003,Rural regions,male,Satisfactory,0.35978,1243,22127,0.34667,0.37544
213,213,2003,Rural regions,male,Poor,0.11598,387,22127,0.10859,0.12319
214,214,2003,Rural regions,male,Bad,0.03819,129,22127,0.03332,0.04257
215,215,2003,Rural regions,female,Very good,0.06877,295,22127,0.06227,0.07501
216,216,2003,Rural regions,female,Good,0.39215,1594,22127,0.37581,0.40728
217,217,2003,Rural regions,female,Satisfactory,0.33891,1260,22127,0.32411,0.35228
218,218,2003,Rural regions,female,Poor,0.1527,536,22127,0.14397,0.16215
219,219,2003,Rural regions,female,Bad,0.04748,139,22127,0.04265,0.05261
220,220,2004,Urban regions,male,Very good,0.11473,828,21571,0.10674,0.12039
221,221,2004,Urban regions,male,Good,0.40254,2945,21571,0.38971,0.41559
222,222,2004,Urban regions,male,Satisfactory,0.30867,2067,21571,0.29842,0.3191
223,223,2004,Urban regions,male,Poor,0.12989,775,21571,0.1234,0.13737
224,224,2004,Urban regions,male,Bad,0.04417,242,21571,0.04054,0.04827
225,225,2004,Urban regions,female,Very good,0.08978,729,21571,0.08374,0.09553
226,226,2004,Urban regions,female,Good,0.35809,3021,21571,0.34774,0.36906
227,227,2004,Urban regions,female,Satisfactory,0.31731,2282,21571,0.30698,0.3284
228,228,2004,Urban regions,female,Poor,0.17896,1125,21571,0.17184,0.18625
229,229,2004,Urban regions,female,Bad,0.05586,310,21571,0.05191,0.05944
230,230,2004,Rural regions,male,Very good,0.10041,334,21571,0.08838,0.11041
231,231,2004,Rural regions,male,Good,0.39369,1474,21571,0.37982,0.41157
232,232,2004,Rural regions,male,Satisfactory,0.33482,1168,21571,0.31823,0.35085
233,233,2004,Rural regions,male,Poor,0.13052,404,21571,0.12123,0.14059
234,234,2004,Rural regions,male,Bad,0.04056,128,21571,0.0361,0.04516
235,235,2004,Rural regions,female,Very good,0.07778,306,21571,0.06969,0.08507
236,236,2004,Rural regions,female,Good,0.37203,1512,21571,0.35575,0.3886
237,237,2004,Rural regions,female,Satisfactory,0.35023,1268,21571,0.33291,0.3639
238,238,2004,Rural regions,female,Poor,0.16011,528,21571,0.15106,0.16903
239,239,2004,Rural regions,female,Bad,0.03983,125,21571,0.03556,0.04472
240,240,2005,Urban regions,male,Very good,0.09591,665,20628,0.09036,0.10305
241,241,2005,Urban regions,male,Good,0.39433,2708,20628,0.38132,0.40861
242,242,2005,Urban regions,male,Satisfactory,0.32723,2129,20628,0.31617,0.33744
243,243,2005,Urban regions,male,Poor,0.13942,810,20628,0.1326,0.14646
244,244,2005,Urban regions,male,Bad,0.04311,232,20628,0.0389,0.04725
245,245,2005,Urban regions,female,Very good,0.07998,658,20628,0.07476,0.08741
246,246,2005,Urban regions,female,Good,0.3596,2859,20628,0.35072,0.37055
247,247,2005,Urban regions,female,Satisfactory,0.34099,2292,20628,0.32998,0.35219
248,248,2005,Urban regions,female,Poor,0.16817,1074,20628,0.1599,0.17565
249,249,2005,Urban regions,female,Bad,0.05127,289,20628,0.04743,0.05513
250,250,2005,Rural regions,male,Very good,0.09392,317,20628,0.08429,0.10535
251,251,2005,Rural regions,male,Good,0.38068,1302,20628,0.36212,0.40052
252,252,2005,Rural regions,male,Satisfactory,0.3452,1150,20628,0.32786,0.36031
253,253,2005,Rural regions,male,Poor,0.13999,426,20628,0.12961,0.15161
254,254,2005,Rural regions,male,Bad,0.04021,126,20628,0.03565,0.0446
255,255,2005,Rural regions,female,Very good,0.08694,305,20628,0.0785,0.09557
256,256,2005,Rural regions,female,Good,0.37668,1436,20628,0.35849,0.39403
257,257,2005,Rural regions,female,Satisfactory,0.33249,1193,20628,0.31889,0.34899
258,258,2005,Rural regions,female,Poor,0.1625,524,20628,0.15361,0.17259
259,259,2005,Rural regions,female,Bad,0.04138,133,20628,0.03685,0.04595
260,260,2006,Urban regions,male,Very good,0.1076,745,22235,0.10136,0.1147
261,261,2006,Urban regions,male,Good,0.40523,2937,22235,0.39164,0.4169
262,262,2006,Urban regions,male,Satisfactory,0.32661,2223,22235,0.3156,0.33868
263,263,2006,Urban regions,male,Poor,0.1179,797,22235,0.1115,0.12442
264,264,2006,Urban regions,male,Bad,0.04266,252,22235,0.0393,0.046
265,265,2006,Urban regions,female,Very good,0.08515,680,22235,0.07967,0.09027
266,266,2006,Urban regions,female,Good,0.35577,3008,22235,0.34662,0.36563
267,267,2006,Urban regions,female,Satisfactory,0.34203,2505,22235,0.33108,0.35121
268,268,2006,Urban regions,female,Poor,0.16584,1138,22235,0.15886,0.17128
269,269,2006,Urban regions,female,Bad,0.0512,318,22235,0.04702,0.05407
270,270,2006,Rural regions,male,Very good,0.0942,341,22235,0.08593,0.10288
271,271,2006,Rural regions,male,Good,0.3947,1496,22235,0.37851,0.41253
272,272,2006,Rural regions,male,Satisfactory,0.33192,1223,22235,0.31725,0.34681
273,273,2006,Rural regions,male,Poor,0.1306,451,22235,0.12156,0.13998
274,274,2006,Rural regions,male,Bad,0.04858,146,22235,0.04258,0.05531
275,275,2006,Rural regions,female,Very good,0.08626,348,22235,0.07837,0.0923
276,276,2006,Rural regions,female,Good,0.36093,1531,22235,0.34494,0.37852
277,277,2006,Rural regions,female,Satisfactory,0.34256,1353,22235,0.33107,0.3553
278,278,2006,Rural regions,female,Poor,0.15771,565,22235,0.149,0.16719
279,279,2006,Rural regions,female,Bad,0.05253,178,22235,0.04773,0.0573
280,280,2007,Urban regions,male,Very good,0.09614,638,20798,0.09031,0.10247
281,281,2007,Urban regions,male,Good,0.40848,2758,20798,0.39573,0.42356
282,282,2007,Urban regions,male,Satisfactory,0.32203,2009,20798,0.30978,0.33375
283,283,2007,Urban regions,male,Poor,0.13383,831,20798,0.12742,0.13998
284,284,2007,Urban regions,male,Bad,0.03951,228,20798,0.03555,0.0433
285,285,2007,Urban regions,female,Very good,0.08194,615,20798,0.07636,0.08746
286,286,2007,Urban regions,female,Good,0.36019,2859,20798,0.34783,0.37243
287,287,2007,Urban regions,female,Satisfactory,0.34823,2374,20798,0.33776,0.35872
288,288,2007,Urban regions,female,Poor,0.15949,1023,20798,0.15285,0.16662
289,289,2007,Urban regions,female,Bad,0.05015,290,20798,0.04687,0.05395
290,290,2007,Rural regions,male,Very good,0.08683,306,20798,0.07842,0.09727
291,291,2007,Rural regions,male,Good,0.3953,1404,20798,0.37878,0.41317
292,292,2007,Rural regions,male,Satisfactory,0.34368,1184,20798,0.33082,0.36307
293,293,2007,Rural regions,male,Poor,0.13605,436,20798,0.12683,0.14523
294,294,2007,Rural regions,male,Bad,0.03814,129,20798,0.03302,0.04371
295,295,2007,Rural regions,female,Very good,0.08365,314,20798,0.07599,0.0914
296,296,2007,Rural regions,female,Good,0.36072,1410,20798,0.34212,0.3768
297,297,2007,Rural regions,female,Satisfactory,0.34903,1302,20798,0.33487,0.36467
298,298,2007,Rural regions,female,Poor,0.16917,557,20798,0.15753,0.18094
299,299,2007,Rural regions,female,Bad,0.03743,131,20798,0.03343,0.0413
300,300,2008,Urban regions,male,Very good,0.10383,628,19542,0.09563,0.1113
301,301,2008,Urban regions,male,Good,0.41072,2547,19542,0.39495,0.42674
302,302,2008,Urban regions,male,Satisfactory,0.31638,1926,19542,0.30339,0.32995
303,303,2008,Urban regions,male,Poor,0.13237,767,19542,0.12384,0.14003
304,304,2008,Urban regions,male,Bad,0.0367,205,19542,0.03277,0.04124
305,305,2008,Urban regions,female,Very good,0.08581,612,19542,0.07937,0.09219
306,306,2008,Urban regions,female,Good,0.35734,2636,19542,0.34668,0.36912
307,307,2008,Urban regions,female,Satisfactory,0.34125,2160,19542,0.32971,0.35452
308,308,2008,Urban regions,female,Poor,0.16919,1077,19542,0.1615,0.17734
309,309,2008,Urban regions,female,Bad,0.04641,258,19542,0.04271,0.05094
310,310,2008,Rural regions,male,Very good,0.09226,278,19542,0.08349,0.1054
311,311,2008,Rural regions,male,Good,0.38384,1302,19542,0.3616,0.40478
312,312,2008,Rural regions,male,Satisfactory,0.34402,1113,19542,0.32865,0.36393
313,313,2008,Rural regions,male,Poor,0.13819,417,19542,0.12748,0.15104
314,314,2008,Rural regions,male,Bad,0.04169,144,19542,0.03657,0.0464
315,315,2008,Rural regions,female,Very good,0.08275,277,19542,0.07514,0.09271
316,316,2008,Rural regions,female,Good,0.3777,1350,19542,0.36267,0.39836
317,317,2008,Rural regions,female,Satisfactory,0.34808,1206,19542,0.33279,0.36317
318,318,2008,Rural regions,female,Poor,0.15167,517,19542,0.14154,0.16289
319,319,2008,Rural regions,female,Bad,0.03981,122,19542,0.03406,0.04484
320,320,2009,Urban regions,male,Very good,0.09871,535,18212,0.08977,0.10665
321,321,2009,Urban regions,male,Good,0.40434,2334,18212,0.38472,0.4174
322,322,2009,Urban regions,male,Satisfactory,0.33056,1853,18212,0.31826,0.34353
323,323,2009,Urban regions,male,Poor,0.13287,706,18212,0.12309,0.1424
324,324,2009,Urban regions,male,Bad,0.03352,189,18212,0.02965,0.03678
325,325,2009,Urban regions,female,Very good,0.08374,546,18212,0.07741,0.09184
326,326,2009,Urban regions,female,Good,0.344,2378,18212,0.33389,0.35764
327,327,2009,Urban regions,female,Satisfactory,0.35898,2066,18212,0.34477,0.37225
328,328,2009,Urban regions,female,Poor,0.16354,951,18212,0.15448,0.1729
329,329,2009,Urban regions,female,Bad,0.04974,264,18212,0.04603,0.05342
330,330,2009,Rural regions,male,Very good,0.0757,241,18212,0.0653,0.08741
331,331,2009,Rural regions,male,Good,0.3833,1198,18212,0.36134,0.40451
332,332,2009,Rural regions,male,Satisfactory,0.36664,1134,18212,0.3443,0.39249
333,333,2009,Rural regions,male,Poor,0.13312,393,18212,0.12286,0.14709
334,334,2009,Rural regions,male,Bad,0.04124,124,18212,0.03538,0.04885
335,335,2009,Rural regions,female,Very good,0.07932,238,18212,0.06946,0.08897
336,336,2009,Rural regions,female,Good,0.35796,1236,18212,0.33641,0.38116
337,337,2009,Rural regions,female,Satisfactory,0.36695,1209,18212,0.34772,0.38525
338,338,2009,Rural regions,female,Poor,0.15395,503,18212,0.14323,0.16621
339,339,2009,Rural regions,female,Bad,0.04182,114,18212,0.03679,0.04983
340,340,2010,Urban regions,male,Very good,0.11086,942,24306,0.10104,0.12087
341,341,2010,Urban regions,male,Good,0.39686,3013,24306,0.37822,0.41449
342,342,2010,Urban regions,male,Satisfactory,0.3142,2102,24306,0.29979,0.33023
343,343,2010,Urban regions,male,Poor,0.13812,893,24306,0.12937,0.14714
344,344,2010,Urban regions,male,Bad,0.03996,228,24306,0.03556,0.04543
345,345,2010,Urban regions,female,Very good,0.09858,1118,24306,0.09063,0.10695
346,346,2010,Urban regions,female,Good,0.34752,3436,24306,0.33096,0.36146
347,347,2010,Urban regions,female,Satisfactory,0.33813,2617,24306,0.32572,0.35158
348,348,2010,Urban regions,female,Poor,0.16573,1185,24306,0.15622,0.17574
