"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lowerconfidence_mean","upperconfidence_mean","minimum","maximum","lowerconfidence_median","upperconfidence_median"
"2013","Realschule","7.06","7.5","1886","4","6","9","10","10","6.96","7.16","0","10","8","8"
"2014","(Fach-)Abitur","7.21","7.5","1072","5","6","9","10","10","7.08","7.34","0","10","8","8"
"2014","(noch) kein Abschluss","6.54","6.5","195","1","6","8","10","10","6.19","6.89","0","10","7","8"
"2014","AkademikerIn","7.36","7.5","1611","4","6","9","10","10","7.26","7.46","0","10","8","8"
"2014","Hauptschule","6.74","7.5","1607","2","5","9","10","10","6.62","6.86","0","10","8","8"
"2014","Realschule","7.17","7.5","1718","4","6","9","10","10","7.07","7.27","0","10","8","8"
"2015","(Fach-)Abitur","7.62","7.5","883","5","7","9","10","10","7.48","7.76","0","10","8","8"
"2015","(noch) kein Abschluss","6.73","6.5","172","4","5","8","10","10","6.35","7.11","0","10","7","8"
"2015","AkademikerIn","7.48","7.5","1354","5","7","9","10","10","7.38","7.58","0","10","8","8"
"2015","Hauptschule","6.97","7.5","1281","2","5","9","10","10","6.83","7.11","0","10","8","8"
"2015","Realschule","7.2","7.5","1453","4","6","9","10","10","7.09","7.31","0","10","8","8"
"2016","(Fach-)Abitur","7.61","7.5","876","5","7","9","10","10","7.48","7.74","0","10","8","8"
"2016","(noch) kein Abschluss","6.7","6.5","164","3","5","8","10","10","6.33","7.07","0","10","7","8"
"2016","AkademikerIn","7.6","7.5","1303","5","7","9","10","10","7.49","7.71","0","10","8","8"
"2016","Hauptschule","7.01","7.5","1131","4","5","9","10","10","6.87","7.15","0","10","8","8"
"2016","Realschule","7.21","7.5","1226","5","6","9","9","10","7.09","7.33","0","10","8","8"
"2017","(Fach-)Abitur","7.53","7.5","810","5","7","9","10","10","7.38","7.68","0","10","8","8"
"2017","(noch) kein Abschluss","7.56","7.5","154","5","6","10","10","10","7.19","7.93","0","10","8","8"
"2017","AkademikerIn","7.56","7.5","1283","5","7","9","10","10","7.45","7.67","0","10","8","8"
"2017","Hauptschule","7.11","7.5","979","4","6","9","10","10","6.95","7.27","0","10","8","8"
"2017","Realschule","6.95","7.5","1121","3","5","9","10","10","6.82","7.08","0","10","8","8"
"2018","(Fach-)Abitur","7.19","7.5","724","5","6","9","9","10","7.03","7.35","0","10","8","8"
"2018","(noch) kein Abschluss","6.93","6.5","172","2","5","9","10","10","6.54","7.32","0","10","7","8"
"2018","AkademikerIn","7.37","7.5","1213","4","6","9","10","10","7.25","7.49","0","10","8","8"
"2018","Hauptschule","7","7.5","893","3","6","9","10","10","6.84","7.16","0","10","8","8"
"2018","Realschule","6.86","6.5","1096","3","6","9","10","10","6.73","6.99","0","10","8","8"
"2019","(Fach-)Abitur","7.47","7.5","729","5","7","9","10","10","7.32","7.62","0","10","8","8"
"2019","(noch) kein Abschluss","7.1","7.5","127","2","6","9","10","10","6.62","7.58","0","10","7","8"
"2019","AkademikerIn","7.37","7.5","1296","4","6","9","10","10","7.26","7.48","0","10","8","8"
"2019","Hauptschule","7.02","7.5","762","3","6","9","10","10","6.84","7.2","0","10","8","8"
"2019","Realschule","7.13","7.5","998","4","6","9","10","10","6.99","7.27","0","10","8","8"
"2020","(Fach-)Abitur","7","7.5","803","4","6","9","10","10","6.82","7.18","0","10","8","8"
"2020","(noch) kein Abschluss","6.17","5.5","214","2","5","8","10","10","5.79","6.55","0","10","7","8"
"2020","AkademikerIn","7.21","7.5","1364","4","6","9","10","10","7.08","7.34","0","10","8","8"
"2020","Hauptschule","6.67","6.5","911","3","5","8","10","10","6.51","6.83","0","10","7","8"
"2020","Realschule","6.94","7.5","924","3","5","9","10","10","6.78","7.1","0","10","8","8"
