year,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2009,Laendlicher Raum,6.679542044556484,6.598710364889776,6.760373724223193,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,1026.0
2010,Staedtischer Raum,6.663100398248926,6.622462794012117,6.703738002485736,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0,4492.0
2010,Laendlicher Raum,6.875539503274393,6.822444838878663,6.928634167670122,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2383.0
2011,Staedtischer Raum,6.90982503800879,6.8724034136418695,6.947246662375711,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.024999999999999,4606.0
2011,Laendlicher Raum,7.032481395147604,6.983092582630416,7.081870207664792,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2649.0
2012,Staedtischer Raum,7.060330029476956,7.022863498621659,7.097796560332254,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4212.0
2012,Laendlicher Raum,7.3032500376303995,7.259171861146817,7.347328214113982,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2507.0
2013,Staedtischer Raum,7.047040081377484,7.007745851763756,7.086334310991212,5.0,8.0,9.0,0.0,10.0,8.0,8.0,8.0,3854.0
2013,Laendlicher Raum,7.245247187432233,7.198064475582769,7.292429899281697,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2255.0
2014,Staedtischer Raum,7.062980174635916,7.025994458204855,7.099965891066977,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,4171.0
2014,Laendlicher Raum,7.15155379095741,7.101920890954218,7.2011866909606015,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2182.0
2015,Staedtischer Raum,7.335722630069728,7.297919380363309,7.373525879776146,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3430.0
2015,Laendlicher Raum,7.142767533959982,7.086157113770453,7.1993779541495115,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1841.0
2016,Staedtischer Raum,7.299380963902847,7.260859958235447,7.337901969570246,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,3122.0
2016,Laendlicher Raum,7.369584228901347,7.3189609817696155,7.420207476033079,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1714.0
2017,Staedtischer Raum,7.195956757222273,7.152953168824029,7.238960345620518,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2862.0
2017,Laendlicher Raum,7.394155007244979,7.342610863662382,7.4456991508275765,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1592.0
2018,Staedtischer Raum,7.117573404925571,7.073859763210371,7.16128704664077,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2737.0
2018,Laendlicher Raum,7.070228136546778,7.012768464735378,7.127687808358178,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1489.0
2019,-1,7.566987939526669,7.226294581893185,7.907681297160153,7.0,7.428927849461556,9.0,4.0,10.0,8.0,8.0,9.0,30.0
2019,Staedtischer Raum,7.23478547101065,7.190267601470912,7.2793033405503875,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,2589.0
2019,Laendlicher Raum,7.3989299536316295,7.3417806267347006,7.4560792805285585,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0,1410.0
2020,Staedtischer Raum,6.855859706305434,6.8113023637113495,6.900417048899519,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0,2954.0
2020,Laendlicher Raum,7.13420533141488,7.075394323554886,7.193016339274874,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0,1472.0
2021,-1,,,,,,,,,,,,
2021,Staedtischer Raum,7.15906532835609,7.103541521985723,7.214589134726457,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,1637.0
2021,Laendlicher Raum,7.157894643673692,7.086578670286983,7.229210617060401,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0,928.0
