"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1999","Realschule","kein Migrationshintergrund","6.63","6.5","1013","6.48","6.78"
"2000","(Fach-)Abitur","direkter Migrationshintergrund","6.75","6.5","226","6.41","7.09"
"2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2000","(Fach-)Abitur","kein Migrationshintergrund","6.44","6.5","389","6.17","6.71"
"2000","(noch) kein Abschluss","direkter Migrationshintergrund","6.97","7.5","85","6.44","7.5"
"2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2000","(noch) kein Abschluss","kein Migrationshintergrund","5.34","4.5","39","4.29","6.39"
"2000","AkademikerIn","direkter Migrationshintergrund","6.66","6.5","136","6.24","7.08"
"2000","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2000","AkademikerIn","kein Migrationshintergrund","6.48","6.5","855","6.31","6.65"
"2000","Hauptschule","direkter Migrationshintergrund","6.7","6.5","641","6.51","6.89"
"2000","Hauptschule","indirekter Migrationshintergrund","6.13","6.5","101","5.59","6.67"
"2000","Hauptschule","kein Migrationshintergrund","6.4","6.5","1507","6.26","6.54"
"2000","Realschule","direkter Migrationshintergrund","6.73","7.5","68","6.07","7.39"
"2000","Realschule","indirekter Migrationshintergrund","5.88","5.5","59","5.13","6.63"
"2000","Realschule","kein Migrationshintergrund","6.59","6.5","1766","6.47","6.71"
"2001","(Fach-)Abitur","direkter Migrationshintergrund","7.2","7.5","157","6.82","7.58"
"2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2001","(Fach-)Abitur","kein Migrationshintergrund","6.25","6.5","329","5.96","6.54"
"2001","(noch) kein Abschluss","direkter Migrationshintergrund","7.24","7.5","53","6.66","7.82"
"2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2001","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2001","AkademikerIn","direkter Migrationshintergrund","6.68","6.5","96","6.12","7.24"
"2001","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2001","AkademikerIn","kein Migrationshintergrund","6.24","6.5","631","6.03","6.45"
"2001","Hauptschule","direkter Migrationshintergrund","6.8","7.5","465","6.57","7.03"
"2001","Hauptschule","indirekter Migrationshintergrund","6.6","6.5","95","6.13","7.07"
"2001","Hauptschule","kein Migrationshintergrund","6.12","6.5","1092","5.94","6.3"
"2001","Realschule","direkter Migrationshintergrund","7.06","7.5","50","6.28","7.84"
"2001","Realschule","indirekter Migrationshintergrund","5.46","5.5","40","4.41","6.51"
"2001","Realschule","kein Migrationshintergrund","6.54","6.5","1295","6.4","6.68"
"2002","(Fach-)Abitur","direkter Migrationshintergrund","6.58","6.5","142","6.17","6.99"
"2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2002","(Fach-)Abitur","kein Migrationshintergrund","6.29","5.5","363","6.03","6.55"
"2002","(noch) kein Abschluss","direkter Migrationshintergrund","6.53","6.5","36","5.66","7.4"
"2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2002","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2002","AkademikerIn","direkter Migrationshintergrund","5.92","6.5","97","5.35","6.49"
"2002","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2002","AkademikerIn","kein Migrationshintergrund","6.65","6.5","722","6.48","6.82"
"2002","Hauptschule","direkter Migrationshintergrund","6.58","6.5","387","6.35","6.81"
"2002","Hauptschule","indirekter Migrationshintergrund","6.72","6.5","81","6.22","7.22"
"2002","Hauptschule","kein Migrationshintergrund","6.16","6.5","869","5.98","6.34"
"2002","Realschule","direkter Migrationshintergrund","6.7","6.5","56","6.04","7.36"
"2002","Realschule","indirekter Migrationshintergrund","7.04","7.5","47","6.34","7.74"
"2002","Realschule","kein Migrationshintergrund","6.45","6.5","1220","6.31","6.59"
"2003","(Fach-)Abitur","direkter Migrationshintergrund","6.6","6.5","208","6.27","6.93"
"2003","(Fach-)Abitur","indirekter Migrationshintergrund","5.71","5.5","45","5.14","6.28"
"2003","(Fach-)Abitur","kein Migrationshintergrund","6.1","5.5","862","5.94","6.26"
"2003","(noch) kein Abschluss","direkter Migrationshintergrund","6.41","6.5","74","5.78","7.04"
"2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2003","(noch) kein Abschluss","kein Migrationshintergrund","5.84","5.5","194","5.51","6.17"
"2003","AkademikerIn","direkter Migrationshintergrund","6.46","6.5","166","6.06","6.86"
"2003","AkademikerIn","indirekter Migrationshintergrund","6.44","6.5","30","5.57","7.31"
"2003","AkademikerIn","kein Migrationshintergrund","6.13","5.5","1766","6.02","6.24"
"2003","Hauptschule","direkter Migrationshintergrund","6.48","6.5","576","6.28","6.68"
"2003","Hauptschule","indirekter Migrationshintergrund","6.99","6.5","136","6.62","7.36"
"2003","Hauptschule","kein Migrationshintergrund","6.26","6.5","2188","6.15","6.37"
"2003","Realschule","direkter Migrationshintergrund","6.63","6.5","99","6.15","7.11"
"2003","Realschule","indirekter Migrationshintergrund","6.12","5.5","102","5.66","6.58"
"2003","Realschule","kein Migrationshintergrund","6.33","6.5","2655","6.24","6.42"
"2004","(Fach-)Abitur","direkter Migrationshintergrund","6.41","6.5","113","5.93","6.89"
"2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2004","(Fach-)Abitur","kein Migrationshintergrund","6.38","6.5","346","6.11","6.65"
"2004","(noch) kein Abschluss","direkter Migrationshintergrund","5.86","6.5","39","4.92","6.8"
"2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2004","(noch) kein Abschluss","kein Migrationshintergrund","5.61","5.5","38","4.65","6.57"
"2004","AkademikerIn","direkter Migrationshintergrund","6.08","5.5","78","5.49","6.67"
"2004","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2004","AkademikerIn","kein Migrationshintergrund","6.43","6.5","679","6.24","6.62"
"2004","Hauptschule","direkter Migrationshintergrund","6.35","6.5","334","6.08","6.62"
"2004","Hauptschule","indirekter Migrationshintergrund","6.83","6.5","90","6.37","7.29"
"2004","Hauptschule","kein Migrationshintergrund","5.98","6.5","808","5.78","6.18"
"2004","Realschule","direkter Migrationshintergrund","6.94","7.5","57","6.29","7.59"
"2004","Realschule","indirekter Migrationshintergrund","5.62","5.5","58","4.97","6.27"
"2004","Realschule","kein Migrationshintergrund","6.43","6.5","1171","6.29","6.57"
"2005","(Fach-)Abitur","direkter Migrationshintergrund","6.16","6.5","103","5.61","6.71"
"2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2005","(Fach-)Abitur","kein Migrationshintergrund","6.08","6.5","340","5.79","6.37"
"2005","(noch) kein Abschluss","direkter Migrationshintergrund","6.05","5.5","30","5.06","7.04"
"2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2005","(noch) kein Abschluss","kein Migrationshintergrund","5.06","4.5","32","3.99","6.13"
"2005","AkademikerIn","direkter Migrationshintergrund","6.28","6.5","69","5.64","6.92"
"2005","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2005","AkademikerIn","kein Migrationshintergrund","6.17","6.5","657","5.95","6.39"
"2005","Hauptschule","direkter Migrationshintergrund","6.46","6.5","307","6.18","6.74"
"2005","Hauptschule","indirekter Migrationshintergrund","6.68","7.5","92","6.09","7.27"
"2005","Hauptschule","kein Migrationshintergrund","6.05","6.5","777","5.85","6.25"
"2005","Realschule","direkter Migrationshintergrund","6.07","5.5","54","5.33","6.81"
"2005","Realschule","indirekter Migrationshintergrund","6.49","6.5","57","5.85","7.13"
"2005","Realschule","kein Migrationshintergrund","6.24","6.5","1103","6.08","6.4"
"2006","(Fach-)Abitur","direkter Migrationshintergrund","6.48","6.5","108","5.96","7"
"2006","(Fach-)Abitur","indirekter Migrationshintergrund","5.95","6.5","30","5.13","6.77"
"2006","(Fach-)Abitur","kein Migrationshintergrund","6.43","6.5","340","6.15","6.71"
"2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2006","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2006","AkademikerIn","direkter Migrationshintergrund","6.2","6.5","82","5.58","6.82"
"2006","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2006","AkademikerIn","kein Migrationshintergrund","6.41","6.5","672","6.21","6.61"
"2006","Hauptschule","direkter Migrationshintergrund","6.25","5.5","260","5.94","6.56"
"2006","Hauptschule","indirekter Migrationshintergrund","6.96","6.5","82","6.38","7.54"
"2006","Hauptschule","kein Migrationshintergrund","5.77","6.5","723","5.55","5.99"
"2006","Realschule","direkter Migrationshintergrund","5.51","4.5","57","4.75","6.27"
"2006","Realschule","indirekter Migrationshintergrund","5.33","4.5","55","4.58","6.08"
"2006","Realschule","kein Migrationshintergrund","6.37","6.5","1072","6.21","6.53"
"2007","(Fach-)Abitur","direkter Migrationshintergrund","6.01","6.5","102","5.51","6.51"
"2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","kein Migrationshintergrund","6.46","6.5","330","6.19","6.73"
"2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","6.13","6.5","77","5.56","6.7"
"2007","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2007","AkademikerIn","kein Migrationshintergrund","6.5","6.5","693","6.31","6.69"
"2007","Hauptschule","direkter Migrationshintergrund","6.44","6.5","217","6.09","6.79"
"2007","Hauptschule","indirekter Migrationshintergrund","6.43","6.5","79","5.82","7.04"
"2007","Hauptschule","kein Migrationshintergrund","5.72","6.5","666","5.49","5.95"
"2007","Realschule","direkter Migrationshintergrund","5.8","6.5","56","5.04","6.56"
"2007","Realschule","indirekter Migrationshintergrund","7.13","7.5","53","6.44","7.82"
"2007","Realschule","kein Migrationshintergrund","6.34","6.5","1019","6.18","6.5"
"2008","(Fach-)Abitur","direkter Migrationshintergrund","7.1","7.5","91","6.65","7.55"
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","kein Migrationshintergrund","6.87","7.5","292","6.58","7.16"
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2008","AkademikerIn","direkter Migrationshintergrund","7.06","6","53","6.4","7.72"
"2008","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2008","AkademikerIn","kein Migrationshintergrund","6.86","6.5","558","6.67","7.05"
"2008","Hauptschule","direkter Migrationshintergrund","6.62","6.5","177","6.25","6.99"
"2008","Hauptschule","indirekter Migrationshintergrund","6.45","6.5","68","5.75","7.15"
"2008","Hauptschule","kein Migrationshintergrund","6.09","6.5","524","5.85","6.33"
"2008","Realschule","direkter Migrationshintergrund","5.81","6","51","4.9","6.72"
"2008","Realschule","indirekter Migrationshintergrund","6.44","7.5","56","5.79","7.09"
"2008","Realschule","kein Migrationshintergrund","6.87","7.5","864","6.72","7.02"
"2009","(Fach-)Abitur","direkter Migrationshintergrund","7.56","7.5","66","7.01","8.11"
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","kein Migrationshintergrund","7.02","7.5","253","6.71","7.33"
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2009","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2009","AkademikerIn","direkter Migrationshintergrund","5.66","6","52","4.83","6.49"
"2009","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2009","AkademikerIn","kein Migrationshintergrund","7.01","7.5","566","6.81","7.21"
"2009","Hauptschule","direkter Migrationshintergrund","6.47","6.5","158","6.06","6.88"
"2009","Hauptschule","indirekter Migrationshintergrund","6.5","6.5","63","5.81","7.19"
"2009","Hauptschule","kein Migrationshintergrund","5.86","6.5","492","5.6","6.12"
"2009","Realschule","direkter Migrationshintergrund","6.42","6.5","39","5.45","7.39"
"2009","Realschule","indirekter Migrationshintergrund","6.93","7.5","55","6.26","7.6"
"2009","Realschule","kein Migrationshintergrund","6.8","6.5","809","6.63","6.97"
"2010","(Fach-)Abitur","direkter Migrationshintergrund","7.01","7.5","284","6.72","7.3"
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","7.69","7.5","63","7.02","8.36"
"2010","(Fach-)Abitur","kein Migrationshintergrund","6.92","6.5","712","6.73","7.11"
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","6.76","7.5","98","6.23","7.29"
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","kein Migrationshintergrund","5.46","6.5","71","4.62","6.3"
"2010","AkademikerIn","direkter Migrationshintergrund","6.45","7.5","256","6.09","6.81"
"2010","AkademikerIn","indirekter Migrationshintergrund","6.65","6.5","85","6.15","7.15"
"2010","AkademikerIn","kein Migrationshintergrund","7.13","7.5","1315","6.99","7.27"
"2010","Hauptschule","direkter Migrationshintergrund","6.48","6.5","515","6.23","6.73"
"2010","Hauptschule","indirekter Migrationshintergrund","6.72","7.5","137","6.24","7.2"
"2010","Hauptschule","kein Migrationshintergrund","6.13","6.5","1110","5.97","6.29"
"2010","Realschule","direkter Migrationshintergrund","7.8","8.5","116","7.34","8.26"
"2010","Realschule","indirekter Migrationshintergrund","6.94","7.5","147","6.48","7.4"
"2010","Realschule","kein Migrationshintergrund","6.98","7.5","1867","6.87","7.09"
"2011","(Fach-)Abitur","direkter Migrationshintergrund","7.41","7.5","261","7.11","7.71"
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","7.64","7.5","76","7.13","8.15"
"2011","(Fach-)Abitur","kein Migrationshintergrund","6.96","7.5","781","6.79","7.13"
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","7.84","7.5","80","7.37","8.31"
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","7.07","8.5","63","6.45","7.69"
"2011","AkademikerIn","direkter Migrationshintergrund","6.87","7.5","244","6.57","7.17"
"2011","AkademikerIn","indirekter Migrationshintergrund","7.32","7.5","101","6.82","7.82"
"2011","AkademikerIn","kein Migrationshintergrund","6.93","7.5","1444","6.81","7.05"
"2011","Hauptschule","direkter Migrationshintergrund","7.23","7.5","458","7.03","7.43"
"2011","Hauptschule","indirekter Migrationshintergrund","6.8","7.5","127","6.33","7.27"
"2011","Hauptschule","kein Migrationshintergrund","6.27","6.5","1162","6.12","6.42"
"2011","Realschule","direkter Migrationshintergrund","7.51","7.5","128","7.06","7.96"
"2011","Realschule","indirekter Migrationshintergrund","6.8","7.5","146","6.38","7.22"
"2011","Realschule","kein Migrationshintergrund","7.2","7.5","1971","7.1","7.3"
"2012","(Fach-)Abitur","direkter Migrationshintergrund","7.32","7.5","253","7.04","7.6"
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","7.54","7.5","77","7.06","8.02"
"2012","(Fach-)Abitur","kein Migrationshintergrund","7.5","7.5","731","7.35","7.65"
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","6.87","6.5","83","6.28","7.46"
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","kein Migrationshintergrund","7.14","7.5","67","6.46","7.82"
"2012","AkademikerIn","direkter Migrationshintergrund","7.3","7.5","233","7","7.6"
"2012","AkademikerIn","indirekter Migrationshintergrund","7.07","7.5","91","6.59","7.55"
"2012","AkademikerIn","kein Migrationshintergrund","7.46","7.5","1335","7.35","7.57"
"2012","Hauptschule","direkter Migrationshintergrund","7.33","7.5","437","7.11","7.55"
"2012","Hauptschule","indirekter Migrationshintergrund","7.96","7.5","122","7.59","8.33"
"2012","Hauptschule","kein Migrationshintergrund","6.62","7.5","1103","6.47","6.77"
"2012","Realschule","direkter Migrationshintergrund","7.23","7.5","126","6.83","7.63"
"2012","Realschule","indirekter Migrationshintergrund","7.37","7.5","125","6.97","7.77"
"2012","Realschule","kein Migrationshintergrund","7.09","7.5","1834","6.99","7.19"
"2013","(Fach-)Abitur","direkter Migrationshintergrund","7.19","7.5","226","6.92","7.46"
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","7.35","7.5","60","6.72","7.98"
"2013","(Fach-)Abitur","kein Migrationshintergrund","7.5","7.5","679","7.34","7.66"
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","7.78","7.5","69","7.26","8.3"
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","kein Migrationshintergrund","6.46","6.5","64","5.69","7.23"
"2013","AkademikerIn","direkter Migrationshintergrund","6.85","7.5","221","6.56","7.14"
"2013","AkademikerIn","indirekter Migrationshintergrund","7.47","7.5","83","6.96","7.98"
"2013","AkademikerIn","kein Migrationshintergrund","7.4","7.5","1235","7.28","7.52"
"2013","Hauptschule","direkter Migrationshintergrund","6.9","7.5","390","6.68","7.12"
"2013","Hauptschule","indirekter Migrationshintergrund","7.4","7.5","107","6.94","7.86"
