year,age_gr,regtyp,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82898,2157,2552,0.81437,0.84360
1994,46-65 y.,Urban regions,Disabled (> 30%),0.16731,395,2552,0.15282,0.18179
1994,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84974,1153,1306,0.83035,0.86913
1994,46-65 y.,Rural regions,Disabled (> 30%),0.13507,153,1306,0.11652,0.15361
1994,66 and older,Urban regions,Not Disabled (<= 30%),0.69566,688,966,0.66663,0.72469
1994,66 and older,Urban regions,Disabled (> 30%),0.29823,278,966,0.26937,0.32710
1994,66 and older,Rural regions,Not Disabled (<= 30%),0.76863,400,514,0.73214,0.80512
1994,66 and older,Rural regions,Disabled (> 30%),0.21564,114,514,0.18005,0.25123
1995,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97850,2184,2218,0.97246,0.98454
1995,17-29 y.,Urban regions,Disabled (> 30%),0.01417,34,2218,0.00925,0.01909
1995,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98427,1110,1110,0.97695,0.99160
1995,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95329,2749,2867,0.94557,0.96102
1995,30-45 y.,Urban regions,Disabled (> 30%),0.04104,118,2867,0.03377,0.04830
1995,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94810,1491,1549,0.93705,0.95915
1995,30-45 y.,Rural regions,Disabled (> 30%),0.04334,58,1549,0.03319,0.05348
1995,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81214,2142,2547,0.79697,0.82731
1995,46-65 y.,Urban regions,Disabled (> 30%),0.16826,405,2547,0.15373,0.18279
1995,46-65 y.,Rural regions,Not Disabled (<= 30%),0.82849,1181,1354,0.80840,0.84857
1995,46-65 y.,Rural regions,Disabled (> 30%),0.15744,173,1354,0.13803,0.17684
1995,66 and older,Urban regions,Not Disabled (<= 30%),0.65158,684,1000,0.62204,0.68113
1995,66 and older,Urban regions,Disabled (> 30%),0.33767,316,1000,0.30834,0.36699
1995,66 and older,Rural regions,Not Disabled (<= 30%),0.77179,397,508,0.73526,0.80832
1995,66 and older,Rural regions,Disabled (> 30%),0.21679,111,508,0.18092,0.25266
1996,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98370,2038,2069,0.97824,0.98916
1996,17-29 y.,Urban regions,Disabled (> 30%),0.01503,31,2069,0.00979,0.02028
1996,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98935,1077,1077,0.98322,0.99548
1996,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95689,2785,2895,0.94949,0.96429
1996,30-45 y.,Urban regions,Disabled (> 30%),0.04099,110,2895,0.03377,0.04822
1996,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95084,1470,1530,0.94000,0.96168
1996,30-45 y.,Rural regions,Disabled (> 30%),0.04805,60,1530,0.03733,0.05877
1996,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81503,2093,2503,0.79982,0.83025
1996,46-65 y.,Urban regions,Disabled (> 30%),0.17649,410,2503,0.16155,0.19143
1996,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83858,1192,1373,0.81911,0.85804
1996,46-65 y.,Rural regions,Disabled (> 30%),0.15739,181,1373,0.13812,0.17666
1996,66 and older,Urban regions,Not Disabled (<= 30%),0.68825,725,1028,0.65992,0.71658
1996,66 and older,Urban regions,Disabled (> 30%),0.31134,303,1028,0.28302,0.33966
1996,66 and older,Rural regions,Not Disabled (<= 30%),0.72567,387,512,0.68699,0.76436
1996,66 and older,Rural regions,Disabled (> 30%),0.25777,125,512,0.21985,0.29570
1997,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98199,1939,1939,0.97607,0.98791
1997,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98435,1038,1038,0.97680,0.99190
1997,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95794,2758,2866,0.95059,0.96529
1997,30-45 y.,Urban regions,Disabled (> 30%),0.04020,108,2866,0.03301,0.04740
1997,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94576,1424,1484,0.93423,0.95729
1997,30-45 y.,Rural regions,Disabled (> 30%),0.04581,60,1484,0.03516,0.05645
1997,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81045,2047,2456,0.79494,0.82595
1997,46-65 y.,Urban regions,Disabled (> 30%),0.17805,409,2456,0.16291,0.19318
1997,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84048,1187,1366,0.82105,0.85990
1997,46-65 y.,Rural regions,Disabled (> 30%),0.15312,179,1366,0.13402,0.17222
1997,66 and older,Urban regions,Not Disabled (<= 30%),0.70378,761,1048,0.67612,0.73144
1997,66 and older,Urban regions,Disabled (> 30%),0.29446,287,1048,0.26685,0.32207
1997,66 and older,Rural regions,Not Disabled (<= 30%),0.73878,401,526,0.70121,0.77636
1997,66 and older,Rural regions,Disabled (> 30%),0.25359,125,526,0.21637,0.29081
1998,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98303,2026,2026,0.97740,0.98865
1998,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98452,1087,1087,0.97718,0.99186
1998,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96666,3065,3171,0.96041,0.97291
1998,30-45 y.,Urban regions,Disabled (> 30%),0.03311,106,3171,0.02688,0.03934
1998,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95549,1587,1651,0.94553,0.96544
1998,30-45 y.,Rural regions,Disabled (> 30%),0.04278,64,1651,0.03302,0.05254
1998,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81528,2311,2795,0.80089,0.82967
1998,46-65 y.,Urban regions,Disabled (> 30%),0.17808,484,2795,0.16389,0.19226
1998,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84197,1352,1563,0.82388,0.86006
1998,46-65 y.,Rural regions,Disabled (> 30%),0.14666,211,1563,0.12912,0.16421
1998,66 and older,Urban regions,Not Disabled (<= 30%),0.69171,880,1233,0.66592,0.71749
1998,66 and older,Urban regions,Disabled (> 30%),0.30633,353,1233,0.28059,0.33207
1998,66 and older,Rural regions,Not Disabled (<= 30%),0.73650,471,617,0.70172,0.77129
1998,66 and older,Rural regions,Disabled (> 30%),0.26181,146,617,0.22709,0.29652
1999,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98339,1895,1895,0.97763,0.98914
1999,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98350,1027,1027,0.97571,0.99130
1999,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96867,2989,3092,0.96253,0.97481
1999,30-45 y.,Urban regions,Disabled (> 30%),0.03133,103,3092,0.02519,0.03747
1999,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95805,1557,1620,0.94828,0.96781
1999,30-45 y.,Rural regions,Disabled (> 30%),0.04093,63,1620,0.03128,0.05058
1999,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81441,2198,2674,0.79967,0.82915
1999,46-65 y.,Urban regions,Disabled (> 30%),0.18379,476,2674,0.16911,0.19847
1999,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84949,1293,1503,0.83140,0.86757
1999,46-65 y.,Rural regions,Disabled (> 30%),0.14760,210,1503,0.12966,0.16554
1999,66 and older,Urban regions,Not Disabled (<= 30%),0.68002,838,1179,0.65339,0.70666
1999,66 and older,Urban regions,Disabled (> 30%),0.31733,341,1179,0.29075,0.34391
1999,66 and older,Rural regions,Not Disabled (<= 30%),0.72445,468,614,0.68908,0.75982
1999,66 and older,Rural regions,Disabled (> 30%),0.27069,146,614,0.23552,0.30587
2000,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98005,2860,2902,0.97496,0.98513
2000,17-29 y.,Urban regions,Disabled (> 30%),0.01614,42,2902,0.01155,0.02072
2000,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98389,1643,1643,0.97780,0.98998
2000,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96635,5203,5375,0.96153,0.97117
2000,30-45 y.,Urban regions,Disabled (> 30%),0.03256,172,5375,0.02781,0.03730
2000,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95874,2680,2784,0.95135,0.96613
2000,30-45 y.,Rural regions,Disabled (> 30%),0.04075,104,2784,0.03340,0.04809
2000,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82718,4216,5070,0.81678,0.83759
2000,46-65 y.,Urban regions,Disabled (> 30%),0.17012,854,5070,0.15977,0.18046
2000,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85344,2285,2669,0.84002,0.86686
2000,46-65 y.,Rural regions,Disabled (> 30%),0.14119,384,2669,0.12798,0.15440
2000,66 and older,Urban regions,Not Disabled (<= 30%),0.74005,1749,2332,0.72224,0.75786
2000,66 and older,Urban regions,Disabled (> 30%),0.25739,583,2332,0.23964,0.27514
2000,66 and older,Rural regions,Not Disabled (<= 30%),0.76865,996,1254,0.74530,0.79200
2000,66 and older,Rural regions,Disabled (> 30%),0.22758,258,1254,0.20436,0.25079
2001,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98688,2581,2615,0.98252,0.99124
2001,17-29 y.,Urban regions,Disabled (> 30%),0.01253,34,2615,0.00826,0.01679
2001,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98666,1460,1460,0.98077,0.99255
2001,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96532,4686,4842,0.96017,0.97048
2001,30-45 y.,Urban regions,Disabled (> 30%),0.03299,156,4842,0.02796,0.03802
2001,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95399,2381,2476,0.94574,0.96224
2001,30-45 y.,Rural regions,Disabled (> 30%),0.04325,95,2476,0.03523,0.05126
2001,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82309,3839,4619,0.81209,0.83410
2001,46-65 y.,Urban regions,Disabled (> 30%),0.17398,780,4619,0.16304,0.18491
2001,46-65 y.,Rural regions,Not Disabled (<= 30%),0.85185,2109,2451,0.83778,0.86592
2001,46-65 y.,Rural regions,Disabled (> 30%),0.14166,342,2451,0.12786,0.15547
2001,66 and older,Urban regions,Not Disabled (<= 30%),0.73645,1640,2198,0.71803,0.75487
2001,66 and older,Urban regions,Disabled (> 30%),0.25867,558,2198,0.24036,0.27698
2001,66 and older,Rural regions,Not Disabled (<= 30%),0.80062,973,1181,0.77783,0.82342
2001,66 and older,Rural regions,Disabled (> 30%),0.19140,208,1181,0.16895,0.21385
2002,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98059,2619,2661,0.97534,0.98583
2002,17-29 y.,Urban regions,Disabled (> 30%),0.01865,42,2661,0.01351,0.02379
2002,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98223,1454,1454,0.97544,0.98903
2002,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96578,4846,5002,0.96074,0.97082
2002,30-45 y.,Urban regions,Disabled (> 30%),0.03372,156,5002,0.02872,0.03872
2002,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94742,2331,2432,0.93855,0.95630
2002,30-45 y.,Rural regions,Disabled (> 30%),0.05160,101,2432,0.04281,0.06040
2002,46-65 y.,Urban regions,Not Disabled (<= 30%),0.81783,4418,5234,0.80737,0.82829
2002,46-65 y.,Urban regions,Disabled (> 30%),0.17779,816,5234,0.16743,0.18815
2002,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83208,2219,2592,0.81768,0.84647
2002,46-65 y.,Rural regions,Disabled (> 30%),0.16071,373,2592,0.14657,0.17485
2002,66 and older,Urban regions,Not Disabled (<= 30%),0.72398,1734,2352,0.70591,0.74205
2002,66 and older,Urban regions,Disabled (> 30%),0.27333,618,2352,0.25532,0.29135
2002,66 and older,Rural regions,Not Disabled (<= 30%),0.78966,995,1226,0.76684,0.81248
2002,66 and older,Rural regions,Disabled (> 30%),0.20323,231,1226,0.18070,0.22577
2003,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98234,2572,2615,0.97730,0.98739
2003,17-29 y.,Urban regions,Disabled (> 30%),0.01746,43,2615,0.01244,0.02249
2003,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98546,1371,1371,0.97912,0.99180
2003,30-45 y.,Urban regions,Not Disabled (<= 30%),0.96326,4515,4668,0.95786,0.96866
2003,30-45 y.,Urban regions,Disabled (> 30%),0.03595,153,4668,0.03061,0.04129
2003,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95417,2174,2265,0.94556,0.96279
2003,30-45 y.,Rural regions,Disabled (> 30%),0.04311,91,2265,0.03474,0.05147
2003,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82463,4264,5039,0.81413,0.83513
2003,46-65 y.,Urban regions,Disabled (> 30%),0.17249,775,5039,0.16206,0.18292
2003,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83905,2150,2513,0.82468,0.85342
2003,46-65 y.,Rural regions,Disabled (> 30%),0.15592,363,2513,0.14173,0.17011
2003,66 and older,Urban regions,Not Disabled (<= 30%),0.72622,1774,2390,0.70834,0.74410
2003,66 and older,Urban regions,Disabled (> 30%),0.26918,616,2390,0.25139,0.28697
2003,66 and older,Rural regions,Not Disabled (<= 30%),0.78144,996,1246,0.75849,0.80440
2003,66 and older,Rural regions,Disabled (> 30%),0.21475,250,1246,0.19194,0.23756
2004,17-29 y.,Urban regions,Not Disabled (<= 30%),0.97917,2532,2579,0.97366,0.98469
2004,17-29 y.,Urban regions,Disabled (> 30%),0.01831,47,2579,0.01313,0.02349
2004,17-29 y.,Rural regions,Not Disabled (<= 30%),0.97981,1354,1354,0.97232,0.98731
2004,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95791,4268,4429,0.95199,0.96382
2004,30-45 y.,Urban regions,Disabled (> 30%),0.04123,161,4429,0.03537,0.04708
2004,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94915,2004,2094,0.93974,0.95856
2004,30-45 y.,Rural regions,Disabled (> 30%),0.04998,90,2094,0.04065,0.05932
2004,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82105,4108,4867,0.81028,0.83182
2004,46-65 y.,Urban regions,Disabled (> 30%),0.17714,759,4867,0.16642,0.18787
2004,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84174,2136,2487,0.82739,0.85608
2004,46-65 y.,Rural regions,Disabled (> 30%),0.15609,351,2487,0.14182,0.17036
2004,66 and older,Urban regions,Not Disabled (<= 30%),0.72706,1823,2456,0.70944,0.74468
2004,66 and older,Urban regions,Disabled (> 30%),0.26868,633,2456,0.25115,0.28622
2004,66 and older,Rural regions,Not Disabled (<= 30%),0.77174,1018,1287,0.74880,0.79468
2004,66 and older,Rural regions,Disabled (> 30%),0.22156,269,1287,0.19887,0.24426
2005,17-29 y.,Urban regions,Not Disabled (<= 30%),0.98157,2482,2517,0.97631,0.98682
2005,17-29 y.,Urban regions,Disabled (> 30%),0.01586,35,2517,0.01098,0.02074
2005,17-29 y.,Rural regions,Not Disabled (<= 30%),0.98249,1288,1288,0.97532,0.98965
2005,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95502,3972,4133,0.94870,0.96134
2005,30-45 y.,Urban regions,Disabled (> 30%),0.04428,161,4133,0.03801,0.05055
2005,30-45 y.,Rural regions,Not Disabled (<= 30%),0.94602,1860,1951,0.93599,0.95605
2005,30-45 y.,Rural regions,Disabled (> 30%),0.05393,91,1951,0.04390,0.06395
2005,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82416,3884,4605,0.81317,0.83516
2005,46-65 y.,Urban regions,Disabled (> 30%),0.17323,721,4605,0.16230,0.18416
2005,46-65 y.,Rural regions,Not Disabled (<= 30%),0.84017,2047,2395,0.82549,0.85485
2005,46-65 y.,Rural regions,Disabled (> 30%),0.15552,348,2395,0.14100,0.17004
2005,66 and older,Urban regions,Not Disabled (<= 30%),0.72974,1837,2477,0.71224,0.74723
2005,66 and older,Urban regions,Disabled (> 30%),0.26704,640,2477,0.24962,0.28447
2005,66 and older,Rural regions,Not Disabled (<= 30%),0.75982,1000,1274,0.73635,0.78328
2005,66 and older,Rural regions,Disabled (> 30%),0.23523,274,1274,0.21193,0.25853
2006,17-29 y.,Urban regions,Not Disabled (<= 30%),0.92466,2364,2400,0.91410,0.93523
2006,17-29 y.,Urban regions,Disabled (> 30%),0.02019,36,2400,0.01456,0.02582
2006,17-29 y.,Rural regions,Not Disabled (<= 30%),0.90758,1256,1256,0.89156,0.92361
2006,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95215,4054,4218,0.94570,0.95859
2006,30-45 y.,Urban regions,Disabled (> 30%),0.04657,164,4218,0.04021,0.05293
2006,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95081,1973,2057,0.94146,0.96016
2006,30-45 y.,Rural regions,Disabled (> 30%),0.04764,84,2057,0.03843,0.05685
2006,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82561,4174,4927,0.81502,0.83621
2006,46-65 y.,Urban regions,Disabled (> 30%),0.17047,753,4927,0.15997,0.18098
2006,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83911,2247,2630,0.82506,0.85315
2006,46-65 y.,Rural regions,Disabled (> 30%),0.15641,383,2630,0.14253,0.17030
2006,66 and older,Urban regions,Not Disabled (<= 30%),0.71374,2104,2867,0.69719,0.73028
2006,66 and older,Urban regions,Disabled (> 30%),0.28166,763,2867,0.26519,0.29813
2006,66 and older,Rural regions,Not Disabled (<= 30%),0.76888,1220,1544,0.74785,0.78992
2006,66 and older,Rural regions,Disabled (> 30%),0.22311,324,1544,0.20233,0.24388
2007,17-29 y.,Urban regions,Not Disabled (<= 30%),0.90543,2190,2190,0.89318,0.91769
2007,17-29 y.,Rural regions,Not Disabled (<= 30%),0.89786,1160,1160,0.88043,0.91530
2007,30-45 y.,Urban regions,Not Disabled (<= 30%),0.95135,3662,3820,0.94453,0.95817
2007,30-45 y.,Urban regions,Disabled (> 30%),0.04841,158,3820,0.04160,0.05522
2007,30-45 y.,Rural regions,Not Disabled (<= 30%),0.95378,1812,1888,0.94430,0.96325
2007,30-45 y.,Rural regions,Disabled (> 30%),0.04518,76,1888,0.03581,0.05455
2007,46-65 y.,Urban regions,Not Disabled (<= 30%),0.82495,3863,4562,0.81392,0.83598
2007,46-65 y.,Urban regions,Disabled (> 30%),0.17106,699,4562,0.16013,0.18199
2007,46-65 y.,Rural regions,Not Disabled (<= 30%),0.83060,2105,2478,0.81583,0.84537
2007,46-65 y.,Rural regions,Disabled (> 30%),0.16276,373,2478,0.14823,0.17730
2007,66 and older,Urban regions,Not Disabled (<= 30%),0.72103,2089,2820,0.70448,0.73759
2007,66 and older,Urban regions,Disabled (> 30%),0.27525,731,2820,0.25876,0.29174
2007,66 and older,Rural regions,Not Disabled (<= 30%),0.78338,1199,1507,0.76258,0.80419
2007,66 and older,Rural regions,Disabled (> 30%),0.21238,308,1507,0.19172,0.23303
2008,17-29 y.,Urban regions,Not Disabled (<= 30%),0.91312,2057,2057,0.90094,0.92529
2008,17-29 y.,Rural regions,Not Disabled (<= 30%),0.89830,1049,1049,0.88000,0.91660
