year,age_gr,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,30-45 y.,West,Disabled (> 30%),0.03685,197,5676,0.03194,0.04175
2001,30-45 y.,East,Not Disabled (<= 30%),0.96318,1588,1642,0.95406,0.97229
2001,30-45 y.,East,Disabled (> 30%),0.03284,54,1642,0.02421,0.04146
2001,46-65 y.,West,Not Disabled (<= 30%),0.82778,4372,5241,0.81755,0.83800
2001,46-65 y.,West,Disabled (> 30%),0.16910,869,5241,0.15895,0.17925
2001,46-65 y.,East,Not Disabled (<= 30%),0.85031,1576,1829,0.83395,0.86666
2001,46-65 y.,East,Disabled (> 30%),0.14179,253,1829,0.12580,0.15779
2001,66 and older,West,Not Disabled (<= 30%),0.73500,1902,2549,0.71786,0.75214
2001,66 and older,West,Disabled (> 30%),0.26057,647,2549,0.24353,0.27762
2001,66 and older,East,Not Disabled (<= 30%),0.84845,711,830,0.82404,0.87286
2001,66 and older,East,Disabled (> 30%),0.13973,119,830,0.11613,0.16333
2002,17-29 y.,West,Not Disabled (<= 30%),0.98031,3012,3064,0.97539,0.98523
2002,17-29 y.,West,Disabled (> 30%),0.01906,52,3064,0.01422,0.02390
2002,17-29 y.,East,Not Disabled (<= 30%),0.98446,1061,1061,0.97701,0.99190
2002,30-45 y.,West,Not Disabled (<= 30%),0.95882,5646,5854,0.95373,0.96391
2002,30-45 y.,West,Disabled (> 30%),0.04088,208,5854,0.03581,0.04595
2002,30-45 y.,East,Not Disabled (<= 30%),0.96544,1531,1580,0.95643,0.97445
2002,30-45 y.,East,Disabled (> 30%),0.03224,49,1580,0.02353,0.04095
2002,46-65 y.,West,Not Disabled (<= 30%),0.82234,5046,5959,0.81264,0.83205
2002,46-65 y.,West,Disabled (> 30%),0.17380,913,5959,0.16417,0.18342
2002,46-65 y.,East,Not Disabled (<= 30%),0.82219,1591,1867,0.80484,0.83954
2002,46-65 y.,East,Disabled (> 30%),0.16652,276,1867,0.14961,0.18342
2002,66 and older,West,Not Disabled (<= 30%),0.72315,1989,2694,0.70625,0.74005
2002,66 and older,West,Disabled (> 30%),0.27284,705,2694,0.25601,0.28966
2002,66 and older,East,Not Disabled (<= 30%),0.83145,740,884,0.80676,0.85614
2002,66 and older,East,Disabled (> 30%),0.16408,144,884,0.13965,0.18850
2003,17-29 y.,West,Not Disabled (<= 30%),0.98331,2887,2936,0.97868,0.98795
2003,17-29 y.,West,Disabled (> 30%),0.01652,49,2936,0.01191,0.02114
2003,17-29 y.,East,Not Disabled (<= 30%),0.98346,1056,1056,0.97576,0.99115
2003,30-45 y.,West,Not Disabled (<= 30%),0.95922,5248,5447,0.95397,0.96448
2003,30-45 y.,West,Disabled (> 30%),0.04012,199,5447,0.03491,0.04533
2003,30-45 y.,East,Not Disabled (<= 30%),0.96625,1441,1486,0.95706,0.97543
2003,30-45 y.,East,Disabled (> 30%),0.02879,45,1486,0.02029,0.03730
2003,46-65 y.,West,Not Disabled (<= 30%),0.82908,4828,5687,0.81929,0.83886
2003,46-65 y.,West,Disabled (> 30%),0.16882,859,5687,0.15908,0.17855
2003,46-65 y.,East,Not Disabled (<= 30%),0.82987,1586,1865,0.81281,0.84693
2003,46-65 y.,East,Disabled (> 30%),0.16050,279,1865,0.14383,0.17716
2003,66 and older,West,Not Disabled (<= 30%),0.72264,2010,2730,0.70584,0.73944
2003,66 and older,West,Disabled (> 30%),0.27328,720,2730,0.25656,0.29000
2003,66 and older,East,Not Disabled (<= 30%),0.83006,760,906,0.80559,0.85453
2003,66 and older,East,Disabled (> 30%),0.16456,146,906,0.14040,0.18872
2004,17-29 y.,West,Not Disabled (<= 30%),0.98092,2832,2881,0.97593,0.98592
2004,17-29 y.,West,Disabled (> 30%),0.01695,49,2881,0.01223,0.02166
2004,17-29 y.,East,Not Disabled (<= 30%),0.97346,1054,1054,0.96376,0.98317
2004,30-45 y.,West,Not Disabled (<= 30%),0.95547,4951,5153,0.94983,0.96110
2004,30-45 y.,West,Disabled (> 30%),0.04396,202,5153,0.03836,0.04956
2004,30-45 y.,East,Not Disabled (<= 30%),0.95441,1321,1370,0.94336,0.96546
2004,30-45 y.,East,Disabled (> 30%),0.04324,49,1370,0.03246,0.05401
2004,46-65 y.,West,Not Disabled (<= 30%),0.82548,4694,5535,0.81548,0.83548
2004,46-65 y.,West,Disabled (> 30%),0.17289,841,5535,0.16293,0.18285
2004,46-65 y.,East,Not Disabled (<= 30%),0.83745,1550,1819,0.82049,0.85441
2004,46-65 y.,East,Disabled (> 30%),0.15931,269,1819,0.14249,0.17614
2004,66 and older,West,Not Disabled (<= 30%),0.71969,2050,2798,0.70304,0.73634
2004,66 and older,West,Disabled (> 30%),0.27600,748,2798,0.25943,0.29257
2004,66 and older,East,Not Disabled (<= 30%),0.82861,791,945,0.80457,0.85265
2004,66 and older,East,Disabled (> 30%),0.16339,154,945,0.13981,0.18698
2005,17-29 y.,West,Not Disabled (<= 30%),0.98083,2766,2810,0.97576,0.98590
2005,17-29 y.,West,Disabled (> 30%),0.01716,44,2810,0.01236,0.02197
2005,17-29 y.,East,Not Disabled (<= 30%),0.98596,1004,1004,0.97868,0.99324
2005,30-45 y.,West,Not Disabled (<= 30%),0.95069,4586,4790,0.94455,0.95682
2005,30-45 y.,West,Disabled (> 30%),0.04873,204,4790,0.04263,0.05483
2005,30-45 y.,East,Not Disabled (<= 30%),0.96059,1246,1294,0.94999,0.97120
2005,30-45 y.,East,Disabled (> 30%),0.03930,48,1294,0.02871,0.04989
2005,46-65 y.,West,Not Disabled (<= 30%),0.83125,4441,5238,0.82111,0.84140
2005,46-65 y.,West,Disabled (> 30%),0.16612,797,5238,0.15604,0.17620
2005,46-65 y.,East,Not Disabled (<= 30%),0.82144,1490,1762,0.80355,0.83933
2005,46-65 y.,East,Disabled (> 30%),0.17310,272,1762,0.15543,0.19077
2005,66 and older,West,Not Disabled (<= 30%),0.72353,2054,2797,0.70695,0.74011
2005,66 and older,West,Disabled (> 30%),0.27305,743,2797,0.25654,0.28957
2005,66 and older,East,Not Disabled (<= 30%),0.80193,783,954,0.77663,0.82723
2005,66 and older,East,Disabled (> 30%),0.19288,171,954,0.16783,0.21793
2006,17-29 y.,West,Not Disabled (<= 30%),0.92415,2673,2716,0.91419,0.93411
2006,17-29 y.,West,Disabled (> 30%),0.01812,43,2716,0.01310,0.02313
2006,17-29 y.,East,Not Disabled (<= 30%),0.89954,947,947,0.88038,0.91869
2006,30-45 y.,West,Not Disabled (<= 30%),0.95154,4759,4958,0.94556,0.95752
2006,30-45 y.,West,Disabled (> 30%),0.04740,199,4958,0.04148,0.05331
2006,30-45 y.,East,Not Disabled (<= 30%),0.95278,1268,1317,0.94132,0.96424
2006,30-45 y.,East,Disabled (> 30%),0.04430,49,1317,0.03318,0.05542
2006,46-65 y.,West,Not Disabled (<= 30%),0.83044,4839,5698,0.82070,0.84019
2006,46-65 y.,West,Disabled (> 30%),0.16608,859,5698,0.15641,0.17574
2006,46-65 y.,East,Not Disabled (<= 30%),0.82863,1582,1859,0.81149,0.84576
2006,46-65 y.,East,Disabled (> 30%),0.16468,277,1859,0.14782,0.18155
2006,66 and older,West,Not Disabled (<= 30%),0.71563,2409,3291,0.70022,0.73105
2006,66 and older,West,Disabled (> 30%),0.27906,882,3291,0.26374,0.29439
2006,66 and older,East,Not Disabled (<= 30%),0.79473,915,1120,0.77107,0.81840
2006,66 and older,East,Disabled (> 30%),0.19793,205,1120,0.17459,0.22128
2007,17-29 y.,West,Not Disabled (<= 30%),0.90183,2463,2497,0.89015,0.91350
2007,17-29 y.,West,Disabled (> 30%),0.01555,34,2497,0.01070,0.02040
2007,17-29 y.,East,Not Disabled (<= 30%),0.90719,887,887,0.88808,0.92630
2007,30-45 y.,West,Not Disabled (<= 30%),0.95113,4297,4487,0.94482,0.95744
2007,30-45 y.,West,Disabled (> 30%),0.04830,190,4487,0.04202,0.05457
2007,30-45 y.,East,Not Disabled (<= 30%),0.95703,1177,1221,0.94565,0.96841
2007,30-45 y.,East,Disabled (> 30%),0.04297,44,1221,0.03159,0.05435
2007,46-65 y.,West,Not Disabled (<= 30%),0.82709,4475,5279,0.81689,0.83729
2007,46-65 y.,West,Disabled (> 30%),0.16774,804,5279,0.15766,0.17782
2007,46-65 y.,East,Not Disabled (<= 30%),0.82585,1493,1761,0.80813,0.84357
2007,46-65 y.,East,Disabled (> 30%),0.17046,268,1761,0.15289,0.18802
2007,66 and older,West,Not Disabled (<= 30%),0.72363,2364,3210,0.70816,0.73911
2007,66 and older,West,Disabled (> 30%),0.27232,846,3210,0.25691,0.28772
2007,66 and older,East,Not Disabled (<= 30%),0.81121,924,1117,0.78825,0.83417
2007,66 and older,East,Disabled (> 30%),0.18554,193,1117,0.16273,0.20835
2008,17-29 y.,West,Not Disabled (<= 30%),0.90320,2297,2333,0.89120,0.91520
2008,17-29 y.,West,Disabled (> 30%),0.01719,36,2333,0.01192,0.02247
2008,17-29 y.,East,Not Disabled (<= 30%),0.92965,809,809,0.91202,0.94729
2008,30-45 y.,West,Not Disabled (<= 30%),0.95031,3854,4021,0.94359,0.95702
2008,30-45 y.,West,Disabled (> 30%),0.04957,167,4021,0.04286,0.05628
2008,30-45 y.,East,Not Disabled (<= 30%),0.95559,1110,1144,0.94364,0.96753
2008,30-45 y.,East,Disabled (> 30%),0.03846,34,1144,0.02731,0.04961
2008,46-65 y.,West,Not Disabled (<= 30%),0.83392,4248,5001,0.82361,0.84424
2008,46-65 y.,West,Disabled (> 30%),0.16293,753,5001,0.15269,0.17317
2008,46-65 y.,East,Not Disabled (<= 30%),0.83858,1429,1677,0.82097,0.85620
2008,46-65 y.,East,Disabled (> 30%),0.15631,248,1677,0.13893,0.17370
2008,66 and older,West,Not Disabled (<= 30%),0.73351,2368,3168,0.71811,0.74891
2008,66 and older,West,Disabled (> 30%),0.26319,800,3168,0.24786,0.27853
2008,66 and older,East,Not Disabled (<= 30%),0.81274,918,1113,0.78981,0.83567
2008,66 and older,East,Disabled (> 30%),0.18364,195,1113,0.16088,0.20640
2009,17-29 y.,West,Not Disabled (<= 30%),0.91168,2100,2131,0.89963,0.92373
2009,17-29 y.,West,Disabled (> 30%),0.01535,31,2131,0.01013,0.02057
2009,17-29 y.,East,Not Disabled (<= 30%),0.95360,708,708,0.93809,0.96910
2009,30-45 y.,West,Not Disabled (<= 30%),0.94869,3454,3606,0.94148,0.95589
2009,30-45 y.,West,Disabled (> 30%),0.04931,152,3606,0.04224,0.05638
2009,30-45 y.,East,Not Disabled (<= 30%),0.95180,1028,1065,0.93893,0.96467
2009,30-45 y.,East,Disabled (> 30%),0.04820,37,1065,0.03533,0.06107
2009,46-65 y.,West,Not Disabled (<= 30%),0.83190,3962,4672,0.82118,0.84263
2009,46-65 y.,West,Disabled (> 30%),0.16485,710,4672,0.15421,0.17549
2009,46-65 y.,East,Not Disabled (<= 30%),0.84718,1398,1632,0.82972,0.86464
2009,46-65 y.,East,Disabled (> 30%),0.15157,234,1632,0.13416,0.16897
2009,66 and older,West,Not Disabled (<= 30%),0.73566,2281,3038,0.71997,0.75134
2009,66 and older,West,Disabled (> 30%),0.26188,757,3038,0.24624,0.27752
2009,66 and older,East,Not Disabled (<= 30%),0.82422,916,1114,0.80186,0.84659
2009,66 and older,East,Disabled (> 30%),0.17319,198,1114,0.15096,0.19542
2010,17-29 y.,West,Not Disabled (<= 30%),0.91421,2935,2984,0.90416,0.92426
2010,17-29 y.,West,Disabled (> 30%),0.02083,49,2984,0.01571,0.02596
2010,17-29 y.,East,Not Disabled (<= 30%),0.93791,915,915,0.92226,0.95355
2010,30-45 y.,West,Not Disabled (<= 30%),0.95759,7051,7265,0.95296,0.96223
2010,30-45 y.,West,Disabled (> 30%),0.04158,214,7265,0.03699,0.04617
2010,30-45 y.,East,Not Disabled (<= 30%),0.94181,1734,1789,0.93096,0.95266
2010,30-45 y.,East,Disabled (> 30%),0.05594,55,1789,0.04529,0.06659
2010,46-65 y.,West,Not Disabled (<= 30%),0.83291,4505,5252,0.82282,0.84300
2010,46-65 y.,West,Disabled (> 30%),0.16402,747,5252,0.15401,0.17404
2010,46-65 y.,East,Not Disabled (<= 30%),0.83755,1439,1675,0.81988,0.85522
2010,46-65 y.,East,Disabled (> 30%),0.15098,236,1675,0.13383,0.16813
2010,66 and older,West,Not Disabled (<= 30%),0.74049,2234,2950,0.72467,0.75632
2010,66 and older,West,Disabled (> 30%),0.25323,716,2950,0.23753,0.26892
2010,66 and older,East,Not Disabled (<= 30%),0.81496,861,1054,0.79150,0.83841
2010,66 and older,East,Disabled (> 30%),0.17732,193,1054,0.15425,0.20039
2011,17-29 y.,West,Not Disabled (<= 30%),0.90447,3192,3237,0.89434,0.91459
