year,age_gr,bula_h,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,66 and older,Hesse,Not Disabled (<= 30%),0.84827,78,78,0.76814,0.92840
1985,66 and older,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.83330,80,80,0.75111,0.91549
1985,66 and older,Baden-Wuerttemberg,Not Disabled (<= 30%),0.84867,153,153,0.79169,0.90564
1985,66 and older,Bavaria,Not Disabled (<= 30%),0.76110,154,205,0.70258,0.81961
1985,66 and older,Bavaria,Disabled (> 30%),0.22803,51,205,0.17046,0.28561
1987,17-29 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.97025,82,82,0.93326,1.00725
1987,17-29 y.,Hamburg,Not Disabled (<= 30%),0.97974,41,41,0.93609,1.02340
1987,17-29 y.,Lower Saxony,Not Disabled (<= 30%),0.98494,319,319,0.97156,0.99833
1987,17-29 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.98380,800,800,0.97505,0.99256
1987,17-29 y.,Hesse,Not Disabled (<= 30%),0.97775,304,304,0.96114,0.99436
1987,17-29 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.97842,221,221,0.95922,0.99762
1987,17-29 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.97678,578,578,0.96450,0.98907
1987,17-29 y.,Bavaria,Not Disabled (<= 30%),0.97621,486,486,0.96264,0.98977
1987,17-29 y.,Berlin,Not Disabled (<= 30%),0.99522,92,92,0.98105,1.00939
1987,30-45 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.93070,107,107,0.88236,0.97905
1987,30-45 y.,Hamburg,Not Disabled (<= 30%),0.98441,77,77,0.95655,1.01226
1987,30-45 y.,Lower Saxony,Not Disabled (<= 30%),0.94956,289,289,0.92428,0.97483
1987,30-45 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.95431,887,924,0.94083,0.96778
1987,30-45 y.,North Rhine-Westphalia,Disabled (> 30%),0.04423,37,924,0.03097,0.05750
1987,30-45 y.,Hesse,Not Disabled (<= 30%),0.95664,307,307,0.93381,0.97946
1987,30-45 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.96654,169,169,0.93934,0.99373
1987,30-45 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.97350,577,577,0.96038,0.98662
1987,30-45 y.,Bavaria,Not Disabled (<= 30%),0.95531,515,515,0.93745,0.97318
1987,30-45 y.,Berlin,Not Disabled (<= 30%),0.94932,106,106,0.90737,0.99128
1987,46-65 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.83173,80,80,0.74923,0.91422
1987,46-65 y.,Hamburg,Not Disabled (<= 30%),0.86885,58,58,0.78122,0.95648
1987,46-65 y.,Lower Saxony,Not Disabled (<= 30%),0.78254,280,349,0.73920,0.82588
1987,46-65 y.,Lower Saxony,Disabled (> 30%),0.21676,69,349,0.17347,0.26006
1987,46-65 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.75391,672,838,0.72472,0.78309
1987,46-65 y.,North Rhine-Westphalia,Disabled (> 30%),0.23861,166,838,0.20973,0.26748
1987,46-65 y.,Hesse,Not Disabled (<= 30%),0.80321,271,317,0.75937,0.84705
1987,46-65 y.,Hesse,Disabled (> 30%),0.18009,46,317,0.13772,0.22246
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.85295,228,264,0.81015,0.89575
1987,46-65 y.,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.14317,36,264,0.10084,0.18550
1987,46-65 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.86146,542,610,0.83402,0.88889
1987,46-65 y.,Baden-Wuerttemberg,Disabled (> 30%),0.13416,68,610,0.10710,0.16123
1987,46-65 y.,Bavaria,Not Disabled (<= 30%),0.87506,451,506,0.84623,0.90390
1987,46-65 y.,Bavaria,Disabled (> 30%),0.12256,55,506,0.09396,0.15117
1987,46-65 y.,Berlin,Not Disabled (<= 30%),0.71020,88,88,0.61486,0.80553
1987,66 and older,Lower Saxony,Not Disabled (<= 30%),0.83194,104,104,0.75973,0.90415
1987,66 and older,North Rhine-Westphalia,Not Disabled (<= 30%),0.72661,173,243,0.67046,0.78277
1987,66 and older,North Rhine-Westphalia,Disabled (> 30%),0.27339,70,243,0.21723,0.32954
1987,66 and older,Hesse,Not Disabled (<= 30%),0.84816,90,90,0.77361,0.92272
1987,66 and older,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.81459,81,81,0.72943,0.89975
1987,66 and older,Baden-Wuerttemberg,Not Disabled (<= 30%),0.80532,128,159,0.74358,0.86706
1987,66 and older,Baden-Wuerttemberg,Disabled (> 30%),0.18864,31,159,0.12764,0.24964
1987,66 and older,Bavaria,Not Disabled (<= 30%),0.75766,142,186,0.69591,0.81941
1987,66 and older,Bavaria,Disabled (> 30%),0.22436,44,186,0.16425,0.28447
1988,17-29 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.94165,75,75,0.88824,0.99506
1988,17-29 y.,Hamburg,Not Disabled (<= 30%),0.97950,38,38,0.93383,1.02516
1988,17-29 y.,Lower Saxony,Not Disabled (<= 30%),0.98034,304,304,0.96470,0.99597
1988,17-29 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.98975,780,780,0.98267,0.99682
1988,17-29 y.,Hesse,Not Disabled (<= 30%),0.96705,269,269,0.94568,0.98842
1988,17-29 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.96239,212,212,0.93672,0.98806
1988,17-29 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.98130,565,565,0.97013,0.99248
1988,17-29 y.,Bavaria,Not Disabled (<= 30%),0.98059,456,456,0.96792,0.99327
1988,17-29 y.,Berlin,Not Disabled (<= 30%),0.99509,88,88,0.98041,1.00978
1988,30-45 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.94368,105,105,0.89937,0.98799
1988,30-45 y.,Lower Saxony,Not Disabled (<= 30%),0.94384,257,257,0.91563,0.97204
1988,30-45 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.95251,820,856,0.93826,0.96677
1988,30-45 y.,North Rhine-Westphalia,Disabled (> 30%),0.04243,36,856,0.02892,0.05594
1988,30-45 y.,Hesse,Not Disabled (<= 30%),0.96466,294,294,0.94352,0.98580
1988,30-45 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.95960,160,160,0.92900,0.99021
1988,30-45 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.96349,534,534,0.94757,0.97941
1988,30-45 y.,Bavaria,Not Disabled (<= 30%),0.96080,492,492,0.94363,0.97796
1988,30-45 y.,Berlin,Not Disabled (<= 30%),0.95998,95,95,0.92035,0.99960
1988,46-65 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.80776,82,82,0.72195,0.89358
1988,46-65 y.,Hamburg,Not Disabled (<= 30%),0.88420,52,52,0.79638,0.97202
1988,46-65 y.,Lower Saxony,Not Disabled (<= 30%),0.82971,287,343,0.78987,0.86955
1988,46-65 y.,Lower Saxony,Disabled (> 30%),0.16483,56,343,0.12550,0.20415
1988,46-65 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.74538,638,802,0.71521,0.77555
1988,46-65 y.,North Rhine-Westphalia,Disabled (> 30%),0.24701,164,802,0.21715,0.27688
1988,46-65 y.,Hesse,Not Disabled (<= 30%),0.76337,257,314,0.71629,0.81046
1988,46-65 y.,Hesse,Disabled (> 30%),0.21201,57,314,0.16673,0.25729
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.81160,211,256,0.76360,0.85959
1988,46-65 y.,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.18840,45,256,0.14041,0.23640
1988,46-65 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.85846,512,588,0.83026,0.88666
1988,46-65 y.,Baden-Wuerttemberg,Disabled (> 30%),0.14123,76,588,0.11305,0.16940
1988,46-65 y.,Bavaria,Not Disabled (<= 30%),0.85780,432,491,0.82687,0.88872
1988,46-65 y.,Bavaria,Disabled (> 30%),0.13597,59,491,0.10562,0.16631
1988,46-65 y.,Berlin,Not Disabled (<= 30%),0.76393,86,86,0.67365,0.85421
1988,66 and older,Hamburg,Not Disabled (<= 30%),0.86051,31,31,0.73653,0.98449
1988,66 and older,Lower Saxony,Not Disabled (<= 30%),0.81503,97,97,0.73736,0.89270
1988,66 and older,North Rhine-Westphalia,Not Disabled (<= 30%),0.62290,143,230,0.56013,0.68567
1988,66 and older,North Rhine-Westphalia,Disabled (> 30%),0.36846,87,230,0.30598,0.43094
1988,66 and older,Hesse,Not Disabled (<= 30%),0.82343,86,86,0.74237,0.90449
1988,66 and older,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.68978,68,68,0.57901,0.80055
1988,66 and older,Baden-Wuerttemberg,Not Disabled (<= 30%),0.79113,127,161,0.72814,0.85412
1988,66 and older,Baden-Wuerttemberg,Disabled (> 30%),0.20887,34,161,0.14588,0.27186
1988,66 and older,Bavaria,Not Disabled (<= 30%),0.73885,134,182,0.67486,0.80285
1988,66 and older,Bavaria,Disabled (> 30%),0.25461,48,182,0.19115,0.31808
1989,17-29 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.96062,76,76,0.91660,1.00464
1989,17-29 y.,Hamburg,Not Disabled (<= 30%),0.97221,43,43,0.92250,1.02192
1989,17-29 y.,Lower Saxony,Not Disabled (<= 30%),0.97419,282,282,0.95565,0.99273
1989,17-29 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.98873,769,769,0.98126,0.99619
1989,17-29 y.,Hesse,Not Disabled (<= 30%),0.96737,277,277,0.94641,0.98833
1989,17-29 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.98850,207,207,0.97393,1.00306
1989,17-29 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.97555,532,532,0.96242,0.98869
1989,17-29 y.,Bavaria,Not Disabled (<= 30%),0.97971,471,471,0.96696,0.99246
1989,17-29 y.,Berlin,Not Disabled (<= 30%),0.95115,87,87,0.90560,0.99671
1989,30-45 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.91165,91,91,0.85302,0.97029
1989,30-45 y.,Hamburg,Not Disabled (<= 30%),0.97404,62,62,0.93413,1.01394
1989,30-45 y.,Lower Saxony,Not Disabled (<= 30%),0.94723,243,243,0.91906,0.97540
1989,30-45 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.94692,793,831,0.93167,0.96217
1989,30-45 y.,North Rhine-Westphalia,Disabled (> 30%),0.05073,38,831,0.03580,0.06566
1989,30-45 y.,Hesse,Not Disabled (<= 30%),0.97293,286,286,0.95409,0.99177
1989,30-45 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.96199,152,152,0.93149,0.99249
1989,30-45 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.97583,526,526,0.96269,0.98896
1989,30-45 y.,Bavaria,Not Disabled (<= 30%),0.94811,466,466,0.92795,0.96827
1989,30-45 y.,Berlin,Not Disabled (<= 30%),0.94533,91,91,0.89836,0.99230
1989,46-65 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.76297,76,76,0.66672,0.85922
1989,46-65 y.,Hamburg,Not Disabled (<= 30%),0.83819,49,49,0.73401,0.94238
1989,46-65 y.,Lower Saxony,Not Disabled (<= 30%),0.81805,276,332,0.77649,0.85961
1989,46-65 y.,Lower Saxony,Disabled (> 30%),0.17793,56,332,0.13673,0.21913
1989,46-65 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.76353,615,763,0.73336,0.79370
1989,46-65 y.,North Rhine-Westphalia,Disabled (> 30%),0.23136,148,763,0.20142,0.26130
1989,46-65 y.,Hesse,Not Disabled (<= 30%),0.76321,255,314,0.71611,0.81030
1989,46-65 y.,Hesse,Disabled (> 30%),0.22287,59,314,0.17677,0.26898
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.82268,199,238,0.77405,0.87131
1989,46-65 y.,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.17165,39,238,0.12364,0.21966
1989,46-65 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.85228,482,561,0.82290,0.88167
1989,46-65 y.,Baden-Wuerttemberg,Disabled (> 30%),0.14400,79,561,0.11492,0.17308
1989,46-65 y.,Bavaria,Not Disabled (<= 30%),0.85471,413,469,0.82278,0.88663
1989,46-65 y.,Bavaria,Disabled (> 30%),0.14117,56,469,0.10962,0.17272
1989,46-65 y.,Berlin,Not Disabled (<= 30%),0.79849,87,87,0.71371,0.88327
1989,66 and older,Lower Saxony,Not Disabled (<= 30%),0.77952,93,93,0.69481,0.86424
1989,66 and older,North Rhine-Westphalia,Not Disabled (<= 30%),0.58840,137,232,0.52494,0.65186
1989,66 and older,North Rhine-Westphalia,Disabled (> 30%),0.40543,95,232,0.34211,0.46874
1989,66 and older,Hesse,Not Disabled (<= 30%),0.84191,85,85,0.76389,0.91993
1989,66 and older,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.71709,60,60,0.60216,0.83203
1989,66 and older,Baden-Wuerttemberg,Not Disabled (<= 30%),0.76182,123,162,0.69602,0.82762
1989,66 and older,Baden-Wuerttemberg,Disabled (> 30%),0.23650,39,162,0.17086,0.30213
1989,66 and older,Bavaria,Not Disabled (<= 30%),0.71669,130,181,0.65086,0.78252
1989,66 and older,Bavaria,Disabled (> 30%),0.26848,51,181,0.20374,0.33322
1991,17-29 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.96648,79,79,0.92654,1.00643
1991,17-29 y.,Hamburg,Not Disabled (<= 30%),0.98284,34,34,0.93854,1.02715
1991,17-29 y.,Lower Saxony,Not Disabled (<= 30%),0.96724,279,279,0.94632,0.98817
1991,17-29 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.99110,726,726,0.98426,0.99794
1991,17-29 y.,Hesse,Not Disabled (<= 30%),0.97235,245,245,0.95178,0.99292
1991,17-29 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.97627,184,184,0.95422,0.99832
1991,17-29 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.97007,532,532,0.95558,0.98456
1991,17-29 y.,Bavaria,Not Disabled (<= 30%),0.97669,459,459,0.96286,0.99051
1991,17-29 y.,Berlin,Not Disabled (<= 30%),0.98541,157,157,0.96660,1.00423
1991,17-29 y.,Saxony-Anhalt,Not Disabled (<= 30%),0.99374,195,195,0.98264,1.00484
1991,30-45 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.88769,74,74,0.81526,0.96012
1991,30-45 y.,Hamburg,Not Disabled (<= 30%),0.96848,43,43,0.91564,1.02132
1991,30-45 y.,Lower Saxony,Not Disabled (<= 30%),0.95493,236,236,0.92840,0.98145
1991,30-45 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.93965,789,832,0.92345,0.95584
1991,30-45 y.,North Rhine-Westphalia,Disabled (> 30%),0.06035,43,832,0.04416,0.07655
1991,30-45 y.,Hesse,Not Disabled (<= 30%),0.95786,285,285,0.93449,0.98123
1991,30-45 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.96193,178,178,0.93374,0.99012
1991,30-45 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.95511,518,518,0.93726,0.97296
1991,30-45 y.,Bavaria,Not Disabled (<= 30%),0.96611,465,465,0.94964,0.98257
1991,30-45 y.,Berlin,Not Disabled (<= 30%),0.96853,193,193,0.94383,0.99322
1991,46-65 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.85142,86,86,0.77581,0.92703
1991,46-65 y.,Hamburg,Not Disabled (<= 30%),0.86727,43,43,0.76466,0.96988
1991,46-65 y.,Lower Saxony,Not Disabled (<= 30%),0.80692,272,325,0.76394,0.84990
1991,46-65 y.,Lower Saxony,Disabled (> 30%),0.18844,53,325,0.14586,0.23102
1991,46-65 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.77409,586,726,0.74365,0.80453
1991,46-65 y.,North Rhine-Westphalia,Disabled (> 30%),0.21726,140,726,0.18724,0.24727
1991,46-65 y.,Hesse,Not Disabled (<= 30%),0.75917,250,309,0.71142,0.80693
1991,46-65 y.,Hesse,Disabled (> 30%),0.22476,59,309,0.17814,0.27138
1991,46-65 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.79374,167,206,0.73836,0.84913
1991,46-65 y.,"Rhineland-Palatinate, Saarland",Disabled (> 30%),0.20066,39,206,0.14583,0.25548
1991,46-65 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.85821,469,539,0.82873,0.88768
1991,46-65 y.,Baden-Wuerttemberg,Disabled (> 30%),0.13658,70,539,0.10756,0.16559
1991,46-65 y.,Bavaria,Not Disabled (<= 30%),0.84993,399,455,0.81707,0.88278
1991,46-65 y.,Bavaria,Disabled (> 30%),0.15007,56,455,0.11722,0.18293
1991,46-65 y.,Berlin,Not Disabled (<= 30%),0.84516,172,172,0.79094,0.89939
1991,66 and older,Lower Saxony,Not Disabled (<= 30%),0.75073,87,87,0.65930,0.84216
1991,66 and older,North Rhine-Westphalia,Not Disabled (<= 30%),0.57185,140,242,0.50938,0.63432
1991,66 and older,North Rhine-Westphalia,Disabled (> 30%),0.41463,102,242,0.35243,0.47683
1991,66 and older,Hesse,Not Disabled (<= 30%),0.79343,85,85,0.70685,0.88000
1991,66 and older,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.66516,62,62,0.54673,0.78359
1991,66 and older,Baden-Wuerttemberg,Not Disabled (<= 30%),0.73986,124,163,0.67230,0.80741
1991,66 and older,Baden-Wuerttemberg,Disabled (> 30%),0.25307,39,163,0.18612,0.32002
1991,66 and older,Bavaria,Not Disabled (<= 30%),0.70711,142,199,0.64372,0.77050
1991,66 and older,Bavaria,Disabled (> 30%),0.27269,57,199,0.21066,0.33472
1991,66 and older,Berlin,Not Disabled (<= 30%),0.75449,36,36,0.61190,0.89708
1992,17-29 y.,Schleswig-Holstein,Not Disabled (<= 30%),0.95993,63,63,0.91112,1.00875
1992,17-29 y.,Lower Saxony,Not Disabled (<= 30%),0.96679,268,268,0.94530,0.98828
1992,17-29 y.,North Rhine-Westphalia,Not Disabled (<= 30%),0.99192,708,708,0.98532,0.99852
1992,17-29 y.,Hesse,Not Disabled (<= 30%),0.97410,255,255,0.95456,0.99363
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Not Disabled (<= 30%),0.96421,169,169,0.93611,0.99230
1992,17-29 y.,Baden-Wuerttemberg,Not Disabled (<= 30%),0.97381,531,531,0.96022,0.98741
1992,17-29 y.,Bavaria,Not Disabled (<= 30%),0.98695,475,475,0.97673,0.99717
1992,17-29 y.,Berlin,Not Disabled (<= 30%),0.99657,155,155,0.98733,1.00581
1992,17-29 y.,Brandenburg,Not Disabled (<= 30%),0.98345,149,149,0.96289,1.00400
