year,age_gr,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.95844,224,224,0.93225,0.98464
1985,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99048,360,360,0.98044,1.00053
1985,46-65 y.,Primary Level,Not Disabled (<= 30%),0.89104,311,311,0.85635,0.92572
1985,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.83802,862,991,0.81507,0.86097
1985,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.15196,129,991,0.12960,0.17433
1985,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.77667,1176,1459,0.75529,0.79805
1985,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.21301,283,1459,0.19200,0.23403
1985,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.75126,49,49,0.62897,0.87356
1985,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.73482,146,195,0.67271,0.79694
1985,46-65 y.,First Stage of Tertiary Education,Disabled (> 30%),0.26083,49,195,0.19904,0.32262
1985,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.77817,172,212,0.72211,0.83423
1985,46-65 y.,Second Stage of Tertiary Education,Disabled (> 30%),0.20364,40,212,0.14931,0.25798
1985,66 and older,Lower Secondary Level,Not Disabled (<= 30%),0.85597,359,424,0.82251,0.88943
1985,66 and older,Lower Secondary Level,Disabled (> 30%),0.14403,65,424,0.11057,0.17749
1985,66 and older,Upper Secondary Level,Not Disabled (<= 30%),0.77948,395,512,0.74353,0.81543
1985,66 and older,Upper Secondary Level,Disabled (> 30%),0.21606,117,512,0.18038,0.25175
1985,66 and older,First Stage of Tertiary Education,Not Disabled (<= 30%),0.72971,57,57,0.61339,0.84603
1985,66 and older,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.83575,46,46,0.72749,0.94400
1987,17-29 y.,Pre-primary Level,Not Disabled (<= 30%),0.98544,187,187,0.96823,1.00265
1987,17-29 y.,Primary Level,Not Disabled (<= 30%),0.82455,121,121,0.75649,0.89260
1987,17-29 y.,Lower Secondary Level,Not Disabled (<= 30%),0.98742,913,913,0.98019,0.99466
1987,17-29 y.,Upper Secondary Level,Not Disabled (<= 30%),0.98689,1375,1375,0.98088,0.99291
1987,17-29 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97522,104,104,0.94520,1.00524
1987,17-29 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.99725,88,88,0.98624,1.00826
1987,17-29 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.97468,88,88,0.94168,1.00769
1987,30-45 y.,Primary Level,Not Disabled (<= 30%),0.89236,264,264,0.85491,0.92982
1987,30-45 y.,Lower Secondary Level,Not Disabled (<= 30%),0.94057,565,565,0.92105,0.96008
1987,30-45 y.,Upper Secondary Level,Not Disabled (<= 30%),0.95448,1533,1593,0.94425,0.96472
1987,30-45 y.,Upper Secondary Level,Disabled (> 30%),0.03999,60,1593,0.03037,0.04962
1987,30-45 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.98505,94,94,0.96038,1.00971
1987,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.96211,209,209,0.93616,0.98806
1987,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98953,360,360,0.97901,1.00006
1987,46-65 y.,Primary Level,Not Disabled (<= 30%),0.86061,290,290,0.82068,0.90054
1987,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.86049,805,911,0.83798,0.88300
1987,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.12931,106,911,0.10751,0.15112
1987,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.78885,1193,1462,0.76793,0.80978
1987,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.20618,269,1462,0.18544,0.22693
1987,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.78752,43,43,0.66380,0.91123
1987,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.77199,147,191,0.71233,0.83165
1987,46-65 y.,First Stage of Tertiary Education,Disabled (> 30%),0.22459,44,191,0.16525,0.28393
1987,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.86106,198,198,0.81276,0.90936
1987,66 and older,Lower Secondary Level,Not Disabled (<= 30%),0.83352,332,404,0.79715,0.86989
1987,66 and older,Lower Secondary Level,Disabled (> 30%),0.16306,72,404,0.12699,0.19913
1987,66 and older,Upper Secondary Level,Not Disabled (<= 30%),0.76560,381,496,0.72828,0.80292
1987,66 and older,Upper Secondary Level,Disabled (> 30%),0.22589,115,496,0.18906,0.26273
1987,66 and older,First Stage of Tertiary Education,Not Disabled (<= 30%),0.68984,47,47,0.55617,0.82351
1987,66 and older,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.70056,39,39,0.55494,0.84619
1988,17-29 y.,Pre-primary Level,Not Disabled (<= 30%),0.98886,162,162,0.97264,1.00507
1988,17-29 y.,Primary Level,Not Disabled (<= 30%),0.79676,111,111,0.72156,0.87197
1988,17-29 y.,Lower Secondary Level,Not Disabled (<= 30%),0.98556,902,902,0.97777,0.99335
1988,17-29 y.,Upper Secondary Level,Not Disabled (<= 30%),0.98910,1293,1293,0.98344,0.99476
1988,17-29 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.95858,102,102,0.91972,0.99744
1988,17-29 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.99815,77,77,0.98849,1.00781
1988,17-29 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.96794,74,74,0.92753,1.00835
1988,30-45 y.,Primary Level,Not Disabled (<= 30%),0.88692,228,228,0.84573,0.92812
1988,30-45 y.,Lower Secondary Level,Not Disabled (<= 30%),0.94194,511,511,0.92165,0.96224
1988,30-45 y.,Upper Secondary Level,Not Disabled (<= 30%),0.95436,1443,1501,0.94380,0.96492
1988,30-45 y.,Upper Secondary Level,Disabled (> 30%),0.04146,58,1501,0.03137,0.05155
1988,30-45 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97669,88,88,0.94499,1.00840
1988,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.96837,204,204,0.94429,0.99244
1988,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98964,339,339,0.97884,1.00043
1988,46-65 y.,Primary Level,Not Disabled (<= 30%),0.84757,270,305,0.80716,0.88798
1988,46-65 y.,Primary Level,Disabled (> 30%),0.14591,35,305,0.10623,0.18560
1988,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.83885,764,882,0.81457,0.86313
1988,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.15374,118,882,0.12992,0.17756
1988,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.78240,1141,1419,0.76092,0.80387
1988,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.21021,278,1419,0.18900,0.23141
1988,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.81289,43,43,0.69494,0.93084
1988,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.79368,145,181,0.73456,0.85279
1988,46-65 y.,First Stage of Tertiary Education,Disabled (> 30%),0.19786,36,181,0.13966,0.25606
1988,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.86100,197,197,0.81257,0.90943
1988,66 and older,Lower Secondary Level,Not Disabled (<= 30%),0.80339,302,377,0.76321,0.84356
1988,66 and older,Lower Secondary Level,Disabled (> 30%),0.18986,75,377,0.15022,0.22950
1988,66 and older,Upper Secondary Level,Not Disabled (<= 30%),0.70436,346,491,0.66395,0.74476
1988,66 and older,Upper Secondary Level,Disabled (> 30%),0.28599,145,491,0.24598,0.32600
1988,66 and older,First Stage of Tertiary Education,Not Disabled (<= 30%),0.64605,43,43,0.50143,0.79068
1988,66 and older,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.67039,37,37,0.51683,0.82395
1989,17-29 y.,Pre-primary Level,Not Disabled (<= 30%),0.97723,172,172,0.95487,0.99959
1989,17-29 y.,Primary Level,Not Disabled (<= 30%),0.82997,107,107,0.75845,0.90148
1989,17-29 y.,Lower Secondary Level,Not Disabled (<= 30%),0.98593,849,849,0.97801,0.99386
1989,17-29 y.,Upper Secondary Level,Not Disabled (<= 30%),0.98897,1288,1288,0.98326,0.99467
1989,17-29 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97522,118,118,0.94705,1.00339
1989,17-29 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92185,73,73,0.85985,0.98385
1989,30-45 y.,Primary Level,Not Disabled (<= 30%),0.84126,206,206,0.79123,0.89128
1989,30-45 y.,Lower Secondary Level,Not Disabled (<= 30%),0.93814,477,477,0.91650,0.95978
1989,30-45 y.,Upper Secondary Level,Not Disabled (<= 30%),0.95146,1403,1459,0.94043,0.96249
1989,30-45 y.,Upper Secondary Level,Disabled (> 30%),0.04463,56,1459,0.03403,0.05523
1989,30-45 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.96790,90,90,0.93129,1.00452
1989,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.96620,192,192,0.94057,0.99183
1989,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99101,334,334,0.98086,1.00115
1989,46-65 y.,Primary Level,Not Disabled (<= 30%),0.82143,259,299,0.77795,0.86492
1989,46-65 y.,Primary Level,Disabled (> 30%),0.17517,40,299,0.13201,0.21833
1989,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.84460,719,829,0.81993,0.86928
1989,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.14757,110,829,0.12341,0.17173
1989,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.78412,1105,1370,0.76232,0.80591
1989,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.21144,265,1370,0.18981,0.23307
1989,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.76700,40,40,0.63433,0.89968
1989,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.79974,137,170,0.73940,0.86007
1989,46-65 y.,First Stage of Tertiary Education,Disabled (> 30%),0.20026,33,170,0.13993,0.26060
1989,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.83015,192,224,0.78086,0.87943
1989,46-65 y.,Second Stage of Tertiary Education,Disabled (> 30%),0.15788,32,224,0.11002,0.20574
1989,66 and older,Lower Secondary Level,Not Disabled (<= 30%),0.76270,286,374,0.71953,0.80588
1989,66 and older,Lower Secondary Level,Disabled (> 30%),0.22999,88,374,0.18728,0.27269
1989,66 and older,Upper Secondary Level,Not Disabled (<= 30%),0.67935,317,467,0.63698,0.72173
1989,66 and older,Upper Secondary Level,Disabled (> 30%),0.30969,150,467,0.26771,0.35167
1989,66 and older,First Stage of Tertiary Education,Not Disabled (<= 30%),0.65247,42,42,0.50671,0.79823
1989,66 and older,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.72177,39,39,0.57928,0.86425
1991,17-29 y.,Pre-primary Level,Not Disabled (<= 30%),0.96626,158,158,0.93801,0.99450
1991,17-29 y.,Primary Level,Not Disabled (<= 30%),0.85960,132,132,0.80011,0.91909
1991,17-29 y.,Lower Secondary Level,Not Disabled (<= 30%),0.98056,920,920,0.97163,0.98949
1991,17-29 y.,Upper Secondary Level,Not Disabled (<= 30%),0.99102,1859,1859,0.98673,0.99531
1991,17-29 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.96556,166,166,0.93774,0.99339
1991,17-29 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99059,198,198,0.97711,1.00407
1991,30-45 y.,Primary Level,Not Disabled (<= 30%),0.79570,180,180,0.73663,0.85476
1991,30-45 y.,Lower Secondary Level,Not Disabled (<= 30%),0.94539,498,498,0.92541,0.96537
1991,30-45 y.,Upper Secondary Level,Not Disabled (<= 30%),0.95915,2237,2298,0.95106,0.96725
1991,30-45 y.,Upper Secondary Level,Disabled (> 30%),0.03699,61,2298,0.02927,0.04471
1991,30-45 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.96038,120,120,0.92534,0.99543
1991,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.96397,295,295,0.94267,0.98528
1991,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99070,812,812,0.98409,0.99730
1991,46-65 y.,Primary Level,Not Disabled (<= 30%),0.84308,252,289,0.80107,0.88509
1991,46-65 y.,Primary Level,Disabled (> 30%),0.14449,37,289,0.10388,0.18510
1991,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.83280,796,914,0.80859,0.85700
1991,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.16359,118,914,0.13959,0.18758
1991,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.83427,1764,2017,0.81804,0.85050
1991,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.15978,253,2017,0.14379,0.17577
1991,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.80669,50,50,0.69612,0.91726
1991,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.89096,239,239,0.85136,0.93056
1991,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92998,523,523,0.90809,0.95188
1991,66 and older,Lower Secondary Level,Not Disabled (<= 30%),0.81669,408,486,0.78225,0.85113
1991,66 and older,Lower Secondary Level,Disabled (> 30%),0.17882,78,486,0.14472,0.21293
1991,66 and older,Upper Secondary Level,Not Disabled (<= 30%),0.72457,532,695,0.69133,0.75780
1991,66 and older,Upper Secondary Level,Disabled (> 30%),0.26084,163,695,0.22817,0.29351
1991,66 and older,First Stage of Tertiary Education,Not Disabled (<= 30%),0.64719,62,93,0.54954,0.74483
1991,66 and older,First Stage of Tertiary Education,Disabled (> 30%),0.35281,31,93,0.25517,0.45046
1991,66 and older,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.73142,87,87,0.63774,0.82509
1992,17-29 y.,Pre-primary Level,Not Disabled (<= 30%),0.99691,186,186,0.98891,1.00491
1992,17-29 y.,Primary Level,Not Disabled (<= 30%),0.83864,115,115,0.77111,0.90617
1992,17-29 y.,Lower Secondary Level,Not Disabled (<= 30%),0.98765,923,923,0.98052,0.99478
1992,17-29 y.,Upper Secondary Level,Not Disabled (<= 30%),0.98546,1736,1736,0.97982,0.99109
1992,17-29 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.96563,167,167,0.93792,0.99335
1992,17-29 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.99287,103,103,0.97655,1.00920
1992,17-29 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99116,170,170,0.97704,1.00527
1992,30-45 y.,Primary Level,Not Disabled (<= 30%),0.79205,170,170,0.73086,0.85324
1992,30-45 y.,Lower Secondary Level,Not Disabled (<= 30%),0.93173,459,459,0.90864,0.95483
1992,30-45 y.,Upper Secondary Level,Not Disabled (<= 30%),0.95458,2172,2258,0.94599,0.96317
1992,30-45 y.,Upper Secondary Level,Disabled (> 30%),0.04208,86,2258,0.03380,0.05037
1992,30-45 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97549,130,130,0.94880,1.00217
1992,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.96682,304,304,0.94665,0.98699
1992,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98139,810,810,0.97208,0.99070
1992,46-65 y.,Primary Level,Not Disabled (<= 30%),0.78398,236,275,0.73525,0.83270
1992,46-65 y.,Primary Level,Disabled (> 30%),0.19498,39,275,0.14807,0.24189
1992,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.81381,742,875,0.78800,0.83961
1992,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.17758,133,875,0.15224,0.20292
1992,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.80615,1628,1948,0.78859,0.82371
1992,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.18172,320,1948,0.16459,0.19884
1992,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.84443,47,47,0.73969,0.94917
1992,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.87322,227,227,0.82984,0.91660
1992,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.88628,488,541,0.85950,0.91306
1992,46-65 y.,Second Stage of Tertiary Education,Disabled (> 30%),0.10408,53,541,0.07833,0.12984
1992,66 and older,Lower Secondary Level,Not Disabled (<= 30%),0.77805,376,471,0.74049,0.81562
1992,66 and older,Lower Secondary Level,Disabled (> 30%),0.20838,95,471,0.17166,0.24510
1992,66 and older,Upper Secondary Level,Not Disabled (<= 30%),0.68252,498,708,0.64821,0.71683
1992,66 and older,Upper Secondary Level,Disabled (> 30%),0.30547,210,708,0.27152,0.33942
1992,66 and older,First Stage of Tertiary Education,Not Disabled (<= 30%),0.60063,56,90,0.49888,0.70238
1992,66 and older,First Stage of Tertiary Education,Disabled (> 30%),0.39282,34,90,0.29135,0.49428
1992,66 and older,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.64008,70,106,0.54827,0.73189
1992,66 and older,Second Stage of Tertiary Education,Disabled (> 30%),0.35427,36,106,0.26278,0.44575
1994,17-29 y.,Primary Level,Not Disabled (<= 30%),0.88892,92,92,0.82436,0.95348
1994,17-29 y.,Lower Secondary Level,Not Disabled (<= 30%),0.99407,768,768,0.98864,0.99951
1994,17-29 y.,Upper Secondary Level,Not Disabled (<= 30%),0.98077,1620,1620,0.97408,0.98746
1994,17-29 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.99432,172,172,0.98306,1.00558
1994,17-29 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.97787,100,100,0.94889,1.00685
1994,17-29 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99345,163,163,0.98103,1.00587
1994,30-45 y.,Primary Level,Not Disabled (<= 30%),0.81564,146,146,0.75253,0.87876
1994,30-45 y.,Lower Secondary Level,Not Disabled (<= 30%),0.90568,405,405,0.87718,0.93418
1994,30-45 y.,Upper Secondary Level,Not Disabled (<= 30%),0.95801,2140,2229,0.94968,0.96634
1994,30-45 y.,Upper Secondary Level,Disabled (> 30%),0.04199,89,2229,0.03366,0.05032
1994,30-45 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97746,147,147,0.95339,1.00154
1994,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.95959,300,300,0.93727,0.98191
1994,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98063,795,795,0.97104,0.99022
1994,46-65 y.,Primary Level,Not Disabled (<= 30%),0.82877,228,264,0.78324,0.87430
1994,46-65 y.,Primary Level,Disabled (> 30%),0.15979,36,264,0.11551,0.20407
1994,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.81562,674,805,0.78881,0.84242
1994,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.17806,131,805,0.15162,0.20451
1994,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.82678,1635,1926,0.80987,0.84368
1994,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.16574,291,1926,0.14913,0.18235
1994,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.84857,36,36,0.72981,0.96733
1994,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85735,219,219,0.81093,0.90378
1994,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.88641,489,541,0.85964,0.91317
1994,46-65 y.,Second Stage of Tertiary Education,Disabled (> 30%),0.10285,52,541,0.07723,0.12847
1994,66 and older,Lower Secondary Level,Not Disabled (<= 30%),0.77664,369,467,0.73882,0.81445
1994,66 and older,Lower Secondary Level,Disabled (> 30%),0.21426,98,467,0.17700,0.25151
1994,66 and older,Upper Secondary Level,Not Disabled (<= 30%),0.70538,530,735,0.67240,0.73836
1994,66 and older,Upper Secondary Level,Disabled (> 30%),0.28603,205,735,0.25333,0.31872
1994,66 and older,First Stage of Tertiary Education,Not Disabled (<= 30%),0.59331,54,89,0.49068,0.69594
1994,66 and older,First Stage of Tertiary Education,Disabled (> 30%),0.38664,35,89,0.28489,0.48839
1994,66 and older,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.69651,92,129,0.61686,0.77616
1994,66 and older,Second Stage of Tertiary Education,Disabled (> 30%),0.29622,37,129,0.21712,0.37532
1995,17-29 y.,Pre-primary Level,Not Disabled (<= 30%),0.97795,283,283,0.96081,0.99509
1995,17-29 y.,Primary Level,Not Disabled (<= 30%),0.89489,71,71,0.82304,0.96674
1995,17-29 y.,Lower Secondary Level,Not Disabled (<= 30%),0.99166,756,756,0.98518,0.99815
1995,17-29 y.,Upper Secondary Level,Not Disabled (<= 30%),0.97697,1579,1579,0.96957,0.98437
1995,17-29 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.97237,103,103,0.94056,1.00418
1995,17-29 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.99752,171,171,0.99005,1.00500
1995,30-45 y.,Primary Level,Not Disabled (<= 30%),0.81229,135,135,0.74618,0.87841
1995,30-45 y.,Lower Secondary Level,Not Disabled (<= 30%),0.91367,434,434,0.88721,0.94012
1995,30-45 y.,Upper Secondary Level,Not Disabled (<= 30%),0.95020,2273,2371,0.94144,0.95896
1995,30-45 y.,Upper Secondary Level,Disabled (> 30%),0.04106,98,2371,0.03307,0.04905
1995,30-45 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.97720,206,206,0.95676,0.99763
1995,30-45 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.93729,308,308,0.91017,0.96441
1995,30-45 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.98610,829,829,0.97813,0.99408
1995,46-65 y.,Primary Level,Not Disabled (<= 30%),0.83974,225,266,0.79557,0.88391
1995,46-65 y.,Primary Level,Disabled (> 30%),0.15062,41,266,0.10755,0.19368
1995,46-65 y.,Lower Secondary Level,Not Disabled (<= 30%),0.80577,648,772,0.77785,0.83370
1995,46-65 y.,Lower Secondary Level,Disabled (> 30%),0.18018,124,772,0.15305,0.20731
1995,46-65 y.,Upper Secondary Level,Not Disabled (<= 30%),0.80235,1632,1948,0.78467,0.82004
1995,46-65 y.,Upper Secondary Level,Disabled (> 30%),0.17847,316,1948,0.16146,0.19548
1995,46-65 y.,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.85673,53,53,0.76151,0.95196
1995,46-65 y.,First Stage of Tertiary Education,Not Disabled (<= 30%),0.83378,209,209,0.78319,0.88437
1995,46-65 y.,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.87875,522,574,0.85202,0.90547
1995,46-65 y.,Second Stage of Tertiary Education,Disabled (> 30%),0.10681,52,574,0.08152,0.13211
