year,age_gr,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,46-65 y.,Disabled (> 30%),0.16537,584,3981,0.15383,0.17691
1992,66 and older,Not Disabled (<= 30%),0.70483,1038,1427,0.68115,0.72850
1992,66 and older,Disabled (> 30%),0.28236,389,1427,0.25899,0.30572
1994,17-29 y.,Not Disabled (<= 30%),0.98381,3288,3335,0.97952,0.98809
1994,17-29 y.,Disabled (> 30%),0.01347,47,3335,0.00956,0.01738
1994,30-45 y.,Not Disabled (<= 30%),0.95458,3980,4139,0.94824,0.96093
1994,30-45 y.,Disabled (> 30%),0.04315,159,4139,0.03696,0.04934
1994,46-65 y.,Not Disabled (<= 30%),0.83553,3310,3858,0.82383,0.84723
1994,46-65 y.,Disabled (> 30%),0.15715,548,3858,0.14566,0.16863
1994,66 and older,Not Disabled (<= 30%),0.71896,1088,1480,0.69605,0.74187
1994,66 and older,Disabled (> 30%),0.27186,392,1480,0.24919,0.29454
1995,17-29 y.,Not Disabled (<= 30%),0.98035,3294,3340,0.97564,0.98505
1995,17-29 y.,Disabled (> 30%),0.01358,46,3340,0.00965,0.01750
1995,30-45 y.,Not Disabled (<= 30%),0.95170,4240,4416,0.94537,0.95802
1995,30-45 y.,Disabled (> 30%),0.04174,176,4416,0.03584,0.04764
1995,46-65 y.,Not Disabled (<= 30%),0.81743,3323,3901,0.80531,0.82955
1995,46-65 y.,Disabled (> 30%),0.16476,578,3901,0.15312,0.17640
1995,66 and older,Not Disabled (<= 30%),0.68923,1081,1508,0.66587,0.71260
1995,66 and older,Disabled (> 30%),0.29981,427,1508,0.27667,0.32294
1996,17-29 y.,Not Disabled (<= 30%),0.98553,3115,3158,0.98137,0.98970
1996,17-29 y.,Disabled (> 30%),0.01312,43,3158,0.00915,0.01708
1996,30-45 y.,Not Disabled (<= 30%),0.95512,4255,4425,0.94901,0.96122
1996,30-45 y.,Disabled (> 30%),0.04307,170,4425,0.03708,0.04905
1996,46-65 y.,Not Disabled (<= 30%),0.82263,3285,3876,0.81060,0.83466
1996,46-65 y.,Disabled (> 30%),0.17033,591,3876,0.15849,0.18216
1996,66 and older,Not Disabled (<= 30%),0.69971,1112,1540,0.67681,0.72261
1996,66 and older,Disabled (> 30%),0.29493,428,1540,0.27215,0.31772
1997,17-29 y.,Not Disabled (<= 30%),0.98276,2978,3021,0.97811,0.98740
1997,17-29 y.,Disabled (> 30%),0.01461,43,3021,0.01033,0.01889
1997,30-45 y.,Not Disabled (<= 30%),0.95433,4182,4350,0.94813,0.96054
1997,30-45 y.,Disabled (> 30%),0.04186,168,4350,0.03591,0.04782
1997,46-65 y.,Not Disabled (<= 30%),0.82011,3234,3822,0.80794,0.83229
1997,46-65 y.,Disabled (> 30%),0.17002,588,3822,0.15811,0.18193
1997,66 and older,Not Disabled (<= 30%),0.71454,1162,1574,0.69222,0.73686
1997,66 and older,Disabled (> 30%),0.28189,412,1574,0.25966,0.30413
1998,17-29 y.,Not Disabled (<= 30%),0.98350,3113,3161,0.97906,0.98794
1998,17-29 y.,Disabled (> 30%),0.01470,48,3161,0.01051,0.01890
1998,30-45 y.,Not Disabled (<= 30%),0.96326,4652,4822,0.95795,0.96857
1998,30-45 y.,Disabled (> 30%),0.03605,170,4822,0.03079,0.04132
1998,46-65 y.,Not Disabled (<= 30%),0.82386,3663,4358,0.81255,0.83517
1998,46-65 y.,Disabled (> 30%),0.16797,695,4358,0.15687,0.17907
1998,66 and older,Not Disabled (<= 30%),0.70559,1351,1850,0.68482,0.72637
1998,66 and older,Disabled (> 30%),0.29253,499,1850,0.27179,0.31326
1999,17-29 y.,Not Disabled (<= 30%),0.98342,2922,2968,0.97883,0.98802
1999,17-29 y.,Disabled (> 30%),0.01498,46,2968,0.01061,0.01935
1999,30-45 y.,Not Disabled (<= 30%),0.96543,4546,4712,0.96021,0.97064
1999,30-45 y.,Disabled (> 30%),0.03426,166,4712,0.02907,0.03946
1999,46-65 y.,Not Disabled (<= 30%),0.82546,3491,4177,0.81395,0.83697
1999,46-65 y.,Disabled (> 30%),0.17239,686,4177,0.16094,0.18385
1999,66 and older,Not Disabled (<= 30%),0.69395,1306,1793,0.67261,0.71529
1999,66 and older,Disabled (> 30%),0.30271,487,1793,0.28144,0.32398
2000,17-29 y.,Not Disabled (<= 30%),0.98133,4503,4570,0.97741,0.98526
2000,17-29 y.,Disabled (> 30%),0.01487,67,4570,0.01136,0.01838
2000,30-45 y.,Not Disabled (<= 30%),0.96400,7883,8159,0.95996,0.96804
2000,30-45 y.,Disabled (> 30%),0.03509,276,8159,0.03110,0.03908
2000,46-65 y.,Not Disabled (<= 30%),0.83543,6501,7739,0.82717,0.84369
2000,46-65 y.,Disabled (> 30%),0.16103,1238,7739,0.15284,0.16922
2000,66 and older,Not Disabled (<= 30%),0.74939,2745,3586,0.73521,0.76358
2000,66 and older,Disabled (> 30%),0.24765,841,3586,0.23352,0.26178
2001,17-29 y.,Not Disabled (<= 30%),0.98681,4041,4097,0.98331,0.99030
2001,17-29 y.,Disabled (> 30%),0.01280,56,4097,0.00936,0.01624
2001,30-45 y.,Not Disabled (<= 30%),0.96183,7067,7318,0.95744,0.96622
2001,30-45 y.,Disabled (> 30%),0.03615,251,7318,0.03187,0.04043
2001,46-65 y.,Not Disabled (<= 30%),0.83212,5948,7070,0.82341,0.84084
2001,46-65 y.,Disabled (> 30%),0.16383,1122,7070,0.15520,0.17246
2001,66 and older,Not Disabled (<= 30%),0.75765,2613,3379,0.74320,0.77210
2001,66 and older,Disabled (> 30%),0.23644,766,3379,0.22211,0.25077
2002,17-29 y.,Not Disabled (<= 30%),0.98114,4073,4139,0.97700,0.98529
2002,17-29 y.,Disabled (> 30%),0.01832,66,4139,0.01423,0.02240
2002,30-45 y.,Not Disabled (<= 30%),0.95997,7177,7434,0.95551,0.96443
2002,30-45 y.,Disabled (> 30%),0.03938,257,7434,0.03496,0.04380
2002,46-65 y.,Not Disabled (<= 30%),0.82231,6637,7826,0.81384,0.83078
2002,46-65 y.,Disabled (> 30%),0.17242,1189,7826,0.16405,0.18078
2002,66 and older,Not Disabled (<= 30%),0.74510,2729,3578,0.73082,0.75939
2002,66 and older,Disabled (> 30%),0.25079,849,3578,0.23658,0.26499
2003,17-29 y.,Not Disabled (<= 30%),0.98334,3943,4006,0.97938,0.98731
2003,17-29 y.,Disabled (> 30%),0.01653,63,4006,0.01258,0.02048
2003,30-45 y.,Not Disabled (<= 30%),0.96042,6689,6933,0.95583,0.96501
2003,30-45 y.,Disabled (> 30%),0.03818,244,6933,0.03367,0.04269
2003,46-65 y.,Not Disabled (<= 30%),0.82923,6414,7552,0.82074,0.83772
2003,46-65 y.,Disabled (> 30%),0.16721,1138,7552,0.15879,0.17562
2003,66 and older,Not Disabled (<= 30%),0.74403,2770,3636,0.72984,0.75822
2003,66 and older,Disabled (> 30%),0.25163,866,3636,0.23752,0.26573
2004,17-29 y.,Not Disabled (<= 30%),0.97938,3886,3955,0.97496,0.98381
2004,17-29 y.,Disabled (> 30%),0.01893,69,3955,0.01468,0.02317
2004,30-45 y.,Not Disabled (<= 30%),0.95529,6272,6523,0.95028,0.96031
2004,30-45 y.,Disabled (> 30%),0.04384,251,6523,0.03887,0.04881
2004,46-65 y.,Not Disabled (<= 30%),0.82774,6244,7354,0.81911,0.83637
2004,46-65 y.,Disabled (> 30%),0.17033,1110,7354,0.16174,0.17892
2004,66 and older,Not Disabled (<= 30%),0.74148,2841,3743,0.72745,0.75550
2004,66 and older,Disabled (> 30%),0.25348,902,3743,0.23954,0.26741
2005,17-29 y.,Not Disabled (<= 30%),0.98187,3770,3825,0.97764,0.98609
2005,17-29 y.,Disabled (> 30%),0.01640,55,3825,0.01237,0.02042
2005,30-45 y.,Not Disabled (<= 30%),0.95231,5832,6084,0.94695,0.95766
2005,30-45 y.,Disabled (> 30%),0.04719,252,6084,0.04186,0.05252
2005,46-65 y.,Not Disabled (<= 30%),0.82939,5931,7000,0.82058,0.83820
2005,46-65 y.,Disabled (> 30%),0.16745,1069,7000,0.15870,0.17619
2005,66 and older,Not Disabled (<= 30%),0.73933,2837,3751,0.72528,0.75338
2005,66 and older,Disabled (> 30%),0.25690,914,3751,0.24291,0.27088
2006,17-29 y.,Not Disabled (<= 30%),0.91908,3620,3679,0.91027,0.92789
2006,17-29 y.,Disabled (> 30%),0.01984,59,3679,0.01533,0.02435
2006,30-45 y.,Not Disabled (<= 30%),0.95174,6027,6275,0.94644,0.95704
2006,30-45 y.,Disabled (> 30%),0.04690,248,6275,0.04167,0.05213
2006,46-65 y.,Not Disabled (<= 30%),0.83009,6421,7557,0.82162,0.83856
2006,46-65 y.,Disabled (> 30%),0.16581,1136,7557,0.15742,0.17419
2006,66 and older,Not Disabled (<= 30%),0.73179,3324,4411,0.71872,0.74487
2006,66 and older,Disabled (> 30%),0.26249,1087,4411,0.24950,0.27547
2007,17-29 y.,Not Disabled (<= 30%),0.90294,3350,3397,0.89298,0.91290
2007,17-29 y.,Disabled (> 30%),0.01534,47,3397,0.01120,0.01947
2007,30-45 y.,Not Disabled (<= 30%),0.95209,5474,5708,0.94655,0.95763
2007,30-45 y.,Disabled (> 30%),0.04743,234,5708,0.04191,0.05294
2007,46-65 y.,Not Disabled (<= 30%),0.82685,5968,7040,0.81801,0.83569
2007,46-65 y.,Disabled (> 30%),0.16826,1072,7040,0.15952,0.17700
2007,66 and older,Not Disabled (<= 30%),0.74138,3288,4327,0.72833,0.75443
2007,66 and older,Disabled (> 30%),0.25473,1039,4327,0.24175,0.26771
2008,17-29 y.,Not Disabled (<= 30%),0.90825,3106,3155,0.89818,0.91833
2008,17-29 y.,Disabled (> 30%),0.01924,49,3155,0.01444,0.02403
2008,30-45 y.,Not Disabled (<= 30%),0.95118,4964,5165,0.94531,0.95706
2008,30-45 y.,Disabled (> 30%),0.04772,201,5165,0.04191,0.05353
2008,46-65 y.,Not Disabled (<= 30%),0.83480,5677,6678,0.82589,0.84371
2008,46-65 y.,Disabled (> 30%),0.16168,1001,6678,0.15285,0.17051
2008,66 and older,Not Disabled (<= 30%),0.74928,3286,4281,0.73630,0.76227
2008,66 and older,Disabled (> 30%),0.24736,995,4281,0.23443,0.26028
2009,17-29 y.,Not Disabled (<= 30%),0.91950,2808,2853,0.90952,0.92949
2009,17-29 y.,Disabled (> 30%),0.01450,45,2853,0.01011,0.01889
2009,30-45 y.,Not Disabled (<= 30%),0.94921,4482,4671,0.94292,0.95551
2009,30-45 y.,Disabled (> 30%),0.04912,189,4671,0.04292,0.05532
2009,46-65 y.,Not Disabled (<= 30%),0.83482,5360,6304,0.82565,0.84399
2009,46-65 y.,Disabled (> 30%),0.16232,944,6304,0.15322,0.17142
2009,66 and older,Not Disabled (<= 30%),0.75351,3197,4152,0.74040,0.76662
2009,66 and older,Disabled (> 30%),0.24400,955,4152,0.23094,0.25707
2010,17-29 y.,Not Disabled (<= 30%),0.91864,3850,3915,0.91008,0.92721
2010,17-29 y.,Disabled (> 30%),0.02285,65,3915,0.01817,0.02753
2010,30-45 y.,Not Disabled (<= 30%),0.95513,8785,9054,0.95087,0.95940
2010,30-45 y.,Disabled (> 30%),0.04382,269,9054,0.03960,0.04803
2010,46-65 y.,Not Disabled (<= 30%),0.83381,5944,6927,0.82504,0.84257
2010,46-65 y.,Disabled (> 30%),0.16151,983,6927,0.15284,0.17017
2010,66 and older,Not Disabled (<= 30%),0.75493,3095,4004,0.74161,0.76826
2010,66 and older,Disabled (> 30%),0.23851,909,4004,0.22531,0.25171
2011,17-29 y.,Not Disabled (<= 30%),0.90712,4103,4171,0.89831,0.91593
2011,17-29 y.,Disabled (> 30%),0.02089,68,4171,0.01655,0.02523
2011,30-45 y.,Not Disabled (<= 30%),0.95723,9585,9923,0.95325,0.96121
2011,30-45 y.,Disabled (> 30%),0.04235,338,9923,0.03839,0.04631
2011,46-65 y.,Not Disabled (<= 30%),0.83711,7781,9113,0.82953,0.84470
2011,46-65 y.,Disabled (> 30%),0.16046,1332,9113,0.15292,0.16799
2011,66 and older,Not Disabled (<= 30%),0.76350,4002,5134,0.75188,0.77513
2011,66 and older,Disabled (> 30%),0.23366,1132,5134,0.22208,0.24523
2012,17-29 y.,Not Disabled (<= 30%),0.90527,3900,3981,0.89617,0.91437
2012,17-29 y.,Disabled (> 30%),0.02574,81,3981,0.02082,0.03066
2012,30-45 y.,Not Disabled (<= 30%),0.95086,8733,9066,0.94641,0.95531
2012,30-45 y.,Disabled (> 30%),0.04863,333,9066,0.04421,0.05306
2012,46-65 y.,Not Disabled (<= 30%),0.83186,7942,9348,0.82428,0.83944
2012,46-65 y.,Disabled (> 30%),0.16450,1406,9348,0.15698,0.17201
2012,66 and older,Not Disabled (<= 30%),0.76318,4014,5194,0.75161,0.77474
2012,66 and older,Disabled (> 30%),0.23442,1180,5194,0.22289,0.24594
2013,17-29 y.,Not Disabled (<= 30%),0.91214,4944,5024,0.90431,0.91997
2013,17-29 y.,Disabled (> 30%),0.02021,80,5024,0.01632,0.02411
2013,30-45 y.,Not Disabled (<= 30%),0.95372,9987,10351,0.94967,0.95776
2013,30-45 y.,Disabled (> 30%),0.04551,364,10351,0.04150,0.04953
2013,46-65 y.,Not Disabled (<= 30%),0.82414,8669,10171,0.81674,0.83154
2013,46-65 y.,Disabled (> 30%),0.17368,1502,10171,0.16631,0.18104
2013,66 and older,Not Disabled (<= 30%),0.77187,3938,5032,0.76028,0.78347
2013,66 and older,Disabled (> 30%),0.22403,1094,5032,0.21250,0.23555
2014,17-29 y.,Not Disabled (<= 30%),0.90473,4216,4297,0.89595,0.91351
2014,17-29 y.,Disabled (> 30%),0.02670,81,4297,0.02188,0.03152
2014,30-45 y.,Not Disabled (<= 30%),0.95690,8205,8513,0.95258,0.96121
2014,30-45 y.,Disabled (> 30%),0.04229,308,8513,0.03802,0.04657
2014,46-65 y.,Not Disabled (<= 30%),0.81611,7875,9283,0.80823,0.82399
2014,46-65 y.,Disabled (> 30%),0.18003,1408,9283,0.17222,0.18785
2014,66 and older,Not Disabled (<= 30%),0.75932,3781,4941,0.74740,0.77124
2014,66 and older,Disabled (> 30%),0.23849,1160,4941,0.22660,0.25037
2015,17-29 y.,Not Disabled (<= 30%),0.91163,4385,4460,0.90330,0.91996
2015,17-29 y.,Disabled (> 30%),0.02128,75,4460,0.01704,0.02551
2015,30-45 y.,Not Disabled (<= 30%),0.96004,8030,8280,0.95582,0.96425
2015,30-45 y.,Disabled (> 30%),0.03941,250,8280,0.03522,0.04360
2015,46-65 y.,Not Disabled (<= 30%),0.82226,7801,9113,0.81441,0.83011
2015,46-65 y.,Disabled (> 30%),0.17497,1312,9113,0.16716,0.18277
2015,66 and older,Not Disabled (<= 30%),0.76550,3790,4882,0.75361,0.77739
2015,66 and older,Disabled (> 30%),0.22871,1092,4882,0.21692,0.24049
2016,17-29 y.,Not Disabled (<= 30%),0.89514,3798,3863,0.88548,0.90481
2016,17-29 y.,Disabled (> 30%),0.02033,65,3863,0.01588,0.02478
2016,30-45 y.,Not Disabled (<= 30%),0.94800,6859,7091,0.94283,0.95317
2016,30-45 y.,Disabled (> 30%),0.04379,232,7091,0.03903,0.04855
2016,46-65 y.,Not Disabled (<= 30%),0.82769,7387,8583,0.81970,0.83568
2016,46-65 y.,Disabled (> 30%),0.16763,1196,8583,0.15972,0.17553
2016,66 and older,Not Disabled (<= 30%),0.75800,3618,4693,0.74574,0.77025
2016,66 and older,Disabled (> 30%),0.23555,1075,4693,0.22341,0.24769
2017,17-29 y.,Not Disabled (<= 30%),0.88839,4274,4357,0.87903,0.89774
2017,17-29 y.,Disabled (> 30%),0.02267,83,4357,0.01825,0.02709
2017,30-45 y.,Not Disabled (<= 30%),0.94220,6992,7248,0.93683,0.94758
2017,30-45 y.,Disabled (> 30%),0.04422,256,7248,0.03949,0.04895
2017,46-65 y.,Not Disabled (<= 30%),0.82717,8537,9943,0.81974,0.83460
2017,46-65 y.,Disabled (> 30%),0.16758,1406,9943,0.16023,0.17492
2017,66 and older,Not Disabled (<= 30%),0.77630,3863,4943,0.76468,0.78792
2017,66 and older,Disabled (> 30%),0.22026,1080,4943,0.20870,0.23181
2018,17-29 y.,Not Disabled (<= 30%),0.89108,4186,4278,0.88174,0.90042
2018,17-29 y.,Disabled (> 30%),0.02514,92,4278,0.02045,0.02983
2018,30-45 y.,Not Disabled (<= 30%),0.94368,6464,6730,0.93817,0.94919
2018,30-45 y.,Disabled (> 30%),0.04319,266,6730,0.03833,0.04805
2018,46-65 y.,Not Disabled (<= 30%),0.83394,8226,9609,0.82650,0.84138
2018,46-65 y.,Disabled (> 30%),0.16063,1383,9609,0.15328,0.16797
2018,66 and older,Not Disabled (<= 30%),0.76410,3809,4972,0.75230,0.77591
2018,66 and older,Disabled (> 30%),0.23150,1163,4972,0.21977,0.24322
2019,17-29 y.,Not Disabled (<= 30%),0.87750,3745,3841,0.86713,0.88787
2019,17-29 y.,Disabled (> 30%),0.02748,96,3841,0.02231,0.03265
2019,30-45 y.,Not Disabled (<= 30%),0.93321,6022,6281,0.92704,0.93939
2019,30-45 y.,Disabled (> 30%),0.05024,259,6281,0.04484,0.05564
2019,46-65 y.,Not Disabled (<= 30%),0.84071,9069,10394,0.83367,0.84775
2019,46-65 y.,Disabled (> 30%),0.15318,1325,10394,0.14625,0.16010
2019,66 and older,Not Disabled (<= 30%),0.76651,4035,5155,0.75496,0.77806
2019,66 and older,Disabled (> 30%),0.22689,1120,5155,0.21546,0.23832
2020,17-29 y.,Not Disabled (<= 30%),0.89641,4982,5079,0.88803,0.90479
2020,17-29 y.,Disabled (> 30%),0.02333,97,5079,0.01918,0.02748
2020,30-45 y.,Not Disabled (<= 30%),0.93707,7756,8033,0.93175,0.94238
2020,30-45 y.,Disabled (> 30%),0.05456,277,8033,0.04959,0.05953
2020,46-65 y.,Not Disabled (<= 30%),0.84521,9116,10360,0.83825,0.85218
2020,46-65 y.,Disabled (> 30%),0.14997,1244,10360,0.14309,0.15684
2020,66 and older,Not Disabled (<= 30%),0.76000,3797,4886,0.74802,0.77198
2020,66 and older,Disabled (> 30%),0.23619,1089,4886,0.22428,0.24810
2021,17-29 y.,Not Disabled (<= 30%),0.90554,3150,3205,0.89541,0.91567
2021,17-29 y.,Disabled (> 30%),0.02679,55,3205,0.02120,0.03238
2021,30-45 y.,Not Disabled (<= 30%),0.93726,5041,5227,0.93068,0.94383
2021,30-45 y.,Disabled (> 30%),0.05454,186,5227,0.04838,0.06070
2021,46-65 y.,Not Disabled (<= 30%),0.84099,6320,7228,0.83256,0.84943
2021,46-65 y.,Disabled (> 30%),0.15329,908,7228,0.14499,0.16160
2021,66 and older,Not Disabled (<= 30%),0.75623,2760,3569,0.74214,0.77032
2021,66 and older,Disabled (> 30%),0.23725,809,3569,0.22330,0.25121
