year,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,2nd Quintile,Disabled (> 30%),0.10523,181,1974,0.09169,0.11877
1988,3rd Quintile,Not Disabled (<= 30%),0.72928,1809,1996,0.70978,0.74878
1988,3rd Quintile,Disabled (> 30%),0.09582,187,1996,0.08291,0.10874
1988,4th Quintile,Not Disabled (<= 30%),0.77893,1881,2069,0.76104,0.79681
1988,4th Quintile,Disabled (> 30%),0.09077,188,2069,0.07839,0.10315
1988,5th Quintile,Not Disabled (<= 30%),0.82114,1765,1932,0.80404,0.83823
1988,5th Quintile,Disabled (> 30%),0.08706,167,1932,0.07449,0.09963
1989,1st Quintile,Not Disabled (<= 30%),0.64792,1695,1909,0.62649,0.66935
1989,1st Quintile,Disabled (> 30%),0.12924,214,1909,0.11419,0.14430
1989,2nd Quintile,Not Disabled (<= 30%),0.66606,1768,1949,0.64512,0.68701
1989,2nd Quintile,Disabled (> 30%),0.10333,181,1949,0.08982,0.11685
1989,3rd Quintile,Not Disabled (<= 30%),0.73054,1711,1888,0.71052,0.75056
1989,3rd Quintile,Disabled (> 30%),0.09706,177,1888,0.08371,0.11042
1989,4th Quintile,Not Disabled (<= 30%),0.78371,1831,2030,0.76580,0.80163
1989,4th Quintile,Disabled (> 30%),0.10543,199,2030,0.09207,0.11879
1989,5th Quintile,Not Disabled (<= 30%),0.81085,1680,1843,0.79297,0.82874
1989,5th Quintile,Disabled (> 30%),0.08835,163,1843,0.07539,0.10131
1991,1st Quintile,Not Disabled (<= 30%),0.62441,1583,1828,0.60220,0.64661
1991,1st Quintile,Disabled (> 30%),0.14665,245,1828,0.13043,0.16287
1991,2nd Quintile,Not Disabled (<= 30%),0.66818,1695,1879,0.64688,0.68947
1991,2nd Quintile,Disabled (> 30%),0.10574,184,1879,0.09184,0.11965
1991,3rd Quintile,Not Disabled (<= 30%),0.70712,1715,1895,0.68662,0.72761
1991,3rd Quintile,Disabled (> 30%),0.09771,180,1895,0.08434,0.11108
1991,4th Quintile,Not Disabled (<= 30%),0.77564,1758,1936,0.75705,0.79423
1991,4th Quintile,Disabled (> 30%),0.09713,178,1936,0.08394,0.11033
1991,5th Quintile,Not Disabled (<= 30%),0.80775,1666,1828,0.78968,0.82582
1991,5th Quintile,Disabled (> 30%),0.08491,162,1828,0.07213,0.09769
1992,1st Quintile,Not Disabled (<= 30%),0.65937,2454,2746,0.64164,0.67710
1992,1st Quintile,Disabled (> 30%),0.11873,292,2746,0.10663,0.13084
1992,2nd Quintile,Not Disabled (<= 30%),0.67275,2607,2823,0.65544,0.69006
1992,2nd Quintile,Disabled (> 30%),0.08458,216,2823,0.07432,0.09485
1992,3rd Quintile,Not Disabled (<= 30%),0.70643,2434,2655,0.68910,0.72376
1992,3rd Quintile,Disabled (> 30%),0.09545,221,2655,0.08427,0.10663
1992,4th Quintile,Not Disabled (<= 30%),0.75924,2369,2617,0.74286,0.77562
1992,4th Quintile,Disabled (> 30%),0.10074,248,2617,0.08921,0.11228
1992,5th Quintile,Not Disabled (<= 30%),0.80531,2166,2372,0.78937,0.82125
1992,5th Quintile,Disabled (> 30%),0.08719,206,2372,0.07583,0.09855
1994,1st Quintile,Not Disabled (<= 30%),0.65323,2223,2490,0.63453,0.67193
1994,1st Quintile,Disabled (> 30%),0.11505,267,2490,0.10252,0.12759
1994,2nd Quintile,Not Disabled (<= 30%),0.68498,2466,2683,0.66740,0.70256
1994,2nd Quintile,Disabled (> 30%),0.08567,217,2683,0.07508,0.09627
1994,3rd Quintile,Not Disabled (<= 30%),0.71617,2470,2698,0.69916,0.73319
1994,3rd Quintile,Disabled (> 30%),0.08992,228,2698,0.07912,0.10072
1994,4th Quintile,Not Disabled (<= 30%),0.75639,2307,2536,0.73968,0.77310
1994,4th Quintile,Disabled (> 30%),0.09348,229,2536,0.08215,0.10481
1994,5th Quintile,Not Disabled (<= 30%),0.80471,2193,2398,0.78884,0.82058
1994,5th Quintile,Disabled (> 30%),0.09038,205,2398,0.07890,0.10186
1995,1st Quintile,Not Disabled (<= 30%),0.64346,2278,2519,0.62476,0.66217
1995,1st Quintile,Disabled (> 30%),0.09584,241,2519,0.08434,0.10734
1995,2nd Quintile,Not Disabled (<= 30%),0.67536,2569,2851,0.65817,0.69255
1995,2nd Quintile,Disabled (> 30%),0.10546,282,2851,0.09418,0.11674
1995,3rd Quintile,Not Disabled (<= 30%),0.70365,2450,2683,0.68637,0.72093
1995,3rd Quintile,Disabled (> 30%),0.09637,233,2683,0.08520,0.10754
1995,4th Quintile,Not Disabled (<= 30%),0.74490,2409,2655,0.72832,0.76149
1995,4th Quintile,Disabled (> 30%),0.11068,246,2655,0.09874,0.12261
1995,5th Quintile,Not Disabled (<= 30%),0.79018,2229,2453,0.77407,0.80630
1995,5th Quintile,Disabled (> 30%),0.09697,224,2453,0.08526,0.10868
1996,1st Quintile,Not Disabled (<= 30%),0.64661,2257,2530,0.62798,0.66524
1996,1st Quintile,Disabled (> 30%),0.11323,273,2530,0.10088,0.12558
1996,2nd Quintile,Not Disabled (<= 30%),0.66974,2472,2726,0.65208,0.68740
1996,2nd Quintile,Disabled (> 30%),0.10025,254,2726,0.08898,0.11153
1996,3rd Quintile,Not Disabled (<= 30%),0.70588,2377,2638,0.68849,0.72327
1996,3rd Quintile,Disabled (> 30%),0.11471,261,2638,0.10255,0.12687
1996,4th Quintile,Not Disabled (<= 30%),0.75283,2466,2704,0.73657,0.76910
1996,4th Quintile,Disabled (> 30%),0.09712,238,2704,0.08595,0.10828
1996,5th Quintile,Not Disabled (<= 30%),0.80408,2189,2395,0.78818,0.81998
1996,5th Quintile,Disabled (> 30%),0.09221,206,2395,0.08062,0.10380
1997,1st Quintile,Not Disabled (<= 30%),0.64924,2119,2361,0.62999,0.66850
1997,1st Quintile,Disabled (> 30%),0.10689,242,2361,0.09442,0.11935
1997,2nd Quintile,Not Disabled (<= 30%),0.67907,2485,2756,0.66164,0.69650
1997,2nd Quintile,Disabled (> 30%),0.10454,271,2756,0.09311,0.11596
1997,3rd Quintile,Not Disabled (<= 30%),0.68511,2282,2555,0.66710,0.70312
1997,3rd Quintile,Disabled (> 30%),0.11748,273,2555,0.10499,0.12996
1997,4th Quintile,Not Disabled (<= 30%),0.76827,2440,2658,0.75222,0.78431
1997,4th Quintile,Disabled (> 30%),0.09001,218,2658,0.07913,0.10089
1997,5th Quintile,Not Disabled (<= 30%),0.80606,2229,2436,0.79035,0.82176
1997,5th Quintile,Disabled (> 30%),0.09215,207,2436,0.08066,0.10364
1998,1st Quintile,Not Disabled (<= 30%),0.64611,2074,2331,0.62670,0.66553
1998,1st Quintile,Disabled (> 30%),0.10913,257,2331,0.09647,0.12179
1998,2nd Quintile,Not Disabled (<= 30%),0.66812,2285,2554,0.64985,0.68638
1998,2nd Quintile,Disabled (> 30%),0.10611,269,2554,0.09416,0.11805
1998,3rd Quintile,Not Disabled (<= 30%),0.71182,2285,2534,0.69418,0.72946
1998,3rd Quintile,Disabled (> 30%),0.11127,249,2534,0.09903,0.12352
1998,4th Quintile,Not Disabled (<= 30%),0.76137,2345,2586,0.74494,0.77780
1998,4th Quintile,Disabled (> 30%),0.10318,241,2586,0.09146,0.11491
1998,5th Quintile,Not Disabled (<= 30%),0.80016,2090,2282,0.78375,0.81657
1998,5th Quintile,Disabled (> 30%),0.09068,192,2282,0.07890,0.10247
1999,1st Quintile,Not Disabled (<= 30%),0.65058,2296,2581,0.63218,0.66898
1999,1st Quintile,Disabled (> 30%),0.10943,285,2581,0.09739,0.12148
1999,2nd Quintile,Not Disabled (<= 30%),0.69089,2572,2869,0.67397,0.70780
1999,2nd Quintile,Disabled (> 30%),0.10764,297,2869,0.09630,0.11898
1999,3rd Quintile,Not Disabled (<= 30%),0.70616,2519,2820,0.68935,0.72298
1999,3rd Quintile,Disabled (> 30%),0.10898,301,2820,0.09747,0.12048
1999,4th Quintile,Not Disabled (<= 30%),0.75697,2515,2775,0.74101,0.77294
1999,4th Quintile,Disabled (> 30%),0.10350,260,2775,0.09217,0.11484
1999,5th Quintile,Not Disabled (<= 30%),0.79784,2363,2605,0.78242,0.81327
1999,5th Quintile,Disabled (> 30%),0.10079,242,2605,0.08923,0.11235
2000,1st Quintile,Not Disabled (<= 30%),0.65549,2267,2579,0.63715,0.67383
2000,1st Quintile,Disabled (> 30%),0.11902,312,2579,0.10652,0.13152
2000,2nd Quintile,Not Disabled (<= 30%),0.67901,2453,2759,0.66158,0.69643
2000,2nd Quintile,Disabled (> 30%),0.10559,306,2759,0.09412,0.11706
2000,3rd Quintile,Not Disabled (<= 30%),0.72772,2453,2707,0.71094,0.74449
2000,3rd Quintile,Disabled (> 30%),0.08867,254,2707,0.07796,0.09939
2000,4th Quintile,Not Disabled (<= 30%),0.75484,2440,2694,0.73859,0.77108
2000,4th Quintile,Disabled (> 30%),0.10122,254,2694,0.08983,0.11262
2000,5th Quintile,Not Disabled (<= 30%),0.78297,2286,2527,0.76690,0.79905
2000,5th Quintile,Disabled (> 30%),0.10391,241,2527,0.09201,0.11581
2001,1st Quintile,Not Disabled (<= 30%),0.67326,3435,3852,0.65845,0.68808
2001,1st Quintile,Disabled (> 30%),0.09528,417,3852,0.08601,0.10456
2001,2nd Quintile,Not Disabled (<= 30%),0.69876,3922,4365,0.68515,0.71237
2001,2nd Quintile,Disabled (> 30%),0.09089,443,4365,0.08236,0.09942
2001,3rd Quintile,Not Disabled (<= 30%),0.72390,4045,4522,0.71087,0.73694
2001,3rd Quintile,Disabled (> 30%),0.09766,477,4522,0.08901,0.10632
2001,4th Quintile,Not Disabled (<= 30%),0.76212,4152,4600,0.74982,0.77443
2001,4th Quintile,Disabled (> 30%),0.09681,448,4600,0.08826,0.10535
2001,5th Quintile,Not Disabled (<= 30%),0.79952,4113,4523,0.78785,0.81119
2001,5th Quintile,Disabled (> 30%),0.09366,410,4523,0.08517,0.10216
2002,1st Quintile,Not Disabled (<= 30%),0.66949,3013,3442,0.65378,0.68521
2002,1st Quintile,Disabled (> 30%),0.10502,429,3442,0.09478,0.11527
2002,2nd Quintile,Not Disabled (<= 30%),0.69616,3464,3933,0.68179,0.71054
2002,2nd Quintile,Disabled (> 30%),0.10829,469,3933,0.09857,0.11800
2002,3rd Quintile,Not Disabled (<= 30%),0.70747,3592,4059,0.69347,0.72146
2002,3rd Quintile,Disabled (> 30%),0.10479,467,4059,0.09537,0.11422
2002,4th Quintile,Not Disabled (<= 30%),0.74764,3912,4349,0.73473,0.76055
2002,4th Quintile,Disabled (> 30%),0.10452,437,4349,0.09542,0.11361
2002,5th Quintile,Not Disabled (<= 30%),0.81314,4527,4967,0.80230,0.82398
2002,5th Quintile,Disabled (> 30%),0.09984,440,4967,0.09150,0.10818
2003,1st Quintile,Not Disabled (<= 30%),0.68601,2985,3397,0.67040,0.70162
2003,1st Quintile,Disabled (> 30%),0.10278,412,3397,0.09256,0.11299
2003,2nd Quintile,Not Disabled (<= 30%),0.69149,3411,3861,0.67692,0.70606
2003,2nd Quintile,Disabled (> 30%),0.10281,450,3861,0.09323,0.11239
2003,3rd Quintile,Not Disabled (<= 30%),0.71192,3661,4121,0.69810,0.72575
2003,3rd Quintile,Disabled (> 30%),0.10634,460,4121,0.09693,0.11576
2003,4th Quintile,Not Disabled (<= 30%),0.75577,3944,4413,0.74309,0.76845
2003,4th Quintile,Disabled (> 30%),0.10083,469,4413,0.09195,0.10972
2003,5th Quintile,Not Disabled (<= 30%),0.80073,5811,6331,0.79089,0.81057
2003,5th Quintile,Disabled (> 30%),0.09502,520,6331,0.08779,0.10224
2004,1st Quintile,Not Disabled (<= 30%),0.68477,2897,3289,0.66889,0.70066
2004,1st Quintile,Disabled (> 30%),0.10564,392,3289,0.09513,0.11614
2004,2nd Quintile,Not Disabled (<= 30%),0.69443,3334,3806,0.67979,0.70907
2004,2nd Quintile,Disabled (> 30%),0.10652,472,3806,0.09672,0.11633
2004,3rd Quintile,Not Disabled (<= 30%),0.71566,3475,3934,0.70156,0.72976
2004,3rd Quintile,Disabled (> 30%),0.11034,459,3934,0.10055,0.12013
2004,4th Quintile,Not Disabled (<= 30%),0.74405,3877,4343,0.73107,0.75703
2004,4th Quintile,Disabled (> 30%),0.11268,466,4343,0.10328,0.12209
2004,5th Quintile,Not Disabled (<= 30%),0.80735,5658,6200,0.79753,0.81717
2004,5th Quintile,Disabled (> 30%),0.09434,542,6200,0.08706,0.10161
2005,1st Quintile,Not Disabled (<= 30%),0.68971,2776,3149,0.67355,0.70587
2005,1st Quintile,Disabled (> 30%),0.10201,373,3149,0.09144,0.11259
2005,2nd Quintile,Not Disabled (<= 30%),0.70467,3190,3679,0.68992,0.71941
2005,2nd Quintile,Disabled (> 30%),0.11399,489,3679,0.10372,0.12426
2005,3rd Quintile,Not Disabled (<= 30%),0.72656,3304,3735,0.71227,0.74086
2005,3rd Quintile,Disabled (> 30%),0.10181,431,3735,0.09211,0.11151
2005,4th Quintile,Not Disabled (<= 30%),0.74674,3732,4193,0.73357,0.75990
2005,4th Quintile,Disabled (> 30%),0.11124,461,4193,0.10172,0.12076
2005,5th Quintile,Not Disabled (<= 30%),0.80727,5365,5901,0.79720,0.81733
2005,5th Quintile,Disabled (> 30%),0.09526,536,5901,0.08777,0.10275
2006,1st Quintile,Not Disabled (<= 30%),0.68000,2573,2942,0.66314,0.69686
2006,1st Quintile,Disabled (> 30%),0.11130,369,2942,0.09993,0.12266
2006,2nd Quintile,Not Disabled (<= 30%),0.67586,2817,3283,0.65985,0.69188
2006,2nd Quintile,Disabled (> 30%),0.12424,466,3283,0.11295,0.13552
2006,3rd Quintile,Not Disabled (<= 30%),0.71418,3201,3642,0.69950,0.72885
2006,3rd Quintile,Disabled (> 30%),0.10417,441,3642,0.09424,0.11409
2006,4th Quintile,Not Disabled (<= 30%),0.73777,3506,3936,0.72403,0.75152
2006,4th Quintile,Disabled (> 30%),0.10772,430,3936,0.09803,0.11741
2006,5th Quintile,Not Disabled (<= 30%),0.80320,4978,5509,0.79270,0.81370
2006,5th Quintile,Disabled (> 30%),0.09873,531,5509,0.09085,0.10660
2007,1st Quintile,Not Disabled (<= 30%),0.69229,2741,3169,0.67622,0.70836
2007,1st Quintile,Disabled (> 30%),0.11157,428,3169,0.10061,0.12254
2007,2nd Quintile,Not Disabled (<= 30%),0.67712,3087,3553,0.66175,0.69250
2007,2nd Quintile,Disabled (> 30%),0.11313,466,3553,0.10271,0.12355
2007,3rd Quintile,Not Disabled (<= 30%),0.71706,3361,3836,0.70281,0.73132
2007,3rd Quintile,Disabled (> 30%),0.10754,475,3836,0.09774,0.11735
2007,4th Quintile,Not Disabled (<= 30%),0.74301,3819,4314,0.72996,0.75605
2007,4th Quintile,Disabled (> 30%),0.10741,495,4314,0.09817,0.11665
2007,5th Quintile,Not Disabled (<= 30%),0.79883,5069,5597,0.78832,0.80933
2007,5th Quintile,Disabled (> 30%),0.09758,528,5597,0.08981,0.10536
2008,1st Quintile,Not Disabled (<= 30%),0.67943,2578,3007,0.66275,0.69611
2008,1st Quintile,Disabled (> 30%),0.11943,429,3007,0.10783,0.13102
2008,2nd Quintile,Not Disabled (<= 30%),0.70219,2931,3350,0.68670,0.71768
2008,2nd Quintile,Disabled (> 30%),0.10795,419,3350,0.09744,0.11846
2008,3rd Quintile,Not Disabled (<= 30%),0.72112,3301,3760,0.70679,0.73546
2008,3rd Quintile,Disabled (> 30%),0.10846,459,3760,0.09851,0.11840
2008,4th Quintile,Not Disabled (<= 30%),0.75342,3488,3932,0.73995,0.76689
2008,4th Quintile,Disabled (> 30%),0.10508,444,3932,0.09550,0.11467
2008,5th Quintile,Not Disabled (<= 30%),0.80427,4734,5228,0.79351,0.81502
2008,5th Quintile,Disabled (> 30%),0.08992,494,5228,0.08216,0.09767
2009,1st Quintile,Not Disabled (<= 30%),0.68542,2422,2868,0.66842,0.70242
2009,1st Quintile,Disabled (> 30%),0.13138,446,2868,0.11901,0.14374
2009,2nd Quintile,Not Disabled (<= 30%),0.69446,2739,3164,0.67841,0.71052
2009,2nd Quintile,Disabled (> 30%),0.11247,425,3164,0.10145,0.12348
2009,3rd Quintile,Not Disabled (<= 30%),0.74022,3032,3426,0.72554,0.75491
2009,3rd Quintile,Disabled (> 30%),0.09880,394,3426,0.08881,0.10879
2009,4th Quintile,Not Disabled (<= 30%),0.75506,3335,3724,0.74124,0.76887
2009,4th Quintile,Disabled (> 30%),0.09621,389,3724,0.08674,0.10569
2009,5th Quintile,Not Disabled (<= 30%),0.80210,4315,4793,0.79082,0.81338
2009,5th Quintile,Disabled (> 30%),0.09343,478,4793,0.08519,0.10167
2010,1st Quintile,Not Disabled (<= 30%),0.76255,2256,2637,0.74631,0.77880
2010,1st Quintile,Disabled (> 30%),0.15606,381,2637,0.14221,0.16992
2010,2nd Quintile,Not Disabled (<= 30%),0.74473,2549,2985,0.72908,0.76037
2010,2nd Quintile,Disabled (> 30%),0.15110,436,2985,0.13825,0.16395
2010,3rd Quintile,Not Disabled (<= 30%),0.75437,2768,3164,0.73937,0.76937
2010,3rd Quintile,Disabled (> 30%),0.12373,396,3164,0.11226,0.13521
2010,4th Quintile,Not Disabled (<= 30%),0.79642,3046,3429,0.78294,0.80990
2010,4th Quintile,Disabled (> 30%),0.09796,383,3429,0.08801,0.10791
2010,5th Quintile,Not Disabled (<= 30%),0.82143,3949,4377,0.81008,0.83277
2010,5th Quintile,Disabled (> 30%),0.09751,428,4377,0.08872,0.10630
2011,1st Quintile,Not Disabled (<= 30%),0.68474,4029,4519,0.67119,0.69828
2011,1st Quintile,Disabled (> 30%),0.12829,490,4519,0.11854,0.13804
2011,2nd Quintile,Not Disabled (<= 30%),0.70015,3979,4432,0.68666,0.71364
2011,2nd Quintile,Disabled (> 30%),0.12132,453,4432,0.11171,0.13093
2011,3rd Quintile,Not Disabled (<= 30%),0.72979,3672,4098,0.71619,0.74338
2011,3rd Quintile,Disabled (> 30%),0.11058,426,4098,0.10098,0.12019
2011,4th Quintile,Not Disabled (<= 30%),0.76008,3651,4026,0.74688,0.77327
2011,4th Quintile,Disabled (> 30%),0.09178,375,4026,0.08286,0.10070
2011,5th Quintile,Not Disabled (<= 30%),0.79215,4357,4798,0.78067,0.80364
2011,5th Quintile,Disabled (> 30%),0.09769,441,4798,0.08929,0.10609
2012,1st Quintile,Not Disabled (<= 30%),0.66646,4732,5373,0.65385,0.67907
2012,1st Quintile,Disabled (> 30%),0.12995,641,5373,0.12096,0.13895
2012,2nd Quintile,Not Disabled (<= 30%),0.69420,4336,4924,0.68133,0.70707
2012,2nd Quintile,Disabled (> 30%),0.12908,588,4924,0.11972,0.13845
2012,3rd Quintile,Not Disabled (<= 30%),0.72788,4343,4828,0.71533,0.74044
2012,3rd Quintile,Disabled (> 30%),0.10359,485,4828,0.09499,0.11219
2012,4th Quintile,Not Disabled (<= 30%),0.74790,4272,4779,0.73558,0.76021
2012,4th Quintile,Disabled (> 30%),0.10502,507,4779,0.09633,0.11371
2012,5th Quintile,Not Disabled (<= 30%),0.80020,4788,5241,0.78937,0.81103
2012,5th Quintile,Disabled (> 30%),0.08742,453,5241,0.07977,0.09507
2013,1st Quintile,Not Disabled (<= 30%),0.65943,4519,5180,0.64653,0.67234
2013,1st Quintile,Disabled (> 30%),0.15365,661,5180,0.14383,0.16347
2013,2nd Quintile,Not Disabled (<= 30%),0.70350,4597,5181,0.69106,0.71594
2013,2nd Quintile,Disabled (> 30%),0.12772,584,5181,0.11863,0.13681
2013,3rd Quintile,Not Disabled (<= 30%),0.72581,4363,4928,0.71335,0.73827
2013,3rd Quintile,Disabled (> 30%),0.11579,565,4928,0.10685,0.12472
2013,4th Quintile,Not Disabled (<= 30%),0.76434,4386,4888,0.75244,0.77624
2013,4th Quintile,Disabled (> 30%),0.10063,502,4888,0.09220,0.10907
2013,5th Quintile,Not Disabled (<= 30%),0.79932,4943,5464,0.78870,0.80994
2013,5th Quintile,Disabled (> 30%),0.09709,521,5464,0.08924,0.10494
2014,1st Quintile,Not Disabled (<= 30%),0.65287,5092,5779,0.64060,0.66515
2014,1st Quintile,Disabled (> 30%),0.13445,687,5779,0.12566,0.14325
2014,2nd Quintile,Not Disabled (<= 30%),0.68276,4867,5515,0.67048,0.69504
2014,2nd Quintile,Disabled (> 30%),0.13298,648,5515,0.12401,0.14194
2014,3rd Quintile,Not Disabled (<= 30%),0.72958,4603,5175,0.71748,0.74169
2014,3rd Quintile,Disabled (> 30%),0.11307,572,5175,0.10444,0.12170
2014,4th Quintile,Not Disabled (<= 30%),0.75097,4591,5157,0.73916,0.76277
2014,4th Quintile,Disabled (> 30%),0.11159,566,5157,0.10299,0.12018
2014,5th Quintile,Not Disabled (<= 30%),0.81252,4919,5401,0.80211,0.82293
2014,5th Quintile,Disabled (> 30%),0.08433,482,5401,0.07692,0.09174
2015,1st Quintile,Not Disabled (<= 30%),0.66748,4451,5036,0.65446,0.68049
2015,1st Quintile,Disabled (> 30%),0.13230,585,5036,0.12295,0.14166
2015,2nd Quintile,Not Disabled (<= 30%),0.69644,4677,5286,0.68404,0.70883
2015,2nd Quintile,Disabled (> 30%),0.12839,609,5286,0.11937,0.13741
2015,3rd Quintile,Not Disabled (<= 30%),0.72144,4336,4882,0.70886,0.73401
2015,3rd Quintile,Disabled (> 30%),0.11599,546,4882,0.10700,0.12497
2015,4th Quintile,Not Disabled (<= 30%),0.76227,4293,4775,0.75019,0.77434
2015,4th Quintile,Disabled (> 30%),0.10112,482,4775,0.09257,0.10967
2015,5th Quintile,Not Disabled (<= 30%),0.80602,4623,5104,0.79517,0.81687
2015,5th Quintile,Disabled (> 30%),0.09120,481,5104,0.08330,0.09910
2016,1st Quintile,Not Disabled (<= 30%),0.65666,4433,5003,0.64350,0.66982
2016,1st Quintile,Disabled (> 30%),0.12634,570,5003,0.11713,0.13555
2016,2nd Quintile,Not Disabled (<= 30%),0.69394,4570,5149,0.68135,0.70653
2016,2nd Quintile,Disabled (> 30%),0.12736,579,5149,0.11825,0.13647
2016,3rd Quintile,Not Disabled (<= 30%),0.71958,4124,4650,0.70666,0.73249
2016,3rd Quintile,Disabled (> 30%),0.11383,526,4650,0.10470,0.12296
2016,4th Quintile,Not Disabled (<= 30%),0.76964,4142,4593,0.75746,0.78182
2016,4th Quintile,Disabled (> 30%),0.09706,451,4593,0.08850,0.10562
2016,5th Quintile,Not Disabled (<= 30%),0.80605,4388,4829,0.79490,0.81721
2016,5th Quintile,Disabled (> 30%),0.08970,441,4829,0.08164,0.09776
2017,1st Quintile,Not Disabled (<= 30%),0.63474,4085,4656,0.62091,0.64858
2017,1st Quintile,Disabled (> 30%),0.12791,571,4656,0.11832,0.13751
2017,2nd Quintile,Not Disabled (<= 30%),0.69562,4293,4842,0.68266,0.70858
2017,2nd Quintile,Disabled (> 30%),0.13210,549,4842,0.12257,0.14164
2017,3rd Quintile,Not Disabled (<= 30%),0.72126,3912,4403,0.70801,0.73450
2017,3rd Quintile,Disabled (> 30%),0.11324,491,4403,0.10388,0.12260
2017,4th Quintile,Not Disabled (<= 30%),0.78340,3886,4335,0.77113,0.79566
2017,4th Quintile,Disabled (> 30%),0.09250,449,4335,0.08387,0.10113
2017,5th Quintile,Not Disabled (<= 30%),0.80464,4158,4548,0.79311,0.81616
2017,5th Quintile,Disabled (> 30%),0.08617,390,4548,0.07801,0.09433
2018,1st Quintile,Not Disabled (<= 30%),0.63542,4057,4671,0.62162,0.64923
2018,1st Quintile,Disabled (> 30%),0.13103,614,4671,0.12136,0.14071
2018,2nd Quintile,Not Disabled (<= 30%),0.69402,4591,5238,0.68153,0.70650
2018,2nd Quintile,Disabled (> 30%),0.12434,647,5238,0.11540,0.13327
2018,3rd Quintile,Not Disabled (<= 30%),0.72493,4191,4748,0.71223,0.73764
2018,3rd Quintile,Disabled (> 30%),0.11581,557,4748,0.10671,0.12492
2018,4th Quintile,Not Disabled (<= 30%),0.76637,4124,4605,0.75415,0.77859
2018,4th Quintile,Disabled (> 30%),0.09897,481,4605,0.09034,0.10760
2018,5th Quintile,Not Disabled (<= 30%),0.81723,4655,5084,0.80660,0.82785
2018,5th Quintile,Disabled (> 30%),0.07735,429,5084,0.07000,0.08469
2019,1st Quintile,Not Disabled (<= 30%),0.62151,3785,4378,0.60714,0.63588
2019,1st Quintile,Disabled (> 30%),0.13037,593,4378,0.12039,0.14034
2019,2nd Quintile,Not Disabled (<= 30%),0.69663,4145,4752,0.68355,0.70970
2019,2nd Quintile,Disabled (> 30%),0.11857,607,4752,0.10937,0.12776
2019,3rd Quintile,Not Disabled (<= 30%),0.72247,3987,4502,0.70939,0.73555
2019,3rd Quintile,Disabled (> 30%),0.11403,515,4502,0.10474,0.12331
2019,4th Quintile,Not Disabled (<= 30%),0.76340,3809,4261,0.75064,0.77616
2019,4th Quintile,Disabled (> 30%),0.09100,452,4261,0.08237,0.09964
