year,sex,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,female,Not Disabled (<= 30%),0.74428,10125,11214,0.73621,0.75236
2004,female,Disabled (> 30%),0.09798,1089,11214,0.09248,0.10348
2005,male,Not Disabled (<= 30%),0.71684,8646,9880,0.70795,0.72572
2005,male,Disabled (> 30%),0.11492,1234,9880,0.10863,0.12121
2005,female,Not Disabled (<= 30%),0.75253,9724,10780,0.74438,0.76068
2005,female,Disabled (> 30%),0.09514,1056,10780,0.08960,0.10068
2006,male,Not Disabled (<= 30%),0.70788,9096,10450,0.69917,0.71660
2006,male,Disabled (> 30%),0.11565,1354,10450,0.10952,0.12179
2006,female,Not Disabled (<= 30%),0.74046,10296,11472,0.73244,0.74849
2006,female,Disabled (> 30%),0.09927,1176,11472,0.09380,0.10474
2007,male,Not Disabled (<= 30%),0.70824,8492,9754,0.69922,0.71726
2007,male,Disabled (> 30%),0.11595,1262,9754,0.10960,0.12231
2007,female,Not Disabled (<= 30%),0.74249,9588,10718,0.73421,0.75077
2007,female,Disabled (> 30%),0.09923,1130,10718,0.09357,0.10489
2008,male,Not Disabled (<= 30%),0.71648,7992,9188,0.70726,0.72569
2008,male,Disabled (> 30%),0.11406,1196,9188,0.10756,0.12056
2008,female,Not Disabled (<= 30%),0.74688,9041,10091,0.73840,0.75537
2008,female,Disabled (> 30%),0.09883,1050,10091,0.09301,0.10465
2009,male,Not Disabled (<= 30%),0.72102,7441,8578,0.71152,0.73051
2009,male,Disabled (> 30%),0.11288,1137,8578,0.10618,0.11958
2009,female,Not Disabled (<= 30%),0.74941,8406,9402,0.74065,0.75817
2009,female,Disabled (> 30%),0.10023,996,9402,0.09416,0.10630
2010,male,Not Disabled (<= 30%),0.72295,9709,10880,0.71454,0.73136
2010,male,Disabled (> 30%),0.11276,1171,10880,0.10681,0.11870
2010,female,Not Disabled (<= 30%),0.74714,11965,13020,0.73967,0.75461
2010,female,Disabled (> 30%),0.10047,1055,13020,0.09531,0.10563
2011,male,Not Disabled (<= 30%),0.72184,11367,12840,0.71409,0.72959
2011,male,Disabled (> 30%),0.10721,1473,12840,0.10186,0.11256
2011,female,Not Disabled (<= 30%),0.74184,14104,15501,0.73495,0.74873
2011,female,Disabled (> 30%),0.10316,1397,15501,0.09837,0.10795
2012,male,Not Disabled (<= 30%),0.71712,10997,12534,0.70923,0.72500
2012,male,Disabled (> 30%),0.11512,1537,12534,0.10954,0.12071
2012,female,Not Disabled (<= 30%),0.74028,13592,15055,0.73328,0.74728
2012,female,Disabled (> 30%),0.10441,1463,15055,0.09952,0.10929
2013,male,Not Disabled (<= 30%),0.71920,12387,13969,0.71174,0.72665
2013,male,Disabled (> 30%),0.11381,1582,13969,0.10854,0.11907
2013,female,Not Disabled (<= 30%),0.74156,15151,16609,0.73490,0.74822
2013,female,Disabled (> 30%),0.10556,1458,16609,0.10089,0.11024
2014,male,Not Disabled (<= 30%),0.71668,10904,12411,0.70876,0.72461
2014,male,Disabled (> 30%),0.11818,1507,12411,0.11250,0.12386
2014,female,Not Disabled (<= 30%),0.73451,13173,14623,0.72735,0.74167
2014,female,Disabled (> 30%),0.11260,1450,14623,0.10748,0.11773
2015,male,Not Disabled (<= 30%),0.72189,10929,12288,0.71396,0.72981
2015,male,Disabled (> 30%),0.11462,1359,12288,0.10898,0.12025
2015,female,Not Disabled (<= 30%),0.73967,13077,14447,0.73252,0.74683
2015,female,Disabled (> 30%),0.10797,1370,14447,0.10290,0.11303
2016,male,Not Disabled (<= 30%),0.71143,9810,11103,0.70300,0.71986
2016,male,Disabled (> 30%),0.11565,1293,11103,0.10970,0.12160
2016,female,Not Disabled (<= 30%),0.73861,11852,13127,0.73109,0.74613
2016,female,Disabled (> 30%),0.10466,1275,13127,0.09943,0.10990
2017,male,Not Disabled (<= 30%),0.71235,10818,12237,0.70433,0.72037
2017,male,Disabled (> 30%),0.11063,1419,12237,0.10507,0.11619
2017,female,Not Disabled (<= 30%),0.73614,12848,14254,0.72891,0.74338
2017,female,Disabled (> 30%),0.10422,1406,14254,0.09920,0.10923
2018,male,Not Disabled (<= 30%),0.71203,10342,11788,0.70385,0.72020
2018,male,Disabled (> 30%),0.11478,1446,11788,0.10902,0.12053
2018,female,Not Disabled (<= 30%),0.74078,12343,13801,0.73346,0.74809
2018,female,Disabled (> 30%),0.10280,1458,13801,0.09773,0.10787
2019,male,Not Disabled (<= 30%),0.71004,10834,12261,0.70201,0.71807
2019,male,Disabled (> 30%),0.11031,1427,12261,0.10476,0.11585
2019,female,Not Disabled (<= 30%),0.73407,12032,13404,0.72659,0.74155
2019,female,Disabled (> 30%),0.10287,1372,13404,0.09772,0.10801
2020,male,Not Disabled (<= 30%),0.71261,12578,13934,0.70509,0.72012
2020,male,Disabled (> 30%),0.11002,1356,13934,0.10483,0.11522
2020,female,Not Disabled (<= 30%),0.73371,13067,14416,0.72649,0.74092
2020,female,Disabled (> 30%),0.10553,1349,14416,0.10052,0.11055
2021,male,Not Disabled (<= 30%),0.71022,8350,9331,0.70101,0.71942
2021,male,Disabled (> 30%),0.11082,981,9331,0.10445,0.11719
2021,female,Not Disabled (<= 30%),0.72764,8917,9891,0.71887,0.73642
2021,female,Disabled (> 30%),0.10619,974,9891,0.10012,0.11226
