year,age_gr,migback,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,30-45 y.,No migration background,Disabled (> 30%),0.04231,91,2273,0.03403,0.05058
1985,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97452,1154,1154,0.96542,0.98361
1985,46-65 y.,No migration background,Not Disabled (<= 30%),0.79272,1954,2408,0.77653,0.80891
1985,46-65 y.,No migration background,Disabled (> 30%),0.19749,454,2408,0.18159,0.21339
1985,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.81841,773,855,0.79255,0.84427
1985,46-65 y.,Direct migration background,Disabled (> 30%),0.16881,82,855,0.14368,0.19393
1985,66 and older,No migration background,Not Disabled (<= 30%),0.80395,844,1065,0.78009,0.82780
1985,66 and older,No migration background,Disabled (> 30%),0.19391,221,1065,0.17015,0.21766
1985,66 and older,Direct migration background,Not Disabled (<= 30%),0.89568,33,33,0.78977,1.00159
1987,17-29 y.,No migration background,Not Disabled (<= 30%),0.98071,2030,2065,0.97478,0.98664
1987,17-29 y.,No migration background,Disabled (> 30%),0.01592,35,2065,0.01052,0.02132
1987,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98029,780,780,0.97053,0.99005
1987,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.94804,136,136,0.91060,0.98548
1987,30-45 y.,No migration background,Not Disabled (<= 30%),0.95260,2002,2091,0.94349,0.96171
1987,30-45 y.,No migration background,Disabled (> 30%),0.04404,89,2091,0.03524,0.05284
1987,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.98262,1032,1032,0.97465,0.99060
1987,46-65 y.,No migration background,Not Disabled (<= 30%),0.81641,1885,2274,0.80050,0.83233
1987,46-65 y.,No migration background,Disabled (> 30%),0.17812,389,2274,0.16239,0.19384
1987,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.80815,799,900,0.78241,0.83389
1987,46-65 y.,Direct migration background,Disabled (> 30%),0.18166,101,900,0.15646,0.20686
1987,66 and older,No migration background,Not Disabled (<= 30%),0.78297,779,1004,0.75745,0.80848
1987,66 and older,No migration background,Disabled (> 30%),0.21060,225,1004,0.18536,0.23583
1987,66 and older,Direct migration background,Not Disabled (<= 30%),0.77713,44,44,0.65273,0.90152
1988,17-29 y.,No migration background,Not Disabled (<= 30%),0.98050,1877,1911,0.97430,0.98670
1988,17-29 y.,No migration background,Disabled (> 30%),0.01728,34,1911,0.01144,0.02313
1988,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98288,751,751,0.97360,0.99216
1988,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.93239,181,181,0.89571,0.96907
1988,30-45 y.,No migration background,Not Disabled (<= 30%),0.95334,1912,1996,0.94408,0.96260
1988,30-45 y.,No migration background,Disabled (> 30%),0.04363,84,1996,0.03466,0.05259
1988,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.98101,911,911,0.97214,0.98988
1988,46-65 y.,No migration background,Not Disabled (<= 30%),0.80914,1799,2180,0.79264,0.82564
1988,46-65 y.,No migration background,Disabled (> 30%),0.18310,381,2180,0.16686,0.19934
1988,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.79493,771,897,0.76850,0.82137
1988,46-65 y.,Direct migration background,Disabled (> 30%),0.20252,126,897,0.17621,0.22884
1988,66 and older,No migration background,Not Disabled (<= 30%),0.73526,704,964,0.70739,0.76312
1988,66 and older,No migration background,Disabled (> 30%),0.25714,260,964,0.22954,0.28474
1988,66 and older,Direct migration background,Not Disabled (<= 30%),0.73239,48,48,0.60581,0.85896
1989,17-29 y.,No migration background,Not Disabled (<= 30%),0.97894,1826,1858,0.97240,0.98547
1989,17-29 y.,No migration background,Disabled (> 30%),0.01619,32,1858,0.01045,0.02193
1989,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98773,727,727,0.97972,0.99574
1989,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.94662,217,217,0.91664,0.97660
1989,30-45 y.,No migration background,Not Disabled (<= 30%),0.94894,1855,1940,0.93914,0.95874
1989,30-45 y.,No migration background,Disabled (> 30%),0.04815,85,1940,0.03862,0.05768
1989,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.98198,858,858,0.97308,0.99089
1989,46-65 y.,No migration background,Not Disabled (<= 30%),0.80502,1686,2055,0.78789,0.82215
1989,46-65 y.,No migration background,Disabled (> 30%),0.19005,369,2055,0.17309,0.20702
1989,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.82087,775,898,0.79577,0.84596
1989,46-65 y.,Direct migration background,Disabled (> 30%),0.16850,123,898,0.14400,0.19300
1989,66 and older,No migration background,Not Disabled (<= 30%),0.71491,663,932,0.68591,0.74391
1989,66 and older,No migration background,Disabled (> 30%),0.27662,269,932,0.24788,0.30535
1989,66 and older,Direct migration background,Not Disabled (<= 30%),0.67886,48,48,0.54538,0.81235
1991,17-29 y.,No migration background,Not Disabled (<= 30%),0.98283,2678,2711,0.97794,0.98772
1991,17-29 y.,No migration background,Disabled (> 30%),0.01390,33,2711,0.00949,0.01831
1991,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.97961,652,652,0.96876,0.99047
1991,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.96361,307,307,0.94263,0.98459
1991,30-45 y.,No migration background,Not Disabled (<= 30%),0.95811,3355,3448,0.95142,0.96479
1991,30-45 y.,No migration background,Disabled (> 30%),0.03837,93,3448,0.03196,0.04479
1991,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96886,808,808,0.95688,0.98085
1991,46-65 y.,No migration background,Not Disabled (<= 30%),0.84794,2764,3112,0.83533,0.86056
1991,46-65 y.,No migration background,Disabled (> 30%),0.14735,348,3112,0.13489,0.15980
1991,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.86656,877,997,0.84544,0.88768
1991,46-65 y.,Direct migration background,Disabled (> 30%),0.12872,120,997,0.10792,0.14951
1991,66 and older,No migration background,Not Disabled (<= 30%),0.75623,1032,1310,0.73297,0.77949
1991,66 and older,No migration background,Disabled (> 30%),0.23428,278,1310,0.21133,0.25722
1991,66 and older,Direct migration background,Not Disabled (<= 30%),0.66423,89,120,0.57938,0.74908
1991,66 and older,Direct migration background,Disabled (> 30%),0.32535,31,120,0.24117,0.40953
1992,17-29 y.,No migration background,Not Disabled (<= 30%),0.98186,2533,2568,0.97670,0.98702
1992,17-29 y.,No migration background,Disabled (> 30%),0.01425,35,2568,0.00967,0.01884
1992,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98646,619,619,0.97735,0.99557
1992,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.96929,361,361,0.95146,0.98711
1992,30-45 y.,No migration background,Not Disabled (<= 30%),0.95370,3299,3430,0.94667,0.96073
1992,30-45 y.,No migration background,Disabled (> 30%),0.04357,131,3430,0.03674,0.05040
1992,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96613,762,762,0.95328,0.97898
1992,46-65 y.,No migration background,Not Disabled (<= 30%),0.82037,2538,2985,0.80660,0.83415
1992,46-65 y.,No migration background,Disabled (> 30%),0.16814,447,2985,0.15472,0.18156
1992,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.84201,850,987,0.81925,0.86478
1992,46-65 y.,Direct migration background,Disabled (> 30%),0.15069,137,987,0.12836,0.17302
1992,66 and older,No migration background,Not Disabled (<= 30%),0.71197,946,1291,0.68726,0.73668
1992,66 and older,No migration background,Disabled (> 30%),0.27558,345,1291,0.25119,0.29996
1992,66 and older,Direct migration background,Not Disabled (<= 30%),0.61732,91,134,0.53471,0.69992
1992,66 and older,Direct migration background,Disabled (> 30%),0.36481,43,134,0.28299,0.44662
1994,17-29 y.,No migration background,Not Disabled (<= 30%),0.98308,2341,2377,0.97789,0.98826
1994,17-29 y.,No migration background,Disabled (> 30%),0.01428,36,2377,0.00951,0.01905
1994,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98922,517,517,0.98031,0.99813
1994,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98464,430,430,0.97301,0.99628
1994,30-45 y.,No migration background,Not Disabled (<= 30%),0.95377,3256,3390,0.94670,0.96084
1994,30-45 y.,No migration background,Disabled (> 30%),0.04462,134,3390,0.03767,0.05157
1994,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96279,684,684,0.94859,0.97698
1994,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.92261,40,40,0.83875,1.00648
1994,46-65 y.,No migration background,Not Disabled (<= 30%),0.83344,2492,2902,0.81988,0.84700
1994,46-65 y.,No migration background,Disabled (> 30%),0.15867,410,2902,0.14537,0.17197
1994,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.84686,810,947,0.82391,0.86980
1994,46-65 y.,Direct migration background,Disabled (> 30%),0.14883,137,947,0.12615,0.17151
1994,66 and older,No migration background,Not Disabled (<= 30%),0.73191,978,1309,0.70790,0.75591
1994,66 and older,No migration background,Disabled (> 30%),0.25903,331,1309,0.23529,0.28278
1994,66 and older,Direct migration background,Not Disabled (<= 30%),0.59355,109,169,0.51927,0.66782
1994,66 and older,Direct migration background,Disabled (> 30%),0.39584,60,169,0.32189,0.46979
1995,17-29 y.,No migration background,Not Disabled (<= 30%),0.97782,2261,2297,0.97179,0.98384
1995,17-29 y.,No migration background,Disabled (> 30%),0.01534,36,2297,0.01031,0.02037
1995,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99088,598,598,0.98325,0.99851
1995,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98868,435,435,0.97873,0.99864
1995,30-45 y.,No migration background,Not Disabled (<= 30%),0.94948,3306,3449,0.94217,0.95679
1995,30-45 y.,No migration background,Disabled (> 30%),0.04386,143,3449,0.03703,0.05070
1995,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96593,890,890,0.95400,0.97785
1995,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.91764,44,44,0.83547,0.99981
1995,46-65 y.,No migration background,Not Disabled (<= 30%),0.81110,2436,2868,0.79677,0.82543
1995,46-65 y.,No migration background,Disabled (> 30%),0.17078,432,2868,0.15700,0.18455
1995,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.84941,878,1023,0.82749,0.87134
1995,46-65 y.,Direct migration background,Disabled (> 30%),0.13415,145,1023,0.11325,0.15504
1995,66 and older,No migration background,Not Disabled (<= 30%),0.69812,931,1294,0.67309,0.72314
1995,66 and older,No migration background,Disabled (> 30%),0.29034,363,1294,0.26560,0.31508
1995,66 and older,Direct migration background,Not Disabled (<= 30%),0.61333,147,210,0.54731,0.67936
1995,66 and older,Direct migration background,Disabled (> 30%),0.38035,63,210,0.31453,0.44617
1996,17-29 y.,No migration background,Not Disabled (<= 30%),0.98578,2131,2131,0.98075,0.99080
1996,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98169,528,528,0.97025,0.99314
1996,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98949,456,456,0.98012,0.99886
1996,30-45 y.,No migration background,Not Disabled (<= 30%),0.95246,3364,3510,0.94542,0.95950
1996,30-45 y.,No migration background,Disabled (> 30%),0.04599,146,3510,0.03906,0.05292
1996,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97295,830,830,0.96191,0.98400
1996,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.92911,61,61,0.86417,0.99405
1996,46-65 y.,No migration background,Not Disabled (<= 30%),0.81661,2439,2888,0.80250,0.83073
1996,46-65 y.,No migration background,Disabled (> 30%),0.17526,449,2888,0.16139,0.18912
1996,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85367,837,978,0.83150,0.87583
1996,46-65 y.,Direct migration background,Disabled (> 30%),0.14491,141,978,0.12284,0.16698
1996,66 and older,No migration background,Not Disabled (<= 30%),0.70896,953,1309,0.68434,0.73358
1996,66 and older,No migration background,Disabled (> 30%),0.28550,356,1309,0.26102,0.30997
1996,66 and older,Direct migration background,Not Disabled (<= 30%),0.62204,154,225,0.55854,0.68554
1996,66 and older,Direct migration background,Disabled (> 30%),0.37387,71,225,0.31051,0.43724
1997,17-29 y.,No migration background,Not Disabled (<= 30%),0.98091,2036,2068,0.97501,0.98681
1997,17-29 y.,No migration background,Disabled (> 30%),0.01659,32,2068,0.01108,0.02210
1997,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98735,473,473,0.97727,0.99743
1997,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.99087,469,469,0.98225,0.99949
1997,30-45 y.,No migration background,Not Disabled (<= 30%),0.95154,3316,3460,0.94439,0.95870
1997,30-45 y.,No migration background,Disabled (> 30%),0.04410,144,3460,0.03726,0.05095
1997,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97463,802,802,0.96375,0.98552
1997,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.91688,64,64,0.84871,0.98505
1997,46-65 y.,No migration background,Not Disabled (<= 30%),0.81273,2421,2875,0.79847,0.82700
1997,46-65 y.,No migration background,Disabled (> 30%),0.17781,454,2875,0.16384,0.19179
1997,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85571,799,932,0.83313,0.87828
1997,46-65 y.,Direct migration background,Disabled (> 30%),0.13219,133,932,0.11043,0.15395
1997,66 and older,No migration background,Not Disabled (<= 30%),0.72194,992,1335,0.69790,0.74598
1997,66 and older,No migration background,Disabled (> 30%),0.27474,343,1335,0.25079,0.29870
1997,66 and older,Direct migration background,Not Disabled (<= 30%),0.66116,166,232,0.60013,0.72220
1997,66 and older,Direct migration background,Disabled (> 30%),0.33304,66,232,0.27226,0.39382
1998,17-29 y.,No migration background,Not Disabled (<= 30%),0.98180,2205,2242,0.97626,0.98733
1998,17-29 y.,No migration background,Disabled (> 30%),0.01632,37,2242,0.01108,0.02157
1998,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98669,430,430,0.97584,0.99753
1998,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.99125,478,478,0.98289,0.99961
1998,30-45 y.,No migration background,Not Disabled (<= 30%),0.96132,3802,3947,0.95531,0.96734
1998,30-45 y.,No migration background,Disabled (> 30%),0.03788,145,3947,0.03192,0.04383
1998,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97701,766,766,0.96639,0.98763
1998,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.95144,84,84,0.90520,0.99768
1998,46-65 y.,No migration background,Not Disabled (<= 30%),0.81574,2853,3415,0.80274,0.82875
1998,46-65 y.,No migration background,Disabled (> 30%),0.17544,562,3415,0.16268,0.18819
1998,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.86368,793,925,0.84155,0.88580
1998,46-65 y.,Direct migration background,Disabled (> 30%),0.13145,132,925,0.10966,0.15324
1998,66 and older,No migration background,Not Disabled (<= 30%),0.70977,1171,1598,0.68751,0.73203
1998,66 and older,No migration background,Disabled (> 30%),0.28846,427,1598,0.26624,0.31068
1998,66 and older,Direct migration background,Not Disabled (<= 30%),0.66754,177,247,0.60867,0.72641
1998,66 and older,Direct migration background,Disabled (> 30%),0.32955,70,247,0.27081,0.38829
1999,17-29 y.,No migration background,Not Disabled (<= 30%),0.98206,2084,2119,0.97641,0.98772
1999,17-29 y.,No migration background,Disabled (> 30%),0.01583,35,2119,0.01051,0.02115
1999,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98862,364,364,0.97771,0.99953
1999,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98676,474,474,0.97646,0.99706
1999,30-45 y.,No migration background,Not Disabled (<= 30%),0.96301,3726,3872,0.95706,0.96895
1999,30-45 y.,No migration background,Disabled (> 30%),0.03663,146,3872,0.03071,0.04255
1999,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97977,726,726,0.96952,0.99002
1999,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.98126,94,94,0.95371,1.00882
1999,46-65 y.,No migration background,Not Disabled (<= 30%),0.81740,2758,3315,0.80425,0.83056
1999,46-65 y.,No migration background,Disabled (> 30%),0.18062,557,3315,0.16752,0.19372
1999,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.87035,720,844,0.84767,0.89303
1999,46-65 y.,Direct migration background,Disabled (> 30%),0.12652,124,844,0.10408,0.14897
1999,66 and older,No migration background,Not Disabled (<= 30%),0.69828,1125,1540,0.67535,0.72121
1999,66 and older,No migration background,Disabled (> 30%),0.29838,415,1540,0.27552,0.32124
1999,66 and older,Direct migration background,Not Disabled (<= 30%),0.64982,176,247,0.59020,0.70943
1999,66 and older,Direct migration background,Disabled (> 30%),0.34673,71,247,0.28726,0.40621
2000,17-29 y.,No migration background,Not Disabled (<= 30%),0.97871,3314,3367,0.97383,0.98359
2000,17-29 y.,No migration background,Disabled (> 30%),0.01620,53,3367,0.01194,0.02047
2000,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99095,586,586,0.98328,0.99863
2000,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98673,603,603,0.97759,0.99587
2000,30-45 y.,No migration background,Not Disabled (<= 30%),0.96128,6577,6822,0.95671,0.96586
2000,30-45 y.,No migration background,Disabled (> 30%),0.03764,245,6822,0.03312,0.04216
2000,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97874,1152,1152,0.97041,0.98707
2000,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.98203,154,154,0.96098,1.00308
2000,46-65 y.,No migration background,Not Disabled (<= 30%),0.82764,5451,6532,0.81848,0.83680
2000,46-65 y.,No migration background,Disabled (> 30%),0.16858,1081,6532,0.15950,0.17766
2000,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.88445,1030,1179,0.86619,0.90270
2000,46-65 y.,Direct migration background,Disabled (> 30%),0.11344,149,1179,0.09533,0.13155
2000,66 and older,No migration background,Not Disabled (<= 30%),0.75283,2470,3216,0.73792,0.76774
2000,66 and older,No migration background,Disabled (> 30%),0.24455,746,3216,0.22969,0.25941
2000,66 and older,Direct migration background,Not Disabled (<= 30%),0.70919,261,353,0.66175,0.75664
2000,66 and older,Direct migration background,Disabled (> 30%),0.28425,92,353,0.23713,0.33138
2001,17-29 y.,No migration background,Not Disabled (<= 30%),0.98761,3014,3053,0.98369,0.99154
2001,17-29 y.,No migration background,Disabled (> 30%),0.01185,39,3053,0.00801,0.01569
2001,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99082,492,492,0.98238,0.99925
2001,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97655,535,535,0.96372,0.98939
2001,30-45 y.,No migration background,Not Disabled (<= 30%),0.96014,5893,6110,0.95523,0.96504
2001,30-45 y.,No migration background,Disabled (> 30%),0.03791,217,6110,0.03312,0.04270
2001,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97317,1014,1014,0.96322,0.98312
2001,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.95670,160,160,0.92506,0.98834
2001,46-65 y.,No migration background,Not Disabled (<= 30%),0.82755,5027,5997,0.81799,0.83711
2001,46-65 y.,No migration background,Disabled (> 30%),0.16820,970,5997,0.15874,0.17767
2001,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.86232,897,1042,0.84139,0.88325
2001,46-65 y.,Direct migration background,Disabled (> 30%),0.13479,145,1042,0.11404,0.15553
2001,66 and older,No migration background,Not Disabled (<= 30%),0.75520,2336,3028,0.73988,0.77052
2001,66 and older,No migration background,Disabled (> 30%),0.23849,692,3028,0.22331,0.25368
2001,66 and older,Direct migration background,Not Disabled (<= 30%),0.77854,264,334,0.73394,0.82314
2001,66 and older,Direct migration background,Disabled (> 30%),0.21929,70,334,0.17485,0.26374
2002,17-29 y.,No migration background,Not Disabled (<= 30%),0.97937,3124,3175,0.97442,0.98431
2002,17-29 y.,No migration background,Disabled (> 30%),0.01991,51,3175,0.01505,0.02477
2002,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98946,435,435,0.97985,0.99907
2002,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98233,514,514,0.97092,0.99373
2002,30-45 y.,No migration background,Not Disabled (<= 30%),0.95747,6050,6276,0.95248,0.96246
2002,30-45 y.,No migration background,Disabled (> 30%),0.04175,226,6276,0.03680,0.04670
2002,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97502,947,947,0.96508,0.98497
2002,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.96201,180,180,0.93401,0.99002
2002,46-65 y.,No migration background,Not Disabled (<= 30%),0.81536,5698,6749,0.80610,0.82462
2002,46-65 y.,No migration background,Disabled (> 30%),0.17897,1051,6749,0.16982,0.18812
2002,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.86535,905,1035,0.84455,0.88616
2002,46-65 y.,Direct migration background,Disabled (> 30%),0.13165,130,1035,0.11104,0.15226
2002,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.82697,34,34,0.69791,0.95603
2002,66 and older,No migration background,Not Disabled (<= 30%),0.74351,2455,3215,0.72841,0.75861
2002,66 and older,No migration background,Disabled (> 30%),0.25195,760,3215,0.23694,0.26696
2002,66 and older,Direct migration background,Not Disabled (<= 30%),0.75964,263,348,0.71468,0.80460
2002,66 and older,Direct migration background,Disabled (> 30%),0.24036,85,348,0.19540,0.28532
2003,17-29 y.,No migration background,Not Disabled (<= 30%),0.98155,3071,3123,0.97683,0.98627
2003,17-29 y.,No migration background,Disabled (> 30%),0.01845,52,3123,0.01373,0.02317
2003,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98645,374,374,0.97471,0.99818
2003,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.99114,498,498,0.98291,0.99938
2003,30-45 y.,No migration background,Not Disabled (<= 30%),0.95949,5617,5824,0.95443,0.96455
2003,30-45 y.,No migration background,Disabled (> 30%),0.03884,207,5824,0.03387,0.04380
2003,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96477,867,867,0.95249,0.97705
2003,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.96689,205,205,0.94233,0.99144
2003,46-65 y.,No migration background,Not Disabled (<= 30%),0.82246,5526,6522,0.81318,0.83173
2003,46-65 y.,No migration background,Disabled (> 30%),0.17345,996,6522,0.16426,0.18264
2003,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.87025,853,986,0.84926,0.89123
2003,46-65 y.,Direct migration background,Disabled (> 30%),0.12926,133,986,0.10831,0.15022
2003,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.83051,35,35,0.70440,0.95662
2003,66 and older,No migration background,Not Disabled (<= 30%),0.73964,2478,3267,0.72459,0.75469
2003,66 and older,No migration background,Disabled (> 30%),0.25581,789,3267,0.24085,0.27077
2003,66 and older,Direct migration background,Not Disabled (<= 30%),0.77954,281,356,0.73642,0.82267
2003,66 and older,Direct migration background,Disabled (> 30%),0.21796,75,356,0.17501,0.26090
2004,17-29 y.,No migration background,Not Disabled (<= 30%),0.97806,3010,3068,0.97288,0.98325
2004,17-29 y.,No migration background,Disabled (> 30%),0.02162,58,3068,0.01648,0.02677
2004,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.98631,369,369,0.97443,0.99818
2004,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.97995,507,507,0.96774,0.99217
2004,30-45 y.,No migration background,Not Disabled (<= 30%),0.95450,5247,5454,0.94897,0.96004
2004,30-45 y.,No migration background,Disabled (> 30%),0.04484,207,5454,0.03935,0.05033
2004,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.96047,815,847,0.94734,0.97360
2004,30-45 y.,Direct migration background,Disabled (> 30%),0.03729,32,847,0.02452,0.05006
2004,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.95199,210,210,0.92300,0.98097
2004,46-65 y.,No migration background,Not Disabled (<= 30%),0.82350,5388,6354,0.81413,0.83288
2004,46-65 y.,No migration background,Disabled (> 30%),0.17432,966,6354,0.16499,0.18364
2004,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85036,816,952,0.82769,0.87303
2004,46-65 y.,Direct migration background,Disabled (> 30%),0.14908,136,952,0.12644,0.17171
2004,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.86691,40,40,0.76030,0.97352
2004,66 and older,No migration background,Not Disabled (<= 30%),0.73550,2544,3371,0.72061,0.75039
2004,66 and older,No migration background,Disabled (> 30%),0.25920,827,3371,0.24440,0.27399
2004,66 and older,Direct migration background,Not Disabled (<= 30%),0.79507,288,361,0.75337,0.83677
2004,66 and older,Direct migration background,Disabled (> 30%),0.20217,73,361,0.16068,0.24366
2005,17-29 y.,No migration background,Not Disabled (<= 30%),0.97998,2943,2991,0.97496,0.98500
2005,17-29 y.,No migration background,Disabled (> 30%),0.01847,48,2991,0.01364,0.02329
2005,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99385,312,312,0.98516,1.00254
2005,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.98227,515,515,0.97086,0.99368
2005,30-45 y.,No migration background,Not Disabled (<= 30%),0.95148,4837,5046,0.94555,0.95741
2005,30-45 y.,No migration background,Disabled (> 30%),0.04810,209,5046,0.04220,0.05400
2005,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.95435,764,796,0.93984,0.96886
2005,30-45 y.,Direct migration background,Disabled (> 30%),0.04493,32,796,0.03053,0.05933
2005,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.96402,231,231,0.93995,0.98809
2005,46-65 y.,No migration background,Not Disabled (<= 30%),0.82419,5126,6065,0.81461,0.83377
2005,46-65 y.,No migration background,Disabled (> 30%),0.17260,939,6065,0.16309,0.18211
2005,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.85605,762,887,0.83293,0.87916
2005,46-65 y.,Direct migration background,Disabled (> 30%),0.14089,125,887,0.11799,0.16380
