year,pgisced97,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Primary Level,Not Disabled (<= 30%),0.82836,379,445,0.79329,0.86343
1998,Primary Level,Disabled (> 30%),0.17012,66,445,0.13517,0.20507
1998,Lower Secondary Level,Not Disabled (<= 30%),0.85146,2235,2535,0.83762,0.86531
1998,Lower Secondary Level,Disabled (> 30%),0.14773,300,2535,0.13391,0.16155
1998,Upper Secondary Level,Not Disabled (<= 30%),0.86240,6254,6994,0.85432,0.87047
1998,Upper Secondary Level,Disabled (> 30%),0.13299,740,6994,0.12503,0.14095
1998,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92760,474,505,0.90497,0.95022
1998,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07240,31,505,0.04978,0.09503
1998,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85671,732,816,0.83266,0.88077
1998,First Stage of Tertiary Education,Disabled (> 30%),0.13986,84,816,0.11605,0.16368
1998,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91741,1832,1962,0.90523,0.92959
1998,Second Stage of Tertiary Education,Disabled (> 30%),0.07915,130,1962,0.06720,0.09109
1999,Pre-primary Level,Not Disabled (<= 30%),0.98182,312,312,0.96697,0.99667
1999,Primary Level,Not Disabled (<= 30%),0.81590,356,426,0.77906,0.85275
1999,Primary Level,Disabled (> 30%),0.18241,70,426,0.14569,0.21912
1999,Lower Secondary Level,Not Disabled (<= 30%),0.84660,2143,2432,0.83227,0.86093
1999,Lower Secondary Level,Disabled (> 30%),0.15073,289,2432,0.13650,0.16495
1999,Upper Secondary Level,Not Disabled (<= 30%),0.85677,6151,6920,0.84851,0.86502
1999,Upper Secondary Level,Disabled (> 30%),0.14162,769,6920,0.13340,0.14983
1999,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93594,477,477,0.91394,0.95794
1999,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86318,731,812,0.83953,0.88683
1999,First Stage of Tertiary Education,Disabled (> 30%),0.13550,81,812,0.11194,0.15906
1999,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92094,1826,1956,0.90898,0.93290
1999,Second Stage of Tertiary Education,Disabled (> 30%),0.07777,130,1956,0.06590,0.08964
2000,Pre-primary Level,Not Disabled (<= 30%),0.97861,485,485,0.96572,0.99150
2000,Primary Level,Not Disabled (<= 30%),0.84190,340,402,0.80619,0.87761
2000,Primary Level,Disabled (> 30%),0.15195,62,402,0.11681,0.18708
2000,Lower Secondary Level,Not Disabled (<= 30%),0.86508,3124,3539,0.85382,0.87634
2000,Lower Secondary Level,Disabled (> 30%),0.12909,415,3539,0.11804,0.14014
2000,Upper Secondary Level,Not Disabled (<= 30%),0.87136,11351,12771,0.86555,0.87717
2000,Upper Secondary Level,Disabled (> 30%),0.12661,1420,12771,0.12084,0.13237
2000,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93364,1057,1116,0.91903,0.94825
2000,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06341,59,1116,0.04911,0.07772
2000,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86962,1684,1878,0.85439,0.88485
2000,First Stage of Tertiary Education,Disabled (> 30%),0.12736,194,1878,0.11228,0.14244
2000,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.92370,3555,3814,0.91527,0.93212
2000,Second Stage of Tertiary Education,Disabled (> 30%),0.07526,259,3814,0.06689,0.08364
2001,Pre-primary Level,Not Disabled (<= 30%),0.99266,536,536,0.98543,0.99989
2001,Primary Level,Not Disabled (<= 30%),0.83488,260,311,0.79355,0.87622
2001,Primary Level,Disabled (> 30%),0.15710,51,311,0.11659,0.19761
2001,Lower Secondary Level,Not Disabled (<= 30%),0.86094,2701,3075,0.84871,0.87317
2001,Lower Secondary Level,Disabled (> 30%),0.13623,374,3075,0.12410,0.14835
2001,Upper Secondary Level,Not Disabled (<= 30%),0.87369,10286,11537,0.86763,0.87976
2001,Upper Secondary Level,Disabled (> 30%),0.12280,1251,11537,0.11681,0.12879
2001,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91789,998,1066,0.90140,0.93438
2001,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07894,68,1066,0.06275,0.09514
2001,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86591,1497,1671,0.84957,0.88226
2001,First Stage of Tertiary Education,Disabled (> 30%),0.12960,174,1671,0.11349,0.14571
2001,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91751,3284,3545,0.90846,0.92657
2001,Second Stage of Tertiary Education,Disabled (> 30%),0.08051,261,3545,0.07155,0.08946
2002,Pre-primary Level,Not Disabled (<= 30%),0.97822,605,605,0.96658,0.98986
2002,Primary Level,Not Disabled (<= 30%),0.83395,240,287,0.79082,0.87708
2002,Primary Level,Disabled (> 30%),0.16605,47,287,0.12292,0.20918
2002,Lower Secondary Level,Not Disabled (<= 30%),0.84953,2498,2884,0.83648,0.86259
2002,Lower Secondary Level,Disabled (> 30%),0.14706,386,2884,0.13413,0.15999
2002,Upper Secondary Level,Not Disabled (<= 30%),0.86088,10200,11547,0.85456,0.86719
2002,Upper Secondary Level,Disabled (> 30%),0.13536,1347,11547,0.12912,0.14160
2002,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92561,1093,1165,0.91054,0.94069
2002,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07287,72,1165,0.05794,0.08781
2002,First Stage of Tertiary Education,Not Disabled (<= 30%),0.86773,1560,1740,0.85180,0.88365
2002,First Stage of Tertiary Education,Disabled (> 30%),0.13031,180,1740,0.11449,0.14613
2002,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91644,4247,4556,0.90841,0.92448
2002,Second Stage of Tertiary Education,Disabled (> 30%),0.08289,309,4556,0.07488,0.09089
2003,Pre-primary Level,Not Disabled (<= 30%),0.98695,612,612,0.97795,0.99595
2003,Primary Level,Not Disabled (<= 30%),0.81539,223,272,0.76920,0.86159
2003,Primary Level,Disabled (> 30%),0.17650,49,272,0.13111,0.22189
2003,Lower Secondary Level,Not Disabled (<= 30%),0.85052,2359,2726,0.83713,0.86391
2003,Lower Secondary Level,Disabled (> 30%),0.14610,367,2726,0.13284,0.15936
2003,Upper Secondary Level,Not Disabled (<= 30%),0.86523,9795,11080,0.85887,0.87159
2003,Upper Secondary Level,Disabled (> 30%),0.13180,1285,11080,0.12550,0.13810
2003,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93308,1084,1153,0.91865,0.94751
2003,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06591,69,1153,0.05158,0.08024
2003,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85331,1486,1685,0.83641,0.87021
2003,First Stage of Tertiary Education,Disabled (> 30%),0.14453,199,1685,0.12774,0.16133
2003,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.91015,4028,4351,0.90166,0.91865
2003,Second Stage of Tertiary Education,Disabled (> 30%),0.08894,323,4351,0.08048,0.09740
2004,Pre-primary Level,Not Disabled (<= 30%),0.99604,637,637,0.99115,1.00092
2004,Primary Level,Not Disabled (<= 30%),0.82676,214,257,0.78040,0.87312
2004,Primary Level,Disabled (> 30%),0.17324,43,257,0.12688,0.21960
2004,Lower Secondary Level,Not Disabled (<= 30%),0.84250,2204,2569,0.82841,0.85659
2004,Lower Secondary Level,Disabled (> 30%),0.15418,365,2569,0.14021,0.16814
2004,Upper Secondary Level,Not Disabled (<= 30%),0.86025,9447,10753,0.85370,0.86681
2004,Upper Secondary Level,Disabled (> 30%),0.13716,1306,10753,0.13065,0.14366
2004,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92954,1086,1158,0.91479,0.94429
2004,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07035,72,1158,0.05561,0.08509
2004,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85262,1444,1640,0.83546,0.86978
2004,First Stage of Tertiary Education,Disabled (> 30%),0.14628,196,1640,0.12917,0.16339
2004,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90384,3961,4291,0.89502,0.91266
2004,Second Stage of Tertiary Education,Disabled (> 30%),0.09542,330,4291,0.08662,0.10421
2005,Pre-primary Level,Not Disabled (<= 30%),0.99446,646,646,0.98874,1.00019
2005,Primary Level,Not Disabled (<= 30%),0.82459,205,244,0.77677,0.87240
2005,Primary Level,Disabled (> 30%),0.17014,39,244,0.12290,0.21739
2005,Lower Secondary Level,Not Disabled (<= 30%),0.84891,2046,2385,0.83454,0.86329
2005,Lower Secondary Level,Disabled (> 30%),0.14760,339,2385,0.13336,0.16183
2005,Upper Secondary Level,Not Disabled (<= 30%),0.85902,8917,10224,0.85227,0.86577
2005,Upper Secondary Level,Disabled (> 30%),0.13889,1307,10224,0.13218,0.14559
2005,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.93286,1061,1129,0.91826,0.94747
2005,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06588,68,1129,0.05141,0.08036
2005,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85036,1361,1558,0.83264,0.86808
2005,First Stage of Tertiary Education,Disabled (> 30%),0.14816,197,1558,0.13052,0.16581
2005,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90697,3837,4161,0.89814,0.91579
2005,Second Stage of Tertiary Education,Disabled (> 30%),0.09089,324,4161,0.08216,0.09963
2006,Pre-primary Level,Not Disabled (<= 30%),0.63049,393,393,0.58271,0.67827
2006,Primary Level,Not Disabled (<= 30%),0.81105,198,240,0.76142,0.86068
2006,Primary Level,Disabled (> 30%),0.18142,42,240,0.13256,0.23027
2006,Lower Secondary Level,Not Disabled (<= 30%),0.82243,2104,2471,0.80736,0.83751
2006,Lower Secondary Level,Disabled (> 30%),0.15525,367,2471,0.14097,0.16953
2006,Upper Secondary Level,Not Disabled (<= 30%),0.85596,9616,11054,0.84941,0.86251
2006,Upper Secondary Level,Disabled (> 30%),0.14033,1438,11054,0.13386,0.14681
2006,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92995,1142,1211,0.91557,0.94433
2006,Post-secondary Non-tertiary Level,Disabled (> 30%),0.06855,69,1211,0.05431,0.08278
2006,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85341,1436,1648,0.83632,0.87049
2006,First Stage of Tertiary Education,Disabled (> 30%),0.14377,212,1648,0.12682,0.16071
2006,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90520,4194,4574,0.89671,0.91369
2006,Second Stage of Tertiary Education,Disabled (> 30%),0.09403,380,4574,0.08557,0.10249
2007,Pre-primary Level,Not Disabled (<= 30%),0.51797,340,340,0.46478,0.57117
2007,Primary Level,Not Disabled (<= 30%),0.82724,175,216,0.77671,0.87778
2007,Primary Level,Disabled (> 30%),0.17276,41,216,0.12222,0.22329
2007,Lower Secondary Level,Not Disabled (<= 30%),0.83221,1878,2202,0.81660,0.84782
2007,Lower Secondary Level,Disabled (> 30%),0.14600,324,2202,0.13125,0.16075
2007,Upper Secondary Level,Not Disabled (<= 30%),0.85672,8953,10296,0.84995,0.86349
2007,Upper Secondary Level,Disabled (> 30%),0.14010,1343,10296,0.13340,0.14681
2007,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91694,1084,1167,0.90110,0.93278
2007,Post-secondary Non-tertiary Level,Disabled (> 30%),0.08094,83,1167,0.06528,0.09659
2007,First Stage of Tertiary Education,Not Disabled (<= 30%),0.84855,1333,1531,0.83059,0.86652
2007,First Stage of Tertiary Education,Disabled (> 30%),0.14749,198,1531,0.12972,0.16526
2007,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90024,3999,4385,0.89137,0.90911
2007,Second Stage of Tertiary Education,Disabled (> 30%),0.09845,386,4385,0.08963,0.10727
2008,Pre-primary Level,Not Disabled (<= 30%),0.58736,350,350,0.53570,0.63901
2008,Primary Level,Not Disabled (<= 30%),0.83640,150,183,0.78265,0.89014
2008,Primary Level,Disabled (> 30%),0.15764,33,183,0.10470,0.21058
2008,Lower Secondary Level,Not Disabled (<= 30%),0.82638,1708,2006,0.80980,0.84296
2008,Lower Secondary Level,Disabled (> 30%),0.14815,298,2006,0.13260,0.16370
2008,Upper Secondary Level,Not Disabled (<= 30%),0.85758,8428,9702,0.85063,0.86454
2008,Upper Secondary Level,Disabled (> 30%),0.13857,1274,9702,0.13169,0.14544
2008,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.92142,1022,1093,0.90546,0.93738
2008,Post-secondary Non-tertiary Level,Disabled (> 30%),0.07858,71,1093,0.06262,0.09454
2008,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85416,1229,1414,0.83576,0.87256
2008,First Stage of Tertiary Education,Disabled (> 30%),0.14507,185,1414,0.12671,0.16344
2008,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90467,3823,4190,0.89577,0.91356
2008,Second Stage of Tertiary Education,Disabled (> 30%),0.09469,367,4190,0.08582,0.10356
2009,Pre-primary Level,Not Disabled (<= 30%),0.62763,311,311,0.57381,0.68144
2009,Primary Level,Not Disabled (<= 30%),0.82408,135,135,0.75962,0.88855
2009,Lower Secondary Level,Not Disabled (<= 30%),0.83597,1524,1784,0.81878,0.85316
2009,Lower Secondary Level,Disabled (> 30%),0.13971,260,1784,0.12362,0.15581
2009,Upper Secondary Level,Not Disabled (<= 30%),0.85695,7819,9040,0.84974,0.86417
2009,Upper Secondary Level,Disabled (> 30%),0.14078,1221,9040,0.13361,0.14795
2009,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.90539,920,993,0.88718,0.92360
2009,Post-secondary Non-tertiary Level,Disabled (> 30%),0.09252,73,993,0.07449,0.11055
2009,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85529,1149,1330,0.83638,0.87421
2009,First Stage of Tertiary Education,Disabled (> 30%),0.14059,181,1330,0.12191,0.15928
2009,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90702,3676,4029,0.89805,0.91599
2009,Second Stage of Tertiary Education,Disabled (> 30%),0.09190,353,4029,0.08298,0.10083
2010,Pre-primary Level,Not Disabled (<= 30%),0.65809,406,406,0.61189,0.70428
2010,Primary Level,Not Disabled (<= 30%),0.87664,309,341,0.84169,0.91160
2010,Primary Level,Disabled (> 30%),0.12156,32,341,0.08682,0.15629
2010,Lower Secondary Level,Not Disabled (<= 30%),0.82924,2165,2436,0.81429,0.84419
2010,Lower Secondary Level,Disabled (> 30%),0.14560,271,2436,0.13159,0.15961
2010,Upper Secondary Level,Not Disabled (<= 30%),0.85578,10450,11702,0.84942,0.86215
2010,Upper Secondary Level,Disabled (> 30%),0.13956,1252,11702,0.13328,0.14584
2010,Post-secondary Non-tertiary Level,Not Disabled (<= 30%),0.91035,1619,1708,0.89680,0.92390
2010,Post-secondary Non-tertiary Level,Disabled (> 30%),0.08863,89,1708,0.07514,0.10211
2010,First Stage of Tertiary Education,Not Disabled (<= 30%),0.85387,1414,1612,0.83662,0.87112
2010,First Stage of Tertiary Education,Disabled (> 30%),0.14209,198,1612,0.12504,0.15914
2010,Second Stage of Tertiary Education,Not Disabled (<= 30%),0.90586,5014,5370,0.89805,0.91367
2010,Second Stage of Tertiary Education,Disabled (> 30%),0.09231,356,5370,0.08457,0.10005
2011,Pre-primary Level,Not Disabled (<= 30%),0.57096,470,470,0.52616,0.61575
2011,Primary Level,Not Disabled (<= 30%),0.81228,346,405,0.77421,0.85036
2011,Primary Level,Disabled (> 30%),0.18379,59,405,0.14603,0.22156
2011,Lower Secondary Level,Not Disabled (<= 30%),0.83416,2598,2942,0.82072,0.84760
2011,Lower Secondary Level,Disabled (> 30%),0.14303,344,2942,0.13038,0.15569
2011,Upper Secondary Level,Not Disabled (<= 30%),0.85579,12218,13881,0.84994,0.86163
