"year","hhtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1993","Paar mit Kind(ern)","39732.8","35583","10565","39309.41","40156.19"
"1993","Sonstige","29022.91","27049.5","1235","27648.96","30396.86"
"1994","(Ehe-)Paar ohne Kind(er)","24604.73","20189.5","3538","23809.04","25400.42"
"1994","1-Pers.- Haushalt","10227","0","1362","9376.39","11077.61"
"1994","Alleinerziehende","18882.54","15145","882","17680.26","20084.82"
"1994","Paar mit Kind(ern)","40553.21","36912.5","10166","40114.79","40991.63"
"1994","Sonstige","32737.9","28666.5","1190","31312.55","34163.25"
"1995","(Ehe-)Paar ohne Kind(er)","25485.58","21010.5","3654","24649.98","26321.18"
"1995","1-Pers.- Haushalt","10124.66","0","1404","9333.78","10915.54"
"1995","Alleinerziehende","17861.12","14761.5","942","16754.79","18967.45"
"1995","Paar mit Kind(ern)","40840.62","36928","10523","40381.32","41299.92"
"1995","Sonstige","33085.49","27978","1189","31701.78","34469.2"
"1996","(Ehe-)Paar ohne Kind(er)","25659.83","19044.5","3682","24800.9","26518.76"
"1996","1-Pers.- Haushalt","11219.08","0","1433","10230.12","12208.04"
"1996","Alleinerziehende","19059.66","15368.5","959","17935.75","20183.57"
"1996","Paar mit Kind(ern)","42908.64","38934.5","10157","42448.79","43368.49"
"1996","Sonstige","36297.73","32185.5","1108","34650.13","37945.33"
"1997","(Ehe-)Paar ohne Kind(er)","25586.14","19081.5","3758","24749.59","26422.69"
"1997","1-Pers.- Haushalt","11318.04","0","1402","10404.28","12231.8"
"1997","Alleinerziehende","18031.61","14546","967","16976.9","19086.32"
"1997","Paar mit Kind(ern)","43681.64","39638","9806","43178.79","44184.49"
"1997","Sonstige","36280.03","32318","1074","34772.81","37787.25"
"1998","(Ehe-)Paar ohne Kind(er)","25852.49","20037.5","4358","25052.55","26652.43"
"1998","1-Pers.- Haushalt","11497.31","0","1706","10654.81","12339.81"
"1998","Alleinerziehende","18523.59","16116.5","1105","17451.07","19596.11"
"1998","Paar mit Kind(ern)","43962.03","39916.5","10582","43446.83","44477.23"
"1998","Sonstige","36702.5","33851","1005","35179.88","38225.12"
"1999","(Ehe-)Paar ohne Kind(er)","26731.93","21152","4312","25899.42","27564.44"
"1999","1-Pers.- Haushalt","11787.92","0","1638","10950.68","12625.16"
"1999","Alleinerziehende","18166.77","15674.5","1115","17135.96","19197.58"
"1999","Paar mit Kind(ern)","45601.48","40586.5","10257","45093.35","46109.61"
"1999","Sonstige","35833.24","33360","666","33871.09","37795.39"
"2000","(Ehe-)Paar ohne Kind(er)","27512.95","19241.5","7936","26832.5","28193.4"
"2000","1-Pers.- Haushalt","13763.53","2479.5","3260","13141.79","14385.27"
"2000","Alleinerziehende","19707.14","15926.5","1911","18585.62","20828.66"
"2000","Paar mit Kind(ern)","46701.22","42149","17502","46286.35","47116.09"
"2000","Sonstige","35239.71","30577.5","1198","33643.08","36836.34"
"2001","(Ehe-)Paar ohne Kind(er)","26943.28","16796","7178","26197.44","27689.12"
"2001","1-Pers.- Haushalt","13714.89","1214.5","2926","13000.59","14429.19"
"2001","Alleinerziehende","19252.06","16386.5","1761","18395.94","20108.18"
"2001","Paar mit Kind(ern)","47742.83","43078","15798","47284.93","48200.73"
"2001","Sonstige","36665.28","31824.5","1065","34890.81","38439.75"
"2002","(Ehe-)Paar ohne Kind(er)","26552.94","13497","7804","25587.59","27518.29"
"2002","1-Pers.- Haushalt","14264.82","615","2938","13319.88","15209.76"
"2002","Alleinerziehende","20457.13","17331","1770","19315.01","21599.25"
"2002","Paar mit Kind(ern)","48034.53","42527","16586","47362.74","48706.32"
"2002","Sonstige","33297.81","30050.5","1018","31134.13","35461.49"
"2003","(Ehe-)Paar ohne Kind(er)","27431.11","12288","7636","26494.83","28367.39"
"2003","1-Pers.- Haushalt","14433.36","0","2919","13529.71","15337.01"
"2003","Alleinerziehende","19590.56","15601.5","1742","18536.96","20644.16"
"2003","Paar mit Kind(ern)","49549.14","43896.5","15626","48888.23","50210.05"
"2003","Sonstige","33195.74","28965","869","30851.18","35540.3"
"2004","(Ehe-)Paar ohne Kind(er)","27632.59","14409","7638","26670.85","28594.33"
"2004","1-Pers.- Haushalt","14041.32","0","2861","12918.92","15163.72"
"2004","Alleinerziehende","18845.42","15619.5","1686","17814.51","19876.33"
"2004","Paar mit Kind(ern)","48535","44953.5","14947","47877.78","49192.22"
"2004","Sonstige","37967.3","28803","799","35281.01","40653.59"
"2005","(Ehe-)Paar ohne Kind(er)","27069.21","13440","7384","26122.29","28016.13"
"2005","1-Pers.- Haushalt","14267.18","0","2913","13380.49","15153.87"
"2005","Alleinerziehende","17846.37","13450","1736","16824.37","18868.37"
"2005","Paar mit Kind(ern)","49210.45","44295","13924","48552.59","49868.31"
"2005","Sonstige","37931.76","31717.5","749","35396.42","40467.1"
"2006","(Ehe-)Paar ohne Kind(er)","27212.19","12601","8316","26285.67","28138.71"
"2006","1-Pers.- Haushalt","14318.65","0","3300","13420.7","15216.6"
"2006","Alleinerziehende","17528.02","12247","1924","16530.95","18525.09"
"2006","Paar mit Kind(ern)","49353.5","44441.5","14388","48672.32","50034.68"
"2006","Sonstige","37712.55","30126.5","740","35392.43","40032.67"
"2007","(Ehe-)Paar ohne Kind(er)","27454.38","11318","7752","26507.32","28401.44"
"2007","1-Pers.- Haushalt","14212.19","0","3121","13373.88","15050.5"
"2007","Alleinerziehende","17521.31","12440","1774","16449.96","18592.66"
"2007","Paar mit Kind(ern)","52025.12","46465","13347","51281.16","52769.08"
"2007","Sonstige","33324.89","31005","624","30957.82","35691.96"
"2008","(Ehe-)Paar ohne Kind(er)","28190.55","10505","7468","27177.11","29203.99"
"2008","1-Pers.- Haushalt","14242.4","0","2997","13355.07","15129.73"
"2008","Alleinerziehende","18867.43","14265","1714","17775.27","19959.59"
"2008","Paar mit Kind(ern)","53809.89","48295","12161","53074.28","54545.5"
"2008","Sonstige","42362.09","40175","537","39611.13","45113.05"
"2009","(Ehe-)Paar ohne Kind(er)","29751.46","14220","7100","28567.29","30935.63"
"2009","1-Pers.- Haushalt","14969.21","0","2860","14009.65","15928.77"
"2009","Alleinerziehende","20950.47","16294.5","1589","19651.59","22249.35"
"2009","Paar mit Kind(ern)","55164.32","48535","11228","54233.2","56095.44"
"2009","Sonstige","42049.8","36038","444","39084.79","45014.81"
"2010","(Ehe-)Paar ohne Kind(er)","29851.85","12820","6744","28788.68","30915.02"
"2010","1-Pers.- Haushalt","14409.05","0","2711","13474.38","15343.72"
"2010","Alleinerziehende","20355","15073","4747","19741.83","20968.17"
"2010","Paar mit Kind(ern)","55599.74","49541","22667","55060.25","56139.23"
"2010","Sonstige","41524.73","37145","599","38568.75","44480.71"
"2011","(Ehe-)Paar ohne Kind(er)","31710.26","17450","8748","30796.56","32623.96"
"2011","1-Pers.- Haushalt","14882.86","630","3551","14045.42","15720.3"
"2011","Alleinerziehende","21248.78","15391","5866","20719.83","21777.73"
"2011","Paar mit Kind(ern)","58319.79","51661","25054","57763.44","58876.14"
"2011","Sonstige","38111.45","35552","782","35870.92","40351.98"
"2012","(Ehe-)Paar ohne Kind(er)","32896.84","17672.5","8900","31664.28","34129.4"
"2012","1-Pers.- Haushalt","14686.8","674.5","3683","13901.77","15471.83"
"2012","Alleinerziehende","22175.58","16322","5593","21610.38","22740.78"
"2012","Paar mit Kind(ern)","59608.34","51824.5","23464","59006.48","60210.2"
"2012","Sonstige","37470.26","33184.5","766","34974.36","39966.16"
"2013","(Ehe-)Paar ohne Kind(er)","33946.48","19199","9278","32905.44","34987.52"
"2013","1-Pers.- Haushalt","15181.94","980","3844","14372.91","15990.97"
"2013","Alleinerziehende","22000.47","16577.5","5802","21438.85","22562.09"
"2013","Paar mit Kind(ern)","60530.46","53135.5","26921","59966.91","61094.01"
"2013","Sonstige","35868.29","27685","1820","34291.6","37444.98"
"2014","(Ehe-)Paar ohne Kind(er)","34887.52","20469.5","8726","33641.17","36133.87"
"2014","1-Pers.- Haushalt","15180.71","702.5","3566","14279.82","16081.6"
"2014","Alleinerziehende","22533.01","16876.5","4688","21826.66","23239.36"
"2014","Paar mit Kind(ern)","61231.4","53399.5","23106","60631.66","61831.14"
"2014","Sonstige","40858.69","36140","1421","38670.99","43046.39"
"2015","(Ehe-)Paar ohne Kind(er)","35503.54","24029","8752","34413.96","36593.12"
"2015","1-Pers.- Haushalt","14859.68","645","3627","14053.73","15665.63"
"2015","Alleinerziehende","22548.88","16795","4428","21765.08","23332.68"
"2015","Paar mit Kind(ern)","63093.91","56249","22783","62516.39","63671.43"
"2015","Sonstige","40878.65","38258.5","1462","38925.35","42831.95"
"2016","(Ehe-)Paar ohne Kind(er)","37471.33","24539","8194","36114.83","38827.83"
"2016","1-Pers.- Haushalt","15812.04","580","3388","14810.49","16813.59"
"2016","Alleinerziehende","24443.37","17999","3929","23459.09","25427.65"
"2016","Paar mit Kind(ern)","64279.88","57170.5","20159","63562.98","64996.78"
"2016","Sonstige","42910.96","34937","1120","40790.62","45031.3"
"2017","(Ehe-)Paar ohne Kind(er)","38894.26","27511","9314","37851.55","39936.97"
"2017","1-Pers.- Haushalt","15719.71","617.5","4112","14860.18","16579.24"
"2017","Alleinerziehende","25959.82","20300","4453","25069.28","26850.36"
"2017","Paar mit Kind(ern)","66126.96","59475","25029","65481.18","66772.74"
"2017","Sonstige","46280.98","42835","1739","44354.3","48207.66"
"2018","(Ehe-)Paar ohne Kind(er)","38692.4","25455","9237","37646.27","39738.53"
"2018","1-Pers.- Haushalt","16289.58","649","4453","15390.61","17188.55"
"2018","Alleinerziehende","25467.09","21430","4613","24631.15","26303.03"
"2018","Paar mit Kind(ern)","68661.26","62219","26276","67975.06","69347.46"
"2018","Sonstige","48110.47","39947","1907","46299.22","49921.72"
"2019","(Ehe-)Paar ohne Kind(er)","40817.64","27355","10319","39278.56","42356.72"
"2019","1-Pers.- Haushalt","16682.05","432","4639","15126.5","18237.6"
"2019","Alleinerziehende","27855.99","22858.5","4286","26235.05","29476.93"
"2019","Paar mit Kind(ern)","73121.22","64506","26573","72130.99","74111.45"
"2019","Sonstige","48879.21","42963","1696","46649.47","51108.95"
"2020","(Ehe-)Paar ohne Kind(er)","43320.58","28562.5","10265","40361.35","46279.81"
"2020","1-Pers.- Haushalt","17296.89","537","5129","16334.16","18259.62"
"2020","Alleinerziehende","30390.63","25050","3977","28493.85","32287.41"
"2020","Paar mit Kind(ern)","76393.45","68590","25254","74932.1","77854.8"
"2020","Sonstige","54860.8","41527","1925","52356.14","57365.46"
