"year","bula_h","hhtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","Schleswig-Holstein","Alleinerziehende","11964.09","11177","30","0","2628","19940","24184","24184","8742.41","15185.77","0","24184","2628","18717"
"1984","Schleswig-Holstein","Paar mit Kind(ern)","29728.53","28382","308","10891","19284","40239","47704","69011","28060.57","31396.49","0","69011","25769","30268"
"1984","Schleswig-Holstein","Sonstige","15955.29","5690.5","30","0","0","18713","60332","60332","9358.14","22552.44","0","60332","11381","28786"
"1984","Thueringen","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1984","Thueringen","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1984","Thueringen","Alleinerziehende","","","","","","","","","","","","","",""
"1984","Thueringen","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1984","Thueringen","Sonstige","","","","","","","","","","","","","",""
"1985","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","17800.41","16617","358","0","0","26836","46229","88505","15918.01","19682.81","0","92033","18074","21883"
"1985","Baden-Wuerttemberg","1-Pers.- Haushalt","7059.18","0","177","0","0","14319","21745","42949","5484.63","8633.73","0","43000","0","12015"
"1985","Baden-Wuerttemberg","Alleinerziehende","12866.11","12092","132","0","4090","20830","27431","30300","10861.04","14871.18","0","52029","10502","16310"
"1985","Baden-Wuerttemberg","Paar mit Kind(ern)","31354.09","28812.5","1986","15288","20145","38531","53370","82113","30685.65","32022.53","0","110469","26971","28198"
"1985","Baden-Wuerttemberg","Sonstige","20819.56","19158","167","0","13037","28530","34154","54188","18690.24","22948.88","0","54188","21986","28990"
"1985","Bayern","(Ehe-)Paar ohne Kind(er)","15586.35","5396.5","438","0","0","27993","41517","59617","13891.17","17281.53","0","99549","16566","21556"
"1985","Bayern","1-Pers.- Haushalt","9221.23","0","169","0","0","15288","22752","70558","4383.91","14058.55","0","358109","0","8948"
"1985","Bayern","Alleinerziehende","16619.64","16578.5","120","0","6136","25258","30959","41389","14605.15","18634.13","0","41389","15942","20635"
"1985","Bayern","Paar mit Kind(ern)","30190.82","28084","1607","14904","19429","36378","51129","93436","29432.09","30949.55","0","111606","26945","28223"
"1985","Bayern","Sonstige","21166.1","19297","149","1018","10786","28326","37958","65697","18819","23513.2","0","65697","18304","24388"
"1985","Berlin","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1985","Berlin","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Berlin","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Berlin","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1985","Berlin","Sonstige","","","","","","","","","","","","","",""
"1985","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1985","Brandenburg","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Brandenburg","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Brandenburg","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1985","Brandenburg","Sonstige","","","","","","","","","","","","","",""
"1985","Bremen","(Ehe-)Paar ohne Kind(er)","5418.54","0","40","0","0","13306","17810","27840","2295.06","8542.02","0","27840","0","13626"
"1985","Bremen","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Bremen","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Bremen","Paar mit Kind(ern)","21469.86","18227.5","68","1202","6304","31018","38626","57265","18078.42","24861.3","0","57265","10328","19634"
"1985","Bremen","Sonstige","","","","","","","","","","","","","",""
"1985","Hamburg","(Ehe-)Paar ohne Kind(er)","18034.9","13421.5","92","0","0","31683","52880","76438","13883.99","22185.81","0","76438","12782","22241"
"1985","Hamburg","1-Pers.- Haushalt","6548.21","0","57","0","0","12271","21934","53558","3421.41","9675.01","0","53558","0","6749"
"1985","Hamburg","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Hamburg","Paar mit Kind(ern)","34716.32","33541.5","174","18458","24337","38312","49976","120070","32148.01","37284.63","3681","120070","25974","32160"
"1985","Hamburg","Sonstige","","","","","","","","","","","","","",""
"1985","Hessen","(Ehe-)Paar ohne Kind(er)","15424.63","13527.5","278","0","0","27467","36745","52903","13668.63","17180.63","0","54095","17506","21832"
"1985","Hessen","1-Pers.- Haushalt","6551.11","0","100","0","0","12271","20605","33643","4657.32","8444.9","0","35790","0","9561"
"1985","Hessen","Alleinerziehende","11491.25","6437.5","71","0","0","16259","28046","39881","8547.32","14435.18","0","39881","6161","15894"
"1985","Hessen","Paar mit Kind(ern)","33294.27","27492.5","919","14112","20554","43327","52407","157474","31828","34760.54","0","258470","24798","27252"
"1985","Hessen","Sonstige","29456.26","20419","122","1841","3068","30294","38040","181544","23137.84","35774.68","0","181544","19761","28121"
"1985","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1985","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Mecklenburg-Vorpommern","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1985","Mecklenburg-Vorpommern","Sonstige","","","","","","","","","","","","","",""
"1985","Niedersachsen","(Ehe-)Paar ohne Kind(er)","14688.79","13799.5","264","0","0","24654","34742","55499","12872.85","16504.73","0","59310","14152","18741"
"1985","Niedersachsen","1-Pers.- Haushalt","4925.03","0","104","0","0","6238","17844","34666","3122.48","6727.58","0","43971","0","3824"
"1985","Niedersachsen","Alleinerziehende","13816.26","12175.5","72","0","2275","21702","32518","41210","11093.61","16538.91","0","41210","7618","15416"
"1985","Niedersachsen","Paar mit Kind(ern)","32223.29","27936","859","13866","19097","38462","51334","128858","30637.03","33809.55","0","266639","25513","27917"
"1985","Niedersachsen","Sonstige","20051.92","16886","126","0","1427","28811","49741","61611","17004.92","23098.92","0","61611","15339","24116"
"1985","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","18191.64","17320","630","0","0","29859","40868","64423","16875.93","19507.35","0","85654","17987","20912"
"1985","Nordrhein-Westfalen","1-Pers.- Haushalt","6998.8","0","323","0","0","13626","21423","44137","5778.02","8219.58","0","73626","0","8181"
"1985","Nordrhein-Westfalen","Alleinerziehende","13811.43","10213","194","0","0","22701","32365","65797","11525.95","16096.91","0","65797","7915","14649"
"1985","Nordrhein-Westfalen","Paar mit Kind(ern)","29425.2","26727.5","2612","12787","18862","35567","49084","90621","28746.44","30103.96","0","271803","24516","25473"
"1985","Nordrhein-Westfalen","Sonstige","19262.03","19045.5","209","0","0","26741","39574","61917","17067.15","21456.91","0","61917","20799","24327"
"1985","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","13564.89","4923.5","180","0","0","26362","33883","70701","11244.23","15885.55","0","70701","6902","19020"
"1985","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","5123.67","0","69","0","0","9623","19225","46022","2714.57","7532.77","0","46022","0","0"
"1985","Rheinland-Pfalz,Saarland","Alleinerziehende","14469.76","15405","56","0","2444","20155","27917","34297","11771.28","17168.24","0","34297","15262","17793"
"1985","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","28183.4","24220","585","12649","17384","33541","52586","83489","26918.72","29448.08","0","96843","23724","27047"
"1985","Rheinland-Pfalz,Saarland","Sonstige","20378.89","16489","80","0","9297","28735","43664","65048","17134.29","23623.49","0","65048","15339","18816"
"1985","Saarland","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1985","Saarland","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Saarland","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Saarland","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1985","Saarland","Sonstige","","","","","","","","","","","","","",""
"1985","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1985","Sachsen","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Sachsen","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Sachsen","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1985","Sachsen","Sonstige","","","","","","","","","","","","","",""
"1985","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1985","Sachsen-Anhalt","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Sachsen-Anhalt","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Sachsen-Anhalt","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1985","Sachsen-Anhalt","Sonstige","","","","","","","","","","","","","",""
"1985","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","14847.69","14146","84","0","0","24644","35167","56140","11399.09","18296.29","0","56140","11964","22211"
"1985","Schleswig-Holstein","1-Pers.- Haushalt","7384.59","0","44","0","0","13498","18509","52868","4132.28","10636.9","0","52868","0","12366"
"1985","Schleswig-Holstein","Alleinerziehende","12733.52","8017","32","0","4418","21372","24414","58850","6193.59","19273.45","0","58850","4418","21372"
"1985","Schleswig-Holstein","Paar mit Kind(ern)","26308.35","23623","285","5553","16617","36577","49519","76694","24493.29","28123.41","0","76694","22088","26204"
"1985","Schleswig-Holstein","Sonstige","","","","","","","","","","","","","",""
"1985","Thueringen","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1985","Thueringen","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1985","Thueringen","Alleinerziehende","","","","","","","","","","","","","",""
"1985","Thueringen","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1985","Thueringen","Sonstige","","","","","","","","","","","","","",""
"1986","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","19599.06","19471","374","0","0","31291","42583","72757","17832.2","21365.92","0","76847","20046","24256"
"1986","Baden-Wuerttemberg","1-Pers.- Haushalt","6752.97","0","161","0","0","14009","21474","42335","5055.22","8450.72","0","49084","0","9766"
"1986","Baden-Wuerttemberg","Alleinerziehende","13504.45","11892.5","106","0","2424","21730","28540","36660","11386.02","15622.88","0","40699","12066","15686"
"1986","Baden-Wuerttemberg","Paar mit Kind(ern)","32621.42","30286.5","1879","16566","21628","40152","56779","83136","31933.17","33309.67","0","119280","28632","30575"
"1986","Baden-Wuerttemberg","Sonstige","21633.35","21830","163","0","16670","28837","38502","57643","19346.59","23920.11","0","63385","28223","34921"
"1986","Bayern","(Ehe-)Paar ohne Kind(er)","16618.97","7589","398","0","0","30698","41364","66417","14787.13","18450.81","0","68513","14674","21730"
"1986","Bayern","1-Pers.- Haushalt","7227.41","0","169","0","0","15860","22070","40290","5622.72","8832.1","0","42695","0","9607"
"1986","Bayern","Alleinerziehende","18183.54","17640","119","1751","3681","28387","30678","72454","15661.26","20705.82","0","72454","15850","23734"
"1986","Bayern","Paar mit Kind(ern)","31724.32","28079","1476","14776","20861","37929","51533","83132","30383.78","33064.86","0","448945","27006","28581"
"1986","Bayern","Sonstige","24809.77","22665.5","150","0","9922","38015","47814","67715","21974.95","27644.59","0","67715","23131","33538"
"1986","Berlin","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1986","Berlin","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Berlin","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Berlin","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1986","Berlin","Sonstige","","","","","","","","","","","","","",""
"1986","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1986","Brandenburg","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Brandenburg","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Brandenburg","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1986","Brandenburg","Sonstige","","","","","","","","","","","","","",""
"1986","Bremen","(Ehe-)Paar ohne Kind(er)","5937.71","0","36","0","0","14306","23622","29247","2082.18","9793.24","0","29247","0","15354"
"1986","Bremen","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Bremen","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Bremen","Paar mit Kind(ern)","22313.17","19199","65","4801","7363","29399","39858","69894","18543.27","26083.07","0","69894","13842","23724"
"1986","Bremen","Sonstige","","","","","","","","","","","","","",""
"1986","Hamburg","(Ehe-)Paar ohne Kind(er)","20454.62","10430.5","72","0","0","39814","49937","80913","15269.14","25640.1","0","80913","8181","31507"
"1986","Hamburg","1-Pers.- Haushalt","7184.3","0","56","0","0","14776","21730","50874","3878.06","10490.54","0","50874","0","6386"
"1986","Hamburg","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Hamburg","Paar mit Kind(ern)","33074.82","33413","164","14055","22599","41415","52224","63850","30840.23","35309.41","0","63850","25053","32723"
"1986","Hamburg","Sonstige","","","","","","","","","","","","","",""
"1986","Hessen","(Ehe-)Paar ohne Kind(er)","16581.75","16470","254","0","0","31011","38551","51589","14630.31","18533.19","0","55547","18816","24031"
"1986","Hessen","1-Pers.- Haushalt","6843.37","0","103","0","0","14725","22191","44176","4728.74","8958","0","44738","0","6770"
"1986","Hessen","Alleinerziehende","9420.3","4024.5","81","0","0","15114","22701","38654","7157.2","11683.4","0","38654","3703","13294"
"1986","Hessen","Paar mit Kind(ern)","33395.68","29110","852","15134","20840","41006","58044","90324","32233.86","34557.5","0","121649","26153","27559"
"1986","Hessen","Sonstige","26821.49","25489.5","88","0","9970","45367","46170","69695","22985.03","30657.95","0","69695","22076","34354"
"1986","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1986","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Mecklenburg-Vorpommern","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1986","Mecklenburg-Vorpommern","Sonstige","","","","","","","","","","","","","",""
"1986","Niedersachsen","(Ehe-)Paar ohne Kind(er)","16271.35","15722.5","286","0","0","27417","39267","61355","14350.11","18192.59","0","61355","17026","20362"
"1986","Niedersachsen","1-Pers.- Haushalt","6097.47","0","98","0","0","14112","19940","26383","4243.75","7951.19","0","30678","0","9203"
"1986","Niedersachsen","Alleinerziehende","13991.81","14682","70","0","2480","22165","31680","40648","11225.31","16758.31","0","40648","8038","16767"
"1986","Niedersachsen","Paar mit Kind(ern)","31292.43","29976","823","11453","19685","39044","51031","114992","29938.26","32646.6","0","175117","25360","30678"
"1986","Niedersachsen","Sonstige","23215.25","21129.5","137","0","3068","36966","60102","69728","19648.93","26781.57","0","69728","17486","25730"
"1986","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","19606.34","18721","648","0","0","31998","43910","70073","17981.31","21231.37","0","210703","19685","22302"
"1986","Nordrhein-Westfalen","1-Pers.- Haushalt","7426.3","0","289","0","0","13907","23264","43460","6052.36","8800.24","0","71064","0","6253"
"1986","Nordrhein-Westfalen","Alleinerziehende","13078.92","9267","179","0","0","20145","30678","74126","10731.86","15425.98","0","74126","4356","14647"
"1986","Nordrhein-Westfalen","Paar mit Kind(ern)","29747.1","27689.5","2482","14153","19736","37069","48138","86605","29132.7","30361.5","0","156113","25738","26680"
"1986","Nordrhein-Westfalen","Sonstige","19503.69","18151","206","0","0","26689","39881","104508","16828.25","22179.13","0","104508","23264","26689"
"1986","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","13920.11","9269","192","0","0","27816","35238","52152","11797.22","16043","0","52152","9642","17542"
"1986","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","4488.63","0","68","0","0","11044","16770","31189","2532.9","6444.36","0","31189","0","2429"
"1986","Rheinland-Pfalz,Saarland","Alleinerziehende","10512.4","7608.5","53","0","0","19905","24849","36813","7546.32","13478.48","0","36813","0","16464"
"1986","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","28838.7","25181.5","563","12588","19097","33848","52305","80211","27560","30117.4","0","80211","24885","26879"
"1986","Rheinland-Pfalz,Saarland","Sonstige","24264.24","20645","85","7240","18764","31838","36191","65521","21642.88","26885.6","0","65521","20276","30064"
"1986","Saarland","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1986","Saarland","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Saarland","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Saarland","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1986","Saarland","Sonstige","","","","","","","","","","","","","",""
"1986","Sachsen","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1986","Sachsen","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Sachsen","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Sachsen","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1986","Sachsen","Sonstige","","","","","","","","","","","","","",""
"1986","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1986","Sachsen-Anhalt","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Sachsen-Anhalt","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Sachsen-Anhalt","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1986","Sachsen-Anhalt","Sonstige","","","","","","","","","","","","","",""
"1986","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","14602.52","12360.5","72","0","0","27197","33297","44687","11338.82","17866.22","0","44687","7286","22805"
"1986","Schleswig-Holstein","1-Pers.- Haushalt","10665.06","6473.5","39","0","0","17865","27098","62633","6593.72","14736.4","0","62633","0","15415"
"1986","Schleswig-Holstein","Alleinerziehende","15857.44","12896.5","30","0","9965","24547","24547","55173","9543.61","22171.27","0","55173","9965","24547"
"1986","Schleswig-Holstein","Paar mit Kind(ern)","33050.46","25391.5","265","7322","19429","36915","52343","217401","29174.03","36926.89","0","217401","24600","27081"
"1986","Schleswig-Holstein","Sonstige","","","","","","","","","","","","","",""
"1986","Thueringen","(Ehe-)Paar ohne Kind(er)","","","","","","","","","","","","","",""
"1986","Thueringen","1-Pers.- Haushalt","","","","","","","","","","","","","",""
"1986","Thueringen","Alleinerziehende","","","","","","","","","","","","","",""
"1986","Thueringen","Paar mit Kind(ern)","","","","","","","","","","","","","",""
"1986","Thueringen","Sonstige","","","","","","","","","","","","","",""
"1987","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","21473.9","21973","374","0","0","34972","45959","68897","19572.83","23374.97","0","106681","22165","26076"
"1987","Baden-Wuerttemberg","1-Pers.- Haushalt","7024.93","0","157","0","0","14061","23928","49084","5198.61","8851.25","0","56447","0","11300"
"1987","Baden-Wuerttemberg","Alleinerziehende","17692.32","13012.5","114","1370","4908","25749","42979","48693","15104.33","20280.31","0","48693","13140","19071"
"1987","Baden-Wuerttemberg","Paar mit Kind(ern)","34180.41","30998.5","1840","17018","23254","41926","53972","97059","33425.7","34935.12","0","110439","29399","31342"
"1987","Baden-Wuerttemberg","Sonstige","31899.83","27881","166","0","22896","36123","71990","88736","28680.01","35119.65","0","88736","31105","37871"
"1987","Bayern","(Ehe-)Paar ohne Kind(er)","15781.7","3272.5","400","0","0","28223","40801","76387","13892.67","17670.73","0","77297","14112","21781"
"1987","Bayern","1-Pers.- Haushalt","7913.47","0","177","0","0","15425","24102","42949","6225.98","9600.96","0","47601","0","9285"
