"year","quintil","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2003","1 Einkommensschwächstes Quintil","16753.73","11256.5","5780","16187.33","17320.13"
"2003","2","26671.91","27980.5","6126","26097.12","27246.7"
"2003","3","33971.43","36490","6132","33284.13","34658.73"
"2003","4","43941.69","44781","5838","43078.69","44804.69"
"2003","5 Einkommensstärkstes Quintil","71869.44","69025","4916","70144.21","73594.67"
"2004","1 Einkommensschwächstes Quintil","16215.06","9283","5565","15680.88","16749.24"
"2004","2","27563.63","28375","5923","26945.54","28181.72"
"2004","3","32238.92","34185","5887","31559.99","32917.85"
"2004","4","42310.24","44562.5","5687","41464.35","43156.13"
"2004","5 Einkommensstärkstes Quintil","71860.69","68480","4869","70081.85","73639.53"
"2005","1 Einkommensschwächstes Quintil","15616.2","9354","5387","15055.44","16176.96"
"2005","2","26049.96","26860","5494","25437.17","26662.75"
"2005","3","32510.19","35393.5","5539","31845.49","33174.89"
"2005","4","42985.88","44607.5","5455","42145.54","43826.22"
"2005","5 Einkommensstärkstes Quintil","69371.68","67580","4831","67713.41","71029.95"
"2006","1 Einkommensschwächstes Quintil","13467.56","5990.5","5718","12962.78","13972.34"
"2006","2","24842.75","25565","5929","24288.66","25396.84"
"2006","3","33458","36220","5914","32694.97","34221.03"
"2006","4","42190.9","44501","6058","41402.15","42979.65"
"2006","5 Einkommensstärkstes Quintil","72169.4","70053.5","5049","70405.73","73933.07"
"2007","1 Einkommensschwächstes Quintil","14114.53","5292","4896","13530.05","14699.01"
"2007","2","24860.67","23998.5","5413","24216.11","25505.23"
"2007","3","32478.5","34597.5","5605","31743.36","33213.64"
"2007","4","43801.02","44866","5736","42885.46","44716.58"
"2007","5 Einkommensstärkstes Quintil","72322.85","71465","4965","70575.41","74070.29"
"2008","1 Einkommensschwächstes Quintil","14581.16","5688","4284","13968.49","15193.83"
"2008","2","23963.45","23412","4676","23300.38","24626.52"
"2008","3","32243.87","34273","5399","31524.23","32963.51"
"2008","4","43711.31","45147","5548","42824","44598.62"
"2008","5 Einkommensstärkstes Quintil","73554.25","70134","4970","71841.42","75267.08"
"2009","1 Einkommensschwächstes Quintil","14356.1","7185","3778","13751.63","14960.57"
"2009","2","25251.5","24461.5","4308","24074.51","26428.49"
"2009","3","32284.7","33495","4874","31525.16","33044.24"
"2009","4","42745.98","44094","5353","41876.03","43615.93"
"2009","5 Einkommensstärkstes Quintil","73296.48","70280.5","4908","71217.6","75375.36"
"2010","1 Einkommensschwächstes Quintil","12409.09","4802.5","8133","12008.47","12809.71"
"2010","2","21942.01","19330","8359","21512.2","22371.82"
"2010","3","31355.37","32872.5","7221","30756.04","31954.7"
"2010","4","42487.41","44266","7305","41747.04","43227.78"
"2010","5 Einkommensstärkstes Quintil","71269.9","69119.5","6450","69769.54","72770.26"
"2011","1 Einkommensschwächstes Quintil","14818.39","4823.5","8577","14316.86","15319.92"
"2011","2","22766.13","19190","9269","22293.57","23238.69"
"2011","3","30481.83","29999","8745","29964.67","30998.99"
"2011","4","44575.82","45874","9296","43935.07","45216.57"
"2011","5 Einkommensstärkstes Quintil","74151.58","70691","8114","72734.82","75568.34"
"2012","1 Einkommensschwächstes Quintil","12964.12","4557","7137","12539.21","13389.03"
"2012","2","23009.04","18875","8571","22521.84","23496.24"
"2012","3","29577.42","30390","8842","29038.81","30116.03"
"2012","4","43214.35","44990.5","9321","42565.49","43863.21"
"2012","5 Einkommensstärkstes Quintil","75151.16","71975.5","8534","73478.4","76823.92"
"2013","1 Einkommensschwächstes Quintil","13058.75","4799","8781","12671.22","13446.28"
"2013","2","22927.11","19109.5","9619","22506.72","23347.5"
"2013","3","29778.26","28934.5","9346","29250.21","30306.31"
"2013","4","42809.32","44005","10558","42229.48","43389.16"
"2013","5 Einkommensstärkstes Quintil","75920.27","71101","9360","74424.38","77416.16"
"2014","1 Einkommensschwächstes Quintil","11773.8","3901.5","6541","11317.29","12230.31"
"2014","2","21244.26","17927","7845","20762.39","21726.13"
"2014","3","30137.96","27637.5","8242","29586.15","30689.77"
"2014","4","40889.18","42475","9637","40263.04","41515.32"
"2014","5 Einkommensstärkstes Quintil","76268.81","70979","9242","74736.85","77800.77"
"2015","1 Einkommensschwächstes Quintil","13663.03","4799","6567","13154.53","14171.53"
"2015","2","19253.75","14879.5","7217","18778.15","19729.35"
"2015","3","29047.35","27926.5","7978","28507.67","29587.03"
"2015","4","39973.29","41050","9548","39346.43","40600.15"
"2015","5 Einkommensstärkstes Quintil","74879.2","71561.5","9740","73583.58","76174.82"
"2016","1 Einkommensschwächstes Quintil","12356.82","3868","4997","11778.29","12935.35"
"2016","2","19928.77","14890.5","6183","19352.13","20505.41"
"2016","3","29430.11","27455.5","6807","28687.14","30173.08"
"2016","4","41042.62","41306","9264","40247.61","41837.63"
"2016","5 Einkommensstärkstes Quintil","76335.66","71722.5","9539","74814.68","77856.64"
"2017","1 Einkommensschwächstes Quintil","11553.45","2870","9046","11188.71","11918.19"
"2017","2","21150.08","16175.5","6248","20574.18","21725.98"
"2017","3","29315.24","28200.5","7335","28700.61","29929.87"
"2017","4","41469.74","42186","10177","40846.77","42092.71"
"2017","5 Einkommensstärkstes Quintil","75499.87","72193","11841","74285.13","76714.61"
"2018","1 Einkommensschwächstes Quintil","11716.95","2406","10842","11263.94","12169.96"
"2018","2","17933.9","9611.5","6163","17354.35","18513.45"
"2018","3","28100.45","24550","7033","27417.3","28783.6"
"2018","4","40953.88","42053","10366","40165.53","41742.23"
"2018","5 Einkommensstärkstes Quintil","74263.52","70617.5","12082","73054.73","75472.31"
"2019","1 Einkommensschwächstes Quintil","12326.66","2745","9153","11744.09","12909.23"
"2019","2","18112.17","10401","5772","17486.26","18738.08"
"2019","3","28874.72","24619.5","6222","28064.23","29685.21"
"2019","4","41162.52","42310.5","10222","40406.09","41918.95"
"2019","5 Einkommensstärkstes Quintil","77785.96","72606","16141","76139.72","79432.2"
"2020","1 Einkommensschwächstes Quintil","12734.4","2989","7647","12324.94","13143.86"
"2020","2","19988.54","11181","6436","19381.16","20595.92"
"2020","3","27514.11","24452","6245","26670.31","28357.91"
"2020","4","43230.92","42187.5","10456","42446.68","44015.16"
"2020","5 Einkommensstärkstes Quintil","78715.83","73860","15766","75831.72","81599.94"
