"year","hhtyp","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1990","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1990","1-Pers.- Haushalt","Westdeutschland","9067.85","0","1001","8093.3","10042.4"
"1990","Alleinerziehende","Ostdeutschland","","","","",""
"1990","Alleinerziehende","Westdeutschland","18902.49","16031","640","17488.88","20316.1"
"1990","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1990","Paar mit Kind(ern)","Westdeutschland","36964.4","32489","7526","36476.56","37452.24"
"1990","Sonstige","Ostdeutschland","","","","",""
"1990","Sonstige","Westdeutschland","30829.29","29242.5","898","29364.87","32293.71"
"1991","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","","",""
"1991","(Ehe-)Paar ohne Kind(er)","Westdeutschland","22614.41","20477.5","2396","21641.62","23587.2"
"1991","1-Pers.- Haushalt","Ostdeutschland","","","","",""
"1991","1-Pers.- Haushalt","Westdeutschland","9864.01","0","1003","8982.08","10745.94"
"1991","Alleinerziehende","Ostdeutschland","","","","",""
"1991","Alleinerziehende","Westdeutschland","18829.82","16136.5","659","17387.4","20272.24"
"1991","Paar mit Kind(ern)","Ostdeutschland","","","","",""
"1991","Paar mit Kind(ern)","Westdeutschland","38703.89","34258","7467","38234.45","39173.33"
"1991","Sonstige","Ostdeutschland","","","","",""
"1991","Sonstige","Westdeutschland","31892.65","30063.5","902","30467.31","33317.99"
"1992","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","12243.49","10478","932","11492.11","12994.87"
"1992","(Ehe-)Paar ohne Kind(er)","Westdeutschland","24060.79","21162","2458","23035.03","25086.55"
"1992","1-Pers.- Haushalt","Ostdeutschland","4418.77","0","296","3647.42","5190.12"
"1992","1-Pers.- Haushalt","Westdeutschland","10618.4","0","1006","9632.78","11604.02"
"1992","Alleinerziehende","Ostdeutschland","12027.62","11350.5","291","11232.24","12823"
"1992","Alleinerziehende","Westdeutschland","19428.16","17003","666","17873.81","20982.51"
"1992","Paar mit Kind(ern)","Ostdeutschland","23999.92","22716.5","3528","23623.55","24376.29"
"1992","Paar mit Kind(ern)","Westdeutschland","40331.25","36237.5","7433","39862.49","40800.01"
"1992","Sonstige","Ostdeutschland","18878.95","19595.5","354","17600.54","20157.36"
"1992","Sonstige","Westdeutschland","34989.28","28872","878","33414.46","36564.1"
"1993","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","14330.46","11031","954","13405.56","15255.36"
"1993","(Ehe-)Paar ohne Kind(er)","Westdeutschland","25791.4","23526.5","2494","24805.49","26777.31"
"1993","1-Pers.- Haushalt","Ostdeutschland","4847.37","0","300","3934.78","5759.96"
"1993","1-Pers.- Haushalt","Westdeutschland","11430.28","0","1062","10447.04","12413.52"
"1993","Alleinerziehende","Ostdeutschland","12749.76","11934.5","297","11638.72","13860.8"
"1993","Alleinerziehende","Westdeutschland","17923.74","16010.5","621","16619.95","19227.53"
"1993","Paar mit Kind(ern)","Ostdeutschland","27834.84","26073","3299","27326.48","28343.2"
"1993","Paar mit Kind(ern)","Westdeutschland","42877.46","38525.5","7266","42329.03","43425.89"
"1993","Sonstige","Ostdeutschland","19469.4","18214.5","317","17806.43","21132.37"
"1993","Sonstige","Westdeutschland","32048.59","29778","918","30405.26","33691.92"
"1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","16228.27","11486.5","984","15143.62","17312.92"
"1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","26598.38","24185","2554","25605.48","27591.28"
"1994","1-Pers.- Haushalt","Ostdeutschland","5862.57","0","315","4815.1","6910.04"
"1994","1-Pers.- Haushalt","Westdeutschland","11036.57","0","1047","9997.96","12075.18"
"1994","Alleinerziehende","Ostdeutschland","12763.86","11497.5","262","11349.12","14178.6"
"1994","Alleinerziehende","Westdeutschland","20397.82","15740","620","18827.56","21968.08"
"1994","Paar mit Kind(ern)","Ostdeutschland","30830.83","29452","3146","30224.55","31437.11"
"1994","Paar mit Kind(ern)","Westdeutschland","43003.35","38590","7020","42441.5","43565.2"
"1994","Sonstige","Ostdeutschland","26083.48","24618.5","325","23929.96","28237"
"1994","Sonstige","Westdeutschland","34844.3","32438","865","33135.21","36553.39"
"1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17942.6","11749.5","994","16709","19176.2"
"1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","27275.81","23309","2660","26244.24","28307.38"
"1995","1-Pers.- Haushalt","Ostdeutschland","6011.41","0","325","4953.15","7069.67"
"1995","1-Pers.- Haushalt","Westdeutschland","10895.26","0","1079","9934.52","11856"
"1995","Alleinerziehende","Ostdeutschland","14649.3","13905","277","13289.41","16009.19"
"1995","Alleinerziehende","Westdeutschland","18670.97","14919.5","665","17220.54","20121.4"
"1995","Paar mit Kind(ern)","Ostdeutschland","31941.09","31150.5","2983","31297.17","32585.01"
"1995","Paar mit Kind(ern)","Westdeutschland","42949.87","38742.5","7540","42367.52","43532.22"
"1995","Sonstige","Ostdeutschland","29069.1","23527.5","282","26672.31","31465.89"
"1995","Sonstige","Westdeutschland","34105.27","30117.5","907","32482.91","35727.63"
"1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","16295.2","7877","1070","15106.14","17484.26"
"1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","27944.98","22893","2612","26860.69","29029.27"
"1996","1-Pers.- Haushalt","Ostdeutschland","6032.06","0","344","5025.4","7038.72"
"1996","1-Pers.- Haushalt","Westdeutschland","12184.65","0","1089","10942.24","13427.06"
"1996","Alleinerziehende","Ostdeutschland","16623.57","16642.5","260","15171.87","18075.27"
"1996","Alleinerziehende","Westdeutschland","19609.68","15278","699","18168.95","21050.41"
"1996","Paar mit Kind(ern)","Ostdeutschland","34873.32","32231.5","2828","34161.56","35585.08"
"1996","Paar mit Kind(ern)","Westdeutschland","44737.78","41092.5","7329","44167.25","45308.31"
"1996","Sonstige","Ostdeutschland","26020.82","21613.5","295","23752.96","28288.68"
"1996","Sonstige","Westdeutschland","39284.71","36479.5","813","37285.23","41284.19"
"1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","16278.32","8168","1096","15097.59","17459.05"
"1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","27891.27","22880.5","2662","26840.83","28941.71"
"1997","1-Pers.- Haushalt","Ostdeutschland","6130.71","0","349","5130.87","7130.55"
"1997","1-Pers.- Haushalt","Westdeutschland","12312.12","0","1053","11163.52","13460.72"
"1997","Alleinerziehende","Ostdeutschland","14366.11","10659","286","12817.18","15915.04"
"1997","Alleinerziehende","Westdeutschland","18925.76","16297","681","17586.72","20264.8"
"1997","Paar mit Kind(ern)","Ostdeutschland","36021.58","33455","2680","35141.38","36901.78"
"1997","Paar mit Kind(ern)","Westdeutschland","45383.17","41260","7126","44778.52","45987.82"
"1997","Sonstige","Ostdeutschland","28015.09","25040.5","272","25676.03","30354.15"
"1997","Sonstige","Westdeutschland","38433.72","34052","802","36626.61","40240.83"
"1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","15720.89","2855","1196","14587.26","16854.52"
"1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","28309.22","24439.5","3162","27316.93","29301.51"
"1998","1-Pers.- Haushalt","Ostdeutschland","6349.22","0","403","5370.69","7327.75"
"1998","1-Pers.- Haushalt","Westdeutschland","12528.17","0","1303","11485.22","13571.12"
"1998","Alleinerziehende","Ostdeutschland","14593.69","13396","302","13166.83","16020.55"
"1998","Alleinerziehende","Westdeutschland","19474.96","16321","803","18112.91","20837.01"
"1998","Paar mit Kind(ern)","Ostdeutschland","37367.9","34290","2766","36538.44","38197.36"
"1998","Paar mit Kind(ern)","Westdeutschland","45396.81","41040.5","7816","44766.72","46026.9"
"1998","Sonstige","Ostdeutschland","31132.66","27587.5","267","28667.73","33597.59"
"1998","Sonstige","Westdeutschland","38364.77","36235","738","36541.23","40188.31"
"1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","16761.15","3181","1206","15580","17942.3"
"1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29058.46","24010","3106","28021.26","30095.66"
"1999","1-Pers.- Haushalt","Ostdeutschland","6667.65","0","417","5633.23","7702.07"
"1999","1-Pers.- Haushalt","Westdeutschland","12875.8","0","1221","11828.54","13923.06"
"1999","Alleinerziehende","Ostdeutschland","14553.75","12506.5","339","13137.41","15970.09"
"1999","Alleinerziehende","Westdeutschland","19169.9","16080.5","776","17837.42","20502.38"
"1999","Paar mit Kind(ern)","Ostdeutschland","38773.79","34768","2655","37803.61","39743.97"
"1999","Paar mit Kind(ern)","Westdeutschland","47035.34","41849.5","7602","46442.81","47627.87"
"1999","Sonstige","Ostdeutschland","32287.83","26204","154","28618.01","35957.65"
"1999","Sonstige","Westdeutschland","36524.18","33906.5","512","34247.63","38800.73"
"2000","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17181.02","4755","1930","16138.56","18223.48"
"2000","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29924.03","23388","6006","29102.21","30745.85"
"2000","1-Pers.- Haushalt","Ostdeutschland","7730.32","0","763","6882.21","8578.43"
"2000","1-Pers.- Haushalt","Westdeutschland","15133.2","3901","2497","14376.14","15890.26"
"2000","Alleinerziehende","Ostdeutschland","15757.68","12475.5","528","12911.15","18604.21"
"2000","Alleinerziehende","Westdeutschland","20865.64","17742","1383","19766.51","21964.77"
"2000","Paar mit Kind(ern)","Ostdeutschland","40396.82","35957","3903","39499.4","41294.24"
"2000","Paar mit Kind(ern)","Westdeutschland","48029.26","43252.5","13599","47564.8","48493.72"
"2000","Sonstige","Ostdeutschland","26192.62","23488","233","22897.49","29487.75"
"2000","Sonstige","Westdeutschland","36799.9","32093","965","35001.43","38598.37"
"2001","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17036.34","3236.5","1850","16034.48","18038.2"
"2001","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29266.89","20375","5328","28336.61","30197.17"
"2001","1-Pers.- Haushalt","Ostdeutschland","7524.31","0","706","6617.77","8430.85"
"2001","1-Pers.- Haushalt","Westdeutschland","15158.67","3040","2220","14275.99","16041.35"
"2001","Alleinerziehende","Ostdeutschland","16076.86","13447","484","14718.8","17434.92"
"2001","Alleinerziehende","Westdeutschland","20115.39","17652.5","1277","19063.5","21167.28"
"2001","Paar mit Kind(ern)","Ostdeutschland","39772.15","36565.5","3516","38960.95","40583.35"
"2001","Paar mit Kind(ern)","Westdeutschland","49367.56","44216.5","12282","48831.52","49903.6"
"2001","Sonstige","Ostdeutschland","30862.88","28617.5","182","27249.42","34476.34"
"2001","Sonstige","Westdeutschland","37488.51","31893","883","35487.93","39489.09"
"2002","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","16519.06","1596","1866","15068.13","17969.99"
"2002","(Ehe-)Paar ohne Kind(er)","Westdeutschland","28894.21","17758","5938","27727.49","30060.93"
"2002","1-Pers.- Haushalt","Ostdeutschland","7598.22","0","716","6686.04","8510.4"
"2002","1-Pers.- Haushalt","Westdeutschland","15855.01","2590","2222","14658.55","17051.47"
"2002","Alleinerziehende","Ostdeutschland","17271.65","15168","458","15667.36","18875.94"
"2002","Alleinerziehende","Westdeutschland","21294.26","18177","1312","19871.81","22716.71"
"2002","Paar mit Kind(ern)","Ostdeutschland","39263.09","35669.5","3479","38165.02","40361.16"
"2002","Paar mit Kind(ern)","Westdeutschland","49785.63","43595","13107","48993.4","50577.86"
"2002","Sonstige","Ostdeutschland","30364.12","24132.5","185","25801.2","34927.04"
"2002","Sonstige","Westdeutschland","33767.33","30297","833","31328.44","36206.22"
"2003","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","18015.38","1068","1928","16527.68","19503.08"
"2003","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29695.64","16695","5708","28562.6","30828.68"
"2003","1-Pers.- Haushalt","Ostdeutschland","8360.25","0","706","7217.12","9503.38"
"2003","1-Pers.- Haushalt","Westdeutschland","15858.27","1470.5","2213","14737.67","16978.87"
"2003","Alleinerziehende","Ostdeutschland","16780.13","14107","428","15117.85","18442.41"
"2003","Alleinerziehende","Westdeutschland","20243.39","16125.5","1314","18962.31","21524.47"
"2003","Paar mit Kind(ern)","Ostdeutschland","39217.7","35697.5","3300","38109.96","40325.44"
"2003","Paar mit Kind(ern)","Westdeutschland","51584.95","45575","12326","50810.98","52358.92"
"2003","Sonstige","Ostdeutschland","29120.86","26133","185","25165.93","33075.79"
"2003","Sonstige","Westdeutschland","34184.47","30525.5","684","31422.47","36946.47"
"2004","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","18121.53","2040","1898","16707.25","19535.81"
"2004","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29908.35","18974.5","5740","28732.12","31084.58"
"2004","1-Pers.- Haushalt","Ostdeutschland","7624.3","0","698","6632.41","8616.19"
"2004","1-Pers.- Haushalt","Westdeutschland","15518.46","1150","2163","14081.57","16955.35"
"2004","Alleinerziehende","Ostdeutschland","15462.39","11360","441","13804.8","17119.98"
"2004","Alleinerziehende","Westdeutschland","19746.39","16247","1245","18490.46","21002.32"
"2004","Paar mit Kind(ern)","Ostdeutschland","39010.85","36405","3154","37920.76","40100.94"
"2004","Paar mit Kind(ern)","Westdeutschland","50368.2","46349","11793","49596.42","51139.98"
"2004","Sonstige","Ostdeutschland","26447.63","19174","187","22335.89","30559.37"
"2004","Sonstige","Westdeutschland","40553.21","33520","612","37314.37","43792.05"
"2005","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17841.18","1750","1828","16310.04","19372.32"
"2005","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29298.41","17190","5556","28157.79","30439.03"
"2005","1-Pers.- Haushalt","Ostdeutschland","7807.78","0","715","6817.93","8797.63"
"2005","1-Pers.- Haushalt","Westdeutschland","15764.31","1125","2198","14649.27","16879.35"
"2005","Alleinerziehende","Ostdeutschland","13836.48","9480","454","12226.58","15446.38"
"2005","Alleinerziehende","Westdeutschland","18853.38","14471.5","1282","17601.18","20105.58"
"2005","Paar mit Kind(ern)","Ostdeutschland","39440.49","36663.5","2985","38256.58","40624.4"
"2005","Paar mit Kind(ern)","Westdeutschland","51129.4","45659.5","10939","50365.8","51893"
"2005","Sonstige","Ostdeutschland","27529.85","21707","169","22501.34","32558.36"
"2005","Sonstige","Westdeutschland","39985.7","32302.5","580","37066.09","42905.31"
"2006","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17741.26","1669","2052","16358.87","19123.65"
"2006","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29548.96","16110","6264","28416.59","30681.33"
"2006","1-Pers.- Haushalt","Ostdeutschland","8098.53","0","817","7105.19","9091.87"
"2006","1-Pers.- Haushalt","Westdeutschland","15815.73","0","2483","14679.59","16951.87"
"2006","Alleinerziehende","Ostdeutschland","12658.73","7707","466","11186.73","14130.73"
"2006","Alleinerziehende","Westdeutschland","18620.87","13422","1458","17402.79","19838.95"
"2006","Paar mit Kind(ern)","Ostdeutschland","38121.82","35852.5","3048","36942.66","39300.98"
"2006","Paar mit Kind(ern)","Westdeutschland","51485.8","46018","11340","50691.52","52280.08"
"2006","Sonstige","Ostdeutschland","34370.52","27214","157","29253.99","39487.05"
"2006","Sonstige","Westdeutschland","38215.32","32941","583","35604.75","40825.89"
"2007","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","17815.73","573","1980","16324.13","19307.33"
"2007","(Ehe-)Paar ohne Kind(er)","Westdeutschland","29878.5","15530","5772","28725.12","31031.88"
"2007","1-Pers.- Haushalt","Ostdeutschland","8371.05","0","764","7337.98","9404.12"
"2007","1-Pers.- Haushalt","Westdeutschland","15596.16","60","2357","14549.4","16642.92"
"2007","Alleinerziehende","Ostdeutschland","12837.29","5500","454","11187.96","14486.62"
"2007","Alleinerziehende","Westdeutschland","18650.97","13752.5","1320","17335.27","19966.67"
"2007","Paar mit Kind(ern)","Ostdeutschland","42252.56","38737","2786","40974.29","43530.83"
"2007","Paar mit Kind(ern)","Westdeutschland","53817.24","47662.5","10561","52948.07","54686.41"
"2007","Sonstige","Ostdeutschland","24694.16","12150","140","19213.62","30174.7"
"2007","Sonstige","Westdeutschland","35072.14","35021","484","32472.72","37671.56"
"2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","19026.79","1320","1956","17186.78","20866.8"
"2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","30534.1","14948.5","5512","29336.05","31732.15"
"2008","1-Pers.- Haushalt","Ostdeutschland","8890.54","0","748","7781.91","9999.17"
"2008","1-Pers.- Haushalt","Westdeutschland","15492.88","0","2249","14379.48","16606.28"
"2008","Alleinerziehende","Ostdeutschland","13449.38","5246.5","429","11666.59","15232.17"
"2008","Alleinerziehende","Westdeutschland","20197.29","14997","1285","18878.99","21515.59"
"2008","Paar mit Kind(ern)","Ostdeutschland","42993.5","39347.5","2557","41796.59","44190.41"
"2008","Paar mit Kind(ern)","Westdeutschland","55737.08","49852","9604","54872.98","56601.18"
"2008","Sonstige","Ostdeutschland","34610.49","23950","131","29311.34","39909.64"
"2008","Sonstige","Westdeutschland","43751.97","44587","406","40546.64","46957.3"
"2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","20867.04","2300","1902","19182.01","22552.07"
"2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","32004.42","17845","5198","30518.6","33490.24"
"2009","1-Pers.- Haushalt","Ostdeutschland","9722.46","0","728","8534.42","10910.5"
"2009","1-Pers.- Haushalt","Westdeutschland","16171.1","0","2132","14958.56","17383.64"
"2009","Alleinerziehende","Ostdeutschland","15170.11","8021.5","427","13303.85","17036.37"
"2009","Alleinerziehende","Westdeutschland","22583.83","18001","1162","20961.92","24205.74"
"2009","Paar mit Kind(ern)","Ostdeutschland","44324.65","41814.5","2423","43006.45","45642.85"
"2009","Paar mit Kind(ern)","Westdeutschland","57184.97","49527","8805","56063.46","58306.48"
"2009","Sonstige","Ostdeutschland","33899.08","21250","102","27843.61","39954.55"
"2009","Sonstige","Westdeutschland","44033.98","40901.5","342","40654.86","47413.1"
"2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","21212.61","4383","1796","19386.34","23038.88"
"2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","32000.68","16750","4948","30722.28","33279.08"
"2010","1-Pers.- Haushalt","Ostdeutschland","10574.16","142","683","9280.73","11867.59"
"2010","1-Pers.- Haushalt","Westdeutschland","15310.65","0","2028","14145.51","16475.79"
"2010","Alleinerziehende","Ostdeutschland","15933.68","9950","1024","14896.75","16970.61"
"2010","Alleinerziehende","Westdeutschland","21315.17","16219.5","3723","20590.19","22040.15"
"2010","Paar mit Kind(ern)","Ostdeutschland","45391","42279.5","4304","44456.15","46325.85"
"2010","Paar mit Kind(ern)","Westdeutschland","57373.69","50695.5","18363","56750.82","57996.56"
"2010","Sonstige","Ostdeutschland","21542.15","6279","123","16497.55","26586.75"
"2010","Sonstige","Westdeutschland","44578.06","37145","476","41146.57","48009.55"
"2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","22677.26","10070.5","2180","21347.98","24006.54"
"2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","33839.46","20747","6568","32712.94","34965.98"
"2011","1-Pers.- Haushalt","Ostdeutschland","10161.53","90","894","9097.29","11225.77"
"2011","1-Pers.- Haushalt","Westdeutschland","16007.22","652.5","2657","14952.94","17061.5"
"2011","Alleinerziehende","Ostdeutschland","17009.42","10320","1305","16063.58","17955.26"
"2011","Alleinerziehende","Westdeutschland","22275.7","16375","4561","21655.51","22895.89"
"2011","Paar mit Kind(ern)","Ostdeutschland","47009.94","43972.5","4599","46012.23","48007.65"
"2011","Paar mit Kind(ern)","Westdeutschland","60240.22","53050","20455","59602.26","60878.18"
"2011","Sonstige","Ostdeutschland","23609.43","11483.5","168","19171.61","28047.25"
"2011","Sonstige","Westdeutschland","40907.99","37800","614","38353.6","43462.38"
"2012","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","24322.32","6618","2240","22843.94","25800.7"
"2012","(Ehe-)Paar ohne Kind(er)","Westdeutschland","34917.16","19670.5","6660","33352.34","36481.98"
"2012","1-Pers.- Haushalt","Ostdeutschland","10452.93","0","936","9356.19","11549.67"
"2012","1-Pers.- Haushalt","Westdeutschland","15720.87","930","2747","14742.83","16698.91"
"2012","Alleinerziehende","Ostdeutschland","15974.01","9980","1266","15028.95","16919.07"
"2012","Alleinerziehende","Westdeutschland","23665.7","18385","4327","22994.59","24336.81"
"2012","Paar mit Kind(ern)","Ostdeutschland","49136.61","45550","4257","48143.56","50129.66"
"2012","Paar mit Kind(ern)","Westdeutschland","61280.39","53192.5","19207","60584.08","61976.7"
"2012","Sonstige","Ostdeutschland","24633.11","14331","171","19722.05","29544.17"
"2012","Sonstige","Westdeutschland","39825.33","35817.5","595","36949.54","42701.12"
"2013","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","25739.01","12801","2222","24319.44","27158.58"
"2013","(Ehe-)Paar ohne Kind(er)","Westdeutschland","35930.74","20555","7056","34643.67","37217.81"
"2013","1-Pers.- Haushalt","Ostdeutschland","10492.03","0","903","9331.45","11652.61"
"2013","1-Pers.- Haushalt","Westdeutschland","16283.9","1587.5","2941","15293.91","17273.89"
"2013","Alleinerziehende","Ostdeutschland","17846.07","12563","1200","16799.89","18892.25"
"2013","Alleinerziehende","Westdeutschland","22909.24","17982","4602","22259.65","23558.83"
"2013","Paar mit Kind(ern)","Ostdeutschland","50043.64","46225","4275","49023.42","51063.86"
"2013","Paar mit Kind(ern)","Westdeutschland","62217.07","54391","22646","61578.55","62855.59"
"2013","Sonstige","Ostdeutschland","25496.01","18456","236","22302.2","28689.82"
"2013","Sonstige","Westdeutschland","37795.31","28173.5","1584","36062.8","39527.82"
"2014","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","26619.19","11917","2166","25129.02","28109.36"
"2014","(Ehe-)Paar ohne Kind(er)","Westdeutschland","36815.82","22917","6560","35238.26","38393.38"
"2014","1-Pers.- Haushalt","Ostdeutschland","10470.22","0","882","9303.95","11636.49"
"2014","1-Pers.- Haushalt","Westdeutschland","16330.01","968","2684","15201.98","17458.04"
"2014","Alleinerziehende","Ostdeutschland","17442.59","13170","993","16327.95","18557.23"
"2014","Alleinerziehende","Westdeutschland","23631.42","18146","3695","22791.64","24471.2"
"2014","Paar mit Kind(ern)","Ostdeutschland","50687.84","47763.5","3798","49656.41","51719.27"
"2014","Paar mit Kind(ern)","Westdeutschland","62986.32","54400.5","19308","62301.94","63670.7"
"2014","Sonstige","Ostdeutschland","25546.49","18177","183","22256.73","28836.25"
"2014","Sonstige","Westdeutschland","42815.21","40213","1238","40383.26","45247.16"
"2015","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","26621.88","15450","2134","25194.4","28049.36"
