"year","quintil","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1999","5 Einkommensstärkstes Quintil","Ostdeutschland","86201.21","67349.5","112","75790.35","96612.07"
"1999","5 Einkommensstärkstes Quintil","Westdeutschland","65085.92","67224","1214","62808.97","67362.87"
"2000","1 Einkommensschwächstes Quintil","Ostdeutschland","15744.84","12150","2588","15089.34","16400.34"
"2000","1 Einkommensschwächstes Quintil","Westdeutschland","19169.43","16575","6101","18660.25","19678.61"
"2000","2","Ostdeutschland","22006.36","22509.5","2342","21236.02","22776.7"
"2000","2","Westdeutschland","28749.7","30547","6372","28235.97","29263.43"
"2000","3","Ostdeutschland","30364.33","32697","1462","29036.59","31692.07"
"2000","3","Westdeutschland","36969.58","39214","5276","36321.19","37617.97"
"2000","4","Ostdeutschland","47647.07","47586","711","43922.48","51371.66"
"2000","4","Westdeutschland","46500.97","49077.5","4041","45592.56","47409.38"
"2000","5 Einkommensstärkstes Quintil","Ostdeutschland","80554.71","69715","254","75798.61","85310.81"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","64311.5","65317.5","2660","62614.52","66008.48"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","13894.41","10293.5","2154","13195.57","14593.25"
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","18252.63","14615.5","5123","17686.8","18818.46"
"2001","2","Ostdeutschland","21611.38","20965.5","2067","20798.25","22424.51"
"2001","2","Westdeutschland","29968.68","30911.5","5580","29317.07","30620.29"
"2001","3","Ostdeutschland","27738.66","28786","1472","26438.82","29038.5"
"2001","3","Westdeutschland","36113.22","37084","4833","35388.04","36838.4"
"2001","4","Ostdeutschland","45068.9","48575","768","43185.69","46952.11"
"2001","4","Westdeutschland","45208.26","47034","3868","44231.29","46185.23"
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","76768.88","69175.5","277","72754.3","80783.46"
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","64379.74","65188","2586","62534.14","66225.34"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","13977.66","8949.5","1876","13204.59","14750.73"
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","19617.44","14596","4370","18925.79","20309.09"
"2002","2","Ostdeutschland","20332.1","19324","1766","19371.19","21293.01"
"2002","2","Westdeutschland","29176.86","30927","4814","28472.82","29880.9"
"2002","3","Ostdeutschland","26830.36","28099","1514","25544.61","28116.11"
"2002","3","Westdeutschland","33606.17","35407.5","4451","32867.9","34344.44"
"2002","4","Ostdeutschland","40636.97","45198","980","38796.76","42477.18"
"2002","4","Westdeutschland","42819.74","43845","4879","41821.65","43817.83"
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","85344.98","75266","568","81262.08","89427.88"
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","70858.68","66909.5","4898","68968.61","72748.75"
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","14259.36","9610","1889","13270.38","15248.34"
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","17593.16","11944.5","3891","16904.6","18281.72"
"2003","2","Ostdeutschland","21094.59","20381.5","1622","20077.38","22111.8"
"2003","2","Westdeutschland","28089.98","29623","4504","27406.74","28773.22"
"2003","3","Ostdeutschland","25465.18","25242.5","1495","24188.73","26741.63"
"2003","3","Westdeutschland","35948.26","38854","4637","35155.41","36741.11"
"2003","4","Ostdeutschland","41332.44","42859","1040","39347.47","43317.41"
"2003","4","Westdeutschland","44323.02","45078.5","4798","43364.91","45281.13"
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","79568.31","76515","501","75887.84","83248.78"
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","71341.77","68217","4415","69466.46","73217.08"
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","14485.53","8805.5","1806","13680.52","15290.54"
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","16822.17","9340.5","3759","16134.79","17509.55"
"2004","2","Ostdeutschland","20057.1","18684","1555","19015.65","21098.55"
"2004","2","Westdeutschland","29310.19","30950","4368","28569.5","30050.88"
"2004","3","Ostdeutschland","25722.06","24622","1436","24405.64","27038.48"
"2004","3","Westdeutschland","33712.88","36177","4451","32934.36","34491.4"
"2004","4","Ostdeutschland","37401.26","39784","1040","35624.3","39178.22"
"2004","4","Westdeutschland","43064.54","45160.5","4647","42110.04","44019.04"
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","73859.89","69450","541","70203.47","77516.31"
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","71708.24","67568","4328","69759.57","73656.91"
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","13138.35","8130","1824","12400.89","13875.81"
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","16535.55","9500","3563","15780.13","17290.97"
"2005","2","Ostdeutschland","19881.05","16296","1435","18718.2","21043.9"
"2005","2","Westdeutschland","27535.97","29137.5","4059","26823.63","28248.31"
"2005","3","Ostdeutschland","25439.55","24965","1365","24111.25","26767.85"
"2005","3","Westdeutschland","34016.72","36925.5","4174","33260.66","34772.78"
"2005","4","Ostdeutschland","39261.09","41854","963","37269.01","41253.17"
"2005","4","Westdeutschland","43575.7","45211","4492","42649.95","44501.45"
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","74038.94","75028","564","70269.64","77808.24"
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","69011.09","67200.5","4267","67201.88","70820.3"
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","11814.36","5387.5","1889","11043.44","12585.28"
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","14040.26","6460.5","3829","13390.22","14690.3"
"2006","2","Ostdeutschland","18233.29","14805","1505","17216.54","19250.04"
"2006","2","Westdeutschland","26343.32","27620","4424","25696.14","26990.5"
"2006","3","Ostdeutschland","25599.11","25275","1547","24359.22","26839"
"2006","3","Westdeutschland","35348.87","38266.5","4367","34427.68","36270.06"
"2006","4","Ostdeutschland","37616.46","40650","1075","35679.5","39553.42"
"2006","4","Westdeutschland","42880.31","45194.5","4983","42017.13","43743.49"
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","68232.54","67750","524","63943.47","72521.61"
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","72493.03","70450","4525","70588.65","74397.41"
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","12401.78","4482.5","1565","11563.22","13240.34"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","14646.64","5883.5","3331","13884.57","15408.71"
"2007","2","Ostdeutschland","18603.8","14565","1539","17545.95","19661.65"
"2007","2","Westdeutschland","26685.34","27109.5","3874","25900.22","27470.46"
"2007","3","Ostdeutschland","24084.9","22550","1433","22802.85","25366.95"
"2007","3","Westdeutschland","34364.26","36848","4172","33492.96","35235.56"
"2007","4","Ostdeutschland","40383.82","44017","1032","38677.04","42090.6"
"2007","4","Westdeutschland","44344.37","45325.5","4704","43293.94","45394.8"
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","75119.7","71775","554","70651.72","79587.68"
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","72109.49","71258","4411","70226.24","73992.74"
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","13804.02","5204","1430","12903.34","14704.7"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","14851.55","5920","2854","14051.23","15651.87"
"2008","2","Ostdeutschland","17600.78","15090","1351","16500.72","18700.84"
"2008","2","Westdeutschland","25636.01","26323.5","3325","24829.68","26442.34"
"2008","3","Ostdeutschland","24732.85","24658.5","1383","23468.44","25997.26"
"2008","3","Westdeutschland","33921.33","36205","4016","33072.52","34770.14"
"2008","4","Ostdeutschland","39151.47","42160","1072","37579.85","40723.09"
"2008","4","Westdeutschland","44486.61","46023","4476","43455.63","45517.59"
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","72061.76","70134","585","66975.41","77148.11"
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","73665.67","69810","4385","71846.98","75484.36"
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","12430.61","5960","1223","11544.01","13317.21"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","15046.72","7875","2555","14265.37","15828.07"
"2009","2","Ostdeutschland","18089.84","14595","1326","17047.97","19131.71"
"2009","2","Westdeutschland","27220","27200.5","2982","25594.85","28845.15"
"2009","3","Ostdeutschland","25680.11","24794","1356","24330.21","27030.01"
"2009","3","Westdeutschland","33910.66","35187","3518","33007.73","34813.59"
"2009","4","Ostdeutschland","39989.12","42681.5","1096","38183.41","41794.83"
"2009","4","Westdeutschland","43211.56","44320","4257","42221.45","44201.67"
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","73555.44","71290","581","69284.35","77826.53"
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","73272.53","70125","4327","70985.3","75559.76"
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","11614.23","4147.5","2224","10932.27","12296.19"
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","12667.66","5068","5909","12180.36","13154.96"
"2010","2","Ostdeutschland","16230.75","13905","2015","15440.33","17021.17"
"2010","2","Westdeutschland","23448.83","21606","6344","22946.65","23951.01"
"2010","3","Ostdeutschland","23309.62","20931.5","1634","22162.29","24456.95"
"2010","3","Westdeutschland","33269.41","34850.5","5587","32583.89","33954.93"
"2010","4","Ostdeutschland","39269.41","42039.5","1349","37855.52","40683.3"
"2010","4","Westdeutschland","43089.66","44729","5956","42243.63","43935.69"
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","74576.97","68738","708","70592.56","78561.38"
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","70987.04","69395","5742","69374.58","72599.5"
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","11234.54","4075","2449","10560.98","11908.1"
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","15948.59","5480","6128","15302.91","16594.27"
"2011","2","Ostdeutschland","16441.81","12108.5","2104","15686.1","17197.52"
"2011","2","Westdeutschland","24312.5","21500","7165","23748.33","24876.67"
"2011","3","Ostdeutschland","23826.27","22191","1991","22865.96","24786.58"
"2011","3","Westdeutschland","32116.28","32250","6754","31519.07","32713.49"
"2011","4","Ostdeutschland","40987.63","43530","1675","39519.15","42456.11"
"2011","4","Westdeutschland","45247.48","46375","7621","44537.19","45957.77"
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","70035.38","69439","927","67044.89","73025.87"
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","74539.86","70915","7187","72987.49","76092.23"
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","9724.48","3122","2095","8984.93","10464.03"
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","14023.77","5091","5042","13508.36","14539.18"
"2012","2","Ostdeutschland","15624.02","11560.5","2051","14818.58","16429.46"
"2012","2","Westdeutschland","24948.3","21857","6520","24367.6","25529"
"2012","3","Ostdeutschland","24350.49","23900","2020","23385.86","25315.12"
"2012","3","Westdeutschland","30814.71","31740","6822","30186.19","31443.23"
"2012","4","Ostdeutschland","39630.96","42586.5","1657","38294.63","40967.29"
"2012","4","Westdeutschland","43849.7","45403","7664","43117.81","44581.59"
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","73599.85","69289.5","1047","70821.06","76378.64"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","75305.88","72282.5","7487","73439.15","77172.61"
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","10315.39","3844","2032","9584.57","11046.21"
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","13878.42","4955","6749","13427.26","14329.58"
"2013","2","Ostdeutschland","15778.56","12659","2035","15032.85","16524.27"
"2013","2","Westdeutschland","24702.11","21601.5","7584","24215.48","25188.74"
"2013","3","Ostdeutschland","22374.16","20572","1784","21314.32","23434"
"2013","3","Westdeutschland","31411.94","31150","7562","30819.94","32003.94"
"2013","4","Ostdeutschland","39513.17","43818.5","1846","38271.68","40754.66"
"2013","4","Westdeutschland","43471.36","44075","8712","42823.03","44119.69"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","72191.73","67891","1139","69560.76","74822.7"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","76331.48","71485.5","8221","74668.36","77994.6"
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","9742.56","2402.5","1515","8894.21","10590.91"
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","12329.57","4303.5","5026","11795.2","12863.94"
"2014","2","Ostdeutschland","16591.52","15117","1822","15823.51","17359.53"
"2014","2","Westdeutschland","22547.62","19577.5","6023","21971.72","23123.52"
"2014","3","Ostdeutschland","21553.71","17395","1744","20493.2","22614.22"
"2014","3","Westdeutschland","32086","30433.5","6498","31459.77","32712.23"
"2014","4","Ostdeutschland","38109.78","42400","1854","36815.68","39403.88"
"2014","4","Westdeutschland","41464.49","42471","7783","40755.68","42173.3"
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","71828.77","68748","1087","69248.32","74409.22"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","76751.51","71479","8155","75051.01","78452.01"
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","9873.33","2400.5","1407","8924.84","10821.82"
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","14753.37","5648.5","5160","14164.51","15342.23"
"2015","2","Ostdeutschland","16216.2","13485","1530","15379.88","17052.52"
"2015","2","Westdeutschland","20043.88","15442.5","5687","19490.81","20596.95"
"2015","3","Ostdeutschland","21697.92","19849.5","1786","20688.47","22707.37"
"2015","3","Westdeutschland","30882.19","30502","6192","30262.17","31502.21"
"2015","4","Ostdeutschland","36510.67","38850","1823","35207.01","37814.33"
"2015","4","Westdeutschland","40688.73","41404.5","7725","39982.28","41395.18"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","69887.67","65966","1177","67597.46","72177.88"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","75442.41","71980","8563","74004.57","76880.25"
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","10245.35","2733","1202","9373","11117.7"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","13034.48","4140","3795","12328.2","13740.76"
"2016","2","Ostdeutschland","15983.23","14550","1325","14759.82","17206.64"
"2016","2","Westdeutschland","20919.14","15570.5","4858","20272.52","21565.76"
"2016","3","Ostdeutschland","23642.67","20826.5","1563","22424.01","24861.33"
"2016","3","Westdeutschland","30826.23","29355","5244","29940.12","31712.34"
"2016","4","Ostdeutschland","37534","38300","1849","35200.52","39867.48"
"2016","4","Westdeutschland","41774.07","41792.5","7415","40974.09","42574.05"
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","76095.68","69775","1216","73018.78","79172.58"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","76362.03","71980","8323","74678.3","78045.76"
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","10263.64","2901","1882","9583.29","10943.99"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","11943.56","2755","7164","11519.13","12367.99"
"2017","2","Ostdeutschland","16920.53","14590","1403","15962.92","17878.14"
"2017","2","Westdeutschland","22133.08","16821.5","4845","21446.48","22819.68"
"2017","3","Ostdeutschland","24697.23","22750","1626","23538.87","25855.59"
"2017","3","Westdeutschland","30487.61","29745.5","5709","29779.26","31195.96"
"2017","4","Ostdeutschland","36561.5","38802","2113","35354.35","37768.65"
"2017","4","Westdeutschland","42501.93","43047","8064","41788.53","43215.33"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","71996.27","65836.5","1625","69701.2","74291.34"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","75903.59","72598.5","10216","74545.45","77261.73"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","8071.79","1071.5","2151","7599.83","8543.75"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","12797.49","2976","8691","12244.55","13350.43"
"2018","2","Ostdeutschland","15144.16","12113.5","1290","14139.82","16148.5"
"2018","2","Westdeutschland","18681.32","9466","4873","17999.36","19363.28"
"2018","3","Ostdeutschland","23059.57","20529.5","1591","21886.01","24233.13"
"2018","3","Westdeutschland","29385.67","25744","5442","28579.32","30192.02"
"2018","4","Ostdeutschland","37310.74","40685.5","2270","36116.55","38504.93"
"2018","4","Westdeutschland","41752.11","42424","8096","40804.68","42699.54"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","69330.87","65900","1671","66861.28","71800.46"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","74843.39","71396.5","10411","73499.02","76187.76"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","7459.85","526.5","1803","6895.46","8024.24"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","13733.36","3602","7342","13020.8","14445.92"
"2019","2","Ostdeutschland","13756.74","5166","1134","12288.78","15224.7"
"2019","2","Westdeutschland","19055.48","12625","4620","18362.35","19748.61"
"2019","3","Ostdeutschland","24990.32","21649.5","1408","23593.07","26387.57"
"2019","3","Westdeutschland","29854.56","26403.5","4802","28894.98","30814.14"
"2019","4","Ostdeutschland","36723.19","39527.5","2426","35358.06","38088.32"
"2019","4","Westdeutschland","42193.39","43462.5","7773","41300.05","43086.73"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","72612.71","68855.5","2589","68927.09","76298.33"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","78450.68","73697","13520","76616.78","80284.58"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","10045.9","1785","1634","9239.78","10852.02"
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","13548.21","3227.5","6013","13076.15","14020.27"
"2020","2","Ostdeutschland","15979.62","9880.5","1082","14835.99","17123.25"
"2020","2","Westdeutschland","20892.28","11770","5354","20199.83","21584.73"
"2020","3","Ostdeutschland","24327.27","20280","1272","22220.1","26434.44"
"2020","3","Westdeutschland","28351.98","26730","4973","27440.51","29263.45"
"2020","4","Ostdeutschland","36794.39","37704.5","2238","35296.94","38291.84"
"2020","4","Westdeutschland","44608.85","44399.5","8218","43702.7","45515"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","68443.97","66403","2568","65441.34","71446.6"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","80192.64","75297","13198","76798.92","83586.36"
