year,age_gr,plh0109,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,30-45 y.,Very important,0.69839,6543,9044,0.68893,0.70785
2012,30-45 y.,Important,0.24733,2116,9044,0.23844,0.25622
2012,30-45 y.,Less important,0.04075,285,9044,0.03668,0.04483
2012,30-45 y.,Unimportant,0.01353,100,9044,0.01115,0.01591
2012,46-65 y.,Very important,0.59734,5754,9299,0.58737,0.60731
2012,46-65 y.,Important,0.31632,2877,9299,0.30687,0.32577
2012,46-65 y.,Less important,0.05870,456,9299,0.05392,0.06348
2012,46-65 y.,Unimportant,0.02764,212,9299,0.02431,0.03097
2012,66 and older,Very important,0.50385,2733,5022,0.49002,0.51768
2012,66 and older,Important,0.34428,1696,5022,0.33114,0.35742
2012,66 and older,Less important,0.06673,247,5022,0.05983,0.07363
2012,66 and older,Unimportant,0.08514,346,5022,0.07742,0.09286
2016,17-29 y.,Very important,0.62848,2459,3834,0.61319,0.64378
2016,17-29 y.,Important,0.30510,1094,3834,0.29052,0.31968
2016,17-29 y.,Less important,0.05673,235,3834,0.04941,0.06406
2016,17-29 y.,Unimportant,0.00969,46,3834,0.00659,0.01279
2016,30-45 y.,Very important,0.67928,5099,7079,0.66840,0.69015
2016,30-45 y.,Important,0.25580,1685,7079,0.24563,0.26596
2016,30-45 y.,Less important,0.05557,228,7079,0.05023,0.06091
2016,30-45 y.,Unimportant,0.00936,67,7079,0.00712,0.01160
2016,46-65 y.,Very important,0.60321,5349,8540,0.59284,0.61359
2016,46-65 y.,Important,0.28777,2483,8540,0.27817,0.29737
2016,46-65 y.,Less important,0.07892,489,8540,0.07320,0.08464
2016,46-65 y.,Unimportant,0.03010,219,8540,0.02647,0.03372
2016,66 and older,Very important,0.50150,2507,4574,0.48701,0.51599
2016,66 and older,Important,0.33581,1530,4574,0.32213,0.34950
2016,66 and older,Less important,0.07566,243,4574,0.06799,0.08332
2016,66 and older,Unimportant,0.08702,294,4574,0.07885,0.09519
2021,17-29 y.,Very important,0.60560,1599,2684,0.58711,0.62409
2021,17-29 y.,Important,0.30286,799,2684,0.28547,0.32025
2021,17-29 y.,Less important,0.07283,235,2684,0.06300,0.08266
2021,17-29 y.,Unimportant,0.01871,51,2684,0.01358,0.02384
2021,30-45 y.,Very important,0.64723,2809,4137,0.63267,0.66180
2021,30-45 y.,Important,0.26129,1068,4137,0.24790,0.27468
2021,30-45 y.,Less important,0.07255,203,4137,0.06464,0.08045
2021,30-45 y.,Unimportant,0.01893,57,4137,0.01478,0.02308
2021,46-65 y.,Very important,0.58169,4102,6733,0.56990,0.59347
2021,46-65 y.,Important,0.30280,1982,6733,0.29182,0.31378
2021,46-65 y.,Less important,0.07676,446,6733,0.07040,0.08312
2021,46-65 y.,Unimportant,0.03875,203,6733,0.03414,0.04337
2021,66 and older,Very important,0.51770,1886,3392,0.50088,0.53452
2021,66 and older,Important,0.33235,1109,3392,0.31649,0.34820
2021,66 and older,Less important,0.07079,201,3392,0.06216,0.07942
2021,66 and older,Unimportant,0.07916,196,3392,0.07007,0.08825
