year,bula_h,pgisced97,plh0109,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1992,Hamburg,Upper Secondary Level,Very important,1.00000,50,8772,1.00000,1.00000
1992,Lower Saxony,Lower Secondary Level,Very important,0.73131,115,8772,0.73045,0.73216
1992,Lower Saxony,Lower Secondary Level,Important,0.26869,36,8772,0.26784,0.26955
1992,Lower Saxony,Upper Secondary Level,Very important,0.75018,333,8772,0.74967,0.75069
1992,Lower Saxony,Upper Secondary Level,Important,0.24982,99,8772,0.24931,0.25033
1992,Lower Saxony,First Stage of Tertiary Education,Very important,1.00000,54,8772,1.00000,1.00000
1992,Lower Saxony,Second Stage of Tertiary Education,Very important,1.00000,59,8772,1.00000,1.00000
1992,Bremen,Upper Secondary Level,Very important,1.00000,39,8772,1.00000,1.00000
1992,North Rhine-Westphalia,Lower Secondary Level,Very important,0.71085,232,8772,0.71026,0.71145
1992,North Rhine-Westphalia,Lower Secondary Level,Important,0.28915,86,8772,0.28855,0.28974
1992,North Rhine-Westphalia,Upper Secondary Level,Very important,0.73519,771,8772,0.73485,0.73553
1992,North Rhine-Westphalia,Upper Secondary Level,Important,0.26481,230,8772,0.26447,0.26515
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very important,1.00000,45,8772,1.00000,1.00000
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Very important,1.00000,108,8772,1.00000,1.00000
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Very important,0.74232,145,8772,0.74156,0.74307
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.25768,44,8772,0.25693,0.25844
1992,Hesse,Lower Secondary Level,Very important,0.69924,89,8772,0.69826,0.70023
1992,Hesse,Lower Secondary Level,Important,0.30076,40,8772,0.29977,0.30174
1992,Hesse,Upper Secondary Level,Very important,0.70349,230,8772,0.70286,0.70411
1992,Hesse,Upper Secondary Level,Important,0.29651,86,8772,0.29589,0.29714
1992,Hesse,Second Stage of Tertiary Education,Very important,1.00000,56,8772,1.00000,1.00000
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very important,0.55980,89,8772,0.55884,0.56076
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Important,0.44020,61,8772,0.43924,0.44116
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very important,0.65725,187,8772,0.65655,0.65794
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Important,0.34275,81,8772,0.34206,0.34345
1992,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very important,1.00000,32,8772,1.00000,1.00000
1992,Baden-Wuerttemberg,Lower Secondary Level,Very important,0.63805,154,8772,0.63727,0.63883
1992,Baden-Wuerttemberg,Lower Secondary Level,Important,0.36195,73,8772,0.36117,0.36273
1992,Baden-Wuerttemberg,Upper Secondary Level,Very important,0.75375,438,8772,0.75330,0.75420
1992,Baden-Wuerttemberg,Upper Secondary Level,Important,0.24625,118,8772,0.24580,0.24670
1992,Baden-Wuerttemberg,First Stage of Tertiary Education,Very important,1.00000,71,8772,1.00000,1.00000
1992,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very important,1.00000,64,8772,1.00000,1.00000
1992,Bavaria,Lower Secondary Level,Very important,0.65734,164,8772,0.65658,0.65810
1992,Bavaria,Lower Secondary Level,Important,0.34266,69,8772,0.34190,0.34342
1992,Bavaria,Upper Secondary Level,Very important,0.73987,510,8772,0.73946,0.74028
1992,Bavaria,Upper Secondary Level,Important,0.26013,159,8772,0.25972,0.26054
1992,Bavaria,First Stage of Tertiary Education,Very important,1.00000,84,8772,1.00000,1.00000
1992,Bavaria,Second Stage of Tertiary Education,Very important,1.00000,102,8772,1.00000,1.00000
1992,Berlin,Upper Secondary Level,Very important,0.75325,168,8772,0.75245,0.75405
1992,Berlin,Upper Secondary Level,Important,0.24675,43,8772,0.24595,0.24755
1992,Berlin,Second Stage of Tertiary Education,Very important,1.00000,111,8772,1.00000,1.00000
1992,Brandenburg,Upper Secondary Level,Very important,0.74928,248,8772,0.74845,0.75011
1992,Brandenburg,Upper Secondary Level,Important,0.25072,74,8772,0.24989,0.25155
1992,Brandenburg,First Stage of Tertiary Education,Very important,1.00000,39,8772,1.00000,1.00000
1992,Brandenburg,Second Stage of Tertiary Education,Very important,1.00000,132,8772,1.00000,1.00000
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Very important,0.76591,173,8772,0.76496,0.76687
1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Important,0.23409,42,8772,0.23313,0.23504
1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very important,1.00000,77,8772,1.00000,1.00000
1992,Saxony,Lower Secondary Level,Very important,1.00000,80,8772,1.00000,1.00000
1992,Saxony,Upper Secondary Level,Very important,0.80065,489,8772,0.80009,0.80121
1992,Saxony,Upper Secondary Level,Important,0.19935,113,8772,0.19879,0.19991
1992,Saxony,First Stage of Tertiary Education,Very important,1.00000,50,8772,1.00000,1.00000
1992,Saxony,Second Stage of Tertiary Education,Very important,0.81304,198,8772,0.81213,0.81394
1992,Saxony,Second Stage of Tertiary Education,Important,0.18696,41,8772,0.18606,0.18787
1992,Saxony-Anhalt,Lower Secondary Level,Very important,1.00000,56,8772,1.00000,1.00000
1992,Saxony-Anhalt,Upper Secondary Level,Very important,0.76513,298,8772,0.76436,0.76590
1992,Saxony-Anhalt,Upper Secondary Level,Important,0.23487,85,8772,0.23410,0.23564
1992,Saxony-Anhalt,First Stage of Tertiary Education,Very important,1.00000,37,8772,1.00000,1.00000
1992,Saxony-Anhalt,Second Stage of Tertiary Education,Very important,1.00000,137,8772,1.00000,1.00000
1992,Thuringa,Lower Secondary Level,Very important,1.00000,31,8772,1.00000,1.00000
1992,Thuringa,Upper Secondary Level,Very important,0.80660,335,8772,0.80589,0.80731
1992,Thuringa,Upper Secondary Level,Important,0.19340,69,8772,0.19269,0.19411
1992,Thuringa,Second Stage of Tertiary Education,Very important,1.00000,100,8772,1.00000,1.00000
1995,Schleswig-Holstein,Upper Secondary Level,Very important,1.00000,116,9072,1.00000,1.00000
1995,Hamburg,Upper Secondary Level,Very important,1.00000,35,9072,1.00000,1.00000
1995,Lower Saxony,Lower Secondary Level,Very important,0.62546,111,9072,0.62455,0.62638
1995,Lower Saxony,Lower Secondary Level,Important,0.37454,57,9072,0.37362,0.37545
1995,Lower Saxony,Upper Secondary Level,Very important,0.75625,357,9072,0.75575,0.75675
1995,Lower Saxony,Upper Secondary Level,Important,0.24375,92,9072,0.24325,0.24425
1995,Lower Saxony,Post-secondary Non-tertiary Level,Very important,1.00000,44,9072,1.00000,1.00000
1995,Lower Saxony,First Stage of Tertiary Education,Very important,1.00000,49,9072,1.00000,1.00000
1995,Lower Saxony,Second Stage of Tertiary Education,Very important,1.00000,81,9072,1.00000,1.00000
1995,Bremen,Upper Secondary Level,Very important,1.00000,34,9072,1.00000,1.00000
1995,North Rhine-Westphalia,Lower Secondary Level,Very important,0.75973,234,9072,0.75913,0.76033
1995,North Rhine-Westphalia,Lower Secondary Level,Important,0.24027,70,9072,0.23967,0.24087
1995,North Rhine-Westphalia,Upper Secondary Level,Very important,0.69815,804,9072,0.69781,0.69849
1995,North Rhine-Westphalia,Upper Secondary Level,Important,0.25206,254,9072,0.25174,0.25238
1995,North Rhine-Westphalia,Upper Secondary Level,Less important,0.04979,39,9072,0.04963,0.04995
1995,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very important,1.00000,74,9072,1.00000,1.00000
1995,North Rhine-Westphalia,First Stage of Tertiary Education,Very important,1.00000,108,9072,1.00000,1.00000
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Very important,0.72130,179,9072,0.72059,0.72201
1995,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.27870,60,9072,0.27799,0.27941
1995,Hesse,Lower Secondary Level,Very important,1.00000,95,9072,1.00000,1.00000
1995,Hesse,Upper Secondary Level,Very important,0.75024,247,9072,0.74965,0.75083
1995,Hesse,Upper Secondary Level,Important,0.24976,76,9072,0.24917,0.25035
1995,Hesse,Second Stage of Tertiary Education,Very important,1.00000,74,9072,1.00000,1.00000
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very important,0.66496,107,9072,0.66401,0.66591
1995,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Important,0.33504,46,9072,0.33409,0.33599
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very important,0.69461,217,9072,0.69395,0.69527
1995,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Important,0.30539,83,9072,0.30473,0.30605
1995,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very important,1.00000,39,9072,1.00000,1.00000
1995,Baden-Wuerttemberg,Lower Secondary Level,Very important,0.73826,154,9072,0.73752,0.73900
1995,Baden-Wuerttemberg,Lower Secondary Level,Important,0.26174,56,9072,0.26100,0.26248
1995,Baden-Wuerttemberg,Upper Secondary Level,Very important,0.76065,465,9072,0.76021,0.76110
1995,Baden-Wuerttemberg,Upper Secondary Level,Important,0.23935,133,9072,0.23890,0.23979
1995,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very important,1.00000,44,9072,1.00000,1.00000
1995,Baden-Wuerttemberg,First Stage of Tertiary Education,Very important,1.00000,64,9072,1.00000,1.00000
1995,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very important,1.00000,81,9072,1.00000,1.00000
1995,Bavaria,Lower Secondary Level,Very important,0.60885,141,9072,0.60802,0.60968
1995,Bavaria,Lower Secondary Level,Important,0.39115,71,9072,0.39032,0.39198
1995,Bavaria,Upper Secondary Level,Very important,0.73341,543,9072,0.73300,0.73383
1995,Bavaria,Upper Secondary Level,Important,0.26659,171,9072,0.26617,0.26700
1995,Bavaria,Post-secondary Non-tertiary Level,Very important,1.00000,37,9072,1.00000,1.00000
1995,Bavaria,First Stage of Tertiary Education,Very important,1.00000,79,9072,1.00000,1.00000
1995,Bavaria,Second Stage of Tertiary Education,Very important,0.73347,117,9072,0.73258,0.73437
1995,Bavaria,Second Stage of Tertiary Education,Important,0.26653,33,9072,0.26563,0.26742
1995,Berlin,Upper Secondary Level,Very important,0.77735,168,9072,0.77658,0.77813
1995,Berlin,Upper Secondary Level,Important,0.22265,43,9072,0.22187,0.22342
1995,Berlin,Second Stage of Tertiary Education,Very important,0.71790,101,9072,0.71683,0.71898
1995,Berlin,Second Stage of Tertiary Education,Important,0.28210,36,9072,0.28102,0.28317
1995,Brandenburg,Upper Secondary Level,Very important,0.77450,219,9072,0.77368,0.77532
1995,Brandenburg,Upper Secondary Level,Important,0.22550,58,9072,0.22468,0.22632
1995,Brandenburg,First Stage of Tertiary Education,Very important,1.00000,31,9072,1.00000,1.00000
1995,Brandenburg,Second Stage of Tertiary Education,Very important,0.72032,99,9072,0.71908,0.72156
1995,Brandenburg,Second Stage of Tertiary Education,Important,0.27968,36,9072,0.27844,0.28092
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Very important,0.75896,167,9072,0.75800,0.75992
1995,Mecklenburg-Western Pomerania,Upper Secondary Level,Important,0.24104,48,9072,0.24008,0.24200
1995,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very important,1.00000,71,9072,1.00000,1.00000
1995,Saxony,Lower Secondary Level,Very important,0.67122,66,9072,0.66960,0.67284
1995,Saxony,Lower Secondary Level,Important,0.32878,34,9072,0.32716,0.33040
1995,Saxony,Upper Secondary Level,Very important,0.79277,469,9072,0.79221,0.79332
1995,Saxony,Upper Secondary Level,Important,0.20723,111,9072,0.20668,0.20779
1995,Saxony,First Stage of Tertiary Education,Very important,1.00000,45,9072,1.00000,1.00000
1995,Saxony,Second Stage of Tertiary Education,Very important,0.80079,177,9072,0.79987,0.80171
1995,Saxony,Second Stage of Tertiary Education,Important,0.19921,43,9072,0.19829,0.20013
1995,Saxony-Anhalt,Lower Secondary Level,Very important,1.00000,42,9072,1.00000,1.00000
1995,Saxony-Anhalt,Upper Secondary Level,Very important,0.78193,276,9072,0.78118,0.78269
1995,Saxony-Anhalt,Upper Secondary Level,Important,0.21807,72,9072,0.21731,0.21882
1995,Saxony-Anhalt,First Stage of Tertiary Education,Very important,1.00000,45,9072,1.00000,1.00000
1995,Saxony-Anhalt,Second Stage of Tertiary Education,Very important,1.00000,118,9072,1.00000,1.00000
1995,Thuringa,Lower Secondary Level,Very important,1.00000,43,9072,1.00000,1.00000
1995,Thuringa,Upper Secondary Level,Very important,0.77020,291,9072,0.76942,0.77098
1995,Thuringa,Upper Secondary Level,Important,0.22980,79,9072,0.22902,0.23058
1995,Thuringa,Second Stage of Tertiary Education,Very important,0.62656,80,9072,0.62481,0.62830
1995,Thuringa,Second Stage of Tertiary Education,Important,0.37344,33,9072,0.37170,0.37519
2004,Schleswig-Holstein,Lower Secondary Level,Very important,1.00000,48,18768,1.00000,1.00000
2004,Schleswig-Holstein,Upper Secondary Level,Very important,0.73012,229,18768,0.72934,0.73090
2004,Schleswig-Holstein,Upper Secondary Level,Important,0.26988,79,18768,0.26910,0.27066
2004,Schleswig-Holstein,First Stage of Tertiary Education,Very important,1.00000,40,18768,1.00000,1.00000
2004,Schleswig-Holstein,Second Stage of Tertiary Education,Very important,1.00000,94,18768,1.00000,1.00000
2004,Hamburg,Upper Secondary Level,Very important,0.55193,77,18768,0.55055,0.55330
2004,Hamburg,Upper Secondary Level,Important,0.44807,43,18768,0.44670,0.44945
2004,Hamburg,Second Stage of Tertiary Education,Very important,1.00000,55,18768,1.00000,1.00000
2004,Lower Saxony,Pre-primary Level,Very important,1.00000,38,18768,1.00000,1.00000
2004,Lower Saxony,Lower Secondary Level,Very important,0.63490,143,18768,0.63389,0.63592
2004,Lower Saxony,Lower Secondary Level,Important,0.36510,74,18768,0.36408,0.36611
2004,Lower Saxony,Upper Secondary Level,Very important,0.71434,701,18768,0.71386,0.71482
2004,Lower Saxony,Upper Secondary Level,Important,0.23093,208,18768,0.23049,0.23138
2004,Lower Saxony,Upper Secondary Level,Less important,0.05473,42,18768,0.05449,0.05497
2004,Lower Saxony,Post-secondary Non-tertiary Level,Very important,1.00000,88,18768,1.00000,1.00000
2004,Lower Saxony,First Stage of Tertiary Education,Very important,1.00000,95,18768,1.00000,1.00000
2004,Lower Saxony,Second Stage of Tertiary Education,Very important,0.76178,214,18768,0.76082,0.76275
2004,Lower Saxony,Second Stage of Tertiary Education,Important,0.23822,72,18768,0.23725,0.23918
2004,Bremen,Upper Secondary Level,Very important,1.00000,62,18768,1.00000,1.00000
2004,North Rhine-Westphalia,Pre-primary Level,Very important,0.50075,78,18768,0.49908,0.50243
2004,North Rhine-Westphalia,Pre-primary Level,Important,0.49925,60,18768,0.49757,0.50092
2004,North Rhine-Westphalia,Primary Level,Very important,1.00000,51,18768,1.00000,1.00000
2004,North Rhine-Westphalia,Lower Secondary Level,Very important,0.67888,368,18768,0.67821,0.67955
2004,North Rhine-Westphalia,Lower Secondary Level,Important,0.32112,155,18768,0.32045,0.32179
2004,North Rhine-Westphalia,Upper Secondary Level,Very important,0.67455,1552,18768,0.67422,0.67489
2004,North Rhine-Westphalia,Upper Secondary Level,Important,0.25772,517,18768,0.25741,0.25804
2004,North Rhine-Westphalia,Upper Secondary Level,Less important,0.03626,62,18768,0.03612,0.03639
2004,North Rhine-Westphalia,Upper Secondary Level,Unimportant,0.03147,40,18768,0.03134,0.03159
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very important,0.72045,243,18768,0.71960,0.72131
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Important,0.27955,82,18768,0.27869,0.28040
2004,North Rhine-Westphalia,First Stage of Tertiary Education,Very important,0.81303,254,18768,0.81224,0.81382
2004,North Rhine-Westphalia,First Stage of Tertiary Education,Important,0.18697,57,18768,0.18618,0.18776
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Very important,0.72087,591,18768,0.72024,0.72150
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Important,0.27913,194,18768,0.27850,0.27976
2004,Hesse,Lower Secondary Level,Very important,0.67120,94,18768,0.67001,0.67238
2004,Hesse,Lower Secondary Level,Important,0.32880,56,18768,0.32762,0.32999
2004,Hesse,Upper Secondary Level,Very important,0.70714,443,18768,0.70653,0.70774
2004,Hesse,Upper Secondary Level,Important,0.29286,176,18768,0.29226,0.29347
2004,Hesse,Post-secondary Non-tertiary Level,Very important,1.00000,83,18768,1.00000,1.00000
2004,Hesse,First Stage of Tertiary Education,Very important,1.00000,71,18768,1.00000,1.00000
2004,Hesse,Second Stage of Tertiary Education,Very important,0.73154,214,18768,0.73059,0.73248
2004,Hesse,Second Stage of Tertiary Education,Important,0.26846,87,18768,0.26752,0.26941
2004,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very important,0.63700,122,18768,0.63582,0.63818
2004,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Important,0.36300,64,18768,0.36182,0.36418
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very important,0.69933,444,18768,0.69871,0.69995
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Important,0.30067,173,18768,0.30005,0.30129
2004,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very important,1.00000,41,18768,1.00000,1.00000
2004,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very important,1.00000,71,18768,1.00000,1.00000
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very important,0.77457,137,18768,0.77315,0.77599
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Important,0.22543,34,18768,0.22401,0.22685
2004,Baden-Wuerttemberg,Pre-primary Level,Very important,1.00000,37,18768,1.00000,1.00000
2004,Baden-Wuerttemberg,Lower Secondary Level,Very important,0.51347,229,18768,0.51263,0.51430
2004,Baden-Wuerttemberg,Lower Secondary Level,Important,0.38217,138,18768,0.38136,0.38299
2004,Baden-Wuerttemberg,Lower Secondary Level,Less important,0.10436,32,18768,0.10385,0.10487
2004,Baden-Wuerttemberg,Upper Secondary Level,Very important,0.66073,805,18768,0.66026,0.66119
2004,Baden-Wuerttemberg,Upper Secondary Level,Important,0.28651,309,18768,0.28607,0.28696
2004,Baden-Wuerttemberg,Upper Secondary Level,Less important,0.05276,58,18768,0.05254,0.05298
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very important,0.76499,102,18768,0.76379,0.76619
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Important,0.23501,33,18768,0.23381,0.23621
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,Very important,0.70718,140,18768,0.70610,0.70825
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,Important,0.29282,46,18768,0.29175,0.29390
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very important,0.69881,321,18768,0.69801,0.69961
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,Important,0.30119,120,18768,0.30039,0.30199
2004,Bavaria,Pre-primary Level,Very important,1.00000,39,18768,1.00000,1.00000
2004,Bavaria,Lower Secondary Level,Very important,0.54899,193,18768,0.54813,0.54986
2004,Bavaria,Lower Secondary Level,Important,0.45101,139,18768,0.45014,0.45187
2004,Bavaria,Upper Secondary Level,Very important,0.64202,1012,18768,0.64161,0.64243
2004,Bavaria,Upper Secondary Level,Important,0.30316,466,18768,0.30277,0.30355
2004,Bavaria,Upper Secondary Level,Less important,0.05482,61,18768,0.05462,0.05501
2004,Bavaria,Post-secondary Non-tertiary Level,Very important,0.60821,91,18768,0.60676,0.60967
2004,Bavaria,Post-secondary Non-tertiary Level,Important,0.39179,42,18768,0.39033,0.39324
2004,Bavaria,First Stage of Tertiary Education,Very important,0.76052,164,18768,0.75952,0.76152
2004,Bavaria,First Stage of Tertiary Education,Important,0.23948,63,18768,0.23848,0.24048
2004,Bavaria,Second Stage of Tertiary Education,Very important,0.71655,385,18768,0.71575,0.71736
2004,Bavaria,Second Stage of Tertiary Education,Important,0.28345,151,18768,0.28264,0.28425
2004,Berlin,Upper Secondary Level,Very important,0.65336,204,18768,0.65244,0.65428
2004,Berlin,Upper Secondary Level,Important,0.34664,86,18768,0.34572,0.34756
2004,Berlin,First Stage of Tertiary Education,Very important,1.00000,37,18768,1.00000,1.00000
2004,Berlin,Second Stage of Tertiary Education,Very important,0.69465,164,18768,0.69358,0.69573
2004,Berlin,Second Stage of Tertiary Education,Important,0.30535,67,18768,0.30427,0.30642
2004,Brandenburg,Lower Secondary Level,Very important,1.00000,32,18768,1.00000,1.00000
2004,Brandenburg,Upper Secondary Level,Very important,0.63154,283,18768,0.63058,0.63249
2004,Brandenburg,Upper Secondary Level,Important,0.36846,127,18768,0.36751,0.36942
2004,Brandenburg,First Stage of Tertiary Education,Very important,1.00000,52,18768,1.00000,1.00000
2004,Brandenburg,Second Stage of Tertiary Education,Very important,0.57945,163,18768,0.57809,0.58080
2004,Brandenburg,Second Stage of Tertiary Education,Important,0.42055,83,18768,0.41920,0.42191
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,Very important,0.67847,165,18768,0.67737,0.67958
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,Important,0.32153,73,18768,0.32042,0.32263
2004,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very important,0.77048,95,18768,0.76881,0.77215
2004,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Important,0.22952,34,18768,0.22785,0.23119
2004,Saxony,Lower Secondary Level,Very important,0.56027,47,18768,0.55830,0.56223
2004,Saxony,Lower Secondary Level,Important,0.43973,37,18768,0.43777,0.44170
2004,Saxony,Upper Secondary Level,Very important,0.65905,552,18768,0.65840,0.65970
2004,Saxony,Upper Secondary Level,Important,0.28388,223,18768,0.28326,0.28449
2004,Saxony,Upper Secondary Level,Less important,0.05707,39,18768,0.05676,0.05739
2004,Saxony,Post-secondary Non-tertiary Level,Very important,1.00000,32,18768,1.00000,1.00000
2004,Saxony,First Stage of Tertiary Education,Very important,1.00000,98,18768,1.00000,1.00000
2004,Saxony,Second Stage of Tertiary Education,Very important,0.70999,249,18768,0.70895,0.71103
2004,Saxony,Second Stage of Tertiary Education,Important,0.29001,105,18768,0.28897,0.29105
2004,Saxony-Anhalt,Lower Secondary Level,Very important,1.00000,35,18768,1.00000,1.00000
2004,Saxony-Anhalt,Upper Secondary Level,Very important,0.65770,287,18768,0.65678,0.65861
2004,Saxony-Anhalt,Upper Secondary Level,Important,0.34230,138,18768,0.34139,0.34322
2004,Saxony-Anhalt,First Stage of Tertiary Education,Very important,1.00000,65,18768,1.00000,1.00000
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Very important,0.77599,161,18768,0.77467,0.77730
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Important,0.22401,49,18768,0.22270,0.22533
2004,Thuringa,Lower Secondary Level,Very important,1.00000,31,18768,1.00000,1.00000
2004,Thuringa,Upper Secondary Level,Very important,0.62408,377,18768,0.62321,0.62495
2004,Thuringa,Upper Secondary Level,Important,0.30679,142,18768,0.30596,0.30762
2004,Thuringa,Upper Secondary Level,Less important,0.06913,31,18768,0.06868,0.06959
2004,Thuringa,First Stage of Tertiary Education,Very important,1.00000,50,18768,1.00000,1.00000
2004,Thuringa,Second Stage of Tertiary Education,Very important,0.70572,125,18768,0.70391,0.70754
2004,Thuringa,Second Stage of Tertiary Education,Important,0.29428,38,18768,0.29246,0.29609
2008,Schleswig-Holstein,Lower Secondary Level,Very important,1.00000,35,16537,1.00000,1.00000
