,Unnamed: 0,year,hhtyp,hlc0061_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
67,67,2013,Multi-generational household,No,1.0,135,17506,0.80602,1.24016
68,68,2013,Other Combinations,No,1.0,344,17506,0.8646,1.12473
69,69,2014,Single-person household,Yes,0.02738,87,15651,0.02413,0.03073
70,70,2014,Single-person household,No,0.97262,3444,15651,0.94785,0.99455
71,71,2014,Couple without children,Yes,0.01165,58,15651,0.00859,0.01508
72,72,2014,Couple without children,No,0.98835,4262,15651,0.96134,1.01607
73,73,2014,Single parent,Yes,0.0239,33,15651,0.01508,0.03489
74,74,2014,Single parent,No,0.9761,1771,15651,0.92754,1.03351
75,75,2014,Couple with children,Yes,0.00539,33,15651,0.00363,0.00746
76,76,2014,Couple with children,No,0.99461,5606,15651,0.95697,1.03493
77,77,2014,Multi-generational household,No,1.0,110,15651,0.76298,1.25518
78,78,2014,Other Combinations,No,1.0,247,15651,0.86174,1.12713
79,79,2015,Single-person household,Yes,0.0264,84,15322,0.02319,0.02997
80,80,2015,Single-person household,No,0.9736,3463,15322,0.9523,0.99988
81,81,2015,Couple without children,Yes,0.0119,54,15322,0.00818,0.01621
82,82,2015,Couple without children,No,0.9881,4238,15322,0.96036,1.01622
83,83,2015,Single parent,No,1.0,1639,15322,0.94586,1.06305
84,84,2015,Couple with children,Yes,0.00528,35,15322,0.00357,0.00734
85,85,2015,Couple with children,No,0.99472,5453,15322,0.96385,1.03043
86,86,2015,Multi-generational household,No,1.0,126,15322,0.71557,1.27142
87,87,2015,Other Combinations,No,1.0,230,15322,0.8826,1.13708
88,88,2016,Single-person household,Yes,0.03091,96,14052,0.02642,0.03603
89,89,2016,Single-person household,No,0.96909,3249,14052,0.94367,0.99263
90,90,2016,Couple without children,Yes,0.00913,45,14052,0.00625,0.01243
91,91,2016,Couple without children,No,0.99087,3985,14052,0.96382,1.0203
92,92,2016,Single parent,No,1.0,1486,14052,0.94931,1.06033
93,93,2016,Couple with children,Yes,0.00719,31,14052,0.00442,0.01181
94,94,2016,Couple with children,No,0.99281,4877,14052,0.96239,1.02961
95,95,2016,Multi-generational household,No,1.0,102,14052,0.75346,1.27751
96,96,2016,Other Combinations,No,1.0,181,14052,0.8498,1.1876
97,97,2017,Single-person household,Yes,0.03213,107,17249,0.0282,0.03591
98,98,2017,Single-person household,No,0.96787,3984,17249,0.94179,0.99113
99,99,2017,Couple without children,Yes,0.00878,53,17249,0.0064,0.01203
100,100,2017,Couple without children,No,0.99122,4577,17249,0.96451,1.02148
101,101,2017,Single parent,No,1.0,1673,17249,0.94434,1.05722
102,102,2017,Couple with children,Yes,0.00743,32,17249,0.00436,0.01229
103,103,2017,Couple with children,No,0.99257,6323,17249,0.95364,1.02709
104,104,2017,Multi-generational household,No,1.0,132,17249,0.76549,1.24453
105,105,2017,Other Combinations,No,1.0,368,17249,0.8846,1.16531
106,106,2018,Single-person household,Yes,0.03077,120,17670,0.02598,0.03575
107,107,2018,Single-person household,No,0.96923,4304,17670,0.94028,0.99599
108,108,2018,Couple without children,Yes,0.01146,67,17670,0.00837,0.01546
109,109,2018,Couple without children,No,0.98854,4528,17670,0.96003,1.01279
110,110,2018,Single parent,No,1.0,1712,17670,0.93521,1.05559
111,111,2018,Couple with children,Yes,0.00816,41,17670,0.00487,0.01221
112,112,2018,Couple with children,No,0.99184,6356,17670,0.95791,1.0276
113,113,2018,Multi-generational household,No,1.0,149,17670,0.78804,1.23087
114,114,2018,Other Combinations,No,1.0,393,17670,0.88122,1.14481
115,115,2019,Single-person household,Yes,0.03782,141,18215,0.03336,0.04377
116,116,2019,Single-person household,No,0.96218,4419,18215,0.93107,0.99528
117,117,2019,Couple without children,Yes,0.01253,61,18215,0.00777,0.01801
118,118,2019,Couple without children,No,0.98747,5068,18215,0.95804,1.02074
119,119,2019,Single parent,No,1.0,1587,18215,0.94153,1.06764
120,120,2019,Couple with children,No,1.0,6452,18215,0.96625,1.04547
121,121,2019,Multi-generational household,No,1.0,127,18215,0.7265,1.26246
122,122,2019,Other Combinations,No,1.0,360,18215,0.85652,1.16175
123,123,2020,Single-person household,Yes,0.0343,130,18988,0.02876,0.04027
124,124,2020,Single-person household,No,0.9657,5167,18988,0.93409,0.99797
125,125,2020,Couple without children,Yes,0.01319,65,18988,0.00947,0.01796
126,126,2020,Couple without children,No,0.98681,5044,18988,0.95187,1.01829
127,127,2020,Single parent,No,1.0,1552,18988,0.92897,1.07296
128,128,2020,Couple with children,No,1.0,6428,18988,0.96032,1.04106
129,129,2020,Multi-generational household,No,1.0,135,18988,0.75017,1.24311
130,130,2020,Other Combinations,No,1.0,467,18988,0.82628,1.15661
131,131,2021,Single-person household,Yes,0.02292,69,12313,0.01902,0.0274
132,132,2021,Single-person household,No,0.97708,3451,12313,0.93605,1.00921
133,133,2021,Couple without children,Yes,0.01396,52,12313,0.00982,0.01828
134,134,2021,Couple without children,No,0.98604,3402,12313,0.94226,1.02823
135,135,2021,Single parent,No,1.0,999,12313,0.89869,1.07369
136,136,2021,Couple with children,Yes,0.01489,34,12313,0.00963,0.02165
137,137,2021,Couple with children,No,0.98511,3896,12313,0.94255,1.03568
138,138,2021,Multi-generational household,No,1.0,85,12313,0.67809,1.43183
139,139,2021,Other Combinations,No,1.0,325,12313,0.84243,1.18852
