year,hhtyp,quintil_oecd_hh,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Couple with children,2nd Quintile,No,0.97972,1221,1221,0.97181,0.98763
2017,Couple with children,3rd Quintile,No,0.99683,1179,1179,0.99361,1.00004
2017,Couple with children,4th Quintile,No,0.99866,1095,1095,0.99650,1.00083
2017,Couple with children,5th Quintile,No,0.99881,945,945,0.99661,1.00101
2017,Multi-generational household,1st Quintile,No,0.85091,59,59,0.75924,0.94257
2017,Other Combinations,1st Quintile,No,0.91501,182,182,0.87439,0.95564
2017,Other Combinations,2nd Quintile,No,0.87347,55,55,0.78480,0.96214
2017,Other Combinations,4th Quintile,No,0.92312,50,50,0.84853,0.99771
2018,Single-person household,1st Quintile,Yes,0.06951,70,1581,0.05697,0.08205
2018,Single-person household,1st Quintile,No,0.93049,1511,1581,0.91795,0.94303
2018,Single-person household,2nd Quintile,No,0.96743,880,880,0.95570,0.97917
2018,Single-person household,3rd Quintile,No,0.98811,681,681,0.97997,0.99626
2018,Single-person household,4th Quintile,No,0.98772,632,632,0.97912,0.99631
2018,Single-person household,5th Quintile,No,0.99783,562,562,0.99399,1.00168
2018,Couple without children,1st Quintile,Yes,0.04673,33,578,0.02951,0.06395
2018,Couple without children,1st Quintile,No,0.95327,545,578,0.93605,0.97049
2018,Couple without children,2nd Quintile,No,0.98192,774,774,0.97253,0.99131
2018,Couple without children,3rd Quintile,No,0.99191,847,847,0.98587,0.99795
2018,Couple without children,4th Quintile,No,0.99623,970,970,0.99236,1.00009
2018,Couple without children,5th Quintile,No,0.99600,1385,1385,0.99268,0.99933
2018,Single parent,1st Quintile,No,0.97586,801,801,0.96523,0.98650
2018,Single parent,2nd Quintile,No,0.99483,402,402,0.98781,1.00185
2018,Single parent,3rd Quintile,No,0.99406,244,244,0.98439,1.00372
2018,Single parent,4th Quintile,No,0.99838,162,162,0.99216,1.00460
2018,Couple with children,1st Quintile,No,0.98486,2030,2030,0.97955,0.99017
2018,Couple with children,2nd Quintile,No,0.99132,1215,1215,0.98610,0.99654
2018,Couple with children,3rd Quintile,No,0.98538,1105,1105,0.97830,0.99246
2018,Couple with children,4th Quintile,No,0.99665,1039,1039,0.99313,1.00016
2018,Couple with children,5th Quintile,No,0.99950,901,901,0.99803,1.00096
2018,Multi-generational household,1st Quintile,No,0.81938,72,72,0.72989,0.90886
2018,Other Combinations,1st Quintile,No,0.89747,219,219,0.85720,0.93774
2018,Other Combinations,2nd Quintile,No,0.95786,53,53,0.90325,1.01247
2018,Other Combinations,3rd Quintile,No,0.99867,38,38,0.98690,1.01043
2018,Other Combinations,5th Quintile,No,0.96666,38,38,0.90882,1.02451
2019,Single-person household,1st Quintile,Yes,0.07849,82,1584,0.06524,0.09174
2019,Single-person household,1st Quintile,No,0.92151,1502,1584,0.90826,0.93476
2019,Single-person household,2nd Quintile,No,0.97478,816,816,0.96401,0.98554
2019,Single-person household,3rd Quintile,No,0.96771,683,683,0.95445,0.98098
2019,Single-person household,4th Quintile,No,0.97796,644,644,0.96661,0.98931
2019,Single-person household,5th Quintile,No,0.99544,742,742,0.99059,1.00029
2019,Couple without children,1st Quintile,Yes,0.05677,34,525,0.03696,0.07659
2019,Couple without children,1st Quintile,No,0.94323,491,525,0.92341,0.96304
2019,Couple without children,2nd Quintile,No,0.98229,783,783,0.97304,0.99153
2019,Couple without children,3rd Quintile,No,0.98714,820,820,0.97942,0.99486
2019,Couple without children,4th Quintile,No,0.99802,990,990,0.99524,1.00079
2019,Couple without children,5th Quintile,No,0.99622,1984,1984,0.99351,0.99892
2019,Single parent,1st Quintile,No,0.98689,697,697,0.97843,0.99534
2019,Single parent,2nd Quintile,No,0.98737,371,371,0.97599,0.99875
2019,Single parent,3rd Quintile,No,0.98580,233,233,0.97058,1.00103
2019,Single parent,4th Quintile,No,0.99951,161,161,0.99609,1.00293
2019,Couple with children,1st Quintile,No,0.98080,1942,1942,0.97469,0.98690
2019,Couple with children,2nd Quintile,No,0.98915,1032,1032,0.98283,0.99548
2019,Couple with children,3rd Quintile,No,0.99740,1035,1035,0.99430,1.00051
2019,Couple with children,4th Quintile,No,0.99967,1022,1022,0.99857,1.00078
2019,Multi-generational household,1st Quintile,No,0.75030,58,58,0.63793,0.86267
2019,Other Combinations,1st Quintile,No,0.95829,170,170,0.92814,0.98843
2019,Other Combinations,2nd Quintile,No,0.97192,56,56,0.92826,1.01558
2019,Other Combinations,3rd Quintile,No,0.97631,47,47,0.93237,1.02026
2019,Other Combinations,4th Quintile,No,0.99929,50,50,0.99180,1.00677
2019,Other Combinations,5th Quintile,No,0.99827,35,35,0.98430,1.01224
2020,Single-person household,1st Quintile,Yes,0.08202,83,2003,0.07000,0.09404
2020,Single-person household,1st Quintile,No,0.91798,1920,2003,0.90596,0.93000
2020,Single-person household,2nd Quintile,No,0.96990,1024,1024,0.95944,0.98037
2020,Single-person household,3rd Quintile,No,0.99067,714,714,0.98361,0.99773
2020,Single-person household,4th Quintile,No,0.99123,655,655,0.98409,0.99838
2020,Single-person household,5th Quintile,No,0.99276,696,696,0.98646,0.99907
2020,Couple without children,1st Quintile,Yes,0.07598,36,637,0.05539,0.09658
2020,Couple without children,1st Quintile,No,0.92402,601,637,0.90342,0.94461
2020,Couple without children,2nd Quintile,No,0.98301,845,845,0.97429,0.99173
2020,Couple without children,3rd Quintile,No,0.98374,865,865,0.97531,0.99218
2020,Couple without children,4th Quintile,No,0.99943,1003,1003,0.99795,1.00091
2020,Couple without children,5th Quintile,No,0.99987,1723,1723,0.99932,1.00041
2020,Single parent,1st Quintile,No,0.98175,688,688,0.97174,0.99176
2020,Single parent,2nd Quintile,No,0.97658,372,372,0.96119,0.99197
2020,Single parent,3rd Quintile,No,0.99026,230,230,0.97754,1.00298
2020,Single parent,4th Quintile,No,0.99726,144,144,0.98869,1.00583
2020,Couple with children,1st Quintile,No,0.98614,2358,2358,0.98142,0.99086
2020,Couple with children,2nd Quintile,No,0.98778,1058,1058,0.98116,0.99441
2020,Couple with children,3rd Quintile,No,0.99796,947,947,0.99508,1.00083
2020,Couple with children,4th Quintile,No,0.99918,944,944,0.99735,1.00101
2020,Couple with children,5th Quintile,No,0.99829,1103,1103,0.99585,1.00073
2020,Multi-generational household,1st Quintile,No,0.74312,65,65,0.63608,0.85016
2020,Other Combinations,1st Quintile,No,0.96469,247,247,0.94162,0.98775
2020,Other Combinations,2nd Quintile,No,0.98357,74,74,0.95440,1.01273
2020,Other Combinations,3rd Quintile,No,0.97083,53,53,0.92509,1.01657
2020,Other Combinations,4th Quintile,No,0.98662,44,44,0.95227,1.02096
2021,Single-person household,1st Quintile,Yes,0.04606,36,1168,0.03403,0.05809
2021,Single-person household,1st Quintile,No,0.95394,1132,1168,0.94191,0.96597
2021,Single-person household,2nd Quintile,No,0.97705,659,659,0.96561,0.98849
2021,Single-person household,3rd Quintile,No,0.98814,562,562,0.97918,0.99710
2021,Single-person household,4th Quintile,No,0.98200,508,508,0.97043,0.99357
2021,Single-person household,5th Quintile,No,0.99851,542,542,0.99525,1.00176
2021,Couple without children,1st Quintile,No,0.94788,364,364,0.92502,0.97075
2021,Couple without children,2nd Quintile,No,0.97972,554,554,0.96798,0.99147
2021,Couple without children,3rd Quintile,No,0.99367,564,564,0.98712,1.00022
2021,Couple without children,4th Quintile,No,0.99118,693,693,0.98422,0.99815
2021,Couple without children,5th Quintile,No,0.99299,1240,1240,0.98835,0.99764
2021,Single parent,1st Quintile,No,0.98966,366,366,0.97928,1.00004
2021,Single parent,2nd Quintile,No,0.98904,292,292,0.97708,1.00100
2021,Single parent,3rd Quintile,No,0.98538,142,142,0.96557,1.00519
2021,Single parent,4th Quintile,No,0.98017,122,122,0.95533,1.00501
2021,Couple with children,1st Quintile,No,0.97207,1085,1085,0.96227,0.98188
2021,Couple with children,2nd Quintile,No,0.98660,714,714,0.97816,0.99504
2021,Couple with children,3rd Quintile,No,0.98088,694,694,0.97068,0.99107
2021,Couple with children,4th Quintile,No,0.98581,658,658,0.97677,0.99486
2021,Couple with children,5th Quintile,No,0.99729,765,765,0.99360,1.00098
2021,Multi-generational household,1st Quintile,No,0.93522,35,35,0.85249,1.01796
2021,Other Combinations,1st Quintile,No,0.96513,124,124,0.93270,0.99755
2021,Other Combinations,2nd Quintile,No,0.91367,60,60,0.84201,0.98533
2021,Other Combinations,3rd Quintile,No,0.90608,49,49,0.82355,0.98861
2021,Other Combinations,4th Quintile,No,0.99974,51,51,0.99527,1.00421
2021,Other Combinations,5th Quintile,No,0.93389,53,53,0.86635,1.00143
2022,No answer / don't know,1st Quintile,No,0.99425,182,182,0.98324,1.00527
2022,No answer / don't know,4th Quintile,No,0.95416,43,43,0.89091,1.01741
2022,No answer / don't know,5th Quintile,No,0.99753,36,36,0.98107,1.01398
2022,Single-person household,1st Quintile,Yes,0.06193,52,1474,0.04962,0.07424
2022,Single-person household,1st Quintile,No,0.93807,1422,1474,0.92576,0.95038
2022,Single-person household,2nd Quintile,No,0.96548,1154,1154,0.95494,0.97601
2022,Single-person household,3rd Quintile,No,0.97191,1028,1028,0.96181,0.98202
2022,Single-person household,4th Quintile,No,0.98631,983,983,0.97904,0.99357
2022,Single-person household,5th Quintile,No,0.98946,977,977,0.98305,0.99587
2022,Couple without children,1st Quintile,No,0.96501,905,905,0.95303,0.97699
2022,Couple without children,2nd Quintile,No,0.98634,1040,1040,0.97928,0.99340
2022,Couple without children,3rd Quintile,No,0.98971,1024,1024,0.98352,0.99589
2022,Couple without children,4th Quintile,No,0.99166,1085,1085,0.98625,0.99708
2022,Couple without children,5th Quintile,No,0.99180,1584,1584,0.98735,0.99624
2022,Single parent,1st Quintile,No,0.97902,383,383,0.96464,0.99339
2022,Single parent,2nd Quintile,No,0.98973,337,337,0.97895,1.00051
2022,Single parent,3rd Quintile,No,0.97759,215,215,0.95776,0.99742
2022,Single parent,4th Quintile,No,0.98611,155,155,0.96762,1.00459
2022,Single parent,5th Quintile,No,0.99697,105,105,0.98641,1.00753
2022,Couple with children,1st Quintile,No,0.98534,1527,1527,0.97931,0.99137
2022,Couple with children,2nd Quintile,No,0.98740,1208,1208,0.98110,0.99369
2022,Couple with children,3rd Quintile,No,0.98712,962,962,0.97999,0.99425
2022,Couple with children,4th Quintile,No,0.99291,1017,1017,0.98775,0.99807
2022,Couple with children,5th Quintile,No,0.99465,972,972,0.99006,0.99924
2022,Multi-generational household,1st Quintile,No,0.99526,36,36,0.97250,1.01802
