year,hhtyp,rentown,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,Multi-generational household,Tenant,No,0.99497,36,36,0.97152,1.01841
2011,Single-person household,Owner,No,0.98847,1061,1061,0.98204,0.99489
2011,Single-person household,Tenant,Yes,0.03079,61,2419,0.02390,0.03767
2011,Single-person household,Tenant,No,0.96921,2358,2419,0.96233,0.97610
2011,Couple without children,Owner,No,0.99313,2474,2474,0.98987,0.99638
2011,Couple without children,Tenant,Yes,0.02441,34,1839,0.01735,0.03146
2011,Couple without children,Tenant,No,0.97559,1805,1839,0.96854,0.98265
2011,Single parent,Owner,No,0.98154,499,499,0.96971,0.99336
2011,Single parent,Tenant,Yes,0.02018,32,1774,0.01363,0.02672
2011,Single parent,Tenant,No,0.97982,1742,1774,0.97328,0.98637
2011,Couple with children,Owner,No,0.99609,3367,3367,0.99398,0.99819
2011,Couple with children,Tenant,No,0.98287,2590,2590,0.97787,0.98787
2011,Multi-generational household,Tenant,No,0.98621,41,41,0.95006,1.02235
2011,Other Combinations,Owner,No,0.86480,43,43,0.76138,0.96821
2011,Other Combinations,Tenant,No,0.90045,50,50,0.81662,0.98428
2012,Single-person household,Owner,No,0.98827,1076,1076,0.98184,0.99471
2012,Single-person household,Tenant,Yes,0.03438,79,2555,0.02732,0.04145
2012,Single-person household,Tenant,No,0.96562,2476,2555,0.95855,0.97268
2012,Couple without children,Owner,No,0.99412,2513,2513,0.99113,0.99711
2012,Couple without children,Tenant,Yes,0.02601,39,1867,0.01879,0.03323
2012,Couple without children,Tenant,No,0.97399,1828,1867,0.96677,0.98121
2012,Single parent,Owner,No,0.99374,484,484,0.98671,1.00077
2012,Single parent,Tenant,No,0.98139,1629,1629,0.97483,0.98796
2012,Couple with children,Owner,No,0.99246,3209,3209,0.98947,0.99545
2012,Couple with children,Tenant,No,0.98199,2328,2328,0.97658,0.98739
2012,Multi-generational household,Tenant,No,0.93808,39,39,0.86145,1.01471
2012,Other Combinations,Owner,No,0.89779,45,45,0.80828,0.98730
2012,Other Combinations,Tenant,No,0.90056,45,45,0.81214,0.98898
2013,Single-person household,Owner,No,0.99320,1040,1040,0.98821,0.99820
2013,Single-person household,Tenant,Yes,0.03728,92,2742,0.03019,0.04437
2013,Single-person household,Tenant,No,0.96272,2650,2742,0.95563,0.96981
2013,Couple without children,Owner,No,0.99382,2479,2479,0.99074,0.99691
2013,Couple without children,Tenant,Yes,0.01966,41,2085,0.01370,0.02562
2013,Couple without children,Tenant,No,0.98034,2044,2085,0.97438,0.98630
2013,Single parent,Owner,No,0.99410,488,488,0.98730,1.00090
2013,Single parent,Tenant,No,0.97534,1694,1694,0.96795,0.98273
2013,Couple with children,Owner,No,0.99354,3321,3321,0.99081,0.99626
2013,Couple with children,Tenant,No,0.98655,3084,3084,0.98248,0.99061
2013,Multi-generational household,Tenant,No,0.91838,59,59,0.84792,0.98884
2013,Other Combinations,Owner,No,0.93663,100,100,0.88863,0.98462
2013,Other Combinations,Tenant,No,0.94760,244,244,0.91958,0.97562
2014,Single-person household,Owner,No,0.99277,992,992,0.98749,0.99804
2014,Single-person household,Tenant,Yes,0.03669,80,2532,0.02936,0.04401
2014,Single-person household,Tenant,No,0.96331,2452,2532,0.95599,0.97064
2014,Couple without children,Owner,No,0.99424,2359,2359,0.99119,0.99729
2014,Couple without children,Tenant,Yes,0.01913,43,1946,0.01304,0.02522
2014,Couple without children,Tenant,No,0.98087,1903,1946,0.97478,0.98696
2014,Single parent,Owner,No,0.99284,426,426,0.98482,1.00085
2014,Single parent,Tenant,No,0.96986,1345,1345,0.96072,0.97900
2014,Couple with children,Owner,No,0.99841,3017,3017,0.99699,0.99983
2014,Couple with children,Tenant,No,0.98949,2589,2589,0.98556,0.99342
2014,Multi-generational household,Owner,No,0.97061,67,67,0.92987,1.01136
2014,Multi-generational household,Tenant,No,0.71635,43,43,0.58003,0.85268
2014,Other Combinations,Owner,No,0.99461,72,72,0.97759,1.01164
2014,Other Combinations,Tenant,No,0.92347,175,175,0.88397,0.96297
2015,Single-person household,Owner,No,0.99567,956,956,0.99150,0.99983
2015,Single-person household,Tenant,Yes,0.03715,78,2585,0.02986,0.04444
2015,Single-person household,Tenant,No,0.96285,2507,2585,0.95556,0.97014
2015,Couple without children,Owner,No,0.99693,2246,2246,0.99465,0.99922
2015,Couple without children,Tenant,Yes,0.02356,45,2037,0.01697,0.03015
2015,Couple without children,Tenant,No,0.97644,1992,2037,0.96985,0.98303
2015,Single parent,Owner,No,0.99931,394,394,0.99672,1.00190
2015,Single parent,Tenant,No,0.97310,1245,1245,0.96411,0.98209
2015,Couple with children,Owner,No,0.99751,2798,2798,0.99567,0.99936
2015,Couple with children,Tenant,No,0.99094,2655,2655,0.98733,0.99454
2015,Multi-generational household,Owner,No,0.97710,57,57,0.93792,1.01628
2015,Multi-generational household,Tenant,No,0.81850,69,69,0.72689,0.91011
2015,Other Combinations,Owner,No,0.98749,66,66,0.96047,1.01451
2015,Other Combinations,Tenant,No,0.91858,164,164,0.87659,0.96056
2016,Single-person household,Owner,No,0.99645,917,917,0.99259,1.00030
2016,Single-person household,Tenant,Yes,0.04461,90,2421,0.03638,0.05283
2016,Single-person household,Tenant,No,0.95539,2331,2421,0.94717,0.96362
2016,Couple without children,Owner,No,0.99810,2177,2177,0.99627,0.99993
2016,Couple without children,Tenant,Yes,0.01900,42,1850,0.01277,0.02522
2016,Couple without children,Tenant,No,0.98100,1808,1850,0.97478,0.98723
2016,Single parent,Tenant,No,0.98327,1108,1108,0.97571,0.99082
2016,Couple with children,Owner,No,0.99710,2591,2591,0.99503,0.99917
2016,Couple with children,Tenant,No,0.98632,2286,2286,0.98156,0.99109
2016,Multi-generational household,Tenant,No,0.97824,51,51,0.93780,1.01868
2016,Other Combinations,Owner,No,0.95927,51,51,0.90447,1.01406
2016,Other Combinations,Tenant,No,0.91862,130,130,0.87143,0.96580
2017,Single-person household,Owner,No,0.99752,1002,1002,0.99443,1.00060
2017,Single-person household,Tenant,Yes,0.04646,103,3085,0.03903,0.05389
2017,Single-person household,Tenant,No,0.95354,2982,3085,0.94611,0.96097
2017,Couple without children,Owner,No,0.99819,2499,2499,0.99653,0.99986
2017,Couple without children,Tenant,Yes,0.01893,49,2127,0.01314,0.02473
2017,Couple without children,Tenant,No,0.98107,2078,2127,0.97527,0.98686
2017,Single parent,Tenant,No,0.98819,1267,1267,0.98224,0.99414
2017,Couple with children,Owner,No,0.99598,2893,2893,0.99368,0.99829
2017,Couple with children,Tenant,No,0.98825,3430,3430,0.98465,0.99186
2017,Multi-generational household,Tenant,No,0.88719,79,79,0.81698,0.95740
2017,Other Combinations,Owner,No,0.94947,90,90,0.90396,0.99498
2017,Other Combinations,Tenant,No,0.91919,278,278,0.88710,0.95129
2018,Single-person household,Owner,No,0.99774,1000,1000,0.99479,1.00068
2018,Single-person household,Tenant,Yes,0.04494,117,3421,0.03800,0.05189
2018,Single-person household,Tenant,No,0.95506,3304,3421,0.94811,0.96200
2018,Couple without children,Owner,No,0.99756,2434,2434,0.99560,0.99952
2018,Couple without children,Tenant,Yes,0.02422,61,2155,0.01773,0.03071
2018,Couple without children,Tenant,No,0.97578,2094,2155,0.96929,0.98227
2018,Single parent,Tenant,No,0.98272,1330,1330,0.97571,0.98972
2018,Couple with children,Owner,No,0.99593,2712,2712,0.99353,0.99832
2018,Couple with children,Tenant,No,0.98621,3644,3644,0.98242,0.99000
2018,Multi-generational household,Tenant,No,0.89063,95,95,0.82753,0.95372
2018,Other Combinations,Owner,No,0.98285,84,84,0.95492,1.01078
2018,Other Combinations,Tenant,No,0.93920,309,309,0.91252,0.96589
2019,Single-person household,Owner,No,0.99591,1172,1172,0.99225,0.99956
2019,Single-person household,Tenant,Yes,0.05487,136,3383,0.04720,0.06255
2019,Single-person household,Tenant,No,0.94513,3247,3383,0.93745,0.95280
2019,Couple without children,Owner,No,0.99492,2950,2950,0.99235,0.99748
2019,Couple without children,Tenant,Yes,0.02325,54,2172,0.01691,0.02959
2019,Couple without children,Tenant,No,0.97675,2118,2172,0.97041,0.98309
2019,Single parent,Tenant,No,0.98513,1198,1198,0.97827,0.99199
2019,Couple with children,Owner,No,0.99636,3122,3122,0.99425,0.99847
2019,Couple with children,Tenant,No,0.99234,3329,3329,0.98937,0.99530
2019,Multi-generational household,Tenant,No,0.80222,72,72,0.70957,0.89487
2019,Other Combinations,Owner,No,0.99945,97,97,0.99478,1.00413
2019,Other Combinations,Tenant,No,0.96595,263,263,0.94399,0.98791
2020,Single-person household,Owner,No,0.99667,1091,1091,0.99325,1.00009
2020,Single-person household,Tenant,Yes,0.04948,124,4200,0.04292,0.05604
2020,Single-person household,Tenant,No,0.95052,4076,4200,0.94396,0.95708
2020,Couple without children,Owner,No,0.99734,2607,2607,0.99536,0.99932
2020,Couple without children,Tenant,Yes,0.02809,59,2496,0.02160,0.03457
2020,Couple without children,Tenant,No,0.97191,2437,2496,0.96543,0.97840
2020,Single parent,Owner,No,0.99379,361,361,0.98567,1.00190
2020,Single parent,Tenant,No,0.98138,1191,1191,0.97370,0.98906
2020,Couple with children,Owner,No,0.99879,2631,2631,0.99746,1.00012
2020,Couple with children,Tenant,No,0.98894,3797,3797,0.98562,0.99227
2020,Multi-generational household,Tenant,No,0.77537,83,83,0.68504,0.86570
2020,Other Combinations,Owner,No,0.99139,92,92,0.97241,1.01037
2020,Other Combinations,Tenant,No,0.96954,375,375,0.95212,0.98695
2021,No answer / don't know,Tenant,No,0.97960,42,42,0.93633,1.02287
2021,Single-person household,Owner,No,0.99897,852,852,0.99682,1.00113
2021,Single-person household,Tenant,Yes,0.03481,65,2655,0.02783,0.04178
2021,Single-person household,Tenant,No,0.96519,2590,2655,0.95822,0.97217
2021,Couple without children,Owner,No,0.99444,1901,1901,0.99110,0.99778
2021,Couple without children,Tenant,Yes,0.02662,37,1552,0.01861,0.03463
2021,Couple without children,Tenant,No,0.97338,1515,1552,0.96537,0.98139
2021,Single parent,Owner,No,0.99073,246,246,0.97874,1.00273
2021,Single parent,Tenant,No,0.98703,755,755,0.97895,0.99511
2021,Couple with children,Owner,No,0.99059,1862,1862,0.98620,0.99498
2021,Couple with children,Tenant,No,0.97785,2054,2054,0.97149,0.98422
2021,Multi-generational household,Owner,No,0.90369,39,39,0.80989,0.99749
2021,Multi-generational household,Tenant,No,0.88520,45,45,0.79101,0.97939
2021,Other Combinations,Owner,No,0.94253,102,102,0.89714,0.98792
2021,Other Combinations,Tenant,No,0.94532,236,236,0.91625,0.97439
2022,No answer / don't know,Owner,No,0.99077,139,139,0.97481,1.00673
2022,No answer / don't know,Tenant,No,0.99100,285,285,0.98002,1.00199
2022,Single-person household,Owner,No,0.99376,1201,1201,0.98930,0.99821
2022,Single-person household,Tenant,Yes,0.04231,110,4574,0.03648,0.04815
2022,Single-person household,Tenant,No,0.95769,4464,4574,0.95185,0.96352
2022,Couple without children,Owner,No,0.99232,2740,2740,0.98905,0.99559
2022,Couple without children,Tenant,Yes,0.02152,47,2982,0.01631,0.02673
2022,Couple without children,Tenant,No,0.97848,2935,2982,0.97327,0.98369
2022,Single parent,Owner,No,0.99210,307,307,0.98218,1.00202
2022,Single parent,Tenant,No,0.98107,889,889,0.97210,0.99003
2022,Couple with children,Owner,No,0.99290,2876,2876,0.98983,0.99597
2022,Couple with children,Tenant,Yes,0.01543,31,2850,0.01090,0.01995
2022,Couple with children,Tenant,No,0.98457,2819,2850,0.98005,0.98910
2022,Multi-generational household,Owner,No,0.96810,41,41,0.91364,1.02256
2022,Multi-generational household,Tenant,No,0.79117,46,46,0.67240,0.90993
2022,Other Combinations,Owner,No,0.99510,398,398,0.98824,1.00197
2022,Other Combinations,Tenant,No,0.94305,733,733,0.92626,0.95984
