year,regtyp,rentown,hlc0061_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Urban regions,Tenant,Yes,0.04201,171,7204,0.03737,0.04664
2019,Urban regions,Tenant,No,0.95799,7033,7204,0.95336,0.96263
2019,Rural regions,Owner,No,0.99284,2936,2936,0.98979,0.99589
2019,Rural regions,Tenant,Yes,0.02678,71,2964,0.02097,0.03260
2019,Rural regions,Tenant,No,0.97322,2893,2964,0.96740,0.97903
2020,Urban regions,Owner,No,0.99823,4195,4195,0.99695,0.99950
2020,Urban regions,Tenant,Yes,0.04009,168,8992,0.03603,0.04414
2020,Urban regions,Tenant,No,0.95991,8824,8992,0.95586,0.96397
2020,Rural regions,Owner,No,0.99572,2639,2639,0.99323,0.99821
2020,Rural regions,Tenant,Yes,0.02785,69,3204,0.02215,0.03354
2020,Rural regions,Tenant,No,0.97215,3135,3204,0.96646,0.97785
2021,Urban regions,Owner,No,0.99467,3090,3090,0.99210,0.99724
2021,Urban regions,Tenant,Yes,0.03268,109,5431,0.02795,0.03741
2021,Urban regions,Tenant,No,0.96732,5322,5431,0.96259,0.97205
2021,Rural regions,Owner,No,0.99045,1927,1927,0.98611,0.99479
2021,Rural regions,Tenant,Yes,0.02446,43,1957,0.01761,0.03130
2021,Rural regions,Tenant,No,0.97554,1914,1957,0.96870,0.98239
2022,Urban regions,Owner,Yes,0.00862,39,4637,0.00596,0.01128
2022,Urban regions,Owner,No,0.99138,4598,4637,0.98872,0.99404
2022,Urban regions,Tenant,Yes,0.03048,153,9310,0.02699,0.03397
2022,Urban regions,Tenant,No,0.96952,9157,9310,0.96603,0.97301
2022,Rural regions,Owner,No,0.99561,3104,3104,0.99328,0.99793
2022,Rural regions,Tenant,Yes,0.03990,83,3097,0.03301,0.04680
2022,Rural regions,Tenant,No,0.96010,3014,3097,0.95320,0.96699
