"hlc0061_h","year","hhtyp","quintil","n","percent","lower_confidence","upper_confidence"
"Nein","2007","Sonstige","4","95","1","1","1"
"Nein","2007","Sonstige","5","70","1","1","1"
"Ja","2008","1-Pers.- Haushalt","1","","","",""
"Ja","2008","1-Pers.- Haushalt","2","","","",""
"Ja","2008","1-Pers.- Haushalt","3","","","",""
"Ja","2008","1-Pers.- Haushalt","4","","","",""
"Ja","2008","1-Pers.- Haushalt","5","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Ja","2008","Alleinerziehende","1","","","",""
"Ja","2008","Alleinerziehende","2","","","",""
"Ja","2008","Alleinerziehende","3","","","",""
"Ja","2008","Alleinerziehende","4","","","",""
"Ja","2008","Alleinerziehende","5","","","",""
"Ja","2008","Paar mit Kind(ern)","1","","","",""
"Ja","2008","Paar mit Kind(ern)","2","","","",""
"Ja","2008","Paar mit Kind(ern)","3","","","",""
"Ja","2008","Paar mit Kind(ern)","4","","","",""
"Ja","2008","Paar mit Kind(ern)","5","","","",""
"Ja","2008","Sonstige","1","","","",""
"Ja","2008","Sonstige","2","","","",""
"Ja","2008","Sonstige","3","","","",""
"Ja","2008","Sonstige","4","","","",""
"Ja","2008","Sonstige","5","","","",""
"Nein","2008","1-Pers.- Haushalt","1","680","0.959976266108318","0.945476246681231","0.974476285535406"
"Nein","2008","1-Pers.- Haushalt","2","529","0.989970955260881","0.981519753434892","0.998422157086871"
"Nein","2008","1-Pers.- Haushalt","3","560","0.997125608787385","0.992695498544338","1.00155571903043"
"Nein","2008","1-Pers.- Haushalt","4","699","0.995041845434474","0.989845951966647","1.0002377389023"
"Nein","2008","1-Pers.- Haushalt","5","498","1","1","1"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","1","768","0.968622549379932","0.956434816337487","0.980810282422377"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","2","1140","1","1","1"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","3","1512","0.996410510271327","0.993400042392067","0.999420978150586"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","4","1778","0.996791404771274","0.994164177165929","0.999418632376619"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","5","2244","0.999258181880143","0.998132201585436","1.00038416217485"
"Nein","2008","Alleinerziehende","1","713","0.977272320877734","0.96646856539508","0.988076076360388"
"Nein","2008","Alleinerziehende","2","426","1","1","1"
"Nein","2008","Alleinerziehende","3","245","0.99589135290704","0.987914069617777","1.0038686361963"
"Nein","2008","Alleinerziehende","4","213","1","1","1"
"Nein","2008","Alleinerziehende","5","97","1","1","1"
"Nein","2008","Paar mit Kind(ern)","1","1913","0.98158514595622","0.975594747156648","0.987575544755793"
"Nein","2008","Paar mit Kind(ern)","2","2460","0.99635359216398","0.993976538532816","0.998730645795145"
"Nein","2008","Paar mit Kind(ern)","3","2935","0.993427651205138","0.990511799003397","0.99634350340688"
"Nein","2008","Paar mit Kind(ern)","4","2736","0.999367172963074","0.998425376342808","1.00030896958334"
"Nein","2008","Paar mit Kind(ern)","5","2064","0.99261422394721","0.988923035929504","0.996305411964915"
"Nein","2008","Sonstige","1","130","1","1","1"
"Nein","2008","Sonstige","2","106","1","1","1"
"Nein","2008","Sonstige","3","125","1","1","1"
"Nein","2008","Sonstige","4","114","1","1","1"
"Nein","2008","Sonstige","5","62","1","1","1"
"Ja","2009","1-Pers.- Haushalt","1","","","",""
"Ja","2009","1-Pers.- Haushalt","2","","","",""
"Ja","2009","1-Pers.- Haushalt","3","","","",""
"Ja","2009","1-Pers.- Haushalt","4","","","",""
"Ja","2009","1-Pers.- Haushalt","5","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2009","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Ja","2009","Alleinerziehende","1","","","",""
"Ja","2009","Alleinerziehende","2","","","",""
"Ja","2009","Alleinerziehende","3","","","",""
"Ja","2009","Alleinerziehende","4","","","",""
"Ja","2009","Alleinerziehende","5","","","",""
"Ja","2009","Paar mit Kind(ern)","1","35","0.0289229865105796","0.020843940736651","0.0370020322845083"
"Ja","2009","Paar mit Kind(ern)","2","","","",""
"Ja","2009","Paar mit Kind(ern)","3","","","",""
"Ja","2009","Paar mit Kind(ern)","4","","","",""
"Ja","2009","Paar mit Kind(ern)","5","","","",""
"Ja","2009","Sonstige","1","","","",""
"Ja","2009","Sonstige","2","","","",""
"Ja","2009","Sonstige","3","","","",""
"Ja","2009","Sonstige","4","","","",""
"Ja","2009","Sonstige","5","","","",""
"Nein","2009","1-Pers.- Haushalt","1","596","0.945580642437687","0.92778220862577","0.963379076249605"
"Nein","2009","1-Pers.- Haushalt","2","506","0.994606625971158","0.988243871809552","1.00096938013276"
"Nein","2009","1-Pers.- Haushalt","3","523","0.987143963373614","0.977516785045763","0.996771141701465"
"Nein","2009","1-Pers.- Haushalt","4","712","1","1","1"
"Nein","2009","1-Pers.- Haushalt","5","488","0.997696676240712","0.993447835840929","1.0019455166405"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","1","738","0.973752443877047","0.962326084279806","0.985178803474288"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","2","1082","1","1","1"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","3","1346","0.994850282457183","0.99103214310394","0.998668421810425"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","4","1724","1","1","1"
"Nein","2009","(Ehe-)Paar ohne Kind(er)","5","2192","1","1","1"
"Nein","2009","Alleinerziehende","1","633","0.975989203292217","0.96422985134036","0.987748555244073"
"Nein","2009","Alleinerziehende","2","380","1","1","1"
"Nein","2009","Alleinerziehende","3","258","1","1","1"
"Nein","2009","Alleinerziehende","4","193","1","1","1"
"Nein","2009","Alleinerziehende","5","107","1","1","1"
"Nein","2009","Paar mit Kind(ern)","1","1618","0.97107701348942","0.962997967715492","0.979156059263349"
"Nein","2009","Paar mit Kind(ern)","2","2225","0.989708366716549","0.985525173123453","0.993891560309645"
"Nein","2009","Paar mit Kind(ern)","3","2641","0.998448043689958","0.99694845001117","0.999947637368745"
"Nein","2009","Paar mit Kind(ern)","4","2636","0.999595218935661","0.998827768079312","1.00036266979201"
"Nein","2009","Paar mit Kind(ern)","5","2050","0.992866714143705","0.989226357729049","0.99650707055836"
"Nein","2009","Sonstige","1","98","1","1","1"
"Nein","2009","Sonstige","2","96","0.979036748180784","0.951097402794506","1.00697609356706"
"Nein","2009","Sonstige","3","93","1","1","1"
"Nein","2009","Sonstige","4","85","1","1","1"
"Nein","2009","Sonstige","5","67","1","1","1"
"Ja","2010","1-Pers.- Haushalt","1","","","",""
"Ja","2010","1-Pers.- Haushalt","2","","","",""
"Ja","2010","1-Pers.- Haushalt","3","","","",""
"Ja","2010","1-Pers.- Haushalt","4","","","",""
"Ja","2010","1-Pers.- Haushalt","5","","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","1","","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2010","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Ja","2010","Alleinerziehende","1","30","0.0288846654266254","0.0215075840770001","0.0362617467762507"
"Ja","2010","Alleinerziehende","2","","","",""
"Ja","2010","Alleinerziehende","3","","","",""
"Ja","2010","Alleinerziehende","4","","","",""
"Ja","2010","Alleinerziehende","5","","","",""
"Ja","2010","Paar mit Kind(ern)","1","54","0.0156930517066695","0.0121995610020719","0.019186542411267"
"Ja","2010","Paar mit Kind(ern)","2","41","0.0177057509968677","0.0142015685897055","0.0212099334040298"
"Ja","2010","Paar mit Kind(ern)","3","","","",""
"Ja","2010","Paar mit Kind(ern)","4","","","",""
"Ja","2010","Paar mit Kind(ern)","5","","","",""
"Ja","2010","Sonstige","1","","","",""
"Ja","2010","Sonstige","2","","","",""
"Ja","2010","Sonstige","3","","","",""
"Ja","2010","Sonstige","4","","","",""
"Ja","2010","Sonstige","5","","","",""
"Nein","2010","1-Pers.- Haushalt","1","508","0.927050270565541","0.905014173066983","0.949086368064099"
"Nein","2010","1-Pers.- Haushalt","2","476","0.983498799609371","0.972161179315792","0.99483641990295"
"Nein","2010","1-Pers.- Haushalt","3","484","0.982686401725684","0.971137220600852","0.994235582850516"
"Nein","2010","1-Pers.- Haushalt","4","675","0.998306170930265","0.995206315699659","1.00140602616087"
"Nein","2010","1-Pers.- Haushalt","5","525","1","1","1"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","1","544","0.96231696893187","0.946573083548344","0.978060854315397"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","2","956","0.997436220497047","0.994237359435042","1.00063508155905"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","3","1308","0.992115337949204","0.987344070633591","0.996886605264818"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","4","1668","0.991187003731728","0.986715107623564","0.995658899839892"
"Nein","2010","(Ehe-)Paar ohne Kind(er)","5","2222","0.999008352687683","0.997700243852947","1.00031646152242"
"Nein","2010","Alleinerziehende","1","1950","0.971115334573375","0.963738253223749","0.978492415923"
"Nein","2010","Alleinerziehende","2","1328","0.991633786021632","0.986753332558521","0.996514239484743"
"Nein","2010","Alleinerziehende","3","665","0.998061992845971","0.99472433648263","1.00139964920931"
"Nein","2010","Alleinerziehende","4","520","0.995668548176369","0.990034935590444","1.00130216076229"
"Nein","2010","Alleinerziehende","5","237","0.873902565888588","0.831904711629493","0.915900420147684"
"Nein","2010","Paar mit Kind(ern)","1","4808","0.98430694829333","0.980813457588733","0.987800438997928"
"Nein","2010","Paar mit Kind(ern)","2","5400","0.982294249003132","0.97879006659597","0.985798431410294"
"Nein","2010","Paar mit Kind(ern)","3","4606","0.985806414839523","0.982397359145915","0.989215470533131"
"Nein","2010","Paar mit Kind(ern)","4","4310","0.999714105909598","0.999209562124313","1.00021864969488"
"Nein","2010","Paar mit Kind(ern)","5","3403","0.998679033157685","0.997459423236546","0.999898643078823"
"Nein","2010","Sonstige","1","176","0.968161086342434","0.942792742728792","0.993529429956076"
"Nein","2010","Sonstige","2","130","1","1","1"
"Nein","2010","Sonstige","3","119","1","1","1"
"Nein","2010","Sonstige","4","110","0.948427688302868","0.907468674507658","0.989386702098078"
"Nein","2010","Sonstige","5","54","1","1","1"
"Ja","2011","1-Pers.- Haushalt","1","41","0.0762846692340615","0.0570939111407299","0.095475427327393"
"Ja","2011","1-Pers.- Haushalt","2","","","",""
"Ja","2011","1-Pers.- Haushalt","3","","","",""
"Ja","2011","1-Pers.- Haushalt","4","","","",""
"Ja","2011","1-Pers.- Haushalt","5","","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","1","36","0.0688749110422359","0.0513265065094442","0.0864233155750276"
"Ja","2011","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2011","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Ja","2011","Alleinerziehende","1","58","0.0361744107320389","0.0284778310708325","0.0438709903932452"
"Ja","2011","Alleinerziehende","2","","","",""
"Ja","2011","Alleinerziehende","3","","","",""
"Ja","2011","Alleinerziehende","4","","","",""
"Ja","2011","Alleinerziehende","5","","","",""
"Ja","2011","Paar mit Kind(ern)","1","60","0.0195509764685899","0.0154446523046862","0.0236573006324935"
"Ja","2011","Paar mit Kind(ern)","2","34","0.0132564794567666","0.0102313872805865","0.0162815716329466"
"Ja","2011","Paar mit Kind(ern)","3","","","",""
"Ja","2011","Paar mit Kind(ern)","4","","","",""
"Ja","2011","Paar mit Kind(ern)","5","","","",""
"Ja","2011","Sonstige","1","","","",""
"Ja","2011","Sonstige","2","","","",""
"Ja","2011","Sonstige","3","","","",""
"Ja","2011","Sonstige","4","","","",""
"Ja","2011","Sonstige","5","","","",""
"Nein","2011","1-Pers.- Haushalt","1","694","0.923715330765939","0.904524572672607","0.94290608885927"
"Nein","2011","1-Pers.- Haushalt","2","630","0.965918567313551","0.951970289417997","0.979866845209105"
"Nein","2011","1-Pers.- Haushalt","3","645","0.991748878698503","0.984799996621986","0.99869776077502"
"Nein","2011","1-Pers.- Haushalt","4","823","0.99845716753824","0.995778953881724","1.00113538119476"
"Nein","2011","1-Pers.- Haushalt","5","642","0.993344949335103","0.987065365188544","0.999624533481662"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","1","764","0.931125088957764","0.913576684424972","0.948673493490556"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","2","1172","0.982869487280959","0.975503294670502","0.990235679891415"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","3","1674","0.98999001233488","0.985252314648841","0.99472771002092"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","4","2144","0.995044222662578","0.992080068434656","0.998008376890499"
"Nein","2011","(Ehe-)Paar ohne Kind(er)","5","2804","0.992898686919274","0.989797317044626","0.996000056793921"
"Nein","2011","Alleinerziehende","1","2203","0.963825589267961","0.956129009606755","0.971522168929168"
"Nein","2011","Alleinerziehende","2","1582","0.984498325412896","0.97845644507855","0.990540205747242"
"Nein","2011","Alleinerziehende","3","933","0.992341936240078","0.98676615846663","0.997917714013526"
"Nein","2011","Alleinerziehende","4","685","0.997142979161282","0.99315176396569","1.00113419435687"
"Nein","2011","Alleinerziehende","5","310","1","1","1"
"Nein","2011","Paar mit Kind(ern)","1","4307","0.98044902353141","0.976342699367506","0.984555347695314"
"Nein","2011","Paar mit Kind(ern)","2","5457","0.986743520543233","0.983718428367053","0.989768612719414"
"Nein","2011","Paar mit Kind(ern)","3","5160","0.992167005064805","0.989765136562285","0.994568873567324"
"Nein","2011","Paar mit Kind(ern)","4","5256","0.993615956363818","0.991465039454072","0.995766873273564"
"Nein","2011","Paar mit Kind(ern)","5","4086","1","1","1"
"Nein","2011","Sonstige","1","244","0.963152262731009","0.939846457272655","0.986458068189363"
"Nein","2011","Sonstige","2","174","0.996762307206124","0.988440163743094","1.00508445066915"
"Nein","2011","Sonstige","3","140","1","1","1"
"Nein","2011","Sonstige","4","117","0.947120921864977","0.906912293054324","0.987329550675631"
"Nein","2011","Sonstige","5","63","0.699103027521181","0.590884144735897","0.807321910306465"
"Ja","2012","1-Pers.- Haushalt","1","55","0.0870362880024542","0.0666434814625834","0.107429094542325"
"Ja","2012","1-Pers.- Haushalt","2","","","",""
"Ja","2012","1-Pers.- Haushalt","3","","","",""
"Ja","2012","1-Pers.- Haushalt","4","","","",""
"Ja","2012","1-Pers.- Haushalt","5","","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","1","40","0.073975087474218","0.0545861884017886","0.0933639865466473"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","2","","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","3","32","0.0148638328455699","0.00914845357129822","0.0205792121198417"
"Ja","2012","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","2012","(Ehe-)Paar ohne Kind(er)","5","","","",""
"Ja","2012","Alleinerziehende","1","34","0.0195705978771515","0.0132940418854375","0.0258471538688654"
"Ja","2012","Alleinerziehende","2","","","",""
"Ja","2012","Alleinerziehende","3","","","",""
"Ja","2012","Alleinerziehende","4","","","",""
"Ja","2012","Alleinerziehende","5","","","",""
"Ja","2012","Paar mit Kind(ern)","1","78","0.0305736941806793","0.0247723524189288","0.0363750359424298"
"Ja","2012","Paar mit Kind(ern)","2","","","",""
"Ja","2012","Paar mit Kind(ern)","3","","","",""
"Ja","2012","Paar mit Kind(ern)","4","","","",""
"Ja","2012","Paar mit Kind(ern)","5","","","",""
"Ja","2012","Sonstige","1","","","",""
"Ja","2012","Sonstige","2","","","",""
"Ja","2012","Sonstige","3","","","",""
"Ja","2012","Sonstige","4","","","",""
"Ja","2012","Sonstige","5","","","",""
"Nein","2012","1-Pers.- Haushalt","1","679","0.912963711997546","0.892570905457675","0.933356518537417"
"Nein","2012","1-Pers.- Haushalt","2","603","0.972852934680691","0.960040286707733","0.985665582653649"
"Nein","2012","1-Pers.- Haushalt","3","666","0.983975245207643","0.974523303669806","0.99342718674548"
"Nein","2012","1-Pers.- Haushalt","4","893","0.991014372204963","0.984845831510145","0.99718291289978"
"Nein","2012","1-Pers.- Haushalt","5","710","0.995719344039974","0.990923867964144","1.0005148201158"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","1","660","0.926024912525782","0.906636013453353","0.945413811598211"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","2","1098","0.978904368105379","0.970458153733894","0.987350582476864"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","3","1690","0.98513616715443","0.979420787880158","0.990851546428702"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","4","2222","0.994040540627017","0.99084891468233","0.997232166571704"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","5","3012","0.996325217611203","0.994165739546553","0.998484695675853"
"Nein","2012","Alleinerziehende","1","1837","0.980429402122849","0.974152846131135","0.986705958114563"
"Nein","2012","Alleinerziehende","2","1659","0.982377023214274","0.97608151426761","0.988672532160938"
