,Unnamed: 0,year,hhtyp,sampreg,hlc0061_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
99,99,2013,Other Combinations,West,No,1.0,312,17414,0.88939,1.12404
100,100,2013,Other Combinations,East,No,1.0,32,17414,0.67389,1.46034
101,101,2014,Single-person household,West,Yes,0.02599,61,15494,0.02206,0.03022
102,102,2014,Single-person household,West,No,0.97401,2595,15494,0.94678,0.99981
103,103,2014,Single-person household,East,No,1.0,849,15494,0.94943,1.05221
104,104,2014,Couple without children,West,Yes,0.00967,41,15494,0.00685,0.0131
105,105,2014,Couple without children,West,No,0.99033,3206,15494,0.96262,1.01693
106,106,2014,Couple without children,East,No,1.0,1056,15494,0.9473,1.06437
107,107,2014,Single parent,West,No,1.0,1390,15494,0.93495,1.06631
108,108,2014,Single parent,East,No,1.0,381,15494,0.89728,1.1333
109,109,2014,Couple with children,West,No,1.0,4649,15494,0.96794,1.03814
110,110,2014,Couple with children,East,No,1.0,957,15494,0.91982,1.07886
111,111,2014,Multi-generational household,West,No,1.0,90,15494,0.7386,1.30744
112,112,2014,Other Combinations,West,No,1.0,219,15494,0.86081,1.14987
113,113,2015,Single-person household,West,Yes,0.02352,58,15193,0.01975,0.02732
114,114,2015,Single-person household,West,No,0.97648,2638,15193,0.95321,1.00797
115,115,2015,Single-person household,East,No,1.0,825,15193,0.95377,1.05137
116,116,2015,Couple without children,West,Yes,0.01033,40,15193,0.00695,0.01578
117,117,2015,Couple without children,West,No,0.98967,3212,15193,0.9588,1.0227
118,118,2015,Couple without children,East,No,1.0,1026,15193,0.93262,1.04385
119,119,2015,Single parent,West,No,1.0,1298,15193,0.93987,1.06818
120,120,2015,Single parent,East,No,1.0,341,15193,0.91009,1.11199
121,121,2015,Couple with children,West,No,1.0,4577,15193,0.96365,1.0419
122,122,2015,Couple with children,East,No,1.0,876,15193,0.91438,1.09059
123,123,2015,Multi-generational household,West,No,1.0,102,15193,0.75005,1.30494
124,124,2015,Other Combinations,West,No,1.0,200,15193,0.86318,1.16708
125,125,2016,Single-person household,West,Yes,0.02942,72,13941,0.02454,0.03463
126,126,2016,Single-person household,West,No,0.97058,2435,13941,0.94726,0.99738
127,127,2016,Single-person household,East,No,1.0,814,13941,0.95046,1.05401
128,128,2016,Couple without children,West,Yes,0.00717,35,13941,0.00481,0.01004
129,129,2016,Couple without children,West,No,0.99283,3002,13941,0.9578,1.02524
130,130,2016,Couple without children,East,No,1.0,983,13941,0.93328,1.0669
131,131,2016,Single parent,West,No,1.0,1162,13941,0.92827,1.06453
132,132,2016,Single parent,East,No,1.0,324,13941,0.88503,1.14301
133,133,2016,Couple with children,West,No,1.0,4083,13941,0.96466,1.04982
134,134,2016,Couple with children,East,No,1.0,794,13941,0.90026,1.10698
135,135,2016,Multi-generational household,West,No,1.0,78,13941,0.72642,1.24299
136,136,2016,Other Combinations,West,No,1.0,159,13941,0.83563,1.16643
137,137,2017,Single-person household,West,Yes,0.03149,80,17151,0.0273,0.03592
138,138,2017,Single-person household,West,No,0.96851,2994,17151,0.94251,0.9966
139,139,2017,Single-person household,East,No,1.0,990,17151,0.94552,1.06415
140,140,2017,Couple without children,West,Yes,0.00722,39,17151,0.00451,0.01032
141,141,2017,Couple without children,West,No,0.99278,3463,17151,0.96135,1.02043
142,142,2017,Couple without children,East,No,1.0,1114,17151,0.94137,1.05749
143,143,2017,Single parent,West,No,1.0,1313,17151,0.9305,1.07073
144,144,2017,Single parent,East,No,1.0,360,17151,0.8854,1.14663
145,145,2017,Couple with children,West,No,1.0,5244,17151,0.96013,1.0346
146,146,2017,Couple with children,East,No,1.0,1079,17151,0.91813,1.08712
147,147,2017,Multi-generational household,West,No,1.0,107,17151,0.72143,1.28345
148,148,2017,Other Combinations,West,No,1.0,320,17151,0.8643,1.15336
149,149,2017,Other Combinations,East,No,1.0,48,17151,0.67355,1.24156
150,150,2018,Single-person household,West,Yes,0.03209,95,17599,0.02635,0.03782
151,151,2018,Single-person household,West,No,0.96791,3249,17599,0.93546,0.99612
152,152,2018,Single-person household,East,No,1.0,1055,17599,0.95004,1.05601
153,153,2018,Couple without children,West,Yes,0.01063,53,17599,0.00712,0.01496
154,154,2018,Couple without children,West,No,0.98937,3417,17599,0.95888,1.02294
155,155,2018,Couple without children,East,No,1.0,1111,17599,0.94275,1.06185
156,156,2018,Single parent,West,No,1.0,1344,17599,0.93846,1.06427
157,157,2018,Single parent,East,No,1.0,368,17599,0.87967,1.13854
158,158,2018,Couple with children,West,Yes,0.00863,35,17599,0.00498,0.01392
159,159,2018,Couple with children,West,No,0.99137,5279,17599,0.9541,1.03151
160,160,2018,Couple with children,East,No,1.0,1077,17599,0.90342,1.10118
161,161,2018,Multi-generational household,West,No,1.0,123,17599,0.75736,1.33956
162,162,2018,Other Combinations,West,No,1.0,347,17599,0.85564,1.15067
163,163,2018,Other Combinations,East,No,1.0,46,17599,0.6455,1.36648
164,164,2019,Single-person household,West,Yes,0.03807,108,18085,0.03192,0.04335
165,165,2019,Single-person household,West,No,0.96193,3356,18085,0.92905,0.99115
166,166,2019,Single-person household,East,No,1.0,1025,18085,0.94155,1.04674
167,167,2019,Couple without children,West,Yes,0.01079,47,18085,0.00704,0.01557
168,168,2019,Couple without children,West,No,0.98921,3819,18085,0.95572,1.02455
169,169,2019,Couple without children,East,No,1.0,1238,18085,0.9275,1.06854
170,170,2019,Single parent,West,No,1.0,1232,18085,0.92272,1.07402
171,171,2019,Single parent,East,No,1.0,351,18085,0.8779,1.14174
172,172,2019,Couple with children,West,No,1.0,5326,18085,0.94949,1.03916
173,173,2019,Couple with children,East,No,1.0,1122,18085,0.90618,1.10174
174,174,2019,Multi-generational household,West,No,1.0,102,18085,0.72338,1.34157
175,175,2019,Other Combinations,West,No,1.0,314,18085,0.84767,1.19984
176,176,2019,Other Combinations,East,No,1.0,45,18085,0.66604,1.40886
177,177,2020,Single-person household,West,Yes,0.03501,104,18920,0.0297,0.04106
178,178,2020,Single-person household,West,No,0.96499,4067,18920,0.9298,0.99678
179,179,2020,Single-person household,East,No,1.0,1100,18920,0.93925,1.06191
180,180,2020,Couple without children,West,Yes,0.01305,51,18920,0.00863,0.01853
181,181,2020,Couple without children,West,No,0.98695,3880,18920,0.95023,1.02708
182,182,2020,Couple without children,East,No,1.0,1164,18920,0.94003,1.06585
183,183,2020,Single parent,West,No,1.0,1217,18920,0.92874,1.09899
184,184,2020,Single parent,East,No,1.0,335,18920,0.8761,1.15543
185,185,2020,Couple with children,West,No,1.0,5372,18920,0.95877,1.04674
186,186,2020,Couple with children,East,No,1.0,1056,18920,0.90234,1.1121
187,187,2020,Multi-generational household,West,No,1.0,107,18920,0.74619,1.31548
188,188,2020,Other Combinations,West,No,1.0,415,18920,0.83249,1.19345
189,189,2020,Other Combinations,East,No,1.0,52,18920,0.68411,1.34786
190,190,2021,Single-person household,West,Yes,0.02556,59,12235,0.02106,0.03069
191,191,2021,Single-person household,West,No,0.97444,2703,12235,0.93253,1.01025
192,192,2021,Single-person household,East,No,1.0,748,12235,0.91197,1.08004
193,193,2021,Couple without children,West,Yes,0.01347,38,12235,0.00897,0.0181
194,194,2021,Couple without children,West,No,0.98653,2598,12235,0.9419,1.03064
195,195,2021,Couple without children,East,No,1.0,804,12235,0.91258,1.08376
196,196,2021,Single parent,West,No,1.0,748,12235,0.90961,1.0955
197,197,2021,Single parent,East,No,1.0,251,12235,0.84718,1.14108
198,198,2021,Couple with children,West,No,1.0,3258,12235,0.9462,1.04861
199,199,2021,Couple with children,East,No,1.0,638,12235,0.89592,1.12241
200,200,2021,Multi-generational household,West,No,1.0,65,12235,0.60939,1.50435
201,201,2021,Other Combinations,West,No,1.0,278,12235,0.82972,1.19302
202,202,2021,Other Combinations,East,No,1.0,47,12235,0.73492,1.39774
