"year","bildungsniveau","migback","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1986","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1986","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1986","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1986","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1987","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1988","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1989","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1989","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","8.1","3.5","304","1","2","10","20","37","6.97","9.23","0","80","4","5"
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","3.66","2","5","1","1","4","12","12","-1.99","9.31","1","12","",""
"1990","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","AkademikerIn","direkter Migrationshintergrund","15.95","9","60","3","4","23","40","56","12.6","19.3","1","56","7","13"
"1990","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","AkademikerIn","kein Migrationshintergrund","17.97","9.5","408","2","5","21","40","100","15.27","20.67","0","330","10","12"
"1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","Hauptschule","direkter Migrationshintergrund","9.82","5.5","818","1","2","12","20","94","8.95","10.69","0","120","5","6"
"1990","Hauptschule","indirekter Migrationshintergrund","9.06","6.5","86","1","3","15","20","30","7.15","10.97","1","50","5","10"
"1990","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1990","Realschule","direkter Migrationshintergrund","11.4","7.5","77","1","4","15","30","45","7.46","15.34","1","130","6","12"
"1990","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1990","Realschule","kein Migrationshintergrund","13.77","9.5","830","2","4","18","30","88","12.49","15.05","1","330","8","10"
"1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","(noch) kein Abschluss","kein Migrationshintergrund","36.47","22.5","6","20","20","50","70","70","14.35","58.59","20","70","",""
"1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","AkademikerIn","direkter Migrationshintergrund","19.86","8","5","4","12","40","40","40","2.88","36.84","4","40","",""
"1991","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","Hauptschule","direkter Migrationshintergrund","11.68","11","6","5","6","12","30","30","2.16","21.2","5","30","",""
"1991","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1991","Realschule","direkter Migrationshintergrund","10.87","8","5","2","10","16","16","16","3.5","18.24","2","16","",""
"1991","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1991","Realschule","kein Migrationshintergrund","47.92","9.5","417","5","6","25","100","600","36.83","59.01","0","999","10","15"
"1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","(noch) kein Abschluss","kein Migrationshintergrund","28.49","19","9","13","18","30","70","70","13.76","43.22","13","70","15","50"
"1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","AkademikerIn","direkter Migrationshintergrund","23.25","11","4","4","10","45","45","45","-6.16","52.66","4","45","",""
"1992","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","Hauptschule","direkter Migrationshintergrund","12.95","12.5","5","5","12","17","17","17","7.09","18.81","5","17","",""
"1992","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1992","Realschule","direkter Migrationshintergrund","24.87","10.5","6","2","15","20","75","75","-3.16","52.9","2","75","",""
"1992","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1992","Realschule","kein Migrationshintergrund","43.4","12.5","367","5","7","25","50","600","32.14","54.66","1","650","12","15"
"1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(Fach-)Abitur","kein Migrationshintergrund","14.84","7.5","331","1","4","20","35","80","12.84","16.84","0","140","7","10"
"1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","kein Migrationshintergrund","10.71","7.5","44","1","3","12","20","70","6.3","15.12","1","70","5","10"
"1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","AkademikerIn","direkter Migrationshintergrund","12.77","5.5","84","1","3","15","35","60","9.84","15.7","0","60","5","12"
"1993","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","Hauptschule","direkter Migrationshintergrund","9.28","4.5","785","1","2","13","22","50","8.48","10.08","0","106","5","6"
"1993","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1993","Realschule","direkter Migrationshintergrund","8.15","4.5","77","0","2","12","15","60","5.94","10.36","0","60","4","10"
"1993","Realschule","indirekter Migrationshintergrund","8.5","7.5","63","1","3","11","20","35","6.36","10.64","1","35","4","10"
"1993","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1994","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1994","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","(Fach-)Abitur","indirekter Migrationshintergrund","17.67","16.5","31","1","6","26","48","50","12.51","22.83","0","50","6","16"
"1995","(Fach-)Abitur","kein Migrationshintergrund","19.42","9.5","365","1","4","25","43","115","15.14","23.7","0","550","8","12"
"1995","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","(noch) kein Abschluss","indirekter Migrationshintergrund","3.75","2.5","7","3","3","3","3","15","-1.65","9.15","2","15","",""
"1995","(noch) kein Abschluss","kein Migrationshintergrund","8.9","7.5","36","1","1","12","18","44","5.27","12.53","1","44","3","12"
"1995","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","AkademikerIn","indirekter Migrationshintergrund","13.16","11.5","9","1","5","20","25","45","2.33","23.99","1","45","1","25"
"1995","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1995","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","Hauptschule","direkter Migrationshintergrund","9.26","5.5","772","1","2","12","21","45","8.31","10.21","0","200","5","6"
"1995","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1995","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1995","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1995","Realschule","direkter Migrationshintergrund","9.54","2.5","90","0","1","12","25","120","6.37","12.71","0","120","3","6"
"1995","Realschule","indirekter Migrationshintergrund","14.38","7.5","71","2","4","21","28","120","10.59","18.17","0","120","4","10"
"1995","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1995","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1996","Realschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Realschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","direkter Migrationshintergrund","21.94","16.5","57","8","10","35","41","55","18.53","25.35","5","55","14","20"
"1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","direkter Migrationshintergrund","24.63","13","60","3","6","20","30","486","-5.8","55.06","2","800","10","20"
"1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","AkademikerIn","direkter Migrationshintergrund","38.16","24","54","8","13","38","60","354","24.56","51.76","3","354","20","32"
"1997","AkademikerIn","indirekter Migrationshintergrund","24.38","12.5","7","15","15","25","60","60","9.26","39.5","10","60","",""
"1997","AkademikerIn","kein Migrationshintergrund","38.28","20.5","544","9","15","39","60","450","32.52","44.04","2","650","20","23"
"1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1997","Hauptschule","indirekter Migrationshintergrund","16.4","13.5","57","6","7","20","30","100","12.15","20.65","3","100","10","15"
"1997","Hauptschule","kein Migrationshintergrund","24.85","14.5","860","5","10","30","50","130","22.55","27.15","1","440","15","16"
"1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1997","Realschule","direkter Migrationshintergrund","37.91","14.5","32","5","11","30","120","190","23.93","51.89","3","190","13","30"
"1997","Realschule","indirekter Migrationshintergrund","57.33","15.5","37","8","12","30","75","450","20.32","94.34","2","450","15","21"
"1997","Realschule","kein Migrationshintergrund","31","18.5","907","7","12","30","45","430","26.39","35.61","2","800","17","20"
"1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(Fach-)Abitur","indirekter Migrationshintergrund","11.54","3.5","48","2","2","15","40","50","6.55","16.53","1","85","5","15"
"1998","(Fach-)Abitur","kein Migrationshintergrund","18.76","9.5","561","2","5","25","44","115","16.75","20.77","1","193","10","12"
"1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","AkademikerIn","direkter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","AkademikerIn","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","AkademikerIn","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","Hauptschule","direkter Migrationshintergrund","11.43","6.5","554","1","3","13","25","75","10.23","12.63","0","186","6","8"
"1998","Hauptschule","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1998","Hauptschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1998","Realschule","direkter Migrationshintergrund","14.06","9","68","1","4","20","30","85","10.33","17.79","1","85","6","14"
"1998","Realschule","indirekter Migrationshintergrund","14.58","10.5","94","3","7","20","25","50","12.3","16.86","0","50","8","14"
"1998","Realschule","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","direkter Migrationshintergrund","17.55","14.5","66","6","8","25","40","46","14.26","20.84","3","78","11","19"
"1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","direkter Migrationshintergrund","14.15","9.5","62","4","6","20","26","60","11.42","16.88","3","60","10","20"
"1999","(noch) kein Abschluss","indirekter Migrationshintergrund","10.69","11.5","4","5","5","15","15","15","2.64","18.74","5","15","",""
"1999","(noch) kein Abschluss","kein Migrationshintergrund","","","","","","","","","","","","","",""
"1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1999","AkademikerIn","direkter Migrationshintergrund","36.67","19.5","60","6","10","40","60","300","18.53","54.81","4","470","17","35"
"1999","AkademikerIn","indirekter Migrationshintergrund","33.03","25.5","7","16","16","50","50","50","22.27","43.79","15","50","",""
"1999","AkademikerIn","kein Migrationshintergrund","37.41","23.5","640","9","14","35","62","360","32.42","42.4","2","610","20","25"
"1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","","","","","","","","","","","",""
"1999","Hauptschule","direkter Migrationshintergrund","","","","","","","","","","","","","",""
