"year","bildungsniveau","sampreg","mean","median","n","lower_confidence","upper_confidence"
"1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","35.07","38","2398","34.66","35.48"
"1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38.42","40","921","37.89","38.95"
"1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.24","37","1180","33.65","34.83"
"1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","37.37","40","103","35.64","39.1"
"1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.77","35","587","32.87","34.67"
"1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","33.85","37","207","32.56","35.14"
"1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","35.35","38","585","34.56","36.14"
"1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","34.8","36","843","34.19","35.41"
"1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.48","40","358","35.47","37.49"
"1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.98","37.94","2518","34.59","35.37"
"1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36.84","40","997","36.27","37.41"
"1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.22","35","1314","32.67","33.77"
"1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35.53","38","126","33.6","37.46"
"1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.19","35","593","32.26","34.12"
"1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","31.07","35","224","29.47","32.67"
"1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.52","40","590","35.81","37.23"
"1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.41","38","872","34.76","36.06"
"1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","37.54","40","351","36.62","38.46"
"1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.63","37","2546","34.2","35.06"
"1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.86","40","1012","37.3","38.42"
"1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.48","36","1359","32.91","34.05"
"2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35.62","40","193","34.05","37.19"
"2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.43","36","1199","32.76","34.1"
"2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","32.42","37.49","178","30.45","34.39"
"2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.05","38","861","35.48","36.62"
"2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.11","38","1809","34.63","35.59"
"2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.31","40","435","35.45","37.17"
"2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.47","37.5","4284","34.14","34.8"
"2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.81","40","1597","37.42","38.2"
"2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.73","36","2660","33.32","34.14"
"2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36.2","39.83","188","34.52","37.88"
"2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.3","37","1156","32.61","33.99"
"2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","28.59","35","165","26.35","30.83"
"2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.5","38.5","819","35.91","37.09"
"2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.7","38.5","1681","35.21","36.19"
"2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","35.83","40","379","35","36.66"
"2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.73","38","3813","34.38","35.08"
"2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.87","40","1481","37.47","38.27"
"2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.96","37.5","2482","33.53","34.39"
"2002","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36.23","39.25","205","34.62","37.84"
"2002","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.33","37","1275","32.66","34"
"2002","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2002","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","28.21","35","158","25.92","30.5"
"2002","AkademikerInnen","Ostdeutschland, neue Bundeslaender","37.37","39","876","36.81","37.93"
"2002","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.84","38.5","2365","35.38","36.3"
"2002","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.19","40","328","35.25","37.13"
"2002","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","33.87","37.5","3519","33.51","34.23"
"2002","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.66","40","1415","37.26","38.06"
"2002","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.71","37.5","2622","33.28","34.14"
"2003","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36.42","40","205","34.8","38.04"
"2003","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.87","36","1251","32.19","33.55"
"2003","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2003","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","28.58","35","131","25.92","31.24"
"2003","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.76","40","853","36.19","37.33"
"2003","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.66","38.5","2201","35.2","36.12"
"2003","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.6","40","293","35.57","37.63"
"2003","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.07","37.5","3263","33.69","34.45"
"2003","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.89","40","1355","37.48","38.3"
"2003","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.94","37.5","2504","33.51","34.37"
"2004","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","33.64","36","224","32.3","34.98"
"2004","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","34","37.5","1236","33.32","34.68"
"2004","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2004","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","29.78","35","114","27.01","32.55"
"2004","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.52","40","822","35.96","37.08"
"2004","AkademikerInnen","Westdeutschland, alte Bundeslaender","36.59","38.5","2184","36.12","37.06"
"2004","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.7","40","291","35.62","37.78"
"2004","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.19","38","3043","33.8","34.58"
"2004","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38.01","40","1316","37.62","38.4"
"2004","Realschulabschluss","Westdeutschland, alte Bundeslaender","34","37.5","2428","33.57","34.43"
"2005","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35.49","40","211","33.97","37.01"
"2005","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.77","37.5","1178","33.1","34.44"
"2005","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","28.15","35","106","24.92","31.38"
"2005","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.35","40","808","35.75","36.95"
"2005","AkademikerInnen","Westdeutschland, alte Bundeslaender","36.48","40","2052","36.01","36.95"
"2005","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.1","40","224","34.85","37.35"
"2005","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.68","38","2854","34.28","35.08"
"2005","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.91","40","1252","37.5","38.32"
"2005","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.84","38","2327","34.4","35.28"
"2006","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","36.57","40","214","35.16","37.98"
"2006","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.89","36","1247","32.26","33.52"
"2006","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","30.98","37.5","97","27.82","34.14"
"2006","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.91","40","836","36.39","37.43"
"2006","AkademikerInnen","Westdeutschland, alte Bundeslaender","36.21","40","2265","35.78","36.64"
"2006","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","37.15","40","244","35.87","38.43"
"2006","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.51","38","2986","34.12","34.9"
"2006","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.87","40","1333","37.47","38.27"
"2006","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.74","38","2464","34.31","35.17"
"2007","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35.82","40","233","34.42","37.22"
"2007","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.69","38","1204","33.01","34.37"
"2007","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","30.16","37.54","83","26.84","33.48"
"2007","AkademikerInnen","Ostdeutschland, neue Bundeslaender","37.13","40","802","36.54","37.72"
"2007","AkademikerInnen","Westdeutschland, alte Bundeslaender","36.37","40","2151","35.91","36.83"
"2007","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","37.82","40","222","36.57","39.07"
"2007","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.83","38.5","2737","34.43","35.23"
"2007","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.87","40","1273","37.44","38.3"
"2007","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.71","38","2350","34.26","35.16"
"2008","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35.67","40","216","34.31","37.03"
"2008","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.93","37.5","1153","32.25","33.61"
"2008","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","27.35","25.18","89","23.98","30.72"
"2008","AkademikerInnen","Ostdeutschland, neue Bundeslaender","37.12","40","769","36.52","37.72"
"2008","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.38","38.5","2044","34.91","35.85"
"2008","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","35.74","40","211","34.48","37"
"2008","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.36","38","2585","33.94","34.78"
"2008","Realschulabschluss","Ostdeutschland, neue Bundeslaender","38.01","40","1258","37.59","38.43"
"2008","Realschulabschluss","Westdeutschland, alte Bundeslaender","33.89","38","2224","33.45","34.33"
"2009","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35.58","40","194","34.31","36.85"
"2009","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.66","37.5","1065","32.97","34.35"
"2009","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","30.8","35","73","27.54","34.06"
"2009","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.31","40","723","35.68","36.94"
"2009","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.23","38","1944","34.75","35.71"
"2009","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.89","40","190","35.57","38.21"
"2009","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.89","38","2262","34.45","35.33"
"2009","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.58","40","1184","37.14","38.02"
"2009","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.54","38","2069","34.07","35.01"
"2010","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.32","40","224","32.96","35.68"
"2010","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.88","36","1221","32.22","33.54"
"2010","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","33.5","40","86","30.48","36.52"
"2010","AkademikerInnen","Ostdeutschland, neue Bundeslaender","36.47","40","735","35.85","37.09"
"2010","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.41","38","2149","34.95","35.87"
"2010","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","35.41","40","192","33.87","36.95"
"2010","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.03","38","2309","33.58","34.48"
"2010","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36.99","40","1232","36.58","37.4"
"2010","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.68","38","2281","34.24","35.12"
"2011","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","35.46","39","278","34.18","36.74"
"2011","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","33.47","37.5","1458","32.87","34.07"
"2011","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","33.96","40","140","31.37","36.55"
"2011","AkademikerInnen","Ostdeutschland, neue Bundeslaender","35.9","38","844","35.3","36.5"
"2011","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.95","40","2603","35.53","36.37"
"2011","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","34.94","40","252","33.75","36.13"
"2011","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","34.63","38","2865","34.23","35.03"
"2011","Realschulabschluss","Ostdeutschland, neue Bundeslaender","37.27","40","1434","36.87","37.67"
"2011","Realschulabschluss","Westdeutschland, alte Bundeslaender","35.07","38","2819","34.68","35.46"
"2012","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.87","38","303","33.65","36.09"
"2012","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.53","35","1509","31.96","33.1"
"2012","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","28.56","35","159","26.29","30.83"
"2012","AkademikerInnen","Ostdeutschland, neue Bundeslaender","35.47","38","816","34.86","36.08"
"2012","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.24","38.5","2611","34.83","35.65"
"2012","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.06","40","276","34.71","37.41"
"2012","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","33.88","38","2767","33.45","34.31"
"2012","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36.77","40","1400","36.36","37.18"
"2012","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.38","38","2772","33.99","34.77"
"2013","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","34.48","38","274","33.41","35.55"
"2013","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","32.8","37.5","1400","32.21","33.39"
"2013","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","","",""
"2013","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","27.51","30","139","25.14","29.88"
"2013","AkademikerInnen","Ostdeutschland, neue Bundeslaender","34.69","38","789","34.08","35.3"
"2013","AkademikerInnen","Westdeutschland, alte Bundeslaender","35.05","38","2501","34.64","35.46"
"2013","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36.05","40","244","34.78","37.32"
"2013","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","33.01","37.25","2470","32.56","33.46"
"2013","Realschulabschluss","Ostdeutschland, neue Bundeslaender","36.46","40","1290","36.04","36.88"
"2013","Realschulabschluss","Westdeutschland, alte Bundeslaender","34.02","37","2572","33.61","34.43"
