"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1992","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1992","35-65 Jahre alt","direkter Migrationshintergrund","34.89","38","972","34.34","35.44"
"1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1992","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1992","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1992","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1992","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1993","16-34 Jahre alt","direkter Migrationshintergrund","35.48","38","506","34.75","36.21"
"1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1993","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1993","35-65 Jahre alt","direkter Migrationshintergrund","34.95","38","928","34.39","35.51"
"1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1993","35-65 Jahre alt","kein Migrationshintergrund ","34.58","38","3392","34.24","34.92"
"1993","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1993","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1993","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1994","16-34 Jahre alt","direkter Migrationshintergrund","36.28","38","462","35.57","36.99"
"1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1994","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1994","35-65 Jahre alt","direkter Migrationshintergrund","34.12","37","857","33.52","34.72"
"1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1994","35-65 Jahre alt","kein Migrationshintergrund ","34.73","38","3268","34.4","35.06"
"1994","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1994","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1994","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1995","16-34 Jahre alt","direkter Migrationshintergrund","34.53","38","562","33.6","35.46"
"1995","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1995","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1995","35-65 Jahre alt","direkter Migrationshintergrund","33.91","38","963","33.23","34.59"
"1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1995","35-65 Jahre alt","kein Migrationshintergrund ","33.57","37","3439","33.18","33.96"
"1995","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1995","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1995","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1996","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"1996","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1996","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1996","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1996","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1996","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1996","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1996","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1997","16-34 Jahre alt","direkter Migrationshintergrund","37.07","38","450","36.24","37.9"
"1997","16-34 Jahre alt","indirekter Migrationshintergrund","35.03","38","321","34.03","36.03"
"1997","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1997","35-65 Jahre alt","direkter Migrationshintergrund","35.26","38","838","34.66","35.86"
"1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1997","35-65 Jahre alt","kein Migrationshintergrund ","35.06","38","3373","34.71","35.41"
"1997","66 und Ã¤lter","direkter Migrationshintergrund","16.05","10","4","-9.42","41.52"
"1997","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1997","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1998","16-34 Jahre alt","direkter Migrationshintergrund","35.49","38","406","34.72","36.26"
"1998","16-34 Jahre alt","indirekter Migrationshintergrund","35.23","38","313","34.37","36.09"
"1998","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1998","35-65 Jahre alt","direkter Migrationshintergrund","34.26","36","816","33.64","34.88"
"1998","35-65 Jahre alt","indirekter Migrationshintergrund","34.03","34.01","32","29.48","38.58"
"1998","35-65 Jahre alt","kein Migrationshintergrund ","34.22","37","3961","33.9","34.54"
"1998","66 und Ã¤lter","direkter Migrationshintergrund","24.64","15","4","-8.08","57.36"
"1998","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1998","66 und Ã¤lter","kein Migrationshintergrund ","17.8","15","30","12.09","23.51"
"1999","16-34 Jahre alt","direkter Migrationshintergrund","35.15","38","380","34.14","36.16"
"1999","16-34 Jahre alt","indirekter Migrationshintergrund","34.78","37","336","33.78","35.78"
"1999","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1999","35-65 Jahre alt","direkter Migrationshintergrund","35.11","37","780","34.48","35.74"
"1999","35-65 Jahre alt","indirekter Migrationshintergrund","31","30.7","38","27.59","34.41"
"1999","35-65 Jahre alt","kein Migrationshintergrund ","34.39","37","4002","34.05","34.73"
"1999","66 und Ã¤lter","direkter Migrationshintergrund","16.67","13.3","7","4.8","28.54"
"1999","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1999","66 und Ã¤lter","kein Migrationshintergrund ","17.53","14.37","33","12.6","22.46"
"2000","16-34 Jahre alt","direkter Migrationshintergrund","35.54","38","542","34.7","36.38"
"2000","16-34 Jahre alt","indirekter Migrationshintergrund","35.04","37.5","405","34.17","35.91"
"2000","16-34 Jahre alt","kein Migrationshintergrund ","36","38.5","3561","35.66","36.34"
"2000","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2000","35-65 Jahre alt","indirekter Migrationshintergrund","34.93","36.49","63","32.44","37.42"
"2000","35-65 Jahre alt","kein Migrationshintergrund ","34.37","37.5","7403","34.13","34.61"
"2000","66 und Ã¤lter","direkter Migrationshintergrund","23.22","11.51","6","1.5","44.94"
"2000","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2000","66 und Ã¤lter","kein Migrationshintergrund ","20.6","20","66","16.86","24.34"
"2001","16-34 Jahre alt","direkter Migrationshintergrund","34.76","38","488","33.81","35.71"
"2001","16-34 Jahre alt","indirekter Migrationshintergrund","35.65","38","376","34.66","36.64"
"2001","16-34 Jahre alt","kein Migrationshintergrund ","35.92","38.5","3155","35.55","36.29"
"2001","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2001","35-65 Jahre alt","indirekter Migrationshintergrund","34.21","37","73","31.65","36.77"
"2001","35-65 Jahre alt","kein Migrationshintergrund ","34.66","38","6975","34.41","34.91"
"2001","66 und Ã¤lter","direkter Migrationshintergrund","12.71","12","9","-0.81","26.23"
"2001","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2001","66 und Ã¤lter","kein Migrationshintergrund ","19.9","15","73","16.28","23.52"
"2002","16-34 Jahre alt","direkter Migrationshintergrund","34.12","38","416","33.18","35.06"
"2002","16-34 Jahre alt","indirekter Migrationshintergrund","34.62","37.5","359","33.58","35.66"
"2002","16-34 Jahre alt","kein Migrationshintergrund ","36.39","38.5","3040","36.02","36.76"
"2002","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2002","35-65 Jahre alt","indirekter Migrationshintergrund","32.68","35","97","30.05","35.31"
"2002","35-65 Jahre alt","kein Migrationshintergrund ","34.08","37.5","7816","33.83","34.33"
"2002","66 und Ã¤lter","direkter Migrationshintergrund","10.96","10","9","3.21","18.71"
"2002","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2002","66 und Ã¤lter","kein Migrationshintergrund ","27.5","20","94","23.7","31.3"
"2003","16-34 Jahre alt","direkter Migrationshintergrund","33.7","38","378","32.63","34.77"
"2003","16-34 Jahre alt","indirekter Migrationshintergrund","35.28","38","363","34.12","36.44"
"2003","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2003","35-65 Jahre alt","direkter Migrationshintergrund","34.16","37.5","968","33.5","34.82"
"2003","35-65 Jahre alt","indirekter Migrationshintergrund","33.84","35","99","31.6","36.08"
"2003","35-65 Jahre alt","kein Migrationshintergrund ","34.51","38","7476","34.26","34.76"
"2003","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2003","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2003","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2004","16-34 Jahre alt","direkter Migrationshintergrund","35.24","38","343","34.16","36.32"
"2004","16-34 Jahre alt","indirekter Migrationshintergrund","34.95","38","351","33.85","36.05"
"2004","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2004","35-65 Jahre alt","direkter Migrationshintergrund","34.78","37.5","912","34.14","35.42"
"2004","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2004","35-65 Jahre alt","kein Migrationshintergrund ","34.78","38","7320","34.53","35.03"
"2004","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2004","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2004","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2005","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2005","16-34 Jahre alt","indirekter Migrationshintergrund","36.73","38","348","35.57","37.89"
"2005","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2005","35-65 Jahre alt","direkter Migrationshintergrund","34.27","38","895","33.65","34.89"
"2005","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2005","35-65 Jahre alt","kein Migrationshintergrund ","35.07","38","6984","34.82","35.32"
"2005","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2005","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2005","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2006","16-34 Jahre alt","direkter Migrationshintergrund","33.85","38","300","32.59","35.11"
"2006","16-34 Jahre alt","indirekter Migrationshintergrund","35.28","38","351","34.29","36.27"
"2006","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2006","35-65 Jahre alt","direkter Migrationshintergrund","34.52","38","904","33.87","35.17"
"2006","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2006","35-65 Jahre alt","kein Migrationshintergrund ","35","38.5","7611","34.77","35.23"
"2006","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2006","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2006","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2007","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2007","16-34 Jahre alt","indirekter Migrationshintergrund","35.11","38","357","34.07","36.15"
"2007","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2007","35-65 Jahre alt","direkter Migrationshintergrund","34.79","37.5","807","34.14","35.44"
"2007","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2007","35-65 Jahre alt","kein Migrationshintergrund ","35.4","38.5","7230","35.15","35.65"
"2007","66 und Ã¤lter","direkter Migrationshintergrund","14.65","10","8","7.45","21.85"
"2007","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2007","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2008","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2008","16-34 Jahre alt","indirekter Migrationshintergrund","35.14","38","345","34.12","36.16"
"2008","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2008","35-65 Jahre alt","direkter Migrationshintergrund","33.8","38","764","33.09","34.51"
"2008","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2008","35-65 Jahre alt","kein Migrationshintergrund ","34.73","38.5","6925","34.48","34.98"
"2008","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2008","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2008","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2009","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2009","16-34 Jahre alt","indirekter Migrationshintergrund","36.65","39.13","300","35.59","37.71"
"2009","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2009","35-65 Jahre alt","direkter Migrationshintergrund","33.33","35","663","32.56","34.1"
"2009","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2009","35-65 Jahre alt","kein Migrationshintergrund ","35.14","38","6425","34.89","35.39"
"2009","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2009","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2009","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2010","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2010","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2010","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2010","35-65 Jahre alt","direkter Migrationshintergrund","33.22","35","744","32.5","33.94"
"2010","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2010","35-65 Jahre alt","kein Migrationshintergrund ","34.9","38","6830","34.65","35.15"
"2010","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2010","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2010","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2011","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2011","16-34 Jahre alt","indirekter Migrationshintergrund","35.69","39","338","34.46","36.92"
"2011","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2011","35-65 Jahre alt","direkter Migrationshintergrund","34.08","38","958","33.44","34.72"
"2011","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2011","35-65 Jahre alt","kein Migrationshintergrund ","35.26","38","8431","35.04","35.48"
"2011","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2011","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2011","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2012","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2012","16-34 Jahre alt","indirekter Migrationshintergrund","35.6","40","322","34.37","36.83"
"2012","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2012","35-65 Jahre alt","direkter Migrationshintergrund","33.91","37.5","950","33.26","34.56"
"2012","35-65 Jahre alt","indirekter Migrationshintergrund","33.88","35.58","305","32.66","35.1"
"2012","35-65 Jahre alt","kein Migrationshintergrund ","34.67","38","8317","34.45","34.89"
"2012","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2012","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2012","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2013","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2013","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2013","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2013","35-65 Jahre alt","direkter Migrationshintergrund","33.27","36","857","32.58","33.96"
"2013","35-65 Jahre alt","indirekter Migrationshintergrund","33.28","35","305","32.13","34.43"
"2013","35-65 Jahre alt","kein Migrationshintergrund ","34.45","38","7756","34.22","34.68"
"2013","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2013","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2013","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2014","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2014","16-34 Jahre alt","indirekter Migrationshintergrund","34.16","38","331","32.89","35.43"
"2014","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2014","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2014","35-65 Jahre alt","indirekter Migrationshintergrund","33.51","35","409","32.52","34.5"
"2014","35-65 Jahre alt","kein Migrationshintergrund ","34.11","37","8985","33.91","34.31"
"2014","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2014","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2014","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2015","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2015","16-34 Jahre alt","indirekter Migrationshintergrund","35.58","40","564","34.66","36.5"
"2015","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2015","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2015","35-65 Jahre alt","indirekter Migrationshintergrund","34.79","38","533","33.93","35.65"
"2015","35-65 Jahre alt","kein Migrationshintergrund ","34.11","37.5","8604","33.9","34.32"
"2015","66 und Ã¤lter","direkter Migrationshintergrund","21.97","17.74","32","16.98","26.96"
"2015","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2015","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2016","16-34 Jahre alt","direkter Migrationshintergrund","34.63","38","876","33.94","35.32"
"2016","16-34 Jahre alt","indirekter Migrationshintergrund","33.79","37.5","526","32.91","34.67"
"2016","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2016","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2016","35-65 Jahre alt","indirekter Migrationshintergrund","34.44","38","529","33.57","35.31"
"2016","35-65 Jahre alt","kein Migrationshintergrund ","33.86","36","8167","33.65","34.07"
"2016","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2016","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2016","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"2017","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2017","16-34 Jahre alt","indirekter Migrationshintergrund","33.58","37.42","550","32.64","34.52"
"2017","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2017","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2017","35-65 Jahre alt","indirekter Migrationshintergrund","35.19","38","577","34.34","36.04"
"2017","35-65 Jahre alt","kein Migrationshintergrund ","33.85","35","9383","33.65","34.05"
"2017","66 und Ã¤lter","direkter Migrationshintergrund","20.37","15","41","15.66","25.08"
"2017","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2017","66 und Ã¤lter","kein Migrationshintergrund ","17.63","15","325","16.13","19.13"
"2018","16-34 Jahre alt","direkter Migrationshintergrund","","","","",""
"2018","16-34 Jahre alt","indirekter Migrationshintergrund","32.56","35.06","564","31.64","33.48"
"2018","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2018","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"2018","35-65 Jahre alt","indirekter Migrationshintergrund","34.34","35","589","33.5","35.18"
"2018","35-65 Jahre alt","kein Migrationshintergrund ","33.46","35","8929","33.26","33.66"
"2018","66 und Ã¤lter","direkter Migrationshintergrund","17.15","20","45","13.36","20.94"
"2018","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2018","66 und Ã¤lter","kein Migrationshintergrund ","16.03","12","348","14.72","17.34"
"2019","16-34 Jahre alt","direkter Migrationshintergrund","37.21","40","655","36.37","38.05"
"2019","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2019","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"2019","35-65 Jahre alt","direkter Migrationshintergrund","36.56","40","460","35.49","37.63"
"2019","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"2019","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"2019","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"2019","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"2019","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
