"year","alter_gr","sex","mean","median","n","lower_confidence","upper_confidence"
"1997","35-65 Jahre alt","weiblich","29.48","30","1828","29.01","29.95"
"1997","66 und älter","maennlich","","","","",""
"1997","66 und älter","weiblich","","","","",""
"1998","16-34 Jahre alt","maennlich","38.21","40","1751","37.82","38.6"
"1998","16-34 Jahre alt","weiblich","32.68","35","1310","32.17","33.19"
"1998","35-65 Jahre alt","maennlich","37.76","40","2723","37.45","38.07"
"1998","35-65 Jahre alt","weiblich","29.3","30","2086","28.85","29.75"
"1998","66 und älter","maennlich","","","","",""
"1998","66 und älter","weiblich","","","","",""
"1999","16-34 Jahre alt","maennlich","38.33","40","1706","37.87","38.79"
"1999","16-34 Jahre alt","weiblich","32.56","35","1353","32.02","33.1"
"1999","35-65 Jahre alt","maennlich","38.59","40","2706","38.26","38.92"
"1999","35-65 Jahre alt","weiblich","28.78","30","2114","28.34","29.22"
"1999","66 und älter","maennlich","","","","",""
"1999","66 und älter","weiblich","","","","",""
"2000","16-34 Jahre alt","maennlich","38.46","40","2460","38.1","38.82"
"2000","16-34 Jahre alt","weiblich","32.46","35","2048","32.01","32.91"
"2000","35-65 Jahre alt","maennlich","38.75","40","4859","38.52","38.98"
"2000","35-65 Jahre alt","weiblich","28.41","30","3800","28.08","28.74"
"2000","66 und älter","maennlich","23.2","20","47","18.36","28.04"
"2000","66 und älter","weiblich","","","","",""
"2001","16-34 Jahre alt","maennlich","38.41","40","2157","38.01","38.81"
"2001","16-34 Jahre alt","weiblich","32.4","36","1862","31.9","32.9"
"2001","35-65 Jahre alt","maennlich","38.95","40","4487","38.71","39.19"
"2001","35-65 Jahre alt","weiblich","29.18","30","3644","28.84","29.52"
"2001","66 und älter","maennlich","20.53","15.63","60","16.6","24.46"
"2001","66 und älter","weiblich","","","","",""
"2002","16-34 Jahre alt","maennlich","38.69","40","1999","38.29","39.09"
"2002","16-34 Jahre alt","weiblich","32.6","35","1816","32.11","33.09"
"2002","35-65 Jahre alt","maennlich","38.75","40","4896","38.51","38.99"
"2002","35-65 Jahre alt","weiblich","28.14","30","4062","27.81","28.47"
"2002","66 und älter","maennlich","27.49","23.82","74","23.62","31.36"
"2002","66 und älter","weiblich","21.47","10","31","13.95","28.99"
"2003","16-34 Jahre alt","maennlich","38.11","40","1842","37.67","38.55"
"2003","16-34 Jahre alt","weiblich","32.33","35","1709","31.82","32.84"
"2003","35-65 Jahre alt","maennlich","38.96","40","4634","38.72","39.2"
"2003","35-65 Jahre alt","weiblich","28.76","30","3909","28.43","29.09"
"2003","66 und älter","maennlich","21.57","15","81","17.86","25.28"
"2003","66 und älter","weiblich","19.27","10","33","13.56","24.98"
"2004","16-34 Jahre alt","maennlich","38.65","40","1748","38.22","39.08"
"2004","16-34 Jahre alt","weiblich","33.01","36","1617","32.5","33.52"
"2004","35-65 Jahre alt","maennlich","39.24","40","4476","39","39.48"
"2004","35-65 Jahre alt","weiblich","29.2","30","3868","28.87","29.53"
"2004","66 und älter","maennlich","25.22","20","90","21.89","28.55"
"2004","66 und älter","weiblich","10.85","10","39","7.6","14.1"
"2005","16-34 Jahre alt","maennlich","39.17","40","1599","38.71","39.63"
"2005","16-34 Jahre alt","weiblich","33.18","36","1503","32.65","33.71"
"2005","35-65 Jahre alt","maennlich","39.32","40","4270","39.09","39.55"
"2005","35-65 Jahre alt","weiblich","29.53","30","3726","29.19","29.87"
"2005","66 und älter","maennlich","23.77","20","83","20.1","27.44"
"2005","66 und älter","weiblich","18.56","9.77","38","13.14","23.98"
"2006","16-34 Jahre alt","maennlich","38.85","40","1597","38.39","39.31"
"2006","16-34 Jahre alt","weiblich","33.43","38","1509","32.92","33.94"
"2006","35-65 Jahre alt","maennlich","39.16","40","4570","38.94","39.38"
"2006","35-65 Jahre alt","weiblich","29.56","30","4074","29.24","29.88"
"2006","66 und älter","maennlich","26.86","20","110","23.67","30.05"
"2006","66 und älter","weiblich","17.49","15","54","14.13","20.85"
"2007","16-34 Jahre alt","maennlich","38.7","40","1529","38.23","39.17"
"2007","16-34 Jahre alt","weiblich","33.16","37.5","1442","32.61","33.71"
"2007","35-65 Jahre alt","maennlich","39.69","40","4309","39.45","39.93"
"2007","35-65 Jahre alt","weiblich","29.86","30","3870","29.54","30.18"
"2007","66 und älter","maennlich","23.45","20","107","20.47","26.43"
"2007","66 und älter","weiblich","19.13","15.11","49","15.68","22.58"
"2008","16-34 Jahre alt","maennlich","38.18","40","1450","37.69","38.67"
"2008","16-34 Jahre alt","weiblich","32.99","37.5","1358","32.45","33.53"
"2008","35-65 Jahre alt","maennlich","39.02","40","4076","38.78","39.26"
"2008","35-65 Jahre alt","weiblich","29.1","30","3764","28.77","29.43"
"2008","66 und älter","maennlich","24.52","20","114","21.65","27.39"
"2008","66 und älter","weiblich","15.47","10","58","12.62","18.32"
"2009","16-34 Jahre alt","maennlich","38.93","40","1273","38.46","39.4"
"2009","16-34 Jahre alt","weiblich","33.54","36","1267","32.99","34.09"
"2009","35-65 Jahre alt","maennlich","39.41","40","3732","39.16","39.66"
"2009","35-65 Jahre alt","weiblich","29.43","30","3501","29.1","29.76"
"2009","66 und älter","maennlich","22.82","20","126","20.07","25.57"
"2009","66 und älter","weiblich","16.17","11.14","63","13.26","19.08"
"2010","16-34 Jahre alt","maennlich","37.58","40","1366","37.06","38.1"
"2010","16-34 Jahre alt","weiblich","33.86","37.5","1354","33.33","34.39"
"2010","35-65 Jahre alt","maennlich","38.99","40","3948","38.74","39.24"
"2010","35-65 Jahre alt","weiblich","29.65","30","3828","29.33","29.97"
"2010","66 und älter","maennlich","23.09","20","120","20.35","25.83"
"2010","66 und älter","weiblich","14.75","10","62","12.01","17.49"
"2011","16-34 Jahre alt","maennlich","38.25","40","1538","37.76","38.74"
"2011","16-34 Jahre alt","weiblich","33.77","38","1647","33.26","34.28"
"2011","35-65 Jahre alt","maennlich","39.21","40","4827","38.98","39.44"
"2011","35-65 Jahre alt","weiblich","30.26","30","4842","29.98","30.54"
"2011","66 und älter","maennlich","22.16","20","129","19.68","24.64"
"2011","66 und älter","weiblich","15.96","12","72","13.45","18.47"
"2012","16-34 Jahre alt","maennlich","37.52","40","1531","37.02","38.02"
"2012","16-34 Jahre alt","weiblich","32.81","35","1551","32.29","33.33"
"2012","35-65 Jahre alt","maennlich","38.68","40","4665","38.45","38.91"
"2012","35-65 Jahre alt","weiblich","29.79","30","4907","29.51","30.07"
"2012","66 und älter","maennlich","22.29","20","165","20.1","24.48"
"2012","66 und älter","weiblich","13.04","10","95","11.25","14.83"
"2013","16-34 Jahre alt","maennlich","36.76","40","1354","36.24","37.28"
"2013","16-34 Jahre alt","weiblich","32.88","37","1464","32.34","33.42"
"2013","35-65 Jahre alt","maennlich","38.42","40","4301","38.18","38.66"
"2013","35-65 Jahre alt","weiblich","29.68","30","4617","29.39","29.97"
"2013","66 und älter","maennlich","20.7","16.07","151","18.4","23"
"2013","66 und älter","weiblich","14.89","10","104","12.68","17.1"
"2014","16-34 Jahre alt","maennlich","36.82","40","1572","36.35","37.29"
"2014","16-34 Jahre alt","weiblich","32.2","35","1639","31.69","32.71"
"2014","35-65 Jahre alt","maennlich","37.93","40","5023","37.72","38.14"
"2014","35-65 Jahre alt","weiblich","29.59","30","5419","29.33","29.85"
"2014","66 und älter","maennlich","22.06","20","178","19.97","24.15"
"2014","66 und älter","weiblich","14.48","10","117","12.44","16.52"
"2015","16-34 Jahre alt","maennlich","37.12","40","2127","36.73","37.51"
"2015","16-34 Jahre alt","weiblich","32.63","35","2048","32.16","33.1"
"2015","35-65 Jahre alt","maennlich","38.07","40","5636","37.86","38.28"
"2015","35-65 Jahre alt","weiblich","29.64","30","5929","29.38","29.9"
"2015","66 und älter","maennlich","22.24","20","188","20.14","24.34"
"2015","66 und älter","weiblich","12.28","10","99","10.38","14.18"
"2016","16-34 Jahre alt","maennlich","36.51","40","1806","36.1","36.92"
"2016","16-34 Jahre alt","weiblich","32.06","35","1804","31.58","32.54"
"2016","35-65 Jahre alt","maennlich","37.8","40","5166","37.6","38"
"2016","35-65 Jahre alt","weiblich","29.38","30","5704","29.12","29.64"
"2016","66 und älter","maennlich","22.36","20","186","20.27","24.45"
"2016","66 und älter","weiblich","13.55","10","117","11.53","15.57"
"2017","16-34 Jahre alt","maennlich","35.92","39","2296","35.52","36.32"
"2017","16-34 Jahre alt","weiblich","32.12","35","2009","31.64","32.6"
"2017","35-65 Jahre alt","maennlich","37.86","40","5920","37.66","38.06"
"2017","35-65 Jahre alt","weiblich","29.24","30","6362","29","29.48"
"2017","66 und älter","maennlich","21.81","19.83","219","19.83","23.79"
"2017","66 und älter","weiblich","13.6","10","148","11.73","15.47"
"2018","16-34 Jahre alt","maennlich","35.12","38","2507","34.72","35.52"
"2018","16-34 Jahre alt","weiblich","32.06","35","1941","31.6","32.52"
"2018","35-65 Jahre alt","maennlich","37.39","40","5748","37.19","37.59"
"2018","35-65 Jahre alt","weiblich","29.22","30","6183","28.98","29.46"
"2018","66 und älter","maennlich","17.93","15","235","16.22","19.64"
"2018","66 und älter","weiblich","14.02","11.32","159","12.3","15.74"
"2019","16-34 Jahre alt","maennlich","37.47","40","576","36.59","38.35"
"2019","16-34 Jahre alt","weiblich","34.1","40","79","31.58","36.62"
"2019","35-65 Jahre alt","maennlich","37.83","40","378","36.78","38.88"
"2019","35-65 Jahre alt","weiblich","30.11","35","82","26.93","33.29"
"2019","66 und älter","maennlich","","","","",""
"2019","66 und älter","weiblich","","","","",""
