"year","bildungsniveau","migback","mean","median","n","lower_confidence","upper_confidence"
"1987","AkademikerInnen","kein Migrationshintergrund ","35.7","40","474","34.76","36.64"
"1987","Hauptschulabschluss","direkter Migrationshintergrund","","","","",""
"1987","Hauptschulabschluss","indirekter Migrationshintergrund","36.7","40","50","33.63","39.77"
"1987","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1987","Realschulabschluss","direkter Migrationshintergrund","36.5","38","88","34.73","38.27"
"1987","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1987","Realschulabschluss","kein Migrationshintergrund ","35.59","38","980","34.97","36.21"
"1988","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1988","(Fach-)Abitur","indirekter Migrationshintergrund","37.25","40","4","12.83","61.67"
"1988","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"1988","(noch) kein Abschluss","direkter Migrationshintergrund","36.14","40","379","35.23","37.05"
"1988","(noch) kein Abschluss","indirekter Migrationshintergrund","31.72","38.69","5","16.55","46.89"
"1988","(noch) kein Abschluss","kein Migrationshintergrund ","","","","",""
"1988","AkademikerInnen","direkter Migrationshintergrund","35.79","38.69","60","33.6","37.98"
"1988","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1988","AkademikerInnen","kein Migrationshintergrund ","34.93","38","480","34.06","35.8"
"1988","Hauptschulabschluss","direkter Migrationshintergrund","","","","",""
"1988","Hauptschulabschluss","indirekter Migrationshintergrund","34.57","38","69","32.49","36.65"
"1988","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1988","Realschulabschluss","direkter Migrationshintergrund","34.44","36","83","32.21","36.67"
"1988","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1988","Realschulabschluss","kein Migrationshintergrund ","35.17","38","971","34.57","35.77"
"1989","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1989","(Fach-)Abitur","indirekter Migrationshintergrund","40.28","35","8","36.11","44.45"
"1989","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"1989","(noch) kein Abschluss","direkter Migrationshintergrund","36.59","40","308","35.71","37.47"
"1989","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1989","(noch) kein Abschluss","kein Migrationshintergrund ","","","","",""
"1989","AkademikerInnen","direkter Migrationshintergrund","35.89","40","64","34.1","37.68"
"1989","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1989","AkademikerInnen","kein Migrationshintergrund ","34.97","38","457","34.02","35.92"
"1989","Hauptschulabschluss","direkter Migrationshintergrund","36.29","38","882","35.74","36.84"
"1989","Hauptschulabschluss","indirekter Migrationshintergrund","35.53","38","70","32.96","38.1"
"1989","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1989","Realschulabschluss","direkter Migrationshintergrund","36.59","38","84","34.04","39.14"
"1989","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1989","Realschulabschluss","kein Migrationshintergrund ","34.89","38","934","34.29","35.49"
"1990","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund ","35.32","37","414","34.51","36.13"
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","36.35","38","393","35.52","37.18"
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1990","(noch) kein Abschluss","kein Migrationshintergrund ","35.86","38","84","34.41","37.31"
"1990","AkademikerInnen","direkter Migrationshintergrund","33.85","35","67","31.98","35.72"
"1990","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1990","AkademikerInnen","kein Migrationshintergrund ","34.35","36.71","493","33.5","35.2"
"1990","Hauptschulabschluss","direkter Migrationshintergrund","","","","",""
"1990","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1990","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1990","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"1990","Realschulabschluss","indirekter Migrationshintergrund","32.03","36.8","45","29.81","34.25"
"1990","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1991","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1991","(Fach-)Abitur","kein Migrationshintergrund ","33.74","37","371","32.67","34.81"
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","35.51","38","341","34.56","36.46"
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","35.78","36.29","8","32.41","39.15"
"1991","(noch) kein Abschluss","kein Migrationshintergrund ","32.19","37","51","28.67","35.71"
"1991","AkademikerInnen","direkter Migrationshintergrund","33.63","37","91","31.46","35.8"
"1991","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1991","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1991","Hauptschulabschluss","direkter Migrationshintergrund","35.61","38","990","35.09","36.13"
"1991","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1991","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1991","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"1991","Realschulabschluss","indirekter Migrationshintergrund","35.82","35","37","32.87","38.77"
"1991","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1992","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1992","(Fach-)Abitur","kein Migrationshintergrund ","32.94","35","306","31.76","34.12"
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","kein Migrationshintergrund ","30.52","35.28","37","25.75","35.29"
"1992","AkademikerInnen","direkter Migrationshintergrund","33.68","36.77","63","31.73","35.63"
"1992","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1992","AkademikerInnen","kein Migrationshintergrund ","34.5","38","489","33.62","35.38"
"1992","Hauptschulabschluss","direkter Migrationshintergrund","35.38","38","908","34.82","35.94"
"1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1992","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1992","Realschulabschluss","direkter Migrationshintergrund","36.05","37.56","87","34.14","37.96"
"1992","Realschulabschluss","indirekter Migrationshintergrund","33.08","37","53","30.76","35.4"
"1992","Realschulabschluss","kein Migrationshintergrund ","33.59","37","959","32.98","34.2"
"1993","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1993","(Fach-)Abitur","kein Migrationshintergrund ","33.55","36","370","32.42","34.68"
"1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1993","(noch) kein Abschluss","kein Migrationshintergrund ","36.14","38.08","44","32.71","39.57"
"1993","AkademikerInnen","direkter Migrationshintergrund","33.92","36.02","87","31.88","35.96"
"1993","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1993","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1993","Hauptschulabschluss","direkter Migrationshintergrund","35.18","38","838","34.63","35.73"
"1993","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1993","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1993","Realschulabschluss","direkter Migrationshintergrund","33.95","38","87","31.53","36.37"
"1993","Realschulabschluss","indirekter Migrationshintergrund","36.54","37.45","69","34.78","38.3"
"1993","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1994","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1994","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1994","(Fach-)Abitur","kein Migrationshintergrund ","34.01","36","383","33","35.02"
"1994","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1994","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1994","(noch) kein Abschluss","kein Migrationshintergrund ","36.14","38","40","33.03","39.25"
"1994","AkademikerInnen","direkter Migrationshintergrund","32.63","35.75","81","30.49","34.77"
"1994","AkademikerInnen","indirekter Migrationshintergrund","34.51","33.02","7","28.08","40.94"
"1994","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1994","Hauptschulabschluss","direkter Migrationshintergrund","35.28","38","740","34.69","35.87"
"1994","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1994","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1994","Realschulabschluss","direkter Migrationshintergrund","33.8","38","75","31.76","35.84"
"1994","Realschulabschluss","indirekter Migrationshintergrund","36.28","38","70","34.34","38.22"
"1994","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1995","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1995","(Fach-)Abitur","indirekter Migrationshintergrund","31.58","36.73","32","25.53","37.63"
"1995","(Fach-)Abitur","kein Migrationshintergrund ","34.02","37","398","32.86","35.18"
"1995","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1995","(noch) kein Abschluss","indirekter Migrationshintergrund","13.89","8","8","1.6","26.18"
"1995","(noch) kein Abschluss","kein Migrationshintergrund ","32.78","37","39","29.15","36.41"
"1995","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"1995","AkademikerInnen","indirekter Migrationshintergrund","34.32","31.15","9","28.43","40.21"
"1995","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1995","Hauptschulabschluss","direkter Migrationshintergrund","34.12","38","819","33.39","34.85"
"1995","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1995","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1995","Realschulabschluss","direkter Migrationshintergrund","32.18","36","97","29.88","34.48"
"1995","Realschulabschluss","indirekter Migrationshintergrund","36.12","37","76","33.92","38.32"
"1995","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1996","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1996","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1996","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"1996","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1996","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1996","(noch) kein Abschluss","kein Migrationshintergrund ","","","","",""
"1996","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"1996","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1996","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1996","Hauptschulabschluss","direkter Migrationshintergrund","","","","",""
"1996","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1996","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1996","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"1996","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"1996","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1997","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1997","(Fach-)Abitur","indirekter Migrationshintergrund","31.72","38","35","27.11","36.33"
"1997","(Fach-)Abitur","kein Migrationshintergrund ","34.82","38","430","33.68","35.96"
"1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1997","(noch) kein Abschluss","indirekter Migrationshintergrund","30.17","36.66","8","16.79","43.55"
"1997","(noch) kein Abschluss","kein Migrationshintergrund ","31.47","38","39","27.88","35.06"
"1997","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"1997","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1997","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1997","Hauptschulabschluss","direkter Migrationshintergrund","36.39","38","689","35.77","37.01"
"1997","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1997","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1997","Realschulabschluss","direkter Migrationshintergrund","34.71","37.23","82","32.58","36.84"
"1997","Realschulabschluss","indirekter Migrationshintergrund","35.5","38","93","33.7","37.3"
"1997","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1998","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1998","(Fach-)Abitur","indirekter Migrationshintergrund","33.5","36.64","34","30.18","36.82"
"1998","(Fach-)Abitur","kein Migrationshintergrund ","34.52","35","502","33.53","35.51"
"1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1998","(noch) kein Abschluss","indirekter Migrationshintergrund","33.01","35.03","7","25.08","40.94"
"1998","(noch) kein Abschluss","kein Migrationshintergrund ","31.5","35.36","51","27.91","35.09"
"1998","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"1998","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1998","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1998","Hauptschulabschluss","direkter Migrationshintergrund","35.75","37","638","35.12","36.38"
"1998","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1998","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1998","Realschulabschluss","direkter Migrationshintergrund","29.42","35","79","27.31","31.53"
"1998","Realschulabschluss","indirekter Migrationshintergrund","37.15","38","91","35.23","39.07"
"1998","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"1999","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1999","(Fach-)Abitur","indirekter Migrationshintergrund","35.12","35","39","31.27","38.97"
"1999","(Fach-)Abitur","kein Migrationshintergrund ","33.87","36","538","32.88","34.86"
"1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1999","(noch) kein Abschluss","kein Migrationshintergrund ","26.5","31.7","63","22.82","30.18"
"1999","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"1999","AkademikerInnen","indirekter Migrationshintergrund","","","","",""
"1999","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"1999","Hauptschulabschluss","direkter Migrationshintergrund","36.24","37","612","35.53","36.95"
"1999","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"1999","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"1999","Realschulabschluss","direkter Migrationshintergrund","32.22","35","76","30.04","34.4"
"1999","Realschulabschluss","indirekter Migrationshintergrund","35.79","38.58","93","34.09","37.49"
"1999","Realschulabschluss","kein Migrationshintergrund ","","","","",""
"2000","(Fach-)Abitur","direkter Migrationshintergrund","34.11","37.5","302","32.97","35.25"
"2000","(Fach-)Abitur","indirekter Migrationshintergrund","34.46","37.81","59","31.61","37.31"
"2000","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2000","(noch) kein Abschluss","indirekter Migrationshintergrund","10.22","8.5","6","-3.44","23.88"
"2000","(noch) kein Abschluss","kein Migrationshintergrund ","28.9","35","76","25.33","32.47"
"2000","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2000","AkademikerInnen","indirekter Migrationshintergrund","36.75","40","43","33.65","39.85"
"2000","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2000","Hauptschulabschluss","direkter Migrationshintergrund","34.91","38","916","34.31","35.51"
"2000","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2000","Hauptschulabschluss","kein Migrationshintergrund ","34.48","38","3599","34.11","34.85"
"2000","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2000","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2000","Realschulabschluss","kein Migrationshintergrund ","35.02","38","3942","34.71","35.33"
"2001","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2001","(Fach-)Abitur","indirekter Migrationshintergrund","30.58","35","67","27.49","33.67"
"2001","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2001","(noch) kein Abschluss","direkter Migrationshintergrund","33.74","36.74","77","31.17","36.31"
"2001","(noch) kein Abschluss","indirekter Migrationshintergrund","24.01","11.51","8","8.85","39.17"
"2001","(noch) kein Abschluss","kein Migrationshintergrund ","25.18","20","99","22.04","28.32"
"2001","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2001","AkademikerInnen","indirekter Migrationshintergrund","38.67","40","43","35.69","41.65"
"2001","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2001","Hauptschulabschluss","direkter Migrationshintergrund","35.77","38","850","35.16","36.38"
"2001","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2001","Hauptschulabschluss","kein Migrationshintergrund ","34.54","38","3154","34.15","34.93"
"2001","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2001","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2001","Realschulabschluss","kein Migrationshintergrund ","35.12","38","3682","34.79","35.45"
"2002","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2002","(Fach-)Abitur","indirekter Migrationshintergrund","30.17","30","73","26.92","33.42"
"2002","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2002","(noch) kein Abschluss","direkter Migrationshintergrund","30.95","35","70","28.17","33.73"
"2002","(noch) kein Abschluss","indirekter Migrationshintergrund","20.23","10","8","7.62","32.84"
"2002","(noch) kein Abschluss","kein Migrationshintergrund ","26.48","26.2","95","23.3","29.66"
"2002","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2002","AkademikerInnen","indirekter Migrationshintergrund","37.62","38","56","35.16","40.08"
"2002","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2002","Hauptschulabschluss","direkter Migrationshintergrund","34.46","38","738","33.75","35.17"
"2002","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2002","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"2002","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2002","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2002","Realschulabschluss","kein Migrationshintergrund ","34.94","38","3759","34.61","35.27"
"2003","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2003","(Fach-)Abitur","indirekter Migrationshintergrund","32.06","36","74","28.54","35.58"
"2003","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2003","(noch) kein Abschluss","direkter Migrationshintergrund","31.51","37.02","58","28.42","34.6"
"2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2003","(noch) kein Abschluss","kein Migrationshintergrund ","26.09","30","72","22.18","30"
"2003","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2003","AkademikerInnen","indirekter Migrationshintergrund","37.01","38.4","55","34.36","39.66"
"2003","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2003","Hauptschulabschluss","direkter Migrationshintergrund","34.68","38","684","33.91","35.45"
"2003","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2003","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"2003","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2003","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2003","Realschulabschluss","kein Migrationshintergrund ","35.15","38","3592","34.81","35.49"
"2004","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2004","(Fach-)Abitur","indirekter Migrationshintergrund","29.36","30","84","26.04","32.68"
"2004","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2004","(noch) kein Abschluss","direkter Migrationshintergrund","29.78","35","57","26.42","33.14"
"2004","(noch) kein Abschluss","indirekter Migrationshintergrund","29.96","21.78","6","10.92","49"
"2004","(noch) kein Abschluss","kein Migrationshintergrund ","28.2","29.1","67","24.18","32.22"
"2004","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2004","AkademikerInnen","indirekter Migrationshintergrund","38.23","38.5","50","35.76","40.7"
"2004","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2004","Hauptschulabschluss","direkter Migrationshintergrund","34.96","38","613","34.18","35.74"
"2004","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2004","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"2004","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2004","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2004","Realschulabschluss","kein Migrationshintergrund ","35.23","38","3487","34.89","35.57"
"2005","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2005","(Fach-)Abitur","indirekter Migrationshintergrund","31.62","36.93","80","28.9","34.34"
"2005","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2005","(noch) kein Abschluss","direkter Migrationshintergrund","28.34","35","46","24.73","31.95"
"2005","(noch) kein Abschluss","indirekter Migrationshintergrund","34.31","13.97","7","9.33","59.29"
"2005","(noch) kein Abschluss","kein Migrationshintergrund ","26.27","34.13","66","22","30.54"
"2005","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2005","AkademikerInnen","indirekter Migrationshintergrund","38.8","38.5","57","36.02","41.58"
"2005","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2005","Hauptschulabschluss","direkter Migrationshintergrund","34.59","38","579","33.81","35.37"
"2005","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2005","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"2005","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2005","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2005","Realschulabschluss","kein Migrationshintergrund ","35.69","38.5","3323","35.35","36.03"
"2006","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2006","(Fach-)Abitur","indirekter Migrationshintergrund","32.54","35.06","83","30.04","35.04"
"2006","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2006","(noch) kein Abschluss","direkter Migrationshintergrund","29.82","36.84","38","25.17","34.47"
"2006","(noch) kein Abschluss","indirekter Migrationshintergrund","16.81","14.51","5","-3.26","36.88"
"2006","(noch) kein Abschluss","kein Migrationshintergrund ","32.6","38.17","63","28.51","36.69"
"2006","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2006","AkademikerInnen","indirekter Migrationshintergrund","35.82","38","65","33.21","38.43"
"2006","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2006","Hauptschulabschluss","direkter Migrationshintergrund","35.02","38.5","576","34.19","35.85"
"2006","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2006","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"2006","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2006","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2006","Realschulabschluss","kein Migrationshintergrund ","35.79","39","3537","35.46","36.12"
"2007","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","indirekter Migrationshintergrund","30.86","35","80","28.12","33.6"
"2007","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2007","(noch) kein Abschluss","direkter Migrationshintergrund","31.17","37.76","31","27.21","35.13"
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","25.44","14.14","5","-3.1","53.98"
"2007","(noch) kein Abschluss","kein Migrationshintergrund ","30.75","38.09","56","26.43","35.07"
"2007","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2007","AkademikerInnen","indirekter Migrationshintergrund","34.73","36.76","78","32.84","36.62"
"2007","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2007","Hauptschulabschluss","direkter Migrationshintergrund","35.09","38","481","34.23","35.95"
"2007","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
"2007","Hauptschulabschluss","kein Migrationshintergrund ","","","","",""
"2007","Realschulabschluss","direkter Migrationshintergrund","","","","",""
"2007","Realschulabschluss","indirekter Migrationshintergrund","","","","",""
"2007","Realschulabschluss","kein Migrationshintergrund ","35.68","38.5","3383","35.33","36.03"
"2008","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","30.73","35","73","28","33.46"
"2008","(Fach-)Abitur","kein Migrationshintergrund ","","","","",""
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","25.97","24.39","32","21.02","30.92"
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","21.75","20","8","6.61","36.89"
"2008","(noch) kein Abschluss","kein Migrationshintergrund ","29.86","30.43","56","25.41","34.31"
"2008","AkademikerInnen","direkter Migrationshintergrund","","","","",""
"2008","AkademikerInnen","indirekter Migrationshintergrund","36.79","37.5","73","34.72","38.86"
"2008","AkademikerInnen","kein Migrationshintergrund ","","","","",""
"2008","Hauptschulabschluss","direkter Migrationshintergrund","34.59","38.5","455","33.66","35.52"
"2008","Hauptschulabschluss","indirekter Migrationshintergrund","","","","",""
