"year","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1991","Realschulabschluss","35.5","38","2248","35.12","35.88"
"1992","(Fach-)Abitur","33.15","35","445","32.21","34.09"
"1992","(noch) kein Abschluss","34.38","38","343","33.36","35.4"
"1992","AkademikerInnen","34.46","38","554","33.65","35.27"
"1992","Hauptschulabschluss","34.73","38","2975","34.38","35.08"
"1992","Realschulabschluss","33.73","37","1099","33.17","34.29"
"1993","(Fach-)Abitur","33.88","36","508","32.97","34.79"
"1993","(noch) kein Abschluss","35.72","38","321","34.67","36.77"
"1993","AkademikerInnen","35.53","38","1191","35","36.06"
"1993","Hauptschulabschluss","34.75","38","3312","34.42","35.08"
"1993","Realschulabschluss","35.2","38","2100","34.8","35.6"
"1994","(Fach-)Abitur","34.14","36","521","33.29","34.99"
"1994","(noch) kein Abschluss","35.85","38","300","34.79","36.91"
"1994","AkademikerInnen","35.17","38","1207","34.67","35.67"
"1994","Hauptschulabschluss","35.08","38","2975","34.74","35.42"
"1994","Realschulabschluss","35.37","38","2031","35","35.74"
"1995","(Fach-)Abitur","33.9","37","611","32.95","34.85"
"1995","(noch) kein Abschluss","35.2","37.77","279","33.87","36.53"
"1995","AkademikerInnen","34.63","38","1316","34.07","35.19"
"1995","Hauptschulabschluss","33.75","38","3080","33.34","34.16"
"1995","Realschulabschluss","34.19","38","2188","33.7","34.68"
"1996","(Fach-)Abitur","","","","",""
"1996","(noch) kein Abschluss","","","","",""
"1996","AkademikerInnen","","","","",""
"1996","Hauptschulabschluss","","","","",""
"1996","Realschulabschluss","","","","",""
"1997","(Fach-)Abitur","34.93","38","618","34","35.86"
"1997","(noch) kein Abschluss","33.57","38","229","32.27","34.87"
"1997","AkademikerInnen","35.96","38","1311","35.47","36.45"
"1997","Hauptschulabschluss","35.32","38","2750","34.94","35.7"
"1997","Realschulabschluss","35.49","38","2101","35.08","35.9"
"1998","(Fach-)Abitur","34.05","35","690","33.24","34.86"
"1998","(noch) kein Abschluss","33.97","37","220","32.72","35.22"
"1998","AkademikerInnen","34.94","37","1428","34.46","35.42"
"1998","Hauptschulabschluss","35.11","38","2876","34.75","35.47"
"1998","Realschulabschluss","34.36","38","2311","33.95","34.77"
"1999","(Fach-)Abitur","33.41","35","719","32.57","34.25"
"1999","(noch) kein Abschluss","31.35","35","240","29.82","32.88"
"1999","AkademikerInnen","35.69","38","1462","35.21","36.17"
"1999","Hauptschulabschluss","34.85","38","2897","34.46","35.24"
"1999","Realschulabschluss","34.84","38","2371","34.43","35.25"
"2000","(Fach-)Abitur","33.64","36.79","1392","33.02","34.26"
"2000","(noch) kein Abschluss","32.16","37","188","30.19","34.13"
"2000","AkademikerInnen","35.32","38","2670","34.94","35.7"
"2000","Hauptschulabschluss","34.6","38","4719","34.29","34.91"
"2000","Realschulabschluss","34.98","38","4257","34.68","35.28"
"2001","(Fach-)Abitur","33.57","37.5","1344","32.93","34.21"
"2001","(noch) kein Abschluss","28.27","35","184","26.11","30.43"
"2001","AkademikerInnen","35.88","38.5","2500","35.5","36.26"
"2001","Hauptschulabschluss","34.8","38","4192","34.48","35.12"
"2001","Realschulabschluss","35.11","38","3963","34.79","35.43"
"2002","(Fach-)Abitur","33.62","37.5","1480","33","34.24"
"2002","(noch) kein Abschluss","28.01","34.06","173","25.8","30.22"
"2002","AkademikerInnen","36.17","38.5","3241","35.8","36.54"
"2002","Hauptschulabschluss","34.01","37.5","3847","33.67","34.35"
"2002","Realschulabschluss","34.88","38","4037","34.56","35.2"
"2003","(Fach-)Abitur","33.21","37","1456","32.58","33.84"
"2003","(noch) kein Abschluss","28.29","35","142","25.7","30.88"
"2003","AkademikerInnen","35.89","38.5","3054","35.52","36.26"
"2003","Hauptschulabschluss","34.21","38","3556","33.85","34.57"
"2003","Realschulabschluss","35.12","38","3859","34.8","35.44"
"2004","(Fach-)Abitur","33.96","37.5","1460","33.35","34.57"
"2004","(noch) kein Abschluss","29.06","35","130","26.41","31.71"
"2004","AkademikerInnen","36.58","38.5","3006","36.21","36.95"
"2004","Hauptschulabschluss","34.34","38","3334","33.97","34.71"
"2004","Realschulabschluss","35.18","38","3744","34.86","35.5"
"2005","(Fach-)Abitur","33.94","37.5","1389","33.33","34.55"
"2005","(noch) kein Abschluss","27.76","35","119","24.77","30.75"
"2005","AkademikerInnen","36.46","40","2860","36.08","36.84"
"2005","Hauptschulabschluss","34.75","38","3078","34.37","35.13"
"2005","Realschulabschluss","35.72","38.5","3579","35.4","36.04"
"2006","(Fach-)Abitur","33.27","37.5","1461","32.69","33.85"
"2006","(noch) kein Abschluss","30.9","37.5","106","27.93","33.87"
"2006","AkademikerInnen","36.35","40","3101","36","36.7"
"2006","Hauptschulabschluss","34.65","38","3230","34.27","35.03"
"2006","Realschulabschluss","35.66","38.5","3797","35.34","35.98"
"2007","(Fach-)Abitur","33.95","38","1437","33.34","34.56"
"2007","(noch) kein Abschluss","30.42","38","92","27.32","33.52"
"2007","AkademikerInnen","36.51","40","2953","36.14","36.88"
"2007","Hauptschulabschluss","35.01","38.5","2959","34.62","35.4"
"2007","Realschulabschluss","35.63","38.5","3623","35.3","35.96"
"2008","(Fach-)Abitur","33.23","37.5","1369","32.62","33.84"
"2008","(noch) kein Abschluss","27.29","25.11","96","24.06","30.52"
"2008","AkademikerInnen","35.71","39","2813","35.33","36.09"
"2008","Hauptschulabschluss","34.44","38","2796","34.04","34.84"
"2008","Realschulabschluss","35.13","38.5","3482","34.8","35.46"
"2009","(Fach-)Abitur","33.88","37.5","1259","33.26","34.5"
"2009","(noch) kein Abschluss","30.73","35","81","27.68","33.78"
"2009","AkademikerInnen","35.43","38.5","2667","35.04","35.82"
"2009","Hauptschulabschluss","35","38","2452","34.58","35.42"
"2009","Realschulabschluss","35.44","38","3253","35.1","35.78"
"2010","(Fach-)Abitur","33.04","37","1445","32.44","33.64"
"2010","(noch) kein Abschluss","33.45","40","91","30.54","36.36"
"2010","AkademikerInnen","35.6","38","2884","35.22","35.98"
"2010","Hauptschulabschluss","34.11","38","2501","33.68","34.54"
"2010","Realschulabschluss","35.38","38","3513","35.05","35.71"
"2011","(Fach-)Abitur","33.72","37.5","1736","33.18","34.26"
"2011","(noch) kein Abschluss","33.91","40","157","31.5","36.32"
"2011","AkademikerInnen","35.94","39","3447","35.59","36.29"
"2011","Hauptschulabschluss","34.65","38","3117","34.27","35.03"
"2011","Realschulabschluss","35.74","38.5","4253","35.44","36.04"
"2012","(Fach-)Abitur","32.85","35","1812","32.33","33.37"
"2012","(noch) kein Abschluss","29.14","35","174","27","31.28"
"2012","AkademikerInnen","35.28","38.5","3427","34.94","35.62"
"2012","Hauptschulabschluss","34.02","38","3043","33.61","34.43"
"2012","Realschulabschluss","35.07","38","4172","34.77","35.37"
"2013","(Fach-)Abitur","33.04","37.5","1674","32.51","33.57"
"2013","(noch) kein Abschluss","28.7","30","157","26.51","30.89"
"2013","AkademikerInnen","34.99","38","3290","34.64","35.34"
"2013","Hauptschulabschluss","33.22","37.5","2714","32.79","33.65"
"2013","Realschulabschluss","34.77","38","3862","34.45","35.09"
"2014","(Fach-)Abitur","32.83","35","2115","32.36","33.3"
"2014","(noch) kein Abschluss","29.86","35","163","27.57","32.15"
"2014","AkademikerInnen","34.4","36","3725","34.09","34.71"
"2014","Hauptschulabschluss","33.1","37.5","3074","32.7","33.5"
"2014","Realschulabschluss","34.39","37.5","4447","34.1","34.68"
"2015","(Fach-)Abitur","33.25","37","2791","32.82","33.68"
"2015","(noch) kein Abschluss","29.24","38","286","27.49","30.99"
"2015","AkademikerInnen","34.91","38","4386","34.61","35.21"
"2015","Hauptschulabschluss","33.21","38","3601","32.85","33.57"
"2015","Realschulabschluss","34.44","38","4466","34.15","34.73"
"2016","(Fach-)Abitur","32.83","35","2589","32.42","33.24"
"2016","(noch) kein Abschluss","30.9","35","260","29.16","32.64"
"2016","AkademikerInnen","34.44","36","4059","34.15","34.73"
"2016","Hauptschulabschluss","32.83","37.5","3277","32.45","33.21"
"2016","Realschulabschluss","33.94","36","4141","33.64","34.24"
"2017","(Fach-)Abitur","32.73","35","2996","32.34","33.12"
"2017","(noch) kein Abschluss","29.71","35","434","28.4","31.02"
"2017","AkademikerInnen","33.95","35","4662","33.67","34.23"
"2017","Hauptschulabschluss","32.83","37","3560","32.46","33.2"
"2017","Realschulabschluss","33.92","36","4790","33.65","34.19"
"2018","(Fach-)Abitur","32.1","35","2968","31.71","32.49"
"2018","(noch) kein Abschluss","32.21","38","514","31.2","33.22"
"2018","AkademikerInnen","33.76","35","4612","33.47","34.05"
"2018","Hauptschulabschluss","32.14","35","3396","31.76","32.52"
"2018","Realschulabschluss","33.41","35","4552","33.13","33.69"
"2019","(Fach-)Abitur","38.47","40","176","36.79","40.15"
"2019","(noch) kein Abschluss","37.2","40","350","36.07","38.33"
"2019","AkademikerInnen","36.08","40","244","34.6","37.56"
"2019","Hauptschulabschluss","36.82","40","263","35.47","38.17"
"2019","Realschulabschluss","","","","",""
